book_statement_ordinal	statement_id	physical_page	register	owner_de	event_count	predicate_realization	seed_action_de	inheritance_source_statement_id	action_chain_de	arguments_de	relations_de	grades_de	end_mode	binding_origins	scope_skeleton_de	unbound_modifier_count	scope_result
336	P1009-S336	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	AKTIVER POSTEN×2+ANTEIL×1	NONE	GRAD II×2+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×3+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×3	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > HALTEN] > ARG[AKTIVER POSTEN×2+ANTEIL×1] > REL[NONE] > GRAD[GRAD II×2+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
337	P1009-S337	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	NONE	ZIELORT×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_RIGHT_FALLBACK×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[UMSETZEN] > ARG[NONE] > REL[ZIELORT×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
338	P1009-S338	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN > HALTEN	WERT×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×2	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[UMSETZEN > HALTEN] > ARG[WERT×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
339	P1009-S339	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
340	P1009-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
341	P1009-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > UMSETZEN > HALTEN	AKTIVER POSTEN×3+WERT×1	AUSGANG×1	GRAD II×2+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+RUNNING_ACTION×5+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×4	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > UMSETZEN > HALTEN] > ARG[AKTIVER POSTEN×3+WERT×1] > REL[AUSGANG×1] > GRAD[GRAD II×2+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
342	P1009-S342	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	NONE	ZIELORT×1+VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_RIGHT_FRAME×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[UMSETZEN] > ARG[NONE] > REL[ZIELORT×1+VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
343	P1009-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > UMSETZEN > HALTEN > SETZEN	AKTIVER POSTEN×2+WERT×1	NONE	AUSFÜHRUNG×1+STUFE×1+GRAD II×1+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_NEAREST×4	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[MARKIEREN > UMSETZEN > HALTEN > SETZEN] > ARG[AKTIVER POSTEN×2+WERT×1] > REL[NONE] > GRAD[AUSFÜHRUNG×1+STUFE×1+GRAD II×1+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
344	P1009-S344	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN > SETZEN > UMSETZEN	AKTIVER POSTEN×3+WERT×1	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×6+GANG_CLOSE×1+SAME_CARD_NEAREST×5+SAME_CARD_RIGHT_FRAME×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > HALTEN > SETZEN > UMSETZEN] > ARG[AKTIVER POSTEN×3+WERT×1] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
345	P1009-S345	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1+SAME_CARD_NEXT_STEP×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
346	P1009-S346	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
347	P1009-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	10	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN > SETZEN > HALTEN > NEHMEN > EINSETZEN > NEHMEN > HALTEN > NEHMEN	AKTIVER POSTEN×3+WERT×1+EINHEIT×1	ZIELORT×2+VERBINDUNG×1+AUSGANG×1	GRAD I×4	LICENSED_DY_CLOSE	ACTION_HEAD×8+GANG_CLOSE×1+RUNNING_ACTION×4+SAME_CARD_LEFT×3+SAME_CARD_NEAREST×7+SAME_CARD_NEXT_STEP×1+SAME_CARD_RIGHT_FRAME×1+VISIBLE_OWNER×2	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[UMSETZEN > SETZEN > HALTEN > NEHMEN > EINSETZEN > NEHMEN > HALTEN > NEHMEN] > ARG[AKTIVER POSTEN×3+WERT×1+EINHEIT×1] > REL[ZIELORT×2+VERBINDUNG×1+AUSGANG×1] > GRAD[GRAD I×4] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
348	P1009-S348	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	NONE	AUSGANG×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > HALTEN] > ARG[NONE] > REL[AUSGANG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
349	P1009-S349	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN > UMSETZEN	AKTIVER POSTEN×1+EINHEIT×1	ZIELORT×2+AUSGANG×2	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+RUNNING_ACTION×5+SAME_CARD_LEFT×2+SAME_CARD_NEAREST×2+VISIBLE_OWNER×2	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > HALTEN > UMSETZEN] > ARG[AKTIVER POSTEN×1+EINHEIT×1] > REL[ZIELORT×2+AUSGANG×2] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
350	P1009-S350	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
351	P1009-S351	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > NEHMEN > EINSTELLEN > UMSETZEN	WERT×1+AKTIVER POSTEN×1	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×5+GANG_CLOSE×1+SAME_CARD_NEAREST×2+SAME_CARD_RIGHT_FRAME×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > NEHMEN > EINSTELLEN > UMSETZEN] > ARG[WERT×1+AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
352	P1009-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > WÄHLEN > UMSETZEN > SETZEN > HALTEN	AKTIVER POSTEN×2+ANTEIL×1+WERT×1	ZIELORT×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×6+GANG_CLOSE×1+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×5+SAME_CARD_NEXT_STEP×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > WÄHLEN > UMSETZEN > SETZEN > HALTEN] > ARG[AKTIVER POSTEN×2+ANTEIL×1+WERT×1] > REL[ZIELORT×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
353	P1009-S353	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
354	P1009-S354	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	ANAPHORIC_ACTION_INHERITANCE	SETZEN	P1009-S353	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
355	P1009-S355	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > NEHMEN	AKTIVER POSTEN×2+ANTEIL×1	NONE	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×5+GANG_CLOSE×1+SAME_CARD_NEAREST×2+SAME_CARD_NEXT_STEP×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > NEHMEN] > ARG[AKTIVER POSTEN×2+ANTEIL×1] > REL[NONE] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
356	P1009-S356	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	WÄHLEN > HALTEN > SETZEN	WERT×1	AUSGANG×1+VERBINDUNG×1	AUSFÜHRUNG×1+GRAD II×2	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×3+VISIBLE_OWNER×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[WÄHLEN > HALTEN > SETZEN] > ARG[WERT×1] > REL[AUSGANG×1+VERBINDUNG×1] > GRAD[AUSFÜHRUNG×1+GRAD II×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
357	P1009-S357	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
358	P1009-S358	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	12	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > NEHMEN > GEBEN > WÄHLEN > GEBEN > NEHMEN > GEBEN > SETZEN > NEHMEN > GEBEN > SETZEN	WERT×1+AKTIVER POSTEN×4+ANTEIL×2	ZIELORT×1+VERBINDUNG×1	GRAD I×2+STUFE×1+GRAD II×2	LICENSED_DY_CLOSE	ACTION_HEAD×12+FORWARD_TO_NEXT_ACTION×2+GANG_CLOSE×1+RUNNING_ACTION×5+SAME_CARD_NEAREST×10+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > NEHMEN > GEBEN > WÄHLEN > GEBEN > NEHMEN > GEBEN > SETZEN > NEHMEN > GEBEN > SETZEN] > ARG[WERT×1+AKTIVER POSTEN×4+ANTEIL×2] > REL[ZIELORT×1+VERBINDUNG×1] > GRAD[GRAD I×2+STUFE×1+GRAD II×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
359	P1009-S359	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	ANAPHORIC_ACTION_INHERITANCE	SETZEN	P1009-S358	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
360	P1009-S360	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	13	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > HALTEN > EINSTELLEN > MARKIEREN > UMSETZEN > GEBEN	AKTIVER POSTEN×4+EINHEIT×2+ANTEIL×1+WERT×1	AUSGANG×1+VERBINDUNG×1+ZIELORT×1	GRAD I×2+AUSFÜHRUNG×1+GRAD II×2+STUFE×1+ZWEITE STUFE×1	LICENSED_DY_CLOSE	ACTION_HEAD×6+FORWARD_TO_NEXT_ACTION×5+GANG_BOUNDARY×1+GANG_CLOSE×1+RUNNING_ACTION×5+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×10	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[NEHMEN > HALTEN > EINSTELLEN > MARKIEREN > UMSETZEN > GEBEN] > ARG[AKTIVER POSTEN×4+EINHEIT×2+ANTEIL×1+WERT×1] > REL[AUSGANG×1+VERBINDUNG×1+ZIELORT×1] > GRAD[GRAD I×2+AUSFÜHRUNG×1+GRAD II×2+STUFE×1+ZWEITE STUFE×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
361	P1009-S361	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	ANAPHORIC_ACTION_INHERITANCE	GEBEN	P1009-S360	GEBEN	NONE	NONE	GRAD III×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[GEBEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD III×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
362	P1009-S362	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	EXPLICIT_OPERATION_ROOT	NONE	NONE	WÄHLEN > NEHMEN > EINSTELLEN > SETZEN > HALTEN	AKTIVER POSTEN×2+WERT×1	AUSGANG×1	AUSFÜHRUNG×1+STUFE×1+GRAD II×1+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×5+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×4	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[WÄHLEN > NEHMEN > EINSTELLEN > SETZEN > HALTEN] > ARG[AKTIVER POSTEN×2+WERT×1] > REL[AUSGANG×1] > GRAD[AUSFÜHRUNG×1+STUFE×1+GRAD II×1+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
363	P1009-S363	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	AKTIVER POSTEN×1	NONE	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×1+SAME_CARD_NEXT_STEP×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[UMSETZEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
364	P1009-S364	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	9	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > NEHMEN > GEBEN > MARKIEREN > GEBEN > SETZEN > UMSETZEN > SETZEN > HALTEN	WERT×4+AKTIVER POSTEN×3+ANTEIL×1	NONE	GRAD I×1+GRAD II×2	LICENSED_DY_CLOSE	ACTION_HEAD×11+GANG_CLOSE×1+SAME_CARD_NEAREST×11+SAME_CARD_NEXT_STEP×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > NEHMEN > GEBEN > MARKIEREN > GEBEN > SETZEN > UMSETZEN > SETZEN > HALTEN] > ARG[WERT×4+AKTIVER POSTEN×3+ANTEIL×1] > REL[NONE] > GRAD[GRAD I×1+GRAD II×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
365	P1009-S365	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > UMSETZEN > HALTEN	WERT×2+AKTIVER POSTEN×1	ZIELORT×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×3	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > UMSETZEN > HALTEN] > ARG[WERT×2+AKTIVER POSTEN×1] > REL[ZIELORT×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
366	P1009-S366	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSETZEN > UMSETZEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[EINSETZEN > UMSETZEN] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
367	P1009-S367	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN > NEHMEN > SETZEN	ANTEIL×1+AKTIVER POSTEN×1	VERBINDUNG×1	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+FORWARD_TO_NEXT_ACTION×2+GANG_CLOSE×1+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×2+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[UMSETZEN > NEHMEN > SETZEN] > ARG[ANTEIL×1+AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
368	P1009-S368	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > EINSTELLEN	AKTIVER POSTEN×2+ANTEIL×1	NONE	GRAD II×2	LICENSED_DY_CLOSE	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+RUNNING_ACTION×6+SAME_CARD_NEAREST×2	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > EINSTELLEN] > ARG[AKTIVER POSTEN×2+ANTEIL×1] > REL[NONE] > GRAD[GRAD II×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
369	P1009-S369	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > NEHMEN > HALTEN > UMSETZEN	ANTEIL×1+AKTIVER POSTEN×2	VERBINDUNG×1	GRAD II×2	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+SAME_CARD_NEAREST×5+SAME_CARD_RIGHT_FRAME×1+VISIBLE_OWNER×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > NEHMEN > HALTEN > UMSETZEN] > ARG[ANTEIL×1+AKTIVER POSTEN×2] > REL[VERBINDUNG×1] > GRAD[GRAD II×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
370	P1009-S370	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSETZEN > HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[EINSETZEN > HALTEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
371	P1009-S371	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > NEHMEN > EINSETZEN > EINSTELLEN > HALTEN	AKTIVER POSTEN×2+WERT×2	VERBINDUNG×1	AUSFÜHRUNG×1+GRAD II×1+GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×6+FORWARD_TO_NEXT_ACTION×3+GANG_BOUNDARY×1+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_NEAREST×5+SAME_CARD_RIGHT_FRAME×1+VISIBLE_OWNER×1	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN > NEHMEN > EINSETZEN > EINSTELLEN > HALTEN] > ARG[AKTIVER POSTEN×2+WERT×2] > REL[VERBINDUNG×1] > GRAD[AUSFÜHRUNG×1+GRAD II×1+GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
