statement_id	physical_page	register	owner_id	visible_owner_de	first_locus	last_locus	locus_count	crosses_physical_line	groups	first_event_id	last_event_id	end_mode	boundary_reading_de	surface_sequence	component_sequence	literal_workshop_de	fluent_workshop_de
P1005-F77R-S071	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.38	f77r.38	1	NO	6	P1003-E0325	P1003-E0330	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qoeedy qokaiin chcphey qol ltaiin shedy	CARRIER_Q+O+EE+D_ADDR+Y | OK+AIIN | CH+CPH+E+Y | OL | L+T+AIIN | SHED+DY	BEGINN · AUSFÜHREN · LÄNGER · TEIL · POSTEN ; SETZEN · MASS ; NEHMEN · UMLEITEN · KURZ · POSTEN ; FORTSETZEN ; LEITEN · STELLEN · MASS ; ABSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: einen neuen Gang beginnen ausführen länger vom bezeichneten Teil diesen Posten; den Posten nach Maß ansetzen; entnehmen umleiten kurz diesen Posten; mit demselben Ansatz fortfahren; weiterleiten einstellen nach Maß; absetzen lassen. Dann den Teilgang schließen.
P1005-F77R-S072	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.38	f77r.39	2	YES	7	P1003-E0331	P1003-E0337	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qol olaiin cheey sheckhey lsheey qykaiin sheedy	OL | OL+AIIN | SH+EE+Y | SH+E+CKH+E+Y | L+SH+EE+Y | Y+K+AIIN | SH+EE+DY	FORTSETZEN ; FORTSETZEN · MASS ; HALTEN · LÄNGER · POSTEN ; HALTEN · KURZ · DURCHLASS · KURZ · POSTEN ; LEITEN · HALTEN · LÄNGER · POSTEN ; POSTEN · GEBEN · MASS ; HALTEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: mit demselben Ansatz fortfahren; damit fortfahren nach Maß; halten länger diesen Posten; halten kurz durch den Durchlass kurz diesen Posten; weiterleiten halten länger diesen Posten; diesen Posten zugeben nach Maß; halten länger. Dann den Teilgang schließen.
P1005-F77R-S073	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.39	f77r.40	2	YES	4	P1003-E0338	P1003-E0341	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	laiin daiiin ol eeedy	L+AIIN | DA+IIN | OL | EEE+DY	LEITEN · MASS ; ZWEIT · STUFE ; FORTSETZEN ; VOLL · SCHLUSS	An der bezeichneten Körper-/Beckenstation: weiterleiten nach Maß; als zweiten Gang auf die Stufe; mit demselben Ansatz fortfahren; vollständig. Dann den Teilgang schließen.
P1005-F77R-S074	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.40	f77r.40	1	NO	4	P1003-E0342	P1003-E0345	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	okaiin sheeol qotaiin shody	OK+AIIN | SH+EE+OL | OT+AIIN | SH+O+DY	SETZEN · MASS ; HALTEN · LÄNGER · FORTSETZEN ; DANACH · MASS ; HALTEN · AUSFÜHREN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: den Posten nach Maß ansetzen; halten länger damit fortfahren; danach nach Maß; halten ausführen. Dann den Teilgang schließen.
P1005-F77R-S075	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.40	f77r.41	2	YES	5	P1003-E0346	P1003-E0350	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qoty daiin sh qolchey qotedy	OT+Y | AIIN | SH | OL+Y | OT+E+DY	DANACH · POSTEN ; MASS ; HALTEN ; FORTSETZEN · POSTEN ; DANACH · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach diesen Posten; nach dem vorgeschriebenen Maß arbeiten; halten; damit fortfahren diesen Posten; danach kurz halten. Dann den Teilgang schließen.
P1005-F77R-S076	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.41	f77r.42	2	YES	7	P1003-E0351	P1003-E0357	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qotal r ain chl s arol qokeedy	OT+AL | R | AIN | CH+L | S | AR+OL | OK+EE+DY	DANACH · ZIEL ; MERKEN ; PORTION ; NEHMEN · LEITEN ; AUSWÄHLEN ; QUELLE · FORTSETZEN ; SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach zur Zielstelle; merken; eine Portion nehmen; entnehmen weiterleiten; auswählen; aus der Quelle damit fortfahren; länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S077	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42	f77r.42	1	NO	1	P1003-E0358	P1003-E0358	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach kurz halten. Dann den Teilgang schließen.
P1005-F77R-S078	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42	f77r.42	1	NO	1	P1003-E0359	P1003-E0359	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S079	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42	f77r.42	1	NO	1	P1003-E0360	P1003-E0360	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.
P1005-F77R-S080	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42	f77r.43	2	YES	10	P1003-E0361	P1003-E0370	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qokeey s aiin al d chee ol cheedy qotaiin qoteedy	OK+EE+Y | S | AIIN | AL | D_ADDR | SH+EE | OL | CH+EE+D_ADDR+Y | OT+AIIN | OT+EE+DY	SETZEN · LÄNGER · POSTEN ; AUSWÄHLEN ; MASS ; ZIEL ; TEIL ; HALTEN · LÄNGER ; FORTSETZEN ; NEHMEN · LÄNGER · TEIL · POSTEN ; DANACH · MASS ; DANACH · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: ansetzen länger diesen Posten; auswählen; nach dem vorgeschriebenen Maß arbeiten; an die bezeichnete Zielstelle gehen; vom bezeichneten Teil; halten länger; mit demselben Ansatz fortfahren; entnehmen länger vom bezeichneten Teil diesen Posten; danach nach Maß; danach länger halten. Dann den Teilgang schließen.
P1005-F77R-S081	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.43	f77r.43	1	NO	1	P1003-E0371	P1003-E0371	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach kurz halten. Dann den Teilgang schließen.
P1005-F77R-S082	f77r	STATION	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.43	f77r.48	6	YES	38	P1003-E0372	P1003-E0409	OWNER_RESET_TO_LOWER_STATION_LABELS	Der lange Prosalauf endet vor dem unteren Beschriftungsfeld; der sichtbare Besitzerwechsel setzt den Text zurück.	raiin sheey qepchedy qol cheedy qokear cheey loly dy qokaiin ches lchear dal chr sl s ain ol raiin lod daiin chlchpsheey tal cheol dag as otey daiin ysheey dal saiisol sal dalo tain dary dalo sodar oloky	R+AIIN | SH+EE+Y | CARRIER_Q+E+P+CHD+Y | OL | CH+EE+D_ADDR+Y | OK+E+AR | SH+EE+Y | L+OL+Y | Y | OK+AIIN | CH+E+S | L+CH+E+AR | AL | CH+R | S+L | S | AIN | OL | R+AIIN | L+O+D_ADDR | AIIN | CH+L+CH+P+SH+EE+Y | T+AL | CHEO+L | DA+LOCAL_CHAR_G | A_ADDR+S | OT+E+Y | AIIN | Y+SH+EE+Y | AL | S+A_ADDR+IIN+S+OL | S+AL | D_ADDR+AL+O | T+AIN | DA+R+Y | D_ADDR+AL+O | S+O+DA+R | OL+OK+Y	MERKEN · MASS ; HALTEN · LÄNGER · POSTEN ; BEGINN · KURZ · EINSETZEN · UMSETZEN · POSTEN ; FORTSETZEN ; NEHMEN · LÄNGER · TEIL · POSTEN ; SETZEN · KURZ · QUELLE ; HALTEN · LÄNGER · POSTEN ; LEITEN · FORTSETZEN · POSTEN ; POSTEN ; SETZEN · MASS ; NEHMEN · KURZ · AUSWÄHLEN ; LEITEN · NEHMEN · KURZ · QUELLE ; ZIEL ; NEHMEN · MERKEN ; AUSWÄHLEN · LEITEN ; AUSWÄHLEN ; PORTION ; FORTSETZEN ; MERKEN · MASS ; LEITEN · AUSFÜHREN · TEIL ; MASS ; NEHMEN · LEITEN · NEHMEN · EINSETZEN · HALTEN · LÄNGER · POSTEN ; STELLEN · ZIEL ; AUSZUG · LEITEN ; ZWEIT · EINMAL ; ORT · AUSWÄHLEN ; DANACH · KURZ · POSTEN ; MASS ; POSTEN · HALTEN · LÄNGER · POSTEN ; ZIEL ; AUSWÄHLEN · ORT · STUFE · AUSWÄHLEN · FORTSETZEN ; AUSWÄHLEN · ZIEL ; TEIL · ZIEL · AUSFÜHREN ; STELLEN · PORTION ; ZWEIT · MERKEN · POSTEN ; TEIL · ZIEL · AUSFÜHREN ; AUSWÄHLEN · AUSFÜHREN · ZWEIT · MERKEN ; FORTSETZEN · SETZEN · POSTEN	An der bezeichneten Körper-/Beckenstation: merken nach Maß; halten länger diesen Posten; einen neuen Gang beginnen kurz einsetzen umsetzen diesen Posten; mit demselben Ansatz fortfahren; entnehmen länger vom bezeichneten Teil diesen Posten; ansetzen kurz aus der Quelle; halten länger diesen Posten; weiterleiten damit fortfahren diesen Posten; diesen Posten weiterführen; den Posten nach Maß ansetzen; entnehmen kurz auswählen; weiterleiten entnehmen kurz aus der Quelle; an die bezeichnete Zielstelle gehen; entnehmen merken; auswählen weiterleiten; auswählen; eine Portion nehmen; mit demselben Ansatz fortfahren; merken nach Maß; weiterleiten ausführen vom bezeichneten Teil; nach dem vorgeschriebenen Maß arbeiten; entnehmen weiterleiten entnehmen einsetzen halten länger diesen Posten; einstellen zur Zielstelle; den Auszug weiterleiten; als zweiten Gang einmal; am bezeichneten Ort auswählen; danach kurz diesen Posten; nach dem vorgeschriebenen Maß arbeiten; diesen Posten halten länger diesen Posten; an die bezeichnete Zielstelle gehen; auswählen am bezeichneten Ort auf die Stufe auswählen damit fortfahren; auswählen zur Zielstelle; vom bezeichneten Teil zur Zielstelle ausführen; einstellen eine Portion; als zweiten Gang merken diesen Posten; vom bezeichneten Teil zur Zielstelle ausführen; auswählen ausführen als zweiten Gang merken; damit fortfahren ansetzen diesen Posten. Der lange Prosalauf endet vor dem unteren Beschriftungsfeld; der sichtbare Besitzerwechsel setzt den Text zurück.
P1005-F88V-S001	f88v	MATERIAL	F88V_BATCH_A	erste Gefaess-/Zutatengruppe	f88v.6	f88v.8	3	YES	20	P1003-E0419	P1003-E0438	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	teodal lkeo cheor roshckhy sorshy aiin cheokal saldaiin dshor shor qokeody qokeo lchey chkeor qokeey daiin qokeom qoaiin cheoy olcheody	T+E+O+D_ADDR+AL | L+K+E+O | CHEO+R | R+O+SH+CKH+Y | S+OR+SH+Y | AIIN | CHEO+K+AL | S+AL+D_ADDR+AIIN | D_ADDR+SH+OR | SH+OR | OK+E+O+D_ADDR+Y | OK+E+O | L+Y | CHK+E+OR | OK+EE+Y | AIIN | OK+E+O+AM_ADDR | CARRIER_Q+O+AIIN | CHEO+Y | OL+CHEO+DY	STELLEN · KURZ · AUSFÜHREN · TEIL · ZIEL ; LEITEN · GEBEN · KURZ · AUSFÜHREN ; AUSZUG · MERKEN ; MERKEN · AUSFÜHREN · HALTEN · DURCHLASS · POSTEN ; AUSWÄHLEN · ANSATZ · HALTEN · POSTEN ; MASS ; AUSZUG · GEBEN · ZIEL ; AUSWÄHLEN · ZIEL · TEIL · MASS ; TEIL · HALTEN · ANSATZ ; HALTEN · ANSATZ ; SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN ; SETZEN · KURZ · AUSFÜHREN ; LEITEN · POSTEN ; BEHANDELN · KURZ · ANSATZ ; SETZEN · LÄNGER · POSTEN ; MASS ; SETZEN · KURZ · AUSFÜHREN · INNEN ; BEGINN · AUSFÜHREN · MASS ; AUSZUG · POSTEN ; FORTSETZEN · AUSZUG · SCHLUSS	In dieser Gefäss- und Zutatenpartie: einstellen kurz ausführen vom bezeichneten Teil zur Zielstelle; weiterleiten zugeben kurz ausführen; den Auszug merken; merken ausführen halten durch den Durchlass diesen Posten; auswählen den Ansatz halten diesen Posten; nach dem vorgeschriebenen Maß arbeiten; den Auszug zugeben zur Zielstelle; auswählen zur Zielstelle vom bezeichneten Teil nach Maß; vom bezeichneten Teil halten den Ansatz; halten den Ansatz; ansetzen kurz ausführen vom bezeichneten Teil diesen Posten; ansetzen kurz ausführen; weiterleiten diesen Posten; behandeln kurz den Ansatz; ansetzen länger diesen Posten; nach dem vorgeschriebenen Maß arbeiten; ansetzen kurz ausführen im Inneren; einen neuen Gang beginnen ausführen nach Maß; den Auszug diesen Posten; damit fortfahren den Auszug. Dann den Teilgang schließen.
P1005-F88V-S002	f88v	MATERIAL	F88V_BATCH_A	erste Gefaess-/Zutatengruppe	f88v.8	f88v.10	3	YES	19	P1003-E0439	P1003-E0457	OWNER_RESET_TO_BATCH_B	Die erste Gefässpartie endet vor den Kennungen der zweiten Partie; der Chargenwechsel setzt den Text zurück.	qoekeol cho chckhy qoeey key cheokam choeey keeod y s aiin chody okearcheol archeey sairal dar cheorol chekol daraly	O+E+K+E+OL | HO | CKH+Y | O+EE+Y | K+E+Y | CHEO+K+AM_ADDR | HO+EE+Y | K+EE+O+D_ADDR | Y | S | AIIN | CH+O+D_ADDR+Y | OK+E+AR+CHEO+L | AR+CH+EE+Y | S+AIR+AL | D_ADDR+AR | CHEO+R+OL | CHK+OL | D_ADDR+AR+AL+Y	AUSFÜHREN · KURZ · GEBEN · KURZ · FORTSETZEN ; TEILSTOFF ; DURCHLASS · POSTEN ; AUSFÜHREN · LÄNGER · POSTEN ; GEBEN · KURZ · POSTEN ; AUSZUG · GEBEN · INNEN ; TEILSTOFF · LÄNGER · POSTEN ; GEBEN · LÄNGER · AUSFÜHREN · TEIL ; POSTEN ; AUSWÄHLEN ; MASS ; NEHMEN · AUSFÜHREN · TEIL · POSTEN ; SETZEN · KURZ · QUELLE · AUSZUG · LEITEN ; QUELLE · NEHMEN · LÄNGER · POSTEN ; AUSWÄHLEN · LAUF · ZIEL ; TEIL · QUELLE ; AUSZUG · MERKEN · FORTSETZEN ; BEHANDELN · FORTSETZEN ; TEIL · QUELLE · ZIEL · POSTEN	In dieser Gefäss- und Zutatenpartie: ausführen kurz zugeben kurz damit fortfahren; einen Teilstoff; durch den Durchlass diesen Posten; ausführen länger diesen Posten; zugeben kurz diesen Posten; den Auszug zugeben im Inneren; einen Teilstoff länger diesen Posten; zugeben länger ausführen vom bezeichneten Teil; diesen Posten weiterführen; auswählen; nach dem vorgeschriebenen Maß arbeiten; entnehmen ausführen vom bezeichneten Teil diesen Posten; ansetzen kurz aus der Quelle den Auszug weiterleiten; aus der Quelle entnehmen länger diesen Posten; auswählen durch den Lauf zur Zielstelle; vom bezeichneten Teil aus der Quelle; den Auszug merken damit fortfahren; behandeln damit fortfahren; vom bezeichneten Teil aus der Quelle zur Zielstelle diesen Posten. Die erste Gefässpartie endet vor den Kennungen der zweiten Partie; der Chargenwechsel setzt den Text zurück.
P1005-F88V-S003	f88v	MATERIAL	F88V_BATCH_B	zweite Gefaess-/Zutatengruppe	f88v.15	f88v.15	1	NO	1	P1003-E0462	P1003-E0462	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	kosholdy	K+O+SH+OL+DY	GEBEN · AUSFÜHREN · HALTEN · FORTSETZEN · SCHLUSS	In dieser Gefäss- und Zutatenpartie: zugeben ausführen halten damit fortfahren. Dann den Teilgang schließen.
P1005-F88V-S004	f88v	MATERIAL	F88V_BATCH_B	zweite Gefaess-/Zutatengruppe	f88v.15	f88v.15	1	NO	1	P1003-E0463	P1003-E0463	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qotody	OT+O+DY	DANACH · AUSFÜHREN · SCHLUSS	In dieser Gefäss- und Zutatenpartie: danach ausführen. Dann den Teilgang schließen.
P1005-F88V-S005	f88v	MATERIAL	F88V_BATCH_B	zweite Gefaess-/Zutatengruppe	f88v.15	f88v.15	1	NO	3	P1003-E0464	P1003-E0466	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	opykey oldaiin qoteody	O+P+Y+K+E+Y | OL+D_ADDR+AIIN | OT+E+O+DY	AUSFÜHREN · EINSETZEN · POSTEN · GEBEN · KURZ · POSTEN ; FORTSETZEN · TEIL · MASS ; DANACH · KURZ · AUSFÜHREN · SCHLUSS	In dieser Gefäss- und Zutatenpartie: ausführen einsetzen diesen Posten zugeben kurz diesen Posten; damit fortfahren vom bezeichneten Teil nach Maß; danach kurz ausführen. Dann den Teilgang schließen.
P1005-F88V-S006	f88v	MATERIAL	F88V_BATCH_B	zweite Gefaess-/Zutatengruppe	f88v.15	f88v.17	3	YES	19	P1003-E0467	P1003-E0485	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	yfolaiin oraiin ysheod sheo sheody qokeody qoky chees cheody qokeody dal qokeey qokeody chor oteody qockhol okol cheedy qokody	Y+LOCAL_CHAR_F+OL+AIIN | OR+AIIN | Y+SH+E+O+D_ADDR | SH+E+O | SH+E+O+D_ADDR+Y | OK+E+O+D_ADDR+Y | OK+Y | SH+EE+S_ADDR | CHEO+Y | OK+E+O+D_ADDR+Y | AL | OK+EE+Y | OK+E+O+D_ADDR+Y | CH+OR | OT+E+O+Y | CARRIER_Q+O+CKH+OL | OK+OL | CH+EE+D_ADDR+Y | OK+O+DY	POSTEN · NEBENWEG · FORTSETZEN · MASS ; ANSATZ · MASS ; POSTEN · HALTEN · KURZ · AUSFÜHREN · TEIL ; HALTEN · KURZ · AUSFÜHREN ; HALTEN · KURZ · AUSFÜHREN · TEIL · POSTEN ; SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN ; SETZEN · POSTEN ; HALTEN · LÄNGER · SONDERORT ; AUSZUG · POSTEN ; SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN ; ZIEL ; SETZEN · LÄNGER · POSTEN ; SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN ; NEHMEN · ANSATZ ; DANACH · KURZ · AUSFÜHREN · POSTEN ; BEGINN · AUSFÜHREN · DURCHLASS · FORTSETZEN ; SETZEN · FORTSETZEN ; NEHMEN · LÄNGER · TEIL · POSTEN ; SETZEN · AUSFÜHREN · SCHLUSS	In dieser Gefäss- und Zutatenpartie: diesen Posten über den Nebenweg damit fortfahren nach Maß; den Ansatz nach Maß; diesen Posten halten kurz ausführen vom bezeichneten Teil; halten kurz ausführen; halten kurz ausführen vom bezeichneten Teil diesen Posten; ansetzen kurz ausführen vom bezeichneten Teil diesen Posten; ansetzen diesen Posten; halten länger am Sonderort; den Auszug diesen Posten; ansetzen kurz ausführen vom bezeichneten Teil diesen Posten; an die bezeichnete Zielstelle gehen; ansetzen länger diesen Posten; ansetzen kurz ausführen vom bezeichneten Teil diesen Posten; entnehmen den Ansatz; danach kurz ausführen diesen Posten; einen neuen Gang beginnen ausführen durch den Durchlass damit fortfahren; ansetzen damit fortfahren; entnehmen länger vom bezeichneten Teil diesen Posten; ansetzen ausführen. Dann den Teilgang schließen.
P1005-F88V-S007	f88v	MATERIAL	F88V_BATCH_B	zweite Gefaess-/Zutatengruppe	f88v.18	f88v.18	1	NO	6	P1003-E0486	P1003-E0491	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	ykeeor chockhy otol cheeol cheody qotody	Y+K+EE+OR | HO+CKH+Y | OT+OL | SH+EE+OL | CHEO+Y | OT+O+DY	POSTEN · GEBEN · LÄNGER · ANSATZ ; TEILSTOFF · DURCHLASS · POSTEN ; DANACH · FORTSETZEN ; HALTEN · LÄNGER · FORTSETZEN ; AUSZUG · POSTEN ; DANACH · AUSFÜHREN · SCHLUSS	In dieser Gefäss- und Zutatenpartie: diesen Posten zugeben länger den Ansatz; einen Teilstoff durch den Durchlass diesen Posten; danach damit fortfahren; halten länger damit fortfahren; den Auszug diesen Posten; danach ausführen. Dann den Teilgang schließen.
P1005-F88V-S008	f88v	MATERIAL	F88V_BATCH_B	zweite Gefaess-/Zutatengruppe	f88v.18	f88v.21	4	YES	18	P1003-E0492	P1003-E0509	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	soteol chotam odaiin sheo ol qokeey olaiin cheody chocthey oteody dy sqokeodaiin cheody oteol cheockhy chody toairy oteeody	S+OT+E+OL | CH+OT+AM_ADDR | O+D_ADDR+AIIN | SH+E+O | OL | OK+EE+Y | OL+AIIN | CHEO+Y | CH+O+CTH+E+Y | OT+E+O+Y | Y | S+OK+E+O+D_ADDR+AIIN | CHEO+Y | OT+E+OL | CHEO+CKH+Y | CH+O+D_ADDR+Y | T+O+AIR+Y | OT+EE+O+DY	AUSWÄHLEN · DANACH · KURZ · FORTSETZEN ; NEHMEN · DANACH · INNEN ; AUSFÜHREN · TEIL · MASS ; HALTEN · KURZ · AUSFÜHREN ; FORTSETZEN ; SETZEN · LÄNGER · POSTEN ; FORTSETZEN · MASS ; AUSZUG · POSTEN ; NEHMEN · AUSFÜHREN · BEREIT · KURZ · POSTEN ; DANACH · KURZ · AUSFÜHREN · POSTEN ; POSTEN ; AUSWÄHLEN · SETZEN · KURZ · AUSFÜHREN · TEIL · MASS ; AUSZUG · POSTEN ; DANACH · KURZ · FORTSETZEN ; AUSZUG · DURCHLASS · POSTEN ; NEHMEN · AUSFÜHREN · TEIL · POSTEN ; STELLEN · AUSFÜHREN · LAUF · POSTEN ; DANACH · LÄNGER · AUSFÜHREN · SCHLUSS	In dieser Gefäss- und Zutatenpartie: auswählen danach kurz damit fortfahren; entnehmen danach im Inneren; ausführen vom bezeichneten Teil nach Maß; halten kurz ausführen; mit demselben Ansatz fortfahren; ansetzen länger diesen Posten; damit fortfahren nach Maß; den Auszug diesen Posten; entnehmen ausführen bis bereit kurz diesen Posten; danach kurz ausführen diesen Posten; diesen Posten weiterführen; auswählen ansetzen kurz ausführen vom bezeichneten Teil nach Maß; den Auszug diesen Posten; danach kurz damit fortfahren; den Auszug durch den Durchlass diesen Posten; entnehmen ausführen vom bezeichneten Teil diesen Posten; einstellen ausführen durch den Lauf diesen Posten; danach länger ausführen. Dann den Teilgang schließen.
P1005-F88V-S009	f88v	MATERIAL	F88V_BATCH_B	zweite Gefaess-/Zutatengruppe	f88v.21	f88v.21	1	NO	1	P1003-E0510	P1003-E0510	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	cpheody	CPH+E+O+DY	UMLEITEN · KURZ · AUSFÜHREN · SCHLUSS	In dieser Gefäss- und Zutatenpartie: umleiten kurz ausführen. Dann den Teilgang schließen.
P1005-F88V-S010	f88v	MATERIAL	F88V_BATCH_B	zweite Gefaess-/Zutatengruppe	f88v.21	f88v.22	2	YES	9	P1003-E0511	P1003-E0519	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	ykchey dam cheor chaly korain dairodain ykeodain dain shedy	Y+K+CH+E+Y | DA+AM_ADDR | CHEO+R | CH+AL+Y | K+OR+AIN | D_ADDR+AIR+O+D_ADDR+AIN | Y+K+E+O+D_ADDR+AIN | AIN | SHED+DY	POSTEN · GEBEN · NEHMEN · KURZ · POSTEN ; ZWEIT · INNEN ; AUSZUG · MERKEN ; NEHMEN · ZIEL · POSTEN ; GEBEN · ANSATZ · PORTION ; TEIL · LAUF · AUSFÜHREN · TEIL · PORTION ; POSTEN · GEBEN · KURZ · AUSFÜHREN · TEIL · PORTION ; PORTION ; ABSETZEN · SCHLUSS	In dieser Gefäss- und Zutatenpartie: diesen Posten zugeben entnehmen kurz diesen Posten; als zweiten Gang im Inneren; den Auszug merken; entnehmen zur Zielstelle diesen Posten; zugeben den Ansatz eine Portion; vom bezeichneten Teil durch den Lauf ausführen vom bezeichneten Teil eine Portion; diesen Posten zugeben kurz ausführen vom bezeichneten Teil eine Portion; eine Portion nehmen; absetzen lassen. Dann den Teilgang schließen.
P1005-F88V-S011	f88v	MATERIAL	F88V_BATCH_B	zweite Gefaess-/Zutatengruppe	f88v.22	f88v.24	3	YES	17	P1003-E0520	P1003-E0536	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	qoteo lchdy qokeo r ain tol keeodaiin qoky sheol daiin chees aiin chokar daimd daiin sheor sheedy	OT+E+O | L+CHD+Y | OK+E+O | R | AIN | T+OL | K+EE+O+D_ADDR+AIIN | OK+Y | SH+E+OL | AIIN | SH+EE+S_ADDR | AIIN | OK+AR | DA+IIN+M_LOCAL+D_ADDR | AIIN | SH+E+OR | SH+EE+DY	DANACH · KURZ · AUSFÜHREN ; LEITEN · UMSETZEN · POSTEN ; SETZEN · KURZ · AUSFÜHREN ; MERKEN ; PORTION ; STELLEN · FORTSETZEN ; GEBEN · LÄNGER · AUSFÜHREN · TEIL · MASS ; SETZEN · POSTEN ; HALTEN · KURZ · FORTSETZEN ; MASS ; HALTEN · LÄNGER · SONDERORT ; MASS ; SETZEN · QUELLE ; ZWEIT · STUFE · MITTE · TEIL ; MASS ; HALTEN · KURZ · ANSATZ ; HALTEN · LÄNGER · SCHLUSS	In dieser Gefäss- und Zutatenpartie: danach kurz ausführen; weiterleiten umsetzen diesen Posten; ansetzen kurz ausführen; merken; eine Portion nehmen; einstellen damit fortfahren; zugeben länger ausführen vom bezeichneten Teil nach Maß; ansetzen diesen Posten; halten kurz damit fortfahren; nach dem vorgeschriebenen Maß arbeiten; halten länger am Sonderort; nach dem vorgeschriebenen Maß arbeiten; ansetzen aus der Quelle; als zweiten Gang auf die Stufe in der Mitte vom bezeichneten Teil; nach dem vorgeschriebenen Maß arbeiten; halten kurz den Ansatz; halten länger. Dann den Teilgang schließen.
