statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	event_count	event_serials	v69_primary_template	v69_primitive_sequence	v69_parse_status	v71_field_owner_bindings	exact_v71_owner_transition	literal_owner_known_card_exemplar_layer	source_class	technical_source_class_paraphrase	strongest_medical_or_formal_rival	repair_cost_0_4	repair_reason	line_crossing	contact_direction_constraint	hardest_contradiction	v69_pre_state	v69_post_state	semantic_ceiling
B1-S019	B1	f81v	19	F042	1	163	EXEMPLAR_ONLY	NONE	UNPARSED	F042=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F042:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F042=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E163[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B1-S019` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S019` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1:T016`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T016`, PREVIOUS `B1:I004`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f81v.27	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S020	B1	f81v	20	F043	2	164|165	EXEMPLAR_ONLY	NONE	UNPARSED	F043=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F043:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F043=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E164[EXEMPLAR_VALUE_UNKNOWN] > E165[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B1-S020` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S020` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I005` und gegebenenfalls Ziel `B1:T017`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T017`, PREVIOUS `B1:I004`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f81v.27	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T017;PREVIOUS_ITEM=B1:I004	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S021	B1	f81v	21	F044	1	166	TARGET_ASSIGN	TARGET_ASSIGN	UNIQUE	F044=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F044:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> RESET_AT_RECORD_END	OWNER[F044=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E166[CARD=ZIEL?]	LOCAL_TARGET_ASSIGNMENT_ENTRY	Fortschreibe Buchung `B1-S021` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: setze den lokalen Zielslot `B1:T018` aus `B1-S021:TARGET_ASSIGN_01`. Endstand nur in B1: ACTIVE `B1:I005`, TARGET `B1:T018`, PREVIOUS `B1:I004`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f81v.27	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T017;PREVIOUS_ITEM=B1:I004	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T018;PREVIOUS_ITEM=B1:I004	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S001	B2	f82r	1	F045	1	167	EXEMPLAR_ONLY	NONE	UNPARSED	F045=DIRECT_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER	RESET_RECORD -> SET_DIRECT_OWNER[F045:DIRECT_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	OWNER[F045=DIRECT_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] || E167[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Eröffne Buchung `B2-S001` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S001` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I001` und gegebenenfalls Ziel `B2:T001`. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T001`, PREVIOUS `UNSET`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.2	NO_DIRECTION_FROM_IMAGE || LOCAL_ARC_CYLINDER_CONTACTS_ONLY; NO_CONNECTION_TO_MIDDLE_OR_LOWER_STATIONS	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T001;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S002	B2	f82r	2	F046	1	168	EXEMPLAR_ONLY	NONE	UNPARSED	F046=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERIT_OWNER[F046:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	OWNER[F046=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] || E168[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S002` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S002` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I001` und gegebenenfalls Ziel `B2:T002`. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T002`, PREVIOUS `UNSET`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.2	NO_DIRECTION_FROM_IMAGE || LOCAL_ARC_CYLINDER_CONTACTS_ONLY; NO_CONNECTION_TO_MIDDLE_OR_LOWER_STATIONS	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T001;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S003	B2	f82r	3	F047	3	169|170|171	EXEMPLAR_ONLY	NONE	UNPARSED	F047=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERIT_OWNER[F047:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	OWNER[F047=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] || E169[EXEMPLAR_VALUE_UNKNOWN] > E170[EXEMPLAR_VALUE_UNKNOWN] > E171[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S003` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S003` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I001` und gegebenenfalls Ziel `B2:T002`. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T002`, PREVIOUS `UNSET`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.2	NO_DIRECTION_FROM_IMAGE || LOCAL_ARC_CYLINDER_CONTACTS_ONLY; NO_CONNECTION_TO_MIDDLE_OR_LOWER_STATIONS	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S004	B2	f82r	4	F048|F049	5	172|173|174|175|176	COMPOSITE_SEQUENCE	TARGET_ASSIGN > ACTION_TEMPER	AMBIGUOUS	F048=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER > F049=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERIT_OWNER[F048:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] -> INHERIT_OWNER[F049:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	OWNER[F048=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER > F049=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] || E172[FORMAL=LOKALEN_RELATIONSSLOT_SETZEN] > E173[EXEMPLAR_VALUE_UNKNOWN] > E174[EXEMPLAR_VALUE_UNKNOWN] > E175[CARD=TEMPERIEREN?] > E176[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_ACTION_OR_CONDITION_ENTRY	Fortschreibe Buchung `B2-S004` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: setze den lokalen Zielslot `B2:T003` aus `B2-S004:TARGET_ASSIGN_01`; stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B2-S004:ACTION_TEMPER_01` ein. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T003`, PREVIOUS `B2:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	2	mehrere formale Expansionen; Aussage überschreitet physische Linie	YES:f82r.2→f82r.3; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO_DIRECTION_FROM_IMAGE || LOCAL_ARC_CYLINDER_CONTACTS_ONLY; NO_CONNECTION_TO_MIDDLE_OR_LOWER_STATIONS	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S005	B2	f82r	5	F050|F051	8	177|178|179|180|181|182|183|184	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > PARAMETER_ASSIGN	AMBIGUOUS	F050=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER > F051=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERIT_OWNER[F050:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] -> INHERIT_OWNER[F051:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	OWNER[F050=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER > F051=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] || E177[EXEMPLAR_VALUE_UNKNOWN] > E178[EXEMPLAR_VALUE_UNKNOWN] > E179[EXEMPLAR_VALUE_UNKNOWN] > E180[FORMAL=STANDARDSLOT_SETZEN] > E181[FORMAL=STANDARDSLOT_SETZEN] > E182[EXEMPLAR_VALUE_UNKNOWN] > E183[EXEMPLAR_VALUE_UNKNOWN] > E184[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_PARAMETER_BOOKING_ENTRY	Fortschreibe Buchung `B2-S005` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: trage den Masterwert `B2-S005:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; trage den Masterwert `B2-S005:PARAMETER_ASSIGN_02` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T006`, PREVIOUS `B2:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	2	mehrere formale Expansionen; Aussage überschreitet physische Linie	YES:f82r.3→f82r.4; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO_DIRECTION_FROM_IMAGE || LOCAL_ARC_CYLINDER_CONTACTS_ONLY; NO_CONNECTION_TO_MIDDLE_OR_LOWER_STATIONS	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S006	B2	f82r	6	F052	4	185|186|187|188	COMPOSITE_SEQUENCE	TARGET_ASSIGN > ACTION_APPLY	AMBIGUOUS	F052=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERIT_OWNER[F052:INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER]	OWNER[F052=INHERITED_VISIBLE:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] || E185[EXEMPLAR_VALUE_UNKNOWN] > E186[FORMAL=LOKALEN_RELATIONSSLOT_SETZEN] > E187[EXEMPLAR_VALUE_UNKNOWN] > E188[CARD=ANWENDEN?]	LOCAL_ACTION_OR_CONDITION_ENTRY	Fortschreibe Buchung `B2-S006` beim Besitzerposten „oberen f82r-Figuren-/Zylinderkonfiguration“: setze den lokalen Zielslot `B2:T007` aus `B2-S006:TARGET_ASSIGN_01`; führe die exemplarisch bestimmte örtliche Stationshandlung `B2-S006:ACTION_APPLY_01` am aktuellen Besitzer aus. Endstand nur in B2: ACTIVE `B2:I001`, TARGET `B2:T007`, PREVIOUS `B2:I002`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f82r.4	NO_DIRECTION_FROM_IMAGE || LOCAL_ARC_CYLINDER_CONTACTS_ONLY; NO_CONNECTION_TO_MIDDLE_OR_LOWER_STATIONS	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S007	B2	f82r	7	F053	1	189	EXEMPLAR_ONLY	NONE	UNPARSED	F053=DIRECT_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F053:DIRECT_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]	OWNER[F053=DIRECT_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] || E189[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S007` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S007` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2-S007:TARGET_UNSET`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `UNSET`, PREVIOUS `B2:I001`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.7	NO_DIRECTION_FROM_IMAGE || LOCAL_HAND_DEVICE_AND_INLINE_NODE_ONLY; NO_DOWNSTREAM_FLOW	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S008	B2	f82r	8	F054	3	190|191|192	EXEMPLAR_ONLY	NONE	UNPARSED	F054=INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERIT_OWNER[F054:INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]	OWNER[F054=INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] || E190[EXEMPLAR_VALUE_UNKNOWN] > E191[EXEMPLAR_VALUE_UNKNOWN] > E192[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S008` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S008` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T008`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T008`, PREVIOUS `B2:I001`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.7	NO_DIRECTION_FROM_IMAGE || LOCAL_HAND_DEVICE_AND_INLINE_NODE_ONLY; NO_DOWNSTREAM_FLOW	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S009	B2	f82r	9	F055	1	193	EXEMPLAR_ONLY	NONE	UNPARSED	F055=INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERIT_OWNER[F055:INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]	OWNER[F055=INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] || E193[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S009` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S009` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T008`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T008`, PREVIOUS `B2:I001`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f82r.7	NO_DIRECTION_FROM_IMAGE || LOCAL_HAND_DEVICE_AND_INLINE_NODE_ONLY; NO_DOWNSTREAM_FLOW	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S010	B2	f82r	10	F056	4	194|195|196|197	COMPOSITE_SEQUENCE	ACTION_TEMPER > ACTION_APPLY > STATE_GATE	AMBIGUOUS	F056=INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERIT_OWNER[F056:INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE]	OWNER[F056=INHERITED_VISIBLE:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] || E194[CARD=TEMPERIEREN?] > E195[CARD=ANWENDEN?] > E196[EXEMPLAR_VALUE_UNKNOWN] > E197[CARD=KLAR?]	LOCAL_STATE_RELEASE_ENTRY	Fortschreibe Buchung `B2-S010` beim Besitzerposten „mittleren linken f82r-Ring-/Inline-Knotenposten“: stelle den exemplarisch angegebenen örtlichen Zustands-/Temperaturwert `B2-S010:ACTION_TEMPER_01` ein; führe die exemplarisch bestimmte örtliche Stationshandlung `B2-S010:ACTION_APPLY_01` am aktuellen Besitzer aus; prüfe den im Master bezeichneten Freigabezustand `B2-S010:STATE_GATE_01` und markiere erst danach den Posten bereit. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	1	mehrere formale Expansionen	NO:f82r.7	NO_DIRECTION_FROM_IMAGE || LOCAL_HAND_DEVICE_AND_INLINE_NODE_ONLY; NO_DOWNSTREAM_FLOW	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B2-S011	B2	f82r	11	F057	4	198|199|200|201	EXEMPLAR_ONLY	NONE	UNPARSED	F057=UNRESOLVED:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	BREAK_VISIBLE_GAP -> SET_UNRESOLVED_OWNER[F057:UNRESOLVED:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION]	OWNER[F057=UNRESOLVED:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] || E198[EXEMPLAR_VALUE_UNKNOWN] > E199[EXEMPLAR_VALUE_UNKNOWN] > E200[EXEMPLAR_VALUE_UNKNOWN] > E201[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `B2-S011` beim Besitzerposten „ungelösten mittleren f82r-Linie-/Podestposten“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B2-S011` aus dem Master; buche ihn recordlokal als ACTIVE `B2:I003` und gegebenenfalls Ziel `B2:T009`. Endstand nur in B2: ACTIVE `B2:I003`, TARGET `B2:T009`, PREVIOUS `B2:I001`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	3	vollständiger Quellenwert exemplar-only; mindestens ein Besitzer ungelöst	NO:f82r.19	NO_DIRECTION_FROM_IMAGE || PROXIMITY_ONLY; LINE_DOES_NOT_SAFELY_CONTACT_PODEST; OWNER_UNRESOLVED	Die horizontale Linie berührt das Liegepodest nicht sicher; ohne Exemplar ist selbst der örtliche Besitzer unentscheidbar.	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
