statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	owner_ids	owner_statuses	owner_transition	literal_owner_card_exemplar_layer	concrete_source_class_paraphrase	strongest_concrete_rival	repair_cost_0_4	repair_reason	physical_locus_status	loci	chief_contradiction	semantic_ceiling
B2-S012	B2	f82r	F058|F059	8	202|203|204|205|206|207|208|209	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	UNRESOLVED|DIRECT_VISIBLE	LOCAL_OWNER_CHANGE	OWNER=B2_MIDDLE_RIGHT_AMBIGUOUS_STATION + B2_LOWER_GREEN_MULTI_FIGURE_POOL ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=STATE_GATE > ACTION_TEMPER > PARAMETER_ASSIGN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: ziehe die klare Flüssigkeit ab; Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der benetzte Körperbereich ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; benetze den bezeichneten Körperbereich vollständig und beende den Schritt	Filter, Leitungsöffnung und Beckenrand an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen. || Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: Bereit-/Klarstand prüfen; aktive Charge temperieren; Mengen-/Parameterslot setzen. Feldbuchung schließen.	4	owner unresolved and source action must come from exemplar; substance, condition, or use is unpictured exemplar content; statement crosses an owner transition	CROSSES_PHYSICAL_LOCI	f82r.19|f82r.23	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S013	B2	f82r	F060	1	210	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_LOWER_GREEN_MULTI_FIGURE_POOL ; TEMPLATE=TERMINAL_DRAIN ; LICENSED=TERMINAL_DRAIN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Den unteren Ablauf an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f82r.23	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S014	B2	f82r	F061	1	211	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_LOWER_GREEN_MULTI_FIGURE_POOL ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: schließe den unteren Ablauf	Die Rücklaufleitung an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f82r.23	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S015	B2	f82r	F062	2	212|213	B2_LOWER_POOL_EDGE_STATIONS	DIRECT_VISIBLE	SINGLE_OWNER	OWNER=B2_LOWER_POOL_EDGE_STATIONS ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: beginne die Spülung ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	direct local owner and no extra repair	WITHIN_ONE_PHYSICAL_LOCUS	f82r.26	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S016	B2	f82r	F063|F064	8	214|215|216|217|218|219|220|221	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE|INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_LOWER_POOL_EDGE_STATIONS ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=TARGET_ASSIGN > PARAMETER_ASSIGN > PARAMETER_ASSIGN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; der vorbereitete Bade- oder Waschzusatz ; beginne den nächsten abgemessenen Posten ; warmes Wasser; ziehe es ab und beende den Schritt	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; Mengen-/Parameterslot setzen; Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen. || Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	CROSSES_PHYSICAL_LOCI	f82r.26|f82r.27	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S017	B2	f82r	F065	2	222|223	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_LOWER_POOL_EDGE_STATIONS ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f82r.27	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S018	B2	f82r	F066	1	224	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_LOWER_POOL_EDGE_STATIONS ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	Filter, Leitungsöffnung und Beckenrand an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f82r.27	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S019	B2	f82r	F067	1	225	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_LOWER_POOL_EDGE_STATIONS ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: verwende den Anteil als örtliche Waschung und beende den Schritt	Die Rücklaufleitung an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f82r.27	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S020	B2	f82r	F068	1	226	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_LOWER_POOL_EDGE_STATIONS ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt	Frisches Wasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f82r.27	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S021	B2	f82r	F069	1	227	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_LOWER_POOL_EDGE_STATIONS ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	Den unteren Ablauf an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f82r.27	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B2-S022	B2	f82r	F070	1	228	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B2_LOWER_POOL_EDGE_STATIONS ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: mische zu gleichen Teilen und beende den Schritt	Die fertige Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f82r.27	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S001	B3	f83r	F071	1	229	B3_UPPER_MARGIN_OPEN_FAN_STATION	DIRECT_VISIBLE	SINGLE_OWNER	OWNER=B3_UPPER_MARGIN_OPEN_FAN_STATION ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: lasse die Flüssigkeit sich setzen und beende den Schritt	An Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f83r.3	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S002	B3	f83r	F072	2	230|231	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_UPPER_MARGIN_OPEN_FAN_STATION ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: zum unteren Ablauf hin ; benetze den bezeichneten Bereich vollständig und beende den Schritt	Die Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f83r.3	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S003	B3	f83r	F073	4	232|233|234|235	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_UPPER_MARGIN_OPEN_FAN_STATION ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=PARAMETER_ASSIGN > TERMINAL_DRAIN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Charge ablassen und committen. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f83r.3	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S004	B3	f83r	F074	3	236|237|238	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_UPPER_MARGIN_OPEN_FAN_STATION ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=PARAMETER_ASSIGN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	Vorratswasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f83r.3	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S005	B3	f83r	F075	1	239	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	DIRECT_VISIBLE	SINGLE_OWNER	OWNER=B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Vorratswasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	direct local owner and no extra repair	WITHIN_ONE_PHYSICAL_LOCUS	f83r.6	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S006	B3	f83r	F076	3	240|241|242	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=TARGET_ASSIGN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: gieße das erwärmte Wasser ein ; mische beide Anteile zusammen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	Den Leitungszweig an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f83r.6	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S007	B3	f83r	F077	3	243|244|245	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=PARAMETER_ASSIGN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: beginne den nächsten abgemessenen Posten ; rühre, bis alles gleichmäßig vermischt ist ; wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt	Vorratswasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f83r.6	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S008	B3	f83r	F078	1	246	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION ; TEMPLATE=TERMINAL_DRAIN ; LICENSED=TERMINAL_DRAIN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f83r.6	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S009	B3	f83r	F079	1	247	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION ; TEMPLATE=ACTION_APPLY ; LICENSED=ACTION_APPLY ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: Die aktive Portion verwenden	Eine abgeteilte Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: aktive Charge an der Station einsetzen. Arbeitsstand offen weitertragen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f83r.6	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S010	B3	f83r	F080	2	248|249	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	DIRECT_VISIBLE	SINGLE_OWNER	OWNER=B3_LOWER_MARGIN_BASKET_VESSEL_STATION ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt	Die Charge von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 über Rinne und Gefälle umlaufen lassen, den Rücklauf auffangen und erneut zuführen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	direct local owner and no extra repair	WITHIN_ONE_PHYSICAL_LOCUS	f83r.8	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S011	B3	f83r	F081	4	250|251|252|253	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_LOWER_MARGIN_BASKET_VESSEL_STATION ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=ACTION_APPLY ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	Eine abgeteilte Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: aktive Charge an der Station einsetzen. Arbeitsstand offen weitertragen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f83r.8	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S012	B3	f83r	F082	2	254|255	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_LOWER_MARGIN_BASKET_VESSEL_STATION ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=LINK_ACTIVE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: der vorbereitete Bade- oder Waschposten ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Die Rücklaufleitung an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f83r.11	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S013	B3	f83r	F083	4	256|257|258|259	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_LOWER_MARGIN_BASKET_VESSEL_STATION ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=PARAMETER_ASSIGN > TERMINAL_FLUSH ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt	Frisches Wasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Leitung spülen und committen. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f83r.11	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S014	B3	f83r	F084	2	260|261	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_LOWER_MARGIN_BASKET_VESSEL_STATION ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: öffne danach den oberen Lauf ; wasche einmal und beende den Schritt	Das Filtertuch an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f83r.11	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B3-S015	B3	f83r	F085	1	262	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B3_LOWER_MARGIN_BASKET_VESSEL_STATION ; TEMPLATE=TERMINAL_DRAIN ; LICENSED=TERMINAL_DRAIN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f83r.11	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
