factorization_group_id	recipe_id	flattened_recipe_trace	shell_factorization_count	shell_shapes	surface_templates	exact_channel_signatures	support_rank	support_tier	running_surface_type_count	running_event_count	running_page_count	running_surfaces	address_full_formula_count	address_full_formula_surfaces	address_hybrid_shell_count	address_hybrid_shell_surfaces	disposition
G468-F0113	G468-R0309	AR+OK+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}ok{NAME_CORE_2}dal|ar{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C06+G466-C41+G466-C24|G466-C06+G466-C41+G466-C31	178	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0114	G468-R0318	AR+OK+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}ok{NAME_CORE_2}oiin|ar{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C06+G466-C41+G466-C21|G466-C06+G466-C41+G466-C26	179	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0115	G468-R0330	AR+OL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}ol{NAME_CORE_2}dal|ar{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C06+G466-C42+G466-C24|G466-C06+G466-C42+G466-C31	180	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0116	G468-R0339	AR+OL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}ol{NAME_CORE_2}oiin|ar{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C06+G466-C42+G466-C21|G466-C06+G466-C42+G466-C26	181	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0117	G468-R0349	AR+OT+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}ot{NAME_CORE_2}daiin|ar{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C06+G466-C43+G466-C14|G466-C06+G466-C43+G466-C15	182	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0118	G468-R0352	AR+OT+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}ot{NAME_CORE_2}dal|ar{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C06+G466-C43+G466-C24|G466-C06+G466-C43+G466-C31	183	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0119	G468-R0361	AR+OT+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}ot{NAME_CORE_2}oiin|ar{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C06+G466-C43+G466-C21|G466-C06+G466-C43+G466-C26	184	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0120	G468-R0369	AR+SH+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}sh{NAME_CORE_2}daiin|ar{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C06+G466-C44+G466-C14|G466-C06+G466-C44+G466-C15	185	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0121	G468-R0372	AR+SH+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}sh{NAME_CORE_2}dal|ar{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C06+G466-C44+G466-C24|G466-C06+G466-C44+G466-C31	186	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0122	G468-R0381	AR+SH+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	ar{NAME_CORE_1}sh{NAME_CORE_2}oiin|ar{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C06+G466-C44+G466-C21|G466-C06+G466-C44+G466-C26	187	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0123	G468-R0391	K+OR+AIIN	2	PREFIX_CORE_SUFFIX	kor{NAME_CORE}daiin|kor{NAME_CORE}aiin	G466-C03+G466-C14|G466-C03+G466-C15	188	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0124	G468-R0394	K+OR+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}air{NAME_CORE_2}daiin|kor{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C03+G466-C36+G466-C14|G466-C03+G466-C36+G466-C15	189	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0125	G468-R0397	K+OR+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}air{NAME_CORE_2}dal|kor{NAME_CORE_1}air{NAME_CORE_2}al	G466-C03+G466-C36+G466-C24|G466-C03+G466-C36+G466-C31	190	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0126	G468-R0406	K+OR+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}air{NAME_CORE_2}oiin|kor{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C03+G466-C36+G466-C21|G466-C03+G466-C36+G466-C26	191	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0127	G468-R0414	K+OR+AL	2	PREFIX_CORE_SUFFIX	kor{NAME_CORE}dal|kor{NAME_CORE}al	G466-C03+G466-C24|G466-C03+G466-C31	192	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0128	G468-R0415	K+OR+AL+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}al{NAME_CORE_2}daiin|kor{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C03+G466-C39+G466-C14|G466-C03+G466-C39+G466-C15	193	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0129	G468-R0418	K+OR+AL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}al{NAME_CORE_2}dal|kor{NAME_CORE_1}al{NAME_CORE_2}al	G466-C03+G466-C39+G466-C24|G466-C03+G466-C39+G466-C31	194	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0130	G468-R0427	K+OR+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}al{NAME_CORE_2}oiin|kor{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C03+G466-C39+G466-C21|G466-C03+G466-C39+G466-C26	195	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0131	G468-R0431	K+OR+AL+OR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	kor{NAME_CORE}alor|kor{NAME_CORE_1}al{NAME_CORE_2}or	G466-C03+G466-C17|G466-C03+G466-C39+G466-C35	196	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0132	G468-R0433	K+OR+AL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	kor{NAME_CORE}aly|kor{NAME_CORE_1}al{NAME_CORE_2}shy	G466-C03+G466-C23|G466-C03+G466-C39+G466-C29	197	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0133	G468-R0437	K+OR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}ar{NAME_CORE_2}daiin|kor{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C03+G466-C40+G466-C14|G466-C03+G466-C40+G466-C15	198	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0134	G468-R0440	K+OR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}ar{NAME_CORE_2}dal|kor{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C03+G466-C40+G466-C24|G466-C03+G466-C40+G466-C31	199	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0135	G468-R0449	K+OR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}ar{NAME_CORE_2}oiin|kor{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C03+G466-C40+G466-C21|G466-C03+G466-C40+G466-C26	200	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0136	G468-R0459	K+OR+CH+T+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}cth{NAME_CORE_2}daiin|kor{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C03+G466-C37+G466-C14|G466-C03+G466-C37+G466-C15	201	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0137	G468-R0462	K+OR+CH+T+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}cth{NAME_CORE_2}dal|kor{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C03+G466-C37+G466-C24|G466-C03+G466-C37+G466-C31	202	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0138	G468-R0471	K+OR+CH+T+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}cth{NAME_CORE_2}oiin|kor{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C03+G466-C37+G466-C21|G466-C03+G466-C37+G466-C26	203	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0139	G468-R0477	K+OR+CH+T+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	kor{NAME_CORE}cthy|kor{NAME_CORE_1}cth{NAME_CORE_2}shy	G466-C03+G466-C20|G466-C03+G466-C37+G466-C29	204	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0140	G468-R0479	K+OR+D_ADDR+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}dar{NAME_CORE_2}daiin|kor{NAME_CORE_1}dar{NAME_CORE_2}aiin	G466-C03+G466-C38+G466-C14|G466-C03+G466-C38+G466-C15	205	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0141	G468-R0482	K+OR+D_ADDR+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}dar{NAME_CORE_2}dal|kor{NAME_CORE_1}dar{NAME_CORE_2}al	G466-C03+G466-C38+G466-C24|G466-C03+G466-C38+G466-C31	206	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0142	G468-R0491	K+OR+D_ADDR+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}dar{NAME_CORE_2}oiin|kor{NAME_CORE_1}dar{NAME_CORE_2}oin	G466-C03+G466-C38+G466-C21|G466-C03+G466-C38+G466-C26	207	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0143	G468-R0500	K+OR+O+IIN	2	PREFIX_CORE_SUFFIX	kor{NAME_CORE}oiin|kor{NAME_CORE}oin	G466-C03+G466-C21|G466-C03+G466-C26	208	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0144	G468-R0501	K+OR+OK+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}ok{NAME_CORE_2}daiin|kor{NAME_CORE_1}ok{NAME_CORE_2}aiin	G466-C03+G466-C41+G466-C14|G466-C03+G466-C41+G466-C15	209	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0145	G468-R0504	K+OR+OK+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}ok{NAME_CORE_2}dal|kor{NAME_CORE_1}ok{NAME_CORE_2}al	G466-C03+G466-C41+G466-C24|G466-C03+G466-C41+G466-C31	210	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0146	G468-R0513	K+OR+OK+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}ok{NAME_CORE_2}oiin|kor{NAME_CORE_1}ok{NAME_CORE_2}oin	G466-C03+G466-C41+G466-C21|G466-C03+G466-C41+G466-C26	211	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0147	G468-R0525	K+OR+OL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}ol{NAME_CORE_2}dal|kor{NAME_CORE_1}ol{NAME_CORE_2}al	G466-C03+G466-C42+G466-C24|G466-C03+G466-C42+G466-C31	212	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0148	G468-R0534	K+OR+OL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}ol{NAME_CORE_2}oiin|kor{NAME_CORE_1}ol{NAME_CORE_2}oin	G466-C03+G466-C42+G466-C21|G466-C03+G466-C42+G466-C26	213	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0149	G468-R0540	K+OR+OL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	kor{NAME_CORE}oly|kor{NAME_CORE_1}ol{NAME_CORE_2}shy	G466-C03+G466-C27|G466-C03+G466-C42+G466-C29	214	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0150	G468-R0544	K+OR+OT+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}ot{NAME_CORE_2}daiin|kor{NAME_CORE_1}ot{NAME_CORE_2}aiin	G466-C03+G466-C43+G466-C14|G466-C03+G466-C43+G466-C15	215	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0151	G468-R0547	K+OR+OT+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}ot{NAME_CORE_2}dal|kor{NAME_CORE_1}ot{NAME_CORE_2}al	G466-C03+G466-C43+G466-C24|G466-C03+G466-C43+G466-C31	216	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0152	G468-R0556	K+OR+OT+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}ot{NAME_CORE_2}oiin|kor{NAME_CORE_1}ot{NAME_CORE_2}oin	G466-C03+G466-C43+G466-C21|G466-C03+G466-C43+G466-C26	217	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0153	G468-R0564	K+OR+SH+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}sh{NAME_CORE_2}daiin|kor{NAME_CORE_1}sh{NAME_CORE_2}aiin	G466-C03+G466-C44+G466-C14|G466-C03+G466-C44+G466-C15	218	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0154	G468-R0567	K+OR+SH+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}sh{NAME_CORE_2}dal|kor{NAME_CORE_1}sh{NAME_CORE_2}al	G466-C03+G466-C44+G466-C24|G466-C03+G466-C44+G466-C31	219	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0155	G468-R0576	K+OR+SH+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	kor{NAME_CORE_1}sh{NAME_CORE_2}oiin|kor{NAME_CORE_1}sh{NAME_CORE_2}oin	G466-C03+G466-C44+G466-C21|G466-C03+G466-C44+G466-C26	220	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0156	G468-R0586	O+LOCAL_CHAR_F+AIIN	2	PREFIX_CORE_SUFFIX	of{NAME_CORE}daiin|of{NAME_CORE}aiin	G466-C07+G466-C14|G466-C07+G466-C15	221	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0157	G468-R0589	O+LOCAL_CHAR_F+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}air{NAME_CORE_2}daiin|of{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C07+G466-C36+G466-C14|G466-C07+G466-C36+G466-C15	222	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0158	G468-R0592	O+LOCAL_CHAR_F+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}air{NAME_CORE_2}dal|of{NAME_CORE_1}air{NAME_CORE_2}al	G466-C07+G466-C36+G466-C24|G466-C07+G466-C36+G466-C31	223	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0159	G468-R0601	O+LOCAL_CHAR_F+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}air{NAME_CORE_2}oiin|of{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C07+G466-C36+G466-C21|G466-C07+G466-C36+G466-C26	224	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0160	G468-R0610	O+LOCAL_CHAR_F+AL+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}al{NAME_CORE_2}daiin|of{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C07+G466-C39+G466-C14|G466-C07+G466-C39+G466-C15	225	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0161	G468-R0613	O+LOCAL_CHAR_F+AL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}al{NAME_CORE_2}dal|of{NAME_CORE_1}al{NAME_CORE_2}al	G466-C07+G466-C39+G466-C24|G466-C07+G466-C39+G466-C31	226	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0162	G468-R0622	O+LOCAL_CHAR_F+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}al{NAME_CORE_2}oiin|of{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C07+G466-C39+G466-C21|G466-C07+G466-C39+G466-C26	227	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0163	G468-R0626	O+LOCAL_CHAR_F+AL+OR	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	of{NAME_CORE}alor|of{NAME_CORE_1}al{NAME_CORE_2}or	G466-C07+G466-C17|G466-C07+G466-C39+G466-C35	228	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0164	G468-R0628	O+LOCAL_CHAR_F+AL+Y	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX|PREFIX_CORE_SUFFIX	of{NAME_CORE}aly|of{NAME_CORE_1}al{NAME_CORE_2}shy	G466-C07+G466-C23|G466-C07+G466-C39+G466-C29	229	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0165	G468-R0632	O+LOCAL_CHAR_F+AR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}ar{NAME_CORE_2}daiin|of{NAME_CORE_1}ar{NAME_CORE_2}aiin	G466-C07+G466-C40+G466-C14|G466-C07+G466-C40+G466-C15	230	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0166	G468-R0635	O+LOCAL_CHAR_F+AR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}ar{NAME_CORE_2}dal|of{NAME_CORE_1}ar{NAME_CORE_2}al	G466-C07+G466-C40+G466-C24|G466-C07+G466-C40+G466-C31	231	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0167	G468-R0644	O+LOCAL_CHAR_F+AR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}ar{NAME_CORE_2}oiin|of{NAME_CORE_1}ar{NAME_CORE_2}oin	G466-C07+G466-C40+G466-C21|G466-C07+G466-C40+G466-C26	232	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0168	G468-R0654	O+LOCAL_CHAR_F+CH+T+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}cth{NAME_CORE_2}daiin|of{NAME_CORE_1}cth{NAME_CORE_2}aiin	G466-C07+G466-C37+G466-C14|G466-C07+G466-C37+G466-C15	233	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0169	G468-R0657	O+LOCAL_CHAR_F+CH+T+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}cth{NAME_CORE_2}dal|of{NAME_CORE_1}cth{NAME_CORE_2}al	G466-C07+G466-C37+G466-C24|G466-C07+G466-C37+G466-C31	234	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
G468-F0170	G468-R0666	O+LOCAL_CHAR_F+CH+T+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	of{NAME_CORE_1}cth{NAME_CORE_2}oiin|of{NAME_CORE_1}cth{NAME_CORE_2}oin	G466-C07+G466-C37+G466-C21|G466-C07+G466-C37+G466-C26	235	COMPOSITION_ONLY	0	0	0	NONE	0	NONE	0	NONE	KEEP_ALL_VISIBLE_FACTORIZATIONS__RANK_BY_SHARED_RECIPE_SUPPORT
