root	selected_value_de	global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	atom_position	previous_atom	next_atom	other_action_roots	argument_roots	other_relation_roots	has_order	has_grade	has_close	template	imperative_clause_de	cross_register_tier	cross_register_count	semantic_decision
L	VERBINDUNG	G407-E2058	G407-S246	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lor	L+OR	FIRST	BOUNDARY	OR	NONE	OR	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang setze die Stationseinheit im Stationsgang an; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2062	G407-S246	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2068	G407-S247	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lklchey	L+Y	FIRST	BOUNDARY	Y	NONE	Y	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang führe den Stationsposten zu; über die sichtbare Verbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2069	G407-S247	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2071	G407-S248	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	llaiir	L+AIIN	FIRST	BOUNDARY	AIIN	NONE	AIIN	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang bearbeite den Stationswert; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2083	G407-S249	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	lchey	L+Y	FIRST	BOUNDARY	Y	NONE	Y	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang entnimm den Stationsposten; über die sichtbare Verbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2084	G407-S249	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	l	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2108	G407-S253	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	lshcthy	L+SH+CH+T+Y	FIRST	BOUNDARY	SH	SH|CH|T	Y	NONE	NO	NO	NO	MULTI_ACTION	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2112	G407-S253	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	laiin	L+AIIN	FIRST	BOUNDARY	AIIN	NONE	AIIN	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang setze den Stationswert im Stationsgang an; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2134	G407-S255	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationswert [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2141	G407-S256	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	lkey	L+K+E+Y	FIRST	BOUNDARY	K	K	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2144	G407-S258	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	qopchey	O+P+E+Y	MIDDLE	O	E	NONE	Y	NONE	NO	YES	NO	GRADED_ACTION	Setze den Stationsposten ein; als Ausführung und auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2146	G407-S258	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	l	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2147	G407-S258	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	pchedy	P+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	MULTI_ACTION	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2151	G407-S259	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	lol	L+OL	FIRST	BOUNDARY	OL	NONE	NONE	NONE	YES	NO	NO	INHERITED_RELATION	Weiter im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2163	G407-S262	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	ollchy	OL+L+CH+Y	MIDDLE	OL	CH	CH	Y	NONE	YES	NO	NO	ORDERED_ACTION	Weiter entnimm den Stationsposten; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2164	G407-S262	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	shlches	D_ADDR+Y+L+CH+E+S	MIDDLE	Y	CH	CH|S	Y	NONE	NO	YES	NO	MULTI_ACTION	Entnimm den Stationsposten und wähle den Stationsposten; über die sichtbare Verbindung; auf Grad I; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2170	G407-S263	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	lshey	L+SH+E+Y	FIRST	BOUNDARY	SH	SH	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2174	G407-S263	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2183	G407-S264	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	cheol	CH+E+O+L	LAST	O	BOUNDARY	CH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	FOUR_REGISTERS	4	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2187	G407-S264	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	talor	L+AL+OR	FIRST	BOUNDARY	AL	NONE	OR	AL	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang bearbeite die Stationseinheit; über die sichtbare Verbindung und zur Zielstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2196	G407-S265	f76r	BIOLOGICAL	unbebilderter Textabschnitt A9	lchey	L+Y	FIRST	BOUNDARY	Y	NONE	Y	NONE	NO	NO	NO	CONTROL_ONLY	Bezug: den Stationsposten; über die sichtbare Verbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2201	G407-S266	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	polalchdy	P+OL+AL+CHD+DY	FIRST	BOUNDARY	OL	CHD	NONE	AL	YES	NO	YES	MULTI_ACTION	Weiter setze ein und bearbeite; zur Zielstation; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2202	G407-S267	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	pshedy	P+SH+E+DY	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	YES	YES	MULTI_ACTION	Setze ein und halte; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2203	G407-S268	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	opchedy	O+P+CHD+DY	MIDDLE	O	CHD	CHD	NONE	NONE	NO	NO	YES	MULTI_ACTION	Setze ein und bearbeite; als Ausführung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2208	G407-S270	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	lshed	L+SH+E	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	YES	NO	GRADED_ACTION	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2209	G407-S270	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	chpsheedy	CH+P+SH+EE+DY	MIDDLE	CH	SH	CH|SH	NONE	NONE	NO	YES	YES	MULTI_ACTION	Entnimm den Stationsposten [wie zuvor], setze den Stationsposten [wie zuvor] ein und halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2214	G407-S271	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	lchy	L+CH+Y	FIRST	BOUNDARY	CH	CH	Y	NONE	NO	NO	NO	ACTION_ARGUMENT_RELATION	Entnimm den Stationsposten; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2215	G407-S271	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	opchey	O+P+Y	MIDDLE	O	Y	NONE	Y	NONE	NO	NO	NO	ACTION_ARGUMENT	Setze den Stationsposten ein; als Ausführung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2223	G407-S272	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2227	G407-S274	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	lcheey	L+EE+Y	FIRST	BOUNDARY	EE	NONE	Y	NONE	NO	YES	NO	INHERITED_RELATION	Im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung; auf Grad II.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2236	G407-S275	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	qokchdyl	OK+CHD+DY+L	LAST	DY	BOUNDARY	OK|CHD	NONE	NONE	NO	NO	YES	MULTI_ACTION	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2239	G407-S276	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	lsh	L+SH	FIRST	BOUNDARY	SH	SH	NONE	NONE	NO	NO	NO	ACTION_RELATION	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2242	G407-S276	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2257	G407-S278	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	lol	L+OL	FIRST	BOUNDARY	OL	NONE	NONE	NONE	YES	NO	NO	INHERITED_RELATION	Weiter im laufenden Gang entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2259	G407-S279	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	poleedaran	P+OL+EE+D_ADDR+AR+AN	FIRST	BOUNDARY	OL	NONE	NONE	AR	YES	YES	NO	ORDERED_ACTION	Weiter setze ein; von der Ausgangsstation; auf Grad II; an der bezeichneten Stelle und in der bezeichneten Klasse.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2264	G407-S279	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	lkaiin	L+K+AIIN	FIRST	BOUNDARY	K	K	AIIN	NONE	NO	NO	NO	ACTION_ARGUMENT_RELATION	Führe den Stationswert zu; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2269	G407-S280	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	opar	O+P+AR	MIDDLE	O	AR	NONE	NONE	AR	NO	NO	NO	ACTION_RELATION	Setze den Stationsanteil [wie zuvor] ein; von der Ausgangsstation; als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2270	G407-S280	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	kolpy	K+OL+P+Y	MIDDLE	OL	Y	K	Y	NONE	YES	NO	NO	MULTI_ACTION	Weiter führe den Stationsposten zu und setze den Stationsposten ein.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2289	G407-S286	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsanteil [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2300	G407-S287	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	olchdar	L+CHD+AR	FIRST	BOUNDARY	CHD	CHD	NONE	AR	NO	NO	NO	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung und von der Ausgangsstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2307	G407-S288	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	lkeedy	L+K+EE+D_ADDR+Y	FIRST	BOUNDARY	K	K	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2321	G407-S290	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	l	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2324	G407-S290	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	lkar	L+K+AR	FIRST	BOUNDARY	K	K	NONE	AR	NO	NO	NO	ACTION_RELATION	Führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung und von der Ausgangsstation.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2327	G407-S290	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	pchedy	P+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	MULTI_ACTION	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2341	G407-S295	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	opchdy	O+P+CHD+Y	MIDDLE	O	CHD	CHD	Y	NONE	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein und bearbeite den Stationsposten; als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2344	G407-S295	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	qopchedy	CARRIER_Q+O+P+CHD+Y	MIDDLE	O	CHD	CHD	Y	NONE	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein und bearbeite den Stationsposten; als neuen Einsatz und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2345	G407-S295	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	rorol	L+OL+OL	FIRST	BOUNDARY	OL	NONE	NONE	NONE	YES	NO	NO	INHERITED_RELATION	Weiter und weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2350	G407-S299	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	lkedy	L+K+E+DY	FIRST	BOUNDARY	K	K	NONE	NONE	NO	YES	YES	GRADED_ACTION	Führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2351	G407-S300	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	lsheedy	L+SH+EE+D_ADDR+Y	FIRST	BOUNDARY	SH	SH	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2365	G407-S305	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	chedyl	CHD+Y+L	LAST	Y	BOUNDARY	CHD	Y	NONE	NO	NO	NO	ACTION_ARGUMENT_RELATION	Bearbeite den Stationsposten; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2384	G407-S309	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	ldaiin	L+AIIN	FIRST	BOUNDARY	AIIN	NONE	AIIN	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang setze den Stationswert im Stationsgang an; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2393	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S	FIRST	BOUNDARY	OL	S	NONE	AR	YES	YES	NO	MULTI_ACTION	Weiter setze ein und wähle; von der Ausgangsstation; auf der bezeichneten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2397	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	CARRIER_Q+O+P+CHD+Y	MIDDLE	O	CHD	CHD	Y	NONE	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein und bearbeite den Stationsposten; als neuen Einsatz und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
P	EINSETZEN	G407-E2398	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	CARRIER_Q+O+P+CHD+Y	MIDDLE	O	CHD	CHD	Y	NONE	NO	NO	NO	MULTI_ACTION	Setze den Stationsposten ein und bearbeite den Stationsposten; als neuen Einsatz und als Ausführung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2399	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dylches	D_ADDR+Y+L+CH+E+S	MIDDLE	Y	CH	CH|S	Y	NONE	NO	YES	NO	MULTI_ACTION	Entnimm den Stationsposten und wähle den Stationsposten; über die sichtbare Verbindung; auf Grad I; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2401	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	loly	L+OL+Y	FIRST	BOUNDARY	OL	NONE	Y	NONE	YES	NO	NO	INHERITED_RELATION	Weiter im laufenden Gang führe den Stationsposten zu; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2435	G407-S324	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheedy	L+SH+EE+D_ADDR+Y	FIRST	BOUNDARY	SH	SH	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2455	G407-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2456	G407-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	FIRST	BOUNDARY	OL	NONE	NONE	NONE	YES	NO	NO	INHERITED_RELATION	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2464	G407-S337	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	FIRST	BOUNDARY	OL	NONE	NONE	NONE	YES	NO	NO	INHERITED_RELATION	Weiter im laufenden Gang setze den Stationswert [wie zuvor] im Stationsgang an; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2473	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	FIRST	BOUNDARY	OL	NONE	NONE	NONE	YES	NO	NO	INHERITED_RELATION	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2476	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lshey	L+SH+E+Y	FIRST	BOUNDARY	SH	SH	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2478	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	l	L	ONLY	BOUNDARY	BOUNDARY	NONE	NONE	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	THREE_REGISTERS	3	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2486	G407-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchey	L+Y	FIRST	BOUNDARY	Y	NONE	Y	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	TWO_REGISTERS	2	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2487	G407-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheey	L+SH+EE+Y	FIRST	BOUNDARY	SH	SH	Y	NONE	NO	YES	NO	ACTION_ARGUMENT_RELATION	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2492	G407-S345	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	laiin	L+AIIN	FIRST	BOUNDARY	AIIN	NONE	AIIN	NONE	NO	NO	NO	INHERITED_RELATION	Im laufenden Gang setze den Stationswert im Stationsgang an; über die sichtbare Verbindung.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2512	G407-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
L	VERBINDUNG	G407-E2523	G407-S354	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchedy	L+CHD+DY	FIRST	BOUNDARY	CHD	CHD	NONE	NONE	NO	NO	YES	ACTION_RELATION	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	REGISTER_LOCAL_EXACT_RECIPE	1	KEEP_SELECTED_CORE
