model	grammar	paragraph	mention	form	axis	value	patient	patient_form	rule	debts	changed_fields	input_eligible	row_status
R	B	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	J	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
R	J	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
R	J	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	M	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
R	M	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
R	M	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	B	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
PR	B	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
PR	B	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	J	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
PR	J	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
PR	J	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	M	f93r|f93r.1-f93r.32	f93r.7:2	shol	moisture	wet	f93r.7:1	shor	LOCAL_LEFT			False	recorded
PR	M	f93r|f93r.1-f93r.32	f93r.19:2	shol	moisture	wet	f93r.19:1	tchor	LOCAL_LEFT			False	recorded
PR	M	f93r|f93r.1-f93r.32	f93r.21:2	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			False	recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
U	B	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			True	recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
U	J	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			True	recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
U	M	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			False	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
P	B	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			True	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
P	J	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			True	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
P	M	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
R	B	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
R	B	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	B	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			False	recorded
R	B	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
R	B	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
R	B	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
R	J	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
R	J	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	J	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			True	recorded
R	J	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
R	J	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
R	J	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
R	M	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
R	M	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	M	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			True	recorded
R	M	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
R	M	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
R	M	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
PR	B	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
PR	B	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	B	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			False	recorded
PR	B	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
PR	B	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
PR	B	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
PR	J	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
PR	J	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	J	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			True	recorded
PR	J	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
PR	J	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
PR	J	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
PR	M	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	thermal	warm	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5		False	recorded
PR	M	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	M	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	thermal	cold	f102v2.35:7	cheo	LOCAL_LEFT			True	recorded
PR	M	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
PR	M	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	thermal	warm	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5		False	recorded
PR	M	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	thermal	warm	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6		False	recorded
U	B	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	J	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	M	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	B	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	J	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	M	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	B	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	J	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	M	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	B	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	J	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	M	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
