unified_serial	page	reading_unit_id	source_group_id	visible_owner	visible_surface	atom_sequence	card_reading_de	teaching_layer	lookup_mode	concrete_noun_source
258	f83r	B3-S013	E258	B3	shcthey	CTH+E+Y	kurz bereithalten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
259	f83r	B3-S013	E259	B3	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
260	f83r	B3-S014	E260	B3	okair	OK+AIR	Wasser einlassen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
261	f83r	B3-S014	E261	B3	sheedy	SHED+EE+CLOSE	länger absetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
262	f83r	B3-S015	E262	B3	lchedy	L+CHD+CLOSE	abführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
263	f83r	B3-S016	E263	B3	lo	L	abfuehren	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
264	f83r	B3-S016	E264	B3	qokchedy	OK+CHD+CLOSE	angesetzten Inhalt überführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
265	f83r	B3-S017	E265	B3	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
266	f83r	B3-S018	E266	B3	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
267	f83r	B3-S019	E267	B3	qokshedy	OK+SHED+CLOSE	Absetzgang ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
268	f83r	B3-S020	E268	B3	dal	AL	dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
269	f83r	B3-S020	E269	B3	lchedy	L+CHD+CLOSE	abführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
270	f83r	B3-S021	E270	B3	qokaiin	OK+AIIN	auf Sollmaß einstellen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
271	f83r	B3-S021	E271	B3	shcthy	CTH+Y	bereit	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
272	f83r	B3-S021	E272	B3	dal	AL	dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
273	f83r	B3-S021	E273	B3	sy	Y	dieser Posten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
274	f83r	B3-S021	E274	B3	saiin	AIIN	Sollmaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
275	f83r	B3-S021	E275	B3	shedal	SHED+AL	dort absetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
276	f83r	B3-S021	E276	B3	shecthy	CTH+E+Y	kurz bereit halten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
277	f83r	B3-S021	E277	B3	chey	Y	dieser Posten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
278	f83r	B3-S021	E278	B3	tal	AL	dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
279	f83r	B3-S021	E279	B3	shcthy	CTH+Y	bereit	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
280	f83r	B3-S021	E280	B3	dalchdy	AL+CHD+CLOSE	dorthin umsetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
281	f83r	B3-S022	E281	B3	qotchedy	OT+CHD+CLOSE	nächsten Posten überführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
282	f83r	B3-S023	E282	B3	lchedy	L+CHD+CLOSE	abführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
283	f83r	B3-S024	E283	B3	tchedy	CHD+CLOSE	Posten überführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
284	f83r	B3-S025	E284	B3	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
285	f83r	B3-S026	E285	B3	cheedar	CHD+AR	von dort umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
286	f83r	B3-S026	E286	B3	chldaiin	SHED+AIIN	Absetzmaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
287	f83r	B3-S026	E287	B3	chedy	CHD+Y	laufenden Posten umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
288	f83r	B3-S026	E288	B3	qokain	OK+AIN	eine Portion zugeben	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
289	f83r	B3-S026	E289	B3	checthy	CTH+Y	bereit	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
290	f83r	B3-S026	E290	B3	chealror	AL+OR	Ansatz von dort zur Zielstelle	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
291	f83r	B3-S026	E291	B3	solkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
292	f83r	B3-S027	E292	B3	qoteedy	OT+EE+CLOSE	lange Folge; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
293	f83r	B3-S028	E293	B3	qokeey	OK+EE+Y	länger ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
294	f83r	B3-S028	E294	B3	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
295	f83r	B3-S029	E295	B3	sol	OL	fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
296	f83r	B3-S029	E296	B3	cheeety	EEE+TY	ganzen Teilposten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
297	f83r	B3-S029	E297	B3	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
298	f83r	B3-S030	E298	B3	qoky	OK+Y	aktuellen Posten ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
299	f83r	B3-S030	E299	B3	saiin	AIIN	Sollmaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
300	f83r	B3-S030	E300	B3	schedair	AIR	Wasser weiterleiten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
301	f83r	B3-S030	E301	B3	otchedy	OT+CHD+CLOSE	nächsten Posten überführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
302	f83r	B3-S031	E302	B3	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
303	f83r	B3-S032	E303	B3	chedain	CHD+AIN	Portion umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
304	f83r	B3-S032	E304	B3	chedy	CHD+Y	laufenden Posten umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
305	f83r	B3-S032	E305	B3	qotedaiin	OT+E+AIIN	kurzes Folgemass	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
306	f83r	B3-S032	E306	B3	otaiin	OT+AIIN	Folgemaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
307	f83r	B3-S032	E307	B3	otedy	OT+E+CLOSE	kurze Folge; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
308	f83r	B3-S033	E308	B3	ldy	L+CLOSE	abziehen; Ende	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
309	f83r	B3-S034	E309	B3	soiiin	IIN	Sollstufe	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
310	f83r	B3-S034	E310	B3	checthy	CTH+Y	bereit	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
311	f83r	B3-S034	E311	B3	chety	PARTITION+TY	Teil abtrennen	LEARNED_NOMENCLATOR	COMPOSED_LEARNED_PROSE_BODY	VISIBLE_OWNER_OR_RECORD_MEMORY
312	f83r	B3-S034	E312	B3	otaiin	OT+AIIN	Folgemaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
313	f83r	B3-S034	E313	B3	olsaly	AL+Y	untere Zielstelle	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
314	f83r	B3-S034	E314	B3	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
315	f83r	B4-S001	E315	B4	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
316	f83r	B4-S002	E316	B4	qolchey	OL+Y	diesen Posten weiterfuehren	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
317	f83r	B4-S002	E317	B4	qokeey	OK+EE+Y	länger ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
318	f83r	B4-S002	E318	B4	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
319	f83r	B4-S003	E319	B4	chedy	CHD+Y	laufenden Posten umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
320	f83r	B4-S003	E320	B4	otal	OT+AL	danach dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
321	f83r	B4-S003	E321	B4	otchey	OT+Y	nächster Teilposten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
322	f83r	B4-S003	E322	B4	qokeey	OK+EE+Y	länger ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
323	f83r	B4-S003	E323	B4	qoky	OK+Y	aktuellen Posten ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
324	f83r	B4-S003	E324	B4	tol	OL	fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
325	f83r	B4-S003	E325	B4	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
326	f83r	B4-S004	E326	B4	qokylddy	OK+Y+LDDY	aktuellen Posten befestigen; Schluss	LEARNED_NOMENCLATOR	COMPOSED_LEARNED_PROSE_BODY	VISIBLE_OWNER_OR_RECORD_MEMORY
327	f83r	B4-S005	E327	B4	dain	DAIN	Tuch	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
328	f83r	B4-S005	E328	B4	chedy	CHD+Y	laufenden Posten umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
329	f83r	B4-S005	E329	B4	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
330	f83r	B4-S006	E330	B4	shckhedy	CKHE+CLOSE	seihen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
331	f83r	B4-S007	E331	B4	shckhedy	CKHE+CLOSE	seihen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
332	f83r	B4-S008	E332	B4	saiin	AIIN	Sollmaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
333	f83r	B4-S008	E333	B4	cheeky	CHK+EE+Y	länger erwärmen und offen halten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
334	f83r	B4-S008	E334	B4	sheey	SH+EE+Y	laenger ruhen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
335	f83r	B4-S008	E335	B4	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
336	f83r	B4-S009	E336	B4	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
337	f83r	B4-S010	E337	B4	oldy	OL+CLOSE	Fortsetzung abschließen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
338	f83r	B4-S011	E338	B4	saiin	AIIN	Sollmaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
339	f83r	B4-S011	E339	B4	cheky	CHK+E+Y	kurz wärmen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
340	f83r	B4-S011	E340	B4	okeeol	OK+EE+OL	länger fortführen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
341	f83r	B4-S011	E341	B4	okain	OK+AIN	eine Portion zugeben	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
342	f83r	B4-S011	E342	B4	chdy	CHD+Y	laufenden Posten umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
343	f83r	B4-S011	E343	B4	sol	OL	fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
344	f83r	B4-S011	E344	B4	lkedy	L+E+CLOSE	kurz abführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
345	f83r	B4-S012	E345	B4	lchedy	L+CHD+CLOSE	abführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
346	f83r	B4-S013	E346	B4	qokol	OK+OL	Fortsetzung ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
347	f83r	B4-S013	E347	B4	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
348	f83r	B4-S014	E348	B4	or	OR	Ansatz	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
349	f83r	B4-S014	E349	B4	chey	Y	dieser Posten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
350	f83r	B4-S014	E350	B4	qockhey	OK+CKH+E+Y	kurzen Durchlauf ansetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
351	f83r	B4-S014	E351	B4	dairydy	AIR+Y+CLOSE	Wasserlauf schliessen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
352	f83r	B4-S015	E352	B4	qokain	OK+AIN	eine Portion zugeben	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
353	f83r	B4-S015	E353	B4	shey	CHEEY	klarer Auszug	POCKET_CORE_CARD	CROSS_REGISTER_CHEEY_WET_RESULT	VISIBLE_OWNER_OR_RECORD_MEMORY
354	f83r	B4-S015	E354	B4	kain	AIN	eine Portion	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
355	f83r	B4-S015	E355	B4	chckhal	CKH+AL	zur Zielstelle durchleiten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
356	f83r	B4-S015	E356	B4	solkey	SOLK+E+Y	kurz sammeln	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
357	f83r	B4-S015	E357	B4	lchedy	L+CHD+CLOSE	abführen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
358	f83r	B4-S016	E358	B4	qolkain	OL+AIN	weitere Portion	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
359	f83r	B4-S016	E359	B4	dal	AL	dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
360	f83r	B4-S016	E360	B4	skar	SK+AR	vom Ausgang ausgießen	LEARNED_NOMENCLATOR	COMPOSED_LEARNED_PROSE_BODY	VISIBLE_OWNER_OR_RECORD_MEMORY
361	f83r	B4-S016	E361	B4	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
362	f83r	B5-S001	E362	B5	otchdy	OT+CHD+CLOSE	Folgegang vollziehen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
363	f83r	B5-S002	E363	B5	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
364	f83r	B5-S003	E364	B5	shedal	SHED+AL	dort absetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
365	f83r	B5-S003	E365	B5	dal	AL	dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
366	f83r	B5-S003	E366	B5	cheol	OL	fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
367	f83r	B5-S003	E367	B5	lol	L+OL	von dort weiterfuehren	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
368	f83r	B5-S003	E368	B5	chdal	CHD+AL	dort umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
369	f83r	B5-S003	E369	B5	aiin	AIIN	Sollmaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
370	f83r	B5-S003	E370	B5	sol	OL	fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
371	f83r	B5-S003	E371	B5	daiiin	IIN	Öffnungsstufe	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
372	f83r	B5-S003	E372	B5	chedy	CHD+Y	laufenden Posten umsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
373	f83r	B6-S001	E373	B6	solkeey	SOLK+EE+Y	länger sammeln	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
374	f83r	B6-S001	E374	B6	qekey	KCH+E+Y	aktuellen Posten kurz bearbeiten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
375	f83r	B6-S001	E375	B6	raly	AL+Y	diesen Posten dorthin	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
376	f83r	B6-S001	E376	B6	ol	OL	fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
377	f83r	B6-S001	E377	B6	daiin	AIIN	Sollmaß	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
378	f83r	B6-S001	E378	B6	ol	OL	fortsetzen	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
379	f83r	B6-S001	E379	B6	dain	DAIN	Tuch	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
380	f83r	B6-S001	E380	B6	chey	Y	dieser Posten	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
381	f83r	B6-S001	E381	B6	ldalor	AL	Endziel	OWNER_OR_MEMORY_EXPANSION	PROSE_STATEMENT_ATTACHMENT	VISIBLE_OWNER_OR_RECORD_MEMORY
382	f67r2	f67r2.1	A1:G001	A1_RIGHT_SECTOR_SLOT_01	ykshy	YK	bezeichnete Klasse oder Haus	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_TABLE_STEM	LOCAL_ASTRO_EXEMPLAR
383	f67r2	f67r2.1	A1:G002	A1_RIGHT_SECTOR_SLOT_01	s	S	Nebenwert	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_PRIMITIVE_MICROCODE	LOCAL_ASTRO_EXEMPLAR
384	f67r2	f67r2.1	A1:G003	A1_RIGHT_SECTOR_SLOT_01	aram	AR+AM	Quellaspekt	ASTRO_LOCAL_MODULE	ASTRO_LOCAL_AM_G_OS_ROOT	LOCAL_ASTRO_EXEMPLAR
