unit_order	page	unit_id	unit_kind	owner_or_namespace	group_count	surface_sequence	atom_sequence	card_by_card_reading_de	fluent_working_reading_de	fully_memory_expanded_reading_de	dependencies_beyond_atomic_roots	pocket_sequence_readable	fluent_content_source	sentence_ends_at_physical_line
103	f83r	B4-S007	PROSE_STATEMENT	dem verbundenen Hauptbogenpaar	1	shckhedy	CKHE+CLOSE	seihen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.	Der Text gehört zu dem verbundenen Hauptbogenpaar; der laufende Gegenstand ist Arbeitsposten B4-3; die geltende Zieladresse ist Zielstelle B4-4; ‚das Vorige‘ bezeichnet Vorposten B4-2. [[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
104	f83r	B4-S008	PROSE_STATEMENT	dem verbundenen Hauptbogenpaar	4	saiin cheeky sheey qokedy	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+CLOSE	Sollmaß; länger erwärmen und offen halten; laenger ruhen; kurz ansetzen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Solange es noch warm ist. Die erste Öffnung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	Der Text gehört zu dem verbundenen Hauptbogenpaar; der laufende Gegenstand ist Arbeitsposten B4-3; die geltende Zieladresse ist Zielstelle B4-5; ‚das Vorige‘ bezeichnet Vorposten B4-2. [[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Solange es noch warm ist. Die erste Öffnung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
105	f83r	B4-S009	PROSE_STATEMENT	dem verbundenen Hauptbogenpaar	1	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	Der Text gehört zu dem verbundenen Hauptbogenpaar; der laufende Gegenstand ist Arbeitsposten B4-4; die geltende Zieladresse ist Zielstelle B4-7; ‚das Vorige‘ bezeichnet Vorposten B4-3. [[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
106	f83r	B4-S010	PROSE_STATEMENT	dem verbundenen Hauptbogenpaar	1	oldy	OL+CLOSE	Fortsetzung abschließen	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	Der Text gehört zu dem verbundenen Hauptbogenpaar; der laufende Gegenstand ist Arbeitsposten B4-4; die geltende Zieladresse ist Zielstelle B4-7; ‚das Vorige‘ bezeichnet Vorposten B4-3. [[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
107	f83r	B4-S011	PROSE_STATEMENT	der linken offenen Randstation	7	saiin cheky okeeol okain chdy sol lkedy	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+E+CLOSE	Sollmaß; kurz wärmen; länger fortführen; eine Portion zugeben; laufenden Posten umsetzen; fortsetzen; kurz abführen; Schluss	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Bei sanfter Wärme. Das breite Gefäß. Gib einen abgemessenen Anteil in das Gefäß. Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Wasche zweimal und beende den Schritt.	Der Text gehört zu der linken offenen Randstation; der laufende Gegenstand ist Arbeitsposten B4-4; die geltende Zieladresse ist Zielstelle B4-7; ‚das Vorige‘ bezeichnet Vorposten B4-3. [[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Bei sanfter Wärme. Das breite Gefäß. Gib einen abgemessenen Anteil in das Gefäß. Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Wasche zweimal und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
108	f83r	B4-S012	PROSE_STATEMENT	der linken offenen Randstation	1	lchedy	L+CHD+CLOSE	abführen; Schluss	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	Der Text gehört zu der linken offenen Randstation; der laufende Gegenstand ist Arbeitsposten B4-5; die geltende Zieladresse ist Zielstelle B4-8; ‚das Vorige‘ bezeichnet Vorposten B4-4. [[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
109	f83r	B4-S013	PROSE_STATEMENT	der linken offenen Randstation	2	qokol shedy	OK+OL | SHED+E+CLOSE	Fortsetzung ansetzen; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Lasse die Mischung einlaufen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	Der Text gehört zu der linken offenen Randstation; der laufende Gegenstand ist Arbeitsposten B4-5; die geltende Zieladresse ist Zielstelle B4-8; ‚das Vorige‘ bezeichnet Vorposten B4-4. [[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Lasse die Mischung einlaufen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
110	f83r	B4-S014	PROSE_STATEMENT	der linken offenen Randstation	4	or chey qockhey dairydy	OR | Y | OK+CKH+E+Y | AIR+Y+CLOSE	Ansatz; dieser Posten; kurzen Durchlauf ansetzen; Wasserlauf schliessen; Schluss	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Diese aktive Portion. Über der örtlich bezeichneten Stelle. Gebrauche sie sofort und beende den Schritt.	Der Text gehört zu der linken offenen Randstation; der laufende Gegenstand ist Arbeitsposten B4-5; die geltende Zieladresse ist Zielstelle B4-8; ‚das Vorige‘ bezeichnet Vorposten B4-4. [[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Diese aktive Portion. Über der örtlich bezeichneten Stelle. Gebrauche sie sofort und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
111	f83r	B4-S015	PROSE_STATEMENT	der rechten S-förmigen Mehrfachstation	6	qokain shey kain chckhal solkey lchedy	OK+AIN | CHEEY | AIN | CKH+AL | SOLK+E+Y | L+CHD+CLOSE	eine Portion zugeben; klarer Auszug; eine Portion; zur Zielstelle durchleiten; kurz sammeln; abführen; Schluss	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Ein abgemessener Anteil. Für die angegebene Dauer. [[STATIONSWECHSEL: linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Öffne danach den oberen Lauf. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	Der Text gehört zu der rechten S-förmigen Mehrfachstation; der laufende Gegenstand ist Arbeitsposten B4-6; die geltende Zieladresse ist Zielstelle B4-9; ‚das Vorige‘ bezeichnet Vorposten B4-5. [[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Ein abgemessener Anteil. Für die angegebene Dauer. [[STATIONSWECHSEL: linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Öffne danach den oberen Lauf. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	OWNER_OR_MEMORY_EXPANSION|POCKET_CORE_CARD|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
112	f83r	B4-S016	PROSE_STATEMENT	der rechten S-förmigen Mehrfachstation	4	qolkain dal skar shedy	OL+AIN | AL | SK+AR | SHED+E+CLOSE	weitere Portion; dorthin; vom Ausgang ausgießen; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: rechte S-Lauf-/Mehrarmknotenstation]] Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Gieße das erwärmte Wasser ein. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	Der Text gehört zu der rechten S-förmigen Mehrfachstation; der laufende Gegenstand ist Arbeitsposten B4-7; die geltende Zieladresse ist Zielstelle B4-10; ‚das Vorige‘ bezeichnet Vorposten B4-6. [[LOKALER BESITZER: rechte S-Lauf-/Mehrarmknotenstation]] Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Gieße das erwärmte Wasser ein. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	LEARNED_NOMENCLATOR|OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
113	f83r	B5-S001	PROSE_STATEMENT	der linken offenen Randstation	1	otchdy	OT+CHD+CLOSE	Folgegang vollziehen; Schluss	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Ziehe es ab und beende den Schritt.	Der Text gehört zu der linken offenen Randstation; der laufende Gegenstand ist Arbeitsposten B5-1. [[LOKALER BESITZER: linker offener Fransen-Endposten]] Ziehe es ab und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
114	f83r	B5-S002	PROSE_STATEMENT	der linken offenen Randstation	1	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Erwärme es einmal und beende den Schritt.	Der Text gehört zu der linken offenen Randstation; der laufende Gegenstand ist Arbeitsposten B5-1. [[LOKALER BESITZER: linker offener Fransen-Endposten]] Erwärme es einmal und beende den Schritt.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
115	f83r	B5-S003	PROSE_STATEMENT	der linken offenen Randstation	9	shedal dal cheol lol chdal aiin sol daiiin chedy	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | IIN | CHD+Y	dort absetzen; dorthin; fortsetzen; von dort weiterfuehren; dort umsetzen; Sollmaß; fortsetzen; Öffnungsstufe; laufenden Posten umsetzen	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Für einen Zeitabschnitt. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bis es warm ist. Mit der vorigen Mischung. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Die zweite Öffnung. Rühre, bis alles gleichmäßig vermischt ist.	Der Text gehört zu der linken offenen Randstation; der laufende Gegenstand ist Arbeitsposten B5-1; die geltende Zieladresse ist Zielstelle B5-2; ‚das Vorige‘ bezeichnet Vorposten B5-2. [[LOKALER BESITZER: linker offener Fransen-Endposten]] Für einen Zeitabschnitt. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bis es warm ist. Mit der vorigen Mischung. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Die zweite Öffnung. Rühre, bis alles gleichmäßig vermischt ist.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
116	f83r	B6-S001	PROSE_STATEMENT	der rechten S-förmigen Mehrfachstation	9	solkeey qekey raly ol daiin ol dain chey ldalor	SOLK+EE+Y | KCH+E+Y | AL+Y | OL | AIIN | OL | DAIN | Y | AL	länger sammeln; aktuellen Posten kurz bearbeiten; diesen Posten dorthin; fortsetzen; Sollmaß; fortsetzen; Tuch; dieser Posten; Endziel	[[LOKALER BESITZER: rechter S-Lauf-/Mehrarm-Endposten]] Richte die bezeichnete Beckenstation ein. Ohne Kochen. Die erste Öffnung. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Durch ein Tuch. Diese aktive Portion. An der bezeichneten Stelle.	Der Text gehört zu der rechten S-förmigen Mehrfachstation; der laufende Gegenstand ist Arbeitsposten B6-1; die geltende Zieladresse ist Zielstelle B6-4; ‚das Vorige‘ bezeichnet Vorposten B6-2. [[LOKALER BESITZER: rechter S-Lauf-/Mehrarm-Endposten]] Richte die bezeichnete Beckenstation ein. Ohne Kochen. Die erste Öffnung. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Durch ein Tuch. Diese aktive Portion. An der bezeichneten Stelle.	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	YES	OWNER_AND_WORKSHOP_EXEMPLAR	NO_ASSUMPTION
117	f67r2	f67r2.1	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_01	3	ykshy s aram	YK | S | AR+AM	bezeichnete Klasse oder Haus; Nebenwert; Quellaspekt	bezeichnete Klasse oder Haus; Nebenwert; Quellaspekt	Lies diesen sichtbaren Posten nur im gewählten Rad: bezeichnete Klasse oder Haus; Nebenwert; Quellaspekt. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
118	f67r2	f67r2.2	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_02	3	ykecho ols eesydy	YK+HO | OL | EE+DY	bezeichnete Klasse oder Haus + HO; Fortsetzen; lange Tabellenstufe festhalten	bezeichnete Klasse oder Haus + HO; Fortsetzen; lange Tabellenstufe festhalten	Lies diesen sichtbaren Posten nur im gewählten Rad: bezeichnete Klasse oder Haus + HO; Fortsetzen; lange Tabellenstufe festhalten. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
119	f67r2	f67r2.3	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_03	3	ey shs okar	SEL+Y | SH+S | OK+AR	aktuelle Auswahl; Nebenwert halten; Quelle aktivieren	aktuelle Auswahl; Nebenwert halten; Quelle aktivieren	Lies diesen sichtbaren Posten nur im gewählten Rad: aktuelle Auswahl; Nebenwert halten; Quelle aktivieren. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
120	f67r2	f67r2.4	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_04	2	shekchy sykos	SH+KCH+Y | YK+OS	aktuellen Posten beim Bearbeiten halten; Klassenfeld	aktuellen Posten beim Bearbeiten halten; Klassenfeld	Lies diesen sichtbaren Posten nur im gewählten Rad: aktuellen Posten beim Bearbeiten halten; Klassenfeld. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
121	f67r2	f67r2.5	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_05	2	ykeody okchy	YK+E+OD+Y | KCH	diesen Klassenposten kurz markieren; diesen Diagrammposten setzen	diesen Klassenposten kurz markieren; diesen Diagrammposten setzen	Lies diesen sichtbaren Posten nur im gewählten Rad: diesen Klassenposten kurz markieren; diesen Diagrammposten setzen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
122	f67r2	f67r2.6	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_06	1	dchetay	D+CH+T+A+Y	fester aktueller Hauptphasen-Zustand	fester aktueller Hauptphasen-Zustand	Lies diesen sichtbaren Posten nur im gewählten Rad: fester aktueller Hauptphasen-Zustand. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
123	f67r2	f67r2.7	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_07	3	ykchy kchey ykchys	YK+KCH | KCH | YK+KCH	bezeichnete Klasse oder Haus + KCH; diesen Diagrammplatz kurz bearbeiten; bezeichnete Klasse oder Haus + KCH	bezeichnete Klasse oder Haus + KCH; diesen Diagrammplatz kurz bearbeiten; bezeichnete Klasse oder Haus + KCH	Lies diesen sichtbaren Posten nur im gewählten Rad: bezeichnete Klasse oder Haus + KCH; diesen Diagrammplatz kurz bearbeiten; bezeichnete Klasse oder Haus + KCH. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
124	f67r2	f67r2.8	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_08	1	chkchdar	KCH+AR	Bearbeiten + Quelle	Bearbeiten + Quelle	Lies diesen sichtbaren Posten nur im gewählten Rad: Bearbeiten + Quelle. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
125	f67r2	f67r2.9	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_09	2	ykar ykaly	YK+AR | YK+AL	bezeichnete Klasse oder Haus + AR; bezeichnete Klasse oder Haus + AL	bezeichnete Klasse oder Haus + AR; bezeichnete Klasse oder Haus + AL	Lies diesen sichtbaren Posten nur im gewählten Rad: bezeichnete Klasse oder Haus + AR; bezeichnete Klasse oder Haus + AL. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
126	f67r2	f67r2.10	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_10	3	lkshy kchy okar	SH+Y | KCH | OK+AR	aktuellen Posten halten; diesen Diagrammplatz bearbeiten; Quelle aktivieren	aktuellen Posten halten; diesen Diagrammplatz bearbeiten; Quelle aktivieren	Lies diesen sichtbaren Posten nur im gewählten Rad: aktuellen Posten halten; diesen Diagrammplatz bearbeiten; Quelle aktivieren. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
127	f67r2	f67r2.11	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_11	3	chky chykchs chy	CH+K+Y | KCH | NONE	aktuellen Klassenzustand setzen; Diagrammplatz berechnen oder bearbeiten; dieser lokale Diagrammposten	aktuellen Klassenzustand setzen; Diagrammplatz berechnen oder bearbeiten; dieser lokale Diagrammposten	Lies diesen sichtbaren Posten nur im gewählten Rad: aktuellen Klassenzustand setzen; Diagrammplatz berechnen oder bearbeiten; dieser lokale Diagrammposten. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
128	f67r2	f67r2.12	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_SECTOR_SLOT_12	2	ykees ykchos	YK | YK+KCH	bezeichnete Klasse oder Haus; bezeichnete Klasse oder Haus + KCH	bezeichnete Klasse oder Haus; bezeichnete Klasse oder Haus + KCH	Lies diesen sichtbaren Posten nur im gewählten Rad: bezeichnete Klasse oder Haus; bezeichnete Klasse oder Haus + KCH. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
129	f67r2	f67r2.13	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_RING_BAND_01	4	opodchol s ain aldy	OP+OD+OL | S | AIN | AL	markiertes Paarfeld fortsetzen; Nebenwert; gezaehlter Teil oder Unterabschnitt; Zielsektor, Zielstern oder Zielfeld	markiertes Paarfeld fortsetzen; Nebenwert; gezaehlter Teil oder Unterabschnitt; Zielsektor, Zielstern oder Zielfeld	Lies diesen sichtbaren Posten nur im gewählten Rad: markiertes Paarfeld fortsetzen; Nebenwert; gezaehlter Teil oder Unterabschnitt; Zielsektor, Zielstern oder Zielfeld. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
130	f67r2	f67r2.14	ASTRO_LOCUS	F67_RIGHT_WHEEL_NS::A1_RIGHT_RING_BAND_02	3	soeey doiin oldy	EE | IIN | OL	lange Tabellenstufe; Tabellenstufe; fortsetzen und den Eintrag schliessen	lange Tabellenstufe; Tabellenstufe; fortsetzen und den Eintrag schliessen	Lies diesen sichtbaren Posten nur im gewählten Rad: lange Tabellenstufe; Tabellenstufe; fortsetzen und den Eintrag schliessen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
131	f67r2	f67r2.15	ASTRO_LOCUS	F67_LEFT_WHEEL_NS::A1_LEFT_LOCAL_FIELD_15	1	dolchsody	OL	im selben Ring, Band oder Satz fortsetzen	im selben Ring, Band oder Satz fortsetzen	Lies diesen sichtbaren Posten nur im gewählten Rad: im selben Ring, Band oder Satz fortsetzen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
132	f67r2	f67r2.16	ASTRO_LOCUS	F67_LEFT_WHEEL_NS::A1_LEFT_LOCAL_FIELD_16	4	odaeiin okoes oekain y	OD+IIN | OK | AIN | NONE	Arbeits- oder Bedingungsstufe markieren; Diagrammposten setzen oder aktivieren; gezaehlter Teil oder Unterabschnitt; dieser lokale Diagrammposten	Arbeits- oder Bedingungsstufe markieren; Diagrammposten setzen oder aktivieren; gezaehlter Teil oder Unterabschnitt; dieser lokale Diagrammposten	Lies diesen sichtbaren Posten nur im gewählten Rad: Arbeits- oder Bedingungsstufe markieren; Diagrammposten setzen oder aktivieren; gezaehlter Teil oder Unterabschnitt; dieser lokale Diagrammposten. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
133	f67r2	f67r2.17	ASTRO_LOCUS	F67_LEFT_WHEEL_NS::A1_LEFT_LOCAL_FIELD_17	3	otchey soraiir dy	OT | OR | NONE	naechster Diagrammposten; Bedingungs-, Tabellen- oder Wahlansatz; dieser lokale Diagrammposten	naechster Diagrammposten; Bedingungs-, Tabellen- oder Wahlansatz; dieser lokale Diagrammposten	Lies diesen sichtbaren Posten nur im gewählten Rad: naechster Diagrammposten; Bedingungs-, Tabellen- oder Wahlansatz; dieser lokale Diagrammposten. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
134	f67r2	f67r2.18	ASTRO_LOCUS	F67_LEFT_WHEEL_NS::A1_LEFT_LOCAL_FIELD_18	3	qopchy daiin dal	OP+CH+Y | AIIN | AL	aktueller Zustand des Paarfelds; Sollwert; Ziel	aktueller Zustand des Paarfelds; Sollwert; Ziel	Lies diesen sichtbaren Posten nur im gewählten Rad: aktueller Zustand des Paarfelds; Sollwert; Ziel. Notiere das Ergebnis als lokalen Wert dieser Adresse.	ASTRO_LOCAL_MODULE|VISIBLE_DIAGRAM_ADDRESS	YES	LOCAL_DIAGRAM_AND_MASTER_EXEMPLAR	NO_ASSUMPTION
