gdt750_dispatch_id	gdt749_occurrence_id	target_surface	page	physical_folio	locus	token_ordinal	reader_exact	gdt748_discovery_position	outside_discovery_primary	gdt749_prior_axes	distance1_multi_reference_prior_axes	active_selected_ring	active_contributing_hosts	active_emitted_axes	active_conflicts	active_outside_card	radius2_discovery_selected_ring	radius2_discovery_axes	radius2_discovery_hosts	distance2_sensitivity_axes	distance2_sensitivity_hosts	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G750-D0741	G749-O0741	qokedy	f26r	f26	f26r.4	4	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokedy cheos ytedy qokedy ytedy chekedy daiin odam s aldy	OPEN	0	0
G750-D0742	G749-O0742	qokedy	f26r	f26	f26r.5	10	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	saiin shedy eedy eedy s chy daiin cthedy qokeedy qokedy cthey	OPEN	0	0
G750-D0743	G749-O0743	qokedy	f26r	f26	f26r.6	2	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	rchedy qokedy	OPEN	0	0
G750-D0744	G749-O0744	qokedy	f26r	f26	f26r.7	2	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pcho qokedy dar sheo ypchseds s aiin sha p chedyfchy dalchedy sar	OPEN	0	0
G750-D0745	G749-O0745	qokedy	f26r	f26	f26r.8	10	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin shedy qokeedy qoteedar s ok ol ytedy qokeedy qokedy	OPEN	0	0
G750-D0746	G749-O0746	okedy	f26r	f26	f26r.9	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tcheoshy dchdy okedy chckhy s dy dy ykeechy okeedy cheky	OPEN	0	0
G750-D0747	G749-O0747	cheky	f26r	f26	f26r.9	10	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tcheoshy dchdy okedy chckhy s dy dy ykeechy okeedy cheky	OPEN	0	0
G750-D0748	G749-O0748	qokedy	f26v	f26	f26v.2	3	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	saraiir chekedy qokedy otedy sar y etedy qokedy or ae alys chedy	OPEN	0	0
G750-D0749	G749-O0749	qokedy	f26v	f26	f26v.2	8	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	saraiir chekedy qokedy otedy sar y etedy qokedy or ae alys chedy	OPEN	0	0
G750-D0750	G749-O0750	qokedy	f26v	f26	f26v.4	2	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	yckheody qokedy deey saldy okedor or cheos oraiin okeo chekaiin	OPEN	0	0
G750-D0751	G749-O0751	cheky	f26v	f26	f26v.6	11	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	toeedy keody shedy dar chedy sches or cheeky dar chey cheky yteedy	OPEN	0	0
G750-D0752	G749-O0752	sheey	f26v	f26	f26v.7	10	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pchedy dar cheoet chy sair chees odaiiin chkeeey ykey sheey	OPEN	0	0
G750-D0753	G749-O0753	oty	f27r	f27	f27r.9	5	1	1	0	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dchey keeod shotchey chol oty chy tolg	OPEN	0	0
G750-D0754	G749-O0754	oty	f29r	f29	f29r.1	5	0	0	0	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	posaiin she aiin chep oty chy qotchy qoty cheecthy	OPEN	0	0
G750-D0755	G749-O0755	sheey	f29r	f29	f29r.5	4	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	END_STAGE	1:teey:COLD|END_STAGE:d2	kcheol cheor sheos sheey teey da shos o	OPEN	0	0
G750-D0756	G749-O0756	qokaiin	f29r	f29	f29r.7	4	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokchy chol shokchy qokaiin choety choty kaiin	OPEN	0	0
G750-D0757	G749-O0757	sheey	f2r	f2	f2r.11	8	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ychain dal chy dalor shan dan olsaiin sheey ckhor	OPEN	0	0
G750-D0758	G749-O0758	sheey	f2r	f2	f2r.9	4	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dls sho kol sheey qokey ykody so chol yky dain daiisol	OPEN	0	0
G750-D0759	G749-O0759	cheol	f2v	f2	f2v.8	3	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	chokoishe chor cheol chol dolody	OPEN	0	0
G750-D0760	G749-O0760	cheey	f30r	f30	f30r.3	8	0	0	0	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	chodaiin cho ry chey doiin sain chorain cheey keem	OPEN	0	0
G750-D0761	G749-O0761	cheky	f30r	f30	f30r.9	7	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dchey qochar chol keeaiin chcthey chor cheky	OPEN	0	0
G750-D0762	G749-O0762	sheey	f30v	f30	f30v.9	3	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qotchor chor sheey cheolsos	OPEN	0	0
G750-D0763	G749-O0763	okedy	f31r	f31	f31r.10	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tol shso okedy okedy qokedy qokeedy dar shedshey	OPEN	0	0
G750-D0764	G749-O0764	okedy	f31r	f31	f31r.10	4	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tol shso okedy okedy qokedy qokeedy dar shedshey	OPEN	0	0
G750-D0765	G749-O0765	qokedy	f31r	f31	f31r.10	5	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tol shso okedy okedy qokedy qokeedy dar shedshey	OPEN	0	0
G750-D0766	G749-O0766	okedy	f31r	f31	f31r.12	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qoaiin yches okedy sheey chedaiin dar	OPEN	0	0
G750-D0767	G749-O0767	sheey	f31r	f31	f31r.12	4	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qoaiin yches okedy sheey chedaiin dar	OPEN	0	0
G750-D0768	G749-O0768	cheky	f31r	f31	f31r.15	3	0	0	0	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	yshedair sheol cheky okedam	OPEN	0	0
G750-D0769	G749-O0769	cheey	f31r	f31	f31r.4	7	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qotar chy dar lo r ar cheey keeol chedy qokey	OPEN	0	0
G750-D0770	G749-O0770	qokedy	f31r	f31	f31r.6	2	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tshokeody qokedy qotedy chepos cheda s aiin dal	OPEN	0	0
G750-D0771	G749-O0771	qokedy	f31r	f31	f31r.7	5	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy	OPEN	0	0
G750-D0772	G749-O0772	qokedy	f31r	f31	f31r.8	2	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	shedy qokedy cheol cheod qokeody cheol checthy	OPEN	0	0
G750-D0773	G749-O0773	cheol	f31r	f31	f31r.8	3	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	shedy qokedy cheol cheod qokeody cheol checthy	OPEN	0	0
G750-D0774	G749-O0774	cheol	f31r	f31	f31r.8	6	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	shedy qokedy cheol cheod qokeody cheol checthy	OPEN	0	0
G750-D0775	G749-O0775	oty	f32r	f32	f32r.1	7	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	fchaiin shykeody daiiody dain sho tchy oty qopy	OPEN	0	0
G750-D0776	G749-O0776	cheky	f33r	f33	f33r.2	3	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ytchedy qokar cheky okaldy qokaldy otor oldar qotar otar otardam	OPEN	0	0
G750-D0777	G749-O0777	cheky	f33r	f33	f33r.3	3	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	laiin y cheky qokedy shedy chdal chechdaiin qokchy ody chekeedy ykam	OPEN	0	0
G750-D0778	G749-O0778	qokedy	f33r	f33	f33r.3	4	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	laiin y cheky qokedy shedy chdal chechdaiin qokchy ody chekeedy ykam	OPEN	0	0
G750-D0779	G749-O0779	okal	f33r	f33	f33r.5	8	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pair or aiin otaiin ol kor aiin okal otal chdal shekal qokar otam	OPEN	0	0
G750-D0780	G749-O0780	okal	f33r	f33	f33r.6	9	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	yteey shody kchedy dy chekar okaiin okaiin daiin okal	OPEN	0	0
G750-D0781	G749-O0781	kchdy	f33v	f33	f33v.2	1	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	kchdy dam dy oky otal dain chdy ytam otam cham	OPEN	0	0
G750-D0782	G749-O0782	chdy	f33v	f33	f33v.2	7	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	kchdy dam dy oky otal dain chdy ytam otam cham	OPEN	0	0
G750-D0783	G749-O0783	cheky	f33v	f33	f33v.5	12	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	OPEN	0	0
G750-D0784	G749-O0784	chdy	f33v	f33	f33v.6	5	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ycheo dar olaiin okar chdy chdy oldy okar chdy	OPEN	0	0
G750-D0785	G749-O0785	chdy	f33v	f33	f33v.6	6	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ycheo dar olaiin okar chdy chdy oldy okar chdy	OPEN	0	0
G750-D0786	G749-O0786	chdy	f33v	f33	f33v.6	9	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ycheo dar olaiin okar chdy chdy oldy okar chdy	OPEN	0	0
G750-D0787	G749-O0787	cheol	f33v	f33	f33v.7	7	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tshdy shefchdy shckhdy oltedy daiin oky cheol orain chdyshdy porar	OPEN	0	0
G750-D0788	G749-O0788	sheey	f33v	f33	f33v.8	3	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dar ar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	OPEN	0	0
G750-D0789	G749-O0789	okedy	f33v	f33	f33v.8	7	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dar ar sheey keedy okchy okar okedy chy daiin dy dy dar aiin okary	OPEN	0	0
G750-D0790	G749-O0790	cheky	f34r	f34	f34r.11	4	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeey sh kaldaiin cheky cthdaly otchedy chty s aiin	OPEN	0	0
G750-D0791	G749-O0791	cheky	f34r	f34	f34r.14	12	0	0	0	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	OPEN	0	0
G750-D0792	G749-O0792	cheky	f34r	f34	f34r.15	3	1	1	0	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	HOT|DRY	-1:chekar:HOT|DRY|MIDDLE_STAGE:d2|1:shek:HOT|MOIST|MIDDLE_STAGE:d2	sair chekar cheky shek cholchedy qokedy yk cheolchcthy	OPEN	0	0
G750-D0793	G749-O0793	qokedy	f34r	f34	f34r.15	6	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sair chekar cheky shek cholchedy qokedy yk cheolchcthy	OPEN	0	0
G750-D0794	G749-O0794	okedy	f34r	f34	f34r.3	8	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qotedy chyty chdaly dar chd otedy qotol okedy dody ody kam	OPEN	0	0
G750-D0795	G749-O0795	cheky	f34r	f34	f34r.6	7	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	oteol chekey chetey oll chesy daiin cheky fas aiir amg	OPEN	0	0
G750-D0796	G749-O0796	qokedy	f34r	f34	f34r.7	1	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokedy dal chdy olchy ykchy ykedy qokchdy s as oldam	OPEN	0	0
G750-D0797	G749-O0797	chdy	f34r	f34	f34r.7	3	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokedy dal chdy olchy ykchy ykedy qokchdy s as oldam	OPEN	0	0
G750-D0798	G749-O0798	chdy	f34v	f34	f34v.1	2	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	kechdy chdy chefchy shdy qopchdy shdydy chdalchdy ypchdy chcthdy spaiin	OPEN	0	0
G750-D0799	G749-O0799	chdy	f34v	f34	f34v.10	2	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin chdy tedy kchdy okeedy checkhy chdy kain chear or okedy okam	OPEN	0	0
G750-D0800	G749-O0800	kchdy	f34v	f34	f34v.10	4	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin chdy tedy kchdy okeedy checkhy chdy kain chear or okedy okam	OPEN	0	0
G750-D0801	G749-O0801	chdy	f34v	f34	f34v.10	7	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin chdy tedy kchdy okeedy checkhy chdy kain chear or okedy okam	OPEN	0	0
G750-D0802	G749-O0802	okedy	f34v	f34	f34v.10	11	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin chdy tedy kchdy okeedy checkhy chdy kain chear or okedy okam	OPEN	0	0
G750-D0803	G749-O0803	okal	f34v	f34	f34v.11	6	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	yshos ody s aiin okey okal shedy	OPEN	0	0
G750-D0804	G749-O0804	cheol	f34v	f34	f34v.6	5	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pchedar shear qokchdy qokees cheol ypchdaiin chedy lr ar chedain	OPEN	0	0
G750-D0805	G749-O0805	qokedy	f34v	f34	f34v.7	8	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	OPEN	0	0
G750-D0806	G749-O0806	cheky	f34v	f34	f34v.8	5	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ysheos otar ar choraiin cheky olchdaiin or oldar chdar okam	OPEN	0	0
G750-D0807	G749-O0807	kchdy	f34v	f34	f34v.9	5	0	1	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	lsheody cphy qokeey keedy kchdy chedy qokedy chdy kal shs oldaiin	OPEN	0	0
G750-D0808	G749-O0808	qokedy	f34v	f34	f34v.9	7	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	lsheody cphy qokeey keedy kchdy chedy qokedy chdy kal shs oldaiin	OPEN	0	0
G750-D0809	G749-O0809	chdy	f34v	f34	f34v.9	8	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	lsheody cphy qokeey keedy kchdy chedy qokedy chdy kal shs oldaiin	OPEN	0	0
G750-D0810	G749-O0810	cheey	f35r	f35	f35r.4	5	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qotchy shet chy ckhol cheey daiin dainl	OPEN	0	0
G750-D0811	G749-O0811	cheol	f35v	f35	f35v.15	2	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ykol cheol okchy tch	OPEN	0	0
G750-D0812	G749-O0812	okeey	f35v	f35	f35v.16	2	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ydaiin okeey d aiin	OPEN	0	0
G750-D0813	G749-O0813	oty	f36v	f36	f36v.11	1	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	oty chcthy ytoryd	OPEN	0	0
G750-D0814	G749-O0814	oty	f36v	f36	f36v.12	3	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ytol kchy oty chd	OPEN	0	0
G750-D0815	G749-O0815	oty	f36v	f36	f36v.13	4	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	oky she cthol oty	OPEN	0	0
G750-D0816	G749-O0816	oty	f37r	f37	f37r.1	5	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tocphol shaiin qotor ofchor oty chory daiin otod or	OPEN	0	0
G750-D0817	G749-O0817	qokaiin	f37r	f37	f37r.2	7	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ykoiin cthor okaiin qo tchy ytody qokaiin sho ytaiin	OPEN	0	0
G750-D0818	G749-O0818	qokaiin	f37r	f37	f37r.3	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qo shy qokaiin cthol dy ckhor oky dy	OPEN	0	0
G750-D0819	G749-O0819	qokaiin	f37r	f37	f37r.8	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	koiin chorody qokaiin ory otal shor sheor dar	OPEN	0	0
G750-D0820	G749-O0820	oty	f37v	f37	f37v.6	4	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	yokor ytchor saiin oty	OPEN	0	0
G750-D0821	G749-O0821	okeey	f38v	f38	f38v.4	1	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	okeey d aiin qokeey chotey tody oky aiiin d	OPEN	0	0
G750-D0822	G749-O0822	chdy	f39r	f39	f39r.11	6	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dshdy ar aiin y yken chdy ykal olkaiin qokaldar cheol dar aiin	OPEN	0	0
G750-D0823	G749-O0823	olkaiin	f39r	f39	f39r.11	8	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dshdy ar aiin y yken chdy ykal olkaiin qokaldar cheol dar aiin	OPEN	0	0
G750-D0824	G749-O0824	cheol	f39r	f39	f39r.11	10	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dshdy ar aiin y yken chdy ykal olkaiin qokaldar cheol dar aiin	OPEN	0	0
G750-D0825	G749-O0825	qokaiin	f39r	f39	f39r.13	4	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy s aiin	OPEN	0	0
G750-D0826	G749-O0826	cheol	f39r	f39	f39r.15	3	0	0	0	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qolkain ol cheol daiin dar ol dld ar ador aiin ofcheefar	OPEN	0	0
G750-D0827	G749-O0827	cheky	f39r	f39	f39r.2	2	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	olchey cheky qokedy shekshey qolain chy chdy dair shckhey dold	OPEN	0	0
G750-D0828	G749-O0828	qokedy	f39r	f39	f39r.2	3	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	olchey cheky qokedy shekshey qolain chy chdy dair shckhey dold	OPEN	0	0
G750-D0829	G749-O0829	chdy	f39r	f39	f39r.2	7	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	olchey cheky qokedy shekshey qolain chy chdy dair shckhey dold	OPEN	0	0
G750-D0830	G749-O0830	cheey	f39r	f39	f39r.3	9	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokalchdy chekaiin checkhy darshed qokeedar eeedy dar ar cheey dyckhy	OPEN	0	0
G750-D0831	G749-O0831	chdy	f39r	f39	f39r.4	2	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tchedy chdy olaiin chedy shckhdchy chol or ordy chees aly okalcheg	OPEN	0	0
G750-D0832	G749-O0832	chdy	f39r	f39	f39r.5	2	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dchdy chdy ykaiin	OPEN	0	0
G750-D0833	G749-O0833	kchdy	f39r	f39	f39r.6	6	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pchdaiin she dam qofchedy shedy kchdy dydy opchekaiin shoy shdalo ry	OPEN	0	0
G750-D0834	G749-O0834	chdy	f39r	f39	f39r.7	5	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dchdar chedy cholal qokedar chdy chckhdy dar ar al ydy eee s aiiin	OPEN	0	0
G750-D0835	G749-O0835	qokaiin	f39r	f39	f39r.8	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	lchedy shedy qokaiin chkeey fchedy okam chy saiin chckhy daisog	OPEN	0	0
G750-D0836	G749-O0836	qokaiin	f39r	f39	f39r.9	4	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tchedy shol odal qokaiin shdaiin	OPEN	0	0
G750-D0837	G749-O0837	chdy	f39v	f39	f39v.1	2	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pdair chdy fdykain or air sheykaiiin ofchy kar or aiin dolky oshdy	OPEN	0	0
G750-D0838	G749-O0838	chdy	f39v	f39	f39v.10	6	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dar ar ykar or yky chdy fchor qokain ar sheedy olchef	OPEN	0	0
G750-D0839	G749-O0839	okedy	f39v	f39	f39v.13	4	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dain ockhedy otedy okedy lchdy okaiin daiiin y	OPEN	0	0
G750-D0840	G749-O0840	kchdy	f39v	f39	f39v.2	6	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sor shy kar chol qoty kchdy olky dar chdy ykar olkedaiin ody dy	OPEN	0	0
G750-D0841	G749-O0841	chdy	f39v	f39	f39v.2	9	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sor shy kar chol qoty kchdy olky dar chdy ykar olkedaiin ody dy	OPEN	0	0
G750-D0842	G749-O0842	qokaiin	f39v	f39	f39v.3	9	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin chor okain okaii fchody saiin or aiin qokaiin ytodaiin okam	OPEN	0	0
G750-D0843	G749-O0843	okeey	f39v	f39	f39v.4	2	0	0	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	y okeey chody cheor aiin okody chodal ykedy qokedy dal o d aiin shky	OPEN	0	0
G750-D0844	G749-O0844	qokedy	f39v	f39	f39v.4	9	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	y okeey chody cheor aiin okody chodal ykedy qokedy dal o d aiin shky	OPEN	0	0
G750-D0845	G749-O0845	olkaiin	f39v	f39	f39v.8	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	oar aiin olkaiin olky dar ald shek chek qokchy dar ain	OPEN	0	0
G750-D0846	G749-O0846	okal	f39v	f39	f39v.9	9	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tar aiin dal ar ain cheor ydam shody okal shd y kshy or	OPEN	0	0
G750-D0847	G749-O0847	okeey	f3r	f3	f3r.14	3	1	0	1	HOT	HOT|END_STAGE	1	1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	NONE	1	1	HOT|END_STAGE	1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	1:qokeey:HOT|END_STAGE:d1	chor qodair okeey qokeey	OPEN	0	0
