visible_unit_serial	register	page	locus	record_or_diagram	position	surface	exact_identity	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_lineage
426	ASTRO_LOCAL	f67r2	f67r2.18	A1	G2	daiin	ASTRO_f67r2_018_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	let it settle	Arbeitsalmanach-Auswahl: let it settle	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
427	ASTRO_LOCAL	f67r2	f67r2.18	A1	G3	dal	ASTRO_f67r2_018_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	then proceed	Arbeitsalmanach-Auswahl: then proceed	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
428	ASTRO_LOCAL	f67r2	f67r2.19	A1	G1	ydchos	ASTRO_f67r2_019_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	let it settle	Arbeitsalmanach-Auswahl: let it settle	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
429	ASTRO_LOCAL	f67r2	f67r2.19	A1	G2	ain	ASTRO_f67r2_019_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	then proceed	Arbeitsalmanach-Auswahl: then proceed	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
430	ASTRO_LOCAL	f67r2	f67r2.19	A1	G3	ar	ASTRO_f67r2_019_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the favourable condition	Arbeitsalmanach-Auswahl: the favourable condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
431	ASTRO_LOCAL	f67r2	f67r2.19	A1	G4	amy	ASTRO_f67r2_019_04	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the adverse condition	Arbeitsalmanach-Auswahl: the adverse condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
432	ASTRO_LOCAL	f67r2	f67r2.20	A1	G1	chocfhy	ASTRO_f67r2_020_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	then proceed	Arbeitsalmanach-Auswahl: then proceed	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
433	ASTRO_LOCAL	f67r2	f67r2.20	A1	G2	saral	ASTRO_f67r2_020_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the favourable condition	Arbeitsalmanach-Auswahl: the favourable condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
434	ASTRO_LOCAL	f67r2	f67r2.21	A1	G1	sain	ASTRO_f67r2_021_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the favourable condition	Arbeitsalmanach-Auswahl: the favourable condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
435	ASTRO_LOCAL	f67r2	f67r2.21	A1	G2	am	ASTRO_f67r2_021_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the adverse condition	Arbeitsalmanach-Auswahl: the adverse condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
436	ASTRO_LOCAL	f67r2	f67r2.21	A1	G3	ar	ASTRO_f67r2_021_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	as written above	Arbeitsalmanach-Auswahl: as written above	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
437	ASTRO_LOCAL	f67r2	f67r2.22	A1	G1	okal	ASTRO_f67r2_022_01	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 2: Jupiter	Arbeitsalmanach-Auswahl: sevenfold governor 2: Jupiter	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
438	ASTRO_LOCAL	f67r2	f67r2.23	A1	G1	oparchy	ASTRO_f67r2_023_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	as written above	Arbeitsalmanach-Auswahl: as written above	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
439	ASTRO_LOCAL	f67r2	f67r2.23	A1	G2	salsain	ASTRO_f67r2_023_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	choose	Arbeitsalmanach-Auswahl: choose	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
440	ASTRO_LOCAL	f67r2	f67r2.24	A1	G1	sodar	ASTRO_f67r2_024_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	choose	Arbeitsalmanach-Auswahl: choose	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
441	ASTRO_LOCAL	f67r2	f67r2.24	A1	G2	ofar	ASTRO_f67r2_024_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the governing influence	Arbeitsalmanach-Auswahl: the governing influence	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
442	ASTRO_LOCAL	f67r2	f67r2.24	A1	G3	ar	ASTRO_f67r2_024_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for this division	Arbeitsalmanach-Auswahl: for this division	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
443	ASTRO_LOCAL	f67r2	f67r2.25	A1	G1	ydam	ASTRO_f67r2_025_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the governing influence	Arbeitsalmanach-Auswahl: the governing influence	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
444	ASTRO_LOCAL	f67r2	f67r2.26	A1	G1	yteoor	ASTRO_f67r2_026_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for this division	Arbeitsalmanach-Auswahl: for this division	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
445	ASTRO_LOCAL	f67r2	f67r2.26	A1	G2	yto	ASTRO_f67r2_026_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon enters	Arbeitsalmanach-Auswahl: when the calendar cycle enters	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
446	ASTRO_LOCAL	f67r2	f67r2.26	A1	G3	ykor	ASTRO_f67r2_026_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	use the indicated remedy	Arbeitsalmanach-Auswahl: use the indicated work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
447	ASTRO_LOCAL	f67r2	f67r2.27	A1	G1	okeo	ASTRO_f67r2_027_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon enters	Arbeitsalmanach-Auswahl: when the calendar cycle enters	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
448	ASTRO_LOCAL	f67r2	f67r2.27	A1	G2	r	ASTRO_f67r2_027_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	use the indicated remedy	Arbeitsalmanach-Auswahl: use the indicated work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
449	ASTRO_LOCAL	f67r2	f67r2.27	A1	G3	aiin	ASTRO_f67r2_027_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	avoid bleeding	Arbeitsalmanach-Auswahl: avoid bleeding	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
450	ASTRO_LOCAL	f67r2	f67r2.27	A1	G4	am	ASTRO_f67r2_027_04	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour washing	Arbeitsalmanach-Auswahl: favour washing	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
451	ASTRO_LOCAL	f67r2	f67r2.28	A1	G1	okain	ASTRO_f67r2_028_01	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 3: Mars	Arbeitsalmanach-Auswahl: sevenfold governor 3: Mars	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
452	ASTRO_LOCAL	f67r2	f67r2.28	A1	G2	am	ASTRO_f67r2_028_02	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 3: Mars	Arbeitsalmanach-Auswahl: sevenfold governor 3: Mars	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
453	ASTRO_LOCAL	f67r2	f67r2.29	A1	G1	ytody	ASTRO_f67r2_029_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	avoid bleeding	Arbeitsalmanach-Auswahl: avoid bleeding	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
454	ASTRO_LOCAL	f67r2	f67r2.29	A1	G2	saiin	ASTRO_f67r2_029_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour washing	Arbeitsalmanach-Auswahl: favour washing	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
455	ASTRO_LOCAL	f67r2	f67r2.30	A1	G1	ochol	ASTRO_f67r2_030_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour washing	Arbeitsalmanach-Auswahl: favour washing	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
456	ASTRO_LOCAL	f67r2	f67r2.30	A1	G2	olol	ASTRO_f67r2_030_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	favour purging	Arbeitsalmanach-Auswahl: favour purging	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
457	ASTRO_LOCAL	f67r2	f67r2.31	A1	G1	opcholdy	ASTRO_f67r2_031_01	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 4: Sun	Arbeitsalmanach-Auswahl: sevenfold governor 4: Sun	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
458	ASTRO_LOCAL	f67r2	f67r2.32	A1	G1	dosar	ASTRO_f67r2_032_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply while warm	Arbeitsalmanach-Auswahl: apply while warm	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
459	ASTRO_LOCAL	f67r2	f67r2.32	A1	G2	odas	ASTRO_f67r2_032_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	wait until the next station	Arbeitsalmanach-Auswahl: wait until the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
460	ASTRO_LOCAL	f67r2	f67r2.32	A1	G3	air	ASTRO_f67r2_032_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	with the usual measure	Arbeitsalmanach-Auswahl: with the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
461	ASTRO_LOCAL	f67r2	f67r2.32	A1	G4	alaiin	ASTRO_f67r2_032_04	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	under the same governor	Arbeitsalmanach-Auswahl: under the same governor	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
462	ASTRO_LOCAL	f67r2	f67r2.33	A1	G1	dokan	ASTRO_f67r2_033_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	wait until the next station	Arbeitsalmanach-Auswahl: wait until the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
463	ASTRO_LOCAL	f67r2	f67r2.33	A1	G2	oear	ASTRO_f67r2_033_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	with the usual measure	Arbeitsalmanach-Auswahl: with the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
464	ASTRO_LOCAL	f67r2	f67r2.33	A1	G3	odal	ASTRO_f67r2_033_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	under the same governor	Arbeitsalmanach-Auswahl: under the same governor	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
465	ASTRO_LOCAL	f67r2	f67r2.34	A1	G1	ofar	ASTRO_f67r2_034_01	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 5: Venus	Arbeitsalmanach-Auswahl: sevenfold governor 5: Venus	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
466	ASTRO_LOCAL	f67r2	f67r2.34	A1	G2	oeoldan	ASTRO_f67r2_034_02	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 5: Venus	Arbeitsalmanach-Auswahl: sevenfold governor 5: Venus	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
467	ASTRO_LOCAL	f67r2	f67r2.35	A1	G1	chol	ASTRO_f67r2_035_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	under the same governor	Arbeitsalmanach-Auswahl: under the same governor	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
468	ASTRO_LOCAL	f67r2	f67r2.35	A1	G2	giin	ASTRO_f67r2_035_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at night	Arbeitsalmanach-Auswahl: at night	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
469	ASTRO_LOCAL	f67r2	f67r2.35	A1	G3	okol	ASTRO_f67r2_035_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	in the morning	Arbeitsalmanach-Auswahl: in the morning	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
470	ASTRO_LOCAL	f67r2	f67r2.36	A1	G1	ytor	ASTRO_f67r2_036_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at night	Arbeitsalmanach-Auswahl: at night	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
471	ASTRO_LOCAL	f67r2	f67r2.36	A1	G2	daiin	ASTRO_f67r2_036_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	in the morning	Arbeitsalmanach-Auswahl: in the morning	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
472	ASTRO_LOCAL	f67r2	f67r2.36	A1	G3	or	ASTRO_f67r2_036_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for the sick person	Arbeitsalmanach-Auswahl: for the sick person	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
473	ASTRO_LOCAL	f67r2	f67r2.37	A1	G1	ytoaiin	ASTRO_f67r2_037_01	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 6: Mercury	Arbeitsalmanach-Auswahl: sevenfold governor 6: Mercury	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
474	ASTRO_LOCAL	f67r2	f67r2.38	A1	G1	otoldos	ASTRO_f67r2_038_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for the sick person	Arbeitsalmanach-Auswahl: for the sick person	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
475	ASTRO_LOCAL	f67r2	f67r2.38	A1	G2	octhole	ASTRO_f67r2_038_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at the affected place	Arbeitsalmanach-Auswahl: at the marked worksite	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
476	ASTRO_LOCAL	f67r2	f67r2.39	A1	G1	sor	ASTRO_f67r2_039_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	at the affected place	Arbeitsalmanach-Auswahl: at the marked worksite	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
477	ASTRO_LOCAL	f67r2	f67r2.39	A1	G2	chedaiin	ASTRO_f67r2_039_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat once	Arbeitsalmanach-Auswahl: repeat once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
478	ASTRO_LOCAL	f67r2	f67r2.39	A1	G3	dy	ASTRO_f67r2_039_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	do not overheat	Arbeitsalmanach-Auswahl: do not overheat	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
