astro_serial	page	locus	diagram_id	group_index_in_locus	surface	astro_token_id	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_class	confidence	source_lineage
101	f67r2	f67r2.41	A1	1	ytoeopchey	ASTRO_f67r2_041_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	do not overheat	Arbeitsalmanach-Auswahl: do not overheat	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
102	f67r2	f67r2.41	A1	2	chekody	ASTRO_f67r2_041_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	let it settle	Arbeitsalmanach-Auswahl: let it settle	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
103	f67r2	f67r2.42	A1	1	sosho	ASTRO_f67r2_042_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	let it settle	Arbeitsalmanach-Auswahl: let it settle	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
104	f67r2	f67r2.42	A1	2	chos	ASTRO_f67r2_042_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	then proceed	Arbeitsalmanach-Auswahl: then proceed	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
105	f67r2	f67r2.42	A1	3	ockhy	ASTRO_f67r2_042_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the favourable condition	Arbeitsalmanach-Auswahl: the favourable condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
106	f67r2	f67r2.43	A1	1	daiin	ASTRO_f67r2_043_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	then proceed	Arbeitsalmanach-Auswahl: then proceed	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
107	f67r2	f67r2.43	A1	2	aiin	ASTRO_f67r2_043_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the favourable condition	Arbeitsalmanach-Auswahl: the favourable condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
108	f67r2	f67r2.43	A1	3	os	ASTRO_f67r2_043_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the adverse condition	Arbeitsalmanach-Auswahl: the adverse condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
109	f67r2	f67r2.43	A1	4	qsg	ASTRO_f67r2_043_04	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	as written above	Arbeitsalmanach-Auswahl: as written above	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
110	f67r2	f67r2.44	A1	1	ofydy	ASTRO_f67r2_044_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the favourable condition	Arbeitsalmanach-Auswahl: the favourable condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
111	f67r2	f67r2.44	A1	2	sheody	ASTRO_f67r2_044_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the adverse condition	Arbeitsalmanach-Auswahl: the adverse condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
112	f67r2	f67r2.44	A1	3	aiin	ASTRO_f67r2_044_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	as written above	Arbeitsalmanach-Auswahl: as written above	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
113	f67r2	f67r2.45	A1	1	ycheody	ASTRO_f67r2_045_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the adverse condition	Arbeitsalmanach-Auswahl: the adverse condition	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
114	f67r2	f67r2.45	A1	2	es	ASTRO_f67r2_045_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	as written above	Arbeitsalmanach-Auswahl: as written above	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
115	f67r2	f67r2.45	A1	3	odaiiin	ASTRO_f67r2_045_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	choose	Arbeitsalmanach-Auswahl: choose	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
116	f67r2	f67r2.46	A1	1	yekees	ASTRO_f67r2_046_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	as written above	Arbeitsalmanach-Auswahl: as written above	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
117	f67r2	f67r2.46	A1	2	oraly	ASTRO_f67r2_046_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	choose	Arbeitsalmanach-Auswahl: choose	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
118	f67r2	f67r2.47	A1	1	yfain	ASTRO_f67r2_047_01	ASTRO_LOCAL_SLOT:SEVENFOLD_GOVERNOR	NOT_APPLICABLE_ASTRO_LOCAL	sevenfold governor 7: Moon	Arbeitsalmanach-Auswahl: sevenfold governor 7: calendar cycle	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SEVENFOLD_GOVERNOR	.29	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
119	f67r2	f67r2.48	A1	1	todaiin	ASTRO_f67r2_048_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	the governing influence	Arbeitsalmanach-Auswahl: the governing influence	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
120	f67r2	f67r2.48	A1	2	dain	ASTRO_f67r2_048_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for this division	Arbeitsalmanach-Auswahl: for this division	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
121	f67r2	f67r2.48	A1	3	dy	ASTRO_f67r2_048_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon enters	Arbeitsalmanach-Auswahl: when the calendar cycle enters	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
122	f67r2	f67r2.49	A1	1	os	ASTRO_f67r2_049_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	for this division	Arbeitsalmanach-Auswahl: for this division	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
123	f67r2	f67r2.49	A1	2	choer	ASTRO_f67r2_049_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon enters	Arbeitsalmanach-Auswahl: when the calendar cycle enters	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
124	f67r2	f67r2.49	A1	3	aiin	ASTRO_f67r2_049_03	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	use the indicated remedy	Arbeitsalmanach-Auswahl: use the indicated work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
125	f67r2	f67r2.50	A1	1	choeea	ASTRO_f67r2_050_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon enters	Arbeitsalmanach-Auswahl: when the calendar cycle enters	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
126	f67r2	f67r2.50	A1	2	sal	ASTRO_f67r2_050_02	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	use the indicated remedy	Arbeitsalmanach-Auswahl: use the indicated work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
127	f67r2	f67r2.51	A1	1	dadaiin	ASTRO_f67r2_051_01	ASTRO_LOCAL_SLOT:SELECTOR_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	use the indicated remedy	Arbeitsalmanach-Auswahl: use the indicated work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	SELECTOR_RULE_PROSE	.18	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
128	f67r2	f67r2.52	A1	1	qotoear	ASTRO_f67r2_052_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 1: life and body	Arbeitsalmanach-Auswahl: house 1: life and body	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
129	f67r2	f67r2.53	A1	1	dchdar	ASTRO_f67r2_053_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 2: goods and wealth	Arbeitsalmanach-Auswahl: house 2: goods and wealth	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
130	f67r2	f67r2.54	A1	1	y	ASTRO_f67r2_054_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 3: siblings and messages	Arbeitsalmanach-Auswahl: house 3: siblings and messages	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
131	f67r2	f67r2.54	A1	2	saldal	ASTRO_f67r2_054_02	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	its permitted application	Arbeitsalmanach-Auswahl: its permitted work pass	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
132	f67r2	f67r2.55	A1	1	ytodal	ASTRO_f67r2_055_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 4: home and land	Arbeitsalmanach-Auswahl: house 4: home and land	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
133	f67r2	f67r2.56	A1	1	tol	ASTRO_f67r2_056_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 5: children and pleasure	Arbeitsalmanach-Auswahl: house 5: children and pleasure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
134	f67r2	f67r2.56	A1	2	daiin	ASTRO_f67r2_056_02	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	its permitted application	Arbeitsalmanach-Auswahl: its permitted work pass	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
135	f67r2	f67r2.57	A1	1	otar	ASTRO_f67r2_057_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 6: illness and service	Arbeitsalmanach-Auswahl: house 6: illness and service	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
136	f67r2	f67r2.57	A1	2	dy	ASTRO_f67r2_057_02	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	its permitted application	Arbeitsalmanach-Auswahl: its permitted work pass	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
137	f67r2	f67r2.58	A1	1	cho	ASTRO_f67r2_058_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 7: marriage and partners	Arbeitsalmanach-Auswahl: house 7: marriage and partners	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
138	f67r2	f67r2.58	A1	2	dal	ASTRO_f67r2_058_02	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	its permitted application	Arbeitsalmanach-Auswahl: its permitted work pass	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
139	f67r2	f67r2.58	A1	3	g	ASTRO_f67r2_058_03	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	its warning	Arbeitsalmanach-Auswahl: its warning	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
140	f67r2	f67r2.59	A1	1	ytchodly	ASTRO_f67r2_059_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 8: death and inheritance	Arbeitsalmanach-Auswahl: house 8: death and inheritance	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
141	f67r2	f67r2.60	A1	1	octhys	ASTRO_f67r2_060_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 9: journeys and learning	Arbeitsalmanach-Auswahl: house 9: journeys and learning	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
142	f67r2	f67r2.61	A1	1	ytokar	ASTRO_f67r2_061_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 10: office and dignity	Arbeitsalmanach-Auswahl: house 10: office and dignity	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
143	f67r2	f67r2.62	A1	1	otolor	ASTRO_f67r2_062_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 11: friends and aid	Arbeitsalmanach-Auswahl: house 11: friends and aid	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
144	f67r2	f67r2.63	A1	1	okodar	ASTRO_f67r2_063_01	ASTRO_LOCAL_SLOT:ASTROLOGICAL_HOUSE	NOT_APPLICABLE_ASTRO_LOCAL	house 12: confinement and hidden enemies	Arbeitsalmanach-Auswahl: house 12: confinement and hidden enemies	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	ASTROLOGICAL_HOUSE	.25	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
145	f67r2	f67r2.64	A1	1	s	ASTRO_f67r2_064_01	ASTRO_LOCAL_SLOT:CENTRAL_CONDITION_SECTOR	NOT_APPLICABLE_ASTRO_LOCAL	central condition sector 1: hot and dry	Arbeitsalmanach-Auswahl: central condition sector 1: hot and dry	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	CENTRAL_CONDITION_SECTOR	.22	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
146	f67r2	f67r2.64	A1	2	air	ASTRO_f67r2_064_02	ASTRO_LOCAL_SLOT:CENTRAL_CONDITION_SECTOR	NOT_APPLICABLE_ASTRO_LOCAL	central condition sector 1: hot and dry	Arbeitsalmanach-Auswahl: central condition sector 1: hot and dry	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	CENTRAL_CONDITION_SECTOR	.22	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
147	f67r2	f67r2.65	A1	1	soear	ASTRO_f67r2_065_01	ASTRO_LOCAL_SLOT:CENTRAL_CONDITION_SECTOR	NOT_APPLICABLE_ASTRO_LOCAL	central condition sector 2: warm and dry	Arbeitsalmanach-Auswahl: central condition sector 2: warm and dry	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	CENTRAL_CONDITION_SECTOR	.22	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
148	f67r2	f67r2.66	A1	1	cpheey	ASTRO_f67r2_066_01	ASTRO_LOCAL_SLOT:CENTRAL_CONDITION_SECTOR	NOT_APPLICABLE_ASTRO_LOCAL	central condition sector 3: warm and moist	Arbeitsalmanach-Auswahl: central condition sector 3: warm and moist	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	CENTRAL_CONDITION_SECTOR	.22	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
149	f67r2	f67r2.67	A1	1	okodar	ASTRO_f67r2_067_01	ASTRO_LOCAL_SLOT:CENTRAL_CONDITION_SECTOR	NOT_APPLICABLE_ASTRO_LOCAL	central condition sector 4: hot and moist	Arbeitsalmanach-Auswahl: central condition sector 4: hot and moist	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	CENTRAL_CONDITION_SECTOR	.22	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
150	f67r2	f67r2.68	A1	1	oepchod	ASTRO_f67r2_068_01	ASTRO_LOCAL_SLOT:CENTRAL_CONDITION_SECTOR	NOT_APPLICABLE_ASTRO_LOCAL	central condition sector 5: cold and moist	Arbeitsalmanach-Auswahl: central condition sector 5: cold and moist	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	CENTRAL_CONDITION_SECTOR	.22	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
151	f67r2	f67r2.69	A1	1	s	ASTRO_f67r2_069_01	ASTRO_LOCAL_SLOT:CENTRAL_CONDITION_SECTOR	NOT_APPLICABLE_ASTRO_LOCAL	central condition sector 6: cool and moist	Arbeitsalmanach-Auswahl: central condition sector 6: cool and moist	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT	CENTRAL_CONDITION_SECTOR	.22	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
