field_serial	field_id	page	record	record_unit_id	locus	field_ordinal_in_locus	field_ordinal_in_record	event_count	surface_sequence	formal_sequence_opaque	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	closure_status	source_lineage
72	F072	f83r	1	B3	f83r.3	2	2	2	qotal chkeedy	MARK(<ARG_AL>) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	zum unteren Ablauf hin ; tauche vollständig ein und beende den Schritt	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 2/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
73	F073	f83r	1	B3	f83r.3	3	3	4	chey daiin chey lchedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | MASS? | UNKNOWN | ABLASSEN?	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 3/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
74	F074	f83r	1	B3	f83r.3	4	4	3	qokaiin qotal dar	SET(<ARG_AIIN>) | MARK(<ARG_AL>) | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN	beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 4/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
75	F075	f83r	1	B3	f83r.6	1	5	1	schedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 5/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
76	F076	f83r	1	B3	f83r.6	2	6	3	chedchy qokal olchedy	VARIANT_D(OPAQUE_PAYLOAD) | SET(<ARG_AL>) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN	gieße das erwärmte Wasser ein ; mische beide Anteile zusammen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 6/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
77	F077	f83r	1	B3	f83r.6	3	7	3	qokaiin chedy qokeedy	SET(<ARG_AIIN>) | VARIANT_D(OPAQUE_PAYLOAD) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN	beginne den nächsten abgemessenen Posten ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 7/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
78	F078	f83r	1	B3	f83r.6	4	8	1	lchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	ABLASSEN?	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 8/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=0;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
79	F079	f83r	1	B3	f83r.6	5	9	1	qoky	OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	VERWENDEN?	Die aktive Portion verwenden	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 9/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=0;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
80	F080	f83r	1	B3	f83r.8	1	10	2	pchedal otedy	OPAQUE_PAYLOAD + <ARG_AL> | CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt	Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 10/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
81	F081	f83r	1	B3	f83r.8	2	11	4	shecthedchy qoky chedy chary	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | VARIANT_D(OPAQUE_PAYLOAD) | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | VERWENDEN? | UNKNOWN | UNKNOWN	wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	durch Stationen führen [Ganzfeldexemplar B3, Feld 11/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
82	F082	f83r	1	B3	f83r.11	1	12	2	sor shedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	BEREITUNG? | UNKNOWN	Die bereitete Arbeitsflüssigkeit ; lasse es bis zur Bereitschaft stehen und beende den Schritt	durch Stationen führen [Ganzfeldexemplar B3, Feld 12/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
83	F083	f83r	1	B3	f83r.11	2	13	4	qokaiin chkain shcthey qokedy	SET(<ARG_AIIN>) | OPAQUE_PAYLOAD + <ARG_AIN> | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN | SPÜLEN?	beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt	durch Stationen führen [Ganzfeldexemplar B3, Feld 13/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=3;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
84	F084	f83r	1	B3	f83r.11	3	14	2	okair sheedy	SET(<ARG_AIR>) | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	öffne danach den oberen Lauf ; wasche einmal und beende den Schritt	durch Stationen führen [Ganzfeldexemplar B3, Feld 14/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
85	F085	f83r	1	B3	f83r.11	4	15	1	lchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	ABLASSEN?	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	durch Stationen führen [Ganzfeldexemplar B3, Feld 15/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=0;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
86	F086	f83r	1	B3	f83r.11	5	16	1	lo	OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN	schließe den unteren Ablauf	durch Stationen führen [Ganzfeldexemplar B3, Feld 16/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
87	F087	f83r	1	B3	f83r.14	1	17	1	qokchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	lasse es abkühlen und beende den Schritt	durch Stationen führen [Ganzfeldexemplar B3, Feld 17/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
88	F088	f83r	1	B3	f83r.14	2	18	1	qokeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	durch Stationen führen [Ganzfeldexemplar B3, Feld 18/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
89	F089	f83r	1	B3	f83r.14	3	19	1	shedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	lasse es bis zur Bereitschaft stehen und beende den Schritt	durch Stationen führen [Ganzfeldexemplar B3, Feld 19/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
90	F090	f83r	1	B3	f83r.14	4	20	1	qokshedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	koche sanft und beende diesen Arbeitsschritt	absetzen und klären [Ganzfeldexemplar B3, Feld 20/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
91	F091	f83r	1	B3	f83r.14	5	21	2	dal lchedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	AN? | ABLASSEN?	An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 21/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=0;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
92	F092	f83r	1	B3	f83r.14	6	22	4	qokaiin shcthy dal sy	SET(<ARG_AIIN>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | BEREIT? | AN? | UNKNOWN	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion	absetzen und klären [Ganzfeldexemplar B3, Feld 22/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
93	F093	f83r	1	B3	f83r.15	1	23	7	saiin shedal shecthy chey tal shcthy dalchdy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD + <ARG_AL> | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	MASS? | UNKNOWN | UNKNOWN | UNKNOWN | AN? | BEREIT? | UNKNOWN	Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 23/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=4;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
94	F094	f83r	1	B3	f83r.15	2	24	1	qotchedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	mische zu gleichen Teilen und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 24/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
95	F095	f83r	1	B3	f83r.15	3	25	1	lchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	ABLASSEN?	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 25/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=0;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
96	F096	f83r	1	B3	f83r.16	1	26	1	tchedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 26/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
97	F097	f83r	1	B3	f83r.16	2	27	1	qokchdy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	erwärme es einmal und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 27/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
98	F098	f83r	1	B3	f83r.16	3	28	6	cheedar chldaiin chedy qokain checthy chealror	OPAQUE_PAYLOAD + <ARG_AR> | OPAQUE_PAYLOAD + <ARG_AIIN> | VARIANT_D(OPAQUE_PAYLOAD) | SET(<ARG_AIN>) | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN | BEREIT? | UNKNOWN	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird	absetzen und klären [Ganzfeldexemplar B3, Feld 28/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=5;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
99	F099	f83r	1	B3	f83r.20	1	29	1	solkeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	lasse die Flüssigkeit sich setzen und beende den Schritt	absetzen und klären [Ganzfeldexemplar B3, Feld 29/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
100	F100	f83r	1	B3	f83r.20	2	30	1	qoteedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	binde es auf die Stelle und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 30/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
101	F101	f83r	1	B3	f83r.20	3	31	2	qokeey qokedy	OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	WARM? | SPÜLEN?	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 31/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=0;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
102	F102	f83r	1	B3	f83r.20	4	32	3	sol cheeety qokedy	FRAME_O(LINK) | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | SPÜLEN?	Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 32/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
103	F103	f83r	1	B3	f83r.20	5	33	2	qoky saiin	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD	FIELD_OPEN:NONCLOSE* TERMINAL?	VERWENDEN? | MASS?	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 33/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=0;EXEMPLAR_REQUIRED	OPEN	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
104	F104	f83r	1	B3	f83r.22	1	34	2	schedair otchedy	OPAQUE_PAYLOAD + <ARG_AIR> | CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN	ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 34/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=2;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
105	F105	f83r	1	B3	f83r.22	2	35	1	qokeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 35/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
106	F106	f83r	1	B3	f83r.22	3	36	5	chedain chedy qotedaiin otaiin otedy	OPAQUE_PAYLOAD + <ARG_AIN> | VARIANT_D(OPAQUE_PAYLOAD) | FRAME_OT(OPAQUE_PAYLOAD + <ARG_AIIN>) | MARK(<ARG_AIIN>) | CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN	beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 36/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=5;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
107	F107	f83r	1	B3	f83r.22	4	37	1	ldy	CLOSE(LINK)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	ziehe es ab und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 37/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
108	F108	f83r	1	B3	f83r.24	1	38	6	soiiin checthy chety otaiin olsaly shedy	OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | OPAQUE_PAYLOAD | MARK(<ARG_AIIN>) | OPAQUE_PAYLOAD | CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN | BEREIT? | UNKNOWN | UNKNOWN | UNKNOWN | UNKNOWN	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Zyklus wiederholen [Ganzfeldexemplar B3, Feld 38/38]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=5;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
109	F109	f83r	2	B4	f83r.25	1	1	1	qokeedy	CLOSE(OPAQUE_PAYLOAD)	FIELD_TERMINAL:NONCLOSE* TERMINAL?	UNKNOWN	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 1/20]	WHOLE_FIELD_EXPANSIONS_NOT_COMPOSITIONAL;UNKNOWN_MNEMONIC_EVENTS=1;EXEMPLAR_REQUIRED	TERMINAL	V49_135_FIELD_TRANSLATION>V52_FIELD_GRAMMAR>V53/V54_RECORD_DEFAULTS>V58_RIVAL>V59_R1
