field_id	page	physical_line	record_number	unit_id	field_ordinal	event_count	surface_sequence	exact_opaque_id_sequence	formal_sequence	formal_operation_sequence_German	global_mnemonic_sequence_German	licensed_context_prompt_sequence_German	closure_status	creative_local_field_expansion_German_V49	unit_reading_ref	line_is_sentence	field_grammar	text_completion_contract	source_artifact
F0098	f83r	f83r.16	1	B3	3	6	cheedar chldaiin chedy qokain checthy chealror	342c3f0777337648f4b3 | d72f71baff01cd0a0406 | 6f7ff8287eddf4da9fdb | 1645e612504fcef59ced | e0b630cb1b5df5e7105b | d788d8d72d41b25a3c71	UNKNOWN_HOST[ED] + <ARG_AR> | UNKNOWN_HOST[LD] + <ARG_AIIN> | VARIANT_D(UNKNOWN_HOST[Y]) | SET(<ARG_AIN>) | UNKNOWN_HOST[CTHY] | UNKNOWN_HOST[ALROR]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | SETZEN | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | BEREIT? | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE | NONE | NONE	OPEN	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0099	f83r	f83r.20	1	B3	1	1	solkeedy	3b70942557b3a40e8030	CLOSE(UNKNOWN_HOST[OLKEE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	lasse die Flüssigkeit sich setzen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0100	f83r	f83r.20	1	B3	2	1	qoteedy	ff178343c18e287ce3b7	CLOSE(FRAME_OT(UNKNOWN_HOST[EE]))	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	binde es auf die Stelle und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0101	f83r	f83r.20	1	B3	3	2	qokeey qokedy	0275fbf14e07935b0a45 | 7db18b2f0fb7ed0fcfd3	UNKNOWN_HOST[OKEEY] | CLOSE(UNKNOWN_HOST[OKE])	NONE_SELECTED | FELDABSCHLUSS	WARM? | SPÜLEN?	NONE | NONE	CLOSED	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0102	f83r	f83r.20	1	B3	4	3	sol cheeety qokedy	dcda95c81a5460feb191 | 9247e38d29c79a0d2fa5 | 7db18b2f0fb7ed0fcfd3	FRAME_O(LINK) | UNKNOWN_HOST[EETY] | CLOSE(UNKNOWN_HOST[OKE])	AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | SPÜLEN?	AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE | NONE	CLOSED	Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0103	f83r	f83r.20	1	B3	5	2	qoky saiin	276a7c2d74d1143446f4 | 2f1c5e56e8f0ff459065	UNKNOWN_HOST[OKY] | UNKNOWN_HOST[AIIN]	NONE_SELECTED | NONE_SELECTED	VERWENDEN? | MASS?	NONE | NONE	OPEN	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0104	f83r	f83r.22	1	B3	1	2	schedair otchedy	b154ff779abe5f196c80 | 4de12cf322dfb76ded1e	UNKNOWN_HOST[CHED] + <ARG_AIR> | CLOSE(FRAME_OT(UNKNOWN_HOST[CHE]))	NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE	CLOSED	ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0105	f83r	f83r.22	1	B3	2	1	qokeedy	7d25241b0e56c836372a	CLOSE(UNKNOWN_HOST[OKEE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0106	f83r	f83r.22	1	B3	3	5	chedain chedy qotedaiin otaiin otedy	d784b2abcaf1a3703de2 | 6f7ff8287eddf4da9fdb | 1779decef17481ec2853 | 54d0e228ca346110af05 | c45ebac60774620561e2	UNKNOWN_HOST[D] + <ARG_AIN> | VARIANT_D(UNKNOWN_HOST[Y]) | FRAME_OT(UNKNOWN_HOST[ED] + <ARG_AIIN>) | MARK(<ARG_AIIN>) | CLOSE(FRAME_OT(UNKNOWN_HOST[E]))	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | MARKIEREN | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE | NONE	CLOSED	beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0107	f83r	f83r.22	1	B3	4	1	ldy	04a3877f0fc81b7597c9	CLOSE(LINK)	VERKNÜPFEN + FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	ziehe es ab und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0108	f83r	f83r.24	1	B3	1	6	soiiin checthy chety otaiin olsaly shedy	2c82523794dcb7d2b343 | e0b630cb1b5df5e7105b | 80ebbbbf238eee9f0aef | 54d0e228ca346110af05 | 7811a7daff25d476e28d | bc4f1f5c006c74a4d26d	UNKNOWN_HOST[OIIIN] | UNKNOWN_HOST[CTHY] | UNKNOWN_HOST[TY] | MARK(<ARG_AIIN>) | UNKNOWN_HOST[OLSALY] | CLOSE(UNKNOWN_HOST[E])	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | MARKIEREN | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | BEREIT? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE | NONE | NONE	CLOSED	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	B3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0109	f83r	f83r.25	2	B4	1	1	qokeedy	7d25241b0e56c836372a	CLOSE(UNKNOWN_HOST[OKEE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0110	f83r	f83r.25	2	B4	2	3	qolchey qokeey qokedy	e2eb77ca9d9e1a8ba29a | 0275fbf14e07935b0a45 | 7db18b2f0fb7ed0fcfd3	UNKNOWN_HOST[OLCHEY] | UNKNOWN_HOST[OKEEY] | CLOSE(UNKNOWN_HOST[OKE])	NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | WARM? | SPÜLEN?	NONE | NONE | NONE	CLOSED	fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0111	f83r	f83r.25	2	B4	3	2	chedy otal	6f7ff8287eddf4da9fdb | 90bcf0a9ec0ef56399e6	VARIANT_D(UNKNOWN_HOST[Y]) | MARK(<ARG_AL>)	NONE_SELECTED | MARKIEREN	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE	OPEN	rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0112	f83r	f83r.26	2	B4	1	5	otchey qokeey qoky tol shedy	faf321940aed922846a9 | 0275fbf14e07935b0a45 | 276a7c2d74d1143446f4 | dcda95c81a5460feb191 | bc4f1f5c006c74a4d26d	FRAME_OT(UNKNOWN_HOST[CHEY]) | UNKNOWN_HOST[OKEEY] | UNKNOWN_HOST[OKY] | FRAME_O(LINK) | CLOSE(UNKNOWN_HOST[E])	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | FELDABSCHLUSS	TEIL? | WARM? | VERWENDEN? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE	CLOSED	Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0113	f83r	f83r.26	2	B4	2	1	qokylddy	eb2e4bc143f623ee03ac	CLOSE(UNKNOWN_HOST[OKYLD])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	binde es auf die Stelle und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0114	f83r	f83r.27	2	B4	1	3	dain chedy qokeedy	53cd0637c6820ba5e91f | 6f7ff8287eddf4da9fdb | 7d25241b0e56c836372a	UNKNOWN_HOST[AIN] | VARIANT_D(UNKNOWN_HOST[Y]) | CLOSE(UNKNOWN_HOST[OKEE])	NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE	CLOSED	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0115	f83r	f83r.27	2	B4	2	1	shckhedy	d68bc8de3bcee09db23c	CLOSE(UNKNOWN_HOST[CKHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	seihe es einmal durch ein Tuch und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0116	f83r	f83r.27	2	B4	3	1	shckhedy	d68bc8de3bcee09db23c	CLOSE(UNKNOWN_HOST[CKHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	seihe es einmal durch ein Tuch und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0117	f83r	f83r.28	2	B4	1	4	saiin cheeky sheey qokedy	2f1c5e56e8f0ff459065 | 2c1a5fd92b9e3c762242 | 92e43836d82f98bf02d3 | 7db18b2f0fb7ed0fcfd3	UNKNOWN_HOST[AIIN] | UNKNOWN_HOST[EKY] | UNKNOWN_HOST[EEY] | CLOSE(UNKNOWN_HOST[OKE])	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	MASS? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | SPÜLEN?	NONE | NONE | NONE | NONE	CLOSED	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0118	f83r	f83r.28	2	B4	2	1	shedy	bc4f1f5c006c74a4d26d	CLOSE(UNKNOWN_HOST[E])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	lasse es bis zur Bereitschaft stehen und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0119	f83r	f83r.28	2	B4	3	1	oldy	1b1ffdd869fb1429ad03	CLOSE(FRAME_O(LINK))	VERKNÜPFEN + FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	koche sanft und beende diesen Arbeitsschritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0120	f83r	f83r.35	2	B4	1	5	saiin cheky okeeol okain chdy	2f1c5e56e8f0ff459065 | d904bf7b044dd3922781 | daf32e6db9e04413ce7f | 1645e612504fcef59ced | 6f7ff8287eddf4da9fdb	UNKNOWN_HOST[AIIN] | UNKNOWN_HOST[KY] | UNKNOWN_HOST[OKEEOL] | SET(<ARG_AIN>) | VARIANT_D(UNKNOWN_HOST[Y])	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | SETZEN | NONE_SELECTED	MASS? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE | NONE	OPEN	Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0121	f83r	f83r.37	2	B4	1	2	sol lkedy	dcda95c81a5460feb191 | b958a512ca6a3559e86e	FRAME_O(LINK) | CLOSE(UNKNOWN_HOST[LKE])	AKTIVEN ARBEITSSTAND VERKNUEPFEN | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE	CLOSED	Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0122	f83r	f83r.37	2	B4	2	1	lchedy	de7321bface5628e35d6	CLOSE(UNKNOWN_HOST[LCHE])	FELDABSCHLUSS	ABLASSEN?	NONE	CLOSED	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0123	f83r	f83r.37	2	B4	3	2	qokol shedy	232195d6ff2f326322f7 | bc4f1f5c006c74a4d26d	UNKNOWN_HOST[OKOL] | CLOSE(UNKNOWN_HOST[E])	NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE	CLOSED	lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0124	f83r	f83r.38	2	B4	1	4	or chey qockhey dairydy	7a4bb8136330ee4e6e56 | b921a237be883a820352 | ecce30bc8dcc400bf2c8 | 8aedd154964a78e555d6	UNKNOWN_HOST[OR] | UNKNOWN_HOST[Y] | UNKNOWN_HOST[OCKHEY] | CLOSE(UNKNOWN_HOST[AIRY])	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	BEREITUNG? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE	CLOSED	Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0125	f83r	f83r.39	2	B4	1	4	qokain shey kain chckhal	1645e612504fcef59ced | b5df9126607030b95175 | 9da1b6ac2c929daea697 | 21ed2873b71e57269c08	SET(<ARG_AIN>) | UNKNOWN_HOST[EY] | UNKNOWN_HOST[K] + <ARG_AIN> | UNKNOWN_HOST[CKH] + <ARG_AL>	SETZEN | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | KLAR? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE	OPEN	gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0126	f83r	f83r.41	2	B4	1	2	solkey lchedy	42cdc187d5b9ffc60063 | de7321bface5628e35d6	UNKNOWN_HOST[OLKEY] | CLOSE(UNKNOWN_HOST[LCHE])	NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | ABLASSEN?	NONE | NONE	CLOSED	öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0127	f83r	f83r.41	2	B4	2	2	qolkain dal	94df4847b7b16c98394a | dd0ecaf5e27d81befffc	UNKNOWN_HOST[OLK] + <ARG_AIN> | UNKNOWN_HOST[AL]	NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | AN?	NONE | NONE	OPEN	das untere Becken ; An die bezeichnete Zielstelle führen	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0128	f83r	f83r.44	2	B4	1	2	skar shedy	883a6708116c342cb10b | bc4f1f5c006c74a4d26d	UNKNOWN_HOST[K] + <ARG_AR> | CLOSE(UNKNOWN_HOST[E])	NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE	CLOSED	gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt	B4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0129	f83r	f83r.47	3	B5	1	1	otchdy	601b77449028deed39de	CLOSE(FRAME_OT(UNKNOWN_HOST[CH]))	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	ziehe es ab und beende den Schritt	B5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0130	f83r	f83r.47	3	B5	2	1	qokchdy	87411f84689b4f93a303	CLOSE(UNKNOWN_HOST[OKCH])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	erwärme es einmal und beende den Schritt	B5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0131	f83r	f83r.47	3	B5	3	1	shedal	abb23e5e6936b4147f76	UNKNOWN_HOST[ED] + <ARG_AL>	NONE_SELECTED	UNKNOWN_EXEMPLAR	NONE	OPEN	für einen Zeitabschnitt	B5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0132	f83r	f83r.48	3	B5	1	5	dal cheol lol chdal aiin	dd0ecaf5e27d81befffc | dcda95c81a5460feb191 | 8c97dfde96fbc78e3355 | 00d8ebe3c68294eeac39 | 2f1c5e56e8f0ff459065	UNKNOWN_HOST[AL] | FRAME_O(LINK) | UNKNOWN_HOST[LOL] | UNKNOWN_HOST[D] + <ARG_AL> | UNKNOWN_HOST[AIIN]	NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	AN? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | MASS?	NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE | NONE | NONE	OPEN	An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß	B5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0133	f83r	f83r.49	3	B5	1	3	sol daiiin chedy	dcda95c81a5460feb191 | fcc1deda9e24ec268eb0 | 6f7ff8287eddf4da9fdb	FRAME_O(LINK) | UNKNOWN_HOST[AIIIN] | VARIANT_D(UNKNOWN_HOST[Y])	AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE | NONE	OPEN	Mit der vorigen Zubereitung weiter ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist	B5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0134	f83r	f83r.52	4	B6	1	4	solkeey qekey raly ol	1bfd786e6b8b63734a59 | 43eb9aa12959b4d5cdc9 | 3e9c7f217843b588489d | dcda95c81a5460feb191	UNKNOWN_HOST[OLKEEY] | UNKNOWN_HOST[EKEY] | UNKNOWN_HOST[RALY] | FRAME_O(LINK)	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN	OPEN	setze die Person an das Becken ; ohne Kochen ; die erste Öffnung ; Mit der vorigen Zubereitung weiter	B6	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0135	f83r	f83r.54	4	B6	1	5	daiin ol dain chey ldalor	2f1c5e56e8f0ff459065 | dcda95c81a5460feb191 | 53cd0637c6820ba5e91f | b921a237be883a820352 | 97ddca78c9ebcc956d04	UNKNOWN_HOST[AIIN] | FRAME_O(LINK) | UNKNOWN_HOST[AIN] | UNKNOWN_HOST[Y] | UNKNOWN_HOST[LDALOR]	NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	MASS? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	VORGABEPARAMETER? | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE | NONE | NONE	OPEN	Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle	B6	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
