unified_serial	item_kind	section	page	unit_id	locus	local_id	opaque_identity	surface_display_only	owner	namespace	autonomous_primary_reading	optional_master_gloss	occurrence_bound_exemplar	visible_count	source_token_count	strongest_contradiction	semantic_ceiling
533	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.69	A1:G152	A1:G152	ay	A1_RIGHT_PHASE_STATION_06	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R06: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
534	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.70	A1:G153	A1:G153	osar	A1_RIGHT_PHASE_STATION_07	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Vollständiges lokales Etikett: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R07: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
535	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.71	A1:G154	A1:G154	oran	A1_RIGHT_PHASE_STATION_08	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Vollständiges lokales Etikett: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R08: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
536	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G155	A1:G155	dar	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 01/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
537	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G156	A1:G156	aldaiin	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 02/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
538	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G157	A1:G157	ydaiin	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 03/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
539	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G158	A1:G158	qkoy	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 04/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
540	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G159	A1:G159	ydaiin	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 05/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
541	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G160	A1:G160	qofair	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 06/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
542	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G161	A1:G161	ypair	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 07/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
543	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G162	A1:G162	ykoaiin	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 08/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
544	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G163	A1:G163	ydoly	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 09/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
545	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G164	A1:G164	ytalchos	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 10/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
546	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G165	A1:G165	oly	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 11/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
547	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.72	A1:G166	A1:G166	okey	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 12/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
548	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.73	A1:G167	A1:G167	sshey	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 01/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
549	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.73	A1:G168	A1:G168	sy	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 02/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
550	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.73	A1:G169	A1:G169	shees	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 03/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
551	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.73	A1:G170	A1:G170	qeykeey	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 04/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
552	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.73	A1:G171	A1:G171	ykchey	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 05/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
553	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.73	A1:G172	A1:G172	ykchey	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 06/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
554	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.73	A1:G173	A1:G173	qokeochy	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 07/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
555	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.73	A1:G174	A1:G174	oaiin	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 08/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
556	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.73	A1:G175	A1:G175	okol	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 09/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
557	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.73	A1:G176	A1:G176	ar	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 10/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
558	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.73	A1:G177	A1:G177	olar	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 11/11 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, äußeres Textband: Selbständige Zeichen-, Kalender- oder Phasenrubrik des rechten Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das linke Rad.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
559	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.74	A1:G178	A1:G178	yshey	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 01/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
560	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.74	A1:G179	A1:G179	qokeeody	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 02/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
561	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.74	A1:G180	A1:G180	cheos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 03/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
562	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.74	A1:G181	A1:G181	oeeos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 04/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
563	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.74	A1:G182	A1:G182	qockhy	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 05/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
564	ASTRO_GROUP	ASTRO	f67r2	A1	f67r2.74	A1:G183	A1:G183	chos	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	NONE	[EXEMPLAR:Kopiersegment 06/13 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: f67r2, unaufgelöste Seitenlegende: Der Text wird als lokaler Hinweis für eines der beiden sichtbaren Räder kopiert, doch das Bild entscheidet seinen Besitzer nicht; daraus wird keine Konkordanz zwischen den Rädern gebaut.]	1	1	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; selbst der genaue lokale Bildbesitzer bleibt unaufgelöst.	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY
