event_serial	event_id	section	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display_only	image_owner_id	owner_break_before	owner_reset	literal_visible_layer	autonomous_primary_token	optional_questioned_master_gloss	occurrence_bound_exemplar	source_token_count	read_action	line_crossing	terminal_status	source_class	source_expansion_confidence	strongest_rival	strongest_contradiction	semantic_ceiling	source_lineage
206	E206	BIOLOGICAL	B2	f82r	f82r.23	F059	B2-S012	5fca8fc3dee57e1d8c1f	lcheey	B2_LOWER_GREEN_MULTI_FIGURE_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_GREEN_MULTI_FIGURE_POOL; EXEMPLAR] > [OPAQUE_CARD:5fca8fc3dee57e1d8c1f; SURFACE:lcheey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Der benetzte Körperbereich]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_STATE_RELEASE_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: warmen Stand halten; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
207	E207	BIOLOGICAL	B2	f82r	f82r.23	F059	B2-S012	2f1c5e56e8f0ff459065	daiin	B2_LOWER_GREEN_MULTI_FIGURE_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_GREEN_MULTI_FIGURE_POOL; EXEMPLAR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065; SURFACE:daiin]	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	1	READ_FORMAL_CHANNEL	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_STATE_RELEASE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
208	E208	BIOLOGICAL	B2	f82r	f82r.23	F059	B2-S012	b921a237be883a820352	chey	B2_LOWER_GREEN_MULTI_FIGURE_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_GREEN_MULTI_FIGURE_POOL; EXEMPLAR] > [OPAQUE_CARD:b921a237be883a820352; SURFACE:chey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Diese aktive Portion]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_STATE_RELEASE_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge gelinde erwärmen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
209	E209	BIOLOGICAL	B2	f82r	f82r.23	F059	B2-S012	d25110e0d8488927278f	qokeeedy	B2_LOWER_GREEN_MULTI_FIGURE_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_GREEN_MULTI_FIGURE_POOL; EXEMPLAR] > [OPAQUE_CARD:d25110e0d8488927278f; SURFACE:qokeeedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f82r.19→f82r.23; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	TERMINAL	LOCAL_STATE_RELEASE_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Wärme mit der Handprobe prüfen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
210	E210	BIOLOGICAL	B2	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	lchedy	B2_LOWER_GREEN_MULTI_FIGURE_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_GREEN_MULTI_FIGURE_POOL; EXEMPLAR] > [OPAQUE_CARD:de7321bface5628e35d6; SURFACE:lchedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f82r.23	TERMINAL	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
211	E211	BIOLOGICAL	B2	f82r	f82r.23	F061	B2-S014	29e0eb222ef2fb99523a	lar	B2_LOWER_GREEN_MULTI_FIGURE_POOL	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_GREEN_MULTI_FIGURE_POOL; EXEMPLAR] > [OPAQUE_CARD:29e0eb222ef2fb99523a; SURFACE:lar]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Schließe den unteren Ablauf]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f82r.23	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
212	E212	BIOLOGICAL	B2	f82r	f82r.26	F062	B2-S015	d4a31dbcf1ed6d9e5aa9	tshey	B2_LOWER_POOL_EDGE_STATIONS	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	YES__CLEAR_SUBSTANCE_TARGET_DIRECTION	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:d4a31dbcf1ed6d9e5aa9; SURFACE:tshey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Beginne die Spülung]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f82r.26	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
213	E213	BIOLOGICAL	B2	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:7d25241b0e56c836372a; SURFACE:qokeedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f82r.26	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
214	E214	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	cheal	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:dd0ecaf5e27d81befffc; SURFACE:cheal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
215	E215	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	lchedar	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:0f15effeca7ab10bb026; SURFACE:lchedar]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Kühles Wasser]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
216	E216	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	db729b598e89e11452e0	ches	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:db729b598e89e11452e0; SURFACE:ches]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Zu gleichen Anteilen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
217	E217	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	2f1c5e56e8f0ff459065	aiin	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065; SURFACE:aiin]	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	1	READ_FORMAL_CHANNEL	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
218	E218	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	5d5e0b288cf36864ed9d	oteey	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:5d5e0b288cf36864ed9d; SURFACE:oteey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
219	E219	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	b5fcea1eaed06b2f2291	qokaiin	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:b5fcea1eaed06b2f2291; SURFACE:qokaiin]	[FORMAL_RELATION_OR_ENTRY]	PER?=DURCH/GEMÄSS?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
220	E220	BIOLOGICAL	B2	f82r	f82r.26	F063	B2-S016	08bd5ca0c2ad137a056d	okey	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:08bd5ca0c2ad137a056d; SURFACE:okey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:warmes Wasser]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
221	E221	BIOLOGICAL	B2	f82r	f82r.27	F064	B2-S016	65df3cd9e59060042d47	pchedy	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:65df3cd9e59060042d47; SURFACE:pchedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Ziehe es ab und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f82r.26→f82r.27; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	TERMINAL	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
222	E222	BIOLOGICAL	B2	f82r	f82r.27	F065	B2-S017	98bdc4244c84cbef3321	rsheal	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:98bdc4244c84cbef3321; SURFACE:rsheal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gieße das erwärmte Wasser ein]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f82r.27	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
223	E223	BIOLOGICAL	B2	f82r	f82r.27	F065	B2-S017	78b3b3140714da19090d	daldy	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:78b3b3140714da19090d; SURFACE:daldy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wiederhole es an der zweiten Öffnung und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f82r.27	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
224	E224	BIOLOGICAL	B2	f82r	f82r.27	F066	B2-S018	7d25241b0e56c836372a	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:7d25241b0e56c836372a; SURFACE:qokeedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f82r.27	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
225	E225	BIOLOGICAL	B2	f82r	f82r.27	F067	B2-S019	7f68f60279efe6b28cd7	rshedy	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:7f68f60279efe6b28cd7; SURFACE:rshedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Verwende den Anteil als örtliche Waschung und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f82r.27	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
226	E226	BIOLOGICAL	B2	f82r	f82r.27	F068	B2-S020	ff178343c18e287ce3b7	qoteedy	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:ff178343c18e287ce3b7; SURFACE:qoteedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f82r.27	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Spülwasser zuführen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
227	E227	BIOLOGICAL	B2	f82r	f82r.27	F069	B2-S021	7d25241b0e56c836372a	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:7d25241b0e56c836372a; SURFACE:qokeedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f82r.27	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
228	E228	BIOLOGICAL	B2	f82r	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	lochedy	B2_LOWER_POOL_EDGE_STATIONS	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B2_LOWER_POOL_EDGE_STATIONS; EXEMPLAR] > [OPAQUE_CARD:f2af6326898fb5b490a4; SURFACE:lochedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Mische zu gleichen Teilen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f82r.27	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
229	E229	BIOLOGICAL	B3	f83r	f83r.3	F071	B3-S001	3b70942557b3a40e8030	olkeedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	RECORD_START__RESET_ALL_LOCAL_STATE	NO	[OWNER:B3_UPPER_MARGIN_OPEN_FAN_STATION; EXEMPLAR] > [OPAQUE_CARD:3b70942557b3a40e8030; SURFACE:olkeedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.3	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Beckenrand und Fugen sichten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
