statement_id	record_unit_id	page	sentence_index_in_record	constituent_fields	physical_lines	visible_event_count	independent_source_positions	event_serials	exact_card_order	operational_formal_order	optional_master_gloss_order	cross_field_transitions	cross_physical_line_transitions	cross_line_owner_reset_events	read_once_visible_pair	derived_formal_visible_atoms	master_memorized_visible_expansions	master_memorized_statement_content	leading_content_model	rival_content_model	rival_statement_content	strongest_contradiction	semantic_recovery_without_master	new_word_contribution	canonical_ceiling
B2-S005	B2	f82r	5	F050|F051	f82r.3|f82r.4	8	7	177|178|179|180|181|182|183|184	4a7a6326ac95a8809302|2d2e37ccb2dacc53ee5a|2cc8bb3c2af19607888f|b5fcea1eaed06b2f2291|b5fcea1eaed06b2f2291|a8f891de626fc00028e9|f0db6d30cd34f4cb2a4d|04a3877f0fc81b7597c9	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|VISIBLE_COPY_OF:FORMAL_RELATION_OR_ENTRY|FORMAL_RELATION_OR_ENTRY|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|PER?|PER?|NONE|NONE|NONE	1	1	NONE	E180->E181	8	8	Fahre am zweiten Lauf fort. Durch ein Tuch. Durch die verbundenen Läufe. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Unter derselben Einstellung. Das breite Gefäß. Ziehe es ab und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S006	B2	f82r	6	F052	f82r.4	4	4	185|186|187|188	5d5e0b288cf36864ed9d|308e8ea2d5d190c498e8|c1913ec4ff84148da6d3|276a7c2d74d1143446f4	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten an der örtlich bezeichneten Station führen. Über der örtlich bezeichneten Stelle. Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Bögen und Zylinder können ikonographische Bänder/Aufhängung sein; keine Kante führt zur nächsten Seitenstation.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S007	B2	f82r	7	F053	f82r.7	1	1	189	cbb42a4fe68068325d6b	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Gib sauberes Wasser hinzu und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S008	B2	f82r	8	F054	f82r.7	3	3	190|191|192	54d0e228ca346110af05|3ae9a121ba0045b913e8|bc4f1f5c006c74a4d26d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE	0	0	NONE	NONE	3	3	Für dieselbe Dauer wie zuvor. Über der örtlich bezeichneten Stelle. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S009	B2	f82r	9	F055	f82r.7	1	1	193	daa1347f456415fe8737	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Halte es warm und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S010	B2	f82r	10	F056	f82r.7	4	4	194|195|196|197	0275fbf14e07935b0a45|276a7c2d74d1143446f4|5eff216ba51fbfb21f22|b5df9126607030b95175	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Die Charge für den vorgesehenen Gebrauch temperieren. Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen. Die erste Öffnung. Den örtlichen Prüfzustand der Charge feststellen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Ring, Wellen und Sternknoten können Strahl-/Schmuckmotive sein und enden lokal.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S011	B2	f82r	11	F057	f82r.19	4	4	198|199|200|201	1645e612504fcef59ced|4d4559019a961b834aa1|1645e612504fcef59ced|7d25241b0e56c836372a	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Gib einen abgemessenen Anteil in das Gefäß. Daraus, aus demselben Ansatz. Gib einen abgemessenen Anteil in das Gefäß. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die horizontale Linie berührt das Liegepodest nicht sicher; ohne Exemplar ist selbst der örtliche Besitzer unentscheidbar.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S012	B2	f82r	12	F058|F059	f82r.19|f82r.23	8	8	202|203|204|205|206|207|208|209	0ab57b7166de99db3a55|b5df9126607030b95175|6b89d6dd70635bc60fe0|0275fbf14e07935b0a45|5fca8fc3dee57e1d8c1f|2f1c5e56e8f0ff459065|b921a237be883a820352|d25110e0d8488927278f	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|NONE|NONE|NONE	1	1	E203	NONE	8	8	Ziehe die klare Flüssigkeit ab. Den örtlichen Prüfzustand der Charge feststellen. Unter derselben Einstellung. Die Charge für den vorgesehenen Gebrauch temperieren. Der benetzte Körperbereich. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Benetze den bezeichneten Körperbereich vollständig und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Die horizontale Linie berührt das Liegepodest nicht sicher; ohne Exemplar ist selbst der örtliche Besitzer unentscheidbar. Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S013	B2	f82r	13	F060	f82r.23	1	1	210	de7321bface5628e35d6	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S014	B2	f82r	14	F061	f82r.23	1	1	211	29e0eb222ef2fb99523a	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Schließe den unteren Ablauf.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S015	B2	f82r	15	F062	f82r.26	2	2	212|213	d4a31dbcf1ed6d9e5aa9|7d25241b0e56c836372a	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Beginne die Spülung. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S016	B2	f82r	16	F063|F064	f82r.26|f82r.27	8	8	214|215|216|217|218|219|220|221	dd0ecaf5e27d81befffc|0f15effeca7ab10bb026|db729b598e89e11452e0|2f1c5e56e8f0ff459065|5d5e0b288cf36864ed9d|b5fcea1eaed06b2f2291|08bd5ca0c2ad137a056d|65df3cd9e59060042d47	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_RELATION_OR_ENTRY|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|PER?|NONE|NONE	1	1	NONE	NONE	8	8	Den aktiven Posten an der örtlich bezeichneten Station führen. Kühles Wasser. Zu gleichen Anteilen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Warmes Wasser. Ziehe es ab und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S017	B2	f82r	17	F065	f82r.27	2	2	222|223	98bdc4244c84cbef3321|78b3b3140714da19090d	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Gieße das erwärmte Wasser ein. Wiederhole es an der zweiten Öffnung und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S018	B2	f82r	18	F066	f82r.27	1	1	224	7d25241b0e56c836372a	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S019	B2	f82r	19	F067	f82r.27	1	1	225	7f68f60279efe6b28cd7	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Verwende den Anteil als örtliche Waschung und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S020	B2	f82r	20	F068	f82r.27	1	1	226	ff178343c18e287ce3b7	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S021	B2	f82r	21	F069	f82r.27	1	1	227	7d25241b0e56c836372a	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B2-S022	B2	f82r	22	F070	f82r.27	1	1	228	f2af6326898fb5b490a4	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Mische zu gleichen Teilen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S001	B3	f83r	1	F071	f83r.3	1	1	229	3b70942557b3a40e8030	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Lasse die Flüssigkeit sich setzen und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S002	B3	f83r	2	F072	f83r.3	2	2	230|231	90bcf0a9ec0ef56399e6|a84fbe3ad380df345b97	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE	0	0	NONE	NONE	2	2	Zum unteren Ablauf hin. Benetze den bezeichneten Bereich vollständig und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S003	B3	f83r	3	F073	f83r.3	4	4	232|233|234|235	b921a237be883a820352|2f1c5e56e8f0ff459065|b921a237be883a820352|de7321bface5628e35d6	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S004	B3	f83r	4	F074	f83r.3	3	3	236|237|238	b5fcea1eaed06b2f2291|90bcf0a9ec0ef56399e6|4d4559019a961b834aa1	FORMAL_RELATION_OR_ENTRY|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	PER?|NONE|NONE	0	0	NONE	NONE	3	3	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Zum unteren Ablauf hin. Daraus, aus demselben Ansatz.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S005	B3	f83r	5	F075	f83r.6	1	1	239	259b2b3b0bf859882e2c	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S006	B3	f83r	6	F076	f83r.6	3	3	240|241|242	5e8441397e7c0faf042b|308e8ea2d5d190c498e8|28ffbc88b97772a75f1e	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE	0	0	NONE	NONE	3	3	Gieße das erwärmte Wasser ein. Den aktiven Posten an der örtlich bezeichneten Station führen. Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S007	B3	f83r	7	F077	f83r.6	3	3	243|244|245	b5fcea1eaed06b2f2291|6f7ff8287eddf4da9fdb|7d25241b0e56c836372a	FORMAL_RELATION_OR_ENTRY|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	PER?|NONE|NONE	0	0	NONE	NONE	3	3	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Rühre, bis alles gleichmäßig vermischt ist. Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S008	B3	f83r	8	F078	f83r.6	1	1	246	de7321bface5628e35d6	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B3-S009	B3	f83r	9	F079	f83r.6	1	1	247	276a7c2d74d1143446f4	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
