ledger_serial	unified_id	section	unit_id	page	formal_recovery_confidence	occurrence_content_confidence	portable_word_confidence	global_purpose_confidence	strongest_local_rival	strongest_local_contradiction	global_counterevidence	containment	status
392	A:A1:G011	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
393	A:A1:G012	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
394	A:A1:G013	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
395	A:A1:G014	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
396	A:A1:G015	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
397	A:A1:G016	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
398	A:A1:G017	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
399	A:A1:G018	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
400	A:A1:G019	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
401	A:A1:G020	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
402	A:A1:G021	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
403	A:A1:G022	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
404	A:A1:G023	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
405	A:A1:G024	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
406	A:A1:G025	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
407	A:A1:G026	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
408	A:A1:G027	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
409	A:A1:G028	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
410	A:A1:G029	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Kalenderischer Rivale: selbständige Phasen-, Monats- oder Lehrscheibe ohne Bezug zum linken Rad.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
411	A:A1:G030	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Kalenderischer Rivale: selbständige Phasen-, Monats- oder Lehrscheibe ohne Bezug zum linken Rad.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
412	A:A1:G031	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Kalenderischer Rivale: selbständige Phasen-, Monats- oder Lehrscheibe ohne Bezug zum linken Rad.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
413	A:A1:G032	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Kalenderischer Rivale: selbständige Phasen-, Monats- oder Lehrscheibe ohne Bezug zum linken Rad.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
414	A:A1:G033	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Kalenderischer Rivale: selbständige Phasen-, Monats- oder Lehrscheibe ohne Bezug zum linken Rad.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
415	A:A1:G034	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Kalenderischer Rivale: selbständige Phasen-, Monats- oder Lehrscheibe ohne Bezug zum linken Rad.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
416	A:A1:G035	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.32	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Kalenderischer Rivale: selbständige Phasen-, Monats- oder Lehrscheibe ohne Bezug zum linken Rad.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
417	A:A1:G036	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
418	A:A1:G037	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
419	A:A1:G038	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
420	A:A1:G039	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
421	A:A1:G040	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
422	A:A1:G041	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
423	A:A1:G042	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
424	A:A1:G043	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
425	A:A1:G044	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
426	A:A1:G045	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
427	A:A1:G046	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
428	A:A1:G047	ASTRO	A1	f67r2	HIGH_LOCAL_MEMBERSHIP__NO_ORDER_OR_EXTERNAL_LABEL	0.24	NONE	NEAR_TIE_236_TO_235__WORKING_LEAD_ONLY	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	No target-visible link makes the celestial instruments medical, and no exact three-section period witness was found.	KEEP_CONTENT_OCCURRENCE_BOUND__KEEP_FORMAL_AND_SEMANTIC_LAYERS_SEPARATE	OPEN_WORKING_THEORY_NOT_DECIPHERMENT
