statement_id	record_unit_id	section	page	constituent_fields	physical_lines	event_serials	event_count	operational_sequence	master_exemplar_statement_text	owner_transition	visible_owner_resets	cross_physical_line_transitions	strongest_content_rival	notation_rival	strongest_contradiction	content_status	semantic_ceiling
B2-S012	B2	BIOLOGICAL	f82r	F058|F059	f82r.19|f82r.23	202|203|204|205|206|207|208|209	8	E202:OPAQUE_EXEMPLAR_CARD > E203:OPAQUE_EXEMPLAR_CARD > E204:OPAQUE_EXEMPLAR_CARD > E205:OPAQUE_EXEMPLAR_CARD > E206:OPAQUE_EXEMPLAR_CARD > E207:FORMAL_NONWORD_CHANNEL > E208:OPAQUE_EXEMPLAR_CARD > E209:OPAQUE_EXEMPLAR_CARD	Ziehe die klare Flüssigkeit ab. Den örtlichen Prüfzustand der Charge feststellen. Unter derselben Einstellung. Die Charge für den vorgesehenen Gebrauch temperieren. Der benetzte Körperbereich. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Benetze den bezeichneten Körperbereich vollständig und beende den Schritt.	KEEP_UNRESOLVED_OWNER[F058:UNRESOLVED:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] -> BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F059:DIRECT_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL]	1	1	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Die horizontale Linie berührt das Liegepodest nicht sicher; ohne Exemplar ist selbst der örtliche Besitzer unentscheidbar. Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B2-S013	B2	BIOLOGICAL	f82r	F060	f82r.23	210	1	E210:OPAQUE_EXEMPLAR_CARD	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	INHERIT_OWNER[F060:INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B2-S014	B2	BIOLOGICAL	f82r	F061	f82r.23	211	1	E211:OPAQUE_EXEMPLAR_CARD	Schließe den unteren Ablauf.	INHERIT_OWNER[F061:INHERITED_VISIBLE:B2_LOWER_GREEN_MULTI_FIGURE_POOL]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Das Grünfeld besitzt keine gezeichnete Zuleitung aus den oberen Vignetten.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B2-S015	B2	BIOLOGICAL	f82r	F062	f82r.26	212|213	2	E212:OPAQUE_EXEMPLAR_CARD > E213:OPAQUE_EXEMPLAR_CARD	Beginne die Spülung. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F062:DIRECT_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	1	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B2-S016	B2	BIOLOGICAL	f82r	F063|F064	f82r.26|f82r.27	214|215|216|217|218|219|220|221	8	E214:OPAQUE_EXEMPLAR_CARD > E215:OPAQUE_EXEMPLAR_CARD > E216:OPAQUE_EXEMPLAR_CARD > E217:FORMAL_NONWORD_CHANNEL > E218:OPAQUE_EXEMPLAR_CARD > E219:FORMAL_RELATION_OR_ENTRY_MARK_WITH_ENTRY_BIAS > E220:OPAQUE_EXEMPLAR_CARD > E221:OPAQUE_EXEMPLAR_CARD	Den aktiven Posten an der örtlich bezeichneten Station führen. Kühles Wasser. Zu gleichen Anteilen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Warmes Wasser. Ziehe es ab und beende den Schritt.	INHERIT_OWNER[F063:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] -> INHERIT_OWNER[F064:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	0	1	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B2-S017	B2	BIOLOGICAL	f82r	F065	f82r.27	222|223	2	E222:OPAQUE_EXEMPLAR_CARD > E223:OPAQUE_EXEMPLAR_CARD	Gieße das erwärmte Wasser ein. Wiederhole es an der zweiten Öffnung und beende den Schritt.	INHERIT_OWNER[F065:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B2-S018	B2	BIOLOGICAL	f82r	F066	f82r.27	224	1	E224:OPAQUE_EXEMPLAR_CARD	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	INHERIT_OWNER[F066:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B2-S019	B2	BIOLOGICAL	f82r	F067	f82r.27	225	1	E225:OPAQUE_EXEMPLAR_CARD	Verwende den Anteil als örtliche Waschung und beende den Schritt.	INHERIT_OWNER[F067:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B2-S020	B2	BIOLOGICAL	f82r	F068	f82r.27	226	1	E226:OPAQUE_EXEMPLAR_CARD	Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	INHERIT_OWNER[F068:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B2-S021	B2	BIOLOGICAL	f82r	F069	f82r.27	227	1	E227:OPAQUE_EXEMPLAR_CARD	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	INHERIT_OWNER[F069:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B2-S022	B2	BIOLOGICAL	f82r	F070	f82r.27	228	1	E228:OPAQUE_EXEMPLAR_CARD	Mische zu gleichen Teilen und beende den Schritt.	INHERIT_OWNER[F070:INHERITED_VISIBLE:B2_LOWER_POOL_EDGE_STATIONS] -> RESET_AT_RECORD_END	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Benachbarte Figurenplätze sind nicht durch Leitungen oder eine sichtbare Abfolge verbunden.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S001	B3	BIOLOGICAL	f83r	F071	f83r.3	229	1	E229:OPAQUE_EXEMPLAR_CARD	Lasse die Flüssigkeit sich setzen und beende den Schritt.	RESET_RECORD -> SET_DIRECT_OWNER[F071:DIRECT_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S002	B3	BIOLOGICAL	f83r	F072	f83r.3	230|231	2	E230:OPAQUE_EXEMPLAR_CARD > E231:OPAQUE_EXEMPLAR_CARD	Zum unteren Ablauf hin. Benetze den bezeichneten Bereich vollständig und beende den Schritt.	INHERIT_OWNER[F072:INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S003	B3	BIOLOGICAL	f83r	F073	f83r.3	232|233|234|235	4	E232:OPAQUE_EXEMPLAR_CARD > E233:FORMAL_NONWORD_CHANNEL > E234:OPAQUE_EXEMPLAR_CARD > E235:OPAQUE_EXEMPLAR_CARD	Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	INHERIT_OWNER[F073:INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S004	B3	BIOLOGICAL	f83r	F074	f83r.3	236|237|238	3	E236:FORMAL_RELATION_OR_ENTRY_MARK_WITH_ENTRY_BIAS > E237:OPAQUE_EXEMPLAR_CARD > E238:OPAQUE_EXEMPLAR_CARD	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Zum unteren Ablauf hin. Daraus, aus demselben Ansatz.	INHERIT_OWNER[F074:INHERITED_VISIBLE:B3_UPPER_MARGIN_OPEN_FAN_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S005	B3	BIOLOGICAL	f83r	F075	f83r.6	239	1	E239:OPAQUE_EXEMPLAR_CARD	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F075:DIRECT_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	1	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S006	B3	BIOLOGICAL	f83r	F076	f83r.6	240|241|242	3	E240:OPAQUE_EXEMPLAR_CARD > E241:FORMAL_NONWORD_CHANNEL > E242:OPAQUE_EXEMPLAR_CARD	Gieße das erwärmte Wasser ein. Den aktiven Posten an der örtlich bezeichneten Station führen. Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	INHERIT_OWNER[F076:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S007	B3	BIOLOGICAL	f83r	F077	f83r.6	243|244|245	3	E243:FORMAL_RELATION_OR_ENTRY_MARK_WITH_ENTRY_BIAS > E244:OPAQUE_EXEMPLAR_CARD > E245:OPAQUE_EXEMPLAR_CARD	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Rühre, bis alles gleichmäßig vermischt ist. Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	INHERIT_OWNER[F077:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S008	B3	BIOLOGICAL	f83r	F078	f83r.6	246	1	E246:OPAQUE_EXEMPLAR_CARD	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	INHERIT_OWNER[F078:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S009	B3	BIOLOGICAL	f83r	F079	f83r.6	247	1	E247:OPAQUE_EXEMPLAR_CARD	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.	INHERIT_OWNER[F079:INHERITED_VISIBLE:B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S010	B3	BIOLOGICAL	f83r	F080	f83r.8	248|249	2	E248:OPAQUE_EXEMPLAR_CARD > E249:OPAQUE_EXEMPLAR_CARD	Fülle danach das Gefäß. Lasse es bis zur Klarheit ziehen und beende den Schritt.	BREAK_VISIBLE_GAP -> SET_DIRECT_OWNER[F080:DIRECT_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	1	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S011	B3	BIOLOGICAL	f83r	F081	f83r.8	250|251|252|253	4	E250:OPAQUE_EXEMPLAR_CARD > E251:OPAQUE_EXEMPLAR_CARD > E252:OPAQUE_EXEMPLAR_CARD > E253:OPAQUE_EXEMPLAR_CARD	Wende es an der markierten Stelle an. Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Rühre, bis alles gleichmäßig vermischt ist. Und lasse es abkühlen.	INHERIT_OWNER[F081:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S012	B3	BIOLOGICAL	f83r	F082	f83r.11	254|255	2	E254:OPAQUE_EXEMPLAR_CARD > E255:OPAQUE_EXEMPLAR_CARD	Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	INHERIT_OWNER[F082:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S013	B3	BIOLOGICAL	f83r	F083	f83r.11	256|257|258|259	4	E256:FORMAL_RELATION_OR_ENTRY_MARK_WITH_ENTRY_BIAS > E257:OPAQUE_EXEMPLAR_CARD > E258:OPAQUE_EXEMPLAR_CARD > E259:OPAQUE_EXEMPLAR_CARD	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ein abgemessener Anteil. Unter derselben Einstellung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	INHERIT_OWNER[F083:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S014	B3	BIOLOGICAL	f83r	F084	f83r.11	260|261	2	E260:OPAQUE_EXEMPLAR_CARD > E261:OPAQUE_EXEMPLAR_CARD	Öffne danach den oberen Lauf. Wasche einmal und beende den Schritt.	INHERIT_OWNER[F084:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S015	B3	BIOLOGICAL	f83r	F085	f83r.11	262	1	E262:OPAQUE_EXEMPLAR_CARD	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	INHERIT_OWNER[F085:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B3-S016	B3	BIOLOGICAL	f83r	F086|F087	f83r.11|f83r.14	263|264	2	E263:OPAQUE_EXEMPLAR_CARD > E264:OPAQUE_EXEMPLAR_CARD	Schließe den unteren Ablauf. Lasse es abkühlen und beende den Schritt.	INHERIT_OWNER[F086:INHERITED_VISIBLE:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] -> BREAK_VISIBLE_GAP -> SET_UNRESOLVED_OWNER[F087:UNRESOLVED:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]	1	1	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die Aussage kreuzt zwei sichtbare Besitzer; sie ist nur als zweigliedrige Klausel mit explizitem Reset ausführbar. Die Randstation ist nicht sichtbar mit der nächsten Station verbunden; Reihenfolge bleibt bloße Seitenordnung. Zwischen Randstapel und Hauptpaar fehlt eine Kante; jede Fortsetzung braucht einen neuen Exemplaranker.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
