seam_ordinal	statement_id	physical_page	register	left_event_id	right_event_id	direction	mixed_state_nonstate	state_endpoint_event_id	state_endpoint_changed	shared_action_contacts	shared_action_contact_count	full_action_frame_exact_before	full_action_frame_exact_after	action_head_exact_before	action_head_exact_after	left_gdt567_clause_de	right_gdt567_clause_de	left_action_voice_clause_de	right_action_voice_clause_de	guard
1856	G407-S253	f76r	BIOLOGICAL	G407-E2108	G407-E2109	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; über die sichtbare Verbindung.	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; über die sichtbare Verbindung.	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1857	G407-S253	f76r	BIOLOGICAL	G407-E2109	G407-E2110	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze den Stationsanteil im Stationsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1858	G407-S253	f76r	BIOLOGICAL	G407-E2110	G407-E2111	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsanteil im Stationsgang an.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1859	G407-S253	f76r	BIOLOGICAL	G407-E2111	G407-E2112	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Im laufenden Gang setze den Stationswert im Stationsgang an; über die sichtbare Verbindung.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Im laufenden Gang setze den Stationswert im Stationsgang an; über die sichtbare Verbindung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1860	G407-S253	f76r	BIOLOGICAL	G407-E2112	G407-E2113	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Stationswert im Stationsgang an; über die sichtbare Verbindung.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Im laufenden Gang setze den Stationswert im Stationsgang an; über die sichtbare Verbindung.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1861	G407-S253	f76r	BIOLOGICAL	G407-E2113	G407-E2114	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Entnimm den Stationsposten; von der Ausgangsstation; auf Grad II.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Entnimm den Stationsposten; von der Ausgangsstation; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1862	G407-S253	f76r	BIOLOGICAL	G407-E2114	G407-E2115	NONSTATE_TO_STATE	YES	G407-E2115	YES	CH:entnimm	1	0	1	0	1	Entnimm den Stationsposten; von der Ausgangsstation; auf Grad II.	Weiter: nimm den Stationsposten und nimm den Stationsposten; auf Grad I; auf Grad I.	Entnimm den Stationsposten; von der Ausgangsstation; auf Grad II.	Weiter: entnimm den Stationsposten und entnimm den Stationsposten; auf Grad I; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1863	G407-S253	f76r	BIOLOGICAL	G407-E2115	G407-E2116	STATE_TO_NONSTATE	YES	G407-E2115	YES	CH:entnimm	1	0	1	0	1	Weiter: nimm den Stationsposten und nimm den Stationsposten; auf Grad I; auf Grad I.	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Weiter: entnimm den Stationsposten und entnimm den Stationsposten; auf Grad I; auf Grad I.	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1864	G407-S253	f76r	BIOLOGICAL	G407-E2116	G407-E2117	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Bearbeite den Stationsposten.	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Bearbeite den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1865	G407-S253	f76r	BIOLOGICAL	G407-E2117	G407-E2118	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Bearbeite den Stationsposten.	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; als Ausführung.	Bearbeite den Stationsposten.	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1866	G407-S253	f76r	BIOLOGICAL	G407-E2118	G407-E2119	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; als Ausführung.	Setze den Stationsposten im Stationsgang an; auf Grad I.	Im laufenden Gang bearbeite den Stationsposten [wie zuvor]; als Ausführung.	Setze den Stationsposten im Stationsgang an; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1867	G407-S253	f76r	BIOLOGICAL	G407-E2119	G407-E2120	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsposten im Stationsgang an; auf Grad I.	Im laufenden Gang setze den Stationswert im Stationsgang an; zur Zielstation.	Setze den Stationsposten im Stationsgang an; auf Grad I.	Im laufenden Gang setze den Stationswert im Stationsgang an; zur Zielstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1868	G407-S253	f76r	BIOLOGICAL	G407-E2120	G407-E2121	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Stationswert im Stationsgang an; zur Zielstation.	Halte den Stationsposten und führe den Stationsposten zu; auf Grad II.	Im laufenden Gang setze den Stationswert im Stationsgang an; zur Zielstation.	Halte den Stationsposten und führe den Stationsposten zu; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1869	G407-S253	f76r	BIOLOGICAL	G407-E2121	G407-E2122	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Stationsposten und führe den Stationsposten zu; auf Grad II.	Setze den Stationsanteil im Stationsgang an.	Halte den Stationsposten und führe den Stationsposten zu; auf Grad II.	Setze den Stationsanteil im Stationsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1870	G407-S253	f76r	BIOLOGICAL	G407-E2122	G407-E2123	NONSTATE_TO_STATE	YES	G407-E2123	YES	NONE	0	0	0	0	0	Setze den Stationsanteil im Stationsgang an.	Weiter: gib den Stationsposten.	Setze den Stationsanteil im Stationsgang an.	Weiter: führe den Stationsposten zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1871	G407-S253	f76r	BIOLOGICAL	G407-E2123	G407-E2124	STATE_TO_NONSTATE	YES	G407-E2123	YES	NONE	0	0	0	0	0	Weiter: gib den Stationsposten.	Wähle den Stationsanteil.	Weiter: führe den Stationsposten zu.	Wähle den Stationsanteil.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1872	G407-S253	f76r	BIOLOGICAL	G407-E2124	G407-E2125	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Wähle den Stationsanteil.	Im laufenden Gang wähle den Stationsposten.	Wähle den Stationsanteil.	Im laufenden Gang wähle den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1873	G407-S254	f76r	BIOLOGICAL	G407-E2126	G407-E2127	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm; auf Grad I und als Ausführung.	Markiere.	Entnimm; auf Grad I und als Ausführung.	Markiere.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1874	G407-S254	f76r	BIOLOGICAL	G407-E2127	G407-E2128	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Markiere.	Im laufenden Gang markiere den Stationsanteil.	Markiere.	Im laufenden Gang markiere den Stationsanteil.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1875	G407-S254	f76r	BIOLOGICAL	G407-E2128	G407-E2129	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang markiere den Stationsanteil.	Setze den Stationswert im Stationsgang an.	Im laufenden Gang markiere den Stationsanteil.	Setze den Stationswert im Stationsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1876	G407-S254	f76r	BIOLOGICAL	G407-E2129	G407-E2130	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationswert im Stationsgang an.	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	Setze den Stationswert im Stationsgang an.	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1877	G407-S254	f76r	BIOLOGICAL	G407-E2130	G407-E2131	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1878	G407-S254	f76r	BIOLOGICAL	G407-E2131	G407-E2132	NONSTATE_TO_STATE	YES	G407-E2132	NO	NONE	0	0	0	0	0	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Halte den Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Halte den Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1879	G407-S255	f76r	BIOLOGICAL	G407-E2133	G407-E2134	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationswert im Stationsgang an.	Entnimm den Stationswert [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Setze den Stationswert im Stationsgang an.	Entnimm den Stationswert [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1880	G407-S255	f76r	BIOLOGICAL	G407-E2134	G407-E2135	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den Stationswert [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Im laufenden Gang entnimm den Stationsposten.	Entnimm den Stationswert [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Im laufenden Gang entnimm den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1881	G407-S255	f76r	BIOLOGICAL	G407-E2135	G407-E2136	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang entnimm den Stationsposten.	Bearbeite den Stationsposten.	Im laufenden Gang entnimm den Stationsposten.	Bearbeite den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1882	G407-S255	f76r	BIOLOGICAL	G407-E2136	G407-E2137	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Bearbeite den Stationsposten.	Markiere den Stationsanteil.	Bearbeite den Stationsposten.	Markiere den Stationsanteil.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1883	G407-S255	f76r	BIOLOGICAL	G407-E2137	G407-E2138	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Markiere den Stationsanteil.	Bearbeite den Stationsposten.	Markiere den Stationsanteil.	Bearbeite den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1884	G407-S255	f76r	BIOLOGICAL	G407-E2138	G407-E2139	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Bearbeite den Stationsposten.	Im laufenden Gang bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Im laufenden Gang bearbeite den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1885	G407-S255	f76r	BIOLOGICAL	G407-E2139	G407-E2140	NONSTATE_TO_STATE	YES	G407-E2140	YES	NONE	0	0	0	0	0	Im laufenden Gang bearbeite den Stationsposten.	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Im laufenden Gang bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1886	G407-S257	f76r	BIOLOGICAL	G407-E2142	G407-E2143	NONSTATE_TO_STATE	YES	G407-E2143	NO	NONE	0	0	0	0	0	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1887	G407-S258	f76r	BIOLOGICAL	G407-E2144	G407-E2145	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsposten ein; als Ausführung und auf Grad I.	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; als Ausführung.	Setze den Stationsposten ein; als Ausführung und auf Grad I.	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1888	G407-S258	f76r	BIOLOGICAL	G407-E2145	G407-E2146	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; als Ausführung.	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung.	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; als Ausführung.	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1889	G407-S258	f76r	BIOLOGICAL	G407-E2146	G407-E2147	NONSTATE_TO_STATE	YES	G407-E2147	NO	P:setze	1	1	1	1	1	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung.	Setze den Stationsposten ein und bearbeite den Stationsposten; schließe den Schritt.	Im laufenden Gang setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung.	Setze den Stationsposten ein und bearbeite den Stationsposten; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1890	G407-S259	f76r	BIOLOGICAL	G407-E2148	G407-E2149	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsposten im Stationsgang an.	Entnimm den Stationsposten und führe den Stationsposten zu.	Setze den Stationsposten im Stationsgang an.	Entnimm den Stationsposten und führe den Stationsposten zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1891	G407-S259	f76r	BIOLOGICAL	G407-E2149	G407-E2150	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den Stationsposten und führe den Stationsposten zu.	Halte den Stationsposten; auf Grad I.	Entnimm den Stationsposten und führe den Stationsposten zu.	Halte den Stationsposten; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1892	G407-S259	f76r	BIOLOGICAL	G407-E2150	G407-E2151	NONSTATE_TO_STATE	YES	G407-E2151	NO	SH:halte	1	1	1	1	1	Halte den Stationsposten; auf Grad I.	Weiter: halte den Stationsposten; über die sichtbare Verbindung.	Halte den Stationsposten; auf Grad I.	Weiter: halte den Stationsposten; über die sichtbare Verbindung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1893	G407-S259	f76r	BIOLOGICAL	G407-E2151	G407-E2152	STATE_TO_NONSTATE	YES	G407-E2151	NO	NONE	0	0	0	0	0	Weiter: halte den Stationsposten; über die sichtbare Verbindung.	Markiere den Stationsposten [wie zuvor].	Weiter: halte den Stationsposten; über die sichtbare Verbindung.	Markiere den Stationsposten [wie zuvor].	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1894	G407-S259	f76r	BIOLOGICAL	G407-E2152	G407-E2153	NONSTATE_TO_STATE	YES	G407-E2153	NO	R:markiere	1	1	1	1	1	Markiere den Stationsposten [wie zuvor].	Weiter: markiere den Stationsposten.	Markiere den Stationsposten [wie zuvor].	Weiter: markiere den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1895	G407-S259	f76r	BIOLOGICAL	G407-E2153	G407-E2154	STATE_TO_NONSTATE	YES	G407-E2153	NO	NONE	0	0	0	0	0	Weiter: markiere den Stationsposten.	Halte den Stationsposten; auf Grad II.	Weiter: markiere den Stationsposten.	Halte den Stationsposten; auf Grad II.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1896	G407-S259	f76r	BIOLOGICAL	G407-E2154	G407-E2155	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Stationsposten; auf Grad II.	Im laufenden Gang halte den Stationsposten [wie zuvor]; von der Ausgangsstation; an der bezeichneten Stelle.	Halte den Stationsposten; auf Grad II.	Im laufenden Gang halte den Stationsposten [wie zuvor]; von der Ausgangsstation; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1897	G407-S259	f76r	BIOLOGICAL	G407-E2155	G407-E2156	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang halte den Stationsposten [wie zuvor]; von der Ausgangsstation; an der bezeichneten Stelle.	Entnimm den Stationsposten [wie zuvor] und markiere den Stationsposten [wie zuvor]; auf Grad I und als Ausführung.	Im laufenden Gang halte den Stationsposten [wie zuvor]; von der Ausgangsstation; an der bezeichneten Stelle.	Entnimm den Stationsposten [wie zuvor] und markiere den Stationsposten [wie zuvor]; auf Grad I und als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1898	G407-S259	f76r	BIOLOGICAL	G407-E2156	G407-E2157	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den Stationsposten [wie zuvor] und markiere den Stationsposten [wie zuvor]; auf Grad I und als Ausführung.	Halte den Stationsposten; auf Grad I.	Entnimm den Stationsposten [wie zuvor] und markiere den Stationsposten [wie zuvor]; auf Grad I und als Ausführung.	Halte den Stationsposten; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1899	G407-S259	f76r	BIOLOGICAL	G407-E2157	G407-E2158	NONSTATE_TO_STATE	YES	G407-E2158	NO	SH:halte	1	1	1	1	1	Halte den Stationsposten; auf Grad I.	Weiter: halte den Stationsposten; zur Zielstation.	Halte den Stationsposten; auf Grad I.	Weiter: halte den Stationsposten; zur Zielstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1900	G407-S259	f76r	BIOLOGICAL	G407-E2158	G407-E2159	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Weiter: halte den Stationsposten; zur Zielstation.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Weiter: halte den Stationsposten; zur Zielstation.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1901	G407-S261	f76r	BIOLOGICAL	G407-E2161	G407-E2162	NONSTATE_TO_STATE	YES	G407-E2162	NO	SH:halte	1	1	1	1	1	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1902	G407-S262	f76r	BIOLOGICAL	G407-E2163	G407-E2164	STATE_TO_NONSTATE	YES	G407-E2163	YES	CH:entnimm	1	0	1	0	1	Weiter: nimm den Stationsposten; über die sichtbare Verbindung.	Entnimm den Stationsposten und wähle den Stationsposten; über die sichtbare Verbindung; auf Grad I; an der bezeichneten Stelle.	Weiter: entnimm den Stationsposten; über die sichtbare Verbindung.	Entnimm den Stationsposten und wähle den Stationsposten; über die sichtbare Verbindung; auf Grad I; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1903	G407-S262	f76r	BIOLOGICAL	G407-E2164	G407-E2165	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Entnimm den Stationsposten und wähle den Stationsposten; über die sichtbare Verbindung; auf Grad I; an der bezeichneten Stelle.	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Entnimm den Stationsposten und wähle den Stationsposten; über die sichtbare Verbindung; auf Grad I; an der bezeichneten Stelle.	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1904	G407-S262	f76r	BIOLOGICAL	G407-E2165	G407-E2166	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Wähle den Stationsanteil.	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Wähle den Stationsanteil.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1905	G407-S262	f76r	BIOLOGICAL	G407-E2166	G407-E2167	NONSTATE_TO_STATE	YES	G407-E2167	NO	S:wähle	1	1	1	1	1	Wähle den Stationsanteil.	Weiter: wähle den Stationsposten.	Wähle den Stationsanteil.	Weiter: wähle den Stationsposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1906	G407-S262	f76r	BIOLOGICAL	G407-E2167	G407-E2168	STATE_TO_NONSTATE	YES	G407-E2167	NO	S:wähle	1	1	1	1	1	Weiter: wähle den Stationsposten.	Wähle den Stationsanteil.	Weiter: wähle den Stationsposten.	Wähle den Stationsanteil.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1907	G407-S262	f76r	BIOLOGICAL	G407-E2168	G407-E2169	NONSTATE_TO_STATE	YES	G407-E2169	NO	NONE	0	0	0	0	0	Wähle den Stationsanteil.	Halte den Stationsanteil; auf Grad I; schließe den Schritt.	Wähle den Stationsanteil.	Halte den Stationsanteil; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1908	G407-S263	f76r	BIOLOGICAL	G407-E2170	G407-E2171	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1909	G407-S263	f76r	BIOLOGICAL	G407-E2171	G407-E2172	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1910	G407-S263	f76r	BIOLOGICAL	G407-E2172	G407-E2173	NONSTATE_TO_STATE	YES	G407-E2173	YES	NONE	0	0	0	0	0	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Weiter: setze den Stationsposten; auf Grad I.	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Weiter: setze den Stationsposten im Stationsgang an; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
1911	G407-S263	f76r	BIOLOGICAL	G407-E2173	G407-E2174	STATE_TO_NONSTATE	YES	G407-E2173	YES	NONE	0	0	0	0	0	Weiter: setze den Stationsposten; auf Grad I.	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	Weiter: setze den Stationsposten im Stationsgang an; auf Grad I.	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I und als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
