state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	final_context_recipe	gdt567_owner_voice_clause_de	action_voice_working_clause_de	owner_bound_control_clause_de	generic_action_chain_de	owner_action_chain_de	action_voice_changed	action_voice_equals_owner_bound	action_voice_card_count	action_voice_card_ids	state_atom_alignment	guard	effective_action_roots	action_topology	effective_argument_roots
1015	G407-E3095	G407-S477	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	solkeey	OL+K+EE+Y	Weiter: gib den Stationsposten; auf Grad II.	Weiter: führe den Stationsposten zu; auf Grad II.	Weiter führe den Stationsposten zu; auf Grad II.	gib den Stationsposten	führe den Stationsposten zu	YES	NO	1	GDT568-A13	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1016	G407-E3096	G407-S477	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ol	OL	Weiter: gib den Stationsposten.	Weiter: führe den Stationsposten zu.	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu.	gib den Stationsposten	führe den Stationsposten zu	YES	NO	1	GDT568-A13	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1017	G407-E3097	G407-S477	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shedy	SH+E+DY	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1018	G407-E3100	G407-S478	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dedy	D_ADDR+E+DY	Gib den Stationsposten; an der bezeichneten Stelle; auf Grad I; schließe den Schritt.	Führe den Stationsposten zu; an der bezeichneten Stelle; auf Grad I; schließe den Schritt.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; auf Grad I; an der bezeichneten Stelle; schließe den Schritt.	gib den Stationsposten	führe den Stationsposten zu	YES	NO	1	GDT568-A13	1:D_ADDR=hier | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1019	G407-E3103	G407-S479	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dol	D_ADDR+OL	Weiter: setze den Stationsposten; an der bezeichneten Stelle.	Weiter: setze den Stationsposten im Stationsgang an; an der bezeichneten Stelle.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; an der bezeichneten Stelle.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:D_ADDR=hier | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1020	G407-E3108	G407-S479	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokedy	OK+E+DY	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1021	G407-E3110	G407-S480	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qoldy	OL+DY	Weiter: stelle den Stationsposten ein; schließe den Schritt.	Weiter: stelle den Stationsposten ein; schließe den Schritt.	Weiter im laufenden Gang stelle den Stationsposten [wie zuvor] ein; schließe den Schritt.	stelle den Stationsposten ein	stelle den Stationsposten ein	NO	NO	1	GDT568-A17	1:OL=weiter | 2:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
1022	G407-E3111	G407-S481	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ltedy	L+T+E+DY	Stelle den Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Stelle den Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Stelle den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	stelle den Stationsposten ein	stelle den Stationsposten ein	NO	NO	1	GDT568-A17	1:L=über die Verbindung | 2:T=einstellen | 3:E=auf Grad I | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
1023	G407-E3112	G407-S482	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qotain	OT+AIN	Danach: stelle den Stationsanteil ein.	Danach: stelle den Stationsanteil ein.	Danach im laufenden Gang stelle den Stationsanteil ein.	stelle den Stationsanteil ein	stelle den Stationsanteil ein	NO	NO	1	GDT568-A17	1:OT=danach | 2:AIN=den Anteil	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	AIN
1024	G407-E3115	G407-S482	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lshedy	L+SH+E+DY	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:L=über die Verbindung | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1025	G407-E3116	G407-S483	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lshedy	L+SH+E+DY	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:L=über die Verbindung | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1026	G407-E3118	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qolky	OL+K+Y	Weiter: gib den Stationsposten.	Weiter: führe den Stationsposten zu.	Weiter führe den Stationsposten zu.	gib den Stationsposten	führe den Stationsposten zu	YES	NO	1	GDT568-A13	1:OL=weiter | 2:K=geben | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1027	G407-E3120	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qol	OL	Weiter: bearbeite den Stationsposten.	Weiter: bearbeite den Stationsposten.	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	bearbeite den Stationsposten	bearbeite den Stationsposten	NO	NO	1	GDT568-A15	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1028	G407-E3121	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	otar	OT+AR	Danach: bearbeite den Stationsposten; von der Ausgangsstation.	Danach: bearbeite den Stationsposten; von der Ausgangsstation.	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; von der Ausgangsstation.	bearbeite den Stationsposten	bearbeite den Stationsposten	NO	NO	1	GDT568-A15	1:OT=danach | 2:AR=vom Ausgang	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1029	G407-E3123	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qol	OL	Weiter: setze den Stationsposten.	Weiter: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1030	G407-E3127	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lchedy	L+CHD+DY	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	bearbeite den Stationsposten	bearbeite den Stationsposten	NO	NO	1	GDT568-A15	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1031	G407-E3130	G407-S485	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shol	SH+OL	Weiter: halte den Stationsposten.	Weiter: halte den Stationsposten.	Weiter halte den Stationsposten [wie zuvor].	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1032	G407-E3133	G407-S485	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olkain	OL+K+AIN	Weiter: gib den Stationsanteil.	Weiter: führe den Stationsanteil zu.	Weiter führe den Stationsanteil zu.	gib den Stationsanteil	führe den Stationsanteil zu	YES	NO	1	GDT568-A13	1:OL=weiter | 2:K=geben | 3:AIN=den Anteil	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	AIN
1033	G407-E3134	G407-S485	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shedy	SH+E+DY	Halte den Stationsanteil; auf Grad I; schließe den Schritt.	Halte den Stationsanteil; auf Grad I; schließe den Schritt.	Halte den Stationsanteil [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsanteil	halte den Stationsanteil	NO	NO	1	GDT568-A10	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	AIN
1034	G407-E3137	G407-S486	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	rol	R+OL	Weiter: markiere den Stationsposten.	Weiter: markiere den Stationsposten.	Weiter markiere den Stationsposten [wie zuvor].	markiere den Stationsposten	markiere den Stationsposten	NO	NO	1	GDT568-A19	1:R=markieren | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	R	A	Y
1035	G407-E3138	G407-S486	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olcthdy	OL+CH+T+D_ADDR+Y	Weiter: nimm den Stationsposten und stelle den Stationsposten ein; an der bezeichneten Stelle.	Weiter: entnimm den Stationsposten und stelle den Stationsposten ein; an der bezeichneten Stelle.	Weiter entnimm den Stationsposten und stelle den Stationsposten ein; an der bezeichneten Stelle.	nimm den Stationsposten und stelle den Stationsposten ein	entnimm den Stationsposten und stelle den Stationsposten ein	YES	NO	2	GDT568-A06|GDT568-A17	1:OL=weiter | 2:CH=nehmen | 3:T=einstellen | 4:D_ADDR=hier | 5:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|T	A+A	Y
1036	G407-E3140	G407-S486	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okchedy	OK+CHD+DY	Setze den Stationsposten und bearbeite den Stationsposten; schließe den Schritt.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	setze den Stationsposten und bearbeite den Stationsposten	setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten	YES	NO	2	GDT568-A04|GDT568-A15	1:OK=setzen | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK|CHD	A+A	Y
1037	G407-E3143	G407-S487	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qol	OL	Weiter: setze den Stationsposten.	Weiter: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1038	G407-E3146	G407-S487	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	teol	E+OL	Weiter: wähle den Stationsposten; auf Grad I.	Weiter: wähle den Stationsposten; auf Grad I.	Weiter im laufenden Gang wähle den Stationsposten [wie zuvor]; auf Grad I.	wähle den Stationsposten	wähle den Stationsposten	NO	NO	1	GDT568-A14	1:E=auf Grad I | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	S	A	Y
1039	G407-E3147	G407-S487	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dchdy	CHD+DY	Bearbeite den Stationsposten; schließe den Schritt.	Bearbeite den Stationsposten; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	bearbeite den Stationsposten	bearbeite den Stationsposten	NO	NO	1	GDT568-A15	1:CHD=bearbeiten | 2:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1040	G407-E3150	G407-S488	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qotedy	OT+E+DY	Danach: halte den Stationsposten; auf Grad I; schließe den Schritt.	Danach: halte den Stationsposten; auf Grad I; schließe den Schritt.	Danach im laufenden Gang halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1041	G407-E3151	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shol	SH+OL	Weiter: halte den Stationsposten.	Weiter: halte den Stationsposten.	Weiter halte den Stationsposten [wie zuvor].	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1042	G407-E3155	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ol	OL	Weiter: halte den Stationsposten.	Weiter: halte den Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1043	G407-E3157	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qol	OL	Weiter: halte den Stationsposten.	Weiter: halte den Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1044	G407-E3161	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ol	OL	Weiter: setze den Stationsposten.	Weiter: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1045	G407-E3162	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	checholtar	CH+E+OL+T+AR	Weiter: nimm den Stationsposten und stelle den Stationsposten ein; auf Grad I; von der Ausgangsstation.	Weiter: entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I; von der Ausgangsstation.	Weiter entnimm den Stationsposten [wie zuvor] und stelle den Stationsposten [wie zuvor] ein; von der Ausgangsstation; auf Grad I.	nimm den Stationsposten und stelle den Stationsposten ein	entnimm den Stationsposten und stelle den Stationsposten ein	YES	NO	2	GDT568-A06|GDT568-A17	1:CH=nehmen | 2:E=auf Grad I | 3:OL=weiter | 4:T=einstellen | 5:AR=vom Ausgang	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|T	A+A	Y
1046	G407-E3164	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okedy	OK+E+DY	Setze den Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1047	G407-E3167	G407-S490	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olkeol	OL+K+E+OL	Weiter: gib den Stationsposten; auf Grad I; nochmals weiterführen.	Weiter: führe den Stationsposten zu; auf Grad I; nochmals weiterführen.	Weiter und weiter führe den Stationsposten [wie zuvor] zu; auf Grad I.	gib den Stationsposten	führe den Stationsposten zu	YES	NO	1	GDT568-A13	1:OL=weiter | 2:K=geben | 3:E=auf Grad I | 4:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1048	G407-E3168	G407-S490	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olkeedy	OL+K+EE+DY	Weiter: gib den Stationsposten; auf Grad II; schließe den Schritt.	Weiter: führe den Stationsposten zu; auf Grad II; schließe den Schritt.	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.	gib den Stationsposten	führe den Stationsposten zu	YES	NO	1	GDT568-A13	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1049	G407-E3169	G407-S491	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okeol	OK+E+OL	Weiter: setze den Stationsposten; auf Grad I.	Weiter: setze den Stationsposten im Stationsgang an; auf Grad I.	Weiter setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1050	G407-E3170	G407-S491	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dsheol	SH+E+OL	Weiter: halte den Stationsposten; auf Grad I.	Weiter: halte den Stationsposten; auf Grad I.	Weiter halte den Stationsposten [wie zuvor]; auf Grad I.	halte den Stationsposten	halte den Stationsposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1051	G407-E3172	G407-S491	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olkeedy	OL+K+EE+DY	Weiter: gib den Stationsposten; auf Grad II; schließe den Schritt.	Weiter: führe den Stationsposten zu; auf Grad II; schließe den Schritt.	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.	gib den Stationsposten	führe den Stationsposten zu	YES	NO	1	GDT568-A13	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1052	G407-E3173	G407-S492	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	tedy	T+E+DY	Stelle den Stationsposten ein; auf Grad I; schließe den Schritt.	Stelle den Stationsposten ein; auf Grad I; schließe den Schritt.	Stelle den Stationsposten [wie zuvor] ein; auf Grad I; schließe den Schritt.	stelle den Stationsposten ein	stelle den Stationsposten ein	NO	NO	1	GDT568-A17	1:T=einstellen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	T	A	Y
1053	G407-E3175	G407-S493	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shckhedy	SH+CH+K+E+DY	Halte den Stationsposten und nimm den Stationsposten und gib den Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten und entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	halte den Stationsposten und nimm den Stationsposten und gib den Stationsposten	halte den Stationsposten und entnimm den Stationsposten und führe den Stationsposten zu	YES	NO	3	GDT568-A10|GDT568-A06|GDT568-A13	1:SH=halten | 2:CH=nehmen | 3:K=geben | 4:E=auf Grad I | 5:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH|CH|K	A+A+A	Y
1054	G407-E3178	G407-S495	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeol	OK+E+OL	Weiter: setze den Stationsposten; auf Grad I.	Weiter: setze den Stationsposten im Stationsgang an; auf Grad I.	Weiter setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1055	G407-E3186	G407-S495	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qolchedy	OL+CHD+DY	Weiter: bearbeite den Stationsposten; schließe den Schritt.	Weiter: bearbeite den Stationsposten; schließe den Schritt.	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	bearbeite den Stationsposten	bearbeite den Stationsposten	NO	NO	1	GDT568-A15	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1056	G407-E3189	G407-S496	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qokeedy	OK+EE+DY	Setze den Stationsposten; auf Grad II; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.	setze den Stationsposten	setze den Stationsposten im Stationsgang an	YES	NO	1	GDT568-A04	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1057	G407-E3194	G407-S497	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lcheckhedy	L+CH+K+E+DY	Nimm den Stationsposten und gib den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Entnimm den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	nimm den Stationsposten und gib den Stationsposten	entnimm den Stationsposten und führe den Stationsposten zu	YES	NO	2	GDT568-A06|GDT568-A13	1:L=über die Verbindung | 2:CH=nehmen | 3:K=geben | 4:E=auf Grad I | 5:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|K	A+A	Y
1058	G407-E3196	G407-S498	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	solkaiin	OL+K+AIIN	Weiter: gib den Stationswert.	Weiter: führe den Stationswert zu.	Weiter führe den Stationswert zu.	gib den Stationswert	führe den Stationswert zu	YES	NO	1	GDT568-A13	1:OL=weiter | 2:K=geben | 3:AIIN=den Wert	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	AIIN
1059	G407-E3200	G407-S498	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	octheol	O+CH+T+E+OL	Weiter: nimm den Stationswert und stelle den Stationswert ein; zur Ausführung; auf Grad I.	Weiter: entnimm den Stationswert und stelle den Stationswert ein; zur Ausführung; auf Grad I.	Weiter entnimm den Stationswert [wie zuvor] und stelle den Stationswert [wie zuvor] ein; als Ausführung und auf Grad I.	nimm den Stationswert und stelle den Stationswert ein	entnimm den Stationswert und stelle den Stationswert ein	YES	NO	2	GDT568-A06|GDT568-A17	1:O=zur Ausführung | 2:CH=nehmen | 3:T=einstellen | 4:E=auf Grad I | 5:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|T	A+A	AIIN
1060	G407-E3202	G407-S498	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	ldy	L+DY	Gib den Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Führe den Stationsposten zu; über die sichtbare Verbindung; schließe den Schritt.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; schließe den Schritt.	gib den Stationsposten	führe den Stationsposten zu	YES	NO	1	GDT568-A13	1:L=über die Verbindung | 2:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
