retained_rank	source_draw	aggregate_match_distance	control_surfaces	aggregate_events	aggregate_pages	field_hit_cells	field_exposure_cells	field_specificity_rate	positioned_amount_neighbour_cells	open_positioned_amount_neighbour_cells	gdt760_clean_content_contact_cells	field_or_positioned_neighbour_union_cells	field_or_open_positioned_neighbour_union_cells	field_form_breadth	positioned_amount_neighbour_form_breadth	open_positioned_amount_neighbour_form_breadth	gdt760_clean_content_contact_form_breadth	field_and_positioned_neighbour_form_breadth	field_and_open_positioned_neighbour_form_breadth	field_and_clean_content_form_breadth	field_or_positioned_neighbour_union_pages	field_or_open_positioned_neighbour_union_pages	global_l_occurrences
2594	77971	0.359070143683	al|chcthal|chl|chol|okeol|opalal|oteol|qokal|qotol|sal|sheol	998	157	10	33	0.30303030303	16	15	1	25	24	4	5	4	1	3	3	0	20	19	998
2595	44107	0.359077543254	al|chdal|chol|keel|lol|okol|qokal|qotol|sheol|tchal|tol	1004	157	10	32	0.3125	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1004
2596	136251	0.359088502945	al|cheal|dal|keel|okeol|okol|oldal|qokal|qotol|sal|shol	944	154	12	36	0.333333333333	14	13	1	23	22	6	5	4	1	4	3	1	17	16	944
2597	105903	0.359105089971	al|dal|lol|okeol|qetal|qokal|qotol|sal|sheal|shol|taral	914	151	11	32	0.34375	14	14	0	22	22	5	5	5	0	3	3	0	16	16	914
2598	183477	0.359106587014	al|chol|okol|oteol|qetal|qokal|qotol|shal|sheol|sol|taral	1014	159	10	32	0.3125	15	14	1	24	23	4	4	3	1	3	3	0	19	18	1014
2599	121651	0.359113670868	al|chol|dol|kal|okeol|okol|pal|qetal|qokal|sheol|tol	1052	161	10	33	0.30303030303	14	14	0	23	23	4	3	3	0	3	3	0	18	18	1052
2600	38053	0.359118650564	airal|al|chl|chol|dl|lolol|okeol|qokal|sheol|sol|tol	1001	160	10	33	0.30303030303	14	14	0	23	23	4	3	3	0	3	3	0	18	18	1001
2601	55839	0.359127639118	al|chl|dal|lol|lolol|okol|oldal|qokal|shol|sol|tol	948	157	12	34	0.352941176471	13	13	0	22	22	6	4	4	0	3	3	0	17	17	948
2602	87465	0.359159108661	al|chl|chol|lcheal|lol|okeol|okol|qokal|shol|tail|tal	1073	161	14	39	0.358974358974	17	17	0	28	28	6	5	5	0	4	4	0	20	20	1073
2603	199637	0.359159108661	al|chl|chol|lol|okeol|okol|qokal|qokalol|shol|tal|tchal	1073	161	14	39	0.358974358974	17	17	0	28	28	6	5	5	0	4	4	0	20	20	1073
2604	123742	0.359170292484	al|cheal|chol|kal|lol|lolol|oal|okeol|okol|qokal|shol	1076	163	14	42	0.333333333333	18	17	1	29	28	6	6	5	1	5	4	1	20	19	1076
2605	141264	0.359172010378	al|chol|dal|dol|kal|keol|lcheal|okeol|qokal|sal|tedal	1121	163	12	37	0.324324324324	16	15	1	27	26	4	5	4	1	3	3	0	21	20	1121
2606	165603	0.359189153143	al|chl|dal|dl|lcheal|lol|olchal|qokal|qotol|shol|sol	922	153	11	34	0.323529411765	14	14	0	22	22	5	5	5	0	3	3	0	16	16	922
2607	187343	0.359203166812	al|daiil|dal|okeedal|okeol|qokal|qotol|rol|shol|sol|tol	941	157	11	32	0.34375	12	12	0	20	20	5	3	3	0	3	3	0	15	15	941
2608	16393	0.359208429455	al|chdal|chlal|dal|dol|kal|qokal|qokalol|qotol|shol|sol	961	157	10	32	0.3125	12	12	0	19	19	4	3	3	0	3	3	0	14	14	961
2609	97622	0.359208586891	al|cheal|chol|cthol|dal|kal|lcheal|lkeal|lol|qokal|sol	1115	164	13	42	0.309523809524	16	15	1	28	27	5	5	4	1	4	3	1	21	20	1115
2610	17176	0.359215616698	al|dal|lcheal|lchedal|okeol|qokal|qotol|rol|shol|sol|tol	939	157	10	31	0.322580645161	12	12	0	19	19	4	3	3	0	3	3	0	14	14	939
2611	155554	0.359234307174	al|chl|chol|dol|kal|keel|lol|okeedal|qokal|sheol|tol	1020	161	11	35	0.314285714286	15	15	0	25	25	5	4	4	0	3	3	0	19	19	1020
2612	79844	0.359255115455	al|chdal|chol|kal|lol|okol|qokail|qokal|qokeeal|qotol|sheol	995	157	10	33	0.30303030303	15	15	0	24	24	4	4	4	0	3	3	0	19	19	995
2613	132716	0.359255115455	al|chdal|chol|kal|lol|okol|pal|qokal|qotol|sheol|tail	995	157	10	33	0.30303030303	15	15	0	24	24	4	4	4	0	3	3	0	19	19	995
2614	29418	0.359277003027	al|chl|chol|kal|okeol|okol|pal|qokal|sal|shol|tedal	1080	163	14	40	0.35	17	17	0	28	28	6	5	5	0	4	4	0	20	20	1080
2615	79566	0.359316871576	al|cheal|dal|dol|okeol|okol|olchal|qokal|qotol|sheol|taral	910	143	9	32	0.28125	12	11	1	20	19	5	4	3	1	3	2	1	15	14	910
2616	97946	0.359316871576	al|chcthal|cheal|daiil|dal|dol|okeol|okol|qokal|qotol|sheol	910	143	9	31	0.290322580645	11	10	1	19	18	5	3	2	1	3	2	1	15	14	910
2617	6314	0.35931832871	al|chlal|dal|dol|kal|lkeal|okeol|qokal|qotol|ral|shol	945	153	10	32	0.3125	12	12	0	19	19	4	3	3	0	3	3	0	14	14	945
2618	119806	0.359327678247	al|chol|dal|kal|kol|lol|odal|okeol|opalal|qokal|tchal	1069	162	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1069
2619	154998	0.359329125978	airal|al|cheal|chl|chol|dol|kal|okol|qokail|qokal|sheol	1028	160	12	39	0.307692307692	15	14	1	26	25	6	4	3	1	4	3	1	20	19	1028
2620	187172	0.359344147065	al|chol|okol|oteol|qokal|qokalol|qopal|qotol|ral|sheol|sol	1015	159	10	32	0.3125	15	14	1	24	23	4	4	3	1	3	3	0	19	18	1015
2621	159807	0.359345271072	airal|al|cheal|chol|keel|okeol|oteol|qokal|qotol|shol|sol	1089	164	13	40	0.325	18	16	2	28	26	5	6	4	2	5	4	1	19	17	1089
2622	175543	0.359350732145	al|cheal|chol|kal|lol|okeedal|okeol|qokal|qotol|shol|tail	1068	162	14	42	0.333333333333	18	17	1	29	28	6	6	5	1	5	4	1	19	18	1068
2623	122464	0.359351240288	al|cheal|chl|chol|olchal|oteol|qokal|qokeeal|sal|shol|sol	1067	163	14	43	0.325581395349	20	18	2	31	29	6	8	6	2	5	4	1	21	19	1067
2624	109512	0.359355026995	airal|al|chdal|chol|cthol|daiil|dol|okeol|qokal|sheol|sol	1067	162	9	32	0.28125	14	14	0	22	22	3	3	3	0	3	3	0	17	17	1067
2625	22262	0.35936297041	al|cheal|chol|lkeal|odal|qokal|qotol|sheol|shol|taral|tol	1100	164	13	41	0.317073170732	17	16	1	27	26	5	5	4	1	5	4	1	18	17	1100
2626	165050	0.359364366644	al|chol|dal|kol|okeol|okol|oldal|qokal|sol|tal|tedal	1125	162	13	37	0.351351351351	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1125
2627	138432	0.359369872181	al|chl|chol|daiil|kol|okeol|qokal|qotol|sheol|sol|tchal	1022	160	10	33	0.30303030303	14	14	0	23	23	4	3	3	0	3	3	0	18	18	1022
2628	116482	0.359378655178	al|chdal|chol|kal|kol|lol|oldal|qokail|qokal|sheol|shol	1092	166	12	38	0.315789473684	17	17	0	26	26	4	5	5	0	4	4	0	18	18	1092
2629	16796	0.359384951328	al|cheal|chol|dol|okeedal|okeol|qokail|qokal|qotol|sheal|shol	1098	162	15	42	0.357142857143	17	16	1	29	28	7	5	4	1	5	4	1	18	17	1098
2630	116596	0.359396139129	al|dal|dol|okeedal|okol|qokal|qotol|shal|shol|sol|tedal	987	159	12	33	0.363636363636	12	12	0	21	21	6	3	3	0	3	3	0	16	16	987
2631	181252	0.359408720328	al|dal|lolol|oal|okeol|oteol|qokal|qotol|sheal|shol|sol	925	155	11	32	0.34375	13	12	1	21	20	5	4	3	1	3	3	0	15	14	925
2632	137452	0.359414587967	airal|al|chol|dol|kal|lol|odal|okeol|qokal|qokalol|sheol	1014	160	9	32	0.28125	15	15	0	23	23	3	4	4	0	3	3	0	18	18	1014
2633	190175	0.359432944978	airal|al|dal|dol|keol|qokal|qokalol|qotol|sal|shol|sol	972	157	10	31	0.322580645161	14	13	1	21	20	4	5	4	1	3	3	0	16	15	972
2634	67666	0.359448644135	al|cheal|chl|chol|dal|dol|lol|oal|qokal|sol|tedal	1143	163	14	42	0.333333333333	16	15	1	29	28	6	5	4	1	4	3	1	22	21	1143
2635	98324	0.359452184781	al|chl|dal|lol|okeol|oteol|qokal|rol|shol|tchal|tedal	894	149	11	33	0.333333333333	14	13	1	22	21	5	5	4	1	3	3	0	17	16	894
2636	41408	0.359468501027	al|dal|okol|opalal|qokal|qokeeal|qotol|sal|sheal|shol|sol	945	156	12	33	0.363636363636	13	13	0	22	22	6	4	4	0	3	3	0	16	16	945
2637	194720	0.359495168603	al|chcthal|chl|dal|dl|lol|qokail|qokal|shol|sol|tol	913	152	11	33	0.333333333333	13	13	0	21	21	5	4	4	0	3	3	0	16	16	913
2638	34827	0.359499167229	al|chcthal|chol|kal|okol|qokal|qokalol|qotol|sheol|sol|tal	1018	160	10	33	0.30303030303	14	14	0	23	23	4	3	3	0	3	3	0	18	18	1018
2639	164177	0.359500000509	airal|al|chol|dal|dol|lchedal|lol|okeol|qokal|sal|tal	1133	162	12	36	0.333333333333	16	16	0	27	27	4	5	5	0	3	3	0	21	21	1133
2640	158683	0.359504180987	al|chl|chlal|chol|lol|lolol|odal|okeol|okol|qokal|sheol	994	155	11	34	0.323529411765	15	15	0	25	25	5	4	4	0	3	3	0	20	20	994
2641	69166	0.359514319762	al|chlal|chol|dal|kol|okol|qokal|qokalol|qotol|tal|tol	1101	163	13	37	0.351351351351	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1101
2642	186402	0.359525357944	al|cheal|chlal|dal|dol|kal|lol|opalal|qokal|qotol|shol	946	152	11	36	0.305555555556	14	13	1	22	21	5	5	4	1	4	3	1	16	15	946
2643	115430	0.359531863937	al|chlal|chol|daiil|kal|keol|okol|qokal|qotol|sheol|sol	1016	159	10	33	0.30303030303	15	14	1	24	23	4	4	3	1	3	3	0	19	18	1016
2644	60802	0.359560557028	al|chol|lol|oal|odal|okeol|olchal|qokal|sheol|shol|sol	1133	164	12	38	0.315789473684	18	18	0	27	27	4	6	6	0	4	4	0	18	18	1133
2645	96086	0.359561134804	airal|al|chol|dol|kal|opalal|qokal|qotol|ral|sal|shol	1090	161	12	37	0.324324324324	17	17	0	26	26	4	5	5	0	4	4	0	18	18	1090
2646	152208	0.359564220109	al|chol|dal|lcheal|okol|olchal|otchol|qokal|sal|shal|sheol	1143	162	13	39	0.333333333333	16	16	0	28	28	5	5	5	0	3	3	0	21	21	1143
2647	173026	0.359564730754	al|chdal|dal|dol|okol|qokal|qokalol|qopal|shol|sol|tol	980	159	11	32	0.34375	12	12	0	20	20	5	3	3	0	3	3	0	15	15	980
2648	73346	0.359572406376	al|cheal|dal|dol|oal|qokail|qokal|qotol|shol|sol|tol	977	159	11	35	0.314285714286	13	12	1	21	20	5	4	3	1	4	3	1	15	14	977
2649	38786	0.359573174146	al|chol|okeol|oteol|qokal|qokalol|qokeeal|qotol|rol|sal|sheol	990	157	9	31	0.290322580645	16	15	1	24	23	3	5	4	1	3	3	0	19	18	990
2650	31611	0.359573680734	al|chl|chlal|chol|cthol|dal|okeol|opalal|qokal|qotol|tal	1107	162	13	39	0.333333333333	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1107
2651	194168	0.359592552163	al|chdal|chol|dal|otchol|qokal|qokalol|sheol|sol|tchal|tol	1148	164	12	37	0.324324324324	14	14	0	25	25	4	3	3	0	3	3	0	19	19	1148
2652	56537	0.359598289505	al|chlal|dal|dl|dol|okol|qokal|qokalol|qotol|sheol|tol	892	146	8	27	0.296296296296	10	10	0	17	17	4	2	2	0	2	2	0	14	14	892
2653	104247	0.359608755596	airal|al|dal|dol|kal|keel|okeol|qokal|ral|sheol|sol	886	141	7	27	0.259259259259	10	10	0	16	16	3	2	2	0	2	2	0	13	13	886
2654	152690	0.359622428083	al|chol|daiil|lol|okeol|okol|oldal|qokal|shal|sheol|tol	1001	157	10	32	0.3125	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1001
2655	62237	0.359632603857	al|chl|chol|daiil|dal|dol|kal|lol|okeol|qokal|qokeeal	1129	163	13	39	0.333333333333	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1129
2656	667	0.359642257491	al|chl|chlal|chol|keel|okeol|qokal|qotol|shal|shol|sol	1080	162	13	38	0.342105263158	16	16	0	26	26	5	4	4	0	4	4	0	18	18	1080
2657	50289	0.359651020688	al|cthol|dal|dol|keel|qokal|ral|sal|sheol|sol|tchal	905	147	7	27	0.259259259259	11	11	0	17	17	3	3	3	0	2	2	0	14	14	905
2658	79004	0.359657851408	al|chdal|chol|dol|kal|qokal|qokalol|qotol|sheol|sol|tchal	1040	162	9	32	0.28125	14	14	0	22	22	3	3	3	0	3	3	0	17	17	1040
2659	135220	0.359668402635	al|chol|kal|lol|okeedal|okol|qokal|qotol|shal|sheol|tail	993	157	11	34	0.323529411765	15	15	0	25	25	5	4	4	0	3	3	0	19	19	993
2660	193573	0.359668427839	al|chl|chol|dl|lol|oal|olchal|qokal|sheol|sol|tol	992	160	10	34	0.294117647059	16	16	0	25	25	4	5	5	0	3	3	0	19	19	992
2661	186896	0.359668427839	airal|al|chl|chol|dl|lol|olchal|qokal|sheol|sol|tol	992	160	10	34	0.294117647059	16	16	0	25	25	4	5	5	0	3	3	0	19	19	992
2662	8000	0.359671542377	al|chcthal|chl|chol|dol|qokal|qotol|sal|sheol|tail|tol	1038	161	10	33	0.30303030303	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1038
2663	113276	0.359671994889	al|chol|daiil|kal|oteol|qokal|qotol|sal|sheol|shol|tchal	1114	165	12	38	0.315789473684	18	17	1	27	26	4	6	5	1	4	4	0	19	18	1114
2664	179053	0.359671994889	al|chol|kal|oteol|qokal|qotol|sal|sheol|shol|tchal|tedal	1114	165	12	38	0.315789473684	18	17	1	27	26	4	6	5	1	4	4	0	19	18	1114
2665	172416	0.359682834996	al|chl|chol|dl|lol|okeol|oldal|qokal|qokalol|sal|sheol	982	157	10	33	0.30303030303	16	16	0	25	25	4	5	5	0	3	3	0	20	20	982
2666	130361	0.359684706835	al|chl|chol|dal|kal|kol|lcheal|okol|qokal|sheal|tedal	1071	162	15	41	0.365853658537	14	14	0	28	28	7	3	3	0	3	3	0	21	21	1071
2667	42438	0.359687797782	al|chol|cthol|dal|kal|okeedal|okeol|qetal|qokal|rol|tol	1097	164	13	39	0.333333333333	14	14	0	26	26	5	3	3	0	3	3	0	19	19	1097
2668	147927	0.359699794861	al|chl|cthol|dal|keel|okol|otchol|qokal|sheol|sol|taral	884	148	9	30	0.3	10	10	0	18	18	5	2	2	0	2	2	0	15	15	884
2669	101421	0.359704635336	al|chol|lkeal|lol|odal|oldal|qokal|qotol|sheol|shol|tol	1109	164	12	37	0.324324324324	17	17	0	26	26	4	5	5	0	4	4	0	18	18	1109
2670	52953	0.359734181932	al|chcthal|cheal|chol|cthol|daiil|okeol|qokal|qotol|sheol|sol	1041	160	10	36	0.277777777778	15	14	1	24	23	4	4	3	1	4	3	1	18	17	1041
2671	84422	0.35974051586	al|chl|chol|cthol|dal|okeol|pal|qokal|tail|tal|tol	1098	164	13	39	0.333333333333	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1098
2672	195083	0.35974051586	al|chl|chol|cthol|dal|oal|okeol|qokail|qokal|tal|tol	1098	164	13	39	0.333333333333	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1098
2673	56506	0.359763487078	al|cheal|chol|lkeal|okeol|okol|oteol|qokal|qopal|sal|shol	1079	162	14	41	0.341463414634	19	17	2	30	28	6	7	5	2	5	4	1	21	19	1079
2674	15064	0.359766135864	al|chol|dol|kal|okeedal|opalal|qokal|qotol|sal|shal|shol	1091	161	13	38	0.342105263158	17	17	0	27	27	5	5	5	0	4	4	0	18	18	1091
2675	151681	0.359800884794	al|cheal|chl|chol|kal|lkeal|okeol|pal|qokal|shol|sol	1073	164	14	43	0.325581395349	17	16	1	28	27	6	5	4	1	5	4	1	19	18	1073
2676	175078	0.359801891805	al|chl|cthol|dal|pal|qokal|sheal|sheol|shol|tedal|tol	958	156	12	36	0.333333333333	12	12	0	21	21	6	3	3	0	3	3	0	15	15	958
2677	92815	0.359807815108	al|chol|lol|lolol|okol|oteol|qokal|qokeeal|sal|shal|sheol	986	157	10	32	0.3125	17	16	1	26	25	4	6	5	1	3	3	0	21	20	986
2678	74962	0.359808493374	al|chol|cthol|lol|lolol|oal|odal|qokal|sal|shol|sol	1087	161	12	37	0.324324324324	18	18	0	27	27	4	6	6	0	4	4	0	19	19	1087
2679	149469	0.359834802525	al|chcthal|cheal|chol|kal|lchedal|qokal|shal|sheol|shol|tol	1083	165	13	42	0.309523809524	17	16	1	27	26	5	5	4	1	5	4	1	18	17	1083
2680	9389	0.359841686329	airal|al|cheal|chol|cthol|dol|lkeal|lol|okol|qokal|sheol	1061	160	11	37	0.297297297297	16	15	1	26	25	5	5	4	1	4	3	1	20	19	1061
2681	186924	0.359843989637	al|cheal|chl|chol|dol|okeol|pal|qokal|sheol|tail|tol	1028	161	11	37	0.297297297297	15	14	1	25	24	5	4	3	1	4	3	1	19	18	1028
2682	96835	0.359879648826	al|chol|okeedal|okol|qokal|qotol|sal|shol|sol|tail|tal	1105	163	14	38	0.368421052632	17	17	0	28	28	6	5	5	0	4	4	0	19	19	1105
2683	185295	0.359918478443	al|chl|chol|dol|kal|lcheal|qokal|sal|shol|sol|tedal	1116	163	13	39	0.333333333333	17	17	0	27	27	5	5	5	0	4	4	0	19	19	1116
2684	115536	0.359933535825	al|dal|kal|keol|okeol|olchal|qokal|qopal|qotol|shol|sol	928	155	10	33	0.30303030303	14	13	1	21	20	4	5	4	1	3	3	0	15	14	928
2685	101257	0.35993733722	al|cheal|dal|dol|lolol|oal|okeol|otchol|qokal|sal|sheol	878	147	8	30	0.266666666667	12	11	1	19	18	4	4	3	1	3	2	1	15	14	878
2686	52436	0.359944980158	al|chol|daiil|dl|kal|okeedal|okeol|okol|qokal|sheol|sol	1019	161	11	34	0.323529411765	14	14	0	24	24	5	3	3	0	3	3	0	18	18	1019
2687	117513	0.359952186925	al|dal|kal|keel|odal|okeol|qokal|qokeeal|qotol|shol|sol	924	155	10	32	0.3125	12	12	0	19	19	4	3	3	0	3	3	0	14	14	924
2688	174019	0.359954944558	airal|al|chl|chol|daiil|okeol|okol|qokal|sheal|shol|sol	1089	164	15	40	0.375	16	16	0	28	28	7	4	4	0	4	4	0	19	19	1089
2689	4049	0.359959842052	al|chl|dal|dl|dol|kal|lkeal|okeol|oldal|qokal|shol	932	152	11	34	0.323529411765	12	12	0	20	20	5	3	3	0	3	3	0	15	15	932
2690	24910	0.359984725381	al|chlal|chol|dl|lol|okeol|qokail|qokal|qotol|sal|shol	1070	162	12	36	0.333333333333	18	18	0	27	27	4	6	6	0	4	4	0	19	19	1070
2691	4837	0.359988315646	al|chol|dal|dol|kal|oteol|qokail|qokal|qopal|sheal|sol	1119	166	13	38	0.342105263158	15	14	1	27	26	5	4	3	1	3	3	0	20	19	1119
2692	183522	0.360022161962	al|cthol|dal|dol|kal|oal|okol|olchal|qokal|qotol|sheol	916	148	8	30	0.266666666667	11	11	0	18	18	4	3	3	0	2	2	0	14	14	916
2693	95996	0.36003292726	al|chcthal|chl|chol|cthol|lchedal|qokal|qotol|sal|sheol|sol	1036	160	10	34	0.294117647059	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1036
2694	120390	0.360051461959	airal|al|chol|dol|kal|keol|opalal|qokal|sal|shol|sol	1106	163	12	37	0.324324324324	18	17	1	27	26	4	6	5	1	4	4	0	19	18	1106
2695	195526	0.360089233964	al|cheal|cthol|dal|dol|kol|qokal|qokeeal|sheol|sol|tail	908	149	8	31	0.258064516129	11	10	1	18	17	4	3	2	1	3	2	1	14	13	908
2696	178854	0.360105597284	al|chol|dal|kol|okol|qokail|qokal|qotol|sol|tal|tchal	1124	162	13	37	0.351351351351	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1124
2697	58903	0.360130011848	al|chl|chol|lcheal|okeol|okol|qokail|qokal|qotol|sheol|tol	1022	157	11	34	0.323529411765	14	14	0	24	24	5	3	3	0	3	3	0	19	19	1022
2698	195650	0.360146151359	al|chcthal|cheal|chl|chol|lol|oteol|qokal|shol|sol|tedal	1065	163	14	42	0.333333333333	19	17	2	30	28	6	7	5	2	5	4	1	21	19	1065
2699	147765	0.36016362735	al|chol|dol|kal|okeol|oteol|pal|qetal|qokal|sal|shol	1101	164	12	37	0.324324324324	18	17	1	27	26	4	6	5	1	4	4	0	19	18	1101
2700	97019	0.360171010963	al|cheal|cthol|dal|dol|lchedal|lol|okeedal|okeol|qokal|shol	975	153	12	37	0.324324324324	14	13	1	23	22	6	5	4	1	4	3	1	17	16	975
2701	309	0.360184891122	al|chol|dal|dol|kal|odal|okeol|oldal|oteol|qetal|qokal	1106	165	12	37	0.324324324324	15	14	1	26	25	4	4	3	1	3	3	0	20	19	1106
2702	29958	0.360192871736	al|chl|chol|lol|okeol|opalal|oteol|qokal|qokeeal|qotol|sheol	996	157	10	33	0.30303030303	16	15	1	25	24	4	5	4	1	3	3	0	20	19	996
2703	57264	0.360198709929	al|chol|dal|dl|keel|kol|okol|qokal|qokeeal|qotol|tol	1099	163	13	37	0.351351351351	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1099
2704	130758	0.360199882914	al|chol|dal|kal|lcheal|okeol|okol|otchol|qokal|ral|tail	1086	162	13	38	0.342105263158	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1086
2705	102326	0.360200038555	al|chl|chlal|dal|dl|dol|lchedal|qokal|qotol|sheol|sol	890	144	8	28	0.285714285714	10	10	0	17	17	4	2	2	0	2	2	0	14	14	890
2706	73789	0.360214699331	al|chl|chol|dol|kal|pal|qokal|sal|sheol|tail|tol	1020	161	10	34	0.294117647059	15	15	0	24	24	4	4	4	0	3	3	0	19	19	1020
2707	65779	0.360222654982	al|chl|chlal|chol|okeol|qetal|qokal|qotol|sal|sheol|shol	1135	162	13	39	0.333333333333	17	17	0	27	27	5	5	5	0	4	4	0	19	19	1135
2708	114934	0.360223980727	al|chdal|cheal|chlal|chol|dal|dol|lchedal|oteol|qokal|sal	1105	166	13	40	0.325	17	15	2	29	27	5	6	4	2	4	3	1	22	20	1105
2709	109829	0.360240108036	al|chol|cthol|dal|lol|oal|okeol|olchal|qokal|qotol|shal	1109	162	12	38	0.315789473684	16	16	0	27	27	4	5	5	0	3	3	0	20	20	1109
2710	165876	0.360280579425	airal|al|daiil|dal|okeol|qokal|qotol|rol|shol|sol|tol	939	157	10	31	0.322580645161	12	12	0	19	19	4	3	3	0	3	3	0	14	14	939
2711	4089	0.360286227043	airal|al|cheal|chol|dal|kol|okol|qokal|qokalol|sol|tol	1121	164	14	41	0.341463414634	15	14	1	28	27	6	4	3	1	4	3	1	21	20	1121
2712	51439	0.360286227043	al|cheal|chol|dal|kol|lkeal|okol|qokal|qokeeal|sol|tol	1121	164	14	41	0.341463414634	15	14	1	28	27	6	4	3	1	4	3	1	21	20	1121
2713	177253	0.360287124137	al|chol|kal|lchedal|okol|qokal|ral|sheol|sol|taral|tol	1005	160	10	33	0.30303030303	14	14	0	23	23	4	3	3	0	3	3	0	18	18	1005
2714	50295	0.36029274961	al|chcthal|chdal|chol|lol|oteol|qokal|qokalol|qotol|sheol|sol	1000	160	9	31	0.290322580645	16	15	1	24	23	3	5	4	1	3	3	0	19	18	1000
2715	135296	0.360302914984	airal|al|chl|dal|lchedal|okeol|okol|qokal|rol|sal|shol	923	152	12	34	0.352941176471	13	13	0	22	22	6	4	4	0	3	3	0	17	17	923
2716	124487	0.360307322555	al|cheal|dal|dol|okeedal|qokail|qokal|qotol|shal|sheol|sol	887	144	9	31	0.290322580645	11	10	1	19	18	5	3	2	1	3	2	1	15	14	887
2717	135704	0.360312235066	al|chl|chol|dol|okol|qokail|qokal|qokeeal|qotol|rol|sheol	1040	159	11	34	0.323529411765	14	14	0	24	24	5	3	3	0	3	3	0	19	19	1040
2718	194930	0.360312235066	al|chl|chlal|chol|dol|lkeal|okol|qokal|qotol|rol|sheol	1040	159	11	34	0.323529411765	14	14	0	24	24	5	3	3	0	3	3	0	19	19	1040
2719	108439	0.36031900974	al|cheal|chol|lchedal|lol|okeedal|okeol|okol|oteol|qokal|shol	1079	163	15	42	0.357142857143	19	17	2	31	29	7	7	5	2	5	4	1	21	19	1079
2720	66031	0.360325393901	al|cheal|chol|dal|okeedal|okeol|okol|otchol|qokal|qotol|tail	1116	161	15	42	0.357142857143	15	14	1	29	28	7	4	3	1	4	3	1	21	20	1116
2721	67864	0.36033040985	al|chol|dal|kol|okeedal|okol|qokal|rol|sol|tail|tol	1117	164	14	38	0.368421052632	14	14	0	27	27	6	3	3	0	3	3	0	20	20	1117
2722	25887	0.360367261383	al|chol|lcheal|lol|olchal|oteol|qokal|sal|sheal|shol|sol	1062	164	13	38	0.342105263158	20	19	1	30	29	5	8	7	1	4	4	0	20	19	1062
2723	15797	0.360387622913	al|chol|cthol|dal|kal|olchal|qokal|ral|sol|tchal|tol	1104	165	12	39	0.307692307692	15	15	0	26	26	4	4	4	0	3	3	0	19	19	1104
2724	74328	0.360398865781	airal|al|chol|dal|kol|lolol|qokal|ral|sheol|sol|tol	1148	165	12	37	0.324324324324	14	14	0	25	25	4	3	3	0	3	3	0	19	19	1148
2725	143576	0.360414165985	al|chol|daiil|dal|dol|lol|okeol|qokal|sheal|tchal|tol	1124	164	13	37	0.351351351351	15	15	0	27	27	5	4	4	0	3	3	0	20	20	1124
2726	560	0.36043441034	al|chcthal|chol|dal|keel|odal|okeol|okol|otchol|qokal|qotol	1102	161	13	37	0.351351351351	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1102
2727	95633	0.360475983042	al|chol|dal|dol|kal|lol|qokal|qopal|tal|tedal|tol	1111	164	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1111
2728	145986	0.360477023101	al|chl|chol|cthol|daiil|dal|okeol|pal|qokal|qotol|tal	1107	162	13	39	0.333333333333	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1107
2729	35494	0.360498751435	al|chol|dal|dl|kol|lolol|okeedal|okeol|qokal|sheol|tol	1139	164	13	38	0.342105263158	14	14	0	26	26	5	3	3	0	3	3	0	19	19	1139
2730	79465	0.360498905863	al|dal|lol|oal|qokal|sal|shal|shol|sol|tail|tol	919	153	10	31	0.322580645161	14	14	0	21	21	4	5	5	0	3	3	0	16	16	919
2731	81234	0.360505255971	al|chol|keol|oal|oteol|qokal|qokalol|qotol|sal|sheol|sol	1001	159	9	31	0.290322580645	17	15	2	25	23	3	6	4	2	3	3	0	20	18	1001
2732	35752	0.360509355548	al|chol|cthol|dol|keol|lcheal|okeol|qokail|qokal|sheol|sol	1066	161	9	32	0.28125	15	14	1	23	22	3	4	3	1	3	3	0	18	17	1066
2733	198845	0.360510217204	al|chl|chol|lchedal|lol|odal|okeol|okol|oldal|qokal|sheol	994	155	11	34	0.323529411765	15	15	0	25	25	5	4	4	0	3	3	0	20	20	994
2734	6371	0.360520906218	al|dal|kal|lol|okeedal|okol|qetal|qokal|sheal|shol|sol	927	154	13	35	0.371428571429	13	13	0	23	23	7	4	4	0	3	3	0	17	17	927
2735	161783	0.360520906218	al|dal|kal|lol|lolol|okol|qokal|ral|shol|sol|taral	927	154	11	33	0.333333333333	13	13	0	21	21	5	4	4	0	3	3	0	16	16	927
