locus_serial	unit_id	page	locus	group_count	local_owner	local_namespace	namespace_reset	apprentice_primitive_sequence	write_instruction_de	orientation	crosspage_key
111	A2	f68r1	f68r1.37	5	A2_CENTRAL_LEGEND_UNRESOLVED	A2_LOCAL_OWNER_UNRESOLVED	YES	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokale Zentrallegende eines f68r1-Teilbildes laut Exemplar; kopiere alle 5 Gruppen; lies den Wert nur unter A2_LOCAL_OWNER_UNRESOLVED.	NONE	NONE
112	A3	f69v	f69v.1	40	A3_LEFT_WHEEL_RING_TEXT	A3_LEFT_WHEEL_ONLY	YES	OPEN_INSTRUMENT>RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige Ringtext des linken 28-Platz-Rades; kopiere alle 40 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
113	A3	f69v	f69v.2	38	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	YES	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige Ringtext des mittleren Wolken-/Wellenrades; kopiere alle 38 Gruppen; lies den Wert nur unter A3_MIDDLE_WHEEL_ONLY.	NONE	NONE
114	A3	f69v	f69v.3	29	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	YES	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige Ringtext des rechten Gesicht-Strahlenrades; kopiere alle 29 Gruppen; lies den Wert nur unter A3_RIGHT_WHEEL_ONLY.	NONE	NONE
115	A3	f69v	f69v.4	2	A3_LEFT_RADIAL_SLOT_01	A3_LEFT_WHEEL_ONLY	YES	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 01 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 2 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
116	A3	f69v	f69v.5	2	A3_LEFT_RADIAL_SLOT_02	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 02 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 2 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
117	A3	f69v	f69v.6	1	A3_LEFT_RADIAL_SLOT_03	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 03 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
118	A3	f69v	f69v.7	1	A3_LEFT_RADIAL_SLOT_04	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 04 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
119	A3	f69v	f69v.8	1	A3_LEFT_RADIAL_SLOT_05	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 05 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
120	A3	f69v	f69v.9	1	A3_LEFT_RADIAL_SLOT_06	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 06 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
121	A3	f69v	f69v.10	1	A3_LEFT_RADIAL_SLOT_07	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 07 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
122	A3	f69v	f69v.11	1	A3_LEFT_RADIAL_SLOT_08	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 08 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
123	A3	f69v	f69v.12	1	A3_LEFT_RADIAL_SLOT_09	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 09 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
124	A3	f69v	f69v.13	1	A3_LEFT_RADIAL_SLOT_10	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 10 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
125	A3	f69v	f69v.14	1	A3_LEFT_RADIAL_SLOT_11	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 11 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
126	A3	f69v	f69v.15	1	A3_LEFT_RADIAL_SLOT_12	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 12 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
127	A3	f69v	f69v.16	1	A3_LEFT_RADIAL_SLOT_13	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 13 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
128	A3	f69v	f69v.17	1	A3_LEFT_RADIAL_SLOT_14	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 14 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
129	A3	f69v	f69v.18	1	A3_LEFT_RADIAL_SLOT_15	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 15 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
130	A3	f69v	f69v.19	1	A3_LEFT_RADIAL_SLOT_16	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 16 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
131	A3	f69v	f69v.20	1	A3_LEFT_RADIAL_SLOT_17	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 17 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
132	A3	f69v	f69v.21	1	A3_LEFT_RADIAL_SLOT_18	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 18 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
133	A3	f69v	f69v.22	1	A3_LEFT_RADIAL_SLOT_19	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 19 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
134	A3	f69v	f69v.23	1	A3_LEFT_RADIAL_SLOT_20	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 20 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
135	A3	f69v	f69v.24	1	A3_LEFT_RADIAL_SLOT_21	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 21 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
136	A3	f69v	f69v.25	2	A3_LEFT_RADIAL_SLOT_22	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 22 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 2 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
137	A3	f69v	f69v.26	2	A3_LEFT_RADIAL_SLOT_23	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 23 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 2 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
138	A3	f69v	f69v.27	1	A3_LEFT_RADIAL_SLOT_24	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 24 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
139	A3	f69v	f69v.28	1	A3_LEFT_RADIAL_SLOT_25	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 25 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
140	A3	f69v	f69v.29	1	A3_LEFT_RADIAL_SLOT_26	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 26 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
141	A3	f69v	f69v.30	1	A3_LEFT_RADIAL_SLOT_27	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 27 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 1 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
142	A3	f69v	f69v.31	2	A3_LEFT_RADIAL_SLOT_28	A3_LEFT_WHEEL_ONLY	NO	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Zeige lokaler Radialplatz 28 des linken f69v-Rades; Nummer nur editoriale Adresse; kopiere alle 2 Gruppen; lies den Wert nur unter A3_LEFT_WHEEL_ONLY.	NONE	NONE
