group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	locus_primitive_sequence	copy_instruction_de	semantic_reading
130	A1	f67r2	f67r2.54	1	A1:G130	A1_LEFT_OUTER_STAR_STATION_03	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_03.	LOCAL_MASTER_KEY_ONLY
131	A1	f67r2	f67r2.54	2	A1:G131	A1_LEFT_OUTER_STAR_STATION_03	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_03.	LOCAL_MASTER_KEY_ONLY
132	A1	f67r2	f67r2.55	1	A1:G132	A1_LEFT_OUTER_STAR_STATION_04	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_04.	LOCAL_MASTER_KEY_ONLY
133	A1	f67r2	f67r2.56	1	A1:G133	A1_LEFT_OUTER_STAR_STATION_05	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_05.	LOCAL_MASTER_KEY_ONLY
134	A1	f67r2	f67r2.56	2	A1:G134	A1_LEFT_OUTER_STAR_STATION_05	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_05.	LOCAL_MASTER_KEY_ONLY
135	A1	f67r2	f67r2.57	1	A1:G135	A1_LEFT_OUTER_STAR_STATION_06	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_06.	LOCAL_MASTER_KEY_ONLY
136	A1	f67r2	f67r2.57	2	A1:G136	A1_LEFT_OUTER_STAR_STATION_06	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_06.	LOCAL_MASTER_KEY_ONLY
137	A1	f67r2	f67r2.58	1	A1:G137	A1_LEFT_OUTER_STAR_STATION_07	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_07.	LOCAL_MASTER_KEY_ONLY
138	A1	f67r2	f67r2.58	2	A1:G138	A1_LEFT_OUTER_STAR_STATION_07	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_07.	LOCAL_MASTER_KEY_ONLY
139	A1	f67r2	f67r2.58	3	A1:G139	A1_LEFT_OUTER_STAR_STATION_07	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_OUTER_STAR_STATION_07.	LOCAL_MASTER_KEY_ONLY
140	A1	f67r2	f67r2.59	1	A1:G140	A1_LEFT_OUTER_STAR_STATION_08	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_08.	LOCAL_MASTER_KEY_ONLY
141	A1	f67r2	f67r2.60	1	A1:G141	A1_LEFT_OUTER_STAR_STATION_09	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_09.	LOCAL_MASTER_KEY_ONLY
142	A1	f67r2	f67r2.61	1	A1:G142	A1_LEFT_OUTER_STAR_STATION_10	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_10.	LOCAL_MASTER_KEY_ONLY
143	A1	f67r2	f67r2.62	1	A1:G143	A1_LEFT_OUTER_STAR_STATION_11	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_11.	LOCAL_MASTER_KEY_ONLY
144	A1	f67r2	f67r2.63	1	A1:G144	A1_LEFT_OUTER_STAR_STATION_12	A1_LEFT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_12.	LOCAL_MASTER_KEY_ONLY
145	A1	f67r2	f67r2.64	1	A1:G145	A1_RIGHT_PHASE_STATION_01	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_01.	LOCAL_MASTER_KEY_ONLY
146	A1	f67r2	f67r2.64	2	A1:G146	A1_RIGHT_PHASE_STATION_01	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_RIGHT_PHASE_STATION_01.	LOCAL_MASTER_KEY_ONLY
147	A1	f67r2	f67r2.65	1	A1:G147	A1_RIGHT_PHASE_STATION_02	A1_RIGHT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_02.	LOCAL_MASTER_KEY_ONLY
148	A1	f67r2	f67r2.66	1	A1:G148	A1_RIGHT_PHASE_STATION_03	A1_RIGHT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_03.	LOCAL_MASTER_KEY_ONLY
149	A1	f67r2	f67r2.67	1	A1:G149	A1_RIGHT_PHASE_STATION_04	A1_RIGHT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_04.	LOCAL_MASTER_KEY_ONLY
150	A1	f67r2	f67r2.68	1	A1:G150	A1_RIGHT_PHASE_STATION_05	A1_RIGHT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_05.	LOCAL_MASTER_KEY_ONLY
151	A1	f67r2	f67r2.69	1	A1:G151	A1_RIGHT_PHASE_STATION_06	A1_RIGHT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_06.	LOCAL_MASTER_KEY_ONLY
152	A1	f67r2	f67r2.69	2	A1:G152	A1_RIGHT_PHASE_STATION_06	A1_RIGHT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_RIGHT_PHASE_STATION_06.	LOCAL_MASTER_KEY_ONLY
153	A1	f67r2	f67r2.70	1	A1:G153	A1_RIGHT_PHASE_STATION_07	A1_RIGHT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_07.	LOCAL_MASTER_KEY_ONLY
154	A1	f67r2	f67r2.71	1	A1:G154	A1_RIGHT_PHASE_STATION_08	A1_RIGHT_WHEEL_ONLY	SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_08.	LOCAL_MASTER_KEY_ONLY
155	A1	f67r2	f67r2.72	1	A1:G155	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
156	A1	f67r2	f67r2.72	2	A1:G156	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
157	A1	f67r2	f67r2.72	3	A1:G157	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
158	A1	f67r2	f67r2.72	4	A1:G158	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
159	A1	f67r2	f67r2.72	5	A1:G159	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 5 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
160	A1	f67r2	f67r2.72	6	A1:G160	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 6 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
161	A1	f67r2	f67r2.72	7	A1:G161	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 7 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
162	A1	f67r2	f67r2.72	8	A1:G162	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 8 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
163	A1	f67r2	f67r2.72	9	A1:G163	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 9 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
164	A1	f67r2	f67r2.72	10	A1:G164	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 10 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
165	A1	f67r2	f67r2.72	11	A1:G165	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 11 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
166	A1	f67r2	f67r2.72	12	A1:G166	A1_LEFT_OUTER_RING_TEXT	A1_LEFT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 12 am Besitzer A1_LEFT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
167	A1	f67r2	f67r2.73	1	A1:G167	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
168	A1	f67r2	f67r2.73	2	A1:G168	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
169	A1	f67r2	f67r2.73	3	A1:G169	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
170	A1	f67r2	f67r2.73	4	A1:G170	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
171	A1	f67r2	f67r2.73	5	A1:G171	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 5 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
172	A1	f67r2	f67r2.73	6	A1:G172	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 6 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
173	A1	f67r2	f67r2.73	7	A1:G173	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 7 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
174	A1	f67r2	f67r2.73	8	A1:G174	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 8 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
175	A1	f67r2	f67r2.73	9	A1:G175	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 9 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
176	A1	f67r2	f67r2.73	10	A1:G176	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 10 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
177	A1	f67r2	f67r2.73	11	A1:G177	A1_RIGHT_OUTER_RING_TEXT	A1_RIGHT_WHEEL_ONLY	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 11 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	LOCAL_MASTER_KEY_ONLY
178	A1	f67r2	f67r2.74	1	A1:G178	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 1 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
179	A1	f67r2	f67r2.74	2	A1:G179	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 2 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
180	A1	f67r2	f67r2.74	3	A1:G180	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 3 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
181	A1	f67r2	f67r2.74	4	A1:G181	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 4 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
182	A1	f67r2	f67r2.74	5	A1:G182	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 5 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
183	A1	f67r2	f67r2.74	6	A1:G183	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 6 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
184	A1	f67r2	f67r2.74	7	A1:G184	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 7 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
185	A1	f67r2	f67r2.74	8	A1:G185	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 8 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
186	A1	f67r2	f67r2.74	9	A1:G186	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 9 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
187	A1	f67r2	f67r2.74	10	A1:G187	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	A1_OWNER_UNRESOLVED_NO_JOIN	RESET_AT_NAMESPACE_CHANGE>SELECT_NAMESPACE>SELECT_LOCAL_SLOT>COPY_OPAQUE_GROUPS>READ_WITH_LOCAL_KEY>PRESERVE_NO_ORIENTATION>NO_CROSSPAGE_JOIN	Kopiere Gruppe 10 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	LOCAL_MASTER_KEY_ONLY
