entry	kind	working_meaning_de	composition	context_rule	status
o@GDT664_O_READER_MERGE_BOTH_NOVEL_lolkeees	PRACTICAL_RENDERING_CARD	Pfund / Gewichtseinheit im Ansatz mit lkeees	O_READER_MERGE_BOTH_NOVEL:lolkeees	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_BOTH_NOVEL_oxor	PRACTICAL_RENDERING_CARD	ox im Ansatz mit r	O_READER_MERGE_BOTH_NOVEL:oxor	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_BOTH_NOVEL_shoteeody	PRACTICAL_RENDERING_CARD	sh im Ansatz mit teeody	O_READER_MERGE_BOTH_NOVEL:shoteeody	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_BOTH_NOVEL_sokchol	PRACTICAL_RENDERING_CARD	s im Ansatz mit kchol	O_READER_MERGE_BOTH_NOVEL:sokchol	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_LEFT_NOVEL_cholo	PRACTICAL_RENDERING_CARD	Trockengut im Ansatz	O_READER_MERGE_LEFT_NOVEL:cholo	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_oaiin	PRACTICAL_RENDERING_CARD	Ansatzmenge III	O_READER_MERGE_RIGHT_KNOWN:oaiin	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_oal	PRACTICAL_RENDERING_CARD	Rohstoff I im Ansatz	O_READER_MERGE_RIGHT_KNOWN:oal	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_oar	PRACTICAL_RENDERING_CARD	Drogenfraktion I im Ansatz	O_READER_MERGE_RIGHT_KNOWN:oar	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_ochedy	PRACTICAL_RENDERING_CARD	Ansatz aus getrockneter Droge, abgeschlossen	O_READER_MERGE_RIGHT_KNOWN:ochedy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_ockhy	PRACTICAL_RENDERING_CARD	Ansatz eines Arzneikompositums am Gradanfang	O_READER_MERGE_RIGHT_KNOWN:ockhy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_octhey	PRACTICAL_RENDERING_CARD	Krautzubereitung, Form I	O_READER_MERGE_RIGHT_KNOWN:octhey	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_odain	PRACTICAL_RENDERING_CARD	Zubereitungsdosis II	O_READER_MERGE_RIGHT_KNOWN:odain	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_okaiin	PRACTICAL_RENDERING_CARD	Ansatz auf Heizstufe III	O_READER_MERGE_RIGHT_KNOWN:okaiin	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_okal	PRACTICAL_RENDERING_CARD	Rohstoff I, leicht erhitzt im Ansatz	O_READER_MERGE_RIGHT_KNOWN:okal	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_okam	PRACTICAL_RENDERING_CARD	ein Maß heißen Ansatzes	O_READER_MERGE_RIGHT_KNOWN:okam	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_okchan	PRACTICAL_RENDERING_CARD	heiß-trockener Ansatz, Grad I	O_READER_MERGE_RIGHT_KNOWN:okchan	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_okchy	PRACTICAL_RENDERING_CARD	heiß-trockener Ansatz am Anfang des Grades	O_READER_MERGE_RIGHT_KNOWN:okchy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_okedy	PRACTICAL_RENDERING_CARD	Ansatz bis zur mittleren Heizstufe, abgeschlossen	O_READER_MERGE_RIGHT_KNOWN:okedy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_okeedy	PRACTICAL_RENDERING_CARD	Ansatz auf Heizendstufe abgeschlossen	O_READER_MERGE_RIGHT_KNOWN:okeedy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_okeey	PRACTICAL_RENDERING_CARD	Ansatz auf Heizendstufe	O_READER_MERGE_RIGHT_KNOWN:okeey	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_okey	PRACTICAL_RENDERING_CARD	Ansatz bis zur mittleren Heizstufe	O_READER_MERGE_RIGHT_KNOWN:okey	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_okor	PRACTICAL_RENDERING_CARD	heiße Drogenportion im Ansatz	O_READER_MERGE_RIGHT_KNOWN:okor	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_oky	PRACTICAL_RENDERING_CARD	leicht erhitzter Ansatz	O_READER_MERGE_RIGHT_KNOWN:oky	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_ol	PRACTICAL_RENDERING_CARD	Grundansatz	O_READER_MERGE_RIGHT_KNOWN:ol	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_olaiin	PRACTICAL_RENDERING_CARD	Drogenstoff, drei Teile	O_READER_MERGE_RIGHT_KNOWN:olaiin	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_olkaiin	PRACTICAL_RENDERING_CARD	heiße Drogenbasis, Stufe III	O_READER_MERGE_RIGHT_KNOWN:olkaiin	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_olkeedy	PRACTICAL_RENDERING_CARD	Holzdrogenansatz vollständig erhitzt und abgeschlossen	O_READER_MERGE_RIGHT_KNOWN:olkeedy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_olshedy	PRACTICAL_RENDERING_CARD	Holzdroge im Ansatz vollständig eingeweicht	O_READER_MERGE_RIGHT_KNOWN:olshedy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_olsheedy	PRACTICAL_RENDERING_CARD	vollständig eingeweichtes Drogenmaterial, fertig	O_READER_MERGE_RIGHT_KNOWN:olsheedy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_oor	PRACTICAL_RENDERING_CARD	Drogenportion im Ansatz	O_READER_MERGE_RIGHT_KNOWN:oor	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_or	PRACTICAL_RENDERING_CARD	Drogenportion	O_READER_MERGE_RIGHT_KNOWN:or	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_oraiin	PRACTICAL_RENDERING_CARD	Portion III	O_READER_MERGE_RIGHT_KNOWN:oraiin	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_otchey	PRACTICAL_RENDERING_CARD	kalt-trockener Ansatz in der Mitte des Grades	O_READER_MERGE_RIGHT_KNOWN:otchey	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_otchor	PRACTICAL_RENDERING_CARD	kalt-trockene Drogenportion im Ansatz	O_READER_MERGE_RIGHT_KNOWN:otchor	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_otchy	PRACTICAL_RENDERING_CARD	kalt-trockener Ansatz am Anfang des Grades	O_READER_MERGE_RIGHT_KNOWN:otchy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_KNOWN_otshedy	PRACTICAL_RENDERING_CARD	kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	O_READER_MERGE_RIGHT_KNOWN:otshedy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_octhedy	PRACTICAL_RENDERING_CARD	Ansatz mit cthedy	O_READER_MERGE_RIGHT_NOVEL:octhedy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_oeeockhy	PRACTICAL_RENDERING_CARD	Ansatz mit eeockhy	O_READER_MERGE_RIGHT_NOVEL:oeeockhy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_ofychey	PRACTICAL_RENDERING_CARD	Ansatz mit fychey	O_READER_MERGE_RIGHT_NOVEL:ofychey	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okald	PRACTICAL_RENDERING_CARD	Ansatz mit kald	O_READER_MERGE_RIGHT_NOVEL:okald	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okalol	PRACTICAL_RENDERING_CARD	Ansatz mit heißer Rohstoff der ersten Klasse	O_READER_MERGE_RIGHT_NOVEL:okalol	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okchdar	PRACTICAL_RENDERING_CARD	Ansatz mit kchdar	O_READER_MERGE_RIGHT_NOVEL:okchdar	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okchochor	PRACTICAL_RENDERING_CARD	Ansatz mit kchochor	O_READER_MERGE_RIGHT_NOVEL:okchochor	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okeeal	PRACTICAL_RENDERING_CARD	Ansatz mit keeal	O_READER_MERGE_RIGHT_NOVEL:okeeal	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okeeedy	PRACTICAL_RENDERING_CARD	Ansatz mit keeedy	O_READER_MERGE_RIGHT_NOVEL:okeeedy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okeeey	PRACTICAL_RENDERING_CARD	Ansatz mit keeey	O_READER_MERGE_RIGHT_NOVEL:okeeey	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okeeol	PRACTICAL_RENDERING_CARD	Ansatz mit stark erhitzter Drogenstoff	O_READER_MERGE_RIGHT_NOVEL:okeeol	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okody	PRACTICAL_RENDERING_CARD	Ansatz mit kody	O_READER_MERGE_RIGHT_NOVEL:okody	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okoiin	PRACTICAL_RENDERING_CARD	Ansatz mit koiin	O_READER_MERGE_RIGHT_NOVEL:okoiin	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okol	PRACTICAL_RENDERING_CARD	Ansatz mit heiß; nominal heißes Gut/Material	O_READER_MERGE_RIGHT_NOVEL:okol	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_okom	PRACTICAL_RENDERING_CARD	Ansatz mit kom	O_READER_MERGE_RIGHT_NOVEL:okom	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_olam	PRACTICAL_RENDERING_CARD	Ansatz mit Drogenholz: Maß-/Einheitsform I	O_READER_MERGE_RIGHT_NOVEL:olam	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_oleeckhey	PRACTICAL_RENDERING_CARD	Ansatz mit leeckhey	O_READER_MERGE_RIGHT_NOVEL:oleeckhey	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_oqoeeosain	PRACTICAL_RENDERING_CARD	Ansatz mit qoeeosain	O_READER_MERGE_RIGHT_NOVEL:oqoeeosain	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_oqokeey	PRACTICAL_RENDERING_CARD	Ansatz mit bis zur Heizendstufe	O_READER_MERGE_RIGHT_NOVEL:oqokeey	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_oqoky	PRACTICAL_RENDERING_CARD	Ansatz mit leicht erhitzt	O_READER_MERGE_RIGHT_NOVEL:oqoky	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_oqol	PRACTICAL_RENDERING_CARD	Ansatz mit Drogenstoff zugeben	O_READER_MERGE_RIGHT_NOVEL:oqol	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_oroiiin	PRACTICAL_RENDERING_CARD	Ansatz mit Wurzeldroge: Formklasse IV	O_READER_MERGE_RIGHT_NOVEL:oroiiin	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_os	PRACTICAL_RENDERING_CARD	Ansatz mit s	O_READER_MERGE_RIGHT_NOVEL:os	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_oshedy	PRACTICAL_RENDERING_CARD	Ansatz mit bis zur mittleren Einweichstufe gebracht	O_READER_MERGE_RIGHT_NOVEL:oshedy	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_osheeo	PRACTICAL_RENDERING_CARD	Ansatz mit sheeo	O_READER_MERGE_RIGHT_NOVEL:osheeo	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_oshsodaiin	PRACTICAL_RENDERING_CARD	Ansatz mit shsodaiin	O_READER_MERGE_RIGHT_NOVEL:oshsodaiin	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_otolosheey	PRACTICAL_RENDERING_CARD	Ansatz mit tolosheey	O_READER_MERGE_RIGHT_NOVEL:otolosheey	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_otyol	PRACTICAL_RENDERING_CARD	Ansatz mit tyol	O_READER_MERGE_RIGHT_NOVEL:otyol	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
o@GDT664_O_READER_MERGE_RIGHT_NOVEL_oykeey	PRACTICAL_RENDERING_CARD	Ansatz mit ykeey	O_READER_MERGE_RIGHT_NOVEL:oykeey	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qodaim@GDT664_QODAIM_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm zwei Maße	QODAIM_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qodchy@GDT664_QODCHY_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm eine Dosis Trockendroge	QODCHY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qoeeeety@GDT664_QOEEEETY_ACTION_NONE	PRACTICAL_RENDERING_CARD	lasse den Ansatz vollständig abkühlen und ruhen	QOEEEETY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qoeey@GDT664_QOEEY_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm die Endportion hinzu	QOEEY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qokam@GDT664_QOKAM_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm ein Maß und erhitze es	QOKAM_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qokechdy@GDT664_QOKECHDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	erhitze und trockne bis zum Abschluss	QOKECHDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qokeeaiin@GDT664_QOKEEAIIN_ACTION_NONE	PRACTICAL_RENDERING_CARD	erhitze drei Teile bis zur Endstufe	QOKEEAIIN_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qokeed@GDT664_QOKEED_ACTION_NONE	PRACTICAL_RENDERING_CARD	erhitze bis zur Endstufe und schließe ab	QOKEED_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qokeo@GDT664_QOKEO_ACTION_NONE	PRACTICAL_RENDERING_CARD	bereite einen heißen Auszug	QOKEO_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qok@GDT664_QOK_HEAT_ACTION_NONE	PRACTICAL_RENDERING_CARD	erhitze Folgendes:	QOK_HEAT_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qok@GDT664_QOK_READER_MERGE_RIGHT_KNOWN_qokchol	PRACTICAL_RENDERING_CARD	heiß-trockenes Drogenmaterial	QOK_READER_MERGE_RIGHT_KNOWN:qokchol	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qok@GDT664_QOK_READER_MERGE_RIGHT_KNOWN_qokshey	PRACTICAL_RENDERING_CARD	heiß und bis zur mittleren Einweichstufe	QOK_READER_MERGE_RIGHT_KNOWN:qokshey	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qok@GDT664_QOK_READER_MERGE_RIGHT_NOVEL_qokcho	PRACTICAL_RENDERING_CARD	erhitze Trockenansatz	QOK_READER_MERGE_RIGHT_NOVEL:qokcho	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qok@GDT664_QOK_READER_MERGE_RIGHT_NOVEL_qokodal	PRACTICAL_RENDERING_CARD	erhitze abgemessene Rohstoffmenge I im Ansatz	QOK_READER_MERGE_RIGHT_NOVEL:qokodal	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qolkchey@GDT664_QOLKCHEY_ACTION_NONE	PRACTICAL_RENDERING_CARD	gib heiß getrocknete Droge hinzu	QOLKCHEY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qooldy@GDT664_QOOLDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	gib den fertigen Auszug hinzu	QOOLDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qopchdy@GDT664_QOPCHDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm fertig getrocknetes Pulver	QOPCHDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qorchain@GDT664_QORCHAIN_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm zwei Teile Trockendroge	QORCHAIN_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qotam@GDT664_QOTAM_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm ein Maß kalten Ansatzes	QOTAM_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qotoeey@GDT664_QOTOEEY_ACTION_NONE	PRACTICAL_RENDERING_CARD	kühle den Ansatz vollständig	QOTOEEY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qoykam@GDT664_QOYKAM_ACTION_NONE	PRACTICAL_RENDERING_CARD	nimm hiervon ein Maß und erhitze es	QOYKAM_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
qykaiin@GDT664_QYKAIIN_ACTION_NONE	PRACTICAL_RENDERING_CARD	erhitze hiervon bis Stufe III	QYKAIIN_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
raralchl@GDT664_RARALCHL_ACTION_NONE	PRACTICAL_RENDERING_CARD	trockne die rohe Wurzelfraktion I	RARALCHL_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
ycheo@GDT664_REFERENCE_WHOLE_NONE	PRACTICAL_RENDERING_CARD	nimm hierzu den Trockenansatz	REFERENCE_WHOLE:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
ykain@GDT664_REFERENCE_WHOLE_NONE	PRACTICAL_RENDERING_CARD	erhitze hiervon auf Stufe II	REFERENCE_WHOLE:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
ykanam@GDT664_REFERENCE_WHOLE_NONE	PRACTICAL_RENDERING_CARD	nimm hiervon ein Maß und erwärme es leicht	REFERENCE_WHOLE:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
ykar@GDT664_REFERENCE_WHOLE_NONE	PRACTICAL_RENDERING_CARD	nimm hiervon die erste erhitzte Drogenfraktion	REFERENCE_WHOLE:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
ykchon@GDT664_REFERENCE_WHOLE_NONE	PRACTICAL_RENDERING_CARD	nimm hierzu einen heiß-trockenen Ansatz, Stufe I	REFERENCE_WHOLE:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
ykolody@GDT664_REFERENCE_WHOLE_NONE	PRACTICAL_RENDERING_CARD	nimm hiervon den heißen Auszug und stelle ihn fertig	REFERENCE_WHOLE:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
yshey@GDT664_REFERENCE_WHOLE_NONE	PRACTICAL_RENDERING_CARD	weiche hiervon bis zur mittleren Stufe ein	REFERENCE_WHOLE:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
ytar@GDT664_REFERENCE_WHOLE_NONE	PRACTICAL_RENDERING_CARD	nimm hiervon die erste gekühlte Drogenfraktion	REFERENCE_WHOLE:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
ytas@GDT664_REFERENCE_WHOLE_NONE	PRACTICAL_RENDERING_CARD	nimm hierzu einen Teil kalte Droge	REFERENCE_WHOLE:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
rolkeedy@GDT664_ROLKEEDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	erhitze den Wurzelauszug vollständig	ROLKEEDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
say@GDT664_SAY_ACTION_NONE	PRACTICAL_RENDERING_CARD	gib eine Gabe Saatgut zu	SAY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
sa@GDT664_SA_READER_MERGE_RIGHT_KNOWN_saiin	PRACTICAL_RENDERING_CARD	Samen/Saatgut, Typ/Charge III	SA_READER_MERGE_RIGHT_KNOWN:saiin	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
sa@GDT664_SA_SEED_ADDITION_NONE	PRACTICAL_RENDERING_CARD	gib einen Teil Saatgut hinzu	SA_SEED_ADDITION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
sheed@GDT664_SHEED_ACTION_NONE	PRACTICAL_RENDERING_CARD	Einweichung vollständig abgeschlossen	SHEED_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
techedy@GDT664_TECHEDY_ACTION_NONE	PRACTICAL_RENDERING_CARD	kühle die vollständig getrocknete Droge ab	TECHEDY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
teody@GDT664_TEODY_ACTION_NONE	PRACTICAL_RENDERING_CARD	kühle den Ansatz ab und schließe	TEODY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
yky@GDT664_YKY_ACTION_NONE	PRACTICAL_RENDERING_CARD	hierzu leicht erhitzen	YKY_ACTION:NONE	exact occurrence context; reader join where named	NEW_V41_CONTEXT_RENDER
chory@GDT665_DEFAULT	PRODUCTIVE_COMPOUND	Pflanzenteil in Grundform	CHOR_PLANT_PART+Y_START_OR_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V42_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
tchoky@GDT665_DEFAULT	LEARNED_ACTION_WHOLE	kühle den Trockenansatz und erwärme ihn anschließend leicht	T_COLD+CH_DRY+O_PREP+K_HOT+Y_START_OR_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V42_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
leeesain@GDT665_DEFAULT	PRODUCTIVE_COMPOUND	Holzdroge mit Saatgut auf Langstufe, Charge II	L_WOOD+EEE_LONG_OR_FINAL+S_SEED+AIN_II	only the exact whitespace-delimited surface; no substring inheritance	NEW_V42_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
shdpchy@GDT665_DEFAULT	LEARNED_ACTION_WHOLE	feuchte eine Dosis Pulver an und trockne sie leicht an	SH_MOIST+D_MEASURE+P_POWDER+CH_DRY+Y_START_OR_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V42_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
oshey@GDT665_DEFAULT	PRODUCTIVE_COMPOUND	Ansatz bis zur mittleren Stufe eingeweicht	O_PREP+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V42_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
keechy@GDT665_DEFAULT	CONTEXT_SCOPED_SHORT_FORM	vollständig erhitzen und anschließend leicht antrocknen	K_HOT+EE_END+CH_DRY+Y_START_OR_CLOSE	visible alternate-reader join first; otherwise exact free default	NEW_V42_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
opchy@GDT665_DEFAULT	PRODUCTIVE_COMPOUND	Trockenpulverpräparat in Grundstufe	O_PREP+P_POWDER+CH_DRY+Y_START_OR_CLOSE	only the exact whitespace-delimited surface; no substring inheritance	NEW_V42_PROVISIONAL_CONCRETE_RECIPE_DEFAULT
