decision_id	reading_id	surface	expected_old_meaning_de	new_meaning_de	family	decision_basis	strongest_rival_de	source_evidence	component_export_credit	historical_confirmation	observed_occurrence_count	observed_page_count	observed_locus_count	working_model_score_0_100_not_probability	working_model_level	semantic_scope	source_gdts_before	source_gdts_after	changed_fields	base_row_sha256	new_row_sha256
G730-D066	saiir#GLOBAL	saiir	Samendroge: Teil-/Sortierklasse III	Samenanteil III	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samen, Sortierklasse III	GDT637:ATTESTED_LADDER_CELL|GDT693:R_INDEXED_SHARE	0	H0_NONE	1	1	1	26	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	GDT637:ATTESTED_LADDER_CELL	GDT637:ATTESTED_LADDER_CELL|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	0396637dcde68f007ea71e9a375937f7dd74ef02c3bf4bad8009c9a0160da4d2	22fec9a060881f8c06e2059e03b49fb01bf039dc698a58dd857b94b8fddb9c10
G730-D067	saim#GLOBAL	saim	Samendroge: Mengenklasse II	Samen, Quantitätsklasse II	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	zwei Portionen Samen	GDT637:AIM_AIIM_DISTINCT_QUANTITY_CLASS_LADDER	0	H0_NONE	2	2	2	38	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	GDT637:ATTESTED_LADDER_CELL	GDT637:ATTESTED_LADDER_CELL|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	d468d5bde51a21307d1410709dc3262c3ab54ebbcaa7e6e1834d99e1adab3847	9f56473e5add4b314b1e300753ec65ed48370edbd78f4d424579481e3f7a7ed6
G730-D068	sam#GLOBAL	sam	Samen/Saatgut: Maß-/Einheitsform I	ein Maß Samen	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samen, Maßform I	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	7	6	7	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	53e2d0a20ed773c82920b8b761f8cb0fb5d3fec929ad13a2b6c32748477f4765	3387772b3a6823c663be85e3a2a0a140d9030cb1d7dd290c070b3d934f3836a3
G730-D069	schdy#GLOBAL	schdy	Samen/Saatgut, getrocknete Kurz-/Kompaktform	getrocknete Samen, Kompaktform	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	getrocknete Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	2	2	2	43	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	39b3465a13a1d48c4235507b25083b9291ee76051b12cff4a15adbb59d6549ba	06891f1f25360921de2910730b176dbb38e7b13444b1660b42e9022c7868997e
G730-D070	schedy#GLOBAL	schedy	getrocknete Samen/Saat	getrocknete Samen	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	getrocknete Samendroge	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE	7	7	7	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_CONCRETE_HEAD_FORM	V13:SCOPED_CONCRETE_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	b679451798deb4911c96e631d7c4b9ce1079f54f3ddcee291d9af1dc3d83de47	1f229c11a483983f31b131fdfc32353656c035e4aea0674c2be4ae9d53040fb2
G730-D071	scheey#GLOBAL	scheey	Samen/Saatgut, trocken gebunden, Form II	getrocknete Samen, Form II	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	trocken gebundene Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	1	1	1	31	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	6a8d7fb65d214e0671af6d2a3c91caea4529fb8e44ba64c19f41a864e359bb97	5d6ddb6725ba6f9d06fc20c9133d600ef465e45c3dd292747584c35208d0141e
G730-D072	scheo#GLOBAL	scheo	trockene Samen/Saatgutzubereitung/Trockenansatz	trockene Samenzubereitung	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	getrockneter Samenansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	2	2	2	43	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	6d8fc766549719a25787f5e53f530f6cf691475ebae2594f5cda19756c93de7c	0cf708b0180eeb4dca6f1ed48f7e11a50e88f6119ea11f62307c94f1b217de84
G730-D073	schey#GLOBAL	schey	Samen/Saatgut, trocken gebunden, Form I	getrocknete Samen, Form I	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	trocken gebundene Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	5	5	5	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	537e2b2e6e94a81448107f6b6b24df296283468233d33034e4bef169df6f8107	10566fc38717847966bbb55793cca310606205ccb4c61970b154171f8fc3fc86
G730-D074	schol#GLOBAL	schol	trockener Samen/Saatgutstoff/Trockengut	trockenes Samenmaterial	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	getrockneter Samendrogenstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	3	3	3	51	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	71ce93136a069b3d66480ffb526dc88accafbd6e62875ebcbfce8ca5690abf6a	984764ed36e3c88c8739646f305211cd155a2675adaa672eab8916bac96e5351
G730-D075	schy#GLOBAL	schy	Samen/Saatgut, trockene Grundform	getrocknete Samen, Grundform	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samendroge, trockene Grundform	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	2	2	2	43	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	3d2d90ea9cdb4ad367ee3b214f130a2a7bffd467acb436ed86d219a42081a638	b770219bc12080316f4b9e6c6487b15b322bc23b6d159a889a9dc4ae41f8d0be
G730-D076	shcthy#GLOBAL	shcthy	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	feuchtes Pflanzenmaterial	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:MOIST_CTH_MATERIAL	0	H0_NONE	29	17	29	48	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	V13:MOIST_CTH_MATERIAL	V13:MOIST_CTH_MATERIAL|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	6b45e0f316c657ae3be71aaad56cd2bd85fe1df23147fc57f9604cc6c98ac7ff	d332e415d620cc716717500511a3c868560a3dd4d34c2a25259e89de764b9c95
G730-D077	shecthy#GLOBAL	shecthy	feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut	feuchtes Pflanzenmaterial	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:MOIST_BOUND_CTH_MATERIAL	0	H0_NONE	18	10	18	53	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	V13:MOIST_BOUND_CTH_MATERIAL	V13:MOIST_BOUND_CTH_MATERIAL|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	03c8ff06fab79caf24b2ea21643ccbca20261ba56a20dd9537ae46d2bde86e5c	d3cda6fee58a6783991a03977f56d6577b3625a6e579a37f806c2989f7f8a3e7
G730-D078	shocthy#GLOBAL	shocthy	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung	feuchte Pflanzenzubereitung	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:MOIST_CTH_PREPARATION	0	H0_NONE	10	10	10	53	W2_PROVISIONAL_WORKING	KNOWN_CONTEXT_LICENSED	V13:MOIST_CTH_PREPARATION	V13:MOIST_CTH_PREPARATION|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	4efd10bbb128c1925f80c1cdd3f3d8a63b9162d6d9ef7b6dd63ccf0d8a60a716	5ed76d00b315ec7559c33a886e2141ed82815cd005e771985c3f5a6ec3d1268c
G730-D079	soaiin#GLOBAL	soaiin	Samen/Saatgutzubereitung, Charge III	Samenzubereitung, Charge III	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	3	3	3	51	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	eef578bb247db469b199b2931a6cd13bceb085dceceee8be3751ff91197983fb	cf7e96a3b448345ac16729836dfdf95851a3948fdf34573043f60a149b98dd9d
G730-D080	sodaiin#GLOBAL	sodaiin	drei Portionen Samen-/Saatgutzubereitung	drei Portionen Samenzubereitung	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728	0	H0_NONE	3	3	3	51	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	e28b4755a2f016b2527c36e28275ae57ce11557d4e8d23f4b074a2ef768da049	a09a510253ee949870cb06d9ee2d436a262c9efe0d0fcac0ccf06507e2ab0e51
G730-D081	sodal#GLOBAL	sodal	abgemessene Saat-Rohstoffmenge I im Ansatz	abgewogener Samenposten I im Ansatz	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	abgeteilte Samenportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	0	H0_NONE	2	2	2	40	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT655:REVISE_DAL_MODEL	GDT655:REVISE_DAL_MODEL|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	ff79175c9691ec3f38296b2a53e0c050d50faaf19ea2648816b9ca7fb2c6e8ab	b984ff12779a7ef053a41e51dda834dabed5313bbf2329b7bd0c4fb6a78a25f0
G730-D082	sody#GLOBAL	sody	Samen/Saatgut, fertig aufbereitet	fertig aufbereitete Samen	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	aufbereitete Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	4	4	4	51	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	479a5710c523dc84be15bb6e220a9c3ca48fff2ff7c9f44b675725b253589788	7b15baf53e6befa3cb998638ff3fb34bc40bc8cd02a10d842614f7110f6a03ea
G730-D083	soiin#GLOBAL	soiin	Samen/Saatgutzubereitung, Form III	Samenzubereitung, Form III	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM	0	H0_NONE	15	14	15	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	V13:SCOPED_RESIDUAL_HEAD_FORM	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	b0fae4b635acc110411a238f73d4cd6bade8b90dcf0903bb71b882263b91b5d1	3ded003f6f17239e673881a2d53a5fef008dc71412a54924a1f024d22478b6a6
G730-D084	sol#GLOBAL	sol	Samenmaterial/Saatgut	Samenmaterial	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	Saatgut	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE	57	37	57	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	V13:SCOPED_CONCRETE_HEAD_FORM	V13:SCOPED_CONCRETE_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	7bcc5213a9f082939bd482395f0c6f8e7b64dd5fc43b02cff95c6794666ca1bb	92a8fe402f03b10da1627011f578845c0f0dbed73cb2f68769bc90817bed2159
G730-D085	sshedy#GLOBAL	sshedy	eingeweichte Samen/Saat	eingeweichte Samen	SEED_WHOLE	SEED_DRUG_HEAD__SEED_GRAIN_RIVAL	eingeweichte Samendroge	V13:SCOPED_CONCRETE_HEAD_FORM	0	H0_NONE	6	6	6	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	V13:SCOPED_CONCRETE_HEAD_FORM	V13:SCOPED_CONCRETE_HEAD_FORM|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	d23e93bb145227166517af9c1593aec36b923a12231c19a61f0811b1eba23e40	4f5c1ce13fb3bd7f9a663d329c8f2b1f9e6143220f1990538e785de1f5385000
G730-D086	tchcthy#GLOBAL	tchcthy	kalt-trockenes cth-Blatt-/Krautgut	kaltes, getrocknetes Pflanzenmaterial	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut	V13:NESTED_COLD_DRY_CTH_PART	0	H0_NONE	1	1	1	15	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_CONTEXT_LICENSED	V13:NESTED_COLD_DRY_CTH_PART	V13:NESTED_COLD_DRY_CTH_PART|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	f5333e093d6a81e497f0dc4b589356d246d66701406f076e1a2e7d02702783d8	545a9bf96c7626bf45af016bb9d41c83ef390f91d9e0ef672dd5e11a3bcf822d
G730-D087	ychoy#GLOBAL	ychoy	Eintrag/Bezug: Trockenansatz am Gradanfang	Eintrag: Trockenansatz am Gradanfang	LEARNED_TECHNICAL_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	0	H0_NONE	1	1	1	24	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	GDT661:EXACT_WHOLE	GDT661:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	283bef9e8fa08629cc4ec846bdfcc1b0d9caaee2f5ca6888cb70d6df14b949f2	f626422cd2a07c9dcd14beba03153848c8788569a3d606bcdc51bca82062bef1
G730-D088	yckhey#GLOBAL	yckhey	Eintrags-/Bezugsform: Arzneikompositum in der Gradmitte	Eintragsform: Arzneikompositum in der Gradmitte	LEARNED_TECHNICAL_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT660:EXACT_WHOLE	0	H0_NONE	2	2	2	36	W1_WEAK_WORKING	KNOWN_EXACT_WHOLE	GDT660:EXACT_WHOLE	GDT660:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	7c64eab29c7866f6cac8408967d9fb5f361a94bfbe2216ed0a7192ae37522aab	bc272b01f45724f73fd34a38448bfd1004ad807043cce49f87ee70c3468b63f6
G730-D089	ycthar#GLOBAL	ycthar	nimm hiervon die erste Kraut- oder Blattdrogenfraktion	hiervon Pflanzenanteil I nehmen	PLANT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; Fraktion I als technischer Rival	GDT670:EXACT_WHOLE|GDT693:R_INDEXED_SHARE	0	H0_NONE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	KNOWN_EXACT_WHOLE	GDT670:EXACT_WHOLE	GDT670:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	9d316030981e147e55680b182074e23bd9e8dadd4edeb77a6a8fcb62a5f27b29	bdbac498fbefc7a9859e0f907e0798a2aeb1a369f07a8b9643992befe5d88221
G730-D090	ydy#GLOBAL	ydy	Wertfeldwechsel/-schluss	Wertfeldgrenze	OPEN_VALUE_WHOLE	UNTYPED_VALUE_AXIS__NO_FORCED_QUANTITY_CLASS	Wertfeldschluss bei terminaler Stellung	GDT660:EXACT_WHOLE	0	H0_NONE	5	5	5	53	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT660:EXACT_WHOLE	GDT660:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	44de10c526b5ba7ba96152bb8f6262190bb969e51f93b64dbbd8dd467146aa5f	d8f86d68fa92d18bc163528e25d912103ab46f307a1e02ca5377d55d7bbd0387
G730-D091	ykchy#GLOBAL	ykchy	Eintrag/Bezug: heiß-trocken am Gradanfang	Eintrag: heiß-trocken am Gradanfang	LEARNED_TECHNICAL_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	0	H0_NONE	20	17	20	64	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT661:EXACT_WHOLE	GDT661:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	a04347627adbd9b96fe40a7415586a72776fee625334bdab0d827c4eb13563df	061c95df9f4fe6f4dd2149da4582f76f9c62af2b1c5647e11da06b80f972f0af
G730-D092	ykeedy#GLOBAL	ykeedy	Eintrag/Bezug: heiß am Gradende, abgeschlossen	Eintrag: heiß am Gradende, abgeschlossen	LEARNED_TECHNICAL_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	0	H0_NONE	26	24	26	54	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT661:EXACT_WHOLE	GDT661:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	4d64d062ed64f0d445beb41d5bdf5ce73b6398a3a18f9144a7827c3001be6976	62cd0b6126c94a2d594da6599e0e531f20ff2ccc7a74169817c82f935c2c5723
G730-D093	ysheey#GLOBAL	ysheey	Eintrags-/Bezugsform: feucht am Gradende	Eintragsform: feucht am Gradende	LEARNED_TECHNICAL_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT660:EXACT_WHOLE	0	H0_NONE	8	8	8	49	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GDT660:EXACT_WHOLE	GDT660:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	a0494effce4ba3ce0fd32a5fbb7682309d02b025b2c45e80f2366b3361392c41	d8004f0f91ec3007a6032ec2f57d515ffc2bb94ded86342e1ae57e9d974b2eb6
G730-D094	ytal#GLOBAL	ytal	Eintrag/Bezug: kalter Rohstoff I am Gradanfang	Eintrag: kalter Rohstoff I am Gradanfang	LEARNED_TECHNICAL_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	0	H0_NONE	12	10	12	64	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GDT661:EXACT_WHOLE	GDT661:EXACT_WHOLE|GDT730	working_meaning_de|source_gdts|relation_word_delta|v99_context_realizations_de|v99_audit_decision|v99_evidence_class|v99_open_semantic_slots|v99_lineage_class|v99_value_kind	9aa6f28e90a3f9bd391dfc1eaf8f25e0669a1aa18913e1d3add51e6662433872	05119d76a8d46f247f7cf0f3a7042c54d04b53d0ffd52f94fb2be4c46643c813
