backprojection_id	source_event_id	record_id	record_event_ordinal	bundle_id	physical_page	register	locus	surface	working_recipe	active_model	literal_working_reading_de	normalized_literal_de	semantic_tokens	semantic_separators	source_event_reading_de	current_event_reading_de	order_occurrence_count	order_root_sequence	state_operation_sequence	scope_orientation_sequence	order_scope_trace_de	literal_name_slots	event_support_tier	event_support_detail	exact_source_event_preserved	exact_component_sequence_preserved	exact_order_trace_preserved
G485-E098	P1008-E0410	G475-R071	1	G474-B074	f72r	CELESTIAL	f72r3.16	ytairal	AIR+AL	CATALOGUE	[STERNSTELLENNAME:yt] · BAHN · ZIELORT	{N1} · BAHN · ZIELORT	{N1}|BAHN|ZIELORT	DOT|DOT	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:yt	RECURRENT_ROLE_EVENT	G481-ES048 ×3	YES	YES	YES
G485-E099	P1008-E0411	G475-R072	1	G474-B075	f72r	CELESTIAL	f72r3.17	oeeesaiin	AIIN	CATALOGUE	[STERNSTELLENNAME:oeees] · WERT	{N1} · WERT	{N1}|WERT	DOT	Sternstelle »oeees« — Wertangabe.	Sternstelle »oeees« — Wertangabe.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:oeees	RECURRENT_STRICT_EVENT	G481-ET075 ×3	YES	YES	YES
G485-E100	P1008-E0412	G475-R073	1	G474-B076	f72r	CELESTIAL	f72r3.18	ory	OR+Y	COORDINATE	EINHEIT · POSTEN	EINHEIT · POSTEN	EINHEIT|POSTEN	DOT	Adressspur: Positionseinheit → Positionsposten.	Adressspur: Positionseinheit → Positionsposten.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_COMPONENT_RECURRENT	[EINHEIT · POSTEN ×1]	YES	YES	YES
G485-E101	P1008-E0413	G475-R074	1	G474-B077	f72r	CELESTIAL	f72r3.19	ochey	O+CH+E+Y	INSTRUCTION	AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN	AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN	AUSFÜHRUNG|NEHMEN|GRAD I|POSTEN	DOT|DOT|DOT	Nimm den Positionsposten auf, als Ausführung und auf Grad I.	Nimm den Positionsposten auf, als Ausführung und auf Grad I.	0	NONE	NONE	NONE	NONE	NONE	SAME_MODEL_COMPONENT_TILE	[AUSFÜHRUNG ×6] + [NEHMEN · GRAD I ×4] + [POSTEN ×18]	YES	YES	YES
G485-E102	P1008-E0414	G475-R074	2	G474-B077	f72r	CELESTIAL	f72r3.19	fydy	Y+DY	INSTRUCTION	[STERNSTELLENNAME:f] · POSTEN · SCHLUSS	{N1} · POSTEN · SCHLUSS	{N1}|POSTEN|SCHLUSS	DOT|DOT	Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:f	SAME_MODEL_COMPONENT_TILE	[{N1} ×26] + [POSTEN ×18] + [SCHLUSS ×3]	YES	YES	YES
G485-E103	P1008-E0415	G475-R075	1	G474-B078	f72r	CELESTIAL	f72r3.20	of	O+LOCAL_CHAR_F	CATALOGUE	AUSFÜHRUNG · HIER	AUSFÜHRUNG · HIER	AUSFÜHRUNG|HIER	DOT	Eintrag »of« — Ausführungsvermerk, Hier-Vermerk.	Eintrag »of« — Ausführungsvermerk, Hier-Vermerk.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E104	P1008-E0416	G475-R075	2	G474-B078	f72r	CELESTIAL	f72r3.20	o	O	CATALOGUE	AUSFÜHRUNG	AUSFÜHRUNG	AUSFÜHRUNG	NONE	Eintrag »o« — Ausführungsvermerk.	Eintrag »o« — Ausführungsvermerk.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E105	P1008-E0417	G475-R075	3	G474-B078	f72r	CELESTIAL	f72r3.20	eeesaly	AL+Y	CATALOGUE	[STERNSTELLENNAME:eees] · ZIELORT · POSTEN	{N1} · ZIELORT · POSTEN	{N1}|ZIELORT|POSTEN	DOT|DOT	Sternstelle »eees« — Zielzuordnung, Postenangabe.	Sternstelle »eees« — Zielzuordnung, Postenangabe.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:eees	RECURRENT_STRICT_EVENT	G481-ET005 ×3	YES	YES	YES
G485-E106	P1008-E0418	G475-R076	1	G474-B079	f72r	CELESTIAL	f72r3.21	ykaraiin	AR+AIIN	CATALOGUE	[STERNSTELLENNAME:yk] · AUSGANG · WERT	{N1} · AUSGANG · WERT	{N1}|AUSGANG|WERT	DOT|DOT	Sternstelle »yk« — Ausgangszuordnung, Wertangabe.	Sternstelle »yk« — Ausgangszuordnung, Wertangabe.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:yk	RECURRENT_ROLE_EVENT	G481-ES005 ×5	YES	YES	YES
G485-E107	P1008-E0419	G475-R076	2	G474-B079	f72r	CELESTIAL	f72r3.21	airal	AIR+AL	CATALOGUE	BAHN · ZIELORT	BAHN · ZIELORT	BAHN|ZIELORT	DOT	Eintrag »airal« — Bahnvermerk, Zielzuordnung.	Eintrag »airal« — Bahnvermerk, Zielzuordnung.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E108	P1008-E0420	G475-R077	1	G474-B080	f72r	CELESTIAL	f72r3.22	okalar	OK+AL+AR	INSTRUCTION	SETZEN · ZIELORT · AUSGANG	SETZEN · ZIELORT · AUSGANG	SETZEN|ZIELORT|AUSGANG	DOT|DOT	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET047 ×2	YES	YES	YES
G485-E109	P1008-E0421	G475-R078	1	G474-B081	f72r	CELESTIAL	f72r3.23	orara	OR+AR	CATALOGUE	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]	EINHEIT · AUSGANG · {N1}	EINHEIT|AUSGANG|{N1}	DOT|DOT	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:a	RECURRENT_STRICT_EVENT	G481-ET055 ×2	YES	YES	YES
G485-E110	P1008-E0422	G475-R078	2	G474-B082	f72r	CELESTIAL	f72r3.24	olaiin	OL+AIIN	CATALOGUE	FORTSETZEN · WERT	FORTSETZEN · WERT	FORTSETZEN|WERT	DOT	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	1	OL	KEEP_ACTIVE_UNIT	FORWARD_OPEN	OL:weiter mit Wert	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E111	P1008-E0423	G475-R078	3	G474-B082	f72r	CELESTIAL	f72r3.24	olay	OL	CATALOGUE	FORTSETZEN · [STERNSTELLENNAME:ay]	FORTSETZEN · {N1}	FORTSETZEN|{N1}	DOT	Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Sternstelle »ay«.	Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Sternstelle »ay«.	1	OL	KEEP_ACTIVE_UNIT	FORWARD_OPEN	OL:weiter mit Sternstelle »ay«	STERNSTELLENNAME:ay	RECURRENT_STRICT_EVENT	G481-ET092 ×2	YES	YES	YES
G485-E112	P1008-E0424	G475-R078	4	G474-B083	f72r	CELESTIAL	f72r3.25	olfsheoral	OL+SH+AL	INSTRUCTION	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	FORTSETZEN · {N1} · HALTEN · {N2} · ZIELORT	FORTSETZEN|{N1}|HALTEN|{N2}|ZIELORT	DOT|DOT|DOT|DOT	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.	1	OL	KEEP_ACTIVE_UNIT	FORWARD_OPEN	OL:weiter mit Sternstelle »f«	STERNSTELLENNAME:f|STERNSTELLENNAME:eor	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E113	P1008-E0452	G475-R079	1	G474-B084	f72r	CELESTIAL	f72r3.27	opalal	AL+AL	CATALOGUE	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT	{N1} · ZIELORT · ZIELORT	{N1}|ZIELORT|ZIELORT	DOT|DOT	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:op	RECURRENT_STRICT_EVENT	G481-ET059 ×2	YES	YES	YES
G485-E114	P1008-E0453	G475-R080	1	G474-B085	f72r	CELESTIAL	f72r3.28	yfary	AR	CATALOGUE	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]	{N1} · AUSGANG · {N2}	{N1}|AUSGANG|{N2}	DOT|DOT	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:yf|STERNSTELLENNAME:y	RECURRENT_STRICT_EVENT	G481-ET094 ×2	YES	YES	YES
G485-E115	P1008-E0454	G475-R081	1	G474-B086	f72r	CELESTIAL	f72r3.29	oraiiral	OR+AL	CATALOGUE	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT	EINHEIT · {N1} · ZIELORT	EINHEIT|{N1}|ZIELORT	DOT|DOT	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:aiir	LOCAL_COMPONENT_RECURRENT	[EINHEIT · {N1} ×1] + [ZIELORT ×47]	YES	YES	YES
G485-E116	P1008-E0455	G475-R082	1	G474-B087	f72r	CELESTIAL	f72r3.30	ytoar	AR	CATALOGUE	[STERNSTELLENNAME:yto] · AUSGANG	{N1} · AUSGANG	{N1}|AUSGANG	DOT	Sternstelle »yto« — Ausgangszuordnung.	Sternstelle »yto« — Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:yto	RECURRENT_STRICT_EVENT	G481-ET063 ×2	YES	YES	YES
G485-E117	P1008-E0456	G475-R082	2	G474-B087	f72r	CELESTIAL	f72r3.30	shar	SH+AR	CATALOGUE	HALTEN · AUSGANG	HALTEN · AUSGANG	HALTEN|AUSGANG	DOT	Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E118	P1008-E0457	G475-R083	1	G474-B088	f72r	CELESTIAL	f72r3.31	octho	CH+T	INSTRUCTION	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	{N1} · NEHMEN · EINSTELLEN · {N1}	{N1}|NEHMEN|EINSTELLEN|{N1}	DOT|DOT|DOT	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	0	NONE	NONE	NONE	NONE	STERNSTELLENNAME:o|STERNSTELLENNAME:o	LOCAL_COMPONENT_RECURRENT	[{N1} · NEHMEN · EINSTELLEN ×1] + [{N1} ×88]	YES	YES	YES
G485-E119	P1008-E0458	G475-R084	1	G474-B089	f72r	CELESTIAL	f72r3.32	aral	AR+AL	COORDINATE	AUSGANG · ZIELORT	AUSGANG · ZIELORT	AUSGANG|ZIELORT	DOT	Adressspur: Ausgangsposition → Zielposition.	Adressspur: Ausgangsposition → Zielposition.	0	NONE	NONE	NONE	NONE	NONE	SAME_MODEL_COMPONENT_TILE	[AUSGANG · ZIELORT ×3]	YES	YES	YES
G485-E120	P1008-E0459	G475-R084	2	G474-B090	f72r	CELESTIAL	f72r3.33	oletal	OL+AL	COORDINATE	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	FORTSETZEN · {N1} · ZIELORT	FORTSETZEN|{N1}|ZIELORT	DOT|DOT	Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.	Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.	1	OL	KEEP_ACTIVE_UNIT	FORWARD_OPEN	OL:weiter mit Sternstelle »et«	STERNSTELLENNAME:et	SAME_MODEL_COMPONENT_TILE	[FORTSETZEN ×5] + [{N1} · ZIELORT ×1]	YES	YES	YES
G485-E121	P1003-E0081	G475-R085	1	G474-B091	f77r	BIOLOGICAL	f77r.1	darchdar	AR+AR	CATALOGUE	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	{N1} · AUSGANG · {N2} · AUSGANG	{N1}|AUSGANG|{N2}|AUSGANG	DOT|DOT|DOT	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	BADSTATIONSNAME:d|BADSTATIONSNAME:chd	RECURRENT_ROLE_EVENT	G481-ES081 ×2	YES	YES	YES
G485-E122	P1003-E0082	G475-R085	2	G474-B092	f77r	BIOLOGICAL	f77r.2	olkchs	OL	CATALOGUE	FORTSETZEN · [BADSTATIONSNAME:kchs]	FORTSETZEN · {N1}	FORTSETZEN|{N1}	DOT	Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Badstation »kchs«.	Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Badstation »kchs«.	1	OL	KEEP_ACTIVE_UNIT	FORWARD_OPEN	OL:weiter mit Badstation »kchs«	BADSTATIONSNAME:kchs	RECURRENT_STRICT_EVENT	G481-ET092 ×2	YES	YES	YES
G485-E123	P1003-E0083	G475-R086	1	G474-B093	f77r	BIOLOGICAL	f77r.3	otedy	OT+E+DY	COORDINATE	DANACH · GRAD I · SCHLUSS	DANACH · GRAD I · SCHLUSS	DANACH|GRAD I|SCHLUSS	DOT|DOT	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Grad I	NONE	LOCAL_COMPONENT_RECURRENT	[DANACH ×40] + [GRAD I ×5] + [SCHLUSS ×4]	YES	YES	YES
G485-E124	P1003-E0084	G475-R087	1	G474-B094	f77r	BIOLOGICAL	f77r.4	otork	OT	CATALOGUE	DANACH · [BADSTATIONSNAME:ork]	DANACH · {N1}	DANACH|{N1}	DOT	Badstation »ork« — Folgevermerk. Reihenfolge konkret: OT — danach Badstation »ork«.	Badstation »ork« — Folgevermerk. Reihenfolge konkret: OT — danach Badstation »ork«.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Badstation »ork«	BADSTATIONSNAME:ork	RECURRENT_STRICT_EVENT	G481-ET001 ×5	YES	YES	YES
G485-E125	P1003-E0085	G475-R088	1	G474-B095	f77r	BIOLOGICAL	f77r.5	otol	OT+OL	COORDINATE	DANACH · FORTSETZEN	DANACH · FORTSETZEN	DANACH|FORTSETZEN	DOT	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	2	OT|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	FORWARD_OPEN|BACKWARD_HOLD	OT:danach Fortsetzung | OL:Folgeschritt weiterführen	NONE	LOCAL_COMPONENT_RECURRENT	[DANACH · FORTSETZEN ×5]	YES	YES	YES
G485-E126	P1003-E0086	G475-R089	1	G474-B096	f77r	BIOLOGICAL	f77r.6	dchdy	CHD+DY	INSTRUCTION	BEARBEITEN · SCHLUSS	BEARBEITEN · SCHLUSS	BEARBEITEN|SCHLUSS	DOT	Bearbeite den Eintrag, und schließe den Schritt.	Bearbeite den Eintrag, und schließe den Schritt.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES049 ×2	YES	YES	YES
G485-E127	P1003-E0087	G475-R090	1	G474-B097	f77r	BIOLOGICAL	f77r.7	soral	AL	CATALOGUE	[BADSTATIONSNAME:sor] · ZIELORT	{N1} · ZIELORT	{N1}|ZIELORT	DOT	Badstation »sor« — Zielzuordnung.	Badstation »sor« — Zielzuordnung.	0	NONE	NONE	NONE	NONE	BADSTATIONSNAME:sor	RECURRENT_ROLE_EVENT	G481-ES050 ×3	YES	YES	YES
G485-E128	P1003-E0088	G475-R091	1	G474-B098	f77r	BIOLOGICAL	f77r.8	dotedy	OT	CATALOGUE	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	{N1} · DANACH · {N2}	{N1}|DANACH|{N2}	DOT|DOT	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.	1	OT	START_FRESH_SIBLING	BRIDGE_LEFT_TO_RIGHT	OT:nach Badstation »d« folgt Badstation »edy«	BADSTATIONSNAME:d|BADSTATIONSNAME:edy	LOCAL_COMPONENT_RECURRENT	[{N1} ×88] + [DANACH ×40] + [{N2} ×14]	YES	YES	YES
G485-E129	P1003-E0410	G475-R092	1	G474-B099	f77r	BIOLOGICAL	f77r.49	otchdy	OT+CHD+DY	INSTRUCTION	DANACH · BEARBEITEN · SCHLUSS	DANACH · BEARBEITEN · SCHLUSS	DANACH|BEARBEITEN|SCHLUSS	DOT|DOT	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Bearbeiten	NONE	LOCAL_COMPONENT_RECURRENT	[DANACH ×40] + [BEARBEITEN · SCHLUSS ×1]	YES	YES	YES
G485-E130	P1003-E0411	G475-R093	1	G474-B100	f77r	BIOLOGICAL	f77r.50	otolaiin	OT+OL+AIIN	COORDINATE	DANACH · FORTSETZEN · WERT	DANACH · FORTSETZEN · WERT	DANACH|FORTSETZEN|WERT	DOT|DOT	Adressspur: danach → weiter → Stationswert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	Adressspur: danach → weiter → Stationswert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	2	OT|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT	OT:danach Fortsetzung | OL:Folgeschritt in Wert weiterführen	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E131	P1003-E0412	G475-R093	2	G474-B100	f77r	BIOLOGICAL	f77r.50	o	O	COORDINATE	AUSFÜHRUNG	AUSFÜHRUNG	AUSFÜHRUNG	NONE	Adressspur: Ausführungspunkt.	Adressspur: Ausführungspunkt.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_ROLE_EVENT	G481-ES014 ×2	YES	YES	YES
G485-E132	P1003-E0413	G475-R094	1	G474-B101	f88v	PHARMA	f88v.1	okalyd	OK+AL	INSTRUCTION	SETZEN · ZIELORT · [DROGENNAME:yd]	SETZEN · ZIELORT · {N1}	SETZEN|ZIELORT|{N1}	DOT|DOT	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	0	NONE	NONE	NONE	NONE	DROGENNAME:yd	RECURRENT_ROLE_EVENT	G481-ES039 ×2	YES	YES	YES
G485-E133	P1003-E0414	G475-R095	1	G474-B102	f88v	PHARMA	f88v.2	cheocthy	CH+T+Y	INSTRUCTION	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN	{N1} · NEHMEN · EINSTELLEN · POSTEN	{N1}|NEHMEN|EINSTELLEN|POSTEN	DOT|DOT|DOT	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	0	NONE	NONE	NONE	NONE	DROGENNAME:cheo	LOCAL_COMPONENT_RECURRENT	[{N1} · NEHMEN · EINSTELLEN ×1] + [POSTEN ×39]	YES	YES	YES
G485-E134	P1003-E0415	G475-R096	1	G474-B103	f88v	PHARMA	f88v.3	cpheor	OR	CATALOGUE	[DROGENNAME:cphe] · EINHEIT	{N1} · EINHEIT	{N1}|EINHEIT	DOT	Droge »cphe« — Einheitsangabe.	Droge »cphe« — Einheitsangabe.	0	NONE	NONE	NONE	NONE	DROGENNAME:cphe	RECURRENT_ROLE_EVENT	G481-ES058 ×6	YES	YES	YES
G485-E135	P1003-E0416	G475-R097	1	G474-B104	f88v	PHARMA	f88v.4	otar	OT+AR	CATALOGUE	DANACH · AUSGANG	DANACH · AUSGANG	DANACH|AUSGANG	DOT	Eintrag »otar« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	Eintrag »otar« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Ausgang	NONE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	YES	YES	YES
G485-E136	P1003-E0417	G475-R097	2	G474-B104	f88v	PHARMA	f88v.4	arody	AR	CATALOGUE	AUSGANG · [DROGENNAME:ody]	AUSGANG · {N1}	AUSGANG|{N1}	DOT	Droge »ody« — Ausgangszuordnung.	Droge »ody« — Ausgangszuordnung.	0	NONE	NONE	NONE	NONE	DROGENNAME:ody	RECURRENT_STRICT_EVENT	G481-ET004 ×2	YES	YES	YES
G485-E137	P1003-E0418	G475-R098	1	G474-B105	f88v	PHARMA	f88v.5	otokol	OT+OK+OL	INSTRUCTION	DANACH · SETZEN · FORTSETZEN	DANACH · SETZEN · FORTSETZEN	DANACH|SETZEN|FORTSETZEN	DOT|DOT	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	2	OT|OL	START_FRESH_SIBLING|KEEP_ACTIVE_UNIT	FORWARD_OPEN|BACKWARD_HOLD	OT:danach Setzen | OL:Setzen weiterführen	NONE	LOCAL_COMPONENT_RECURRENT	[DANACH ×40] + [SETZEN · FORTSETZEN ×2]	YES	YES	YES
G485-E138	P1003-E0458	G475-R099	1	G474-B106	f88v	PHARMA	f88v.11	otoram	OT+AM_ADDR	CATALOGUE	DANACH · [DROGENNAME:or] · HIER	DANACH · {N1} · HIER	DANACH|{N1}|HIER	DOT|DOT	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Droge »or«	DROGENNAME:or	LOCAL_COMPONENT_RECURRENT	[DANACH · {N1} · HIER ×1]	YES	YES	YES
G485-E139	P1003-E0459	G475-R100	1	G474-B107	f88v	PHARMA	f88v.12	otora	OT	CATALOGUE	DANACH · [DROGENNAME:ora]	DANACH · {N1}	DANACH|{N1}	DOT	Droge »ora« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »ora«.	Droge »ora« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »ora«.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Droge »ora«	DROGENNAME:ora	RECURRENT_STRICT_EVENT	G481-ET001 ×5	YES	YES	YES
G485-E140	P1003-E0460	G475-R101	1	G474-B108	f88v	PHARMA	f88v.13	cheosdy	NONE	CATALOGUE	cheo:DROGENFAMILIE · [DROGENNAME:cheosdy]	{F1}:NAMENSFAMILIE · {N1}	{F1}:NAMENSFAMILIE|{N1}	DOT	Droge »cheosdy« — Drogenfamilie »cheo«.	Droge »cheosdy« — Drogenfamilie »cheo«.	0	NONE	NONE	NONE	NONE	DROGENNAME:cheosdy	LEARNED_LEXICAL_SLOT_ONLY	{F1}:NAMENSFAMILIE	YES	YES	YES
G485-E141	P1003-E0461	G475-R102	1	G474-B109	f88v	PHARMA	f88v.14	okaiin	OK+AIIN	INSTRUCTION	SETZEN · WERT	SETZEN · WERT	SETZEN|WERT	DOT	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	0	NONE	NONE	NONE	NONE	NONE	RECURRENT_STRICT_EVENT	G481-ET080 ×3	YES	YES	YES
G485-E142	P1003-E0554	G475-R103	1	G474-B110	f88v	PHARMA	f88v.27	daramdal	AR+AL	CATALOGUE	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	{N1} · AUSGANG · {N2} · ZIELORT	{N1}|AUSGANG|{N2}|ZIELORT	DOT|DOT|DOT	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	0	NONE	NONE	NONE	NONE	DROGENNAME:d|DROGENNAME:am	RECURRENT_ROLE_EVENT	G481-ES081 ×2	YES	YES	YES
G485-E143	P1003-E0555	G475-R104	1	G474-B111	f88v	PHARMA	f88v.28	otydary	OT+D_ADDR+AR	CATALOGUE	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	DANACH · {N1} · HIER · AUSGANG · {N1}	DANACH|{N1}|HIER|AUSGANG|{N1}	DOT|DOT|DOT|DOT	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.	1	OT	START_FRESH_SIBLING	FORWARD_OPEN	OT:danach Droge »y«	DROGENNAME:y|DROGENNAME:y	LOCAL_COMPONENT_RECURRENT	[DANACH · {N1} · HIER ×1] + [AUSGANG · {N1} ×6]	YES	YES	YES
