surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	working_revision_class	candidate_count_capped	old_base_surface_count	gdt524_rank	gdt524_top1	gdt525_rank	gdt524_revised_rank	gdt525_revised_rank	gdt525_top1	gdt525_top5	truth_gdt524_score	truth_chain_feature	truth_gdt525_score	truth_chain_trace	top1_gdt524_score	top1_chain_feature	top1_gdt525_score	top1_chain_trace	top1_alignment_trace	decision_change_class	working_policy
keedey	1	f31r	K+EE+D_ADDR+E+Y	K+EE+D_ADDR+E+Y	INHERITED_RECIPE_RETAINED	14	11	1	K+EE+D_ADDR+E+Y	1	1	1	K+EE+D_ADDR+E+Y	K+EE+D_ADDR+E+Y | K+EE+E+D_ADDR+Y | K+CH+EE+D_ADDR+E+Y | K+EE+CHD+E+Y | K+E+E+D_ADDR+E+Y	4.597111734	0.000000000	4.597111734	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.597111734	0.000000000	4.597111734	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
keeol	1	f31r	K+EE+O+L	K+EE+O+L	INHERITED_RECIPE_RETAINED	14	7	2	K+EE+OL	2	2	2	K+EE+OL	K+EE+OL | K+EE+O+L | K+E+E+OL | OL+K+EE | K+EE+O+AL	7.713413406	0.000000000	7.713413406	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.519453544	0.000000000	3.519453544	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
keody	3	f20v|f66r	K+E+O+D_ADDR+Y	K+E+O+D_ADDR+Y	INHERITED_RECIPE_RETAINED	11	12	2	K+E+O+DY	1	2	1	K+E+O+D_ADDR+Y	K+E+O+D_ADDR+Y | K+E+O+DY | K+E+O+Y | OK+E+DY | O+D_ADDR+Y	5.389772097	1.945910149	3.443861948	kod+y=>Y@RIGHT/RIGHT;n=69/72;b=1.021265 -> kody+e=>E@INNER/INNER;n=78/117;b=0.626747;pair_n=6;pair_examples=cth>cthy>cthey|ok>oky>okey|ot>oty>otey|qot>qoty>qotey|chcth>chcthy>chcthey|k>ky>key	5.389772097	1.945910149	3.443861948	kod+y=>Y@RIGHT/RIGHT;n=69/72;b=1.021265 -> kody+e=>E@INNER/INNER;n=78/117;b=0.626747;pair_n=6;pair_examples=cth>cthy>cthey|ok>oky>okey|ot>oty>otey|qot>qoty>qotey|chcth>chcthy>chcthey|k>ky>key	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_ERROR_CORRECTED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
kodalchy	1	f4r	K+O+D_ADDR+AL+CH+Y	K+O+D_ADDR+AL+CH+Y	INHERITED_RECIPE_RETAINED	100	18	1	K+O+D_ADDR+AL+CH+Y	1	1	1	K+O+D_ADDR+AL+CH+Y	K+O+D_ADDR+AL+CH+Y | K+O+D_ADDR+AL+Y | K+O+AL+CH+Y | K+O+D_ADDR+AL+LOCAL_C+Y | K+O+AL+LOCAL_C+Y	5.487663305	0.000000000	5.487663305	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.487663305	0.000000000	5.487663305	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
kodary	1	f66r	K+O+D_ADDR+AR+Y	K+O+D_ADDR+AR+Y	INHERITED_RECIPE_RETAINED	33	17	1	K+O+D_ADDR+AR+Y	1	1	1	K+O+D_ADDR+AR+Y	K+O+D_ADDR+AR+Y | CH+K+O+D_ADDR+AR+Y | K+O+D_ADDR+D_ADDR+AR+Y | OK+D_ADDR+AR+Y | K+O+D_ADDR+R+Y	3.323445735	0.000000000	3.323445735	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.323445735	0.000000000	3.323445735	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
kody	1	f66r	K+O+DY	K+O+DY	INHERITED_RECIPE_RETAINED	10	6	1	K+O+DY	1	1	1	K+O+DY	K+O+DY | K+O+D_ADDR+Y | K+O+Y | OK+DY | CH+K+O+D_ADDR+Y	3.122656721	0.000000000	3.122656721	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.122656721	0.000000000	3.122656721	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ld	1	f66r	L+D_ADDR	L+D_ADDR	INHERITED_RECIPE_RETAINED	6	0	1	L+D_ADDR	1	1	1	L+D_ADDR	L+D_ADDR | L | AL | AL+D_ADDR | L+CHD	2.833697076	0.000000000	2.833697076	NO_TWO_HOP_OLD_BASE	2.833697076	0.000000000	2.833697076	NO_TWO_HOP_OLD_BASE	l=>l~L@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
lkeol	1	f66r	L+K+E+OL	L+K+E+OL	INHERITED_RECIPE_RETAINED	16	9	1	L+K+E+OL	1	1	1	L+K+E+OL	L+K+E+OL | L+K+E+O+L | OL+K+E+L | K+E+OL+L | AL+K+E+OL	2.573603644	0.000000000	2.573603644	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.573603644	0.000000000	2.573603644	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	l=>l~L@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
lodaiin	1	f66r	L+O+D_ADDR+AIIN	L+O+D_ADDR+AIIN	INHERITED_RECIPE_RETAINED	100	16	1	L+O+D_ADDR+AIIN	1	1	1	L+O+D_ADDR+AIIN	L+O+D_ADDR+AIIN | L+O+AIIN | OL+AIIN | OL+D_ADDR+AIIN | L+O+D_ADDR+IIN	3.303729151	0.000000000	3.303729151	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.303729151	0.000000000	3.303729151	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	l=>l~L@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
lpchees	1	f66r	L+P+CH+EE+S	L+P+CH+EE+S	INHERITED_RECIPE_RETAINED	78	12	1	L+P+CH+EE+S	1	1	1	L+P+CH+EE+S	L+P+CH+EE+S | L+P+LOCAL_C+EE+S | L+P+EE+S | L+P+CH+EE | L+P+LOCAL_C+SH+EE+S	6.950282624	0.000000000	6.950282624	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	6.950282624	0.000000000	6.950282624	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	l=>l~L@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
lsheody	1	f66r	L+SH+E+O+D_ADDR+Y	L+SH+E+O+D_ADDR+Y	INHERITED_RECIPE_RETAINED	70	23	1	L+SH+E+O+D_ADDR+Y	1	1	1	L+SH+E+O+D_ADDR+Y	L+SH+E+O+D_ADDR+Y | L+SH+E+O+DY | L+SH+E+O+Y | L+SH+E+O+D_ADDR+DY | L+E+O+DY	4.144303225	0.000000000	4.144303225	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.144303225	0.000000000	4.144303225	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	l=>l~L@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ltsholy	1	f66r	L+T+SH+OL+Y	L+T+SH+OL+Y	INHERITED_RECIPE_RETAINED	48	18	1	L+T+SH+OL+Y	1	1	1	L+T+SH+OL+Y	L+T+SH+OL+Y | L+T+OL+Y | L+SH+OL+Y | L+T+S+OL+Y | AL+T+SH+OL+Y	4.582489968	0.000000000	4.582489968	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.582489968	0.000000000	4.582489968	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	l=>l~L@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
ofaram	1	f66r	O+LOCAL_CHAR_F+AR+AM_ADDR	O+LOCAL_CHAR_F+AR+AM_ADDR	INHERITED_RECIPE_RETAINED	14	10	1	O+LOCAL_CHAR_F+AR+AM_ADDR	1	1	1	O+LOCAL_CHAR_F+AR+AM_ADDR	O+LOCAL_CHAR_F+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+R+AM_ADDR | O+LOCAL_CHAR_F+A_ADDR+AR+AM_ADDR | O+LOCAL_CHAR_F+AR+A_ADDR+M_LOCAL	3.118715320	0.000000000	3.118715320	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.118715320	0.000000000	3.118715320	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
okalchedy	1	f66r	OK+AL+CHD+Y	OK+AL+CHD+Y	INHERITED_RECIPE_RETAINED	100	31	1	OK+AL+CHD+Y	1	1	1	OK+AL+CHD+Y	OK+AL+CHD+Y | OK+AL+CHD+DY | OK+AL+CH+E+DY | OK+AL+LOCAL_C+E+DY | OK+L+CHD+DY	5.480329664	0.000000000	5.480329664	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.480329664	0.000000000	5.480329664	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	ok=>ok~OK@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
okedals	1	f66r	OK+AL+S	OK+AL+S	INHERITED_RECIPE_RETAINED	100	16	3	OK+E+D_ADDR+AL+S	3	3	3	OK+E+D_ADDR+AL+S	OK+E+D_ADDR+AL+S | OK+E+AL+S | OK+AL+S | OK+E+AL | OK+E+D_ADDR+AL+SH	6.417205445	0.000000000	6.417205445	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	5.521873190	0.000000000	5.521873190	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
okedam	1	f31r	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR	INHERITED_RECIPE_RETAINED	44	8	1	OK+E+D_ADDR+AM_ADDR	1	1	1	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR | OK+E+DA+AM_ADDR | OK+E+AM_ADDR | OK+E+DY | OK+AM_ADDR	4.774480648	0.000000000	4.774480648	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.774480648	0.000000000	4.774480648	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | am=>am~AM_ADDR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
okoy	1	f20v	OK+O+Y	OK+O+Y	INHERITED_RECIPE_RETAINED	4	5	1	OK+O+Y	1	1	1	OK+O+Y	OK+O+Y | O+K+O+Y | O+OK+Y | OK+O+D_ADDR+Y	2.268247658	0.000000000	2.268247658	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	2.268247658	0.000000000	2.268247658	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	ok=>ok~OK@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
olsheor	1	f31r	OL+SH+E+OR	OL+SH+E+OR	INHERITED_RECIPE_RETAINED	66	17	1	OL+SH+E+OR	1	1	1	OL+SH+E+OR	OL+SH+E+OR | O+L+SH+E+OR | OL+SH+E+O+R | OL+K+E+OR | OL+E+OR	3.968831649	0.000000000	3.968831649	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.968831649	0.000000000	3.968831649	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
otalor	1	f66r	OT+AL+OR	OT+AL+OR	INHERITED_RECIPE_RETAINED	55	20	1	OT+AL+OR	1	1	1	OT+AL+OR	OT+AL+OR | OT+L+OR | O+L+AL+OR | OT+AL+O+R | O+T+AL+OR	3.084508197	0.000000000	3.084508197	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.084508197	0.000000000	3.084508197	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	ot=>ot~OT@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | or=>or~OR@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
otcheo	1	f66r	OT+CH+E+O	OT+CH+E+O	INHERITED_RECIPE_RETAINED	20	11	1	OT+CH+E+O	1	1	1	OT+CH+E+O	OT+CH+E+O | OT+CH+E+O+D_ADDR | OT+E+O | OT+LOCAL_C+E+O | OT+CH+SH+E+O	0.760859050	0.000000000	0.760859050	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	0.760859050	0.000000000	0.760859050	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	ot=>ot~OT@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
oteochey	1	f66r	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y	INHERITED_RECIPE_RETAINED	45	12	1	OT+E+O+CH+E+Y	1	1	1	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y | OT+E+O+LOCAL_C+E+Y | OT+E+O+Y | OT+E+O+LOCAL_C+SH+E+Y | OT+E+O+CH+Y	4.595359433	0.000000000	4.595359433	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.595359433	0.000000000	4.595359433	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	ot=>ot~OT@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
p	1	f66r	P	P	INHERITED_RECIPE_RETAINED	1	0	1	P	1	1	1	P	P	2.429767297	0.000000000	2.429767297	NO_TWO_HOP_OLD_BASE	2.429767297	0.000000000	2.429767297	NO_TWO_HOP_OLD_BASE	p=>p~P@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
pchof	1	f66r	P+CH+O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F	INHERITED_RECIPE_RETAINED	10	3	1	P+CH+O+LOCAL_CHAR_F	1	1	1	P+CH+O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F | P+LOCAL_C+O+LOCAL_CHAR_F | P+O+LOCAL_CHAR_F | O+P+CH+LOCAL_CHAR_F | P+CH+SH+O+LOCAL_CHAR_F	3.724625272	0.000000000	3.724625272	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.724625272	0.000000000	3.724625272	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
pdaiin	1	f66r	P+AIIN	P+AIIN	INHERITED_RECIPE_RETAINED	100	6	1	P+AIIN	1	1	1	P+AIIN	P+AIIN | P+D_ADDR+AIIN | P+DA+AIIN | P+DA+IIN | P+D_ADDR+IIN	4.213988083	0.000000000	4.213988083	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	4.213988083	0.000000000	4.213988083	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	p=>p~P@edit0+alias0.000 | daiin=>daiin~AIIN@edit0+alias0.284	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
pofochey	1	f20v	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y	INHERITED_RECIPE_RETAINED	18	4	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	1	1	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+LOCAL_C+E+Y | P+O+LOCAL_CHAR_F+O+Y | O+P+LOCAL_CHAR_F+O+CH+E+Y | P+O+LOCAL_CHAR_F+O+CH+Y	7.013062121	0.000000000	7.013062121	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	7.013062121	0.000000000	7.013062121	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
psheody	1	f66r	P+SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y	INHERITED_RECIPE_RETAINED	34	13	1	P+SH+E+O+D_ADDR+Y	1	1	1	P+SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y | P+SH+E+O+DY | P+SH+E+O+Y | P+E+O+DY | P+SH+E+O+D_ADDR+DY	4.633859009	0.000000000	4.633859009	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.633859009	0.000000000	4.633859009	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
pydaiin	1	f4r	P+Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN	INHERITED_RECIPE_RETAINED	100	8	1	P+Y+D_ADDR+AIIN	1	1	1	P+Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN | P+Y+AIIN | P+Y+D_ADDR+IIN | P+Y+A_ADDR+AIIN | P+Y+DA+AIIN	3.404179395	0.000000000	3.404179395	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.404179395	0.000000000	3.404179395	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	p=>p~P@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qef	1	f31r	E+LOCAL_CHAR_F	E+LOCAL_CHAR_F	INHERITED_RECIPE_RETAINED	4	0	2	CARRIER_Q+E+LOCAL_CHAR_F	2	2	2	CARRIER_Q+E+LOCAL_CHAR_F	CARRIER_Q+E+LOCAL_CHAR_F | E+LOCAL_CHAR_F | CARRIER_Q+D_ADDR | CARRIER_Q+CH+E+LOCAL_CHAR_F	6.500320762	0.000000000	6.500320762	NO_TWO_HOP_OLD_BASE	4.222664372	0.000000000	4.222664372	NO_TWO_HOP_OLD_BASE	q=>q~CARRIER_Q@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qocthedy	1	f66r	CARRIER_Q+O+CH+T+E+Y	CARRIER_Q+O+CH+T+E+Y	INHERITED_RECIPE_RETAINED	93	17	3	CARRIER_Q+O+CH+T+E+DY	3	3	3	CARRIER_Q+O+CH+T+E+DY	CARRIER_Q+O+CH+T+E+DY | O+CH+T+E+DY | CARRIER_Q+O+CH+T+E+Y | CARRIER_Q+O+CH+T+E+D_ADDR+Y | O+CH+T+E+D_ADDR+Y	7.602787574	0.000000000	7.602787574	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.997219659	0.000000000	4.997219659	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cth=>cth~CH+T@edit0+alias0.508 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qoekedy	1	f31r	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY	INHERITED_RECIPE_RETAINED	68	22	1	CARRIER_Q+O+E+K+E+DY	1	1	1	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY | O+E+K+E+DY | CARRIER_Q+O+E+K+E+D_ADDR+Y | O+E+K+E+D_ADDR+Y | CARRIER_Q+O+E+K+E+Y	4.012847839	0.000000000	4.012847839	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.012847839	0.000000000	4.012847839	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	q=>q~CARRIER_Q@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qokaiir	1	f66r	OK+IIN+R	OK+IIN+R	INHERITED_RECIPE_RETAINED	100	12	1	OK+IIN+R	1	1	1	OK+IIN+R	OK+IIN+R | OK+AIIN+R | CARRIER_Q+OK+IIN+R | OK+A_ADDR+IIN+R | OK+LOCAL_CHAR_I+R	6.170661890	0.000000000	6.170661890	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	6.170661890	0.000000000	6.170661890	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	qok=>qok~OK@edit0+alias0.250 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
qokchey	1	f66r	OK+CH+E+Y	OK+CH+E+Y	INHERITED_RECIPE_RETAINED	39	21	1	OK+CH+E+Y	1	1	1	OK+CH+E+Y	OK+CH+E+Y | OK+Y | OK+E+Y | OK+LOCAL_C+E+Y | CARRIER_Q+OK+CH+E+Y	5.415081545	0.000000000	5.415081545	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.415081545	0.000000000	5.415081545	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	qok=>qok~OK@edit0+alias0.250 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_PRESERVED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
