family	inventory_kind	event_id	statement_id	record	page	locus	joint_tuple_id	surface	selected_segmentation	short_default_de	contextual_readback_de	complete_statement_de	apprentice_copy_rule	likely_apprentice_error	strongest_rival_or_limit
OT_OL_ORDER	PRODUCTIVE_ORDER_GRADE	E292	B3-S027	B3	f83r	f83r.20	ff178343c18e287ce3b7	qoteedy	OT_NEXT+GRADE_2+DY_CLOSE	danach länger einwirken lassen; Schluss	Danach länger einwirken lassen; Schluss	Danach länger einwirken lassen; Schluss	OT=danach; EE=länger; terminal	OT als Wiederholung statt als Folgeschritt lesen	Record-order selector rather than chronological succession.
E_GRADE	PRODUCTIVE_GRADE	E293	B3-S028	B3	f83r	f83r.20	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	Länger halten; Kurz benetzen; Schluss	EE=länger; Y keeps the current item open	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
E_GRADE	PRODUCTIVE_GRADE	E294	B3-S028	B3	f83r	f83r.20	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Länger halten; Kurz benetzen; Schluss	E=kurz; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
OL_CONTINUATION	REVISED_SELECTED_CARD	E295	B3-S029	B3	f83r	f83r.20	dcda95c81a5460feb191	sol	OL_CONTINUE_PREVIOUS	fortsetzen	Mit dem Vorigen fortsetzen	mit dem vorigen Ansatz fortsetzen; Nach der ersten Spülung; Kurz benetzen; Schluss	OL führt den vorigen Arbeitsposten weiter.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
REPETITION	LEARNED_WHOLE_CARD	E296	B3-S029	B3	f83r	f83r.20	9247e38d29c79a0d2fa5	cheeety	cheeety=erste Spülung	erste Spülung	Nach der ersten Spülung	mit dem vorigen Ansatz fortsetzen; Nach der ersten Spülung; Kurz benetzen; Schluss	CHEEETY=erste Spülung	die Ganzkarte in erfundene Teilstämme zerlegen	Ordinal or variant label rather than repeated performance.
E_GRADE	PRODUCTIVE_GRADE	E297	B3-S029	B3	f83r	f83r.20	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	mit dem vorigen Ansatz fortsetzen; Nach der ersten Spülung; Kurz benetzen; Schluss	E=kurz; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
OT_OL_ORDER	REVISED_SELECTED_CARD	E301	B3-S030	B3	f83r	f83r.22	4de12cf322dfb76ded1e	otchedy	OT_AFTER+CHED+DY_CLOSE	danach umsetzen; Schluss	Danach umsetzen; schluss	Den laufenden Posten einsetzen; Vorgeschriebenes Maß; Wasser weiterführen; Danach umsetzen; Schluss	OT heißt hier DANACH, nicht ERNEUT.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Record-order selector rather than chronological succession.
E_GRADE	PRODUCTIVE_GRADE	E302	B3-S031	B3	f83r	f83r.22	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Länger einwirken; Schluss	EE=länger; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
EXACT_IDENTITY_TRAP	COUNTEREXAMPLE	E305	B3-S032	B3	f83r	f83r.22	1779decef17481ec2853	qotedaiin	qotedaiin=breites Gefäß	breites Gefäß	Das breite Gefäß	Eine Portion umsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Das breite Gefäß; Folgemaß; Danach kurz einwirken lassen; Schluss	QOTEDAIIN=breites Gefäß, not OT+E+DAIIIN	nach Oberfläche statt nach exakter Kartenidentität lesen	Retained current whole-card value.
OT_OL_ORDER	REVISED_SELECTED_CARD	E306	B3-S032	B3	f83r	f83r.22	54d0e228ca346110af05	otaiin	OT_FOLLOW+AIIN_MEASURE	Folgemaß	Folgemaß	Eine Portion umsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Das breite Gefäß; Folgemaß; Danach kurz einwirken lassen; Schluss	OT macht aus AIIN das Folgemaß.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Record-order selector rather than chronological succession.
OT_OL_ORDER	PRODUCTIVE_ORDER_GRADE	E307	B3-S032	B3	f83r	f83r.22	c45ebac60774620561e2	otedy	OT_NEXT+GRADE_1+DY_CLOSE	danach kurz einwirken lassen; Schluss	Danach kurz einwirken lassen; Schluss	Eine Portion umsetzen; Den laufenden Posten umsetzen oder durcharbeiten; Das breite Gefäß; Folgemaß; Danach kurz einwirken lassen; Schluss	OT=danach; E=kurz; terminal	OT als Wiederholung statt als Folgeschritt lesen	Record-order selector rather than chronological succession.
IIN_STAGE	REVISED_SELECTED_CARD	E309	B3-S034	B3	f83r	f83r.24	2c82523794dcb7d2b343	soiiin	IIN_TARGET_STAGE	Stufe	Stufe	Stufe; Bereit; Gleichmäßig bearbeiten; Folgemaß; Untere Stelle; Ruhen lassen; Schluss	IIN nennt die einzustellende Stufe.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	IIN could be an abstract setting rather than a process stage.
CTH_READINESS	REVISED_SELECTED_CARD	E310	B3-S034	B3	f83r	f83r.24	e0b630cb1b5df5e7105b	checthy	CTHY_READY_CARD	bereit	Bereit	Stufe; Bereit; Gleichmäßig bearbeiten; Folgemaß; Untere Stelle; Ruhen lassen; Schluss	CTHY heißt BEREIT.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	CTH may mark release/availability rather than semantic readiness.
OT_OL_ORDER	REVISED_SELECTED_CARD	E312	B3-S034	B3	f83r	f83r.24	54d0e228ca346110af05	otaiin	OT_FOLLOW+AIIN_MEASURE	Folgemaß	Folgemaß	Stufe; Bereit; Gleichmäßig bearbeiten; Folgemaß; Untere Stelle; Ruhen lassen; Schluss	OT macht aus AIIN das Folgemaß.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Record-order selector rather than chronological succession.
SHED_REST	REVISED_SELECTED_CARD	E314	B3-S034	B3	f83r	f83r.24	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	ruhen lassen; Schluss	Ruhen lassen; schluss	Stufe; Bereit; Gleichmäßig bearbeiten; Folgemaß; Untere Stelle; Ruhen lassen; Schluss	SHED lässt den Posten ruhen; die Endkarte schließt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
E_GRADE	PRODUCTIVE_GRADE	E315	B4-S001	B4	f83r	f83r.25	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Länger einwirken; Schluss	EE=länger; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
E_GRADE	PRODUCTIVE_GRADE	E317	B4-S002	B4	f83r	f83r.25	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	Bereite das Arbeitsbecken vor; Länger halten; Kurz benetzen; Schluss	EE=länger; Y keeps the current item open	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
E_GRADE	PRODUCTIVE_GRADE	E318	B4-S002	B4	f83r	f83r.25	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Bereite das Arbeitsbecken vor; Länger halten; Kurz benetzen; Schluss	E=kurz; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
OT_OL_ORDER	REVISED_SELECTED_CARD	E320	B4-S003	B4	f83r	f83r.25	90bcf0a9ec0ef56399e6	otal	OT_FOLLOW+AL_SITE	Folgestelle	Folgestelle	Den laufenden Posten umsetzen oder durcharbeiten; Zur Folgestelle; Den Folgeposten wählen; Länger halten; Den laufenden Posten einsetzen; mit dem vorigen Ansatz fortsetzen; Ruhen lassen; Schluss	OT macht aus AL die Folgestelle.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Record-order selector rather than chronological succession.
OT_OL_ORDER	REVISED_SELECTED_CARD	E321	B4-S003	B4	f83r	f83r.26	faf321940aed922846a9	otchey	OT_FOLLOW+CHEY_CURRENT_ITEM	Folgeposten wählen	Folgeposten wählen	Den laufenden Posten umsetzen oder durcharbeiten; Zur Folgestelle; Den Folgeposten wählen; Länger halten; Den laufenden Posten einsetzen; mit dem vorigen Ansatz fortsetzen; Ruhen lassen; Schluss	OT wählt den Folgeposten.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Record-order selector rather than chronological succession.
E_GRADE	PRODUCTIVE_GRADE	E322	B4-S003	B4	f83r	f83r.26	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	Den laufenden Posten umsetzen oder durcharbeiten; Zur Folgestelle; Den Folgeposten wählen; Länger halten; Den laufenden Posten einsetzen; mit dem vorigen Ansatz fortsetzen; Ruhen lassen; Schluss	EE=länger; Y keeps the current item open	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
OL_CONTINUATION	REVISED_SELECTED_CARD	E324	B4-S003	B4	f83r	f83r.26	dcda95c81a5460feb191	tol	OL_CONTINUE_PREVIOUS	fortsetzen	Mit dem Vorigen fortsetzen	Den laufenden Posten umsetzen oder durcharbeiten; Zur Folgestelle; Den Folgeposten wählen; Länger halten; Den laufenden Posten einsetzen; mit dem vorigen Ansatz fortsetzen; Ruhen lassen; Schluss	OL führt den vorigen Arbeitsposten weiter.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
SHED_REST	REVISED_SELECTED_CARD	E325	B4-S003	B4	f83r	f83r.26	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	ruhen lassen; Schluss	Ruhen lassen; schluss	Den laufenden Posten umsetzen oder durcharbeiten; Zur Folgestelle; Den Folgeposten wählen; Länger halten; Den laufenden Posten einsetzen; mit dem vorigen Ansatz fortsetzen; Ruhen lassen; Schluss	SHED lässt den Posten ruhen; die Endkarte schließt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
E_GRADE	PRODUCTIVE_GRADE	E329	B4-S005	B4	f83r	f83r.27	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Tuch; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss	EE=länger; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
CHK_WARMTH	REVISED_SELECTED_CARD	E333	B4-S008	B4	f83r	f83r.28	2c1a5fd92b9e3c762242	cheeky	CHK_WARM+GRADE_2+Y_CONTINUE	warmhalten	Warmhalten	Vorgeschriebenes Maß; Warmhalten; Die erste Öffnung; Kurz benetzen; Schluss	CHK+EE heißt WARMHALTEN.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	The four exact cards could be learned states with no productive CHK core.
EXACT_IDENTITY_TRAP	COUNTEREXAMPLE	E334	B4-S008	B4	f83r	f83r.28	92e43836d82f98bf02d3	sheey	sheey=erste Öffnung	erste Öffnung	Die erste Öffnung	Vorgeschriebenes Maß; Warmhalten; Die erste Öffnung; Kurz benetzen; Schluss	SHEEY=erste Öffnung, not E/EE grade	nach Oberfläche statt nach exakter Kartenidentität lesen	Retained current whole-card value.
E_GRADE	PRODUCTIVE_GRADE	E335	B4-S008	B4	f83r	f83r.28	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Vorgeschriebenes Maß; Warmhalten; Die erste Öffnung; Kurz benetzen; Schluss	E=kurz; licensed terminal card closes	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
SHED_REST	REVISED_SELECTED_CARD	E336	B4-S009	B4	f83r	f83r.28	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	ruhen lassen; Schluss	Ruhen lassen; schluss	Ruhen lassen; Schluss	SHED lässt den Posten ruhen; die Endkarte schließt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
OL_CONTINUATION	REVISED_SELECTED_CARD	E337	B4-S010	B4	f83r	f83r.28	1b1ffdd869fb1429ad03	oldy	OL_CONTINUE+DY_CLOSE	fortsetzen; Schluss	Fortsetzen; schluss	Fortsetzen; Schluss	OLDY setzt fort und schließt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
CHK_WARMTH	REVISED_SELECTED_CARD	E339	B4-S011	B4	f83r	f83r.35	d904bf7b044dd3922781	cheky	CHK_WARM+GRADE_1+Y_CONTINUE	anwärmen	Anwärmen	Vorgeschriebenes Maß; Anwärmen; Länger fortsetzen; Eine Portion zugeben; Den laufenden Posten umsetzen oder durcharbeiten; mit dem vorigen Ansatz fortsetzen; Wasche zweimal und beende den Schritt	CHK+E heißt ANWÄRMEN.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	The four exact cards could be learned states with no productive CHK core.
OL_CONTINUATION	REVISED_SELECTED_CARD	E340	B4-S011	B4	f83r	f83r.35	daf32e6db9e04413ce7f	okeeol	OK+GRADE_2+OL_CONTINUE	länger fortsetzen	Länger fortsetzen	Vorgeschriebenes Maß; Anwärmen; Länger fortsetzen; Eine Portion zugeben; Den laufenden Posten umsetzen oder durcharbeiten; mit dem vorigen Ansatz fortsetzen; Wasche zweimal und beende den Schritt	EE verlängert, OL führt mit dem Vorigen fort.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
OL_CONTINUATION	REVISED_SELECTED_CARD	E343	B4-S011	B4	f83r	f83r.37	dcda95c81a5460feb191	sol	OL_CONTINUE_PREVIOUS	fortsetzen	Mit dem Vorigen fortsetzen	Vorgeschriebenes Maß; Anwärmen; Länger fortsetzen; Eine Portion zugeben; Den laufenden Posten umsetzen oder durcharbeiten; mit dem vorigen Ansatz fortsetzen; Wasche zweimal und beende den Schritt	OL führt den vorigen Arbeitsposten weiter.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
REPETITION	LEARNED_WHOLE_CARD	E344	B4-S011	B4	f83r	f83r.37	b958a512ca6a3559e86e	lkedy	lke=zweimal waschen + dy=Ende	zweimal waschen; Ende	Wasche zweimal und beende den Schritt	Vorgeschriebenes Maß; Anwärmen; Länger fortsetzen; Eine Portion zugeben; Den laufenden Posten umsetzen oder durcharbeiten; mit dem vorigen Ansatz fortsetzen; Wasche zweimal und beende den Schritt	LKEDY=zweimal waschen; terminal	die Ganzkarte in erfundene Teilstämme zerlegen	Ordinal or variant label rather than repeated performance.
OL_CONTINUATION	REVISED_SELECTED_CARD	E346	B4-S013	B4	f83r	f83r.37	232195d6ff2f326322f7	qokol	OK+OL_CONTINUE_PREVIOUS	vorigen Gang fortsetzen	Vorigen gang fortsetzen	Vorigen Arbeitsgang fortsetzen; Ruhen lassen; Schluss	OK ruft den vorigen Gang erneut auf; OL liefert die Fortsetzung.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
SHED_REST	REVISED_SELECTED_CARD	E347	B4-S013	B4	f83r	f83r.37	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	ruhen lassen; Schluss	Ruhen lassen; schluss	Vorigen Arbeitsgang fortsetzen; Ruhen lassen; Schluss	SHED lässt den Posten ruhen; die Endkarte schließt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
TIME_WHOLE_CARD	REVISED_SELECTED_CARD	E355	B4-S015	B4	f83r	f83r.39	21ed2873b71e57269c08	chckhal	CHCKHAL_DURATION_WHOLE_CARD	Dauer	Dauer	Eine Portion zugeben; Klarauszug; Eine Portion; Für die angegebene Dauer; Kurz auffangen; Hinausführen; Schluss	CHCKHAL nennt die DAUER.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Quantity or station parameter rather than literal elapsed time.
E_GRADE	PRODUCTIVE_GRADE	E356	B4-S015	B4	f83r	f83r.41	42cdc187d5b9ffc60063	solkey	SOLK_COLLECTION+GRADE_1+Y_CURRENT_ITEM	kurz auffangen	Kurz auffangen	Eine Portion zugeben; Klarauszug; Eine Portion; Für die angegebene Dauer; Kurz auffangen; Hinausführen; Schluss	E=kurz at collection station	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
OL_CONTINUATION	REVISED_SELECTED_CARD	E358	B4-S016	B4	f83r	f83r.41	94df4847b7b16c98394a	qolkain	OL_CONTINUE+AIN_PORTION	weitere Portion	Weitere portion	Eine weitere Portion zugeben; Stelle; Warmausguss; Ruhen lassen; Schluss	OL übernimmt die vorige Reihe; AIN nennt die weitere Portion.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
THERMAL_WHOLE_CARD	LEARNED_WHOLE_CARD	E360	B4-S016	B4	f83r	f83r.44	883a6708116c342cb10b	skar	SKAR_WARM_POUR_WHOLE_CARD	Warmausguss	Warmausguss	Eine weitere Portion zugeben; Stelle; Warmausguss; Ruhen lassen; Schluss	SKAR=Warmausguss	die Ganzkarte in erfundene Teilstämme zerlegen	A memorized operation whose temperature is supplied by the exemplar.
SHED_REST	REVISED_SELECTED_CARD	E361	B4-S016	B4	f83r	f83r.44	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	ruhen lassen; Schluss	Ruhen lassen; schluss	Eine weitere Portion zugeben; Stelle; Warmausguss; Ruhen lassen; Schluss	SHED lässt den Posten ruhen; die Endkarte schließt.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
OT_OL_ORDER	PRODUCTIVE_ORDER	E362	B5-S001	B5	f83r	f83r.47	601b77449028deed39de	otchdy	OT+CHD+TERMINAL_Y	danach umsetzen; Schluss	Danach umsetzen; Schluss	Danach umsetzen; Schluss	OT=danach; CHD operation; terminal	OL und OT vertauschen: fortsetzen versus vorrücken	Record-order selector rather than chronological succession.
SHED_REST	REVISED_SELECTED_CARD	E364	B5-S003	B5	f83r	f83r.47	abb23e5e6936b4147f76	shedal	SHED_REST+AL_SITE	Ruhestelle	Ruhestelle	Ruhestelle; Stelle; mit dem vorigen Ansatz fortsetzen; Bis warm genug; An der Stelle umsetzen; Vorgeschriebenes Maß; mit dem vorigen Ansatz fortsetzen; Zweite Öffnungsstufe; Den laufenden Posten umsetzen oder durcharbeiten	AL macht aus SHED eine Ruhestelle.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal closure/hold rather than physical resting or settling.
OL_CONTINUATION	REVISED_SELECTED_CARD	E366	B5-S003	B5	f83r	f83r.48	dcda95c81a5460feb191	cheol	OL_CONTINUE_PREVIOUS	fortsetzen	Mit dem Vorigen fortsetzen	Ruhestelle; Stelle; mit dem vorigen Ansatz fortsetzen; Bis warm genug; An der Stelle umsetzen; Vorgeschriebenes Maß; mit dem vorigen Ansatz fortsetzen; Zweite Öffnungsstufe; Den laufenden Posten umsetzen oder durcharbeiten	OL führt den vorigen Arbeitsposten weiter.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
THERMAL_WHOLE_CARD	REVISED_SELECTED_CARD	E367	B5-S003	B5	f83r	f83r.48	8c97dfde96fbc78e3355	lol	LOL_WARM_ENDPOINT_WHOLE_CARD	warm genug	Warm genug	Ruhestelle; Stelle; mit dem vorigen Ansatz fortsetzen; Bis warm genug; An der Stelle umsetzen; Vorgeschriebenes Maß; mit dem vorigen Ansatz fortsetzen; Zweite Öffnungsstufe; Den laufenden Posten umsetzen oder durcharbeiten	LOL markiert WARM GENUG.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	A memorized operation whose temperature is supplied by the exemplar.
OL_CONTINUATION	REVISED_SELECTED_CARD	E370	B5-S003	B5	f83r	f83r.49	dcda95c81a5460feb191	sol	OL_CONTINUE_PREVIOUS	fortsetzen	Mit dem Vorigen fortsetzen	Ruhestelle; Stelle; mit dem vorigen Ansatz fortsetzen; Bis warm genug; An der Stelle umsetzen; Vorgeschriebenes Maß; mit dem vorigen Ansatz fortsetzen; Zweite Öffnungsstufe; Den laufenden Posten umsetzen oder durcharbeiten	OL führt den vorigen Arbeitsposten weiter.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
IIN_STAGE	REVISED_SELECTED_CARD	E371	B5-S003	B5	f83r	f83r.49	fcc1deda9e24ec268eb0	daiiin	DA_OPENING_HULL+IIN_TARGET_STAGE	zweite Öffnungsstufe	Zweite öffnungsstufe	Ruhestelle; Stelle; mit dem vorigen Ansatz fortsetzen; Bis warm genug; An der Stelle umsetzen; Vorgeschriebenes Maß; mit dem vorigen Ansatz fortsetzen; Zweite Öffnungsstufe; Den laufenden Posten umsetzen oder durcharbeiten	DA wählt die zweite Öffnung, IIN ihre Stufe.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	IIN could be an abstract setting rather than a process stage.
E_GRADE	PRODUCTIVE_GRADE	E373	B6-S001	B6	f83r	f83r.52	1bfd786e6b8b63734a59	solkeey	SOLK_COLLECTION+GRADE_2+Y_CURRENT_ITEM	länger auffangen	Länger auffangen	Länger auffangen; Ohne Kochen; Die erste Öffnung; mit dem vorigen Ansatz fortsetzen; Vorgeschriebenes Maß; mit dem vorigen Ansatz fortsetzen; Tuch; Dieser Arbeitsposten; Bezeichnete Stelle	EE=länger at collection station	E und EE vertauschen oder Y fälschlich als Schluss lesen	Construction-strength grade rather than time/duration.
THERMAL_WHOLE_CARD	LEARNED_WHOLE_CARD	E374	B6-S001	B6	f83r	f83r.52	43eb9aa12959b4d5cdc9	qekey	qekey=ungekocht	ungekocht	Ohne Kochen	Länger auffangen; Ohne Kochen; Die erste Öffnung; mit dem vorigen Ansatz fortsetzen; Vorgeschriebenes Maß; mit dem vorigen Ansatz fortsetzen; Tuch; Dieser Arbeitsposten; Bezeichnete Stelle	QEKY=ungekocht	die Ganzkarte in erfundene Teilstämme zerlegen	A memorized operation whose temperature is supplied by the exemplar.
EXACT_IDENTITY_TRAP	COUNTEREXAMPLE	E375	B6-S001	B6	f83r	f83r.52	3e9c7f217843b588489d	raly	raly=erste Öffnung	erste Öffnung	Die erste Öffnung	Länger auffangen; Ohne Kochen; Die erste Öffnung; mit dem vorigen Ansatz fortsetzen; Vorgeschriebenes Maß; mit dem vorigen Ansatz fortsetzen; Tuch; Dieser Arbeitsposten; Bezeichnete Stelle	RALY=erste Öffnung, not RAL cooling	nach Oberfläche statt nach exakter Kartenidentität lesen	Retained current whole-card value.
OL_CONTINUATION	REVISED_SELECTED_CARD	E376	B6-S001	B6	f83r	f83r.52	dcda95c81a5460feb191	ol	OL_CONTINUE_PREVIOUS	fortsetzen	Mit dem Vorigen fortsetzen	Länger auffangen; Ohne Kochen; Die erste Öffnung; mit dem vorigen Ansatz fortsetzen; Vorgeschriebenes Maß; mit dem vorigen Ansatz fortsetzen; Tuch; Dieser Arbeitsposten; Bezeichnete Stelle	OL führt den vorigen Arbeitsposten weiter.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
OL_CONTINUATION	REVISED_SELECTED_CARD	E378	B6-S001	B6	f83r	f83r.54	dcda95c81a5460feb191	ol	OL_CONTINUE_PREVIOUS	fortsetzen	Mit dem Vorigen fortsetzen	Länger auffangen; Ohne Kochen; Die erste Öffnung; mit dem vorigen Ansatz fortsetzen; Vorgeschriebenes Maß; mit dem vorigen Ansatz fortsetzen; Tuch; Dieser Arbeitsposten; Bezeichnete Stelle	OL führt den vorigen Arbeitsposten weiter.	eine gelernte Hülle produktiv auf nur ähnlich aussehende Karten übertragen	Formal recurrence link rather than temporal continuation.
