statement_id	scribe_id	visible_surface_sequence	decoded_master_card_sequence	decoded_master_head_sequence	decoded_tuple_sequence	expected_tuple_sequence	decoded_meaning_sequence_de	expected_meaning_sequence_de	tuple_roundtrip	meaning_roundtrip	context_used_for_card_identity
B1-S002	S3_S_LINE_SCRIBE	okaiin kair okal sar cheol chkain olkain al cheol rol dl cholor sol sheckhal aiin qokeedal aiin chckhy schedy	MC120 MC023 MC040 MC055 MC153 MC105 MC097 MC154 MC153 MC016 MC012 MC157 MC153 MC058 MC039 MC096 MC039 MC035 MC025	okaiin kair okal char cheol chkain olkain al cheol rol dl cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	auf Sollmaß einstellen -> Beckenwasser -> dort ansetzen -> daraus -> fortsetzen -> eine Portion -> weitere Portion -> dorthin -> fortsetzen -> weiterfuehren -> Zusatz -> Fortsetzungsansatz -> fortsetzen -> kurz zur Zielstelle durchleiten -> Sollmaß -> dort länger halten -> Sollmaß -> durchleiten -> umsetzen; Schluss	auf Sollmaß einstellen -> Beckenwasser -> dort ansetzen -> daraus -> fortsetzen -> eine Portion -> weitere Portion -> dorthin -> fortsetzen -> weiterfuehren -> Zusatz -> Fortsetzungsansatz -> fortsetzen -> kurz zur Zielstelle durchleiten -> Sollmaß -> dort länger halten -> Sollmaß -> durchleiten -> umsetzen; Schluss	PASS	PASS	NO
B1-S002	S4_MIXED_COMPACT	qokaiin kair okal dar sol kain olkain al sol rol dl olor sol sheckhal aiin qokeedal saiin chckhy dchedy	MC120 MC023 MC040 MC055 MC153 MC105 MC097 MC154 MC153 MC016 MC012 MC157 MC153 MC058 MC039 MC096 MC039 MC035 MC025	okaiin kair okal char cheol chkain olkain al cheol rol dl cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	auf Sollmaß einstellen -> Beckenwasser -> dort ansetzen -> daraus -> fortsetzen -> eine Portion -> weitere Portion -> dorthin -> fortsetzen -> weiterfuehren -> Zusatz -> Fortsetzungsansatz -> fortsetzen -> kurz zur Zielstelle durchleiten -> Sollmaß -> dort länger halten -> Sollmaß -> durchleiten -> umsetzen; Schluss	auf Sollmaß einstellen -> Beckenwasser -> dort ansetzen -> daraus -> fortsetzen -> eine Portion -> weitere Portion -> dorthin -> fortsetzen -> weiterfuehren -> Zusatz -> Fortsetzungsansatz -> fortsetzen -> kurz zur Zielstelle durchleiten -> Sollmaß -> dort länger halten -> Sollmaß -> durchleiten -> umsetzen; Schluss	PASS	PASS	NO
B1-S003	S1_BARE_MASTER	cheol sshkchdy	MC153 MC061	cheol sshkchdy	dcda95c81a5460feb191 54e32e9c1414b20640e9	dcda95c81a5460feb191 54e32e9c1414b20640e9	fortsetzen -> schwenken	fortsetzen -> schwenken	PASS	PASS	NO
B1-S003	S2_Q_CELL_SCRIBE	qol sshkchdy	MC153 MC061	cheol sshkchdy	dcda95c81a5460feb191 54e32e9c1414b20640e9	dcda95c81a5460feb191 54e32e9c1414b20640e9	fortsetzen -> schwenken	fortsetzen -> schwenken	PASS	PASS	NO
B1-S003	S3_S_LINE_SCRIBE	sol sshkchdy	MC153 MC061	cheol sshkchdy	dcda95c81a5460feb191 54e32e9c1414b20640e9	dcda95c81a5460feb191 54e32e9c1414b20640e9	fortsetzen -> schwenken	fortsetzen -> schwenken	PASS	PASS	NO
B1-S003	S4_MIXED_COMPACT	sol sshkchdy	MC153 MC061	cheol sshkchdy	dcda95c81a5460feb191 54e32e9c1414b20640e9	dcda95c81a5460feb191 54e32e9c1414b20640e9	fortsetzen -> schwenken	fortsetzen -> schwenken	PASS	PASS	NO
B1-S004	S1_BARE_MASTER	chdy cheol cheedy	MC074 MC153 MC128	chdy cheol cheedy	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	umsetzen -> fortsetzen -> absetzen; Schluss	umsetzen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S004	S2_Q_CELL_SCRIBE	chdy cheol cheedy	MC074 MC153 MC128	chdy cheol cheedy	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	umsetzen -> fortsetzen -> absetzen; Schluss	umsetzen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S004	S3_S_LINE_SCRIBE	chdy cheol cheedy	MC074 MC153 MC128	chdy cheol cheedy	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	umsetzen -> fortsetzen -> absetzen; Schluss	umsetzen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S004	S4_MIXED_COMPACT	chdy ol tedy	MC074 MC153 MC128	chdy cheol cheedy	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	umsetzen -> fortsetzen -> absetzen; Schluss	umsetzen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S005	S1_BARE_MASTER	olchedy	MC028	olchedy	28ffbc88b97772a75f1e	28ffbc88b97772a75f1e	fortsetzen; Schluss	fortsetzen; Schluss	PASS	PASS	NO
B1-S005	S2_Q_CELL_SCRIBE	qolchedy	MC028	olchedy	28ffbc88b97772a75f1e	28ffbc88b97772a75f1e	fortsetzen; Schluss	fortsetzen; Schluss	PASS	PASS	NO
B1-S005	S3_S_LINE_SCRIBE	olchedy	MC028	olchedy	28ffbc88b97772a75f1e	28ffbc88b97772a75f1e	fortsetzen; Schluss	fortsetzen; Schluss	PASS	PASS	NO
B1-S005	S4_MIXED_COMPACT	qolchedy	MC028	olchedy	28ffbc88b97772a75f1e	28ffbc88b97772a75f1e	fortsetzen; Schluss	fortsetzen; Schluss	PASS	PASS	NO
B1-S006	S1_BARE_MASTER	okain chckhy dl ral	MC017 MC035 MC012 MC056	okain chckhy dl ral	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	PASS	PASS	NO
B1-S006	S2_Q_CELL_SCRIBE	qokain chckhy dl ral	MC017 MC035 MC012 MC056	okain chckhy dl ral	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	PASS	PASS	NO
B1-S006	S3_S_LINE_SCRIBE	okain chckhy dl ral	MC017 MC035 MC012 MC056	okain chckhy dl ral	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	PASS	PASS	NO
B1-S006	S4_MIXED_COMPACT	qokain chckhy dl ral	MC017 MC035 MC012 MC056	okain chckhy dl ral	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	PASS	PASS	NO
B1-S007	S1_BARE_MASTER	qokchdy	MC088	qokchdy	87411f84689b4f93a303	87411f84689b4f93a303	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B1-S007	S2_Q_CELL_SCRIBE	qokchdy	MC088	qokchdy	87411f84689b4f93a303	87411f84689b4f93a303	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B1-S007	S3_S_LINE_SCRIBE	qokchdy	MC088	qokchdy	87411f84689b4f93a303	87411f84689b4f93a303	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B1-S007	S4_MIXED_COMPACT	qokchdy	MC088	qokchdy	87411f84689b4f93a303	87411f84689b4f93a303	umsetzen; Schluss	umsetzen; Schluss	PASS	PASS	NO
B1-S008	S1_BARE_MASTER	chey cheol cheky cheol cheedy	MC123 MC153 MC147 MC153 MC128	chey cheol cheky cheol cheedy	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S008	S2_Q_CELL_SCRIBE	chey cheol cheky cheol cheedy	MC123 MC153 MC147 MC153 MC128	chey cheol cheky cheol cheedy	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S008	S3_S_LINE_SCRIBE	shy cheol cheky sol cheedy	MC123 MC153 MC147 MC153 MC128	chey cheol cheky cheol cheedy	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S008	S4_MIXED_COMPACT	shy ol cheky ol shedy	MC123 MC153 MC147 MC153 MC128	chey cheol cheky cheol cheedy	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S009	S1_BARE_MASTER	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S009	S2_Q_CELL_SCRIBE	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S009	S3_S_LINE_SCRIBE	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S009	S4_MIXED_COMPACT	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S010	S1_BARE_MASTER	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S010	S2_Q_CELL_SCRIBE	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S010	S3_S_LINE_SCRIBE	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S010	S4_MIXED_COMPACT	qokedy	MC083	qokedy	7db18b2f0fb7ed0fcfd3	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	kurz ansetzen; Schluss	PASS	PASS	NO
B1-S011	S1_BARE_MASTER	chckhy choky	MC035 MC026	chckhy choky	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	durchleiten -> Posten ansetzen	durchleiten -> Posten ansetzen	PASS	PASS	NO
B1-S011	S2_Q_CELL_SCRIBE	chckhy choky	MC035 MC026	chckhy choky	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	durchleiten -> Posten ansetzen	durchleiten -> Posten ansetzen	PASS	PASS	NO
B1-S011	S3_S_LINE_SCRIBE	shckhy choky	MC035 MC026	chckhy choky	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	durchleiten -> Posten ansetzen	durchleiten -> Posten ansetzen	PASS	PASS	NO
B1-S011	S4_MIXED_COMPACT	shckhy oky	MC035 MC026	chckhy choky	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	2cc8bb3c2af19607888f 276a7c2d74d1143446f4	durchleiten -> Posten ansetzen	durchleiten -> Posten ansetzen	PASS	PASS	NO
B1-S012	S1_BARE_MASTER	lsho okey lshedy	MC130 MC007 MC038	lsho okey lshedy	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	Waschgang -> kurz ansetzen -> waschen; Schluss	Waschgang -> kurz ansetzen -> waschen; Schluss	PASS	PASS	NO
B1-S012	S2_Q_CELL_SCRIBE	lsho okey lshedy	MC130 MC007 MC038	lsho okey lshedy	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	Waschgang -> kurz ansetzen -> waschen; Schluss	Waschgang -> kurz ansetzen -> waschen; Schluss	PASS	PASS	NO
B1-S012	S3_S_LINE_SCRIBE	lsho okey lshedy	MC130 MC007 MC038	lsho okey lshedy	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	Waschgang -> kurz ansetzen -> waschen; Schluss	Waschgang -> kurz ansetzen -> waschen; Schluss	PASS	PASS	NO
B1-S012	S4_MIXED_COMPACT	lsho okey lshedy	MC130 MC007 MC038	lsho okey lshedy	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	be0974b366c981dc1eef 08bd5ca0c2ad137a056d 2e7e89e0bd12b999c280	Waschgang -> kurz ansetzen -> waschen; Schluss	Waschgang -> kurz ansetzen -> waschen; Schluss	PASS	PASS	NO
B1-S013	S1_BARE_MASTER	lshedy	MC038	lshedy	2e7e89e0bd12b999c280	2e7e89e0bd12b999c280	waschen; Schluss	waschen; Schluss	PASS	PASS	NO
B1-S013	S2_Q_CELL_SCRIBE	lshedy	MC038	lshedy	2e7e89e0bd12b999c280	2e7e89e0bd12b999c280	waschen; Schluss	waschen; Schluss	PASS	PASS	NO
B1-S013	S3_S_LINE_SCRIBE	lshedy	MC038	lshedy	2e7e89e0bd12b999c280	2e7e89e0bd12b999c280	waschen; Schluss	waschen; Schluss	PASS	PASS	NO
B1-S013	S4_MIXED_COMPACT	lshedy	MC038	lshedy	2e7e89e0bd12b999c280	2e7e89e0bd12b999c280	waschen; Schluss	waschen; Schluss	PASS	PASS	NO
B1-S014	S1_BARE_MASTER	chdy qolky lchedal cheol otar	MC074 MC134 MC051 MC153 MC121	chdy qolky lchedal cheol otar	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	PASS	PASS	NO
B1-S014	S2_Q_CELL_SCRIBE	chdy qolky lchedal cheol otar	MC074 MC134 MC051 MC153 MC121	chdy qolky lchedal cheol otar	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	PASS	PASS	NO
B1-S014	S3_S_LINE_SCRIBE	chdy qolky lchedal sol otar	MC074 MC134 MC051 MC153 MC121	chdy qolky lchedal cheol otar	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	PASS	PASS	NO
B1-S014	S4_MIXED_COMPACT	chdy qolky lchedal ol otar	MC074 MC134 MC051 MC153 MC121	chdy qolky lchedal cheol otar	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	6f7ff8287eddf4da9fdb c205570c49d4d93c23d3 433713294b25b0a12f66 dcda95c81a5460feb191 b6b654722e55729cc947	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	PASS	PASS	NO
B1-S015	S1_BARE_MASTER	ytey okchedy	MC109 MC005	ytey okchedy	a7af89ab31ce5e247395 07913ef9b1fb773cd325	a7af89ab31ce5e247395 07913ef9b1fb773cd325	fuellen -> umsetzen; Schluss	fuellen -> umsetzen; Schluss	PASS	PASS	NO
B1-S015	S2_Q_CELL_SCRIBE	ytey okchedy	MC109 MC005	ytey okchedy	a7af89ab31ce5e247395 07913ef9b1fb773cd325	a7af89ab31ce5e247395 07913ef9b1fb773cd325	fuellen -> umsetzen; Schluss	fuellen -> umsetzen; Schluss	PASS	PASS	NO
B1-S015	S3_S_LINE_SCRIBE	ytey okchedy	MC109 MC005	ytey okchedy	a7af89ab31ce5e247395 07913ef9b1fb773cd325	a7af89ab31ce5e247395 07913ef9b1fb773cd325	fuellen -> umsetzen; Schluss	fuellen -> umsetzen; Schluss	PASS	PASS	NO
B1-S015	S4_MIXED_COMPACT	ytey okchedy	MC109 MC005	ytey okchedy	a7af89ab31ce5e247395 07913ef9b1fb773cd325	a7af89ab31ce5e247395 07913ef9b1fb773cd325	fuellen -> umsetzen; Schluss	fuellen -> umsetzen; Schluss	PASS	PASS	NO
B1-S016	S1_BARE_MASTER	okal okeey cheol cheedy	MC040 MC002 MC153 MC128	okal okeey cheol cheedy	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S016	S2_Q_CELL_SCRIBE	qokal okeey cheol cheedy	MC040 MC002 MC153 MC128	okal okeey cheol cheedy	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S016	S3_S_LINE_SCRIBE	okal okeey cheol shedy	MC040 MC002 MC153 MC128	okal okeey cheol cheedy	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S016	S4_MIXED_COMPACT	qokal okeey ol tedy	MC040 MC002 MC153 MC128	okal okeey cheol cheedy	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	308e8ea2d5d190c498e8 0275fbf14e07935b0a45 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	PASS	PASS	NO
B1-S017	S1_BARE_MASTER	al teol dchdy	MC154 MC106 MC139	al teol dchdy	dd0ecaf5e27d81befffc a06244ef1f2b37ca44c1 d225b7a7b95da7aee437	dd0ecaf5e27d81befffc a06244ef1f2b37ca44c1 d225b7a7b95da7aee437	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	PASS	PASS	NO
B1-S017	S2_Q_CELL_SCRIBE	al teol dchdy	MC154 MC106 MC139	al teol dchdy	dd0ecaf5e27d81befffc a06244ef1f2b37ca44c1 d225b7a7b95da7aee437	dd0ecaf5e27d81befffc a06244ef1f2b37ca44c1 d225b7a7b95da7aee437	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	PASS	PASS	NO
B1-S017	S3_S_LINE_SCRIBE	sal teol dchdy	MC154 MC106 MC139	al teol dchdy	dd0ecaf5e27d81befffc a06244ef1f2b37ca44c1 d225b7a7b95da7aee437	dd0ecaf5e27d81befffc a06244ef1f2b37ca44c1 d225b7a7b95da7aee437	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	PASS	PASS	NO
B1-S017	S4_MIXED_COMPACT	sal teol dchdy	MC154 MC106 MC139	al teol dchdy	dd0ecaf5e27d81befffc a06244ef1f2b37ca44c1 d225b7a7b95da7aee437	dd0ecaf5e27d81befffc a06244ef1f2b37ca44c1 d225b7a7b95da7aee437	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	PASS	PASS	NO
B1-S018	S1_BARE_MASTER	ly dsheol oiiin olkeedy	MC118 MC076 MC033 MC045	ly dsheol oiiin olkeedy	b38d70daefd663d74625 74c76d589d44120f647b 2c82523794dcb7d2b343 3b70942557b3a40e8030	b38d70daefd663d74625 74c76d589d44120f647b 2c82523794dcb7d2b343 3b70942557b3a40e8030	Gefaess -> kurz weiter ruhen lassen -> Sollstufe -> länger sammeln; Schluss	Gefaess -> kurz weiter ruhen lassen -> Sollstufe -> länger sammeln; Schluss	PASS	PASS	NO
B1-S018	S2_Q_CELL_SCRIBE	ly dsheol oiiin olkeedy	MC118 MC076 MC033 MC045	ly dsheol oiiin olkeedy	b38d70daefd663d74625 74c76d589d44120f647b 2c82523794dcb7d2b343 3b70942557b3a40e8030	b38d70daefd663d74625 74c76d589d44120f647b 2c82523794dcb7d2b343 3b70942557b3a40e8030	Gefaess -> kurz weiter ruhen lassen -> Sollstufe -> länger sammeln; Schluss	Gefaess -> kurz weiter ruhen lassen -> Sollstufe -> länger sammeln; Schluss	PASS	PASS	NO
B1-S018	S3_S_LINE_SCRIBE	ly dsheol oiiin solkeedy	MC118 MC076 MC033 MC045	ly dsheol oiiin olkeedy	b38d70daefd663d74625 74c76d589d44120f647b 2c82523794dcb7d2b343 3b70942557b3a40e8030	b38d70daefd663d74625 74c76d589d44120f647b 2c82523794dcb7d2b343 3b70942557b3a40e8030	Gefaess -> kurz weiter ruhen lassen -> Sollstufe -> länger sammeln; Schluss	Gefaess -> kurz weiter ruhen lassen -> Sollstufe -> länger sammeln; Schluss	PASS	PASS	NO
