locus_row	page	diagram_id	locus	namespace_id	visible_owner	owner_status	group_count	opaque_group_ids	loop_trace	local_unit_default_de	orientation	cross_instrument_join	next_locus_rule
103	f68r1	A2	f68r1.29	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_21	DIRECT_VISIBLE	1	A2:G053	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S21: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S21 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
104	f68r1	A2	f68r1.30	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_22	DIRECT_VISIBLE	1	A2:G054	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S22: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S22 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
105	f68r1	A2	f68r1.31	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_23	DIRECT_VISIBLE	1	A2:G055	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S23: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S23 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
106	f68r1	A2	f68r1.32	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_24	DIRECT_VISIBLE	1	A2:G056	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S24: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S24 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
107	f68r1	A2	f68r1.33	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_25	DIRECT_VISIBLE	1	A2:G057	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S25: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S25 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
108	f68r1	A2	f68r1.34	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_26	DIRECT_VISIBLE	1	A2:G058	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S26: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S26 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
109	f68r1	A2	f68r1.35	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_27	DIRECT_VISIBLE	1	A2:G059	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S27: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S27 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
110	f68r1	A2	f68r1.36	F68_LOCAL_STAR_SLOT_NS	A2_STAR_STATION_28	DIRECT_VISIBLE	1	A2:G060	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, sichtbarer Sternplatz S28: Lokales Stern-, Asterismus- oder Stationsetikett innerhalb seines Bildfeldes; S28 ist nur eine editoriale Adresse, und die 28 gezählten Sternplätze bilden weder eine bewiesene Folge noch ein gemeinsames Rad.	NONE	NONE	RESET_AND_LOCATE_AFRESH
111	f68r1	A2	f68r1.37	F68_CENTRAL_LEGEND_QUARANTINE_NS	A2_CENTRAL_LEGEND_UNRESOLVED	UNRESOLVED	5	A2:G061|A2:G062|A2:G063|A2:G064|A2:G065	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f68r1, unaufgelöste Zentrallegende eines Teilbildes: Ein lokaler Himmels- oder Kalenderhinweis wird aus dem Exemplar kopiert, aber weder Zentrum noch Paneel noch Lesereihenfolge sind sichtbar eindeutig.	NONE	NONE	RESET_AND_LOCATE_AFRESH
112	f69v	A3	f69v.1	F69_LEFT_WHEEL_NS	A3_LEFT_WHEEL_RING_TEXT	DIRECT_VISIBLE	40	A3:G001|A3:G002|A3:G003|A3:G004|A3:G005|A3:G006|A3:G007|A3:G008|A3:G009|A3:G010|A3:G011|A3:G012|A3:G013|A3:G014|A3:G015|A3:G016|A3:G017|A3:G018|A3:G019|A3:G020|A3:G021|A3:G022|A3:G023|A3:G024|A3:G025|A3:G026|A3:G027|A3:G028|A3:G029|A3:G030|A3:G031|A3:G032|A3:G033|A3:G034|A3:G035|A3:G036|A3:G037|A3:G038|A3:G039|A3:G040	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, Ringtext des linken Rades: Rubrik eines örtlichen 28-Platz-Inventars für Mondstationen oder vergleichbare Kalenderabschnitte; jeder Radialplatz ist ein eigener Nachschlageposten, doch Namen, Anfang, Richtung und zyklische Folge werden nicht aus der Zeichnung ergänzt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
113	f69v	A3	f69v.2	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	DIRECT_VISIBLE	38	A3:G041|A3:G042|A3:G043|A3:G044|A3:G045|A3:G046|A3:G047|A3:G048|A3:G049|A3:G050|A3:G051|A3:G052|A3:G053|A3:G054|A3:G055|A3:G056|A3:G057|A3:G058|A3:G059|A3:G060|A3:G061|A3:G062|A3:G063|A3:G064|A3:G065|A3:G066|A3:G067|A3:G068|A3:G069|A3:G070|A3:G071|A3:G072|A3:G073|A3:G074|A3:G075|A3:G076|A3:G077|A3:G078	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, Ringtext des mittleren Wolken- oder Wellenrades: Eigenständige Rubrik für örtliche Himmels-, Witterungs- oder Prognosezustände; das Wolkenmotiv trägt nur diese Arbeitslesung und beweist weder Wettersemantik noch eine Verbindung zu den Nachbarrädern.	NONE	NONE	RESET_AND_LOCATE_AFRESH
114	f69v	A3	f69v.3	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	DIRECT_VISIBLE	29	A3:G079|A3:G080|A3:G081|A3:G082|A3:G083|A3:G084|A3:G085|A3:G086|A3:G087|A3:G088|A3:G089|A3:G090|A3:G091|A3:G092|A3:G093|A3:G094|A3:G095|A3:G096|A3:G097|A3:G098|A3:G099|A3:G100|A3:G101|A3:G102|A3:G103|A3:G104|A3:G105|A3:G106|A3:G107	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, Ringtext des rechten Gesicht- oder Strahlenrades: Eigenständige Rubrik für eine örtliche Licht-, Planeten- oder Komplexionsangabe; das Gesicht identifiziert keinen bestimmten Himmelskörper und schafft keine Kante zu den beiden anderen Rädern.	NONE	NONE	RESET_AND_LOCATE_AFRESH
115	f69v	A3	f69v.4	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_01	DIRECT_VISIBLE	2	A3:G108|A3:G109	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L01: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L01 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
116	f69v	A3	f69v.5	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_02	DIRECT_VISIBLE	2	A3:G110|A3:G111	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L02: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L02 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
117	f69v	A3	f69v.6	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_03	DIRECT_VISIBLE	1	A3:G112	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L03: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L03 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
118	f69v	A3	f69v.7	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_04	DIRECT_VISIBLE	1	A3:G113	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L04: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L04 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
119	f69v	A3	f69v.8	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_05	DIRECT_VISIBLE	1	A3:G114	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L05: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L05 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
120	f69v	A3	f69v.9	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_06	DIRECT_VISIBLE	1	A3:G115	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L06: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L06 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
121	f69v	A3	f69v.10	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_07	DIRECT_VISIBLE	1	A3:G116	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L07: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L07 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
122	f69v	A3	f69v.11	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_08	DIRECT_VISIBLE	1	A3:G117	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L08: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L08 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
123	f69v	A3	f69v.12	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_09	DIRECT_VISIBLE	1	A3:G118	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L09: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L09 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
124	f69v	A3	f69v.13	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_10	DIRECT_VISIBLE	1	A3:G119	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L10: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L10 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
125	f69v	A3	f69v.14	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_11	DIRECT_VISIBLE	1	A3:G120	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L11: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L11 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
126	f69v	A3	f69v.15	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_12	DIRECT_VISIBLE	1	A3:G121	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L12: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L12 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
127	f69v	A3	f69v.16	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_13	DIRECT_VISIBLE	1	A3:G122	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L13: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L13 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
128	f69v	A3	f69v.17	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_14	DIRECT_VISIBLE	1	A3:G123	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L14: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L14 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
129	f69v	A3	f69v.18	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_15	DIRECT_VISIBLE	1	A3:G124	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L15: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L15 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
130	f69v	A3	f69v.19	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_16	DIRECT_VISIBLE	1	A3:G125	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L16: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L16 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
131	f69v	A3	f69v.20	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_17	DIRECT_VISIBLE	1	A3:G126	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L17: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L17 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
132	f69v	A3	f69v.21	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_18	DIRECT_VISIBLE	1	A3:G127	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L18: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L18 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
133	f69v	A3	f69v.22	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_19	DIRECT_VISIBLE	1	A3:G128	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L19: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L19 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
134	f69v	A3	f69v.23	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_20	DIRECT_VISIBLE	1	A3:G129	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L20: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L20 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
135	f69v	A3	f69v.24	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_21	DIRECT_VISIBLE	1	A3:G130	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L21: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L21 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
136	f69v	A3	f69v.25	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_22	DIRECT_VISIBLE	2	A3:G131|A3:G132	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L22: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L22 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
137	f69v	A3	f69v.26	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_23	DIRECT_VISIBLE	2	A3:G133|A3:G134	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L23: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L23 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
138	f69v	A3	f69v.27	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_24	DIRECT_VISIBLE	1	A3:G135	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L24: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L24 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
139	f69v	A3	f69v.28	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_25	DIRECT_VISIBLE	1	A3:G136	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L25: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L25 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
140	f69v	A3	f69v.29	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_26	DIRECT_VISIBLE	1	A3:G137	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L26: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L26 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
141	f69v	A3	f69v.30	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_27	DIRECT_VISIBLE	1	A3:G138	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L27: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L27 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
142	f69v	A3	f69v.31	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_28	DIRECT_VISIBLE	2	A3:G139|A3:G140	START>LOCATED>LABEL_OPEN>LABEL_COPIED>RECORDED>RESET	f69v, linker Radialplatz L28: Lokales Mondstations- oder Kalenderabschnittsetikett aus dem Exemplar; L28 ist nur eine editoriale Adresse, kein behaupteter Name, Rang, Startpunkt oder Handlungsschritt.	NONE	NONE	RESET_AND_LOCATE_AFRESH
