group_serial	page	diagram_id	locus	group_in_locus	opaque_group_id	namespace_id	visible_owner	compiler_track	locate_step	read_step	record_step	orientation	crosspage_join	prose_primitive_import	creative_page_default
138	f67r2	A1	f67r2.58	2	A1:G138	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_07	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.58 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
139	f67r2	A1	f67r2.58	3	A1:G139	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_07	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.58 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 3	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
140	f67r2	A1	f67r2.59	1	A1:G140	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_08	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.59 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
141	f67r2	A1	f67r2.60	1	A1:G141	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_09	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.60 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
142	f67r2	A1	f67r2.61	1	A1:G142	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_10	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.61 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
143	f67r2	A1	f67r2.62	1	A1:G143	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_11	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.62 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
144	f67r2	A1	f67r2.63	1	A1:G144	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_12	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.63 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
145	f67r2	A1	f67r2.64	1	A1:G145	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_01	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.64 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
146	f67r2	A1	f67r2.64	2	A1:G146	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_01	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.64 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
147	f67r2	A1	f67r2.65	1	A1:G147	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_02	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.65 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
148	f67r2	A1	f67r2.66	1	A1:G148	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_03	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.66 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
149	f67r2	A1	f67r2.67	1	A1:G149	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_04	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.67 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
150	f67r2	A1	f67r2.68	1	A1:G150	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_05	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.68 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
151	f67r2	A1	f67r2.69	1	A1:G151	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_06	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.69 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
152	f67r2	A1	f67r2.69	2	A1:G152	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_06	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.69 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 2	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
153	f67r2	A1	f67r2.70	1	A1:G153	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_07	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.70 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
154	f67r2	A1	f67r2.71	1	A1:G154	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_08	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.71 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 1	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
155	f67r2	A1	f67r2.72	1	A1:G155	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
156	f67r2	A1	f67r2.72	2	A1:G156	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
157	f67r2	A1	f67r2.72	3	A1:G157	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
158	f67r2	A1	f67r2.72	4	A1:G158	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
159	f67r2	A1	f67r2.72	5	A1:G159	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 5 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
160	f67r2	A1	f67r2.72	6	A1:G160	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 6 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
161	f67r2	A1	f67r2.72	7	A1:G161	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 7 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
162	f67r2	A1	f67r2.72	8	A1:G162	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 8 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
163	f67r2	A1	f67r2.72	9	A1:G163	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 9 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
164	f67r2	A1	f67r2.72	10	A1:G164	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 10 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
165	f67r2	A1	f67r2.72	11	A1:G165	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 11 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
166	f67r2	A1	f67r2.72	12	A1:G166	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.72 IN F67_LEFT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 12 OF 12	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
167	f67r2	A1	f67r2.73	1	A1:G167	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.73 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 11	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
168	f67r2	A1	f67r2.73	2	A1:G168	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.73 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 11	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
169	f67r2	A1	f67r2.73	3	A1:G169	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.73 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 11	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
170	f67r2	A1	f67r2.73	4	A1:G170	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.73 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 11	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
171	f67r2	A1	f67r2.73	5	A1:G171	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.73 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 5 OF 11	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
172	f67r2	A1	f67r2.73	6	A1:G172	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.73 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 6 OF 11	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
173	f67r2	A1	f67r2.73	7	A1:G173	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.73 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 7 OF 11	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
174	f67r2	A1	f67r2.73	8	A1:G174	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.73 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 8 OF 11	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
175	f67r2	A1	f67r2.73	9	A1:G175	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.73 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 9 OF 11	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
176	f67r2	A1	f67r2.73	10	A1:G176	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.73 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 10 OF 11	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
177	f67r2	A1	f67r2.73	11	A1:G177	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.73 IN F67_RIGHT_WHEEL_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 11 OF 11	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
178	f67r2	A1	f67r2.74	1	A1:G178	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
179	f67r2	A1	f67r2.74	2	A1:G179	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
180	f67r2	A1	f67r2.74	3	A1:G180	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
181	f67r2	A1	f67r2.74	4	A1:G181	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
182	f67r2	A1	f67r2.74	5	A1:G182	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 5 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
183	f67r2	A1	f67r2.74	6	A1:G183	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 6 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
184	f67r2	A1	f67r2.74	7	A1:G184	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 7 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
185	f67r2	A1	f67r2.74	8	A1:G185	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 8 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
186	f67r2	A1	f67r2.74	9	A1:G186	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 9 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
187	f67r2	A1	f67r2.74	10	A1:G187	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 10 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
188	f67r2	A1	f67r2.74	11	A1:G188	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 11 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
189	f67r2	A1	f67r2.74	12	A1:G189	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 12 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
190	f67r2	A1	f67r2.74	13	A1:G190	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ASTRO_LOCATE_READ_RECORD	LOCATE f67r2.74 IN F67_PAIRED_LEGEND_QUARANTINE_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 13 OF 13	NONE	NONE	NONE	Zwei getrennte Himmels-Auswahlräder
191	f68r1	A2	f68r1.1	1	A2:G001	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.1 IN F68_LEFT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
192	f68r1	A2	f68r1.1	2	A2:G002	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.1 IN F68_LEFT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
193	f68r1	A2	f68r1.1	3	A2:G003	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.1 IN F68_LEFT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
194	f68r1	A2	f68r1.1	4	A2:G004	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.1 IN F68_LEFT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
195	f68r1	A2	f68r1.1	5	A2:G005	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.1 IN F68_LEFT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 5 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
196	f68r1	A2	f68r1.1	6	A2:G006	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.1 IN F68_LEFT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 6 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
197	f68r1	A2	f68r1.1	7	A2:G007	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.1 IN F68_LEFT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 7 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
198	f68r1	A2	f68r1.1	8	A2:G008	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.1 IN F68_LEFT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 8 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
199	f68r1	A2	f68r1.1	9	A2:G009	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.1 IN F68_LEFT_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 9 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
200	f68r1	A2	f68r1.2	1	A2:G010	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.2 IN F68_MIDDLE_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 1 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
201	f68r1	A2	f68r1.2	2	A2:G011	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.2 IN F68_MIDDLE_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 2 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
202	f68r1	A2	f68r1.2	3	A2:G012	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.2 IN F68_MIDDLE_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 3 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
203	f68r1	A2	f68r1.2	4	A2:G013	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	ASTRO_LOCATE_READ_RECORD	LOCATE f68r1.2 IN F68_MIDDLE_PANEL_HEADER_NS	COPY THIS OPAQUE LABEL SEGMENT IN LOCAL ORDER	RECORD AS SEGMENT 4 OF 9	NONE	NONE	NONE	Mehrpaneel-Sternstationsatlas
