statement_id	page	register	event_count	component_atom_count	category_count	categories_used	unknown_atoms	sheet_result
P1009-S248	f76r	BIOLOGICAL	4	8	6	CONTROL_04|CONTROL_05|CORE_01|CORE_12|CORE_14|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S249	f76r	BIOLOGICAL	12	29	15	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_14|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S250	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S251	f76r	BIOLOGICAL	2	6	4	CONTROL_01|CONTROL_04|CORE_01|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S252	f76r	BIOLOGICAL	7	22	11	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_03|CORE_06|CORE_07|CORE_11|CORE_14|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S253	f76r	BIOLOGICAL	12	34	15	CONTROL_01|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_12|CORE_14|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S254	f76r	BIOLOGICAL	13	27	14	CONTROL_01|CONTROL_02|CONTROL_05|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_08|CORE_11|CORE_12|CORE_13|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S255	f76r	BIOLOGICAL	6	14	10	CONTROL_01|CONTROL_02|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_09|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S256	f76r	BIOLOGICAL	1	5	5	CONTROL_04|CORE_03|CORE_05|CORE_12|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S257	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S258	f76r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_12|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S259	f76r	BIOLOGICAL	3	8	7	CONTROL_01|CONTROL_02|CONTROL_04|CORE_02|CORE_03|CORE_05|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S260	f76r	BIOLOGICAL	3	10	9	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_04|CORE_06|CORE_07|CORE_14|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S261	f76r	BIOLOGICAL	10	26	16	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_12|CORE_14|CORE_15|CORE_16|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S262	f76r	BIOLOGICAL	4	8	7	CONTROL_04|CORE_01|CORE_04|CORE_11|CORE_12|CORE_13|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S263	f76r	BIOLOGICAL	3	6	6	CONTROL_01|CONTROL_04|CORE_02|CORE_08|CORE_11|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S264	f76r	BIOLOGICAL	4	13	10	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_04|CORE_06|CORE_07|CORE_09|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S265	f76r	BIOLOGICAL	6	13	8	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_05|CORE_07|CORE_12|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S266	f76r	BIOLOGICAL	6	10	8	CONTROL_04|CONTROL_05|CORE_01|CORE_07|CORE_10|CORE_12|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S267	f76r	BIOLOGICAL	3	7	7	CONTROL_01|CONTROL_04|CORE_02|CORE_04|CORE_05|CORE_07|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S268	f76r	BIOLOGICAL	13	32	15	CHANNEL_01|CONTROL_01|CONTROL_02|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_08|CORE_11|CORE_12|CORE_13|CORE_14|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S269	f76r	BIOLOGICAL	8	25	16	CHANNEL_01|CHANNEL_03|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_14|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S270	f76r	BIOLOGICAL	4	9	8	CONTROL_04|CORE_02|CORE_03|CORE_04|CORE_08|CORE_09|CORE_16|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S271	f76r	BIOLOGICAL	2	4	4	CONTROL_01|CONTROL_04|CORE_01|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S272	f76r	BIOLOGICAL	6	12	10	CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_07|CORE_10|CORE_13|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S273	f76r	BIOLOGICAL	8	20	15	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_07|CORE_01|CORE_02|CORE_06|CORE_07|CORE_08|CORE_09|CORE_11|CORE_16|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S274	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S275	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S276	f76r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_12|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S277	f76r	BIOLOGICAL	13	31	16	CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_02|CORE_04|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_12|CORE_13|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S278	f76r	BIOLOGICAL	9	25	15	CHANNEL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_06|CORE_07|CORE_09|CORE_10|CORE_11|CORE_14|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S279	f76r	BIOLOGICAL	2	6	6	CONTROL_01|CONTROL_02|CONTROL_04|CORE_02|CORE_07|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S280	f76r	BIOLOGICAL	14	28	15	CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_07|CORE_08|CORE_09|CORE_10|CORE_11|CORE_12|CORE_13|CORE_14|CORE_16|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S281	f76r	BIOLOGICAL	4	11	9	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_03|CORE_05|CORE_07|CORE_09|CORE_11	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S282	f76r	BIOLOGICAL	3	6	6	CORE_02|CORE_04|CORE_05|CORE_10|CORE_13|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S283	f76r	BIOLOGICAL	2	4	4	CONTROL_01|CONTROL_04|CORE_07|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S284	f76r	BIOLOGICAL	2	6	6	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_07|CORE_09	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S285	f76r	BIOLOGICAL	8	23	16	CHANNEL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_06|CORE_01|CORE_03|CORE_05|CORE_07|CORE_08|CORE_10|CORE_11|CORE_12|CORE_14|CORE_17|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S286	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S287	f76r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S288	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S289	f76r	BIOLOGICAL	1	4	4	CONTROL_01|CONTROL_04|CORE_09|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S290	f76r	BIOLOGICAL	3	10	9	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_07|CORE_08|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S291	f76r	BIOLOGICAL	4	8	8	CONTROL_01|CONTROL_04|CORE_03|CORE_04|CORE_07|CORE_10|CORE_11|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S292	f76r	BIOLOGICAL	4	9	8	CONTROL_01|CONTROL_02|CONTROL_04|CORE_03|CORE_05|CORE_06|CORE_07|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S293	f76r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S294	f76r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S295	f76r	BIOLOGICAL	8	15	8	CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_10|CORE_12|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S296	f76r	BIOLOGICAL	2	5	3	CONTROL_04|CORE_03|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S297	f76r	BIOLOGICAL	9	16	12	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_03|CORE_05|CORE_07|CORE_08|CORE_10|CORE_11|CORE_13|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S298	f76r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S299	f76r	BIOLOGICAL	6	17	12	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_06|CORE_07|CORE_09|CORE_10|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S300	f76r	BIOLOGICAL	3	7	6	CHANNEL_01|CONTROL_02|CORE_01|CORE_02|CORE_07|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S301	f77r	BIOLOGICAL	8	31	16	CHANNEL_01|CONTROL_01|CONTROL_04|CONTROL_05|CONTROL_06|CONTROL_07|CORE_01|CORE_02|CORE_03|CORE_06|CORE_08|CORE_09|CORE_11|CORE_12|CORE_14|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S302	f77r	BIOLOGICAL	6	15	11	CONTROL_01|CONTROL_04|CORE_01|CORE_03|CORE_04|CORE_07|CORE_08|CORE_10|CORE_12|CORE_14|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S303	f77r	BIOLOGICAL	6	16	13	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_11|CORE_12|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S304	f77r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_02|CORE_07|CORE_10	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S305	f77r	BIOLOGICAL	2	4	4	CONTROL_01|CONTROL_04|CORE_03|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S306	f77r	BIOLOGICAL	2	8	8	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_06|CORE_07|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S307	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S308	f77r	BIOLOGICAL	2	6	6	CHANNEL_01|CONTROL_02|CONTROL_04|CORE_03|CORE_06|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S309	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S310	f77r	BIOLOGICAL	1	4	4	CHANNEL_01|CONTROL_02|CONTROL_04|CONTROL_05	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S311	f77r	BIOLOGICAL	6	15	10	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_07|CORE_10|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S312	f77r	BIOLOGICAL	2	4	4	CONTROL_02|CONTROL_04|CORE_03|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S313	f77r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_03|CORE_07|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S314	f77r	BIOLOGICAL	3	10	9	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_07|CORE_12|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S315	f77r	BIOLOGICAL	6	17	12	CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_11|CORE_12|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S316	f77r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_02|CORE_07|CORE_10	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S317	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S318	f77r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S319	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S320	f77r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S321	f77r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_03|CORE_04|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S322	f77r	BIOLOGICAL	5	13	10	CHANNEL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_07|CORE_10|CORE_12|CORE_14|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S323	f77r	BIOLOGICAL	2	6	6	CONTROL_01|CONTROL_04|CORE_03|CORE_07|CORE_11|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S324	f77r	BIOLOGICAL	4	9	8	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_04|CORE_07|CORE_10|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S325	f77r	BIOLOGICAL	1	4	4	CONTROL_02|CONTROL_04|CORE_03|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S326	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S327	f77r	BIOLOGICAL	2	5	5	CONTROL_02|CONTROL_04|CORE_03|CORE_04|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S328	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S329	f77r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S330	f77r	BIOLOGICAL	5	15	10	CHANNEL_01|CONTROL_02|CONTROL_04|CONTROL_06|CORE_01|CORE_02|CORE_07|CORE_10|CORE_11|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S331	f77r	BIOLOGICAL	9	23	13	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_01|CORE_03|CORE_06|CORE_07|CORE_09|CORE_10|CORE_13|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S332	f77r	BIOLOGICAL	4	10	9	CHANNEL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_06|CORE_10	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S333	f77r	BIOLOGICAL	3	9	6	CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_07|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S334	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S335	f77r	BIOLOGICAL	7	16	12	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_04|CORE_05|CORE_07|CORE_08|CORE_10|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S336	f77r	BIOLOGICAL	4	11	8	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_04|CORE_07|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S337	f77r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_05|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S338	f77r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_07|CORE_10|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S339	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S340	f77r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S341	f77r	BIOLOGICAL	5	14	11	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_07|CORE_08|CORE_10|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S342	f77r	BIOLOGICAL	2	4	4	CONTROL_04|CORE_05|CORE_12|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S343	f77r	BIOLOGICAL	6	12	11	CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_07|CORE_01|CORE_02|CORE_07|CORE_10|CORE_12|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S344	f77r	BIOLOGICAL	5	13	8	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_07|CORE_10|CORE_12|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S345	f77r	BIOLOGICAL	1	4	4	CONTROL_01|CONTROL_04|CORE_03|CORE_07	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S346	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S347	f77r	BIOLOGICAL	10	27	16	CHANNEL_01|CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_10|CORE_12|CORE_13|CORE_14|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S348	f77r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_02|CORE_07|CORE_08	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S349	f77r	BIOLOGICAL	6	15	12	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_04|CORE_05|CORE_07|CORE_08|CORE_12|CORE_13	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S350	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S351	f77r	BIOLOGICAL	3	9	8	CONTROL_04|CORE_01|CORE_02|CORE_06|CORE_10|CORE_12|CORE_14|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S352	f77r	BIOLOGICAL	5	14	11	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_05|CORE_07|CORE_10|CORE_11|CORE_12|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S353	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S354	f77r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S355	f77r	BIOLOGICAL	4	11	9	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_06|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S356	f77r	BIOLOGICAL	5	13	11	CHANNEL_01|CONTROL_02|CONTROL_04|CONTROL_05|CORE_02|CORE_03|CORE_07|CORE_08|CORE_10|CORE_11|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S357	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S358	f77r	BIOLOGICAL	12	32	16	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_07|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_09|CORE_10|CORE_11|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S359	f77r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S360	f77r	BIOLOGICAL	13	29	22	CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_06|CONTROL_07|CONTROL_08|CORE_01|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_08|CORE_09|CORE_10|CORE_12|CORE_13|CORE_14|CORE_15|CORE_16|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S361	f77r	BIOLOGICAL	1	3	3	CONTROL_03|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S362	f77r	BIOLOGICAL	6	14	13	CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_07|CORE_01|CORE_02|CORE_06|CORE_07|CORE_08|CORE_10|CORE_11|CORE_15	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S363	f77r	BIOLOGICAL	2	5	4	CONTROL_04|CORE_01|CORE_03|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S364	f77r	BIOLOGICAL	9	24	13	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_06|CORE_07|CORE_09|CORE_10|CORE_12|CORE_16|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S365	f77r	BIOLOGICAL	4	9	8	CONTROL_01|CONTROL_04|CORE_01|CORE_02|CORE_05|CORE_07|CORE_10|CORE_12	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S366	f77r	BIOLOGICAL	1	3	3	CONTROL_04|CORE_12|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S367	f77r	BIOLOGICAL	4	11	11	CHANNEL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_06|CORE_12|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S368	f77r	BIOLOGICAL	5	12	8	CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_15|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S369	f77r	BIOLOGICAL	4	12	10	CHANNEL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_06|CORE_07|CORE_12|CORE_14|CORE_16	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S370	f77r	BIOLOGICAL	2	5	5	CONTROL_01|CONTROL_04|CORE_03|CORE_07|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S371	f77r	BIOLOGICAL	6	19	15	CHANNEL_01|CONTROL_01|CONTROL_02|CONTROL_04|CONTROL_05|CONTROL_06|CORE_01|CORE_02|CORE_03|CORE_06|CORE_07|CORE_10|CORE_14|CORE_15|CORE_18	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S372	f77r	BIOLOGICAL	7	22	10	CONTROL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_03|CORE_06|CORE_07|CORE_09|CORE_10|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S373	f77r	BIOLOGICAL	4	7	7	CONTROL_03|CONTROL_04|CONTROL_07|CONTROL_08|CORE_03|CORE_10|CORE_14	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S374	f77r	BIOLOGICAL	4	10	8	CONTROL_02|CONTROL_04|CONTROL_05|CORE_02|CORE_03|CORE_04|CORE_07|CORE_10	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S375	f77r	BIOLOGICAL	5	9	7	CONTROL_01|CONTROL_04|CORE_01|CORE_03|CORE_04|CORE_07|CORE_10	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S376	f77r	BIOLOGICAL	7	12	12	CONTROL_02|CONTROL_04|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_08|CORE_11|CORE_14|CORE_16|CORE_17	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S377	f77r	BIOLOGICAL	1	3	3	CONTROL_01|CONTROL_04|CORE_04	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S378	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S379	f77r	BIOLOGICAL	1	3	3	CONTROL_02|CONTROL_04|CORE_02	NONE	FULLY_READABLE_FROM_ONE_SHEET
P1009-S380	f77r	BIOLOGICAL	10	19	12	CHANNEL_01|CONTROL_02|CONTROL_04|CORE_01|CORE_02|CORE_03|CORE_04|CORE_05|CORE_06|CORE_07|CORE_10|CORE_11	NONE	FULLY_READABLE_FROM_ONE_SHEET
