probe_id	shell_id	shell_shape	core_marker	synthetic_surface	expected_channel_ids	observed_channel_ids	expected_known_character_count	observed_known_character_count	expected_learned_character_count	observed_learned_character_count	observed_route	observed_reading_de	precedence_collision	probe_pass
G467-P05078	G467-S1693	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxotzxoin	G466-C07+G466-C43+G466-C26	G466-C07+G466-C43+G466-C26	7	7	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · DANACH · [PFLANZENNAME:zx] · AUSFÜHRUNG · STUFE	NO	YES
G467-P05079	G467-S1693	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzotxvzoin	G466-C07+G466-C43+G466-C26	G466-C07+G466-C43+G466-C26	7	7	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · DANACH · [PFLANZENNAME:xvz] · AUSFÜHRUNG · STUFE	NO	YES
G467-P05080	G467-S1694	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxotxoly	G466-C07+G466-C43+G466-C27	G466-C07+G466-C43+G466-C27	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · DANACH · [PFLANZENNAME:x] · FORTSETZEN · POSTEN	NO	YES
G467-P05081	G467-S1694	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxotzxoly	G466-C07+G466-C43+G466-C27	G466-C07+G466-C43+G466-C27	7	7	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · DANACH · [PFLANZENNAME:zx] · FORTSETZEN · POSTEN	NO	YES
G467-P05082	G467-S1694	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzotxvzoly	G466-C07+G466-C43+G466-C27	G466-C07+G466-C43+G466-C27	7	7	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · DANACH · [PFLANZENNAME:xvz] · FORTSETZEN · POSTEN	NO	YES
G467-P05083	G467-S1695	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxotxory	G466-C07+G466-C43+G466-C28	G466-C07+G466-C43+G466-C28	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · DANACH · [PFLANZENNAME:x] · EINHEIT · POSTEN	NO	YES
G467-P05084	G467-S1695	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxotzxory	G466-C07+G466-C43+G466-C28	G466-C07+G466-C43+G466-C28	7	7	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · DANACH · [PFLANZENNAME:zx] · EINHEIT · POSTEN	NO	YES
G467-P05085	G467-S1695	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzotxvzory	G466-C07+G466-C43+G466-C28	G466-C07+G466-C43+G466-C28	7	7	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · DANACH · [PFLANZENNAME:xvz] · EINHEIT · POSTEN	NO	YES
G467-P05086	G467-S1696	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxotxshy	G466-C07+G466-C43+G466-C29	G466-C07+G466-C43+G466-C29	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · DANACH · [PFLANZENNAME:x] · POSTEN	NO	YES
G467-P05087	G467-S1696	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxotzxshy	G466-C07+G466-C43+G466-C29	G466-C07+G466-C43+G466-C29	7	7	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · DANACH · [PFLANZENNAME:zx] · POSTEN	NO	YES
G467-P05088	G467-S1696	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzotxvzshy	G466-C07+G466-C43+G466-C29	G466-C07+G466-C43+G466-C29	7	7	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · DANACH · [PFLANZENNAME:xvz] · POSTEN	NO	YES
G467-P05089	G467-S1697	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxotxydy	G466-C07+G466-C43+G466-C30	G466-C07+G466-C43+G466-C30	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · DANACH · [PFLANZENNAME:x] · POSTEN · SCHLUSS	NO	YES
G467-P05090	G467-S1697	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxotzxydy	G466-C07+G466-C43+G466-C30	G466-C07+G466-C43+G466-C30	7	7	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · DANACH · [PFLANZENNAME:zx] · POSTEN · SCHLUSS	NO	YES
G467-P05091	G467-S1697	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzotxvzydy	G466-C07+G466-C43+G466-C30	G466-C07+G466-C43+G466-C30	7	7	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · DANACH · [PFLANZENNAME:xvz] · POSTEN · SCHLUSS	NO	YES
G467-P05092	G467-S1698	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxotxal	G466-C07+G466-C43+G466-C31	G466-C07+G466-C43+G466-C31	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · DANACH · [PFLANZENNAME:x] · ZIELORT	NO	YES
G467-P05093	G467-S1698	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxotzxal	G466-C07+G466-C43+G466-C31	G466-C07+G466-C43+G466-C31	6	6	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · DANACH · [PFLANZENNAME:zx] · ZIELORT	NO	YES
G467-P05094	G467-S1698	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzotxvzal	G466-C07+G466-C43+G466-C31	G466-C07+G466-C43+G466-C31	6	6	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · DANACH · [PFLANZENNAME:xvz] · ZIELORT	NO	YES
G467-P05095	G467-S1699	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxotxam	G466-C07+G466-C43+G466-C32	G466-C07+G466-C43+G466-C32	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · DANACH · [PFLANZENNAME:x] · HIER	NO	YES
G467-P05096	G467-S1699	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxotzxam	G466-C07+G466-C43+G466-C32	G466-C07+G466-C43+G466-C32	6	6	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · DANACH · [PFLANZENNAME:zx] · HIER	NO	YES
G467-P05097	G467-S1699	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzotxvzam	G466-C07+G466-C43+G466-C32	G466-C07+G466-C43+G466-C32	6	6	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · DANACH · [PFLANZENNAME:xvz] · HIER	NO	YES
G467-P05098	G467-S1700	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxotxar	G466-C07+G466-C43+G466-C33	G466-C07+G466-C43+G466-C33	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · DANACH · [PFLANZENNAME:x] · AUSGANG	NO	YES
G467-P05099	G467-S1700	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxotzxar	G466-C07+G466-C43+G466-C33	G466-C07+G466-C43+G466-C33	6	6	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · DANACH · [PFLANZENNAME:zx] · AUSGANG	NO	YES
G467-P05100	G467-S1700	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzotxvzar	G466-C07+G466-C43+G466-C33	G466-C07+G466-C43+G466-C33	6	6	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · DANACH · [PFLANZENNAME:xvz] · AUSGANG	NO	YES
G467-P05101	G467-S1701	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxotxol	G466-C07+G466-C43+G466-C34	G466-C07+G466-C43+G466-C34	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · DANACH · [PFLANZENNAME:x] · FORTSETZEN	NO	YES
G467-P05102	G467-S1701	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxotzxol	G466-C07+G466-C43+G466-C34	G466-C07+G466-C43+G466-C34	6	6	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · DANACH · [PFLANZENNAME:zx] · FORTSETZEN	NO	YES
G467-P05103	G467-S1701	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzotxvzol	G466-C07+G466-C43+G466-C34	G466-C07+G466-C43+G466-C34	6	6	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · DANACH · [PFLANZENNAME:xvz] · FORTSETZEN	NO	YES
G467-P05104	G467-S1702	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxotxor	G466-C07+G466-C43+G466-C35	G466-C07+G466-C43+G466-C35	6	6	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · DANACH · [PFLANZENNAME:x] · EINHEIT	NO	YES
G467-P05105	G467-S1702	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxotzxor	G466-C07+G466-C43+G466-C35	G466-C07+G466-C43+G466-C35	6	6	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · DANACH · [PFLANZENNAME:zx] · EINHEIT	NO	YES
G467-P05106	G467-S1702	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzotxvzor	G466-C07+G466-C43+G466-C35	G466-C07+G466-C43+G466-C35	6	6	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · DANACH · [PFLANZENNAME:xvz] · EINHEIT	NO	YES
G467-P05107	G467-S1703	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxolaiin	G466-C07+G466-C44+G466-C13	G466-C07+G466-C44+G466-C13	10	10	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · FORTSETZEN · WERT	NO	YES
G467-P05108	G467-S1703	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxolaiin	G466-C07+G466-C44+G466-C13	G466-C07+G466-C44+G466-C13	10	10	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · FORTSETZEN · WERT	NO	YES
G467-P05109	G467-S1703	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzolaiin	G466-C07+G466-C44+G466-C13	G466-C07+G466-C44+G466-C13	10	10	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · FORTSETZEN · WERT	NO	YES
G467-P05110	G467-S1704	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxdaiin	G466-C07+G466-C44+G466-C14	G466-C07+G466-C44+G466-C14	9	9	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · WERT	NO	YES
G467-P05111	G467-S1704	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxdaiin	G466-C07+G466-C44+G466-C14	G466-C07+G466-C44+G466-C14	9	9	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · WERT	NO	YES
G467-P05112	G467-S1704	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzdaiin	G466-C07+G466-C44+G466-C14	G466-C07+G466-C44+G466-C14	9	9	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · WERT	NO	YES
G467-P05113	G467-S1705	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxaiin	G466-C07+G466-C44+G466-C15	G466-C07+G466-C44+G466-C15	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · WERT	NO	YES
G467-P05114	G467-S1705	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxaiin	G466-C07+G466-C44+G466-C15	G466-C07+G466-C44+G466-C15	8	8	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · WERT	NO	YES
G467-P05115	G467-S1705	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzaiin	G466-C07+G466-C44+G466-C15	G466-C07+G466-C44+G466-C15	8	8	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · WERT	NO	YES
G467-P05116	G467-S1706	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxainy	G466-C07+G466-C44+G466-C16	G466-C07+G466-C44+G466-C16	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · ANTEIL · POSTEN	NO	YES
G467-P05117	G467-S1706	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxainy	G466-C07+G466-C44+G466-C16	G466-C07+G466-C44+G466-C16	8	8	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · ANTEIL · POSTEN	NO	YES
G467-P05118	G467-S1706	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzainy	G466-C07+G466-C44+G466-C16	G466-C07+G466-C44+G466-C16	8	8	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · ANTEIL · POSTEN	NO	YES
G467-P05119	G467-S1707	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxalor	G466-C07+G466-C44+G466-C17	G466-C07+G466-C44+G466-C17	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · ZIELORT · EINHEIT	NO	YES
G467-P05120	G467-S1707	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxalor	G466-C07+G466-C44+G466-C17	G466-C07+G466-C44+G466-C17	8	8	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · ZIELORT · EINHEIT	NO	YES
G467-P05121	G467-S1707	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzalor	G466-C07+G466-C44+G466-C17	G466-C07+G466-C44+G466-C17	8	8	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · ZIELORT · EINHEIT	NO	YES
G467-P05122	G467-S1708	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxcfhy	G466-C07+G466-C44+G466-C18	G466-C07+G466-C44+G466-C18	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · NEHMEN · HIER · POSTEN	NO	YES
G467-P05123	G467-S1708	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxcfhy	G466-C07+G466-C44+G466-C18	G466-C07+G466-C44+G466-C18	8	8	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · NEHMEN · HIER · POSTEN	NO	YES
G467-P05124	G467-S1708	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzcfhy	G466-C07+G466-C44+G466-C18	G466-C07+G466-C44+G466-C18	8	8	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · NEHMEN · HIER · POSTEN	NO	YES
G467-P05125	G467-S1709	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxcphy	G466-C07+G466-C44+G466-C19	G466-C07+G466-C44+G466-C19	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · NEHMEN · EINSETZEN · POSTEN	NO	YES
G467-P05126	G467-S1709	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxcphy	G466-C07+G466-C44+G466-C19	G466-C07+G466-C44+G466-C19	8	8	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · NEHMEN · EINSETZEN · POSTEN	NO	YES
G467-P05127	G467-S1709	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzcphy	G466-C07+G466-C44+G466-C19	G466-C07+G466-C44+G466-C19	8	8	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · NEHMEN · EINSETZEN · POSTEN	NO	YES
G467-P05128	G467-S1710	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxcthy	G466-C07+G466-C44+G466-C20	G466-C07+G466-C44+G466-C20	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · NEHMEN · EINSTELLEN · POSTEN	NO	YES
G467-P05129	G467-S1710	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxcthy	G466-C07+G466-C44+G466-C20	G466-C07+G466-C44+G466-C20	8	8	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · NEHMEN · EINSTELLEN · POSTEN	NO	YES
G467-P05130	G467-S1710	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzcthy	G466-C07+G466-C44+G466-C20	G466-C07+G466-C44+G466-C20	8	8	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · NEHMEN · EINSTELLEN · POSTEN	NO	YES
G467-P05131	G467-S1711	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxoiin	G466-C07+G466-C44+G466-C21	G466-C07+G466-C44+G466-C21	8	8	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · AUSFÜHRUNG · STUFE	NO	YES
G467-P05132	G467-S1711	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxoiin	G466-C07+G466-C44+G466-C21	G466-C07+G466-C44+G466-C21	8	8	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · AUSFÜHRUNG · STUFE	NO	YES
G467-P05133	G467-S1711	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzoiin	G466-C07+G466-C44+G466-C21	G466-C07+G466-C44+G466-C21	8	8	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · AUSFÜHRUNG · STUFE	NO	YES
G467-P05134	G467-S1712	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxain	G466-C07+G466-C44+G466-C22	G466-C07+G466-C44+G466-C22	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · ANTEIL	NO	YES
G467-P05135	G467-S1712	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxain	G466-C07+G466-C44+G466-C22	G466-C07+G466-C44+G466-C22	7	7	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · ANTEIL	NO	YES
G467-P05136	G467-S1712	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzain	G466-C07+G466-C44+G466-C22	G466-C07+G466-C44+G466-C22	7	7	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · ANTEIL	NO	YES
G467-P05137	G467-S1713	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxaly	G466-C07+G466-C44+G466-C23	G466-C07+G466-C44+G466-C23	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · ZIELORT · POSTEN	NO	YES
G467-P05138	G467-S1713	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxaly	G466-C07+G466-C44+G466-C23	G466-C07+G466-C44+G466-C23	7	7	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · ZIELORT · POSTEN	NO	YES
G467-P05139	G467-S1713	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzaly	G466-C07+G466-C44+G466-C23	G466-C07+G466-C44+G466-C23	7	7	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · ZIELORT · POSTEN	NO	YES
G467-P05140	G467-S1714	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxdal	G466-C07+G466-C44+G466-C24	G466-C07+G466-C44+G466-C24	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · ZIELORT	NO	YES
G467-P05141	G467-S1714	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxdal	G466-C07+G466-C44+G466-C24	G466-C07+G466-C44+G466-C24	7	7	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · ZIELORT	NO	YES
G467-P05142	G467-S1714	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzdal	G466-C07+G466-C44+G466-C24	G466-C07+G466-C44+G466-C24	7	7	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · ZIELORT	NO	YES
G467-P05143	G467-S1715	PREFIX_CORE_INTERNAL_CORE_SUFFIX	x	ofxshxeey	G466-C07+G466-C44+G466-C25	G466-C07+G466-C44+G466-C25	7	7	2	2	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:x] · HALTEN · [PFLANZENNAME:x] · GRAD II · POSTEN	NO	YES
G467-P05144	G467-S1715	PREFIX_CORE_INTERNAL_CORE_SUFFIX	zx	ofzxshzxeey	G466-C07+G466-C44+G466-C25	G466-C07+G466-C44+G466-C25	7	7	4	4	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:zx] · HALTEN · [PFLANZENNAME:zx] · GRAD II · POSTEN	NO	YES
G467-P05145	G467-S1715	PREFIX_CORE_INTERNAL_CORE_SUFFIX	xvz	ofxvzshxvzeey	G466-C07+G466-C44+G466-C25	G466-C07+G466-C44+G466-C25	7	7	6	6	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AUSFÜHRUNG · HIER · [PFLANZENNAME:xvz] · HALTEN · [PFLANZENNAME:xvz] · GRAD II · POSTEN	NO	YES
