world	frequency_degree_gain_bits	topology_only_gain_bits	full_incidence_gain_bits	max_three_gain_bits
732	-51243.781696856153	-34872.729126333463	-70662.134671651089	-34872.729126333463
733	-47586.178695112874	-34164.365648165716	-67233.843297997693	-34164.365648165716
734	-49001.279901860158	-38207.319513445051	-69533.206085702230	-38207.319513445051
735	-50730.210880678431	-33324.628776033576	-68386.605782958723	-33324.628776033576
736	-50220.811072164979	-35963.048022209186	-69716.908251457382	-35963.048022209186
737	-51964.579606171275	-35494.625326158537	-71144.700333819390	-35494.625326158537
738	-49288.346348618259	-36588.278620758392	-68275.074757364098	-36588.278620758392
739	-51451.620347970696	-36149.999984019960	-71723.250979915785	-36149.999984019960
740	-50556.858711342436	-34151.814266219830	-69358.538059723229	-34151.814266219830
741	-50747.823667010700	-35705.416006204483	-69788.430098219294	-35705.416006204483
742	-49679.437568002118	-33732.666594055940	-68356.284470391722	-33732.666594055940
743	-53030.008190066728	-36290.572607023794	-71643.967795412857	-36290.572607023794
744	-50341.539521968763	-33008.259376648843	-69100.894172922373	-33008.259376648843
745	-49555.608050243274	-33238.287508969777	-68152.846664537254	-33238.287508969777
746	-49759.526533784468	-33918.365492470832	-68922.844258673096	-33918.365492470832
747	-49432.509686748497	-34317.797012369039	-68511.229357428747	-34317.797012369039
748	-50028.764383845104	-33514.873425504884	-68246.283110396689	-33514.873425504884
749	-50126.668968858830	-33761.012657431675	-68522.080425929133	-33761.012657431675
750	-51705.573128354947	-34394.105159682753	-71252.193109298649	-34394.105159682753
751	-50521.384838042504	-33948.779114909114	-68331.484613292880	-33948.779114909114
752	-51430.065414954835	-34739.107637453104	-71724.539461689215	-34739.107637453104
753	-50355.993071381330	-32903.927064082345	-70467.391230260793	-32903.927064082345
754	-49742.449303623805	-34038.896321177686	-68312.873131487213	-34038.896321177686
755	-50296.731115107905	-34118.646502949348	-69443.284256184488	-34118.646502949348
756	-49419.248188854246	-35214.327224665882	-68172.230911991457	-35214.327224665882
757	-51917.503180421882	-34810.773166034342	-70679.620920531030	-34810.773166034342
758	-52449.741332276324	-34691.750519959765	-71816.268258766067	-34691.750519959765
759	-51302.376464406640	-34557.182665240369	-69900.353606061137	-34557.182665240369
760	-51080.170536456193	-34122.897177864797	-71278.201935891673	-34122.897177864797
761	-48855.008532257329	-33229.957914864644	-67574.064810053722	-33229.957914864644
762	-47786.646462563200	-31363.309493100831	-66500.291544773150	-31363.309493100831
763	-48156.657171119848	-33083.926140323798	-65955.383379938503	-33083.926140323798
764	-50222.378270322835	-34449.881163116414	-68897.292849782272	-34449.881163116414
765	-49679.545013111885	-34884.857659990761	-70423.192927584139	-34884.857659990761
766	-50533.023772496876	-33682.851259292380	-69820.009990477425	-33682.851259292380
767	-50439.870754051561	-35129.042034753445	-69826.570888460963	-35129.042034753445
768	-47447.695340388709	-33051.204203258414	-66186.192932653954	-33051.204203258414
769	-46642.887750070608	-33602.313636201194	-64974.517922705811	-33602.313636201194
770	-49885.460896984921	-35163.528936603478	-69024.251936929373	-35163.528936603478
771	-51197.249715223130	-34568.882953881111	-71092.627941786297	-34568.882953881111
772	-49791.393198289479	-33382.166212920325	-69202.496210277721	-33382.166212920325
773	-51568.593270470585	-35504.463813968592	-70297.102532201709	-35504.463813968592
774	-49206.527885538933	-32352.607438772386	-67502.073366542041	-32352.607438772386
775	-53103.502859019936	-39047.790760426549	-72511.995510120003	-39047.790760426549
776	-49040.641885379817	-32666.291374661236	-67860.484014370420	-32666.291374661236
777	-49979.079795399972	-33063.049499515808	-68685.030618240649	-33063.049499515808
778	-49197.862761906188	-33761.965137483981	-67455.117658693809	-33761.965137483981
779	-51036.125115224335	-35388.162972356680	-71293.768621270152	-35388.162972356680
780	-49387.208951821252	-33115.699945063876	-68513.617781096837	-33115.699945063876
781	-49934.111471789613	-34622.318495147498	-69495.063487865409	-34622.318495147498
782	-51526.704170981051	-36255.078951208721	-71571.031391233628	-36255.078951208721
783	-50019.338849905333	-34127.581939148156	-69180.834774017378	-34127.581939148156
784	-51435.903184904644	-32270.243496136965	-69880.229768643025	-32270.243496136965
785	-48180.598866422471	-35210.493401777407	-67612.590651002451	-35210.493401777407
786	-51017.388527614610	-34177.767594021301	-69538.678992107045	-34177.767594021301
787	-48930.097913845289	-33343.275180543271	-68313.587470891944	-33343.275180543271
788	-47843.318358905773	-33101.268264750128	-66411.513976922215	-33101.268264750128
789	-52044.625195669367	-35314.367182633228	-70886.101966610178	-35314.367182633228
790	-51666.158275083006	-34072.022664229575	-71401.209344613046	-34072.022664229575
791	-49980.121046647204	-34768.548747554218	-68978.712820971472	-34768.548747554218
792	-49078.038839539251	-33669.785605493358	-67436.819230221823	-33669.785605493358
793	-47486.299490178702	-35656.328526677666	-67580.947824736853	-35656.328526677666
794	-49306.182378681078	-33549.927167089918	-68261.952217520215	-33549.927167089918
795	-48875.762458728197	-32644.112391359398	-67740.233737259783	-32644.112391359398
796	-50138.508298710869	-35462.905028744128	-69712.167390533097	-35462.905028744128
797	-51422.487970486276	-33805.386375592592	-70688.045313191396	-33805.386375592592
798	-49931.735347890506	-34133.666584189064	-69419.022222934072	-34133.666584189064
799	-51787.525705364285	-35016.906581879179	-70181.687687713697	-35016.906581879179
800	-49080.233404987390	-33719.298374739868	-67955.442942153808	-33719.298374739868
801	-48747.479308884642	-32392.184210852836	-67952.023717049422	-32392.184210852836
802	-48246.377285998962	-32955.570356738113	-67749.126800078986	-32955.570356738113
803	-48919.967789625443	-32919.667038610882	-66748.868888165060	-32919.667038610882
804	-51034.454080919342	-33479.625443349716	-69568.680419889992	-33479.625443349716
805	-48538.516822608632	-33780.464464799399	-67449.763688875348	-33780.464464799399
806	-52135.130634471476	-37720.161714869420	-71852.448569969289	-37720.161714869420
807	-48586.833978352624	-33405.529049806035	-67722.147968633653	-33405.529049806035
808	-52387.051648559616	-34824.409418358198	-71817.995494448609	-34824.409418358198
809	-47608.178410490415	-31762.233446203201	-65365.532533285623	-31762.233446203201
810	-52345.678227283286	-35769.882702829011	-71501.544317315274	-35769.882702829011
811	-50811.947416058436	-34859.719547876462	-69869.848811232543	-34859.719547876462
812	-49284.748292055425	-37107.175203472427	-69019.361761074280	-37107.175203472427
813	-50754.714832537320	-35571.326201563781	-69914.924877229685	-35571.326201563781
814	-51096.509548837945	-34191.021587210416	-68000.000191155166	-34191.021587210416
815	-50741.319652033220	-34021.499475712539	-68732.611668745361	-34021.499475712539
816	-49349.381872518825	-33555.070428676518	-67865.430264498806	-33555.070428676518
817	-51344.379915528363	-34903.770082434043	-69688.441093778136	-34903.770082434043
818	-49242.701956016746	-32800.747277579401	-68494.602800530382	-32800.747277579401
819	-48087.808921415439	-33333.878669457488	-67114.816758740635	-33333.878669457488
820	-49628.190161749779	-33388.600157724381	-68296.043493329489	-33388.600157724381
821	-49392.404012986306	-34158.822395630013	-69096.280017857105	-34158.822395630013
822	-50846.451668195856	-33731.040027958778	-70013.385740030513	-33731.040027958778
823	-51950.967733492282	-33679.052878358445	-71762.277962428168	-33679.052878358445
824	-49625.898175795286	-33940.171327862241	-68850.589001796485	-33940.171327862241
825	-50326.847271297782	-36268.681731237106	-71484.571915514898	-36268.681731237106
826	-49443.295964887664	-35233.941843345769	-68282.760686784153	-35233.941843345769
827	-47637.141946951393	-32455.946743114935	-66801.999496256554	-32455.946743114935
828	-50864.126172485048	-35465.900509772531	-70519.570460209914	-35465.900509772531
829	-50539.959305632292	-37246.319065681491	-69849.558384472592	-37246.319065681491
830	-48885.252923944572	-33271.154495112780	-67866.695988037376	-33271.154495112780
831	-51036.566135371482	-32618.782389960419	-69673.065345410374	-32618.782389960419
832	-52042.357294531183	-35046.276657123090	-71644.324509292113	-35046.276657123090
833	-51727.154727410802	-35471.364483508150	-70588.490993592422	-35471.364483508150
834	-48670.259534283898	-34037.906916555396	-68326.482997493848	-34037.906916555396
835	-46040.882405402510	-32743.574143851114	-64798.939352209905	-32743.574143851114
836	-49043.658275242400	-33674.734049660794	-68963.614590286510	-33674.734049660794
837	-48989.831117692585	-32200.833619263140	-67883.764904398166	-32200.833619263140
838	-51081.053259353059	-34565.617642591766	-70660.083308617599	-34565.617642591766
839	-51232.558116662731	-33815.189622141967	-70079.333382350102	-33815.189622141967
840	-51519.275964560264	-33958.315030464262	-70638.488575118914	-33958.315030464262
841	-50847.845311522819	-34711.778392094064	-70253.765390661327	-34711.778392094064
842	-50835.346773701502	-36142.973148436817	-70249.928170901112	-36142.973148436817
843	-48990.080200044482	-33936.408547129802	-67278.680933540687	-33936.408547129802
844	-50143.738080178533	-33914.483904580295	-70149.183181760760	-33914.483904580295
845	-48528.260405359768	-33888.734938185931	-67175.829032236943	-33888.734938185931
846	-48357.917526850193	-33818.706936017545	-65860.494059591816	-33818.706936017545
847	-50741.223066872153	-35025.787981187001	-69483.013868573471	-35025.787981187001
848	-51656.928517086868	-34737.022945191980	-70313.376206544010	-34737.022945191980
849	-51400.868875210617	-34388.780911311340	-70156.085100983022	-34388.780911311340
850	-50710.188670496056	-35347.155234683036	-69359.854495708671	-35347.155234683036
851	-51793.010495800307	-36224.776055973278	-71813.568405166967	-36224.776055973278
852	-49778.795667232531	-34901.639498216624	-68731.994098308161	-34901.639498216624
853	-49716.209333909981	-33168.960874436685	-67570.378818053156	-33168.960874436685
854	-49560.538141694480	-34317.190596307300	-67648.812694103079	-34317.190596307300
855	-47174.511476990134	-32735.269480985757	-66068.397481566324	-32735.269480985757
856	-50081.711593702283	-34476.940396527134	-69961.422727622630	-34476.940396527134
857	-49396.729627249661	-34570.271715240669	-69516.525372478325	-34570.271715240669
858	-49338.235891677286	-34847.522224669352	-69684.305353159871	-34847.522224669352
859	-54367.147825820313	-36733.609702957183	-73780.795229686104	-36733.609702957183
860	-50050.489047517491	-34039.920409323706	-70065.716799445116	-34039.920409323706
861	-50295.970683566462	-36041.314910071516	-69529.529812017528	-36041.314910071516
862	-49018.132792814191	-34468.782684256206	-69413.995071138939	-34468.782684256206
863	-54284.899182243244	-35443.059934693105	-73318.346253250245	-35443.059934693105
864	-50892.785317973401	-32735.477825580416	-69068.479344691688	-32735.477825580416
865	-48850.562447098753	-35010.793491416858	-69470.694467536261	-35010.793491416858
866	-51470.460465338569	-35695.628987837234	-71132.169487660882	-35695.628987837234
867	-51831.967048595310	-33110.496501292168	-71710.799637993652	-33110.496501292168
868	-51277.239114078926	-34590.887177489421	-68545.007263409250	-34590.887177489421
869	-50645.134209956472	-33085.938347887495	-69100.867827974871	-33085.938347887495
870	-51303.487973068099	-35749.524638013798	-70416.996243398011	-35749.524638013798
871	-50518.622589714039	-34299.710146692436	-69598.634947810409	-34299.710146692436
872	-50083.654642474947	-33365.414104193806	-69252.306424565788	-33365.414104193806
873	-50223.494659907177	-34641.119439068680	-69639.924938248616	-34641.119439068680
874	-48832.619262974506	-32724.472201444678	-67671.870330563150	-32724.472201444678
875	-46038.994549327028	-33079.541234286611	-64704.884465626135	-33079.541234286611
876	-48587.876760862731	-32991.133221568336	-66908.260855967310	-32991.133221568336
877	-48667.885381275104	-34097.657508445664	-68199.891399122789	-34097.657508445664
878	-47657.804815720425	-34294.775106612411	-67139.535486925990	-34294.775106612411
879	-51140.837937924691	-34558.715860419645	-70386.381273875013	-34558.715860419645
880	-48730.193435157154	-34468.369665581027	-68097.776392172178	-34468.369665581027
881	-48475.890337659745	-33670.728513915899	-67298.875457750022	-33670.728513915899
882	-52736.993177173084	-37355.922450077640	-72534.295968743812	-37355.922450077640
883	-49823.688843117699	-32649.008335009228	-68864.679839264980	-32649.008335009228
884	-48492.808449548946	-31057.691581122104	-65752.357300322939	-31057.691581122104
885	-51256.466305693655	-33052.357671735081	-70272.050885846897	-33052.357671735081
886	-49994.647162909198	-35055.766675935658	-69474.364141182159	-35055.766675935658
887	-49765.545689263243	-36896.459290111168	-69755.458836679245	-36896.459290111168
888	-49941.403216589846	-33213.368761100741	-68698.414629308769	-33213.368761100741
889	-49557.038794042630	-33149.269349932671	-68684.800208217712	-33149.269349932671
890	-50361.765933094081	-35465.467683271811	-69865.227364690465	-35465.467683271811
891	-48384.716642631276	-33808.675386225172	-67175.018712728823	-33808.675386225172
892	-49609.466798951355	-36110.335026914865	-69222.361209373557	-36110.335026914865
893	-51302.347181341778	-33090.422796078870	-70113.984030883104	-33090.422796078870
894	-47511.187320623605	-33432.678433442183	-67213.941089755812	-33432.678433442183
895	-51673.648802234922	-38217.745446623390	-71510.430216875378	-38217.745446623390
896	-50532.208648446736	-33693.721958247486	-69607.046314219217	-33693.721958247486
897	-50232.187457964545	-33361.429942757502	-68693.157677658819	-33361.429942757502
898	-51744.894109100860	-34517.457387641727	-70848.599994136137	-34517.457387641727
899	-50685.291422931215	-34809.235868340402	-69870.219946167927	-34809.235868340402
900	-48408.531638235661	-32168.587800431316	-67292.838881487187	-32168.587800431316
901	-47750.917816357149	-33346.247702533146	-67022.268183524706	-33346.247702533146
902	-50749.370043259165	-36170.361281428821	-71637.140179491718	-36170.361281428821
903	-48175.948572681635	-33176.690411032512	-66296.227176743938	-33176.690411032512
904	-48566.489599926681	-37849.164850649380	-68645.227563334789	-37849.164850649380
905	-50739.385107603863	-34575.003982017210	-69960.057508473124	-34575.003982017210
906	-49332.655522951914	-36291.650080372980	-69214.128323849363	-36291.650080372980
907	-48337.388262473476	-35791.015001071282	-67166.051290464777	-35791.015001071282
908	-51606.685572693998	-36860.163959090627	-70633.539110989557	-36860.163959090627
909	-49852.240795302016	-33736.992337505726	-67551.423803001002	-33736.992337505726
910	-49535.139402203618	-35511.879034163860	-70321.625730225278	-35511.879034163860
911	-47251.954928195650	-33123.284835685314	-66672.340102277391	-33123.284835685314
912	-51648.245499831333	-34820.858640429418	-69868.859888143576	-34820.858640429418
913	-48297.659253924699	-33512.685738109394	-68062.319138586434	-33512.685738109394
914	-47820.912708082047	-32627.186051972145	-66679.871812542202	-32627.186051972145
915	-49418.953675688652	-34117.175156244957	-67668.047913215356	-34117.175156244957
916	-55108.495218124561	-38640.811093509845	-74340.199409721899	-38640.811093509845
917	-49331.247297421345	-32374.276333040452	-68148.551403472986	-32374.276333040452
918	-48209.572921273677	-36001.441248871939	-66982.756279633759	-36001.441248871939
919	-50317.471484096932	-35156.794025341507	-69543.146759947966	-35156.794025341507
920	-50501.023065513211	-35116.003193053381	-69690.845613481069	-35116.003193053381
921	-49512.092035341608	-36101.435150090474	-68958.145219458180	-36101.435150090474
922	-50486.923020772534	-34573.201491929234	-70946.065499511984	-34573.201491929234
923	-50902.816776315856	-33685.436260143964	-68579.369769143770	-33685.436260143964
924	-51958.034165077115	-34324.387015103450	-71568.006502670876	-34324.387015103450
925	-50515.451501679723	-33098.250201103474	-68927.329628570675	-33098.250201103474
926	-53106.381402238883	-36420.510056299710	-73549.446547436732	-36420.510056299710
927	-50709.839081875783	-35008.833050083253	-70325.497915956512	-35008.833050083253
928	-49978.167560068170	-35877.511988926984	-70006.447534612060	-35877.511988926984
929	-48157.063460843667	-33470.690385147667	-67576.115714022933	-33470.690385147667
930	-50736.758624379465	-35310.509378550705	-69591.543349273386	-35310.509378550705
931	-48257.238529147391	-33745.625672866372	-67225.340032129621	-33745.625672866372
932	-52107.243288798847	-37849.468948109352	-72303.296359063243	-37849.468948109352
933	-47970.374436487349	-33299.737864011098	-66363.271587372248	-33299.737864011098
934	-51494.820028561102	-35890.924456005370	-72150.738346068014	-35890.924456005370
935	-50927.787784980290	-34780.703636365935	-69540.929614235181	-34780.703636365935
936	-50647.603620755195	-34103.876154116129	-68829.243529694577	-34103.876154116129
937	-51200.183801793290	-33275.823900404306	-69285.291739147971	-33275.823900404306
938	-49071.334936835767	-35719.784694915004	-68694.171532974360	-35719.784694915004
939	-48539.151766008697	-33256.601638472101	-66913.036000302280	-33256.601638472101
940	-53766.048303519987	-37316.873543422276	-73018.638178758425	-37316.873543422276
941	-50919.539990359466	-34835.433983515897	-71110.018430818149	-34835.433983515897
942	-51720.101270635125	-34717.125784051939	-70637.586982256282	-34717.125784051939
943	-47945.667214439527	-33142.701912467775	-67610.290038997366	-33142.701912467775
944	-46697.557066678746	-35517.312979038215	-66284.687600132398	-35517.312979038215
945	-49881.546729591515	-35507.522130648445	-69148.568112922236	-35507.522130648445
946	-48977.354246389405	-32083.191810596854	-67385.725554793229	-32083.191810596854
947	-48346.398103876789	-33715.050268400148	-67127.416937080168	-33715.050268400148
948	-48597.865698079353	-33853.565055532614	-67433.265850309195	-33853.565055532614
949	-48855.958356943331	-34012.421607750061	-68970.246855038858	-34012.421607750061
950	-51039.362411414753	-35147.151486244387	-69723.168505159803	-35147.151486244387
951	-51186.176370430709	-33222.382041862664	-69703.721925890364	-33222.382041862664
952	-48962.739512252265	-33103.886430828752	-67566.490090614956	-33103.886430828752
953	-52761.195669888177	-35236.138506815529	-71992.815710540439	-35236.138506815529
954	-52155.741311118691	-36680.224179244527	-72373.595667415168	-36680.224179244527
955	-50957.092728100208	-34681.642382751386	-69942.405393749956	-34681.642382751386
956	-52134.566878151498	-34817.588536660471	-71907.091144340870	-34817.588536660471
957	-54535.751140764558	-37473.039818427576	-74579.937533253207	-37473.039818427576
958	-49669.001569934007	-33545.357189988630	-69462.131076890597	-33545.357189988630
959	-52308.679078012967	-34840.093274156039	-71101.797780244815	-34840.093274156039
960	-51107.348165693358	-35625.885517624629	-70483.730475103133	-35625.885517624629
961	-50731.157973295325	-34305.064828676826	-70020.288026066992	-34305.064828676826
962	-49604.426727367856	-35276.004716820869	-69025.463594584828	-35276.004716820869
963	-47919.141077026812	-33266.226317312372	-66443.634131439336	-33266.226317312372
964	-49735.020469078532	-35743.940646093964	-70500.152005696596	-35743.940646093964
965	-50758.467907510771	-35310.668492585282	-70738.056029247877	-35310.668492585282
966	-55221.829743446571	-38628.477768585428	-74275.032269083909	-38628.477768585428
967	-54591.830478025186	-36395.493889289108	-73351.732581985270	-36395.493889289108
968	-46912.334083429836	-34913.480142114604	-67214.407725855446	-34913.480142114604
969	-49294.739623986177	-33796.396008310447	-68576.552748361282	-33796.396008310447
970	-47626.511743912844	-34819.569409210788	-66166.552208705762	-34819.569409210788
971	-50628.594241274455	-34926.908337134264	-70191.075576682619	-34926.908337134264
972	-49304.500933161878	-33611.383072644523	-67737.240527052913	-33611.383072644523
973	-48864.544832599866	-33787.324411219292	-67238.178058349542	-33787.324411219292
974	-51973.257181500216	-36480.608675816795	-72124.346686726669	-36480.608675816795
975	-51000.541339786389	-34429.503723782320	-69944.293106712954	-34429.503723782320
976	-51264.814749322555	-33481.948569354776	-69770.890409623855	-33481.948569354776
977	-51549.540230824976	-34614.442358232591	-71182.541363328972	-34614.442358232591
978	-50994.667423406805	-33129.996218442611	-69667.097428296183	-33129.996218442611
979	-50734.658364060262	-36226.776100796560	-69197.518258386874	-36226.776100796560
980	-51548.117991653780	-35775.245692667617	-71422.109500515740	-35775.245692667617
981	-51118.150956727288	-34760.594004096725	-70098.476527354302	-34760.594004096725
982	-49448.021812420273	-34746.029140101484	-69246.051675489667	-34746.029140101484
983	-48598.630839816229	-35126.863093639950	-68459.375675337375	-35126.863093639950
984	-49022.554527352309	-35998.636174160056	-67957.153634764371	-35998.636174160056
985	-48927.857128379488	-34689.873091226247	-67773.488261631937	-34689.873091226247
986	-48130.472339372660	-35732.430233492327	-67926.210547939947	-35732.430233492327
987	-53245.622394787635	-36261.858474175278	-74207.320251418292	-36261.858474175278
988	-51886.642714008354	-34743.058157181556	-70677.669238090486	-34743.058157181556
989	-49511.930876434635	-34383.439381179807	-67777.505275073840	-34383.439381179807
990	-47755.583128718899	-35809.037893229150	-67288.745866294528	-35809.037893229150
991	-49753.260136785793	-33089.941536216167	-67193.078142910977	-33089.941536216167
992	-49215.500729753519	-32040.554207715391	-67418.684874021332	-32040.554207715391
993	-53099.291101291514	-36085.574056848636	-72703.449573675272	-36085.574056848636
994	-47517.723962608266	-34028.868717967402	-66450.258559203299	-34028.868717967402
995	-48203.351056693900	-35182.857889385217	-67331.666271365510	-35182.857889385217
996	-50933.242201379602	-34069.840704749564	-69561.117775081366	-34069.840704749564
997	-49115.535200388811	-34168.041311288107	-68784.947259030610	-34168.041311288107
998	-51791.953762995428	-38600.835144789635	-72414.307130720757	-38600.835144789635
999	-49738.073473951554	-34800.603223870610	-70434.059599121785	-34800.603223870610
1000	-48491.951737136013	-33843.272242889747	-67410.207545415105	-33843.272242889747
1001	-48079.813029931298	-34387.919153243507	-67977.426915901204	-34387.919153243507
1002	-51490.080588517580	-34132.752094910276	-69921.768192410265	-34132.752094910276
1003	-53435.564132699248	-36922.827753806749	-74008.814669095154	-36922.827753806749
1004	-50673.071976410625	-35788.432070277689	-70096.037706935924	-35788.432070277689
1005	-51065.311569879923	-36814.672038934965	-70881.809803733500	-36814.672038934965
1006	-50253.797582233507	-34016.393422061803	-69352.312767996482	-34016.393422061803
1007	-51926.584949004842	-34277.712836214785	-69909.055679679906	-34277.712836214785
1008	-53918.206321047197	-35898.416629007035	-72163.570504202929	-35898.416629007035
1009	-50849.861176121907	-36810.372686705152	-71640.648526500503	-36810.372686705152
1010	-48189.652461508835	-34089.488253821226	-68110.667798239112	-34089.488253821226
1011	-49984.297027761859	-33751.297572211886	-68649.842979069828	-33751.297572211886
1012	-49970.683376134068	-35412.531293866596	-69629.868922857873	-35412.531293866596
1013	-48704.538713521259	-33662.154737640769	-67242.502161751996	-33662.154737640769
1014	-49740.014924987998	-33604.194837872674	-67859.033235660536	-33604.194837872674
1015	-51373.701871059980	-34481.671964245077	-70657.739851485341	-34481.671964245077
1016	-53475.709532808061	-34929.574363639324	-72287.197448129227	-34929.574363639324
1017	-50468.327200170555	-34245.795793873884	-70591.941251909389	-34245.795793873884
1018	-51557.589568659656	-33521.176537312007	-70293.540180742159	-33521.176537312007
1019	-50652.307637494312	-33064.432416554097	-69505.569467916401	-33064.432416554097
1020	-50391.589066138600	-36744.397130857316	-69665.769287825911	-36744.397130857316
1021	-49763.906129135452	-33804.315636896397	-67196.605183560736	-33804.315636896397
1022	-50440.717335541718	-35722.836854189329	-69880.505552131915	-35722.836854189329
1023	-52209.116497016141	-36513.409065124477	-71302.609024057165	-36513.409065124477
1024	-49866.804807856577	-33585.972128381203	-68789.250601739419	-33585.972128381203
1025	-49699.766210616042	-35088.641408309079	-69201.541371836618	-35088.641408309079
1026	-49585.714667090804	-34667.157085912688	-68301.912687735618	-34667.157085912688
1027	-50478.297394065361	-34375.651271936484	-69196.284858421772	-34375.651271936484
1028	-49728.274615884395	-31760.644762664746	-68197.514708951756	-31760.644762664746
1029	-51614.479395476381	-33889.101343495313	-71135.433227642410	-33889.101343495313
1030	-49909.257638962066	-33782.731998475145	-67288.679168987845	-33782.731998475145
1031	-49138.715753133940	-33568.683331458851	-68132.383959234663	-33568.683331458851
1032	-50447.631176043149	-37370.736428055119	-70235.369093225527	-37370.736428055119
1033	-52011.159829193246	-35412.903955745001	-71697.989457799660	-35412.903955745001
1034	-49299.751423711816	-35085.557108734843	-68490.751429323500	-35085.557108734843
1035	-51244.373895742559	-34635.995373988582	-70616.944618694630	-34635.995373988582
1036	-50838.904599649744	-35251.417769891348	-70357.735882413093	-35251.417769891348
1037	-49692.525330168530	-34932.770616574679	-69823.245568437123	-34932.770616574679
1038	-50154.280581416169	-35579.706834773555	-70972.288645819048	-35579.706834773555
1039	-50478.486144848241	-34032.446599459450	-69729.086974459191	-34032.446599459450
1040	-49431.988028439308	-37043.000098506025	-69369.703793024295	-37043.000098506025
1041	-52035.221559158970	-36255.098315298193	-71064.936268609221	-36255.098315298193
1042	-48919.734522261766	-33369.145984000374	-67590.017880418905	-33369.145984000374
1043	-50923.713390355275	-32661.008377777256	-70139.181850060253	-32661.008377777256
1044	-48597.001822415812	-34585.097640157830	-67687.938346957337	-34585.097640157830
1045	-51100.713069208177	-33920.516423900459	-70953.684905359434	-33920.516423900459
1046	-48812.267580343032	-32081.373076505261	-66615.805485300691	-32081.373076505261
1047	-48623.150089269657	-34859.336802356884	-68264.639720435429	-34859.336802356884
1048	-50607.837882048399	-35058.963373425970	-69154.403282737883	-35058.963373425970
1049	-50446.448402132890	-34115.750457065151	-69555.550272344146	-34115.750457065151
1050	-49119.166868687964	-34548.516522177379	-68457.983167416533	-34548.516522177379
1051	-51418.527481629724	-34624.981834551691	-70600.763281888940	-34624.981834551691
1052	-50908.852494818049	-34685.706120511793	-70298.231389644308	-34685.706120511793
1053	-48628.267014321005	-34664.343046633112	-67300.972006047930	-34664.343046633112
1054	-53500.600808168725	-35273.296089012772	-71323.645439161643	-35273.296089012772
1055	-48772.986042486256	-35584.451784266261	-68629.929845243620	-35584.451784266261
1056	-53046.262226584004	-37057.587711856577	-74083.418247766997	-37057.587711856577
1057	-51129.193752279185	-33729.474712576332	-70704.279722333784	-33729.474712576332
1058	-50365.142624127620	-34032.461123356712	-69018.764904865660	-34032.461123356712
1059	-52307.614592282815	-35197.855419413048	-71671.466786621575	-35197.855419413048
1060	-51784.465812470378	-33901.566498771826	-70579.596691317813	-33901.566498771826
1061	-49919.270020723947	-34522.748083930877	-68449.083714489578	-34522.748083930877
1062	-45842.569418610372	-32827.879933030752	-64166.916132492835	-32827.879933030752
1063	-49831.417002204340	-32746.000845233029	-67714.058014239068	-32746.000845233029
1064	-49162.382703888783	-33408.409319209422	-67466.918154020706	-33408.409319209422
1065	-47165.327094914661	-33095.000188263264	-66764.296288767116	-33095.000188263264
1066	-50458.059746706931	-34927.763714057277	-69714.143612308166	-34927.763714057277
1067	-50936.930994806564	-34050.524323521589	-70701.378781949054	-34050.524323521589
1068	-49885.600856820056	-32920.612533703439	-68638.535788508452	-32920.612533703439
1069	-54052.808318219832	-33765.723276740573	-72928.252373131152	-33765.723276740573
1070	-50647.632208576986	-34700.118659951717	-69629.161882876622	-34700.118659951717
1071	-51297.802048575599	-36132.693729336177	-70221.611133492552	-36132.693729336177
1072	-49200.599511885215	-34273.173911930084	-67151.640107442188	-34273.173911930084
1073	-50395.765329715075	-35358.499206536697	-69710.134123933560	-35358.499206536697
1074	-49570.495358350439	-34493.247657593318	-68735.360464041572	-34493.247657593318
1075	-49520.505233318334	-33671.589813278377	-68163.342343014025	-33671.589813278377
1076	-47408.349365244809	-33634.512477422053	-66460.799424281286	-33634.512477422053
1077	-51223.576989039262	-34654.485659145837	-69939.571483046006	-34654.485659145837
1078	-48121.705303106093	-34515.402090503732	-68023.481275084414	-34515.402090503732
1079	-48175.383017003442	-33160.529850936924	-67824.158862437893	-33160.529850936924
1080	-51099.244122183278	-35287.491222062235	-72124.691466250471	-35287.491222062235
1081	-50339.616308424047	-35507.214856467210	-70820.472791832581	-35507.214856467210
1082	-47753.747831679932	-35419.597954326760	-66711.860715554809	-35419.597954326760
1083	-52119.486615077578	-35155.773474627582	-71113.838538020776	-35155.773474627582
1084	-51943.484469959789	-34783.035994415055	-70842.359945997581	-34783.035994415055
1085	-52125.941602444116	-33968.675206645923	-70910.298162029547	-33968.675206645923
1086	-50949.065864788237	-35514.696281291639	-71211.059627998533	-35514.696281291639
1087	-49347.903874413671	-33842.634800081629	-68119.033356293585	-33842.634800081629
1088	-51178.268585059137	-33468.060346378552	-69144.675330199825	-33468.060346378552
1089	-49401.953109123526	-33070.401620186269	-68070.837664701045	-33070.401620186269
1090	-50448.305156377399	-35399.299730962943	-70567.743953878438	-35399.299730962943
1091	-48282.907061875274	-31648.307680852766	-66174.874319728973	-31648.307680852766
1092	-50436.453459227894	-33010.584596947570	-68398.055930444665	-33010.584596947570
1093	-50134.137866357705	-33416.382260721504	-68753.313709418144	-33416.382260721504
1094	-50356.049676106712	-32980.630351591513	-69968.363454104969	-32980.630351591513
1095	-52382.628283242208	-35739.926183817275	-73126.147041840348	-35739.926183817275
