statement_id	record_unit_id	free_fluent_german	free_layer_reverse_status	controlled_workshop_line	source_event_ids	source_surfaces	source_values_de	recovered_values_de	recovered_slots	controlled_reverse_status
B4-S003	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Setze den laufenden Posten um; dann führe ihn danach dorthin; dann nimm das nächste; dann lass ihn länger einwirken; dann setze den Posten ein; dann führe den laufenden Gang fort; dann lass ihn kurz absetzen.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Umsetzen] · ZIEL[Folgeziel] · BEZUG[Folgeposten] · ZUSTAND[Langkontakt] · ZIEL[Einsetzen] · BEZUG[Fortsetzung] · TRANSFER[Kurzabsetzung]	E319|E320|E321|E322|E323|E324|E325	chedy otal otchey qokeey qoky tol shedy	Umsetzen → Folgeziel → Folgeposten → Langkontakt → Einsetzen → Fortsetzung → Kurzabsetzung	Umsetzen → Folgeziel → Folgeposten → Langkontakt → Einsetzen → Fortsetzung → Kurzabsetzung	S3_PROZESS_TRANSFER → S5_ZIEL_ANWENDUNG → S1_BEZUG_FOLGE → S4_DAUER_ZUSTAND → S5_ZIEL_ANWENDUNG → S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER	EXACT
B4-S004	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Befestige ihn.	NEEDS_EVENT_ALIGNMENT_LEDGER	SCHLUSS[befestigen]	E326	qokylddy	befestigen	befestigen	S6_BEREIT_ABSCHLUSS	EXACT
B4-S005	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lege die Einlage ein; dann setze den laufenden Posten um; dann lass ihn lange einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Einlage] · TRANSFER[Umsetzen] · ZUSTAND[Langkontakt]	E327|E328|E329	dain chedy qokeedy	Einlage → Umsetzen → Langkontakt	Einlage → Umsetzen → Langkontakt	S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND	EXACT
B4-S006	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lass ihn hindurch.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[durchlassen]	E330	shckhedy	durchlassen	durchlassen	S3_PROZESS_TRANSFER	EXACT
B4-S007	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lass ihn hindurch.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[durchlassen]	E331	shckhedy	durchlassen	durchlassen	S3_PROZESS_TRANSFER	EXACT
B4-S008	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Arbeite nach dem vorgeschriebenen Maß; dann halte den Posten länger warm; dann halte ihn lange; dann lass ihn kurz einwirken.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Sollmaß] · ZUSTAND[Langwärme] · ZUSTAND[Langhalt] · ZUSTAND[Kurzkontakt]	E332|E333|E334|E335	saiin cheeky sheey qokedy	Sollmaß → Langwärme → Langhalt → Kurzkontakt	Sollmaß → Langwärme → Langhalt → Kurzkontakt	S2_MATERIAL_MASS → S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND	EXACT
B4-S009	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lass ihn kurz absetzen.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Kurzabsetzung]	E336	shedy	Kurzabsetzung	Kurzabsetzung	S3_PROZESS_TRANSFER	EXACT
B4-S010	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Führe fort und schließe.	NEEDS_EVENT_ALIGNMENT_LEDGER	BEZUG[Fortschluss]	E337	oldy	Fortschluss	Fortschluss	S1_BEZUG_FOLGE	EXACT
B4-S011	B4	Bei OFFENE_LINKSSTATION: Arbeite nach dem vorgeschriebenen Maß; dann wärme ihn kurz; dann setze den Gang lange fort; dann gib einen Anteil zu; dann setze den laufenden Posten um; dann führe den laufenden Gang fort; dann ziehe kurz ab und schließe.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Sollmaß] · ZUSTAND[Kurzwärme] · BEZUG[Langfortsetzung] · MASS[Zugabe] · TRANSFER[Umsetzen] · BEZUG[Fortsetzung] · TRANSFER[Kurzabzugsschluss]	E338|E339|E340|E341|E342|E343|E344	saiin cheky okeeol okain chdy sol lkedy	Sollmaß → Kurzwärme → Langfortsetzung → Zugabe → Umsetzen → Fortsetzung → Kurzabzugsschluss	Sollmaß → Kurzwärme → Langfortsetzung → Zugabe → Umsetzen → Fortsetzung → Kurzabzugsschluss	S2_MATERIAL_MASS → S4_DAUER_ZUSTAND → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER	EXACT
B4-S012	B4	Bei OFFENE_LINKSSTATION: Führe ihn ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[abführen]	E345	lchedy	abführen	abführen	S3_PROZESS_TRANSFER	EXACT
B4-S013	B4	Bei OFFENE_LINKSSTATION: Setze den verbleibenden Posten erneut ein; dann lass ihn kurz absetzen.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZIEL[Wiedereinsatz] · TRANSFER[Kurzabsetzung]	E346|E347	qokol shedy	Wiedereinsatz → Kurzabsetzung	Wiedereinsatz → Kurzabsetzung	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	EXACT
B4-S014	B4	Bei OFFENE_LINKSSTATION: Verwende den Ansatz; dann halte diesen Posten aktiv; dann führe ihn kurz hindurch; dann schließe den Lauf ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	BEZUG[Ansatz] · BEZUG[Diesposten] · TRANSFER[Kurzdurchgang] · TRANSFER[Laufschluss]	E348|E349|E350|E351	or chey qockhey dairydy	Ansatz → Diesposten → Kurzdurchgang → Laufschluss	Ansatz → Diesposten → Kurzdurchgang → Laufschluss	S1_BEZUG_FOLGE → S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	EXACT
B4-S015	B4	Bei OFFENE_LINKSSTATION: Gib einen Anteil zu; dann nimm den Klarauszug; dann nimm eine Portion; dann führe ihn durch die Zielpassage. Neuer lokaler Posten: Bei S_FOERMIGER_MEHRPORT: Sammle ihn kurz; dann führe ihn ab.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Zugabe] · TRANSFER[Klarauszug] · MASS[Portion] · TRANSFER[Zielpassage] · TRANSFER[Kurzsammlung] · TRANSFER[abführen]	E352|E353|E354|E355|E356|E357	qokain shey kain chckhal solkey lchedy	Zugabe → Klarauszug → Portion → Zielpassage → Kurzsammlung → abführen	Zugabe → Klarauszug → Portion → Zielpassage → Kurzsammlung → abführen	S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	EXACT
B4-S016	B4	Bei S_FOERMIGER_MEHRPORT: Nimm einen weiteren Anteil; dann binde die bezeichnete Stelle; dann gieße ihn von der Quellseite zu; dann lass ihn kurz absetzen.	NEEDS_EVENT_ALIGNMENT_LEDGER	MASS[Folgeportion] · ZIEL[Stelle] · TRANSFER[Quellausguss] · TRANSFER[Kurzabsetzung]	E358|E359|E360|E361	qolkain dal skar shedy	Folgeportion → Stelle → Quellausguss → Kurzabsetzung	Folgeportion → Stelle → Quellausguss → Kurzabsetzung	S2_MATERIAL_MASS → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	EXACT
B5-S001	B5	Bei LINKER_NACHTRAGSPOSTEN: Führe ihn danach über.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Nachtransfer]	E362	otchdy	Nachtransfer	Nachtransfer	S3_PROZESS_TRANSFER	EXACT
B5-S002	B5	Bei LINKER_NACHTRAGSPOSTEN: Setze einen neuen Posten ein.	NEEDS_EVENT_ALIGNMENT_LEDGER	ZIEL[Neueinsatz]	E363	qokchdy	Neueinsatz	Neueinsatz	S5_ZIEL_ANWENDUNG	EXACT
B5-S003	B5	Bei LINKER_NACHTRAGSPOSTEN: Lass ihn am Ziel absetzen; dann binde die bezeichnete Stelle; dann führe den laufenden Gang fort; dann ziehe ihn weiter ab; dann führe ihn zum Ziel über; dann arbeite nach dem vorgeschriebenen Maß; dann führe den laufenden Gang fort; dann stelle die Endstufe ein; dann setze den laufenden Posten um.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Zielabsetzung] · ZIEL[Stelle] · BEZUG[Fortsetzung] · TRANSFER[Weiterabzug] · TRANSFER[Zieltransfer] · MASS[Sollmaß] · BEZUG[Fortsetzung] · MASS[Endstufe] · TRANSFER[Umsetzen]	E364|E365|E366|E367|E368|E369|E370|E371|E372	shedal dal cheol lol chdal aiin sol daiiin chedy	Zielabsetzung → Stelle → Fortsetzung → Weiterabzug → Zieltransfer → Sollmaß → Fortsetzung → Endstufe → Umsetzen	Zielabsetzung → Stelle → Fortsetzung → Weiterabzug → Zieltransfer → Sollmaß → Fortsetzung → Endstufe → Umsetzen	S3_PROZESS_TRANSFER → S5_ZIEL_ANWENDUNG → S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S3_PROZESS_TRANSFER	EXACT
B6-S001	B6	Bei RECHTER_NACHTRAGSPOSTEN: Sammle ihn lange; dann bearbeite ihn kurz; dann nimm den Endposten; dann führe den laufenden Gang fort; dann arbeite nach dem vorgeschriebenen Maß; dann führe den laufenden Gang fort; dann lege die Einlage ein; dann halte diesen Posten aktiv; dann führe bis zum Endziel.	NEEDS_EVENT_ALIGNMENT_LEDGER	TRANSFER[Langsammlung] · ZUSTAND[Kurzbearbeitung] · SCHLUSS[Endposten] · BEZUG[Fortsetzung] · MASS[Sollmaß] · BEZUG[Fortsetzung] · MASS[Einlage] · BEZUG[Diesposten] · ZIEL[Endziel]	E373|E374|E375|E376|E377|E378|E379|E380|E381	solkeey qekey raly ol daiin ol dain chey ldalor	Langsammlung → Kurzbearbeitung → Endposten → Fortsetzung → Sollmaß → Fortsetzung → Einlage → Diesposten → Endziel	Langsammlung → Kurzbearbeitung → Endposten → Fortsetzung → Sollmaß → Fortsetzung → Einlage → Diesposten → Endziel	S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND → S6_BEREIT_ABSCHLUSS → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S1_BEZUG_FOLGE → S5_ZIEL_ANWENDUNG	EXACT
