review_index	unit_review_index	page	physical_folio	locus	array_id	source_relation_state	source_confidence	source_visual_detail	source_provenance	source_id	evidence_lineage	formal_identity_access_state
160	6	f82v	f82	f82v.4	f82v:N1	REL_EXPLICIT_ATTACHMENT	HEDGED	Label near Northeast nymph. The label may be attached to the right end of the arched structure.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
161	20	f100r	f100	f100r.11	f100r:L2	PROXIMITY_ONLY	HEDGED	plant <f100r>[2,6] - huge drooping leaves, leg-shaped roots Above plant <f100r>[2,6]. No Kluge's reading in interlin16.evt? The word may have been mistraced from @'ofam'.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
162	19	f99r	f99	f99r.10	f99r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[1,7] - striped - with hair Near top edge, West of plant <f99r>[1,8].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
163	27	f67r2	f67	f67r2.48	f67r2:Q1	REL_ENCLOSURE	HEDGED	It may be that lines 1-11 and 27-32 constitute a single paragraph with two lines and half, and ditto for lines 12-26. However, the 08:30 sector has four lines, whereas 07:30 has three and 09:30 has two. Also, within each sector the baselines are straight, so there is a change o baseline direction as we go from one sector to the next. Therefore the reading order used below (by sector) is probably the correct one. Sector at 08:30, line 1. Grove's T1.1.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
164	34	f68r1	f68	f68r1.5	f68r1:X1	REL_ENCLOSURE	UNHEDGED	The text is in three short horizontal lines, East and South of the face inside the medallion. Inside top medallion, line 1 (East of face).	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
165	25	f75v	f75	f75v.61	f75v:P3	PROXIMITY_ONLY	UNHEDGED	The word at left of pond, roughly aligned with this line, is entry <f75v.N2.4>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
166	44	f83v	f83	f83v.34	f83v:N2	REL_EXPLICIT_ATTACHMENT	HEDGED	Label above nymph. This label may be attached to the top end of the tube.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
167	16	f83v	f83	f83v.35	f83v:X1	REL_EXPLICIT_ATTACHMENT	HEDGED	"""Label below """"tub"""". This label may be attached to the nymph."""	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
168	20	f100r	f100	f100r.8	f100r:L2	PROXIMITY_ONLY	HEDGED	plant <f100r>[2,3] - leaf(?) with white teeth East of plant <f100r>[2,3], near root tip. Kluge's 22A in <f100r>.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
169	41	f100r	f100	f100r.2	f100r:L1	REL_EXPLICIT_ATTACHMENT	HEDGED	There is no label on the container. There are 5 plants and 6 label words near them. Although the first 4 labels are directly above the first 4 plants, it seems likely that the first label is associated with the container at left, and the next three labels are displaced by 1 plant. plant <f100r>[1,1] - bulb-like leaves? Label above plant <f100r>[1,2]. Kluge's 16A. Perhaps associated with plant <f100r>[1,1].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
170	39	f89v2	f89	f89v2.24	f89v2:L3	REL_EXPLICIT_ATTACHMENT	HEDGED	There are 5 labels (not counting the bleedthrough above <f89v2.L3.3b>) and 4 plants. We assume that the first label is attached to the container at left. Was previously called <f89v2.b> West of plant <f89v2>[3,1], below leaf. Latham's b.2. Grove's b.2.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
171	19	f99r	f99	f99r.13	f99r:L1	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[1a,1] - dark Above plant <f99r>[1a,2], below plant <f99r>[1,6].	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
172	10	f89v2	f89	f89v2.12	f89v2:L2	REL_EXPLICIT_ATTACHMENT	HEDGED	There are 4 labels and 3 plants. We assume that the first label is attached to the container at left. Was previously called <f89v2.m> plant <f89v2>[2,1] - dark roots, leaf East of plant <f89v2>[2,1], below leaf. Latham's m.2. Grove's m.2.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
173	2	f99r	f99	f99r.21	f99r:L2	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[2,2] - light East of plant <f99r>[2,2], at top.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
174	21	f82v	f82	f82v.48	f82v:X2	PROXIMITY_ONLY	UNHEDGED	Label below the lower curved channel	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
175	13	f89v1	f89	f89v1.24	f89v1:L2	PROXIMITY_ONLY	UNHEDGED	plant <f89v1>[2,3] - long dark manifold roots, prickly dark leaves East of plant <f89v1>[2,3], below leaf.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
176	29	f68r2	f68	f68r2.26	f68r2:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	<f68r2.S1.19;R>, <f68r2.S1.19;V> deleted, see above. Label on star at 07:15, distance 0.8. Six points, no core	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
177	2	f99r	f99	f99r.23	f99r:L2	PROXIMITY_ONLY	UNHEDGED	plant <f99r>[2,4] - diagonal bands East of plant <f99r>[2,4], at top.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
178	1	f68r1	f68	f68r1.35	f68r1:S1	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Label on star at 04:30 - near border. Seven points, blank core.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
179	31	f83r	f83	f83r.46	f83r:N1	REL_EXPLICIT_ATTACHMENT	HEDGED	Label near rightmost nymph. This label may be attached to the right end of the tube between the nymphs.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
180	32	f88v	f88	f88v.3	f88v:L1	PROXIMITY_ONLY	UNHEDGED	plant <f88v>[1,2] - dark roots, dark leaves. East of plant <f88v>[1,2]. Kluge's 14A.	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt	STOLFI_EXACT_HUMAN_ATLAS	SEALED
