global_running_event_id	physical_page	surface	component_recipe	close_target_action	target_source	other_page_count	other_pages	portability_status
G407-E2278	f76r	okeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2286	f76r	okedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2287	f76r	otedy	OT+E+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2288	f76r	okedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2289	f76r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2302	f76r	otedy	OT+E+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2311	f76r	oteedy	OT+EE+DY	T	INHERITED_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f75r|f77r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2313	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2327	f76r	pchedy	P+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2331	f76r	olkedy	OL+K+E+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2336	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2338	f76r	keedy	K+EE+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2347	f76r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2348	f76r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2349	f76r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2350	f76r	lkedy	L+K+E+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2353	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2357	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2362	f76r	qoteedy	OT+EE+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2363	f76r	dshdy	SH+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2371	f76r	olchedy	OL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2373	f76r	olchedy	OL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2383	f76r	okeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2389	f76r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2400	f77r	olkedy	OL+K+E+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2406	f77r	qotedy	OT+E+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2412	f77r	qoteedy	OT+EE+DY	S	INHERITED_ACTION	9	f56r|f67r2|f72r|f75r|f76r|f81r|f82r|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2414	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2416	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2418	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2419	f77r	oteedy	OT+EE+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2421	f77r	solteedy	OL+T+EE+DY	T	EXPLICIT_LAST_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f75r|f76r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2422	f77r	qoteedy	OT+EE+DY	T	INHERITED_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f75r|f76r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2423	f77r	qodeedy	O+D_ADDR+EE+DY	T	INHERITED_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f75r|f76r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2429	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2431	f77r	sheedy	SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2433	f77r	tedy	T+E+DY	T	EXPLICIT_LAST_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f75r|f76r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2436	f77r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2442	f77r	qoteedy	OT+EE+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2444	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2445	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2446	f77r	qotedy	OT+E+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2447	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2448	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2450	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2455	f77r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2457	f77r	sshedy	S+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2461	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2462	f77r	qolcheedy	OL+SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2463	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2465	f77r	qoteedy	OT+EE+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2466	f77r	qoteedy	OT+EE+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2467	f77r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2472	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2481	f77r	sheckhedy	SH+E+CH+K+E+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2485	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2488	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2489	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2496	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2500	f77r	qotedy	OT+E+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2501	f77r	dalchedy	AL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2503	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2504	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2505	f77r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2510	f77r	qoteedy	OT+EE+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2512	f77r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2518	f77r	okedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2523	f77r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2524	f77r	olshedy	OL+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2525	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2535	f77r	otedy	OT+E+DY	CH	INHERITED_ACTION	9	f11r|f13r|f17r|f72r|f81r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2537	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2543	f77r	qoteedy	OT+EE+DY	CHD	INHERITED_ACTION	9	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2544	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2547	f77r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2552	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2553	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2554	f77r	qotedy	OT+E+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2558	f77r	olcheedy	OL+CH+EE+DY	CH	EXPLICIT_LAST_ACTION	9	f11r|f13r|f17r|f72r|f81r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2563	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2564	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2576	f77r	qotedy	OT+E+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2577	f77r	qotedy	OT+E+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2590	f77r	keedy	K+EE+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2591	f77r	qoteeedy	OT+EEE+DY	K	INHERITED_ACTION	13	f17r|f18r|f55v|f56r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2597	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2599	f77r	qolchedy	OL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2608	f77r	sheedy	SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2612	f77r	dshedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2613	f77r	pchedy	P+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2617	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2622	f77r	qoteedy	OT+EE+DY	T	INHERITED_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f75r|f76r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2626	f77r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2628	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2634	f77r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2641	f77r	sheedy	SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2645	f77r	eeedy	EEE+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2649	f77r	shody	SH+O+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2654	f77r	qotedy	OT+E+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2661	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2662	f77r	qotedy	OT+E+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2663	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2664	f77r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2674	f77r	qoteedy	OT+EE+DY	CH	INHERITED_ACTION	9	f11r|f13r|f17r|f72r|f81r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2675	f77r	qotedy	OT+E+DY	CH	INHERITED_ACTION	9	f11r|f13r|f17r|f72r|f81r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2715	f81r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2717	f81r	opchedy	O+P+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2718	f81r	olpchedy	OL+P+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2736	f81r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2765	f81r	pchedy	P+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2772	f81r	qotedy	OT+E+DY	S	INHERITED_ACTION	9	f56r|f67r2|f72r|f75r|f76r|f77r|f82r|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2773	f81r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2777	f81r	otedy	OT+E+DY	P	INHERITED_ACTION	6	f17r|f72r|f76r|f81v|f83r|f88v	CROSS_PAGE_ACTION_CLOSE
G407-E2782	f81r	olkedy	OL+K+E+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2783	f81r	sheckhedy	SH+E+CH+K+E+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2784	f81r	oltedy	OL+T+E+DY	T	EXPLICIT_LAST_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f75r|f76r|f77r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E2786	f81r	tedy	T+E+DY	T	EXPLICIT_LAST_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f75r|f76r|f77r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
