group_serial	page	locus	page_role	visible_owner	namespace_id	visible_surface	exact_prose_card_id	portable_prose_value_de	curriculum_layer	concrete_diagram_reading_de	apprentice_action	portable_card_core_de	portable_card_role	revision_266	revision_267	revision_268	revision_269	revision_270	revision_271	revision_272	revision_273	coverage_class_274	learning_obligation_274
202	f68r1	f68r1.2	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	qokeeedy	MC140	Volleinsatz; Schluss	KNOWN_PROSE_CARD_IN_ASTRO	Sternplatz A2_MIDDLE_PANEL_HEADER: vollstaendig setzen und den Eintrag schliessen.	reuse a learned prose card with diagram-local object	VOLLSTAENDIG_SETZEN__SCHLUSS	FULL_SET_CLOSE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
203	f68r1	f68r1.2	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	cheey	MC119	Freigabewert	THREE_REGISTER_COMMON_CORE	Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	reuse common card; expand it under the local diagram owner	Freigabewert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
204	f68r1	f68r1.2	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	cheeteey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Sternplatz A2_MIDDLE_PANEL_HEADER: lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; lokaler Namensrest ch/t/y.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
205	f68r1	f68r1.2	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	yteody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	A2_MIDDLE_PANEL_HEADER: Phasenplatz fest eingetragen.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
206	f68r1	f68r1.2	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	chpor	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	Sternplatz A2_MIDDLE_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest chp.	read the final OR/OL relation first, then resolve or copy the local prefix	Bedingungsansatz des lokalen CHP-Postens	ASTRO_CONDITION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
207	f68r1	f68r1.2	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	cheokorchey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Sternplatz A2_MIDDLE_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che/chey.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
208	f68r1	f68r1.2	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	chod	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A2_MIDDLE_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/d.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
209	f68r1	f68r1.3	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	ykor	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	read the final OR/OL relation first, then resolve or copy the local prefix	Bedingungsansatz des lokalen YK-Postens	ASTRO_CONDITION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
210	f68r1	f68r1.3	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	shey	MC119	Freigabewert	THREE_REGISTER_COMMON_CORE	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	reuse common card; expand it under the local diagram owner	Freigabewert	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
211	f68r1	f68r1.3	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	qocheey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Wert; lokaler Namensrest qo.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
212	f68r1	f68r1.3	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	chokal	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sektorplatz A2_RIGHT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ch.	read the final AL/AR address first, then identify or copy the prefix	Zieladresse des CHOK-Postens	ASTRO_TARGET_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
213	f68r1	f68r1.3	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	okeey	MC002	lange einwirken	KNOWN_PROSE_CARD_IN_ASTRO	Sektorplatz A2_RIGHT_PANEL_HEADER: in langer Stufe setzen.	reuse a learned prose card with diagram-local object	LANGSTUFE_SETZEN	GRADE_SET	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
214	f68r1	f68r1.3	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	ror	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest r.	read the final OR/OL relation first, then resolve or copy the local prefix	Bedingungsansatz des lokalen R-Postens	ASTRO_CONDITION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
215	f68r1	f68r1.3	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	eckhear	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sektorplatz A2_RIGHT_PANEL_HEADER: durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des ECKHE-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
216	f68r1	f68r1.3	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	daram	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sektorplatz A2_RIGHT_PANEL_HEADER: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/am.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
217	f68r1	f68r1.4	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MULTIPANEL_HEADER_FRAGMENT_04	F68_MULTIPANEL_HEADER_QUARANTINE_NS	dchor	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	read the final OR/OL relation first, then resolve or copy the local prefix	Bedingungsansatz des lokalen DCH-Postens	ASTRO_CONDITION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
218	f68r1	f68r1.4	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MULTIPANEL_HEADER_FRAGMENT_04	F68_MULTIPANEL_HEADER_QUARANTINE_NS	okaiiin	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe; lokaler Namensrest ai.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
219	f68r1	f68r1.5	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MULTIPANEL_HEADER_FRAGMENT_05	F68_MULTIPANEL_HEADER_QUARANTINE_NS	yky	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	A2_MULTIPANEL_HEADER_FRAGMENT_05: aktuelles Haus.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	EXPLICIT_CURRENT_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
220	f68r1	f68r1.6	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MULTIPANEL_HEADER_FRAGMENT_06	F68_MULTIPANEL_HEADER_QUARANTINE_NS	dary	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_06: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
221	f68r1	f68r1.7	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_MULTIPANEL_HEADER_FRAGMENT_07	F68_MULTIPANEL_HEADER_QUARANTINE_NS	chkchykoly	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_07: Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/yk/y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
222	f68r1	f68r1.8	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_CENTRE_KEY_UNRESOLVED	F68_CENTRE_KEY_QUARANTINE_NS	okodaly	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Zentrumsmarke A2_CENTRE_KEY_UNRESOLVED: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od/y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
223	f68r1	f68r1.9	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_01	F68_LOCAL_STAR_SLOT_NS	odchecthy	NONE	NONE	ASTRO_LOCAL_WHOLE_Y_ENDING	A2_STAR_STATION_01: feste abgeleitete Bedingung.	copy the entire local sign; final y alone does not license the current-item value	LOCAL_LABEL	ASTRO_LOCAL_WHOLE_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_WHOLE_Y	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
224	f68r1	f68r1.10	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_02	F68_LOCAL_STAR_SLOT_NS	otcheody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Sternplatz A2_STAR_STATION_02: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.	copy DY as the learned fixed ending; do not split it into D plus Y	lokaler CHEODY-Folgeposten	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OT_FOLLOWING_POST	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
225	f68r1	f68r1.11	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_03	F68_LOCAL_STAR_SLOT_NS	okoaly	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Sternplatz A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
226	f68r1	f68r1.12	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_04	F68_LOCAL_STAR_SLOT_NS	chocfhy	NONE	NONE	ASTRO_LOCAL_WHOLE_Y_ENDING	Sternplatz A2_STAR_STATION_04: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	copy the entire local sign; final y alone does not license the current-item value	LOCAL_LABEL	ASTRO_LOCAL_WHOLE_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_WHOLE_Y	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
227	f68r1	f68r1.13	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_05	F68_LOCAL_STAR_SLOT_NS	octhey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	A2_STAR_STATION_05: ausgewählte Grundbedingung.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
228	f68r1	f68r1.14	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_06	F68_LOCAL_STAR_SLOT_NS	otshey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Sternplatz A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.	read the final E grade and Y together as a graded current value	naechster freigegebener Wert	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OT_FOLLOWING_POST	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
229	f68r1	f68r1.15	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_07	F68_LOCAL_STAR_SLOT_NS	otydy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Sternplatz A2_STAR_STATION_07: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
230	f68r1	f68r1.16	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_08	F68_LOCAL_STAR_SLOT_NS	okear	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des OKE-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
231	f68r1	f68r1.17	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_09	F68_LOCAL_STAR_SLOT_NS	cphocthy	NONE	NONE	ASTRO_LOCAL_WHOLE_Y_ENDING	Sternplatz A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.	copy the entire local sign; final y alone does not license the current-item value	LOCAL_LABEL	ASTRO_LOCAL_WHOLE_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_WHOLE_Y	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
232	f68r1	f68r1.18	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_10	F68_LOCAL_STAR_SLOT_NS	ytchody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Sternplatz A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
233	f68r1	f68r1.19	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_11	F68_LOCAL_STAR_SLOT_NS	otys	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A2_STAR_STATION_11: Teilsektor oder Untereintrag; lokaler Namensrest o/s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
234	f68r1	f68r1.20	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_12	F68_LOCAL_STAR_SLOT_NS	olor	MC157	derselbe Ansatz	THREE_REGISTER_COMMON_CORE	Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.	reuse common card; expand it under the local diagram owner	derselbe Ansatz	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
235	f68r1	f68r1.21	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_13	F68_LOCAL_STAR_SLOT_NS	ockhy	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Sternplatz A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
236	f68r1	f68r1.22	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_14	F68_LOCAL_STAR_SLOT_NS	ofcheor	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	Sternplatz A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest ofche.	read the final OR/OL relation first, then resolve or copy the local prefix	Bedingungsansatz des lokalen OFCHE-Postens	ASTRO_CONDITION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
237	f68r1	f68r1.23	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_15	F68_LOCAL_STAR_SLOT_NS	otchdy	MC067	Nachtransfer; Schluss	KNOWN_PROSE_CARD_IN_ASTRO	Sternplatz A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.	reuse a learned prose card with diagram-local object	FOLGEPLATZ_UEBERTRAGEN__SCHLUSS	ORDER_TRANSFER	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
238	f68r1	f68r1.24	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_16	F68_LOCAL_STAR_SLOT_NS	otykchs	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Sternplatz A2_STAR_STATION_16: Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest o/s.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
239	f68r1	f68r1.25	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_17	F68_LOCAL_STAR_SLOT_NS	otol	MC053	Fortgang	KNOWN_PROSE_CARD_IN_ASTRO	Sternplatz A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.	reuse a learned prose card with diagram-local object	DANACH_FORTSETZEN	ORDER	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
240	f68r1	f68r1.26	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_18	F68_LOCAL_STAR_SLOT_NS	otor	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	Sternplatz A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	read OT as following post; then read the attached address, grade or relation	Bedingungsansatz des Folgepostens	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
241	f68r1	f68r1.27	MEHRPANEEL_STERNATLAS_MIT_28_LOKALEN_STERNPLAETZEN	A2_STAR_STATION_19	F68_LOCAL_STAR_SLOT_NS	oiinar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Sternplatz A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des OIIN-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
