statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	closure_sequence	v63_parse_status_fixed	v63_ordered_template_sequence	local_phase_path	pre_state	owner_operation	active_item_preparation_operation	target_station_operation	previous_item_operation	post_state	complete_technical_waterwork_reading	complete_iatromedical_comparator	technical_assumptions	technical_weighted_cost	iatromedical_assumptions	iatromedical_weighted_cost	statement_coherence_winner	comparison_reason	strongest_technical_contradiction	opaque_roundtrip_trace	roundtrip_status	comparison_contract	source_lineage
B2-S016	B2	f82r	F063|F064	8	214|215|216|217|218|219|220|221	F063:OPEN > F064:TERMINAL	AMBIGUOUS	TARGET_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	CHARGE > ROUTE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; Mengen-/Parameterslot setzen; Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen. || Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser || ziehe es ab und beende den Schritt	EXEMPLAR_FILL:5|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1|HUMAN_ROLE_OR_BODY:1	12	EXEMPLAR_FILL:5|LOCAL_PROCESS:2|MEDIUM:2|STATION_OR_TARGET:1|HUMAN_ROLE_OR_BODY:1	12	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E214@dd0ecaf5e27d81befffc:TARGET_ASSIGN:EXACT_JOINT_TUPLE_MNEMONIC > E215@0f15effeca7ab10bb026:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E216@db729b598e89e11452e0:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E217@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_JOINT_TUPLE_MNEMONIC > E218@5d5e0b288cf36864ed9d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E219@b5fcea1eaed06b2f2291:PARAMETER_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E220@08bd5ca0c2ad137a056d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E221@65df3cd9e59060042d47:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S017	B2	f82r	F065	2	222|223	F065:TERMINAL	UNPARSED	EXEMPLAR_ONLY > EXEMPLAR_ONLY	FILTER	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	5	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1	4	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E222@98bdc4244c84cbef3321:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E223@78b3b3140714da19090d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S018	B2	f82r	F066	1	224	F066:TERMINAL	UNPARSED	EXEMPLAR_ONLY	MAINTENANCE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	Filter, Leitungsöffnung und Beckenrand an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E224@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S019	B2	f82r	F067	1	225	F067:TERMINAL	UNPARSED	EXEMPLAR_ONLY	RETURN	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	Die Rücklaufleitung an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	trinke den angegebenen Anteil und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E225@7f68f60279efe6b28cd7:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S020	B2	f82r	F068	1	226	F068:TERMINAL	UNPARSED	EXEMPLAR_ONLY	FLUSH	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	Frisches Wasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	binde es auf die Stelle und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E226@ff178343c18e287ce3b7:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S021	B2	f82r	F069	1	227	F069:TERMINAL	UNPARSED	EXEMPLAR_ONLY	DRAIN	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	Den unteren Ablauf an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	IATROMEDICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E227@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B2-S022	B2	f82r	F070	1	228	F070:TERMINAL	UNPARSED	EXEMPLAR_ONLY	HANDOFF	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	Die fertige Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	mische zu gleichen Teilen und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E228@f2af6326898fb5b490a4:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S001	B3	f83r	F071	1	229	F071:TERMINAL	UNPARSED	EXEMPLAR_ONLY	SETUP	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	RESET	RESET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	An Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	lasse die Flüssigkeit sich setzen und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|DOMAIN_PURPOSE:1	5	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|DOMAIN_PURPOSE:1	5	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E229@3b70942557b3a40e8030:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S002	B3	f83r	F072	2	230|231	F072:TERMINAL	UNPARSED	EXEMPLAR_ONLY > EXEMPLAR_ONLY	SETTLE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	Die Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	zum unteren Ablauf hin ; tauche vollständig ein und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1	4	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	5	TECHNICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E230@90bcf0a9ec0ef56399e6:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E231@a84fbe3ad380df345b97:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S003	B3	f83r	F073	4	232|233|234|235	F073:TERMINAL	AMBIGUOUS	EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > TERMINAL_DRAIN	DRAIN	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CARRY	CARRY	RESUME	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Charge ablassen und committen. Feldbuchung schließen.	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	5	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	5	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E232@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E233@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_PLUS_FORMAL_CONVERGENT > E234@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E235@de7321bface5628e35d6:TERMINAL_DRAIN:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S004	B3	f83r	F074	3	236|237|238	F074:OPEN	AMBIGUOUS	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	CHARGE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	Vorratswasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen.	beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1	4	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	5	TECHNICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E236@b5fcea1eaed06b2f2291:PARAMETER_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E237@90bcf0a9ec0ef56399e6:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E238@4d4559019a961b834aa1:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S005	B3	f83r	F075	1	239	F075:TERMINAL	UNPARSED	EXEMPLAR_ONLY	CHARGE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	CARRY	RESUME	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	Vorratswasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	TECHNICAL	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E239@259b2b3b0bf859882e2c:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S006	B3	f83r	F076	3	240|241|242	F076:TERMINAL	AMBIGUOUS	EXEMPLAR_ONLY > TARGET_ASSIGN > EXEMPLAR_ONLY	ROUTE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	INTRODUCE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	Den Leitungszweig an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Feldbuchung schließen.	gieße das erwärmte Wasser ein ; mische beide Anteile zusammen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1|HUMAN_ROLE_OR_BODY:1	7	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1|HUMAN_ROLE_OR_BODY:1	7	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E240@5e8441397e7c0faf042b:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E241@308e8ea2d5d190c498e8:TARGET_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E242@28ffbc88b97772a75f1e:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S007	B3	f83r	F077	3	243|244|245	F077:TERMINAL	AMBIGUOUS	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	CHARGE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	Vorratswasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Feldbuchung schließen.	beginne den nächsten abgemessenen Posten ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	6	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	6	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E243@b5fcea1eaed06b2f2291:PARAMETER_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E244@6f7ff8287eddf4da9fdb:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E245@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
B3-S008	B3	f83r	F078	1	246	F078:TERMINAL	UNIQUE	TERMINAL_DRAIN	DRAIN	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	RESUME	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	3	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	3	TIE	Lower symmetric local-assumption cost wins; equal cost remains TIE. This is process-description economy, not semantic evidence.	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	E246@de7321bface5628e35d6:TERMINAL_DRAIN:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	SAME_SOURCE_STATEMENT+V60_VALUES+V62_STATE+V63_STATUS;ONLY_LOCAL_DOMAIN_EXPANSION_DIFFERS	V61_STATEMENT>V62_MACHINE>V63_PARSE>V65_R3_DUAL_STATEMENT
