statement_id	record_unit_id	page	statement_ordinal_in_record	process_node_id	constituent_loci	constituent_fields	physical_line_count	event_count	event_serials	v61_entry_boundary_class	v61_exit_boundary_class	v61_internal_cross_line_boundaries	selected_short_card_skeleton	v62_pre_state	v62_owner_operation	v62_active_operation	v62_target_operation	v62_previous_operation	v62_post_state	v62_ambiguity_codes	v63_primary_template	v63_licensed_primitive_sequence	v63_parse_status	v63_recognized_event_count	v63_exemplar_only_event_count	v65_tagged_historical_source_clause	unsupported_assumption_ids	strongest_segmentation_or_source_alternative	status
B3-S005	B3	f83r	5	B3-P01	f83r.6	F075	1	1	239	RESUME_ACTIVE_ITEM	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F075[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	CARRY	RESUME	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	A001|A002|A003|A005|A009|A011|A015|A022	SEGMENTATION=CONTINUE_SAME_CLAUSE: Reinigung kann der direkte nächste Bestandteil des begonnenen Postens sein.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 5/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S006	B3	f83r	6	B3-P02	f83r.6	F076	1	3	240|241|242	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F076[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	INTRODUCE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	TWO_INPUTS_ORDER_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	TARGET_ASSIGN	AMBIGUOUS	1	2	[EXEMPLAR:A001+A002+A004+A008+A010+A011+A013+A022:gieße das erwärmte Wasser ein ; mische beide Anteile zusammen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	A001|A002|A004|A008|A010|A011|A013|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 6/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S007	B3	f83r	7	B3-P02	f83r.6	F077	1	3	243|244|245	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F077[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	NONE	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN	AMBIGUOUS	1	2	[EXEMPLAR:A001+A002+A004+A005+A010+A011+A013+A014+A015+A022:beginne den nächsten abgemessenen Posten ; rühre, bis alles gleichmäßig vermischt ist ; wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	A001|A002|A004|A005|A010|A011|A013|A014|A015|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 7/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S008	B3	f83r	8	B3-P02	f83r.6	F078	1	1	246	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F078[ABLASSEN?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	RESUME	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	NONE	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	1	0	[EXEMPLAR:A001+A002+A003+A011+A022:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	A001|A002|A003|A011|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 8/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S009	B3	f83r	9	B3-P02	f83r.6	F079	1	1	247	WITHIN_LOCUS_FIELD_BOUNDARY	RESUME_ACTIVE_ITEM	NONE	F079[ANWENDEN?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	RESUME	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	NONE	ACTION_APPLY	ACTION_APPLY	UNIQUE	1	0	[EXEMPLAR:A010+A011+A022:Die aktive Portion verwenden]	A010|A011|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 9/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S010	B3	f83r	10	B3-P02	f83r.8	F080	1	2	248|249	RESUME_ACTIVE_ITEM	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F080[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	RESUME	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	2	[EXEMPLAR:A002+A009+A011+A012+A022:fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt]	A002|A009|A011|A012|A022	SEGMENTATION=START_NEW_CLAUSE: F080 kann einen unabhängigen Gefäßposten beginnen.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 10/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S011	B3	f83r	11	B3-P02	f83r.8	F081	1	4	250|251|252|253	WITHIN_LOCUS_FIELD_BOUNDARY	RESUME_ACTIVE_ITEM	NONE	F081[ANWENDEN?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	ACTION_APPLY	AMBIGUOUS	1	3	[EXEMPLAR:A004+A008+A010+A011+A013+A014+A022:wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen]	A004|A008|A010|A011|A013|A014|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 11/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S012	B3	f83r	12	B3-P02	f83r.11	F082	1	2	254|255	RESUME_ACTIVE_ITEM	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F082[ANSATZ?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	CARRY	RESUME	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	NONE	COMPOSITE_SEQUENCE	LINK_ACTIVE	AMBIGUOUS	1	1	[EXEMPLAR:A001+A005+A010+A011+A012+A015+A022:der vorbereitete Bade- oder Waschposten ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	A001|A005|A010|A011|A012|A015|A022	SEGMENTATION=CONTINUE_SAME_CLAUSE: F082 kann ohne Klauselreset der Schlusssatzteil von F081 sein.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 12/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S013	B3	f83r	13	B3-P03	f83r.11	F083	1	4	256|257|258|259	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F083[SPÜLEN?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	RESUME	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > TERMINAL_FLUSH	AMBIGUOUS	2	2	[EXEMPLAR:A004+A005+A009+A010+A011+A014+A015+A022:beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt]	A004|A005|A009|A010|A011|A014|A015|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 13/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S014	B3	f83r	14	B3-P03	f83r.11	F084	1	2	260|261	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F084[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	2	[EXEMPLAR:A001+A003+A005+A009+A011+A015+A022:öffne danach den oberen Lauf ; wasche einmal und beende den Schritt]	A001|A003|A005|A009|A011|A015|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 14/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S015	B3	f83r	15	B3-P03	f83r.11	F085	1	1	262	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F085[ABLASSEN?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	RESUME	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	NONE	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	1	0	[EXEMPLAR:A001+A002+A003+A011+A022:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	A001|A002|A003|A011|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 15/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S016	B3	f83r	16	B3-P03	f83r.11|f83r.14	F086|F087	2	2	263|264	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B3-LB04	F086[∅] > F087[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	2	[EXEMPLAR:A001+A003+A008+A011+A022:schließe den unteren Ablauf; lasse es abkühlen und beende den Schritt]	A001|A003|A008|A011|A022	SEGMENTATION=NEXT_PARALLEL_CELL: Abkühlen kann eine unabhängige kurze Zelle sein.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 16/38] || durch Stationen führen [Ganzfeldexemplar B3, Feld 17/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S017	B3	f83r	17	B3-P04	f83r.14	F088	1	1	265	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F088[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	A001|A002|A004|A005|A011|A014|A015|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 18/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S018	B3	f83r	18	B3-P04	f83r.14	F089	1	1	266	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F089[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	A011|A012|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 19/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S019	B3	f83r	19	B3-P04	f83r.14	F090	1	1	267	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F090[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A005+A007+A008+A011+A015+A022:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	A001|A005|A007|A008|A011|A015|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 20/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S020	B3	f83r	20	B3-P04	f83r.14	F091	1	2	268|269	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F091[ZIEL? ABLASSEN?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	TARGET_ASSIGN > TERMINAL_DRAIN	UNIQUE	2	0	[EXEMPLAR:A001+A002+A003+A004+A011+A013+A014+A022:An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	A001|A002|A003|A004|A011|A013|A014|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 21/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S021	B3	f83r	21	B3-P04	f83r.14|f83r.15	F092|F093	2	11	270|271|272|273|274|275|276|277|278|279|280	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B3-LB05	F092[BEREIT? ZIEL?] > F093[MASS? ZIEL? BEREIT?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > STATE_GATE > TARGET_ASSIGN > PARAMETER_ASSIGN > TARGET_ASSIGN > STATE_GATE	AMBIGUOUS	6	5	[EXEMPLAR:A001+A004+A005+A007+A008+A010+A011+A012+A013+A014+A015+A022:beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion; Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt]	A001|A004|A005|A007|A008|A010|A011|A012|A013|A014|A015|A022	SEGMENTATION=RESUME_ACTIVE_ITEM: F093 kann dieselben Slots in einer neuen Chargenklausel wiederaufnehmen.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 22/38] || absetzen und klären [Ganzfeldexemplar B3, Feld 23/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S022	B3	f83r	22	B3-P04	f83r.15	F094	1	1	281	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F094[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A010+A011+A013+A022:mische zu gleichen Teilen und beende den Schritt]	A010|A011|A013|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 24/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S023	B3	f83r	23	B3-P04	f83r.15	F095	1	1	282	WITHIN_LOCUS_FIELD_BOUNDARY	NEXT_PARALLEL_CELL	NONE	F095[ABLASSEN?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	CARRY	CARRY	RESUME	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	NONE	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	1	0	[EXEMPLAR:A001+A002+A003+A011+A022:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	A001|A002|A003|A011|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 25/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S024	B3	f83r	24	B3-P05	f83r.16	F096	1	1	283	NEXT_PARALLEL_CELL	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F096[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T010;PREVIOUS_ITEM=B3:I002	CARRY	INTRODUCE	INTRODUCE	INTRODUCE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	A001|A002|A003|A005|A009|A011|A015|A022	SEGMENTATION=START_NEW_CLAUSE: die neue Linie kann ein übergeordnetes Prozesskapitel statt eine Parallelzelle beginnen.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 26/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S025	B3	f83r	25	B3-P05	f83r.16	F097	1	1	284	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F097[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A008+A009+A011+A022:erwärme es einmal und beende den Schritt]	A008|A009|A011|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 27/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S026	B3	f83r	26	B3-P05	f83r.16|f83r.20	F098|F099	2	7	285|286|287|288|289|290|291	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B3-LB07	F098[BEREIT?] > F099[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T011;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	STATE_GATE	AMBIGUOUS	1	6	[EXEMPLAR:A001+A002+A003+A005+A007+A010+A011+A012+A013+A014+A015+A022:richte die bezeichnete Beckenstation ein ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird; lasse die Flüssigkeit sich setzen und beende den Schritt]	A001|A002|A003|A005|A007|A010|A011|A012|A013|A014|A015|A022	SEGMENTATION=NEXT_PARALLEL_CELL: F099 kann eine eigenständige Absetzzelle sein.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 28/38] || absetzen und klären [Ganzfeldexemplar B3, Feld 29/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S027	B3	f83r	27	B3-P05	f83r.20	F100	1	1	292	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F100[∅]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	CARRY	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A004+A006+A008+A011+A014+A022:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	A004|A006|A008|A011|A014|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 30/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B3-S028	B3	f83r	28	B3-P06	f83r.20	F101	1	2	293|294	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F101[TEMPERIEREN? SPÜLEN?]	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T012;PREVIOUS_ITEM=B3:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013;PREVIOUS_ITEM=B3:I001	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	ACTION_TEMPER > TERMINAL_FLUSH	UNIQUE	2	0	[EXEMPLAR:A001+A004+A005+A008+A009+A011+A014+A015+A022:temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt]	A001|A004|A005|A008|A009|A011|A014|A015|A022	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Zyklus wiederholen [Ganzfeldexemplar B3, Feld 31/38]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
