field_id	record_unit_id	page	locus	statement_id	field_position_in_statement	event_count	event_serials	v63_primary_template	v63_ordered_template_sequence	v63_parse_status_fixed	recognized_event_count	exemplar_only_event_count	local_phase	local_pre_state	complete_technical_field_reading	local_post_state	commit_class	v62_pre_state_statement_envelope	v62_post_state_statement_envelope	iatromedical_field_comparator	technical_assumptions	technical_weighted_cost	iatromedical_assumptions	iatromedical_weighted_cost	field_coherence_winner	strongest_technical_contradiction	opaque_roundtrip_trace	roundtrip_status	layer_contract	source_lineage
F060	B2	f82r	f82r.23	B2-S013	ONLY	1	210	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	1	0	DRAIN	B2:Q015	Den unteren Ablauf an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	B2:Q016:DRAIN	EXACT_TERMINAL_ACTION_COMMIT	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	3	LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	3	TIE	Die lizenzierte Slotfolge bestimmt weder Becken, Wasser, Leitung noch technischen Zweck.	E210@de7321bface5628e35d6:TERMINAL_DRAIN:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F061	B2	f82r	f82r.23	B2-S014	ONLY	1	211	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	RETURN	B2:Q016	Die Rücklaufleitung an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen.	B2:Q017:RETURN	OPEN_CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	schließe den unteren Ablauf	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	4	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan.	E211@29e0eb222ef2fb99523a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F062	B2	f82r	f82r.26	B2-S015	ONLY	2	212|213	EXEMPLAR_ONLY	EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	2	FILTER	B2:Q017	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q018:FILTER	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	7	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	7	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E212@d4a31dbcf1ed6d9e5aa9:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E213@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F063	B2	f82r	f82r.26	B2-S016	FIRST	7	214|215|216|217|218|219|220	COMPOSITE_SEQUENCE	TARGET_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY	AMBIGUOUS	3	4	CHARGE	B2:Q018	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; Mengen-/Parameterslot setzen; Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen.	B2:Q019:CHARGE	OPEN_CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser	EXEMPLAR_FILL:4|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1|HUMAN_ROLE_OR_BODY:1	9	EXEMPLAR_FILL:4|LOCAL_PROCESS:1|MEDIUM:1|STATION_OR_TARGET:1|HUMAN_ROLE_OR_BODY:1	9	TIE	Die lizenzierte Slotfolge bestimmt weder Becken, Wasser, Leitung noch technischen Zweck.	E214@dd0ecaf5e27d81befffc:TARGET_ASSIGN:EXACT_JOINT_TUPLE_MNEMONIC > E215@0f15effeca7ab10bb026:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E216@db729b598e89e11452e0:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E217@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_JOINT_TUPLE_MNEMONIC > E218@5d5e0b288cf36864ed9d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E219@b5fcea1eaed06b2f2291:PARAMETER_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E220@08bd5ca0c2ad137a056d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F064	B2	f82r	f82r.27	B2-S016	LAST	1	221	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	ROUTE	B2:Q019	Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q020:ROUTE	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	ziehe es ab und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E221@65df3cd9e59060042d47:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F065	B2	f82r	f82r.27	B2-S017	ONLY	2	222|223	EXEMPLAR_ONLY	EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	2	FILTER	B2:Q020	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q021:FILTER	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	5	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1	4	IATROMEDICAL	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E222@98bdc4244c84cbef3321:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E223@78b3b3140714da19090d:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F066	B2	f82r	f82r.27	B2-S018	ONLY	1	224	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	MAINTENANCE	B2:Q021	Filter, Leitungsöffnung und Beckenrand an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q022:MAINTENANCE	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E224@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F067	B2	f82r	f82r.27	B2-S019	ONLY	1	225	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	RETURN	B2:Q022	Die Rücklaufleitung an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q023:RETURN	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	trinke den angegebenen Anteil und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	IATROMEDICAL	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E225@7f68f60279efe6b28cd7:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F068	B2	f82r	f82r.27	B2-S020	ONLY	1	226	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	FLUSH	B2:Q023	Frisches Wasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q024:FLUSH	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	binde es auf die Stelle und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	IATROMEDICAL	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E226@ff178343c18e287ce3b7:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F069	B2	f82r	f82r.27	B2-S021	ONLY	1	227	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	DRAIN	B2:Q024	Den unteren Ablauf an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q025:DRAIN	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1|HUMAN_ROLE_OR_BODY:1	6	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|HUMAN_ROLE_OR_BODY:1	5	IATROMEDICAL	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E227@7d25241b0e56c836372a:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F070	B2	f82r	f82r.27	B2-S022	ONLY	1	228	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	HANDOFF	B2:Q025	Die fertige Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B2:Q026:HANDOFF	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	mische zu gleichen Teilen und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1	3	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E228@f2af6326898fb5b490a4:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F071	B3	f83r	f83r.3	B3-S001	ONLY	1	229	EXEMPLAR_ONLY	EXEMPLAR_ONLY	UNPARSED	0	1	SETUP	B3:Q000	An Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B3:Q001:SETUP	OPAQUE_FIELD_COMMIT_ONLY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	lasse die Flüssigkeit sich setzen und beende den Schritt	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|DOMAIN_PURPOSE:1	5	EXEMPLAR_FILL:1|LOCAL_PROCESS:1|MEDIUM:1|DOMAIN_PURPOSE:1	5	TIE	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E229@3b70942557b3a40e8030:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F072	B3	f83r	f83r.3	B3-S002	ONLY	2	230|231	EXEMPLAR_ONLY	EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	2	SETTLE	B3:Q001	Die Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	B3:Q002:SETTLE	OPAQUE_FIELD_COMMIT_ONLY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	zum unteren Ablauf hin ; tauche vollständig ein und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1	4	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	5	TECHNICAL	Das ganze Feld ist UNPARSED; die konkrete Anlagenhandlung kommt nur aus dem lokalen Phasenplan. CLOSE trägt nur Commit und lizenziert weder Spülen noch Ablassen.	E230@90bcf0a9ec0ef56399e6:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E231@a84fbe3ad380df345b97:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F073	B3	f83r	f83r.3	B3-S003	ONLY	4	232|233|234|235	COMPOSITE_SEQUENCE	EXEMPLAR_ONLY > PARAMETER_ASSIGN > EXEMPLAR_ONLY > TERMINAL_DRAIN	AMBIGUOUS	2	2	DRAIN	B3:Q002	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Charge ablassen und committen. Feldbuchung schließen.	B3:Q003:DRAIN	EXACT_TERMINAL_ACTION_COMMIT	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	5	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	5	TIE	Die lizenzierte Slotfolge bestimmt weder Becken, Wasser, Leitung noch technischen Zweck.	E232@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E233@2f1c5e56e8f0ff459065:PARAMETER_ASSIGN:EXACT_PLUS_FORMAL_CONVERGENT > E234@b921a237be883a820352:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E235@de7321bface5628e35d6:TERMINAL_DRAIN:EXACT_JOINT_TUPLE_MNEMONIC	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
F074	B3	f83r	f83r.3	B3-S004	ONLY	3	236|237|238	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	1	2	CHARGE	B3:Q003	Vorratswasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen.	B3:Q004:CHARGE	OPEN_CARRY	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1	4	EXEMPLAR_FILL:2|LOCAL_PROCESS:1|MEDIUM:1|FILTER_OR_RETURN_MECHANISM:1	5	TECHNICAL	Die lizenzierte Slotfolge bestimmt weder Becken, Wasser, Leitung noch technischen Zweck.	E236@b5fcea1eaed06b2f2291:PARAMETER_ASSIGN:STRICT_FORMAL_PROMPT_ONLY > E237@90bcf0a9ec0ef56399e6:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER > E238@4d4559019a961b834aa1:EXEMPLAR_ONLY:NO_LICENSED_TRIGGER	PASS_EXACT_OPAQUE_ID_SEQUENCE	V62_ENVELOPE_UNCHANGED;V63_STATUS_UNCHANGED;PHASE_AND_NOUNS_LOCAL_ONLY	V60_SELECTED_EVENTS>V63_SELECTED_FIELD_PARSE>V65_R3_WATERWORK_FIELD
