statement_id	record_id	page	statement_ordinal	field_ids	event_count	parse_status	register_transition	complete_statement_default_de	prior_v61_source_expansion	interpretive_limit
B4-S003	B4	f83r	3	F111|F112	7	AMBIGUOUS	V62_STRUCTURAL[CARRY/INTRODUCE/INTRODUCE/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> PREVIOUS_ITEM:=ACTIVE_ITEM/PREPARATION;ACTIVE_ITEM/PREPARATION:=EXACT_SELECTED_PART -> TEMPER(ACTIVE_ITEM/PREPARATION) -> APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION) -> ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin | den bezeichneten Anteil auswählen ; den aktiven Arbeitsstand lauwarm temperieren ; den aktiven Arbeitsstand am vorgesehenen Platz einsetzen ; den Posten mit dem aktiven Arbeitsstand verbinden ; lasse es bis zur Bereitschaft stehen und beende den Schritt	rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin || Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NO_NEW_CARD_MEANING
B4-S004	B4	f83r	4	F113	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	binde es auf die Stelle und beende den Schritt	binde es auf die Stelle und beende den Schritt	NO_NEW_CARD_MEANING
B4-S005	B4	f83r	5	F114	3	UNPARSED	V62_STRUCTURAL[CARRY/INTRODUCE/INTRODUCE/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	NO_NEW_CARD_MEANING
B4-S006	B4	f83r	6	F115	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	seihe es einmal durch ein Tuch und beende den Schritt	seihe es einmal durch ein Tuch und beende den Schritt	NO_NEW_CARD_MEANING
B4-S007	B4	f83r	7	F116	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	seihe es einmal durch ein Tuch und beende den Schritt	seihe es einmal durch ein Tuch und beende den Schritt	NO_NEW_CARD_MEANING
B4-S008	B4	f83r	8	F117	4	AMBIGUOUS	V62_STRUCTURAL[CARRY/INTRODUCE/INTRODUCE/INTRODUCE] -> PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FLUSH(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	den vorgeschriebenen Wert oder Anteil setzen ; solange es noch warm ist ; die erste Öffnung ; den Schritt mit einem Spülvorgang abschließen	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	NO_NEW_CARD_MEANING
B4-S009	B4	f83r	9	F118	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	lasse es bis zur Bereitschaft stehen und beende den Schritt	lasse es bis zur Bereitschaft stehen und beende den Schritt	NO_NEW_CARD_MEANING
B4-S010	B4	f83r	10	F119	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	koche sanft und beende diesen Arbeitsschritt	koche sanft und beende diesen Arbeitsschritt	NO_NEW_CARD_MEANING
B4-S011	B4	f83r	11	F120|F121	7	AMBIGUOUS	V62_STRUCTURAL[CARRY/INTRODUCE/INTRODUCE/INTRODUCE] -> PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	den vorgeschriebenen Wert oder Anteil setzen ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist | den Posten mit dem aktiven Arbeitsstand verbinden ; wasche zweimal und beende den Schritt	Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist || Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt	NO_NEW_CARD_MEANING
B4-S012	B4	f83r	12	F122	1	UNIQUE	V62_STRUCTURAL[CARRY/CARRY/RESUME/CARRY] -> DRAIN(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	den Schritt mit einem Ablauf-/Abführvorgang abschließen	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	NO_NEW_CARD_MEANING
B4-S013	B4	f83r	13	F123	2	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt	lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NO_NEW_CARD_MEANING
B4-S014	B4	f83r	14	F124	4	AMBIGUOUS	V62_STRUCTURAL[CARRY/INTRODUCE/INTRODUCE/INTRODUCE] -> ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	den Posten mit dem aktiven Arbeitsstand verbinden ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	NO_NEW_CARD_MEANING
B4-S015	B4	f83r	15	F125|F126	6	AMBIGUOUS	V62_STRUCTURAL[CARRY/INTRODUCE/INTRODUCE/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> DRAIN(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	gib einen abgemessenen Anteil in das Gefäß ; bis zum geforderten Arbeitszustand fortfahren ; ein abgemessener Anteil ; für die angegebene Dauer | öffne danach den oberen Lauf ; den Schritt mit einem Ablauf-/Abführvorgang abschließen	gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer || öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	NO_NEW_CARD_MEANING
B4-S016	B4	f83r	16	F127|F128	4	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> TARGET/STATION:=EXACT_TARGET_ARGUMENT -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	das untere Becken ; den nächsten Ziel- oder Stationsslot setzen | gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt	das untere Becken ; An die bezeichnete Zielstelle führen || gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NO_NEW_CARD_MEANING
B5-S001	B5	f83r	1	F129	1	UNPARSED	V62_STRUCTURAL[INTRODUCE/INTRODUCE/RESET/RESET] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	ziehe es ab und beende den Schritt	ziehe es ab und beende den Schritt	NO_NEW_CARD_MEANING
B5-S002	B5	f83r	2	F130	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	erwärme es einmal und beende den Schritt	erwärme es einmal und beende den Schritt	NO_NEW_CARD_MEANING
B5-S003	B5	f83r	3	F131|F132|F133	9	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> TARGET/STATION:=EXACT_TARGET_ARGUMENT -> ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY -> ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	für einen Zeitabschnitt | den nächsten Ziel- oder Stationsslot setzen ; den Posten mit dem aktiven Arbeitsstand verbinden ; bis es warm ist ; mit der vorigen Mischung ; den vorgeschriebenen Wert oder Anteil setzen | den Posten mit dem aktiven Arbeitsstand verbinden ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist	für einen Zeitabschnitt || An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß || Mit der vorigen Zubereitung weiter ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist	NO_NEW_CARD_MEANING
B6-S001	B6	f83r	1	F134|F135	9	AMBIGUOUS	V62_STRUCTURAL[INTRODUCE/INTRODUCE/INTRODUCE/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY -> PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY -> ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	setze die Person an das Becken ; ohne Kochen ; die erste Öffnung ; den Posten mit dem aktiven Arbeitsstand verbinden | den vorgeschriebenen Wert oder Anteil setzen ; den Posten mit dem aktiven Arbeitsstand verbinden ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle	setze die Person an das Becken ; ohne Kochen ; die erste Öffnung ; Mit der vorigen Zubereitung weiter || Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle	NO_NEW_CARD_MEANING
