event_serial	page	locus	record_id	field_id	statement_id	joint_tuple_id	surface_display_only	event_template	selected_exact_mnemonic	interpretive_layer	complete_default_reading_de	semantic_ceiling
305	f83r	f83r.22	B3	F106	B3-S032	1779decef17481ec2853	qotedaiin	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	das breite Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
306	f83r	f83r.22	B3	F106	B3-S032	54d0e228ca346110af05	otaiin	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	für dieselbe Dauer wie zuvor	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
307	f83r	f83r.22	B3	F106	B3-S032	c45ebac60774620561e2	otedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Klarheit ziehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
308	f83r	f83r.22	B3	F107	B3-S033	04a3877f0fc81b7597c9	ldy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	ziehe es ab und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
309	f83r	f83r.24	B3	F108	B3-S034	2c82523794dcb7d2b343	soiiin	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bis es klar ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
310	f83r	f83r.24	B3	F108	B3-S034	e0b630cb1b5df5e7105b	checthy	STATE_GATE	BEREIT?	EXACT_CARD_DEFAULT	bis zum geforderten Arbeitszustand fortfahren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
311	f83r	f83r.24	B3	F108	B3-S034	80ebbbbf238eee9f0aef	chety	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Gleichmäßig bearbeiten	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
312	f83r	f83r.24	B3	F108	B3-S034	54d0e228ca346110af05	otaiin	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	für dieselbe Dauer wie zuvor	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
313	f83r	f83r.24	B3	F108	B3-S034	7811a7daff25d476e28d	olsaly	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	das untere Becken	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
314	f83r	f83r.24	B3	F108	B3-S034	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
315	f83r	f83r.25	B4	F109	B4-S001	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
316	f83r	f83r.25	B4	F110	B4-S002	e2eb77ca9d9e1a8ba29a	qolchey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	fülle danach das Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
317	f83r	f83r.25	B4	F110	B4-S002	0275fbf14e07935b0a45	qokeey	ACTION_TEMPER	TEMPERIEREN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand lauwarm temperieren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
318	f83r	f83r.25	B4	F110	B4-S002	7db18b2f0fb7ed0fcfd3	qokedy	TERMINAL_FLUSH	SPÜLEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Spülvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
319	f83r	f83r.25	B4	F111	B4-S003	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
320	f83r	f83r.25	B4	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	zum unteren Ablauf hin	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
321	f83r	f83r.26	B4	F112	B4-S003	faf321940aed922846a9	otchey	SELECT_PART	ANTEIL?	EXACT_CARD_DEFAULT	den bezeichneten Anteil auswählen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
322	f83r	f83r.26	B4	F112	B4-S003	0275fbf14e07935b0a45	qokeey	ACTION_TEMPER	TEMPERIEREN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand lauwarm temperieren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
323	f83r	f83r.26	B4	F112	B4-S003	276a7c2d74d1143446f4	qoky	ACTION_APPLY	ANWENDEN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
324	f83r	f83r.26	B4	F112	B4-S003	dcda95c81a5460feb191	tol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
325	f83r	f83r.26	B4	F112	B4-S003	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
326	f83r	f83r.26	B4	F113	B4-S004	eb2e4bc143f623ee03ac	qokylddy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	binde es auf die Stelle und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
327	f83r	f83r.27	B4	F114	B4-S005	53cd0637c6820ba5e91f	dain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	durch ein Tuch	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
328	f83r	f83r.27	B4	F114	B4-S005	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
329	f83r	f83r.27	B4	F114	B4-S005	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
330	f83r	f83r.27	B4	F115	B4-S006	d68bc8de3bcee09db23c	shckhedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	seihe es einmal durch ein Tuch und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
331	f83r	f83r.27	B4	F116	B4-S007	d68bc8de3bcee09db23c	shckhedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	seihe es einmal durch ein Tuch und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
332	f83r	f83r.28	B4	F117	B4-S008	2f1c5e56e8f0ff459065	saiin	PARAMETER_ASSIGN	MASS?	EXACT_CARD_DEFAULT	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
333	f83r	f83r.28	B4	F117	B4-S008	2c1a5fd92b9e3c762242	cheeky	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	solange es noch warm ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
334	f83r	f83r.28	B4	F117	B4-S008	92e43836d82f98bf02d3	sheey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	die erste Öffnung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
335	f83r	f83r.28	B4	F117	B4-S008	7db18b2f0fb7ed0fcfd3	qokedy	TERMINAL_FLUSH	SPÜLEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Spülvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
336	f83r	f83r.28	B4	F118	B4-S009	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
337	f83r	f83r.28	B4	F119	B4-S010	1b1ffdd869fb1429ad03	oldy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	koche sanft und beende diesen Arbeitsschritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
338	f83r	f83r.35	B4	F120	B4-S011	2f1c5e56e8f0ff459065	saiin	PARAMETER_ASSIGN	MASS?	EXACT_CARD_DEFAULT	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
339	f83r	f83r.35	B4	F120	B4-S011	d904bf7b044dd3922781	cheky	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bei sanfter Wärme	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
340	f83r	f83r.35	B4	F120	B4-S011	daf32e6db9e04413ce7f	okeeol	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	das breite Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
341	f83r	f83r.35	B4	F120	B4-S011	1645e612504fcef59ced	okain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gib einen abgemessenen Anteil in das Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
342	f83r	f83r.35	B4	F120	B4-S011	6f7ff8287eddf4da9fdb	chdy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
343	f83r	f83r.37	B4	F121	B4-S011	dcda95c81a5460feb191	sol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
344	f83r	f83r.37	B4	F121	B4-S011	b958a512ca6a3559e86e	lkedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	wasche zweimal und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
345	f83r	f83r.37	B4	F122	B4-S012	de7321bface5628e35d6	lchedy	TERMINAL_DRAIN	ABLASSEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
346	f83r	f83r.37	B4	F123	B4-S013	232195d6ff2f326322f7	qokol	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse die Mischung einlaufen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
347	f83r	f83r.37	B4	F123	B4-S013	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
348	f83r	f83r.38	B4	F124	B4-S014	7a4bb8136330ee4e6e56	or	LINK_ACTIVE	ANSATZ?	EXACT_CARD_DEFAULT	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
349	f83r	f83r.38	B4	F124	B4-S014	b921a237be883a820352	chey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Diese aktive Portion	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
350	f83r	f83r.38	B4	F124	B4-S014	ecce30bc8dcc400bf2c8	qockhey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	über der örtlich bezeichneten Stelle	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
351	f83r	f83r.38	B4	F124	B4-S014	8aedd154964a78e555d6	dairydy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gebrauche sie sofort und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
352	f83r	f83r.39	B4	F125	B4-S015	1645e612504fcef59ced	qokain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gib einen abgemessenen Anteil in das Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
353	f83r	f83r.39	B4	F125	B4-S015	b5df9126607030b95175	shey	STATE_GATE	KLAR?	EXACT_CARD_DEFAULT	bis zum geforderten Arbeitszustand fortfahren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
354	f83r	f83r.39	B4	F125	B4-S015	9da1b6ac2c929daea697	kain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	ein abgemessener Anteil	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
355	f83r	f83r.39	B4	F125	B4-S015	21ed2873b71e57269c08	chckhal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	für die angegebene Dauer	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
356	f83r	f83r.41	B4	F126	B4-S015	42cdc187d5b9ffc60063	solkey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	öffne danach den oberen Lauf	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
357	f83r	f83r.41	B4	F126	B4-S015	de7321bface5628e35d6	lchedy	TERMINAL_DRAIN	ABLASSEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
358	f83r	f83r.41	B4	F127	B4-S016	94df4847b7b16c98394a	qolkain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	das untere Becken	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
359	f83r	f83r.41	B4	F127	B4-S016	dd0ecaf5e27d81befffc	dal	TARGET_ASSIGN	ZIEL?	EXACT_CARD_DEFAULT	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
360	f83r	f83r.44	B4	F128	B4-S016	883a6708116c342cb10b	skar	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gieße das erwärmte Wasser ein	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
361	f83r	f83r.44	B4	F128	B4-S016	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
362	f83r	f83r.47	B5	F129	B5-S001	601b77449028deed39de	otchdy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	ziehe es ab und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
363	f83r	f83r.47	B5	F130	B5-S002	87411f84689b4f93a303	qokchdy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	erwärme es einmal und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
364	f83r	f83r.47	B5	F131	B5-S003	abb23e5e6936b4147f76	shedal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	für einen Zeitabschnitt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
365	f83r	f83r.48	B5	F132	B5-S003	dd0ecaf5e27d81befffc	dal	TARGET_ASSIGN	ZIEL?	EXACT_CARD_DEFAULT	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
366	f83r	f83r.48	B5	F132	B5-S003	dcda95c81a5460feb191	cheol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
367	f83r	f83r.48	B5	F132	B5-S003	8c97dfde96fbc78e3355	lol	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bis es warm ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
368	f83r	f83r.48	B5	F132	B5-S003	00d8ebe3c68294eeac39	chdal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	mit der vorigen Mischung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
369	f83r	f83r.48	B5	F132	B5-S003	2f1c5e56e8f0ff459065	aiin	PARAMETER_ASSIGN	MASS?	EXACT_CARD_DEFAULT	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
370	f83r	f83r.49	B5	F133	B5-S003	dcda95c81a5460feb191	sol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
371	f83r	f83r.49	B5	F133	B5-S003	fcc1deda9e24ec268eb0	daiiin	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	die zweite Öffnung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
372	f83r	f83r.49	B5	F133	B5-S003	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
373	f83r	f83r.52	B6	F134	B6-S001	1bfd786e6b8b63734a59	solkeey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	setze die Person an das Becken	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
374	f83r	f83r.52	B6	F134	B6-S001	43eb9aa12959b4d5cdc9	qekey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	ohne Kochen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
375	f83r	f83r.52	B6	F134	B6-S001	3e9c7f217843b588489d	raly	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	die erste Öffnung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
376	f83r	f83r.52	B6	F134	B6-S001	dcda95c81a5460feb191	ol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
377	f83r	f83r.54	B6	F135	B6-S001	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	EXACT_CARD_DEFAULT	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
378	f83r	f83r.54	B6	F135	B6-S001	dcda95c81a5460feb191	ol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
379	f83r	f83r.54	B6	F135	B6-S001	53cd0637c6820ba5e91f	dain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	durch ein Tuch	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
380	f83r	f83r.54	B6	F135	B6-S001	b921a237be883a820352	chey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Diese aktive Portion	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
381	f83r	f83r.54	B6	F135	B6-S001	97ddca78c9ebcc956d04	ldalor	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	an der bezeichneten Stelle	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
