target_surface	comparison_surface	comparison_kind	surface_length	running_count	running_page_count	outside_running_count	outside_running_page_count	held_running_count	outside_line_initial_count	outside_line_internal_count	outside_line_final_count	outside_line_internal_rate	held_line_initial_count	held_line_internal_count	held_line_final_count	local_count	local_page_count	local_topology_count	singleton_local_count	singleton_local_page_count	singleton_local_topology_count	outside_local_count	outside_local_page_count	outside_local_topology_count	outside_singleton_local_count	outside_singleton_local_page_count	outside_singleton_local_topology_count	held_local_count	held_singleton_local_count	outside_language_distribution	outside_hand_distribution	outside_register_distribution	outside_state_status_distribution	outside_parser_statement_first_count	outside_parser_statement_final_count	outside_parser_singleton_count	outside_embedded_statement_first_count	outside_embedded_statement_first_rate	outside_adjacent_state_any_count	outside_adjacent_state_both_count	outside_adjacent_state_both_rate	all_parser_statement_final_count	all_parser_statement_final_rate	all_physical_line_final_count	all_physical_line_final_rate	component_export_credit	cross_scope_rank	target_flag	outside_train_eligible	outside_train_cross_scope_rank	outside_train_multichar_rank
lol	lol	UNIVERSAL_3_TO_25_RUNNING	3	10	5	5	3	5	0	3	2	0.600000	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:5	2:5	BIOLOGICAL:5	STATE_CARD:5	1	0	0	1	0.200000	2	0	0.000000	0	0.000000	6	0.600000	ZERO	129	NO	YES	168	163
oiin	oiin	UNIVERSAL_3_TO_25_RUNNING	4	6	5	6	5	0	0	6	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:2|UNMARKED:2	1:2|2:2|4:2	BIOLOGICAL:2|CELESTIAL:2|HERBAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:6	0	0	0	0	0.000000	3	1	0.166667	0	0.000000	0	0.000000	ZERO	130	NO	YES	112	107
olkeey	olkeey	UNIVERSAL_3_TO_25_RUNNING	6	5	5	4	4	1	0	4	0	1.000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:3	1:1|2:3	BIOLOGICAL:3|PHARMA:1	STATE_CARD:4	0	0	0	0	0.000000	3	0	0.000000	0	0.000000	0	0.000000	ZERO	131	NO	YES	139	134
os	os	UNIVERSAL_3_TO_25_RUNNING	2	7	5	7	5	0	1	6	0	0.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3|B:1|UNMARKED:3	1:3|2:1|4:3	CELESTIAL:3|HERBAL:2|SOURCE_SECTION_T:2	NONSTATE_CARD:7	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	132	NO	YES	113	108
qo	qo	UNIVERSAL_3_TO_25_RUNNING	2	10	5	9	4	1	2	7	0	0.777778	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:8	1:1|2:7|5:1	BIOLOGICAL:7|PHARMA:1|SOURCE_SECTION_T:1	NONSTATE_CARD:9	4	0	0	4	0.444444	5	1	0.111111	0	0.000000	0	0.000000	ZERO	133	NO	YES	141	136
qoaiin	qoaiin	UNIVERSAL_3_TO_25_RUNNING	6	5	5	5	5	0	3	2	0	0.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:3	1:2|2:3	BIOLOGICAL:1|HERBAL:2|PHARMA:2	NONSTATE_CARD:5	2	0	0	1	0.200000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	134	NO	YES	115	110
qockhey	qockhey	UNIVERSAL_3_TO_25_RUNNING	7	5	5	3	3	2	0	3	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1	1:2|2:1	BIOLOGICAL:1|PHARMA:2	NONSTATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	135	NO	YES	182	177
qokeody	qokeody	UNIVERSAL_3_TO_25_RUNNING	7	13	5	13	5	0	0	13	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:8|B:5	1:8|2:1|5:4	HERBAL:1|PHARMA:8|SOURCE_SECTION_T:4	NONSTATE_CARD:13	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	136	NO	YES	116	111
qotaiin	qotaiin	UNIVERSAL_3_TO_25_RUNNING	7	12	5	4	2	8	1	3	0	0.750000	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:2	1:2|3:2	HERBAL:4	STATE_CARD:4	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	1	0.083333	ZERO	137	NO	YES	235	230
qotchy	qotchy	UNIVERSAL_3_TO_25_RUNNING	6	7	5	7	5	0	2	3	2	0.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:7	1:7	HERBAL:7	STATE_CARD:7	0	0	0	0	0.000000	5	0	0.000000	0	0.000000	2	0.285714	ZERO	138	NO	YES	118	113
shear	shear	UNIVERSAL_3_TO_25_RUNNING	5	6	5	4	4	2	0	4	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1|UNMARKED:1	1:2|2:1|4:1	BIOLOGICAL:1|CELESTIAL:1|PHARMA:1|SOURCE_SECTION_T:1	NONSTATE_CARD:4	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	139	NO	YES	142	137
sheody	sheody	UNIVERSAL_3_TO_25_RUNNING	6	6	5	6	5	0	0	6	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:3|UNMARKED:1	1:2|3:1|4:1|5:2	CELESTIAL:1|HERBAL:1|PHARMA:2|SOURCE_SECTION_T:2	NONSTATE_CARD:6	1	0	0	1	0.166667	3	0	0.000000	0	0.000000	0	0.000000	ZERO	140	NO	YES	120	115
sho	sho	UNIVERSAL_3_TO_25_RUNNING	3	14	5	14	5	0	4	10	0	0.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:13|UNMARKED:1	1:13|4:1	CELESTIAL:1|HERBAL:10|SOURCE_SECTION_T:3	NONSTATE_CARD:14	0	0	0	0	0.000000	4	0	0.000000	0	0.000000	0	0.000000	ZERO	141	NO	YES	121	116
sol	sol	UNIVERSAL_3_TO_25_RUNNING	3	15	5	7	3	8	5	2	0	0.285714	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:7	2:6|3:1	BIOLOGICAL:6|HERBAL:1	STATE_CARD:7	1	0	0	0	0.000000	5	0	0.000000	0	0.000000	0	0.000000	ZERO	142	NO	YES	204	199
sy	sy	UNIVERSAL_3_TO_25_RUNNING	2	6	5	4	4	2	0	2	2	0.500000	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1|UNMARKED:1	1:2|2:1|4:1	BIOLOGICAL:1|CELESTIAL:1|PHARMA:1|SOURCE_SECTION_T:1	NONSTATE_CARD:4	1	0	0	1	0.250000	1	0	0.000000	0	0.000000	3	0.500000	ZERO	143	NO	YES	144	139
taiin	taiin	UNIVERSAL_3_TO_25_RUNNING	5	5	5	4	4	1	1	3	0	0.750000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:2	1:2|2:1|3:1	BIOLOGICAL:1|HERBAL:2|PHARMA:1	NONSTATE_CARD:4	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	144	NO	YES	145	140
ydaiin	ydaiin	UNIVERSAL_3_TO_25_RUNNING	6	6	5	6	5	0	2	3	1	0.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3|B:1|UNMARKED:2	1:3|4:2|5:1	CELESTIAL:2|HERBAL:2|PHARMA:1|SOURCE_SECTION_T:1	NONSTATE_CARD:6	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	1	0.166667	ZERO	145	NO	YES	123	118
chaiin	chaiin	UNIVERSAL_3_TO_25_RUNNING	6	8	4	8	4	0	0	7	1	0.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:7|B:1	1:7|2:1	HERBAL:8	NONSTATE_CARD:8	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	1	0.125000	ZERO	146	NO	YES	124	119
chedain	chedain	UNIVERSAL_3_TO_25_RUNNING	7	4	4	3	3	1	0	3	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2	1:1|2:1|3:1	BIOLOGICAL:1|HERBAL:1|PHARMA:1	NONSTATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	147	NO	YES	149	144
cheoky	cheoky	UNIVERSAL_3_TO_25_RUNNING	6	5	4	4	3	1	0	3	1	0.750000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1|UNMARKED:1	1:2|4:1|5:1	CELESTIAL:1|PHARMA:2|SOURCE_SECTION_T:1	NONSTATE_CARD:4	0	1	0	0	0.000000	2	0	0.000000	1	0.200000	1	0.200000	ZERO	148	NO	YES	150	145
cthar	cthar	UNIVERSAL_3_TO_25_RUNNING	5	6	4	6	4	0	0	5	1	0.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:5|B:1	1:5|2:1	BIOLOGICAL:1|HERBAL:2|SOURCE_SECTION_T:3	NONSTATE_CARD:6	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	1	0.166667	ZERO	149	NO	YES	127	122
daldy	daldy	UNIVERSAL_3_TO_25_RUNNING	5	4	4	3	3	1	0	0	3	0.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2	1:1|2:2	BIOLOGICAL:2|HERBAL:1	STATE_CARD:3	1	3	1	1	0.333333	1	0	0.000000	4	1.000000	3	0.750000	ZERO	150	NO	YES	160	155
dchedy	dchedy	UNIVERSAL_3_TO_25_RUNNING	6	4	4	3	3	1	2	1	0	0.333333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:3	NONSTATE_CARD:3	2	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	151	NO	YES	161	156
kaiin	kaiin	UNIVERSAL_3_TO_25_RUNNING	5	6	4	6	4	0	0	6	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:3|UNMARKED:1	1:2|2:3|4:1	BIOLOGICAL:3|CELESTIAL:1|SOURCE_SECTION_T:2	NONSTATE_CARD:6	0	0	0	0	0.000000	4	1	0.166667	0	0.000000	0	0.000000	ZERO	152	NO	YES	129	124
kar	kar	UNIVERSAL_3_TO_25_RUNNING	3	5	4	5	4	0	0	5	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:5	2:5	BIOLOGICAL:4|HERBAL:1	NONSTATE_CARD:5	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	153	NO	YES	131	126
kchol	kchol	UNIVERSAL_3_TO_25_RUNNING	5	5	4	5	4	0	0	5	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:5	1:5	HERBAL:5	STATE_CARD:5	0	0	0	0	0.000000	3	0	0.000000	0	0.000000	0	0.000000	ZERO	154	NO	YES	132	127
keedy	keedy	UNIVERSAL_3_TO_25_RUNNING	5	7	4	6	3	1	0	6	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:6	2:6	BIOLOGICAL:6	STATE_CARD:6	1	6	1	1	0.166667	3	2	0.333333	7	1.000000	0	0.000000	ZERO	155	NO	YES	165	160
keol	keol	UNIVERSAL_3_TO_25_RUNNING	4	4	4	4	4	0	0	3	1	0.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4	1:4	HERBAL:2|PHARMA:2	STATE_CARD:4	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	1	0.250000	ZERO	156	NO	YES	133	128
kol	kol	UNIVERSAL_3_TO_25_RUNNING	3	4	4	4	4	0	0	4	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2|UNMARKED:1	1:1|2:1|4:1|5:1	BIOLOGICAL:1|CELESTIAL:1|SOURCE_SECTION_T:2	STATE_CARD:4	0	0	0	0	0.000000	4	1	0.250000	0	0.000000	0	0.000000	ZERO	157	NO	YES	134	129
lor	lor	UNIVERSAL_3_TO_25_RUNNING	3	5	4	5	4	0	1	3	1	0.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:5	2:4|5:1	BIOLOGICAL:4|SOURCE_SECTION_T:1	NONSTATE_CARD:5	0	0	0	0	0.000000	3	0	0.000000	0	0.000000	1	0.200000	ZERO	158	NO	YES	136	131
okeol	okeol	UNIVERSAL_3_TO_25_RUNNING	5	6	4	6	4	0	0	4	2	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3|B:2|UNMARKED:1	1:3|2:2|4:1	BIOLOGICAL:1|CELESTIAL:1|HERBAL:1|PHARMA:3	STATE_CARD:6	1	1	0	1	0.166667	3	1	0.166667	1	0.166667	2	0.333333	ZERO	159	NO	YES	138	133
olchedy	olchedy	UNIVERSAL_3_TO_25_RUNNING	7	7	4	3	2	4	0	3	0	1.000000	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:3	STATE_CARD:3	0	3	0	0	0.000000	2	1	0.333333	7	1.000000	1	0.142857	ZERO	160	NO	YES	223	218
olchey	olchey	UNIVERSAL_3_TO_25_RUNNING	6	5	4	3	3	2	1	2	0	0.666667	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2	1:1|2:2	BIOLOGICAL:2|HERBAL:1	STATE_CARD:3	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	1	0.200000	ZERO	161	NO	YES	175	170
olkedy	olkedy	UNIVERSAL_3_TO_25_RUNNING	6	6	4	5	3	1	0	5	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:5	2:5	BIOLOGICAL:5	STATE_CARD:5	1	5	1	1	0.200000	2	2	0.400000	6	1.000000	0	0.000000	ZERO	162	NO	YES	177	172
om	om	UNIVERSAL_3_TO_25_RUNNING	2	5	4	5	4	0	1	3	1	0.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:5	1:5	HERBAL:2|PHARMA:3	NONSTATE_CARD:5	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	1	0.200000	ZERO	163	NO	YES	140	135
otchey	otchey	UNIVERSAL_3_TO_25_RUNNING	6	5	4	4	3	1	2	2	0	0.500000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|UNMARKED:3	1:1|4:3	CELESTIAL:3|HERBAL:1	STATE_CARD:4	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	164	NO	YES	181	176
qokchdy	qokchdy	UNIVERSAL_3_TO_25_RUNNING	7	6	4	3	3	3	2	1	0	0.333333	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:3	STATE_CARD:3	1	3	1	0	0.000000	0	0	0.000000	6	1.000000	0	0.000000	ZERO	165	NO	YES	183	178
qolchedy	qolchedy	UNIVERSAL_3_TO_25_RUNNING	8	5	4	3	2	2	0	3	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:3	STATE_CARD:3	2	3	2	2	0.666667	3	1	0.333333	5	1.000000	0	0.000000	ZERO	166	NO	YES	233	228
qopchedy	qopchedy	UNIVERSAL_3_TO_25_RUNNING	8	6	4	3	2	3	1	2	0	0.666667	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:3	NONSTATE_CARD:3	1	0	0	1	0.333333	3	0	0.000000	0	0.000000	1	0.166667	ZERO	167	NO	YES	234	229
qotain	qotain	UNIVERSAL_3_TO_25_RUNNING	6	6	4	4	3	2	0	3	1	0.750000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:4	2:4	BIOLOGICAL:4	STATE_CARD:4	1	0	0	1	0.250000	3	0	0.000000	0	0.000000	1	0.166667	ZERO	168	NO	YES	187	182
qotar	qotar	UNIVERSAL_3_TO_25_RUNNING	5	6	4	5	3	1	1	4	0	0.800000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:5	2:4|5:1	BIOLOGICAL:3|HERBAL:1|SOURCE_SECTION_T:1	STATE_CARD:5	1	0	0	1	0.200000	3	2	0.400000	0	0.000000	0	0.000000	ZERO	169	NO	YES	189	184
sair	sair	UNIVERSAL_3_TO_25_RUNNING	4	5	4	4	3	1	3	1	0	0.250000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:3	1:1|2:1|5:2	HERBAL:1|SOURCE_SECTION_T:3	NONSTATE_CARD:4	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	170	NO	YES	193	188
shckhy	shckhy	UNIVERSAL_3_TO_25_RUNNING	6	11	4	10	3	1	0	10	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:10	2:10	BIOLOGICAL:10	NONSTATE_CARD:10	1	0	0	1	0.100000	6	1	0.100000	0	0.000000	0	0.000000	ZERO	171	NO	YES	195	190
shcthy	shcthy	UNIVERSAL_3_TO_25_RUNNING	6	8	4	6	3	2	0	6	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:6	2:2|3:1|5:3	BIOLOGICAL:2|HERBAL:1|SOURCE_SECTION_T:3	NONSTATE_CARD:6	1	0	0	1	0.166667	5	2	0.333333	0	0.000000	0	0.000000	ZERO	172	NO	YES	196	191
shecthy	shecthy	UNIVERSAL_3_TO_25_RUNNING	7	6	4	4	3	2	0	4	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:4	2:3|5:1	BIOLOGICAL:3|SOURCE_SECTION_T:1	NONSTATE_CARD:4	0	0	0	0	0.000000	3	1	0.250000	0	0.000000	0	0.000000	ZERO	173	NO	YES	197	192
sheky	sheky	UNIVERSAL_3_TO_25_RUNNING	5	4	4	3	3	1	0	3	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:1|UNMARKED:1	1:1|4:1|5:1	CELESTIAL:1|SOURCE_SECTION_T:2	NONSTATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	174	NO	YES	199	194
shody	shody	UNIVERSAL_3_TO_25_RUNNING	5	6	4	5	3	1	0	4	1	0.800000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4|B:1	1:4|3:1	HERBAL:1|PHARMA:1|SOURCE_SECTION_T:3	STATE_CARD:5	0	5	0	0	0.000000	2	1	0.200000	6	1.000000	1	0.166667	ZERO	175	NO	YES	200	195
sholdy	sholdy	UNIVERSAL_3_TO_25_RUNNING	6	4	4	4	4	0	0	3	1	0.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3|B:1	1:3|5:1	HERBAL:1|PHARMA:1|SOURCE_SECTION_T:2	STATE_CARD:4	1	0	0	1	0.250000	2	0	0.000000	0	0.000000	1	0.250000	ZERO	176	NO	YES	143	138
tedy	tedy	UNIVERSAL_3_TO_25_RUNNING	4	4	4	3	3	1	0	3	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:3	2:3	BIOLOGICAL:3	STATE_CARD:3	1	3	1	1	0.333333	3	1	0.333333	4	1.000000	0	0.000000	ZERO	177	NO	YES	205	200
yshey	yshey	UNIVERSAL_3_TO_25_RUNNING	5	4	4	4	4	0	4	0	0	0.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2|UNMARKED:1	1:1|2:2|4:1	BIOLOGICAL:2|CELESTIAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:4	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	178	NO	YES	146	141
yty	yty	UNIVERSAL_3_TO_25_RUNNING	3	5	4	5	4	0	0	5	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4|B:1	1:4|3:1	HERBAL:4|PHARMA:1	NONSTATE_CARD:5	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	179	NO	YES	147	142
arol	arol	UNIVERSAL_3_TO_25_RUNNING	4	3	3	2	2	1	0	2	0	1.000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1|UNMARKED:1	2:1|4:1	BIOLOGICAL:1|CELESTIAL:1	STATE_CARD:2	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	1	0.333333	ZERO	180	NO	NO	NA	NA
as	as	UNIVERSAL_3_TO_25_RUNNING	2	4	3	3	2	1	0	3	0	1.000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2	1:1|2:2	BIOLOGICAL:2|PHARMA:1	NONSTATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	181	NO	YES	212	207
chckhey	chckhey	UNIVERSAL_3_TO_25_RUNNING	7	3	3	1	1	2	0	1	0	1.000000	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B:1	2:1	BIOLOGICAL:1	NONSTATE_CARD:1	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	182	NO	NO	NA	NA
chcphy	chcphy	UNIVERSAL_3_TO_25_RUNNING	6	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1	1:2|2:1	BIOLOGICAL:1|HERBAL:2	NONSTATE_CARD:3	0	0	0	0	0.000000	3	0	0.000000	0	0.000000	0	0.000000	ZERO	183	NO	YES	148	143
chockhy	chockhy	UNIVERSAL_3_TO_25_RUNNING	7	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3	1:3	HERBAL:1|PHARMA:2	NONSTATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	184	NO	YES	151	146
chocthy	chocthy	UNIVERSAL_3_TO_25_RUNNING	7	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3	1:3	HERBAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:3	0	0	0	0	0.000000	3	0	0.000000	0	0.000000	0	0.000000	ZERO	185	NO	YES	152	147
chom	chom	UNIVERSAL_3_TO_25_RUNNING	4	3	3	3	3	0	0	1	2	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3	1:3	HERBAL:2|PHARMA:1	NONSTATE_CARD:3	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	2	0.666667	ZERO	186	NO	YES	153	148
chos	chos	UNIVERSAL_3_TO_25_RUNNING	4	5	3	5	3	0	1	4	0	0.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3|UNMARKED:2	1:3|4:2	CELESTIAL:2|HERBAL:1|PHARMA:2	NONSTATE_CARD:5	0	0	0	0	0.000000	2	1	0.200000	0	0.000000	0	0.000000	ZERO	187	NO	YES	154	149
ckhey	ckhey	UNIVERSAL_3_TO_25_RUNNING	5	4	3	4	3	0	0	3	1	0.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3|B:1	1:3|2:1	BIOLOGICAL:1|PHARMA:1|SOURCE_SECTION_T:2	NONSTATE_CARD:4	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	1	0.250000	ZERO	188	NO	YES	155	150
ckhol	ckhol	UNIVERSAL_3_TO_25_RUNNING	5	3	3	3	3	0	0	2	1	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|UNMARKED:1	1:2|4:1	CELESTIAL:1|HERBAL:1|PHARMA:1	STATE_CARD:3	0	1	0	0	0.000000	1	0	0.000000	1	0.333333	1	0.333333	ZERO	189	NO	YES	156	151
cphy	cphy	UNIVERSAL_3_TO_25_RUNNING	4	3	3	3	3	0	0	2	1	0.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3	1:3	HERBAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:3	1	0	0	1	0.333333	1	0	0.000000	0	0.000000	1	0.333333	ZERO	190	NO	YES	157	152
cthaiin	cthaiin	UNIVERSAL_3_TO_25_RUNNING	7	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:3	1:3	HERBAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:3	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	191	NO	YES	158	153
cthal	cthal	UNIVERSAL_3_TO_25_RUNNING	5	4	3	2	2	2	0	2	0	1.000000	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2	1:2	HERBAL:1|SOURCE_SECTION_T:1	NONSTATE_CARD:2	0	0	0	0	0.000000	0	0	0.000000	1	0.250000	1	0.250000	ZERO	192	NO	NO	NA	NA
dam	dam	UNIVERSAL_3_TO_25_RUNNING	3	5	3	4	2	1	0	2	2	0.500000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4	1:4	PHARMA:4	NONSTATE_CARD:4	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	3	0.600000	ZERO	193	NO	YES	216	211
dchol	dchol	UNIVERSAL_3_TO_25_RUNNING	5	3	3	3	3	0	3	0	0	0.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|B:1	1:2|2:1	BIOLOGICAL:1|HERBAL:2	STATE_CARD:3	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	194	NO	YES	162	157
deey	deey	UNIVERSAL_3_TO_25_RUNNING	4	3	3	2	2	1	0	2	0	1.000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:1	1:1|2:1	HERBAL:1|PHARMA:1	NONSTATE_CARD:2	0	0	0	0	0.000000	1	0	0.000000	0	0.000000	0	0.000000	ZERO	195	NO	NO	NA	NA
doiin	doiin	UNIVERSAL_3_TO_25_RUNNING	5	3	3	3	3	0	0	3	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:2|UNMARKED:1	1:2|4:1	CELESTIAL:1|HERBAL:2	NONSTATE_CARD:3	0	0	0	0	0.000000	3	1	0.333333	0	0.000000	0	0.000000	ZERO	196	NO	YES	163	158
dsheol	dsheol	UNIVERSAL_3_TO_25_RUNNING	6	3	3	3	3	0	3	0	0	0.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:1|B:2	1:1|2:1|5:1	BIOLOGICAL:1|PHARMA:1|SOURCE_SECTION_T:1	STATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	197	NO	YES	164	159
kor	kor	UNIVERSAL_3_TO_25_RUNNING	3	4	3	4	3	0	1	3	0	0.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A:4	1:4	HERBAL:1|PHARMA:1|SOURCE_SECTION_T:2	NONSTATE_CARD:4	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	198	NO	YES	166	161
