surface	occurrence_count	physical_pages	gdt516_context_recipe	parsed	candidate_count_capped	candidate_cap_reached	gdt516_recipe_rank	recovery_class	top1_recipe	top1_literal_de	top1_chunk_count	top1_score	top1_path	candidate_1_recipe	candidate_2_recipe	candidate_3_recipe	candidate_4_recipe	candidate_5_recipe
shyshol	1	f4r	SH+Y+SH+OL	YES	74	NO	2	FINITE_TOP5_ALTERNATIVE	Y+SH+OL	POSTEN · HALTEN · FORTSETZEN	2	4.723391	shy=Y@0.5254/31 | shol=SH+OL@0.6727/37	Y+SH+OL	SH+Y+SH+OL	Y+SH+O+L	SH+Y+SH+O+L	Y+SH+OL+D_ADDR
shytchy	1	f4r	SH+Y+T+CH+Y	YES	60	NO	2	FINITE_TOP5_ALTERNATIVE	SH+Y+T+Y	HALTEN · POSTEN · EINSTELLEN · POSTEN	2	7.838899	sh=SH@0.9856/1298 | ytchy=Y+T+Y@1.0000/2	SH+Y+T+Y	SH+Y+T+CH+Y	Y+T+Y	Y+T+CH+Y	Y+Y+T
soaiin	1	f20v	S+O+AIIN	YES	258	NO	1	TOP1_EXACT	S+O+AIIN	WÄHLEN · AUSFÜHRUNG · WERT	2	9.077908	so=S+O@0.8857/31 | aiin=AIIN@0.9958/474	S+O+AIIN	SH+O+AIIN	S+OT+AIIN	S+O+LOCAL_CHAR_I+AIIN	S+O+A_ADDR+IIN
tcheo	1	f66r	T+CH+E+O	YES	7	NO	1	TOP1_EXACT	T+CH+E+O	EINSTELLEN · NEHMEN · GRAD I · AUSFÜHRUNG	1	1.209438	tcheo=T+CH+E+O@1.0000/4	T+CH+E+O	T+CHD+O	T+E+O	T+CH+SH+E+O	T+LOCAL_C+E+O
tocpheey	1	f66r	T+O+CH+P+EE+Y	YES	34	NO	1	TOP1_EXACT	T+O+CH+P+EE+Y	EINSTELLEN · AUSFÜHRUNG · NEHMEN · EINSETZEN · GRAD II · POSTEN	3	12.340328	t=T@0.9408/636 | ocph=O+CH+P@0.6364/7 | eey=EE+Y@0.9833/235	T+O+CH+P+EE+Y	T+CH+CH+P+E+E+Y	OT+CH+P+EE+Y	T+O+CH+P+E+E+Y	OT+CH+P+E+E+Y
todeeey	1	f66r	T+O+D_ADDR+EEE+Y	YES	45	NO	2	FINITE_TOP5_ALTERNATIVE	T+O+EEE+Y	EINSTELLEN · AUSFÜHRUNG · GRAD III · POSTEN	2	3.876666	tod=T+O@1.0000/2 | eeey=EEE+Y@1.0000/23	T+O+EEE+Y	T+O+D_ADDR+EEE+Y	T+O+D_ADDR+EE+E+Y	T+O+E+EE+Y	T+O+EE+E+Y
tolchedy	1	f66r	T+OL+CHD+DY	YES	183	NO	1	TOP1_EXACT	T+OL+CHD+DY	EINSTELLEN · FORTSETZEN · BEARBEITEN · SCHLUSS	2	7.215714	t=T@0.9408/636 | olchedy=OL+CHD+DY@0.6000/9	T+OL+CHD+DY	T+OL+CHD+Y	T+O+L+CHD+DY	OT+L+CHD+DY	T+OL+CH+E+DY
tolshy	1	f20v	T+OL+SH+Y	YES	26	NO	1	TOP1_EXACT	T+OL+SH+Y	EINSTELLEN · FORTSETZEN · HALTEN · POSTEN	2	7.033393	t=T@0.9408/636 | olshy=OL+SH+Y@1.0000/2	T+OL+SH+Y	T+OL+Y	T+O+L+SH+Y	OT+L+SH+Y	T+OL+S+Y
tosheo	1	f66r	T+O+SH+E+O	YES	16	NO	1	TOP1_EXACT	T+O+SH+E+O	EINSTELLEN · AUSFÜHRUNG · HALTEN · GRAD I · AUSFÜHRUNG	2	6.527928	t=T@0.9408/636 | osheo=O+SH+E+O@1.0000/1	T+O+SH+E+O	T+O+S+E+O	OT+SH+E+O	T+O+S+SH+E+O	T+O+SH+E+O+D_ADDR
tshokeody	1	f31r	T+SH+OK+E+O+D_ADDR+Y	YES	158	NO	1	TOP1_EXACT	T+SH+OK+E+O+D_ADDR+Y	EINSTELLEN · HALTEN · SETZEN · GRAD I · AUSFÜHRUNG · HIER · POSTEN	2	2.895129	tsh=T+SH@0.6452/20 | okeody=OK+E+O+D_ADDR+Y@0.8333/5	T+SH+OK+E+O+D_ADDR+Y	T+SH+O+K+E+O+DY	T+OK+E+O+D_ADDR+Y	T+SH+Y+OK+E+O+D_ADDR	SH+OK+E+O+D_ADDR+Y
tydy	1	f4r	T+Y+DY	YES	9	NO	1	TOP1_EXACT	T+Y+DY	EINSTELLEN · POSTEN · SCHLUSS	2	8.432676	t=T@0.9408/636 | ydy=Y+DY@1.0000/10	T+Y+DY	T+Y+Y	T+Y+D_ADDR+Y	Y+T+DY	Y+T+D_ADDR+Y
x	3	f66r	LOCAL_X	YES	1	NO	1	TOP1_EXACT	LOCAL_X	[LOCAL_X:LOKAL]	1	9.110440	x=LOCAL_X@1.0000/10000	LOCAL_X	NONE	NONE	NONE	NONE
yches	1	f31r	Y+CH+E+S	YES	24	NO	1	TOP1_EXACT	Y+CH+E+S	POSTEN · NEHMEN · GRAD I · WÄHLEN	2	10.161735	y=Y@0.9841/2848 | ches=CH+E+S@1.0000/13	Y+CH+E+S	Y+S	Y+E+S	Y+CH+E+SH	CHD+Y+S
ykeedar	1	f31r	Y+K+EE+D_ADDR+AR	YES	81	NO	1	TOP1_EXACT	Y+K+EE+D_ADDR+AR	POSTEN · GEBEN · GRAD II · HIER · AUSGANG	2	6.633420	ykeed=Y+K+EE+D_ADDR@0.6667/4 | ar=AR@0.9768/590	Y+K+EE+D_ADDR+AR	K+EE+D_ADDR+Y+AR	Y+K+E+E+D_ADDR+AR	K+EE+Y+D_ADDR+AR	Y+K+D_ADDR+AR
ykeol	1	f66r	Y+K+E+OL	YES	10	NO	1	TOP1_EXACT	Y+K+E+OL	POSTEN · GEBEN · GRAD I · FORTSETZEN	1	0.698612	ykeol=Y+K+E+OL@1.0000/2	Y+K+E+OL	Y+K+E+O+L	Y+K+E+O+D_ADDR+L	Y+OL+K+E	K+E+O+DY+L
ykesho	1	f66r	Y+K+E+SH+O	YES	9	NO	1	TOP1_EXACT	Y+K+E+SH+O	POSTEN · GEBEN · GRAD I · HALTEN · AUSFÜHRUNG	2	7.696525	ykesh=Y+K+E+SH@1.0000/2 | o=O@0.9497/1340	Y+K+E+SH+O	Y+K+E+O	Y+K+E+S+O	Y+K+E+S_ADDR+O	Y+K+E+O+O
ykoiin	1	f20v	Y+K+O+IIN	YES	72	NO	1	TOP1_EXACT	Y+K+O+IIN	POSTEN · GEBEN · AUSFÜHRUNG · STUFE	2	9.132116	y=Y@0.9841/2848 | koiin=K+O+IIN@1.0000/4	Y+K+O+IIN	Y+K+O+AIIN	Y+OK+IIN	Y+OK+AIIN	Y+K+O+AIN
ykshedy	1	f66r	Y+K+SH+E+DY	YES	47	NO	1	TOP1_EXACT	Y+K+SH+E+DY	POSTEN · GEBEN · HALTEN · GRAD I · SCHLUSS	2	9.252866	yk=Y+K@0.8961/138 | shedy=SH+E+DY@0.9815/159	Y+K+SH+E+DY	SH+E+DY	SH+E+D_ADDR+Y	SH+E+Y	Y+K+SH+E+D_ADDR+Y
ypches	1	f66r	Y+P+CH+E+S	YES	85	NO	1	TOP1_EXACT	Y+P+CH+E+S	POSTEN · EINSETZEN · NEHMEN · GRAD I · WÄHLEN	2	4.628570	yp=Y+P@0.8421/16 | ches=CH+E+S@1.0000/13	Y+P+CH+E+S	Y+P+E+S	CH+Y+P+E+S	D_ADDR+Y+P+E+S	P+CH+Y+E+S
yshedair	1	f31r	Y+SH+E+D_ADDR+AIR	YES	302	NO	2	FINITE_TOP5_ALTERNATIVE	SH+E+DY+AIR	HALTEN · GRAD I · SCHLUSS · BAHN	2	4.885335	yshed=SH+E+DY@1.0000/2 | air=AIR@0.9367/74	SH+E+DY+AIR	Y+SH+E+D_ADDR+AIR	SH+E+Y+D_ADDR+AIR	SH+E+DY+D_ADDR+AIR	Y+SH+E+AIR
ysheeod	1	f66r	Y+SH+EE+O+D_ADDR	YES	62	NO	1	TOP1_EXACT	Y+SH+EE+O+D_ADDR	POSTEN · HALTEN · GRAD II · AUSFÜHRUNG · HIER	2	5.032203	ysh=Y+SH@1.0000/13 | eeod=EE+O+D_ADDR@0.9500/19	Y+SH+EE+O+D_ADDR	Y+SH+E+E+O+D_ADDR	SH+EE+Y+O+D_ADDR	Y+EE+O+D_ADDR	Y+SH+E+E+O
ytarody	1	f66r	Y+T+AR+O+DY	YES	77	NO	1	TOP1_EXACT	Y+T+AR+O+DY	POSTEN · EINSTELLEN · AUSGANG · AUSFÜHRUNG · SCHLUSS	2	5.055553	ytar=Y+T+AR@1.0000/11 | ody=O+DY@0.5630/67	Y+T+AR+O+DY	Y+T+AR+O+D_ADDR+Y	Y+T+AR+O+Y	Y+T+D_ADDR+AR+O+Y	Y+T+A_ADDR+R+O+DY
ytoy	1	f4r	Y+T+O+Y	YES	4	NO	1	TOP1_EXACT	Y+T+O+Y	POSTEN · EINSTELLEN · AUSFÜHRUNG · POSTEN	2	9.927542	yto=Y+T+O@0.9231/12 | y=Y@0.9841/2848	Y+T+O+Y	T+O+DY+Y	T+Y+O+Y	Y+OT+Y	NONE
