surface_option_id	surface	execution_domain	finite_recipe_option_count_for_surface_domain	record_roles	exact_event_recipe	reading_variant_count	surface_default_reading_de	event_count	physical_pages	owners_de	source_event_ids	lookup_policy
G517-S0832	lshl	PROSE_STREAM	1	RUNNING_RECIPE_CARD	L+SH+L	1	ABLAUF BEI F81R_UPPER_POOL: VERBINDUNG · HALTEN · VERBINDUNG	1	f81r	F81R_UPPER_POOL	G404-E0309	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0833	lsho	PROSE_STREAM	1	RUNNING_RECIPE_CARD	L+SH+O	1	ABLAUF BEI gemeinsames zweireihiges Badfeld: VERBINDUNG · HALTEN · [O:STEUERUNG=AUSFÜHRUNG]	1	f81v	gemeinsames zweireihiges Badfeld	P912-E1047	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0834	ltaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	L+T+AIIN	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: VERBINDUNG · EINSTELLEN · WERT	1	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0329	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0835	ltain	PROSE_STREAM	1	RUNNING_RECIPE_CARD	L+T+AIN	1	ABLAUF BEI großes Bad-/Stationsblatt mit dreieckiger Insel: VERBINDUNG · EINSTELLEN · ANTEIL	1	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0461	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0836	ltary	PROSE_STREAM	1	RUNNING_RECIPE_CARD	L+T+AR+Y	1	ABLAUF BEI gemeinsames zweireihiges Badfeld: VERBINDUNG · EINSTELLEN · AUSGANG · POSTEN	1	f81v	gemeinsames zweireihiges Badfeld	P912-E0999	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0837	ltedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	L+T+E+DY	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f75r|f81v	gemeinsames zweireihiges Badfeld | großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0744|P912-E1045	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0838	lteedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	L+T+EE+D_ADDR+Y	1	ABLAUF BEI mehrere getrennte Bad- und Leitungsstationen: VERBINDUNG · EINSTELLEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · POSTEN	1	f82r	mehrere getrennte Bad- und Leitungsstationen	P912-E1246	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0839	ltsholy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	L+T+SH+OL+Y	1	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: VERBINDUNG · EINSTELLEN · HALTEN · FORTSETZEN · POSTEN	1	f66r	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	G515-E0539	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0840	ly	PROSE_STREAM	1	RUNNING_RECIPE_CARD	L+Y	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f75r|f81r|f81v	F81R_UPPER_POOL | gemeinsames zweireihiges Badfeld | großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0449|G404-E0367|P912-E1082	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0841	mol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	M_LOCAL+OL	1	ABLAUF BEI abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: [M_LOCAL:STEUERUNG=HIER] · FORTSETZEN	1	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	P1003-E0070	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0842	o	LOCAL_RECORD	2	BATH_OR_OUTLET_STATION|LOCAL_CLASS_OR_NAME_CARD|MARGINAL_SIGN_CARD|STAR_BEARING_RING_POSITION	O	4	EREIGNISKONTEXT_WAEHLT_AUS_4_LESARTEN	11	f66r|f69v|f70v|f72r|f77r	Fischrad mit Stern tragenden Figuren | Name oder Kennung fuer untere Gefaess-/Beckenstation | drei getrennte heterogene Himmelsraeder | lokale Kennung für Tierkreis-Ringgruppe H | sichtbare Folge einzelner Randzeichen von f66r	P912-E2014|P912-E2040|P912-E2249|P912-E2348|P1008-E0416|P1003-E0412|G515-E0270|G515-E0275|G515-E0285|G515-E0292|G515-E0296	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0843	o	LOCAL_RECORD	2	SECTION_MARKER	SECTION_MARKER	1	ABSCHNITTSMARKE o	1	f76r	Merkzeichen für unbebilderter Textabschnitt A5	P1008-E0639	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0844	o	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O	14	EREIGNISKONTEXT_WAEHLT_AUS_14_LESARTEN	19	f10r|f17r|f1r|f24v|f56r|f72r|f75r|f76r|f83r|f89r	F1R_TEXT_BLOCK_D | F24V_WHOLE_PLANT | Gefäß-/Pflanzenteilgruppe F | Tierkreis-Ringgruppe B | Tierkreis-Ringgruppe C | Tierkreis-Ringgruppe D | Tierkreis-Ringgruppe G | Tierkreis-Ringgruppe H | Variantenatlas lokaler Becken und Anwendungen | abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen | großes Bad-/Stationsblatt mit dreieckiger Insel | stachelköpfiges Kraut in mehreren Reifestufen | unbebilderter Textabschnitt A8 | zweiknolliges blauköpfiges Heilkraut	G404-E0181|P912-E0020|P1003-E0062|G404-E0222|G404-E0224|G404-E0278|P912-E0335|P1008-E0169|P1008-E0183|P1008-E0211|P1008-E0229|P1008-E0324|P1008-E0370|P1008-E0386|P912-E0712|P1008-E0837|P912-E1464|P1008-E1317|P1008-E1394	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0845	oaiin	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	O+AIIN	1	AUSFÜHRUNG · WERT	1	f72r	lokale Kennung für Tierkreis-Ringgruppe A	P1008-E0129	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0846	oaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+AIIN	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f55v|f67r2	große aromatische Doldenpflanze | zwei getrennte Himmelsräder und Tabelle	P912-E0304|P912-E1922	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0847	oain	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+AIN	1	ABLAUF BEI sechzehn Drogenposten und drei Gefäßansätze: [O:STEUERUNG=AUSFÜHRUNG] · ANTEIL	1	f88r	sechzehn Drogenposten und drei Gefäßansätze	P912-E2388	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0848	oalcheg	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	O+AL+CH+E+G_LABEL	1	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: [O:STEUERUNG=AUSFÜHRUNG] · ZIELORT · NEHMEN · [E:STEUERUNG=GRAD I] · [G_LABEL:LOKALSTRUKTUR=VARIANTE]	1	f70v	Widderrad mit Stern tragenden Figuren	P912-E2191	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0849	oar	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+AR	1	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · AUSGANG	1	f69v	drei getrennte heterogene Himmelsraeder	P912-E2142	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0850	oaram	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+AR+AM_ADDR	1	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · AUSGANG · [AM_ADDR:LOKALSTRUKTUR=HIER]	1	f69v	drei getrennte heterogene Himmelsraeder	P912-E2054	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0851	ochdy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CHD+Y	1	ABLAUF BEI F24V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · BEARBEITEN · POSTEN	1	f24v	F24V_WHOLE_PLANT	G404-E0298	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0852	ochedar	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CHD+AR	1	ABLAUF BEI F81R_LOWER_POOL: [O:STEUERUNG=AUSFÜHRUNG] · BEARBEITEN · AUSGANG	1	f81r	F81R_LOWER_POOL	G404-E0407	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0853	ochedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CHD+Y	1	ABLAUF BEI große aromatische Doldenpflanze: [O:STEUERUNG=AUSFÜHRUNG] · BEARBEITEN · POSTEN	1	f55v	große aromatische Doldenpflanze	P912-E0256	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0854	ocheol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CH+E+O+L	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe F: [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG	1	f89r	Gefäß-/Pflanzenteilgruppe F	P1008-E1389	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0855	ochey	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	O+CH+E+Y	1	AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN	1	f72r	lokale Kennung für Tierkreis-Ringgruppe H	P1008-E0413	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0856	ochey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CH+E+Y	1	ABLAUF BEI erste lokale Figuren-/Sternringgruppe: [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	1	f71v	erste lokale Figuren-/Sternringgruppe	P1003-E0573	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0857	ochol	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	O+OL	1	AUSFÜHRUNG · FORTSETZEN	1	f72r	lokale Kennung für Tierkreis-Ringgruppe A	P1008-E0142	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0858	ochol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+OL	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f1r|f67r2	F1R_TEXT_BLOCK_D | zwei getrennte Himmelsräder und Tabelle	G404-E0196|P912-E1822	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0859	ochoyk	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	O+CH+O+Y+K	1	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN · GEBEN	1	f69v	drei getrennte heterogene Himmelsraeder	P912-E2115	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0860	ochy	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+Y	1	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	1	f70v	Widderrad mit Stern tragenden Figuren	P912-E2150	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0861	ockhey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CH+K+E+Y	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f83r|f89r	Gefäß-/Pflanzenteilgruppe E | Variantenatlas lokaler Becken und Anwendungen	P912-E1571|P1008-E1293	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0862	ockhy	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+CKH+Y	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f68r1|f69v	drei getrennte heterogene Himmelsraeder | mehrteiliger Sternatlas mit lokalen Zentren	P912-E1983|P912-E2055	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0863	ockhy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CH+K+Y	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f67r2|f89r	Gefäß-/Pflanzenteilgruppe E | zwei getrennte Himmelsräder und Tabelle	P912-E1853|P1008-E1291	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0864	ocphoraiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CH+P+OR+AIIN	1	ABLAUF BEI F24V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSETZEN · EINHEIT · WERT	1	f24v	F24V_WHOLE_PLANT	G404-E0221	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0865	ocphy	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+CPH+Y	1	KOORDINATE/KATALOGEINTRAG BEI mehrteiliger Sternatlas mit lokalen Zentren: [O:STEUERUNG=AUSFÜHRUNG] · [CPH:LOKALSTRUKTUR=GEGENPLATZ] · POSTEN	1	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	P912-E1993	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0866	octheol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CH+T+E+OL	1	ABLAUF BEI mehrere getrennte Bad- und Leitungsstationen: [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · FORTSETZEN	1	f82r	mehrere getrennte Bad- und Leitungsstationen	P912-E1136	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0867	octheolarl	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CH+T+E+OL+AR+L	1	ABLAUF BEI Tierkreis-Ringgruppe J: [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · FORTSETZEN · AUSGANG · VERBINDUNG	1	f72r	Tierkreis-Ringgruppe J	P1008-E0464	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0868	octhey	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+CTH+E+Y	1	KOORDINATE/KATALOGEINTRAG BEI mehrteiliger Sternatlas mit lokalen Zentren: [O:STEUERUNG=AUSFÜHRUNG] · [CTH:LOKALSTRUKTUR=BEREITSCHAFTSKLASSE] · [E:STEUERUNG=GRAD I] · POSTEN	1	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	P912-E1975	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0869	octho	LOCAL_RECORD	1	STAR_BEARING_RING_POSITION	LOCAL_LABEL_PACKAGE::G473-E118	1	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	1	f72r	lokale Kennung für Tierkreis-Ringgruppe I	P1008-E0457	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0870	octhody	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CH+T+O+D_ADDR+Y	1	ABLAUF BEI zweiknolliges blauköpfiges Heilkraut: [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	1	f10r	zweiknolliges blauköpfiges Heilkraut	P912-E0003	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0871	octhole	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CH+T+OL+E	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · FORTSETZEN · [E:STEUERUNG=GRAD I]	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1842	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0872	octhor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CH+T+OR	1	ABLAUF BEI große abgebildete Blütenpflanze: [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · EINHEIT	1	f18r	große abgebildete Blütenpflanze	P1008-E0008	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0873	octhyl	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+CH+T+Y+L	1	ABLAUF BEI F24V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · POSTEN · VERBINDUNG	1	f24v	F24V_WHOLE_PLANT	G404-E0236	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0874	octhys	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	O+CTH+Y+S	1	ANWEISUNG BEI zwei lokale Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [CTH:LOKALSTRUKTUR=BEREITSCHAFTSKLASSE] · POSTEN · WÄHLEN	1	f67r2	zwei lokale Himmelsraeder	P912-E1889	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0875	odaeiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+DA+E+IIN	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [O:STEUERUNG=AUSFÜHRUNG] · [DA:STEUERUNG=ZWEITE STUFE] · [E:STEUERUNG=GRAD I] · [IIN:STEUERUNG=STUFE]	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1785	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0876	odaiiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+DA+LOCAL_CHAR_I+IIN	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [O:STEUERUNG=AUSFÜHRUNG] · [DA:STEUERUNG=ZWEITE STUFE] · [LOCAL_CHAR_I:STEUERUNG=VARIANTE] · [IIN:STEUERUNG=STUFE]	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1863	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0877	odaiim	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+D_ADDR+AIIN+M_LOCAL	1	ABLAUF BEI F24V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · WERT · [M_LOCAL:STEUERUNG=HIER]	1	f24v	F24V_WHOLE_PLANT	G404-E0300	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0878	odaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+D_ADDR+AIIN	6	EREIGNISKONTEXT_WAEHLT_AUS_6_LESARTEN	6	f10r|f1r|f24v|f81r|f88v|f95v	F1R_TEXT_BLOCK_C | F24V_WHOLE_PLANT | F81R_LOWER_POOL | F95V_WHOLE_PLANT | zweiknolliges blauköpfiges Heilkraut | zweite Gefaess-/Zutatengruppe	G404-E0100|P912-E0089|G404-E0245|G404-E0423|P1003-E0494|G404-E0614	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0879	odain	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+D_ADDR+AIN	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · ANTEIL	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1935	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0880	odair	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	O+D_ADDR+AIR	1	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · BAHN	1	f69v	drei getrennte heterogene Himmelsraeder	P912-E2036	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0881	odair	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD	O+D_ADDR+AIR	1	KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer: [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · BAHN	1	f66r	sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer	G515-E0421	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0882	odal	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD|RUNNING_RECIPE_CARD	O+DA+L	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f4r|f67r2	abgebildete Ganzpflanze auf f4r | zwei getrennte Himmelsräder und Tabelle	P912-E1831|G515-E0053	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0883	odar	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+D_ADDR+AR	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f1r|f75r	F1R_TEXT_BLOCK_B | großes Bad-/Stationsblatt mit dreieckiger Insel	G404-E0047|P912-E0630	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0884	odas	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+DA+S	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [O:STEUERUNG=AUSFÜHRUNG] · [DA:STEUERUNG=ZWEITE STUFE] · WÄHLEN	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1826	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0885	odchecthy	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	O+D_ADDR+CH+E+CTH+Y	1	ANWEISUNG BEI mehrteiliger Sternatlas mit lokalen Zentren: [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · NEHMEN · [E:STEUERUNG=GRAD I] · [CTH:LOKALSTRUKTUR=BEREITSCHAFTSKLASSE] · POSTEN	1	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	P912-E1971	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0886	odchees	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+D_ADDR+CH+EE+S	1	ABLAUF BEI F24V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · NEHMEN · [EE:STEUERUNG=GRAD II] · WÄHLEN	1	f24v	F24V_WHOLE_PLANT	G404-E0237	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0887	odl	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+D_ADDR+L	1	ABLAUF BEI blühender dreikroniger Sodenstock: [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · VERBINDUNG	1	f11r	blühender dreikroniger Sodenstock	P912-E0136	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0888	odor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+D_ADDR+OR	1	ABLAUF BEI F24V_WHOLE_PLANT: [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · EINHEIT	1	f24v	F24V_WHOLE_PLANT	G404-E0286	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0889	odory	LOCAL_RECORD	1	DRUG_OR_INGREDIENT_OBJECT	LOCAL_LABEL_PACKAGE::G473-E161	1	[DROGENNAME:od] · EINHEIT · POSTEN	1	f89r	lokale Kennung für Gefäß-/Pflanzenteilgruppe D	P1008-E1179	EVENT_PACKAGE_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0890	ods	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+D_ADDR+S	1	ABLAUF BEI abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · WÄHLEN	1	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	P1003-E0019	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0891	ody	LOCAL_RECORD	1	LOCAL_CLASS_OR_NAME_CARD	O+DY	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	3	f69v|f70v	Fischrad mit Stern tragenden Figuren | drei getrennte heterogene Himmelsraeder	P912-E2077|P912-E2242|P912-E2277	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0892	ody	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+DY	4	EREIGNISKONTEXT_WAEHLT_AUS_4_LESARTEN	5	f10r|f55v|f81r|f95v	F81R_LOWER_POOL | F95V_WHOLE_PLANT | große aromatische Doldenpflanze | zweiknolliges blauköpfiges Heilkraut	P912-E0039|P912-E0258|P912-E0263|G404-E0449|G404-E0677	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0893	oear	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+E+AR	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · AUSGANG	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1830	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0894	oeckhy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+E+CH+K+Y	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe E: [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · NEHMEN · GEBEN · POSTEN	1	f89r	Gefäß-/Pflanzenteilgruppe E	P1008-E1284	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0895	oedain	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+E+D_ADDR+AIN	1	ABLAUF BEI große aromatische Doldenpflanze: [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · [D_ADDR:STEUERUNG=HIER] · ANTEIL	1	f55v	große aromatische Doldenpflanze	P912-E0230	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0896	oeeed	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+EEE+D_ADDR	1	ABLAUF BEI große aromatische Doldenpflanze: [O:STEUERUNG=AUSFÜHRUNG] · [EEE:STEUERUNG=GRAD III] · [D_ADDR:STEUERUNG=HIER]	1	f55v	große aromatische Doldenpflanze	P912-E0234	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0897	oeeedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	O+EEE+DY	1	ABLAUF BEI F81R_UPPER_POOL: [O:STEUERUNG=AUSFÜHRUNG] · [EEE:STEUERUNG=GRAD III] · [DY:STEUERUNG=SCHLUSS]	1	f81r	F81R_UPPER_POOL	G404-E0389	INVARIANT_PROSE_SURFACE_RECIPE
