replay_ordinal	source_event_id	physical_page	statement_id	card_ordinal_in_statement	surface	content_role	recipe	incoming_action	incoming_argument	raw_gdt451_decision	raw_gdt451_route	blocked_factor_rules	gdt517_final_decision	gdt517_final_route	finite_override	outgoing_action	outgoing_argument	state_policy
183	G515-E0183	f31r	G515-S010	23	chedy	ORDERED_INSTRUCTION_CARD	CHD+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
184	G515-E0184	f31r	G515-S010	24	qokey	ORDERED_INSTRUCTION_CARD	OK+E+Y	CHD	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
185	G515-E0185	f31r	G515-S010	25	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	AIIN	ACCEPTED_CARD_ADVANCES_STATE
186	G515-E0186	f31r	G515-S010	26	sheeody	ORDERED_INSTRUCTION_CARD	SH+EE+O+D_ADDR+Y	OK	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
187	G515-E0187	f31r	G515-S010	27	qokeor	ORDERED_INSTRUCTION_CARD	OK+E+OR	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	OR	ACCEPTED_CARD_ADVANCES_STATE
188	G515-E0188	f31r	G515-S011	1	tshokeody	ORDERED_INSTRUCTION_CARD	T+SH+OK+E+O+D_ADDR+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
189	G515-E0189	f31r	G515-S011	2	qokedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
190	G515-E0190	f31r	G515-S012	1	qotedy	ITINERARY_OR_ADDRESS_CARD	OT+E+DY	NONE	NONE	STOP	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	CLOSE:NO_ACTIVE_ACTION	READ_ROLE_CONTAINER	ROLE_CONTAINER_DOES_NOT_EXECUTE_CLOSE	ROLE_SEPARATION	NONE	NONE	ROLE_CARD_PRESERVES_STREAM_STATE
191	G515-E0191	f31r	G515-S013	1	chepos	ORDERED_INSTRUCTION_CARD	CH+E+P+O+S	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	NONE	ACCEPTED_CARD_ADVANCES_STATE
192	G515-E0192	f31r	G515-S013	2	cheda	ORDERED_INSTRUCTION_CARD	CHD+A_ADDR	S	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	NONE	ACCEPTED_CARD_ADVANCES_STATE
193	G515-E0193	f31r	G515-S013	3	s	ORDERED_INSTRUCTION_CARD	S	CHD	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	NONE	ACCEPTED_CARD_ADVANCES_STATE
194	G515-E0194	f31r	G515-S013	4	aiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	S	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	AIIN	ACCEPTED_CARD_ADVANCES_STATE
195	G515-E0195	f31r	G515-S013	5	dal	COORDINATE_OR_CATALOGUE_CARD	AL	S	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	AIIN	ACCEPTED_CARD_ADVANCES_STATE
196	G515-E0196	f31r	G515-S013	6	ykeedar	ORDERED_INSTRUCTION_CARD	Y+K+EE+D_ADDR+AR	S	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
197	G515-E0197	f31r	G515-S013	7	saiin	ORDERED_INSTRUCTION_CARD	S+AIIN	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	AIIN	ACCEPTED_CARD_ADVANCES_STATE
198	G515-E0198	f31r	G515-S013	8	checkhey	ORDERED_INSTRUCTION_CARD	CH+E+CH+K+E+Y	S	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
199	G515-E0199	f31r	G515-S013	9	sheol	ORDERED_INSTRUCTION_CARD	SH+E+OL	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
200	G515-E0200	f31r	G515-S013	10	qokedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
201	G515-E0201	f31r	G515-S014	1	ykeedy	ORDERED_INSTRUCTION_CARD	Y+K+EE+D_ADDR+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
202	G515-E0202	f31r	G515-S014	2	chedy	ORDERED_INSTRUCTION_CARD	CHD+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
203	G515-E0203	f31r	G515-S014	3	ldy	COORDINATE_OR_CATALOGUE_CARD	L+DY	CHD	Y	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
204	G515-E0204	f31r	G515-S015	1	shedy	ORDERED_INSTRUCTION_CARD	SH+E+DY	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	NONE	ACCEPTED_CARD_ADVANCES_STATE
205	G515-E0205	f31r	G515-S016	1	qokedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	NONE	ACCEPTED_CARD_ADVANCES_STATE
206	G515-E0206	f31r	G515-S017	1	cheol	ORDERED_INSTRUCTION_CARD	CH+E+O+L	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	NONE	ACCEPTED_CARD_ADVANCES_STATE
207	G515-E0207	f31r	G515-S017	2	cheod	ORDERED_INSTRUCTION_CARD	CH+E+O+D_ADDR	CH	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	NONE	ACCEPTED_CARD_ADVANCES_STATE
208	G515-E0208	f31r	G515-S017	3	qokeody	ORDERED_INSTRUCTION_CARD	OK+E+O+D_ADDR+Y	CH	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
209	G515-E0209	f31r	G515-S017	4	cheol	ORDERED_INSTRUCTION_CARD	CH+E+O+L	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
210	G515-E0210	f31r	G515-S017	5	checthy	ORDERED_INSTRUCTION_CARD	CH+T+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
211	G515-E0211	f31r	G515-S017	6	daiir	ORDERED_INSTRUCTION_CARD	DA+IIN+R	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	R	Y	ACCEPTED_CARD_ADVANCES_STATE
212	G515-E0212	f31r	G515-S017	7	sheeo	ORDERED_INSTRUCTION_CARD	SH+EE+O	R	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
213	G515-E0213	f31r	G515-S017	8	shcthey	ORDERED_INSTRUCTION_CARD	SH+CH+T+E+Y	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
214	G515-E0214	f31r	G515-S017	9	okeol	ORDERED_INSTRUCTION_CARD	OK+E+OL	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
215	G515-E0215	f31r	G515-S018	1	tol	ORDERED_INSTRUCTION_CARD	T+OL	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	NONE	ACCEPTED_CARD_ADVANCES_STATE
216	G515-E0216	f31r	G515-S018	2	shso	ORDERED_INSTRUCTION_CARD	SH+S+O	T	NONE	STOP	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	PAIR:SH>S	READ_AMBER	FINITE_SELECTED_SH_GT_S_DIRECT_PAIR_LICENSE	ONE_SELECTED_DIRECT_PAIR	S	NONE	ACCEPTED_CARD_ADVANCES_STATE
217	G515-E0217	f31r	G515-S018	3	okedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	S	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	NONE	ACCEPTED_CARD_ADVANCES_STATE
218	G515-E0218	f31r	G515-S019	1	okedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	NONE	ACCEPTED_CARD_ADVANCES_STATE
219	G515-E0219	f31r	G515-S020	1	qokedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	NONE	ACCEPTED_CARD_ADVANCES_STATE
220	G515-E0220	f31r	G515-S021	1	qokeedy	ORDERED_INSTRUCTION_CARD	OK+EE+DY	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	NONE	ACCEPTED_CARD_ADVANCES_STATE
221	G515-E0221	f31r	G515-S022	1	dar	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	NONE	NONE	ACCEPTED_CARD_ADVANCES_STATE
222	G515-E0222	f31r	G515-S022	2	shedshey	ORDERED_INSTRUCTION_CARD	SH+E+D_ADDR+SH+E+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
223	G515-E0223	f31r	G515-S022	3	olsheol	ORDERED_INSTRUCTION_CARD	OL+K+E+OL	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
224	G515-E0224	f31r	G515-S022	4	qokchy	ORDERED_INSTRUCTION_CARD	OK+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
225	G515-E0225	f31r	G515-S022	5	dal	COORDINATE_OR_CATALOGUE_CARD	AL	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
226	G515-E0226	f31r	G515-S022	6	chey	COORDINATE_OR_CATALOGUE_CARD	Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
227	G515-E0227	f31r	G515-S022	7	deey	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+EE+Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
228	G515-E0228	f31r	G515-S022	8	kchy	ORDERED_INSTRUCTION_CARD	K+Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
229	G515-E0229	f31r	G515-S022	9	keey	ORDERED_INSTRUCTION_CARD	K+EE+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
230	G515-E0230	f31r	G515-S022	10	okaiiin	ORDERED_INSTRUCTION_CARD	OK+A_ADDR+LOCAL_CHAR_I+IIN	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
231	G515-E0231	f31r	G515-S022	11	ykeey	ORDERED_INSTRUCTION_CARD	Y+K+EE+Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
232	G515-E0232	f31r	G515-S022	12	qoaiin	COORDINATE_OR_CATALOGUE_CARD	CARRIER_Q+O+AIIN	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	AIIN	ACCEPTED_CARD_ADVANCES_STATE
233	G515-E0233	f31r	G515-S022	13	yches	ORDERED_INSTRUCTION_CARD	Y+CH+E+S	K	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
234	G515-E0234	f31r	G515-S022	14	okedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
235	G515-E0235	f31r	G515-S023	1	sheey	ORDERED_INSTRUCTION_CARD	SH+EE+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
236	G515-E0236	f31r	G515-S023	2	chedaiin	ORDERED_INSTRUCTION_CARD	CHD+AIIN	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	AIIN	ACCEPTED_CARD_ADVANCES_STATE
237	G515-E0237	f31r	G515-S023	3	dar	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR	CHD	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	AIIN	ACCEPTED_CARD_ADVANCES_STATE
238	G515-E0238	f31r	G515-S023	4	olsheor	ORDERED_INSTRUCTION_CARD	OL+SH+E+OR	CHD	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
239	G515-E0239	f31r	G515-S023	5	qoekedy	ORDERED_INSTRUCTION_CARD	CARRIER_Q+O+E+K+E+DY	SH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	OR	ACCEPTED_CARD_ADVANCES_STATE
240	G515-E0240	f31r	G515-S024	1	otedy	ITINERARY_OR_ADDRESS_CARD	OT+E+DY	NONE	NONE	STOP	EXECUTION_STOP_CLOSE_NEEDS_ACTIVE_HEAD	CLOSE:NO_ACTIVE_ACTION	READ_ROLE_CONTAINER	ROLE_CONTAINER_DOES_NOT_EXECUTE_CLOSE	ROLE_SEPARATION	NONE	NONE	ROLE_CARD_PRESERVES_STREAM_STATE
241	G515-E0241	f31r	G515-S025	1	ykedy	ORDERED_INSTRUCTION_CARD	Y+K+E+DY	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
242	G515-E0242	f31r	G515-S026	1	dals	ORDERED_INSTRUCTION_CARD	AL+S	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	NONE	ACCEPTED_CARD_ADVANCES_STATE
243	G515-E0243	f31r	G515-S026	2	saiis	ORDERED_INSTRUCTION_CARD	S+IIN+S	S	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	NONE	ACCEPTED_CARD_ADVANCES_STATE
244	G515-E0244	f31r	G515-S026	3	or	COORDINATE_OR_CATALOGUE_CARD	OR	S	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	OR	ACCEPTED_CARD_ADVANCES_STATE
245	G515-E0245	f31r	G515-S026	4	chedy	ORDERED_INSTRUCTION_CARD	CHD+Y	S	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
246	G515-E0246	f31r	G515-S026	5	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	CHD	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	AIIN	ACCEPTED_CARD_ADVANCES_STATE
247	G515-E0247	f31r	G515-S026	6	okeedy	ORDERED_INSTRUCTION_CARD	OK+EE+DY	CHD	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	AIIN	ACCEPTED_CARD_ADVANCES_STATE
248	G515-E0248	f31r	G515-S027	1	yshedair	ORDERED_INSTRUCTION_CARD	Y+SH+E+D_ADDR+AIR	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
249	G515-E0249	f31r	G515-S027	2	sheol	ORDERED_INSTRUCTION_CARD	SH+E+OL	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
250	G515-E0250	f31r	G515-S027	3	cheky	ORDERED_INSTRUCTION_CARD	CH+K+E+Y	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
251	G515-E0251	f31r	G515-S027	4	okedam	ORDERED_INSTRUCTION_CARD	OK+E+D_ADDR+AM_ADDR	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
252	G515-E0252	f31r	G515-S027	5	oteor	ITINERARY_OR_ADDRESS_CARD	OT+E+OR	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	OR	ACCEPTED_CARD_ADVANCES_STATE
253	G515-E0253	f31r	G515-S027	6	aiicthy	ORDERED_INSTRUCTION_CARD	A_ADDR+LOCAL_CHAR_I+LOCAL_CHAR_I+CH+T+Y	OK	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
254	G515-E0300	f66r	G515-S028	1	pdaiin	ORDERED_INSTRUCTION_CARD	P+AIIN	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	AIIN	ACCEPTED_CARD_ADVANCES_STATE
255	G515-E0301	f66r	G515-S028	2	oteedy	ITINERARY_OR_ADDRESS_CARD	OT+EE+DY	P	AIIN	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	READ	EXECUTE_INHERITED_HEAD_CLOSE_GREEN	NONE	P	AIIN	ACCEPTED_CARD_ADVANCES_STATE
256	G515-E0302	f66r	G515-S029	1	opchedy	ORDERED_INSTRUCTION_CARD	O+P+CHD+DY	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	NONE	ACCEPTED_CARD_ADVANCES_STATE
257	G515-E0303	f66r	G515-S030	1	chap	ORDERED_INSTRUCTION_CARD	CH+A_ADDR+P	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	NONE	ACCEPTED_CARD_ADVANCES_STATE
258	G515-E0304	f66r	G515-S030	2	chefchy	ORDERED_INSTRUCTION_CARD	CH+E+LOCAL_CHAR_F+CH+Y	P	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
259	G515-E0305	f66r	G515-S030	3	shddy	ORDERED_INSTRUCTION_CARD	SH+D_ADDR+DY	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
260	G515-E0306	f66r	G515-S031	1	ypches	ORDERED_INSTRUCTION_CARD	Y+P+CH+E+S	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
261	G515-E0307	f66r	G515-S031	2	cholpchd	ORDERED_INSTRUCTION_CARD	OL+P+CHD	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
262	G515-E0308	f66r	G515-S031	3	okedals	ORDERED_INSTRUCTION_CARD	OK+AL+S	CHD	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
263	G515-E0309	f66r	G515-S031	4	sair	ORDERED_INSTRUCTION_CARD	S+AIR	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
264	G515-E0310	f66r	G515-S031	5	shekey	ORDERED_INSTRUCTION_CARD	SH+E+K+E+Y	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
265	G515-E0311	f66r	G515-S031	6	qokeedar	ORDERED_INSTRUCTION_CARD	OK+EE+D_ADDR+AR	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
266	G515-E0312	f66r	G515-S031	7	okal	ORDERED_INSTRUCTION_CARD	OK+AL	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
267	G515-E0313	f66r	G515-S031	8	okedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
268	G515-E0314	f66r	G515-S032	1	qokeedy	ORDERED_INSTRUCTION_CARD	OK+EE+DY	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	NONE	ACCEPTED_CARD_ADVANCES_STATE
269	G515-E0315	f66r	G515-S033	1	qokal	ORDERED_INSTRUCTION_CARD	OK+AL	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	NONE	ACCEPTED_CARD_ADVANCES_STATE
270	G515-E0316	f66r	G515-S033	2	okedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	OK	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	NONE	ACCEPTED_CARD_ADVANCES_STATE
271	G515-E0317	f66r	G515-S034	1	qokshd	ORDERED_INSTRUCTION_CARD	OK+SH+D_ADDR	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	NONE	ACCEPTED_CARD_ADVANCES_STATE
