occurrence_id	page	locus	token_ordinal	surface	reading_id	family	v99r3_meaning_de	v99r4_meaning_de	inherited_v48_gloss_de	token_retained	ordinal_retained	strongest_rival_de	source_evidence	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	historical_confirmation	component_relation_credit
G731-P0461	f34r	f34r.13	11	daly	daly#GLOBAL	QUANTITY_WHOLE	abgemessene Rohstoffmenge I, Grundform	abgewogener Rohstoffposten I, Grundform	abgemessene Rohstoffmenge I, Grundform	1	1	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	58	W2_PROVISIONAL_WORKING	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 24 exakte ZL3b-Vorkommen auf 19 Seiten und 24 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0462	f34r	f34r.2	4	lam	lam#GLOBAL	WOOD_WHOLE	Drogenholz: Maß-/Einheitsform I	ein Maß Holzdroge	Drogenholz: Maß-/Einheitsform I	1	1	Maßform I statt konkreter Portion	V13:SCOPED_RESIDUAL_HEAD_FORM	56	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0463	f34r	f34r.3	3	chdaly	chdaly#GLOBAL	LEARNED_TECHNICAL_WHOLE	trockene abgemessene Rohstoffmenge I am Gradanfang, Grundform	trockener abgewogener Rohstoffposten I am Gradanfang, Grundform	trockene abgemessene Rohstoffmenge I am Gradanfang, Grundform	1	1	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	56	W2_PROVISIONAL_WORKING	V48-Quelle GDT655:REVISE_DAL_MODEL mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0464	f34r	f34r.7	5	ykchy	ykchy#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrag/Bezug: heiß-trocken am Gradanfang	Eintrag: heiß-trocken am Gradanfang	Eintrag/Bezug: heiß-trocken am Gradanfang	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	64	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 20 exakte ZL3b-Vorkommen auf 17 Seiten und 20 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0465	f34v	f34v.3	1	ytal	ytal#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrag/Bezug: kalter Rohstoff I am Gradanfang	Eintrag: kalter Rohstoff I am Gradanfang	Eintrag/Bezug: kalter Rohstoff I am Gradanfang	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	64	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 12 exakte ZL3b-Vorkommen auf 10 Seiten und 12 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0466	f34v	f34v.3	3	chdal	chdal#GLOBAL	LEARNED_TECHNICAL_WHOLE	trockene abgemessene Rohstoffmenge I am Gradanfang	trockener abgewogener Rohstoffposten I am Gradanfang	trockene abgemessene Rohstoffmenge I am Gradanfang	1	1	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 19 exakte ZL3b-Vorkommen auf 15 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0467	f34v	f34v.3	9	chcthy	chcthy#GLOBAL	PLANT_WHOLE	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 75 exakte ZL3b-Vorkommen auf 53 Seiten und 74 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0468	f35r	f35r.14	1	cthol	cthol#GLOBAL	PLANT_WHOLE	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT644:ROUND_02	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0469	f35r	f35r.3	2	cthey	cthey#GLOBAL	PLANT_WHOLE	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	Pflanzendroge, Form I	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_03	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_03 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 38 exakte ZL3b-Vorkommen auf 33 Seiten und 38 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0470	f35r	f35r.3	5	cthory	cthory#GLOBAL	PLANT_WHOLE	Portion Blatt- oder Krautdroge	eine Portion Pflanzendroge	Portion Blatt- oder Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT663:EXACT_WHOLE	48	W2_PROVISIONAL_WORKING	V48-Quelle GDT663:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0471	f35r	f35r.5	4	scheey	scheey#GLOBAL	SEED_WHOLE	Samen/Saatgut, trocken gebunden, Form II	getrocknete Samen, Form II	Samen/Saatgut, trocken gebunden, Form II	1	1	trocken gebundene Samendroge	V13:SCOPED_RESIDUAL_HEAD_FORM	31	W1_WEAK_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0472	f35r	f35r.9	1	paiin	paiin#GLOBAL	POWDER_WHOLE	Pulver, Typ/Charge III	Pulver, Charge III	Pulver, Typ/Charge III	1	1	Pulveransatz statt Pulverstoff	V13:SCOPED_CONCRETE_HEAD_FORM	56	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 7 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0473	f35v	f35v.1	2	chocthy	chocthy#GLOBAL	PLANT_WHOLE	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	trockene Pflanzenzubereitung	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_PREPARATION	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_PREPARATION mit Staerke REVISED_V10_CONCRETE_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 17 exakte ZL3b-Vorkommen auf 15 Seiten und 17 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0474	f35v	f35v.1	3	roaiin	roaiin#GLOBAL	ROOT_WHOLE	Wurzel/Wurzeldrogezubereitung, Charge III	Wurzeldrogezubereitung, Charge III	Wurzel/Wurzeldrogezubereitung, Charge III	1	1	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	31	W1_WEAK_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0475	f35v	f35v.20	1	sodaiin	sodaiin#GLOBAL	SEED_WHOLE	drei Portionen Samen-/Saatgutzubereitung	drei Portionen Samenzubereitung	Samen/Saatgutzubereitung, Dosis III	1	1	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728	51	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0476	f35v	f35v.5	2	chocthy	chocthy#GLOBAL	PLANT_WHOLE	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	trockene Pflanzenzubereitung	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_PREPARATION	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_PREPARATION mit Staerke REVISED_V10_CONCRETE_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 17 exakte ZL3b-Vorkommen auf 15 Seiten und 17 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0477	f35v	f35v.7	5	kol	kol#GLOBAL	LEARNED_TECHNICAL_WHOLE	heiß; nominal heißes Gut/Material	heißes Material	heiß; nominal heißes Gut/Material	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	V13:HOT_OL_FORM	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:HOT_OL_FORM mit Staerke NEW_PRIMARY_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 30 exakte ZL3b-Vorkommen auf 27 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0478	f35v	f35v.8	1	oaiin	oaiin#GLOBAL	QUANTITY_WHOLE	Ansatzmenge III	drei Ansatzportionen	Ansatzmenge III	1	1	absolutes Maß statt Portion	V13:TARGET_SURFACE_DEFAULT	68	W3_SOLID_WORKING_THEORY	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 19 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0479	f36r	f36r.1	5	soiin	soiin#GLOBAL	SEED_WHOLE	Samen/Saatgutzubereitung, Form III	Samenzubereitung, Form III	Samen/Saatgutzubereitung, Form III	1	1	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 15 exakte ZL3b-Vorkommen auf 14 Seiten und 15 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0480	f36r	f36r.5	4	ctholy	ctholy#GLOBAL	PLANT_WHOLE	Blatt-/Krautdroge, Grundform	Pflanzendroge, Grundform	Blatt-/Krautdroge, Grundform	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT661:EXACT_WHOLE	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0481	f36r	f36r.6	2	cthor	cthor#GLOBAL	PLANT_WHOLE	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_04	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 43 exakte ZL3b-Vorkommen auf 33 Seiten und 43 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0482	f36r	f36r.6	7	an	an#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert I	Wertstufe I	Menge-/Klassenwert I	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	47	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 5 exakte ZL3b-Vorkommen auf 4 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0483	f36r	f36r.7	2	cthol	cthol#GLOBAL	PLANT_WHOLE	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT644:ROUND_02	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0484	f36r	f36r.8	2	cthol	cthol#GLOBAL	PLANT_WHOLE	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT644:ROUND_02	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0485	f36v	f36v.11	2	chcthy	chcthy#GLOBAL	PLANT_WHOLE	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 75 exakte ZL3b-Vorkommen auf 53 Seiten und 74 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0486	f36v	f36v.13	3	cthol	cthol#GLOBAL	PLANT_WHOLE	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT644:ROUND_02	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0487	f36v	f36v.14	1	soiin	soiin#GLOBAL	SEED_WHOLE	Samen/Saatgutzubereitung, Form III	Samenzubereitung, Form III	Samen/Saatgutzubereitung, Form III	1	1	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 15 exakte ZL3b-Vorkommen auf 14 Seiten und 15 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0488	f36v	f36v.4	7	cthor	cthor#GLOBAL	PLANT_WHOLE	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_04	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 43 exakte ZL3b-Vorkommen auf 33 Seiten und 43 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0489	f36v	f36v.6	2	cthor	cthor#GLOBAL	PLANT_WHOLE	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_04	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 43 exakte ZL3b-Vorkommen auf 33 Seiten und 43 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0490	f37r	f37r.10	9	kol	kol#GLOBAL	LEARNED_TECHNICAL_WHOLE	heiß; nominal heißes Gut/Material	heißes Material	heiß; nominal heißes Gut/Material	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	V13:HOT_OL_FORM	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:HOT_OL_FORM mit Staerke NEW_PRIMARY_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 30 exakte ZL3b-Vorkommen auf 27 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0491	f37r	f37r.2	2	cthor	cthor#GLOBAL	PLANT_WHOLE	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_04	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 43 exakte ZL3b-Vorkommen auf 33 Seiten und 43 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0492	f37r	f37r.3	4	cthol	cthol#GLOBAL	PLANT_WHOLE	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT644:ROUND_02	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0493	f37v	f37v.1	5	sol	sol#GLOBAL	SEED_WHOLE	Samenmaterial/Saatgut	Samenmaterial	Samenmaterial/Saatgut	1	1	Saatgut	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 57 exakte ZL3b-Vorkommen auf 37 Seiten und 57 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0494	f37v	f37v.10	1	soiin	soiin#GLOBAL	SEED_WHOLE	Samen/Saatgutzubereitung, Form III	Samenzubereitung, Form III	Samen/Saatgutzubereitung, Form III	1	1	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 15 exakte ZL3b-Vorkommen auf 14 Seiten und 15 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0495	f37v	f37v.11	2	choror	choror#GLOBAL	PLANT_WHOLE	Portion Blüten- oder Fruchtdroge	eine Portion Blütendroge	Portion Blüten- oder Fruchtdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT664:EXACT_WHOLE	48	W2_PROVISIONAL_WORKING	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0496	f37v	f37v.11	3	cthol	cthol#GLOBAL	PLANT_WHOLE	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT644:ROUND_02	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0497	f37v	f37v.2	3	cthor	cthor#GLOBAL	PLANT_WHOLE	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	GDT638:ROUND_04	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT638:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 43 exakte ZL3b-Vorkommen auf 33 Seiten und 43 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
