recovery_id	event_id	physical_page	stopped_target_recipe	stop_blocked_factor_rules	actual_next_recipe	recovery_blocked_factor_rules	immediate_recovery_status	cascade_boundary_event_id	cascade_boundary_recipe	cascade_boundary_decision	cascade_resolution_status
G452-R03739	G407-E3194	f82r	L+CH+SH+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03740	G407-E3194	f82r	L+CHD+K+E+DY	PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03741	G407-E3194	f82r	L+K+K+E+DY	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03742	G407-E3194	f82r	L+OK+K+E+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03743	G407-E3194	f82r	L+P+K+E+DY	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03744	G407-E3194	f82r	L+R+K+E+DY	PAIR:R>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03745	G407-E3194	f82r	L+T+K+E+DY	PAIR:T>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04025	G407-E0497	f17r	O+CHD+CH+OR+DY	PAIR:CHD>CH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04026	G407-E0497	f17r	O+P+K+OR+DY	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04027	G407-E0497	f17r	O+P+OK+OR+DY	PAIR:P>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04028	G407-E0497	f17r	O+P+P+OR+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04029	G407-E0497	f17r	O+P+R+OR+DY	PAIR:P>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04030	G407-E0497	f17r	O+P+S+OR+DY	PAIR:P>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04031	G407-E0497	f17r	O+P+T+OR+DY	PAIR:P>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04032	G407-E2203	f76r	O+CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04033	G407-E2717	f81r	O+CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04034	G407-E2203	f76r	O+CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04035	G407-E2717	f81r	O+CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04036	G407-E2203	f76r	O+P+K+DY	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04037	G407-E2717	f81r	O+P+K+DY	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04038	G407-E2203	f76r	O+P+OK+DY	PAIR:P>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04039	G407-E2717	f81r	O+P+OK+DY	PAIR:P>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04040	G407-E2203	f76r	O+P+P+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04041	G407-E2717	f81r	O+P+P+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04042	G407-E2203	f76r	O+P+R+DY	PAIR:P>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04043	G407-E2717	f81r	O+P+R+DY	PAIR:P>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04044	G407-E2203	f76r	O+P+S+DY	PAIR:P>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04045	G407-E2717	f81r	O+P+S+DY	PAIR:P>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04046	G407-E2203	f76r	O+P+T+DY	PAIR:P>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04047	G407-E2717	f81r	O+P+T+DY	PAIR:P>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04048	G407-E2203	f76r	O+S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04049	G407-E2717	f81r	O+S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04050	G407-E2203	f76r	O+SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04051	G407-E2717	f81r	O+SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04099	G407-E0610	f24v	O+CH+SH+O+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04100	G407-E0610	f24v	O+CHD+SH+O+DY	PAIR:CHD>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04101	G407-E0610	f24v	O+P+K+O+DY	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04102	G407-E0610	f24v	O+P+OK+O+DY	PAIR:P>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04103	G407-E0610	f24v	O+P+P+O+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04104	G407-E0610	f24v	O+P+R+O+DY	PAIR:P>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04105	G407-E0610	f24v	O+P+S+O+DY	PAIR:P>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04106	G407-E0610	f24v	O+P+T+O+DY	PAIR:P>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04107	G407-E0610	f24v	O+SH+SH+O+DY	PAIR:SH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04239	G407-E1880	f76r	CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04240	G407-E3598	f83r	CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04241	G407-E3770	f83r	CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04242	G407-E4532	f95v	CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04243	G407-E1494	f75r	CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04244	G407-E3085	f81v	CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04245	G407-E1561	f75r	CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04246	G407-E3531	f83r	CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04247	G407-E3140	f81v	CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04248	G407-E1880	f76r	CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04249	G407-E3598	f83r	CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04250	G407-E3770	f83r	CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04251	G407-E4532	f95v	CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04252	G407-E1494	f75r	CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04253	G407-E3085	f81v	CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04254	G407-E1561	f75r	CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04255	G407-E3531	f83r	CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04256	G407-E3140	f81v	CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04257	G407-E1880	f76r	OK+K+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04258	G407-E3598	f83r	OK+K+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04259	G407-E3770	f83r	OK+K+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04260	G407-E4532	f95v	OK+K+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04261	G407-E1494	f75r	OK+K+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04262	G407-E3085	f81v	OK+K+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04263	G407-E1561	f75r	OK+K+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04264	G407-E3531	f83r	OK+K+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04265	G407-E3140	f81v	OK+K+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04266	G407-E1880	f76r	OK+P+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04267	G407-E3598	f83r	OK+P+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04268	G407-E3770	f83r	OK+P+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04269	G407-E4532	f95v	OK+P+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04270	G407-E1494	f75r	OK+P+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04271	G407-E3085	f81v	OK+P+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04272	G407-E1561	f75r	OK+P+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04273	G407-E3531	f83r	OK+P+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04274	G407-E3140	f81v	OK+P+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04275	G407-E1880	f76r	OK+R+DY	PAIR:OK>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04276	G407-E3598	f83r	OK+R+DY	PAIR:OK>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04277	G407-E3770	f83r	OK+R+DY	PAIR:OK>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04278	G407-E4532	f95v	OK+R+DY	PAIR:OK>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04279	G407-E1494	f75r	OK+R+DY	PAIR:OK>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04280	G407-E3085	f81v	OK+R+DY	PAIR:OK>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04281	G407-E1561	f75r	OK+R+DY	PAIR:OK>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04282	G407-E3531	f83r	OK+R+DY	PAIR:OK>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04283	G407-E3140	f81v	OK+R+DY	PAIR:OK>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04284	G407-E1880	f76r	OK+T+DY	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04285	G407-E3598	f83r	OK+T+DY	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04286	G407-E3770	f83r	OK+T+DY	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04287	G407-E4532	f95v	OK+T+DY	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04288	G407-E1494	f75r	OK+T+DY	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04289	G407-E3085	f81v	OK+T+DY	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04290	G407-E1561	f75r	OK+T+DY	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04291	G407-E3531	f83r	OK+T+DY	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04292	G407-E3140	f81v	OK+T+DY	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04293	G407-E1880	f76r	S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04294	G407-E3598	f83r	S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04295	G407-E3770	f83r	S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04296	G407-E4532	f95v	S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04297	G407-E1494	f75r	S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04298	G407-E3085	f81v	S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04299	G407-E1561	f75r	S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04300	G407-E3531	f83r	S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04301	G407-E3140	f81v	S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04302	G407-E1880	f76r	SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04303	G407-E3598	f83r	SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04304	G407-E3770	f83r	SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04305	G407-E4532	f95v	SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04306	G407-E1494	f75r	SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04307	G407-E3085	f81v	SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04308	G407-E1561	f75r	SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04309	G407-E3531	f83r	SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04310	G407-E3140	f81v	SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04311	G407-E2236	f76r	CH+CHD+DY+L	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04312	G407-E2236	f76r	CHD+CHD+DY+L	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04313	G407-E2236	f76r	OK+K+DY+L	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04314	G407-E2236	f76r	OK+P+DY+L	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04315	G407-E2236	f76r	OK+R+DY+L	PAIR:OK>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04316	G407-E2236	f76r	OK+T+DY+L	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04317	G407-E2236	f76r	S+CHD+DY+L	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04318	G407-E2236	f76r	SH+CHD+DY+L	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04319	G407-E2022	f76r	CH+CHD+S+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04320	G407-E2022	f76r	CHD+CHD+S+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04321	G407-E2022	f76r	OK+CHD+CH+DY	PAIR:CHD>CH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04322	G407-E2022	f76r	OK+CHD+CHD+DY	PAIR:CHD>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04323	G407-E2022	f76r	OK+CHD+K+DY	PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04324	G407-E2022	f76r	OK+CHD+OK+DY	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04325	G407-E2022	f76r	OK+CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04326	G407-E2022	f76r	OK+CHD+R+DY	PAIR:CHD>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04327	G407-E2022	f76r	OK+CHD+SH+DY	PAIR:CHD>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04328	G407-E2022	f76r	OK+CHD+T+DY	PAIR:CHD>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04329	G407-E2022	f76r	OK+K+S+DY	PAIR:OK>K|PAIR:K>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04330	G407-E2022	f76r	OK+P+S+DY	PAIR:OK>P|PAIR:P>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04331	G407-E2022	f76r	OK+R+S+DY	PAIR:OK>R|PAIR:R>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04332	G407-E2022	f76r	OK+S+S+DY	PAIR:S>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04333	G407-E2022	f76r	OK+SH+S+DY	PAIR:SH>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04334	G407-E2022	f76r	OK+T+S+DY	PAIR:OK>T|PAIR:T>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04335	G407-E2022	f76r	S+CHD+S+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04336	G407-E2022	f76r	SH+CHD+S+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04369	G407-E1039	f68r1	CHD+EEE+DY	FOCUS:CHD<-EEE	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04370	G407-E3363	f82r	CHD+EEE+DY	FOCUS:CHD<-EEE	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04371	G407-E1039	f68r1	R+EEE+DY	FOCUS:R<-EEE	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04372	G407-E3363	f82r	R+EEE+DY	FOCUS:R<-EEE	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04419	G407-E1478	f75r	CH+SH+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R04420	G407-E1478	f75r	CHD+SH+DY	PAIR:CHD>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
