unit_id	page	visible_owner	surface_sequence	card_by_card_reading_de	fluent_working_reading_de	content_phrase_ids	content_source_classes	silent_phrase_count	teaching_instruction_de
B4-S007	f83r	dem verbundenen Hauptbogenpaar	shckhedy	seihen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.	TUCH	LEARNED_TOOL_OR_EXEMPLAR	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S008	f83r	dem verbundenen Hauptbogenpaar	saiin cheeky sheey qokedy	Sollmaß; länger erwärmen und offen halten; laenger ruhen; kurz ansetzen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Solange es noch warm ist. Die erste Öffnung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	OEFFNUNG|STELLE	VISIBLE_OWNER_ADDRESS	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S009	f83r	dem verbundenen Hauptbogenpaar	shedy	kurz absetzen lassen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	NONE	NONE	0	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S010	f83r	dem verbundenen Hauptbogenpaar	oldy	Fortsetzung abschließen	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	NONE	NONE	0	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S011	f83r	der linken offenen Randstation	saiin cheky okeeol okain chdy sol lkedy	Sollmaß; kurz wärmen; länger fortführen; eine Portion zugeben; laufenden Posten umsetzen; fortsetzen; kurz abführen; Schluss	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Bei sanfter Wärme. Das breite Gefäß. Gib einen abgemessenen Anteil in das Gefäß. Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Wasche zweimal und beende den Schritt.	GEFAESS|TEIL	CARD_LEXICON|VISIBLE_OWNER_OR_NOMENCLATOR	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S012	f83r	der linken offenen Randstation	lchedy	abführen; Schluss	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	FLUESSIGKEIT	OWNER_PROCESS_MEDIUM	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S013	f83r	der linken offenen Randstation	qokol shedy	Fortsetzung ansetzen; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Lasse die Mischung einlaufen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	NONE	NONE	0	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S014	f83r	der linken offenen Randstation	or chey qockhey dairydy	Ansatz; dieser Posten; kurzen Durchlauf ansetzen; Wasserlauf schliessen; Schluss	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Diese aktive Portion. Über der örtlich bezeichneten Stelle. Gebrauche sie sofort und beende den Schritt.	STELLE|PORTION	CARD_LEXICON|VISIBLE_OWNER_ADDRESS	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S015	f83r	der rechten S-förmigen Mehrfachstation	qokain shey kain chckhal solkey lchedy	eine Portion zugeben; klarer Auszug; eine Portion; zur Zielstelle durchleiten; kurz sammeln; abführen; Schluss	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Ein abgemessener Anteil. Für die angegebene Dauer. [[STATIONSWECHSEL: linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Öffne danach den oberen Lauf. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	FLUESSIGKEIT|GEFAESS|STELLE|TEIL	CARD_LEXICON|OWNER_PROCESS_MEDIUM|VISIBLE_OWNER_ADDRESS|VISIBLE_OWNER_OR_NOMENCLATOR	4	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S016	f83r	der rechten S-förmigen Mehrfachstation	qolkain dal skar shedy	weitere Portion; dorthin; vom Ausgang ausgießen; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: rechte S-Lauf-/Mehrarmknotenstation]] Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Gieße das erwärmte Wasser ein. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	WASSER|BECKEN	MASTER_EXEMPLAR_MATERIAL|VISIBLE_OWNER_NOUN	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B5-S001	f83r	der linken offenen Randstation	otchdy	Folgegang vollziehen; Schluss	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Ziehe es ab und beende den Schritt.	NONE	NONE	0	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B5-S002	f83r	der linken offenen Randstation	qokchdy	Umsetzung ansetzen; Schluss	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Erwärme es einmal und beende den Schritt.	NONE	NONE	0	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B5-S003	f83r	der linken offenen Randstation	shedal dal cheol lol chdal aiin sol daiiin chedy	dort absetzen; dorthin; fortsetzen; von dort weiterfuehren; dort umsetzen; Sollmaß; fortsetzen; Öffnungsstufe; laufenden Posten umsetzen	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Für einen Zeitabschnitt. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bis es warm ist. Mit der vorigen Mischung. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Die zweite Öffnung. Rühre, bis alles gleichmäßig vermischt ist.	OEFFNUNG	VISIBLE_OWNER_ADDRESS	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B6-S001	f83r	der rechten S-förmigen Mehrfachstation	solkeey qekey raly ol daiin ol dain chey ldalor	länger sammeln; aktuellen Posten kurz bearbeiten; diesen Posten dorthin; fortsetzen; Sollmaß; fortsetzen; Tuch; dieser Posten; Endziel	[[LOKALER BESITZER: rechter S-Lauf-/Mehrarm-Endposten]] Richte die bezeichnete Beckenstation ein. Ohne Kochen. Die erste Öffnung. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Durch ein Tuch. Diese aktive Portion. An der bezeichneten Stelle.	BECKEN|TUCH|OEFFNUNG|STELLE|PORTION	CARD_LEXICON|LEARNED_TOOL_OR_EXEMPLAR|VISIBLE_OWNER_ADDRESS|VISIBLE_OWNER_NOUN	5	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
