identity	house_surface	component_recipe	short_value_de	marks	orders	order_count	sections	apprentice_action	semantic_revision	old_short_value_de	second_lesson	third_lesson	fourth_lesson
PROC157	sheey	SH+EE+Y	LAENGER HALTEN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC158	okeeol	OK+EE+OL	LAENGER WEITERANSETZEN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	ANSETZEN · DREI KURZE ARBEITSGAENGE · WEITER	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC159	lkedy	L+K+E+DY	KURZ WEITERLEITEN UND SCHLIESSEN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	KURZ WEITERLEITEN UND SCHLIESSEN	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC160	qokol	OK+OL	WEITERANSETZEN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	ANSETZEN · WEITER	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC161	qockhey	O+CKH+E+Y	KURZ DURCH DEN DURCHLASS FUEHREN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	DEN POSTEN KURZ DURCH DEN DURCHLASS FUEHREN	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC162	dairydy	AIR+Y+DY	WASSERPOSTEN SCHLIESSEN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	WASSER · POSTEN · SCHLUSS	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC163	chckhal	CH+CKH+AL	AM ZIELDURCHLASS ENTNEHMEN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	ENTNEHMEN · DURCHLASS · ZIELSTELLE	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC164	solkey	SOLK+E+Y	KURZ SAMMELN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	SAMMELN · EIN KURZER ARBEITSGANG · POSTEN	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC165	skar	K+AR	AUS DER QUELLE ZUGEBEN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	AUS DER QUELLE ZUGEBEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC166	otchdy	OT+CHD+DY	DANACH UMSETZEN UND SCHLIESSEN	1	WH05	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	DANACH · UMSETZEN · SCHLUSS	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC167	lol	L+OL	VON DORT WEITERLEITEN	1	WH05	1	HOW	COPY_LOCAL_MODEL	NO	VON DORT WEITERLEITEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC168	chdal	CHD+AL	UMSETZEN · ZIELSTELLE	1	WH05	1	HOW	COPY_LOCAL_MODEL	NO	UMSETZEN · ZIELSTELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC169	daiiin	DA+IIN	ZWEI · EINE EINGESTELLTE ARBEITSSTUFE	1	WH05	1	HOW	COPY_LOCAL_MODEL	NO	ZWEI · EINE EINGESTELLTE ARBEITSSTUFE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC170	solkeey	SOLK+EE+Y	SAMMELN · DREI KURZE ARBEITSGAENGE · POSTEN	1	WH06	1	HOW	COPY_LOCAL_MODEL	NO	SAMMELN · DREI KURZE ARBEITSGAENGE · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC171	qekey	E+K+E+Y	EIN KURZER ARBEITSGANG · ZUGEBEN · EIN KURZER ARBEITSGANG · POSTEN	1	WH06	1	HOW	COPY_LOCAL_MODEL	NO	EIN KURZER ARBEITSGANG · ZUGEBEN · EIN KURZER ARBEITSGANG · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC172	raly	R+AL+Y	KUEHLEN · ZIELSTELLE · POSTEN	1	WH06	1	HOW	COPY_LOCAL_MODEL	NO	KUEHLEN · ZIELSTELLE · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC173	ldalor	L+AL+OR	LEITEN · ZIELSTELLE · ANSATZ	1	WH06	1	HOW	COPY_LOCAL_MODEL	NO	LEITEN · ZIELSTELLE · ANSATZ	NO_CHANGE	NO_CHANGE	NO_CHANGE
