event_id	case_id	phase	statement_id	page	record	surface	card_no	semantic_component_parse	command_id	standard_command_de	silent_owner_de	case_expansion_de	meaning_invariant_across_occurrences
E231	C3	OPERATE_OR_APPLY	B3-S002	f83r	B3	chkeedy	PROC132	CHK+EE+DY	CMD024	WAERMEN · LANG; SCHLUSS	obere offene Fächerstation am Rand	danach den laufenden Posten an der bezeichneten Stelle länger anwärmen und den Schritt schließen	YES
E232	C3	OPERATE_OR_APPLY	B3-S003	f83r	B3	chey	PROC019	Y	CMD158	DIES	obere offene Fächerstation am Rand	den laufenden Posten nach vorgeschriebenem Maß abführen und abmessen und umsetzen und den Schritt schließen	YES
E233	C3	OPERATE_OR_APPLY	B3-S003	f83r	B3	daiin	PROC009	AIIN	CMD001	MASS	obere offene Fächerstation am Rand	den laufenden Posten nach vorgeschriebenem Maß abführen und abmessen und umsetzen und den Schritt schließen	YES
E234	C3	OPERATE_OR_APPLY	B3-S003	f83r	B3	chey	PROC019	Y	CMD158	DIES	obere offene Fächerstation am Rand	den laufenden Posten nach vorgeschriebenem Maß abführen und abmessen und umsetzen und den Schritt schließen	YES
E235	C3	OPERATE_OR_APPLY	B3-S003	f83r	B3	lchedy	PROC120	L+CHD+DY	CMD059	FUEHREN · UMSETZEN; SCHLUSS	obere offene Fächerstation am Rand	den laufenden Posten nach vorgeschriebenem Maß abführen und abmessen und umsetzen und den Schritt schließen	YES
E236	C3	OPERATE_OR_APPLY	B3-S004	f83r	B3	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	obere offene Fächerstation am Rand	den laufenden Posten nach vorgeschriebenem Maß einsetzen	YES
E237	C3	OPERATE_OR_APPLY	B3-S004	f83r	B3	qotal	PROC131	OT+AL	CMD110	DANACH · ZIEL	obere offene Fächerstation am Rand	danach den laufenden Posten von dort an der bezeichneten Stelle umfüllen und den Schritt schließen	YES
E238	C3	OPERATE_OR_APPLY	B3-S004	f83r	B3	dar	PROC003	AR	CMD008	QUELLE	obere offene Fächerstation am Rand	danach den laufenden Posten von dort an der bezeichneten Stelle umfüllen und den Schritt schließen	YES
E239	C3	OPERATE_OR_APPLY	B3-S005	f83r	B3	schedy	PROC076	CHD+DY	CMD021	UMSETZEN; SCHLUSS	mittlere Randfigur im runden Gefäß	danach den laufenden Posten von dort an der bezeichneten Stelle umfüllen und den Schritt schließen	YES
E240	C3	OPERATE_OR_APPLY	B3-S006	f83r	B3	chedchy	PROC133	CHD+Y	CMD022	UMSETZEN · DIES	mittlere Randfigur im runden Gefäß	den laufenden Posten umsetzen	YES
E241	C3	OPERATE_OR_APPLY	B3-S006	f83r	B3	qokal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	mittlere Randfigur im runden Gefäß	den laufenden Posten an der bezeichneten Stelle anlegen	YES
E242	C3	OPERATE_OR_APPLY	B3-S006	f83r	B3	olchedy	PROC079	OL+CHD+DY	CMD099	FORTSETZEN · UMSETZEN; SCHLUSS	mittlere Randfigur im runden Gefäß	den laufenden Posten weiter überführen und den Schritt schließen	YES
E243	C3	OPERATE_OR_APPLY	B3-S007	f83r	B3	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	mittlere Randfigur im runden Gefäß	den laufenden Posten nach vorgeschriebenem Maß einsetzen	YES
E244	C3	OPERATE_OR_APPLY	B3-S007	f83r	B3	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	mittlere Randfigur im runden Gefäß	den laufenden Posten umsetzen	YES
E245	C3	OPERATE_OR_APPLY	B3-S007	f83r	B3	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	mittlere Randfigur im runden Gefäß	den laufenden Posten länger einwirken lassen und den Schritt schließen	YES
E246	C3	OPERATE_OR_APPLY	B3-S008	f83r	B3	lchedy	PROC120	L+CHD+DY	CMD059	FUEHREN · UMSETZEN; SCHLUSS	mittlere Randfigur im runden Gefäß	den laufenden Posten abführen und überführen und den Schritt schließen	YES
E247	C3	OPERATE_OR_APPLY	B3-S009	f83r	B3	qoky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	mittlere Randfigur im runden Gefäß	den laufenden Posten einsetzen	YES
E248	C3	OPERATE_OR_APPLY	B3-S010	f83r	B3	pchedal	PROC134	P+CHD+AL	CMD123	HINEIN · UMSETZEN · ZIEL	untere Randfigur im korbartigen Gefäß	danach den laufenden Posten an der bezeichneten Stelle kurz einfüllen und umfüllen und den Schritt schließen	YES
E249	C3	OPERATE_OR_APPLY	B3-S010	f83r	B3	otedy	PROC135	OT+E+DY	CMD116	DANACH · KURZ; SCHLUSS	untere Randfigur im korbartigen Gefäß	danach den laufenden Posten an der bezeichneten Stelle kurz einfüllen und umfüllen und den Schritt schließen	YES
E250	C3	OPERATE_OR_APPLY	B3-S011	f83r	B3	shecthedchy	PROC136	SH+E+CTH+CHD+Y	CMD135	HALTEN · KURZ · BIS BEREIT; UMSETZEN · DIES	untere Randfigur im korbartigen Gefäß	den laufenden Posten kurz bis bereit halten und umsetzen	YES
E251	C3	OPERATE_OR_APPLY	B3-S011	f83r	B3	qoky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	untere Randfigur im korbartigen Gefäß	den laufenden Posten einsetzen	YES
E252	C3	OPERATE_OR_APPLY	B3-S011	f83r	B3	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	untere Randfigur im korbartigen Gefäß	den laufenden Posten umsetzen	YES
E253	C3	OPERATE_OR_APPLY	B3-S011	f83r	B3	chary	PROC137	AR+Y	CMD009	QUELLE · DIES	untere Randfigur im korbartigen Gefäß	den laufenden Posten von dort absetzen lassen und den Schritt schließen	YES
E254	C3	OPERATE_OR_APPLY	B3-S012	f83r	B3	sor	PROC016	OR	CMD106	ANSATZ	untere Randfigur im korbartigen Gefäß	den laufenden Posten von dort absetzen lassen und den Schritt schließen	YES
E255	C3	OPERATE_OR_APPLY	B3-S012	f83r	B3	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	untere Randfigur im korbartigen Gefäß	den laufenden Posten von dort absetzen lassen und den Schritt schließen	YES
E256	C3	OPERATE_OR_APPLY	B3-S013	f83r	B3	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	untere Randfigur im korbartigen Gefäß	den laufenden Posten nach vorgeschriebenem Maß einsetzen	YES
E257	C3	OPERATE_OR_APPLY	B3-S013	f83r	B3	chkain	PROC069	K+AIN	CMD041	ZUFUEHREN · PORTION	untere Randfigur im korbartigen Gefäß	eine Portion dosiert zugeben	YES
E258	C3	OPERATE_OR_APPLY	B3-S013	f83r	B3	shcthey	PROC117	CTH+E+Y	CMD028	BEREIT · KURZ · DIES	untere Randfigur im korbartigen Gefäß	den laufenden Posten kurz bis bereit einwirken lassen und den Schritt schließen	YES
E259	C3	OPERATE_OR_APPLY	B3-S013	f83r	B3	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	untere Randfigur im korbartigen Gefäß	den laufenden Posten kurz bis bereit einwirken lassen und den Schritt schließen	YES
E260	C3	OPERATE_OR_APPLY	B3-S014	f83r	B3	okair	PROC138	OK+AIR	CMD079	ANSETZEN · LAUF	untere Randfigur im korbartigen Gefäß	den laufenden Posten im Lauf einleiten	YES
E261	C3	OPERATE_OR_APPLY	B3-S014	f83r	B3	sheedy	PROC139	SH+EE+DY	CMD140	HALTEN · LANG; SCHLUSS	untere Randfigur im korbartigen Gefäß	den laufenden Posten länger ruhen lassen und den Schritt schließen	YES
E262	C3	OPERATE_OR_APPLY	B3-S015	f83r	B3	lchedy	PROC120	L+CHD+DY	CMD059	FUEHREN · UMSETZEN; SCHLUSS	untere Randfigur im korbartigen Gefäß	den laufenden Posten abführen und überführen und den Schritt schließen	YES
E263	C3	OPERATE_OR_APPLY	B3-S016	f83r	B3	lo	PROC140	L+O	CMD065	FUEHREN · GANG	untere Randfigur im korbartigen Gefäß	den laufenden Posten im Arbeitsgang führen	YES
E264	C3	OPERATE_OR_APPLY	B3-S016	f83r	B3	qokchedy	PROC091	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	unverbundener Zwischenbereich	den laufenden Posten einsetzen und überführen und den Schritt schließen	YES
E265	C3	OPERATE_OR_APPLY	B3-S017	f83r	B3	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	unverbundener Zwischenbereich	den laufenden Posten länger einwirken lassen und den Schritt schließen	YES
E266	C3	OPERATE_OR_APPLY	B3-S018	f83r	B3	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	unverbundener Zwischenbereich	den laufenden Posten absetzen lassen und den Schritt schließen	YES
E267	C3	OPERATE_OR_APPLY	B3-S019	f83r	B3	qokshedy	PROC141	OK+SH+E+DY	CMD094	ANSETZEN · HALTEN · KURZ; SCHLUSS	unverbundener Zwischenbereich	den laufenden Posten kurz einwirken lassen und ruhen lassen und den Schritt schließen	YES
E268	C3	OPERATE_OR_APPLY	B3-S020	f83r	B3	dal	PROC055	AL	CMD004	ZIEL	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen und den Schritt schließen	YES
E269	C3	OPERATE_OR_APPLY	B3-S020	f83r	B3	lchedy	PROC120	L+CHD+DY	CMD059	FUEHREN · UMSETZEN; SCHLUSS	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen und den Schritt schließen	YES
E270	C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß einsetzen	YES
E271	C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	shcthy	PROC014	CTH+Y	CMD030	BEREIT · DIES	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit ablagern	YES
E272	C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	dal	PROC055	AL	CMD004	ZIEL	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit ablagern	YES
E273	C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	sy	PROC019	Y	CMD158	DIES	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit ablagern	YES
E274	C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	saiin	PROC009	AIIN	CMD001	MASS	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit ablagern	YES
E275	C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	shedal	PROC142	SHED+AL	CMD146	ABSETZEN · ZIEL	unverbundener Zwischenbereich	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit ablagern	YES
E276	C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	shecthy	PROC143	SH+E+CTH+Y	CMD136	HALTEN · KURZ · BEREIT · DIES	unverbundener Zwischenbereich	den laufenden Posten kurz bis bereit halten	YES
E277	C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	chey	PROC019	Y	CMD158	DIES	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit umfüllen und den Schritt schließen	YES
E278	C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	tal	PROC055	AL	CMD004	ZIEL	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit umfüllen und den Schritt schließen	YES
E279	C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	shcthy	PROC014	CTH+Y	CMD030	BEREIT · DIES	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit umfüllen und den Schritt schließen	YES
E280	C3	OPERATE_OR_APPLY	B3-S021	f83r	B3	dalchdy	PROC144	AL+CHD+DY	CMD005	ZIEL · UMSETZEN; SCHLUSS	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit umfüllen und den Schritt schließen	YES
E281	C3	OPERATE_OR_APPLY	B3-S022	f83r	B3	qotchedy	PROC145	OT+CHD+DY	CMD114	DANACH · UMSETZEN; SCHLUSS	unverbundener Zwischenbereich	danach den laufenden Posten überführen und den Schritt schließen	YES
E282	C3	OPERATE_OR_APPLY	B3-S023	f83r	B3	lchedy	PROC120	L+CHD+DY	CMD059	FUEHREN · UMSETZEN; SCHLUSS	unverbundener Zwischenbereich	den laufenden Posten abführen und überführen und den Schritt schließen	YES
E283	C3	OPERATE_OR_APPLY	B3-S024	f83r	B3	tchedy	PROC076	CHD+DY	CMD021	UMSETZEN; SCHLUSS	unverbundener Zwischenbereich	den laufenden Posten überführen und den Schritt schließen	YES
E284	C3	OPERATE_OR_APPLY	B3-S025	f83r	B3	qokchdy	PROC082	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	unverbundener Zwischenbereich	den laufenden Posten einsetzen und überführen und den Schritt schließen	YES
E285	C3	OPERATE_OR_APPLY	B3-S026	f83r	B3	cheedar	PROC146	EE+AR	CMD035	LANG · QUELLE	unverbundener Zwischenbereich	den laufenden Posten von dort nach vorgeschriebenem Maß länger ableiten	YES
E286	C3	OPERATE_OR_APPLY	B3-S026	f83r	B3	chldaiin	PROC147	L+AIIN	CMD052	FUEHREN · MASS	unverbundener Zwischenbereich	den laufenden Posten von dort nach vorgeschriebenem Maß länger ableiten	YES
E287	C3	OPERATE_OR_APPLY	B3-S026	f83r	B3	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	unverbundener Zwischenbereich	den laufenden Posten umsetzen	YES
E288	C3	OPERATE_OR_APPLY	B3-S026	f83r	B3	qokain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	unverbundener Zwischenbereich	eine Portion einsetzen	YES
E289	C3	OPERATE_OR_APPLY	B3-S026	f83r	B3	checthy	PROC014	CTH+Y	CMD030	BEREIT · DIES	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit abkühlen lassen	YES
E290	C3	OPERATE_OR_APPLY	B3-S026	f83r	B3	chealror	PROC148	AL+R+OR	CMD007	ZIEL · KUEHLEN · ANSATZ	unverbundener Zwischenbereich	den laufenden Posten an der bezeichneten Stelle bis bereit abkühlen lassen	YES
E291	C3	OPERATE_OR_APPLY	B3-S026	f83r	B3	solkeedy	PROC098	SOLK+EE+DY	CMD150	AUFFANGEN · LANG; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten länger auffangen und stehen lassen und den Schritt schließen	YES
E292	C3	OPERATE_OR_APPLY	B3-S027	f83r	B3	qoteedy	PROC129	OT+EE+DY	CMD117	DANACH · LANG; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach länger einwirken lassen und den Schritt schließen	YES
E293	C3	OPERATE_OR_APPLY	B3-S028	f83r	B3	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten länger wirken lassen	YES
E294	C3	OPERATE_OR_APPLY	B3-S028	f83r	B3	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten kurz einwirken lassen und den Schritt schließen	YES
E295	C3	OPERATE_OR_APPLY	B3-S029	f83r	B3	sol	PROC013	OL	CMD097	FORTSETZEN	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten weiter vollständig eintragen	YES
E296	C3	OPERATE_OR_APPLY	B3-S029	f83r	B3	cheeety	PROC149	EEE+T+Y	CMD036	VOLL · EINTRAGEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten weiter vollständig eintragen	YES
E297	C3	OPERATE_OR_APPLY	B3-S029	f83r	B3	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten kurz einwirken lassen und den Schritt schließen	YES
E298	C3	OPERATE_OR_APPLY	B3-S030	f83r	B3	qoky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten einsetzen	YES
E299	C3	OPERATE_OR_APPLY	B3-S030	f83r	B3	saiin	PROC009	AIIN	CMD001	MASS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten nach vorgeschriebenem Maß im Lauf durchleiten	YES
E300	C3	OPERATE_OR_APPLY	B3-S030	f83r	B3	schedair	PROC150	CHD+AIR	CMD019	UMSETZEN · LAUF	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten nach vorgeschriebenem Maß im Lauf durchleiten	YES
E301	C3	OPERATE_OR_APPLY	B3-S030	f83r	B3	otchedy	PROC145	OT+CHD+DY	CMD114	DANACH · UMSETZEN; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten überführen und den Schritt schließen	YES
E302	C3	OPERATE_OR_APPLY	B3-S031	f83r	B3	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten länger einwirken lassen und den Schritt schließen	YES
E303	C3	OPERATE_OR_APPLY	B3-S032	f83r	B3	chedain	PROC151	CHD+AIN	CMD018	UMSETZEN · PORTION	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	eine Portion abmessen und umsetzen	YES
E304	C3	OPERATE_OR_APPLY	B3-S032	f83r	B3	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten nach vorgeschriebenem Maß kurz abmessen und umsetzen und den Schritt schließen	YES
E305	C3	OPERATE_OR_APPLY	B3-S032	f83r	B3	qotedaiin	PROC152	OT+E+AIIN	CMD115	DANACH · KURZ · MASS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten nach vorgeschriebenem Maß kurz abmessen und umsetzen und den Schritt schließen	YES
E306	C3	OPERATE_OR_APPLY	B3-S032	f83r	B3	otaiin	PROC112	OT+AIIN	CMD109	DANACH · MASS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten nach vorgeschriebenem Maß kurz abmessen und umsetzen und den Schritt schließen	YES
E307	C3	OPERATE_OR_APPLY	B3-S032	f83r	B3	otedy	PROC135	OT+E+DY	CMD116	DANACH · KURZ; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten nach vorgeschriebenem Maß kurz abmessen und umsetzen und den Schritt schließen	YES
E308	C3	OPERATE_OR_APPLY	B3-S033	f83r	B3	ldy	PROC108	L+DY	CMD062	FUEHREN; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten abführen und den Schritt schließen	YES
E309	C3	OPERATE_OR_APPLY	B3-S034	f83r	B3	soiiin	PROC097	O+IIN	CMD075	GANG · STUFE	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten im Arbeitsgang bis bereit bis zur Sollstufe eintragen	YES
E310	C3	OPERATE_OR_APPLY	B3-S034	f83r	B3	checthy	PROC014	CTH+Y	CMD030	BEREIT · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten im Arbeitsgang bis bereit bis zur Sollstufe eintragen	YES
E311	C3	OPERATE_OR_APPLY	B3-S034	f83r	B3	chety	PROC004	T+Y	CMD156	EINTRAGEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	den laufenden Posten im Arbeitsgang bis bereit bis zur Sollstufe eintragen	YES
E312	C3	OPERATE_OR_APPLY	B3-S034	f83r	B3	otaiin	PROC112	OT+AIIN	CMD109	DANACH · MASS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle ablagern und den Schritt schließen	YES
E313	C3	OPERATE_OR_APPLY	B3-S034	f83r	B3	olsaly	PROC153	OL+AL+Y	CMD098	FORTSETZEN · ZIEL · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle ablagern und den Schritt schließen	YES
E314	C3	OPERATE_OR_APPLY	B3-S034	f83r	B3	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	danach den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle ablagern und den Schritt schließen	YES
E315	C4	OPERATE_OR_APPLY	B4-S001	f83r	B4	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten länger einwirken lassen und den Schritt schließen	YES
E316	C4	OPERATE_OR_APPLY	B4-S002	f83r	B4	qolchey	PROC154	OL+Y	CMD105	FORTSETZEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten weiter länger wirken lassen	YES
E317	C4	OPERATE_OR_APPLY	B4-S002	f83r	B4	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten weiter länger wirken lassen	YES
E318	C4	OPERATE_OR_APPLY	B4-S002	f83r	B4	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten kurz einwirken lassen und den Schritt schließen	YES
E319	C4	OPERATE_OR_APPLY	B4-S003	f83r	B4	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten umsetzen	YES
E320	C4	OPERATE_OR_APPLY	B4-S003	f83r	B4	otal	PROC131	OT+AL	CMD110	DANACH · ZIEL	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	YES
E321	C4	OPERATE_OR_APPLY	B4-S003	f83r	B4	otchey	PROC065	OT+Y	CMD121	DANACH · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	YES
E322	C4	OPERATE_OR_APPLY	B4-S003	f83r	B4	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	YES
E323	C4	OPERATE_OR_APPLY	B4-S003	f83r	B4	qoky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten einsetzen	YES
E324	C4	OPERATE_OR_APPLY	B4-S003	f83r	B4	tol	PROC013	OL	CMD097	FORTSETZEN	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten weiter absetzen lassen und den Schritt schließen	YES
E325	C4	OPERATE_OR_APPLY	B4-S003	f83r	B4	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten weiter absetzen lassen und den Schritt schließen	YES
E326	C4	OPERATE_OR_APPLY	B4-S004	f83r	B4	qokylddy	PROC155	OK+Y+LD+DY	CMD096	ANSETZEN · DIES · BEFESTIGEN; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten einsetzen und festbinden und den Schritt schließen	YES
E327	C4	OPERATE_OR_APPLY	B4-S005	f83r	B4	dain	PROC156	AIN	CMD002	PORTION	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten als Portion abmessen und umsetzen	YES
E328	C4	OPERATE_OR_APPLY	B4-S005	f83r	B4	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten als Portion abmessen und umsetzen	YES
E329	C4	OPERATE_OR_APPLY	B4-S005	f83r	B4	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten länger einwirken lassen und den Schritt schließen	YES
E330	C4	OPERATE_OR_APPLY	B4-S006	f83r	B4	shckhedy	PROC099	SH+CKH+E+DY	CMD132	HALTEN · DURCHLASS · KURZ; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen	YES
E331	C4	OPERATE_OR_APPLY	B4-S007	f83r	B4	shckhedy	PROC099	SH+CKH+E+DY	CMD132	HALTEN · DURCHLASS · KURZ; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen	YES
E332	C4	OPERATE_OR_APPLY	B4-S008	f83r	B4	saiin	PROC009	AIIN	CMD001	MASS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten nach vorgeschriebenem Maß länger warm halten	YES
E333	C4	OPERATE_OR_APPLY	B4-S008	f83r	B4	cheeky	PROC046	CHK+EE+Y	CMD025	WAERMEN · LANG · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten nach vorgeschriebenem Maß länger warm halten	YES
E334	C4	OPERATE_OR_APPLY	B4-S008	f83r	B4	sheey	PROC157	SH+EE+Y	CMD141	HALTEN · LANG · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten länger halten	YES
E335	C4	OPERATE_OR_APPLY	B4-S008	f83r	B4	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten kurz einwirken lassen und den Schritt schließen	YES
E336	C4	OPERATE_OR_APPLY	B4-S009	f83r	B4	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	den laufenden Posten absetzen lassen und den Schritt schließen	YES
E337	C4	OPERATE_OR_APPLY	B4-S010	f83r	B4	oldy	PROC047	OL+DY	CMD100	FORTSETZEN; SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	weiterarbeiten und den Schritt schließen	YES
E338	C4	OPERATE_OR_APPLY	B4-S011	f83r	B4	saiin	PROC009	AIIN	CMD001	MASS	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten nach vorgeschriebenem Maß kurz warm halten	YES
E339	C4	OPERATE_OR_APPLY	B4-S011	f83r	B4	cheky	PROC083	CHK+E+Y	CMD023	WAERMEN · KURZ · DIES	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten nach vorgeschriebenem Maß kurz warm halten	YES
E340	C4	OPERATE_OR_APPLY	B4-S011	f83r	B4	okeeol	PROC158	OK+EE+OL	CMD089	ANSETZEN · LANG · FORTSETZEN	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten weiter länger wirken lassen	YES
E341	C4	OPERATE_OR_APPLY	B4-S011	f83r	B4	okain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	linke Hauptstation mit offenem Fransenlauf	eine Portion einsetzen	YES
E342	C4	OPERATE_OR_APPLY	B4-S011	f83r	B4	chdy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	linke Hauptstation mit offenem Fransenlauf	den laufenden Posten umsetzen	YES
