card_no	surfaces	component_parse	component_count	short_card_default_de	spoken_as_de	old_portable_role_reading_de	old_role_word_count	old_sentence_sized	case_expansion_policy	composition_status	occurrences	sections	records	recitation_kind	spoken_recitation_de	scope_note_de	scope_repair_cost	component_order_preserved	new_whole_card_semantic_value	semantic_component_parse	consolidated_short_default_de	graphic_alias_used
PROC119	qokeeedy	OK+EEE+DY	3	ANSETZEN·VOLL·SCHLUSS	ansetzen voll schluss	den laufenden Posten vollständig ansetzen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2	SHORT_LEFT_TO_RIGHT	ANSETZEN · VOLL; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OK+EEE+DY	ANSETZEN·VOLL·SCHLUSS	NONE
PROC120	lchedy	L+CHD+DY	3	FUEHREN·UMSETZEN·SCHLUSS	fuehren umsetzen schluss	den laufenden Posten führen und umsetzen; Schritt schließen	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	8	BIOLOGICAL	B2|B3|B4	SHORT_LEFT_TO_RIGHT	FUEHREN · UMSETZEN; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	L+CHD+DY	FUEHREN·UMSETZEN·SCHLUSS	NONE
PROC121	lar	L+AR	2	FUEHREN·QUELLE	fuehren quelle	den laufenden Posten von dort führen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2	SHORT_LEFT_TO_RIGHT	FUEHREN · QUELLE	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	L+AR	FUEHREN·QUELLE	NONE
PROC122	tshey	SH+E+Y	3	HALTEN·KURZ·DIES	halten kurz dies	diesen Posten kurz halten	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2	SHORT_LEFT_TO_RIGHT	HALTEN · KURZ · DIES	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	SH+E+Y	HALTEN·KURZ·DIES	NONE
PROC123	lchedar	L+CHD+AR	3	FUEHREN·UMSETZEN·QUELLE	fuehren umsetzen quelle	den laufenden Posten von dort führen und umsetzen	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2	SHORT_LEFT_TO_RIGHT	FUEHREN · UMSETZEN · QUELLE	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	L+CHD+AR	FUEHREN·UMSETZEN·QUELLE	NONE
PROC124	ches	CH+E+S	3	ABZIEHEN·KURZ·TEILEN	abziehen kurz teilen	den laufenden Posten kurz abziehen und teilen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	PARTIAL_WITH_LEARNED_ATOM	1	BIOLOGICAL	B2	SHORT_LEFT_TO_RIGHT	ABZIEHEN · KURZ · TEILEN	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	CH+E+S	ABZIEHEN·KURZ·TEILEN	NONE
PROC125	pchedy	P+CHD+DY	3	HINEIN·UMSETZEN·SCHLUSS	hinein umsetzen schluss	den laufenden Posten hineingeben und umsetzen; Schritt schließen	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2	SHORT_LEFT_TO_RIGHT	HINEIN · UMSETZEN; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	P+CHD+DY	HINEIN·UMSETZEN·SCHLUSS	NONE
PROC126	rsheal	R+SH+E+AL	4	KUEHLEN·HALTEN·KURZ·ZIEL	kuehlen halten kurz ziel	den laufenden Posten an bezeichnete Stelle kurz abkühlen und halten	10	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2	STRAIGHT_TELEGRAPH_CHAIN	KUEHLEN · HALTEN · KURZ · ZIEL	Komponenten in sichtbarer Reihenfolge sprechen; nur vor SCHLUSS pausieren.	0	YES	NO	R+SH+E+AL	KUEHLEN·HALTEN·KURZ·ZIEL	NONE
PROC127	daldy	AL+DY	2	ZIEL·SCHLUSS	ziel schluss	bezeichnete Stelle; Schritt schließen	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2	SHORT_LEFT_TO_RIGHT	ZIEL; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	AL+DY	ZIEL·SCHLUSS	NONE
PROC128	rshedy	R+SHED+DY	3	KUEHLEN·ABSETZEN·SCHLUSS	kuehlen absetzen schluss	den laufenden Posten abkühlen und absetzen; Schritt schließen	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2	SHORT_LEFT_TO_RIGHT	KUEHLEN · ABSETZEN; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	R+SHED+DY	KUEHLEN·ABSETZEN·SCHLUSS	NONE
PROC129	qoteedy	OT+EE+DY	3	DANACH·LANG·SCHLUSS	danach lang schluss	danach · länger; Schritt schließen	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B2|B3	SHORT_LEFT_TO_RIGHT	DANACH · LANG; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OT+EE+DY	DANACH·LANG·SCHLUSS	NONE
PROC130	lochedy	L+O+CHD+DY	4	FUEHREN·GANG·UMSETZEN·SCHLUSS	fuehren gang umsetzen schluss	den Arbeitsgang führen und umsetzen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2	STRAIGHT_TELEGRAPH_CHAIN	FUEHREN · GANG · UMSETZEN; SCHLUSS	Komponenten in sichtbarer Reihenfolge sprechen; nur vor SCHLUSS pausieren.	0	YES	NO	L+O+CHD+DY	FUEHREN·GANG·UMSETZEN·SCHLUSS	NONE
PROC131	otal|qotal	OT+AL	2	DANACH·ZIEL	danach ziel	danach · bezeichnete Stelle	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	3	BIOLOGICAL	B3|B4	SHORT_LEFT_TO_RIGHT	DANACH · ZIEL	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OT+AL	DANACH·ZIEL	NONE
PROC132	chkeedy	CHK+EE+DY	3	WAERMEN·LANG·SCHLUSS	waermen lang schluss	den laufenden Posten länger wärmen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	WAERMEN · LANG; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	CHK+EE+DY	WAERMEN·LANG·SCHLUSS	NONE
PROC133	chedchy	CHD+Y	2	UMSETZEN·DIES	umsetzen dies	diesen Posten umsetzen	3	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	UMSETZEN · DIES	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	CHD+Y	UMSETZEN·DIES	NONE
PROC134	pchedal	P+CHD+AL	3	HINEIN·UMSETZEN·ZIEL	hinein umsetzen ziel	den laufenden Posten an bezeichnete Stelle hineingeben und umsetzen	9	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	HINEIN · UMSETZEN · ZIEL	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	P+CHD+AL	HINEIN·UMSETZEN·ZIEL	NONE
PROC135	otedy	OT+E+DY	3	DANACH·KURZ·SCHLUSS	danach kurz schluss	danach · kurz; Schritt schließen	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	DANACH · KURZ; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OT+E+DY	DANACH·KURZ·SCHLUSS	NONE
PROC136	shecthedchy	SH+E+CTH+CHD+Y	5	HALTEN·KURZ·BEREIT·UMSETZEN·DIES	halten kurz bereit umsetzen dies	diesen Posten kurz halten und umsetzen bis bereit	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	STATE_THRESHOLD_FRAME	HALTEN · KURZ · BIS BEREIT; UMSETZEN · DIES	CTH/BEREIT bildet die Schwelle zwischen Halten und Umsetzen.	1	YES	NO	SH+E+CTH+CHD+Y	HALTEN·KURZ·BEREIT·UMSETZEN·DIES	NONE
PROC137	chary	AR+Y	2	QUELLE·DIES	quelle dies	von dort · dieser Posten	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	QUELLE · DIES	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	AR+Y	QUELLE·DIES	NONE
PROC138	okair	OK+AIR	2	ANSETZEN·LAUF	ansetzen lauf	den laufenden Posten durch laufender Bestand ansetzen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	ANSETZEN · LAUF	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OK+AIR	ANSETZEN·LAUF	NONE
PROC139	sheedy	SH+EE+DY	3	HALTEN·LANG·SCHLUSS	halten lang schluss	den laufenden Posten länger halten; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	HALTEN · LANG; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	SH+EE+DY	HALTEN·LANG·SCHLUSS	NONE
PROC140	lo	L+O	2	FUEHREN·GANG	fuehren gang	den Arbeitsgang führen	3	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	FUEHREN · GANG	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	L+O	FUEHREN·GANG	NONE
PROC141	qokshedy	OK+SH+E+DY	4	ANSETZEN·HALTEN·KURZ·SCHLUSS	ansetzen halten kurz schluss	den laufenden Posten kurz ansetzen und halten; Schritt schließen	9	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	STRAIGHT_TELEGRAPH_CHAIN	ANSETZEN · HALTEN · KURZ; SCHLUSS	Komponenten in sichtbarer Reihenfolge sprechen; nur vor SCHLUSS pausieren.	0	YES	NO	OK+SH+E+DY	ANSETZEN·HALTEN·KURZ·SCHLUSS	NONE
PROC142	shedal	SHED+AL	2	ABSETZEN·ZIEL	absetzen ziel	den laufenden Posten an bezeichnete Stelle absetzen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B3|B5	SHORT_LEFT_TO_RIGHT	ABSETZEN · ZIEL	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	SHED+AL	ABSETZEN·ZIEL	NONE
PROC143	shecthy	SH+E+CTH+Y	4	HALTEN·KURZ·BEREIT·DIES	halten kurz bereit dies	diesen Posten kurz halten bis bereit	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	STRAIGHT_TELEGRAPH_CHAIN	HALTEN · KURZ · BEREIT · DIES	Komponenten in sichtbarer Reihenfolge sprechen; nur vor SCHLUSS pausieren.	0	YES	NO	SH+E+CTH+Y	HALTEN·KURZ·BEREIT·DIES	NONE
PROC144	dalchdy	AL+CHD+DY	3	ZIEL·UMSETZEN·SCHLUSS	ziel umsetzen schluss	den laufenden Posten an bezeichnete Stelle umsetzen; Schritt schließen	9	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	ZIEL · UMSETZEN; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	AL+CHD+DY	ZIEL·UMSETZEN·SCHLUSS	NONE
PROC145	otchedy|qotchedy	OT+CHD+DY	3	DANACH·UMSETZEN·SCHLUSS	danach umsetzen schluss	danach den laufenden Posten umsetzen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	DANACH · UMSETZEN; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OT+CHD+DY	DANACH·UMSETZEN·SCHLUSS	NONE
PROC146	cheedar	EE+AR	2	LANG·QUELLE	lang quelle	länger · von dort	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	LANG · QUELLE	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	EE+AR	LANG·QUELLE	NONE
PROC147	chldaiin	L+AIIN	2	FUEHREN·MASS	fuehren mass	den laufenden Posten nach vorgeschriebenes Maß führen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	FUEHREN · MASS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	L+AIIN	FUEHREN·MASS	NONE
PROC148	chealror	AL+R+OR	3	ZIEL·KUEHLEN·ANSATZ	ziel kuehlen ansatz	den Ansatz an bezeichnete Stelle abkühlen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	ZIEL · KUEHLEN · ANSATZ	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	AL+R+OR	ZIEL·KUEHLEN·ANSATZ	NONE
PROC149	cheeety	EEE+T+Y	3	VOLL·EINTRAGEN·DIES	voll eintragen dies	diesen Posten vollständig eintragen	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	VOLL · EINTRAGEN · DIES	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	EEE+T+Y	VOLL·EINTRAGEN·DIES	NONE
PROC150	schedair	CHD+AIR	2	UMSETZEN·LAUF	umsetzen lauf	den laufenden Posten durch laufender Bestand umsetzen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	UMSETZEN · LAUF	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	CHD+AIR	UMSETZEN·LAUF	NONE
PROC151	chedain	CHD+AIN	2	UMSETZEN·PORTION	umsetzen portion	den laufenden Posten nach Portion umsetzen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	UMSETZEN · PORTION	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	CHD+AIN	UMSETZEN·PORTION	NONE
PROC152	qotedaiin	OT+E+AIIN	3	DANACH·KURZ·MASS	danach kurz mass	danach · kurz · vorgeschriebenes Maß	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	DANACH · KURZ · MASS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OT+E+AIIN	DANACH·KURZ·MASS	NONE
PROC153	olsaly	OL+AL+Y	3	FORTSETZEN·ZIEL·DIES	fortsetzen ziel dies	fortsetzen · bezeichnete Stelle · dieser Posten	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3	SHORT_LEFT_TO_RIGHT	FORTSETZEN · ZIEL · DIES	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OL+AL+Y	FORTSETZEN·ZIEL·DIES	NONE
PROC154	qolchey	OL+Y	2	FORTSETZEN·DIES	fortsetzen dies	fortsetzen · dieser Posten	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4	SHORT_LEFT_TO_RIGHT	FORTSETZEN · DIES	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OL+Y	FORTSETZEN·DIES	NONE
PROC155	qokylddy	OK+Y+LD+DY	4	ANSETZEN·DIES·BEFESTIGEN·SCHLUSS	ansetzen dies befestigen schluss	diesen Posten ansetzen und befestigen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	PARTIAL_WITH_LEARNED_ATOM	1	BIOLOGICAL	B4	STRAIGHT_TELEGRAPH_CHAIN	ANSETZEN · DIES · BEFESTIGEN; SCHLUSS	Komponenten in sichtbarer Reihenfolge sprechen; nur vor SCHLUSS pausieren.	0	YES	NO	OK+Y+LD+DY	ANSETZEN·DIES·BEFESTIGEN·SCHLUSS	NONE
PROC156	dain	AIN	1	PORTION	portion	Portion	1	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B4|B6	SHORT_LEFT_TO_RIGHT	PORTION	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	AIN	PORTION	NONE
PROC157	sheey	SH+EE+Y	3	HALTEN·LANG·DIES	halten lang dies	diesen Posten länger halten	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4	SHORT_LEFT_TO_RIGHT	HALTEN · LANG · DIES	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	SH+EE+Y	HALTEN·LANG·DIES	NONE
PROC158	okeeol	OK+EE+OL	3	ANSETZEN·LANG·FORTSETZEN	ansetzen lang fortsetzen	fortsetzen den laufenden Posten länger ansetzen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4	SHORT_LEFT_TO_RIGHT	ANSETZEN · LANG · FORTSETZEN	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OK+EE+OL	ANSETZEN·LANG·FORTSETZEN	NONE
PROC159	lkedy	L+K+E+DY	4	FUEHREN·ZUFUEHREN·KURZ·SCHLUSS	fuehren zufuehren kurz schluss	den laufenden Posten kurz führen und zuführen; Schritt schließen	9	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4	STRAIGHT_TELEGRAPH_CHAIN	FUEHREN · ZUFUEHREN · KURZ; SCHLUSS	Komponenten in sichtbarer Reihenfolge sprechen; nur vor SCHLUSS pausieren.	0	YES	NO	L+K+E+DY	FUEHREN·ZUFUEHREN·KURZ·SCHLUSS	NONE
PROC160	qokol	OK+OL	2	ANSETZEN·FORTSETZEN	ansetzen fortsetzen	fortsetzen den laufenden Posten ansetzen	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4	SHORT_LEFT_TO_RIGHT	ANSETZEN · FORTSETZEN	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OK+OL	ANSETZEN·FORTSETZEN	NONE
PROC161	qockhey	O+CKH+E+Y	4	GANG·DURCHLASS·KURZ·DIES	gang durchlass kurz dies	Arbeitsgang · Durchlass · kurz · dieser Posten	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4	STRAIGHT_TELEGRAPH_CHAIN	GANG · DURCHLASS · KURZ · DIES	Komponenten in sichtbarer Reihenfolge sprechen; nur vor SCHLUSS pausieren.	0	YES	NO	O+CKH+E+Y	GANG·DURCHLASS·KURZ·DIES	NONE
PROC162	dairydy	AIR+Y+DY	3	LAUF·DIES·SCHLUSS	lauf dies schluss	laufender Bestand · dieser Posten; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4	SHORT_LEFT_TO_RIGHT	LAUF · DIES; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	AIR+Y+DY	LAUF·DIES·SCHLUSS	NONE
PROC163	chckhal	CH+CKH+AL	3	ABZIEHEN·DURCHLASS·ZIEL	abziehen durchlass ziel	den laufenden Posten an bezeichnete Stelle durch Durchlass abziehen	9	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4	SHORT_LEFT_TO_RIGHT	ABZIEHEN · DURCHLASS · ZIEL	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	CH+CKH+AL	ABZIEHEN·DURCHLASS·ZIEL	NONE
PROC164	solkey	SOLK+E+Y	3	AUFFANGEN·KURZ·DIES	auffangen kurz dies	diesen Posten kurz auffangen	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4	SHORT_LEFT_TO_RIGHT	AUFFANGEN · KURZ · DIES	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	SOLK+E+Y	AUFFANGEN·KURZ·DIES	NONE
PROC165	skar	K+AR	2	ZUFUEHREN·QUELLE	zufuehren quelle	den laufenden Posten von dort zuführen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4	SHORT_LEFT_TO_RIGHT	ZUFUEHREN · QUELLE	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	K+AR	ZUFUEHREN·QUELLE	NONE
PROC166	otchdy	OT+CHD+DY	3	DANACH·UMSETZEN·SCHLUSS	danach umsetzen schluss	danach den laufenden Posten umsetzen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B5	SHORT_LEFT_TO_RIGHT	DANACH · UMSETZEN; SCHLUSS	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	OT+CHD+DY	DANACH·UMSETZEN·SCHLUSS	NONE
PROC167	lol	L+OL	2	FUEHREN·FORTSETZEN	fuehren fortsetzen	fortsetzen den laufenden Posten führen	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B5	SHORT_LEFT_TO_RIGHT	FUEHREN · FORTSETZEN	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	L+OL	FUEHREN·FORTSETZEN	NONE
PROC168	chdal	CHD+AL	2	UMSETZEN·ZIEL	umsetzen ziel	den laufenden Posten an bezeichnete Stelle umsetzen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B5	SHORT_LEFT_TO_RIGHT	UMSETZEN · ZIEL	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	CHD+AL	UMSETZEN·ZIEL	NONE
PROC169	daiiin	DA+IIN	2	ZWEIT·STUFE	zweit stufe	zweite · Sollstufe	3	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	PARTIAL_WITH_LEARNED_ATOM	1	BIOLOGICAL	B5	SHORT_LEFT_TO_RIGHT	ZWEIT · STUFE	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	DA+IIN	ZWEIT·STUFE	NONE
PROC170	solkeey	SOLK+EE+Y	3	AUFFANGEN·LANG·DIES	auffangen lang dies	diesen Posten länger auffangen	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B6	SHORT_LEFT_TO_RIGHT	AUFFANGEN · LANG · DIES	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	SOLK+EE+Y	AUFFANGEN·LANG·DIES	NONE
PROC171	qekey	E+K+E+Y	4	KURZ·ZUFUEHREN·KURZ·DIES	kurz zufuehren kurz dies	diesen Posten kurz kurz zuführen	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B6	DOUBLE_GRADE_CADENCE	KURZ · ZUFUEHREN · KURZ · DIES	Die doppelte E/KURZ-Rahmung bleibt als gelernter Rhythmus; kein zweiter E-Wortwert.	1	YES	NO	E+K+E+Y	KURZ·ZUFUEHREN·KURZ·DIES	NONE
PROC172	raly	R+AL+Y	3	KUEHLEN·ZIEL·DIES	kuehlen ziel dies	diesen Posten an bezeichnete Stelle abkühlen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B6	SHORT_LEFT_TO_RIGHT	KUEHLEN · ZIEL · DIES	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	R+AL+Y	KUEHLEN·ZIEL·DIES	NONE
PROC173	ldalor	L+AL+OR	3	FUEHREN·ZIEL·ANSATZ	fuehren ziel ansatz	den Ansatz an bezeichnete Stelle führen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B6	SHORT_LEFT_TO_RIGHT	FUEHREN · ZIEL · ANSATZ	Kurze Karte direkt von links nach rechts sprechen.	0	YES	NO	L+AL+OR	FUEHREN·ZIEL·ANSATZ	NONE
