candidate_recipe	current_status	source_neighbor_count	factor_gate_status	scope_selector_rules	portable_factor_rules	amber_factor_rules	blocked_factor_rules	factor_gate_is_occurrence_prediction
L+CH+S+P+E+DY	ABSENT	1	STOP__UNLICENSED_FACTOR	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-L|FOCUS:P<-E|PAIR:CH>S|CLOSE:P	NONE	PAIR:S>P	NO
L+CH+Y+T+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-L|FOCUS:CH<-Y|FOCUS:T<-AIIN	NONE	NONE	NO
L+CHD	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:CHD<-L	NONE	NONE	NO
L+CHD+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-AIIN	NONE	NONE	NO
L+CHD+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-AIN	NONE	NONE	NO
L+CHD+AIR	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|L_AIR_RIGHT_FALLBACK	FOCUS:CHD<-L|FOCUS:CHD<-AIR	NONE	NONE	NO
L+CHD+AL	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-L|FOCUS:CHD<-AL	NONE	NONE	NO
L+CHD+AR	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK	FOCUS:CHD<-L|FOCUS:CHD<-AR	NONE	NONE	NO
L+CHD+CH+T+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:T<-Y|PAIR:CH>T	NONE	PAIR:CHD>CH	NO
L+CHD+DY	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:CHD<-L|CLOSE:CHD	NONE	NONE	NO
L+CHD+E	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-E	NONE	NONE	NO
L+CHD+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-E|CLOSE:CHD	NONE	NONE	NO
L+CHD+E+D_ADDR+AR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-E|FOCUS:CHD<-AR|FOCUS:CHD<-Y	NONE	NONE	NO
L+CHD+E+T+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-E|FOCUS:T<-Y	NONE	NONE	NO
L+CHD+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-E|FOCUS:CHD<-Y	NONE	NONE	NO
L+CHD+EE	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-EE	NONE	NONE	NO
L+CHD+EE+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-EE|FOCUS:CHD<-Y	NONE	NONE	NO
L+CHD+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-EE|FOCUS:CHD<-Y	NONE	NONE	NO
L+CHD+L	ABSENT	3	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|L_AIR_RIGHT_FALLBACK	FOCUS:CHD<-L|FOCUS:CHD<-L	NONE	NONE	NO
L+CHD+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:CHD<-L	NONE	NONE	NO
L+CHD+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-OR	NONE	NONE	NO
L+DY	OBSERVED	1	STOP__UNLICENSED_FACTOR	L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-L	NONE	CLOSE:NO_ACTIVE_ACTION	NO
L+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-AIIN	NONE	NONE	NO
L+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-Y	NONE	NONE	NO
L+EE+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-EE|FOCUS:OWNER<-AIIN	NONE	NONE	NO
L+EE+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-EE|FOCUS:OWNER<-AIN	NONE	NONE	NO
L+EE+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-EE|FOCUS:OWNER<-OR	NONE	NONE	NO
L+K+AIIN	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-AIIN	NONE	NONE	NO
L+K+AIN	OBSERVED	3	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-AIN	NONE	NONE	NO
L+K+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|L_AIR_RIGHT_FALLBACK	FOCUS:K<-L|FOCUS:K<-AIR	NONE	NONE	NO
L+K+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK	FOCUS:K<-L|FOCUS:K<-AL	NONE	NONE	NO
L+K+CHD+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:CHD<-AIIN|PAIR:K>CHD	NONE	NONE	NO
L+K+CHD+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:CHD<-AIN|PAIR:K>CHD	NONE	NONE	NO
L+K+CHD+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:CHD<-OR|PAIR:K>CHD	NONE	NONE	NO
L+K+CHD+Y	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:CHD<-Y|PAIR:K>CHD	NONE	NONE	NO
L+K+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-E|FOCUS:K<-AIIN	NONE	NONE	NO
L+K+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-E|FOCUS:K<-AIN	NONE	NONE	NO
L+K+E+D_ADDR+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-E|FOCUS:K<-E|FOCUS:K<-AIIN	NONE	NONE	NO
L+K+E+D_ADDR+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-E|FOCUS:K<-E|FOCUS:K<-AIN	NONE	NONE	NO
L+K+E+D_ADDR+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-E|FOCUS:K<-E|FOCUS:K<-OR	NONE	NONE	NO
L+K+E+O+K+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-E	NONE	NONE	NO
L+K+E+O+OK+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-E	NONE	NONE	NO
L+K+E+O+P+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-E	NONE	NONE	NO
L+K+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-E|FOCUS:K<-OR	NONE	NONE	NO
L+K+EE+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-EE|FOCUS:K<-AIIN	NONE	NONE	NO
L+K+EE+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-EE|FOCUS:K<-AIN	NONE	NONE	NO
L+K+EE+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-EE|FOCUS:K<-AIIN	NONE	NONE	NO
L+K+EE+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-EE|FOCUS:K<-AIN	NONE	NONE	NO
L+K+EE+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-EE|FOCUS:K<-OR	NONE	NONE	NO
L+K+EE+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-EE|FOCUS:K<-OR	NONE	NONE	NO
L+K+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|L_AIR_RIGHT_FALLBACK	FOCUS:K<-L|FOCUS:K<-L	NONE	NONE	NO
L+K+OR	ABSENT	3	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-OR	NONE	NONE	NO
L+K+SH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:SH<-Y|PAIR:K>SH	NONE	NONE	NO
L+K+Y	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-L|FOCUS:K<-Y	NONE	NONE	NO
L+L	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-L|FOCUS:OWNER<-L	NONE	NONE	NO
L+L+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-L|FOCUS:OWNER<-OR	NONE	NONE	NO
L+LOCAL_CHAR_F+CH+E+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-L|FOCUS:CH<-E|FOCUS:CH<-AIR	NONE	NONE	NO
L+LOCAL_CHAR_F+CH+E+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-L|FOCUS:CH<-E|FOCUS:CH<-AR	NONE	NONE	NO
L+LOCAL_CHAR_F+CH+E+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-L|FOCUS:CH<-E|FOCUS:CH<-L	NONE	NONE	NO
L+LOCAL_CHAR_F+S+E+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:S<-L|FOCUS:S<-E|FOCUS:S<-AL	NONE	NONE	NO
L+LOCAL_CHAR_F+SH+E+D_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E	NONE	NONE	NO
L+O	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-L	NONE	NONE	NO
L+O+SH+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:SH<-L|CLOSE:SH	NONE	NONE	NO
L+O+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-Y	NONE	NONE	NO
L+OK+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:OK<-AIIN	NONE	NONE	NO
L+OK+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:OK<-AIN	NONE	NONE	NO
L+OK+AM_ADDR+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:OK<-L	NONE	NONE	NO
L+OK+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK	FOCUS:OK<-L|FOCUS:OK<-AR	NONE	NONE	NO
L+OK+CHD+Y	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:CHD<-Y|PAIR:OK>CHD	NONE	NONE	NO
L+OK+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:OK<-E|CLOSE:OK	NONE	NONE	NO
L+OK+E+D_ADDR+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:OK<-E|FOCUS:OK<-E|FOCUS:OK<-Y	NONE	NONE	NO
L+OK+E+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:OK<-E	NONE	NONE	NO
L+OK+E+O+P+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:OK<-E	NONE	NONE	NO
L+OK+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:OK<-E|FOCUS:OK<-Y	NONE	NONE	NO
L+OK+EE+D_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:OK<-EE	NONE	NONE	NO
L+OK+EE+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:OK<-EE|FOCUS:OK<-Y	NONE	NONE	NO
L+OK+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:OK<-EE|FOCUS:OK<-Y	NONE	NONE	NO
L+OK+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-L|FOCUS:OK<-Y	NONE	NONE	NO
L+OL	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-L	NONE	NONE	NO
L+OL+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-AIIN	NONE	NONE	NO
L+OL+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-AIN	NONE	NONE	NO
L+OL+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-OR	NONE	NONE	NO
L+OL+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-L	NONE	NONE	NO
L+OL+SH+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:SH<-L|CLOSE:SH	NONE	NONE	NO
L+OL+Y	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-Y	NONE	NONE	NO
L+OR	OBSERVED	4	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-OR	NONE	NONE	NO
L+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-L	NONE	NONE	NO
L+OT+CHD+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:CHD<-L|CLOSE:CHD	NONE	NONE	NO
L+OT+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-L	NONE	NONE	NO
L+OT+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|OWNER_CONTEXT	FOCUS:OWNER<-L|FOCUS:OWNER<-Y	NONE	NONE	NO
L+P+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:P<-AIIN	NONE	NONE	NO
L+P+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:P<-AIN	NONE	NONE	NO
L+P+AM_ADDR+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:P<-L	NONE	NONE	NO
L+P+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|AL_AR_ORDERED_FALLBACK	FOCUS:P<-L|FOCUS:P<-AR	NONE	NONE	NO
L+P+CHD+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:CHD<-AIIN|PAIR:P>CHD	NONE	NONE	NO
L+P+CHD+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:CHD<-AIN|PAIR:P>CHD	NONE	NONE	NO
L+P+CHD+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:CHD<-OR|PAIR:P>CHD	NONE	NONE	NO
L+P+CHD+Y	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:CHD<-Y|PAIR:P>CHD	NONE	NONE	NO
L+P+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:P<-E|CLOSE:P	NONE	NONE	NO
L+P+E+D_ADDR+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:P<-E|FOCUS:P<-E|FOCUS:P<-Y	NONE	NONE	NO
L+P+E+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:P<-E	NONE	NONE	NO
L+P+E+O+P+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:P<-E	NONE	NONE	NO
L+P+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:P<-E|FOCUS:P<-Y	NONE	NONE	NO
L+P+EE+D_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:P<-EE	NONE	NONE	NO
L+P+EE+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:P<-EE|FOCUS:P<-Y	NONE	NONE	NO
L+P+EE+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:P<-EE|FOCUS:P<-Y	NONE	NONE	NO
L+P+SH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:SH<-Y|PAIR:P>SH	NONE	NONE	NO
L+P+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-L|FOCUS:P<-Y	NONE	NONE	NO
L+R+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:R<-L|FOCUS:R<-OR	NONE	NONE	NO
L+S	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:S<-L	NONE	NONE	NO
L+S+A_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:S<-L	NONE	NONE	NO
L+S+CH+P+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-L|FOCUS:P<-E|PAIR:S>CH|PAIR:CH>P|CLOSE:P	NONE	NONE	NO
