statement_id	page	record	card_ordinal_in_statement	surface	component_recipe	output_layer	formula_family
B4-S016	f83r	B4	3	skar	K+AR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S016	f83r	B4	4	shedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B5-S001	f83r	B5	1	otchdy	OT+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B5-S002	f83r	B5	1	qokchdy	OK+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B5-S003	f83r	B5	1	shedal	SHED+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B5-S003	f83r	B5	2	dal	AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B5-S003	f83r	B5	3	cheol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B5-S003	f83r	B5	4	lol	L+OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B5-S003	f83r	B5	5	chdal	CHD+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B5-S003	f83r	B5	6	aiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B5-S003	f83r	B5	7	sol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B5-S003	f83r	B5	8	daiiin	DA+IIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B5-S003	f83r	B5	9	chedy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B6-S001	f83r	B6	1	solkeey	SOLK+EE+Y	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B6-S001	f83r	B6	2	qekey	E+K+E+Y	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B6-S001	f83r	B6	3	raly	R+AL+Y	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B6-S001	f83r	B6	4	ol	OL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B6-S001	f83r	B6	5	daiin	AIIN	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B6-S001	f83r	B6	6	ol	OL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B6-S001	f83r	B6	7	dain	AIN	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B6-S001	f83r	B6	8	chey	Y	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B6-S001	f83r	B6	9	ldalor	L+AL+OR	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
