event_ordinal	occurrence_id	source_selector	physical_folio	locus	token_index	token_count	distance_from_end	distance_cell	position_class	position4	masked_target	stem	terminal	left_context	right_context	left_context_sensitivity	right_context_sensitivity	paired_neighbour	direct_388	population	page_fold	stem_fold	semantic_export_credit
1776	GDT800-O1776	f34r	f34r	f34r.14	13	13	0	0	FINAL	FINAL	dara{l|m}	dara	m	cheky	NONE	cheky	NONE	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1777	GDT800-O1777	f34r	f34r	f34r.2	4	10	6	5	INTERNAL	EARLIER	la{l|m}	la	m	o	octhedy	o	octhedy	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1778	GDT800-O1778	f34r	f34r	f34r.3	7	11	4	4	INTERNAL	EARLIER	qoto{l|m}	qoto	l	otedy	okedy	otedy	okedy	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1779	GDT800-O1779	f34r	f34r	f34r.3	11	11	0	0	FINAL	FINAL	ka{l|m}	ka	m	ody	NONE	ody	NONE	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1780	GDT800-O1780	f34r	f34r	f34r.4	9	10	1	1	INTERNAL	PENULTIMATE	da{l|m}	da	m	otedy	checthy	otedy	checthy	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1781	GDT800-O1781	f34r	f34r	f34r.5	4	11	7	5	INTERNAL	EARLIER	o{l|m}	o	l	shedy	okes	shedy	okes	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1782	GDT800-O1782	f34r	f34r	f34r.6	1	10	9	5	FIRST	EARLIER	oteo{l|m}	oteo	l	NONE	chekey	NONE	chekey	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1783	GDT800-O1783	f34r	f34r	f34r.7	2	10	8	5	INTERNAL	EARLIER	da{l|m}	da	l	qokedy	chdy	qokedy	chdy	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1784	GDT800-O1784	f34r	f34r	f34r.7	10	10	0	0	FINAL	FINAL	olda{l|m}	olda	m	as	NONE	as	NONE	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1785	GDT800-O1785	f34r	f34r	f34r.8	9	9	0	0	FINAL	FINAL	ta{l|m}	ta	m	chodar	NONE	chodar	NONE	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1786	GDT800-O1786	f34v	f34v	f34v.10	12	12	0	0	FINAL	FINAL	oka{l|m}	oka	m	okedy	NONE	okedy	NONE	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1787	GDT800-O1787	f34v	f34v	f34v.11	6	7	1	1	INTERNAL	PENULTIMATE	oka{l|m}	oka	l	okey	shedy	okey	shedy	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1788	GDT800-O1788	f34v	f34v	f34v.2	1	11	10	5	FIRST	EARLIER	to{l|m}	to	l	NONE	qokchy	NONE	qokchy	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1789	GDT800-O1789	f34v	f34v	f34v.2	11	11	0	0	FINAL	FINAL	olda{l|m}	olda	m	aiin	NONE	aiin	NONE	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1790	GDT800-O1790	f34v	f34v	f34v.3	1	12	11	5	FIRST	EARLIER	yta{l|m}	yta	l	NONE	shor	NONE	shor	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1791	GDT800-O1791	f34v	f34v	f34v.3	3	12	9	5	INTERNAL	EARLIER	chda{l|m}	chda	l	shor	olchdy	shor	olchdy	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1792	GDT800-O1792	f34v	f34v	f34v.3	7	12	5	5	INTERNAL	EARLIER	o{l|m}	o	l	or	kedaiiin	or	kedaiiin	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1793	GDT800-O1793	f34v	f34v	f34v.4	2	10	8	5	INTERNAL	EARLIER	cheka{l|m}	cheka	l	tchdaiin	shedy	tchdaiin	shedy	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1794	GDT800-O1794	f34v	f34v	f34v.4	10	10	0	0	FINAL	FINAL	ota{l|m}	ota	m	daiin	NONE	daiin	NONE	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1795	GDT800-O1795	f34v	f34v	f34v.6	5	10	5	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	qokees	ypchdaiin	qokees	ypchdaiin	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1796	GDT800-O1796	f34v	f34v	f34v.8	10	10	0	0	FINAL	FINAL	oka{l|m}	oka	m	chdar	NONE	chdar	NONE	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1797	GDT800-O1797	f34v	f34v	f34v.9	9	11	2	2	INTERNAL	EARLIER	ka{l|m}	ka	l	chdy	shs	chdy	shs	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1798	GDT800-O1798	f35r	f35r	f35r.10	6	9	3	3	INTERNAL	EARLIER	ch{l|m}	ch	l	r	s	r	s	0	0	CACHE_REST_3749	1	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1799	GDT800-O1799	f35r	f35r	f35r.11	2	10	8	5	INTERNAL	EARLIER	cho{l|m}	cho	l	sheaiin	cthaiin	sheaiin	cthaiin	0	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1800	GDT800-O1800	f35r	f35r	f35r.11	6	10	4	4	INTERNAL	EARLIER	lcha{l|m}	lcha	l	chaiin	dal	chaiin	NONE	1	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1801	GDT800-O1801	f35r	f35r	f35r.11	7	10	3	3	INTERNAL	EARLIER	da{l|m}	da	l	lchal	dair	NONE	dair	1	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1802	GDT800-O1802	f35r	f35r	f35r.14	1	8	7	5	FIRST	EARLIER	ctho{l|m}	ctho	l	NONE	chol	NONE	NONE	1	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1803	GDT800-O1803	f35r	f35r	f35r.14	2	8	6	5	INTERNAL	EARLIER	cho{l|m}	cho	l	cthol	aiin	NONE	aiin	1	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1804	GDT800-O1804	f35r	f35r	f35r.14	7	8	1	1	INTERNAL	PENULTIMATE	sho{l|m}	sho	l	daiin	qotaiin	daiin	qotaiin	0	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1805	GDT800-O1805	f35v	f35v	f35v.12	6	7	1	1	INTERNAL	PENULTIMATE	da{l|m}	da	l	aiin	s	aiin	s	0	0	CACHE_REST_3749	3	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1806	GDT800-O1806	f35v	f35v	f35v.13	1	5	4	4	FIRST	EARLIER	o{l|m}	o	l	NONE	char	NONE	char	0	0	CACHE_REST_3749	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1807	GDT800-O1807	f35v	f35v	f35v.15	2	4	2	2	INTERNAL	EARLIER	cheo{l|m}	cheo	l	ykol	okchy	ykol	okchy	0	0	CACHE_REST_3749	3	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1808	GDT800-O1808	f35v	f35v	f35v.19	3	5	2	2	INTERNAL	EARLIER	keo{l|m}	keo	l	y	chol	y	NONE	1	0	CACHE_REST_3749	3	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1809	GDT800-O1809	f35v	f35v	f35v.19	4	5	1	1	INTERNAL	PENULTIMATE	cho{l|m}	cho	l	keol	daiin	NONE	daiin	1	0	CACHE_REST_3749	3	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1810	GDT800-O1810	f35v	f35v	f35v.6	1	4	3	3	FIRST	EARLIER	sho{l|m}	sho	l	NONE	tcheey	NONE	tcheey	0	0	CACHE_REST_3749	3	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1811	GDT800-O1811	f35v	f35v	f35v.7	3	6	3	3	INTERNAL	EARLIER	sho{l|m}	sho	l	tchor	sho	tchor	sho	0	0	CACHE_REST_3749	3	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1812	GDT800-O1812	f35v	f35v	f35v.7	5	6	1	1	INTERNAL	PENULTIMATE	ko{l|m}	ko	l	sho	daiin	sho	daiin	0	0	CACHE_REST_3749	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1813	GDT800-O1813	f36r	f36r	f36r.2	1	9	8	5	FIRST	EARLIER	ora{l|m}	ora	l	NONE	shor	NONE	shor	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1814	GDT800-O1814	f36r	f36r	f36r.2	7	9	2	2	INTERNAL	EARLIER	cho{l|m}	cho	l	chty	dy	chty	dy	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1815	GDT800-O1815	f36r	f36r	f36r.4	4	8	4	4	INTERNAL	EARLIER	so{l|m}	so	m	qoypchol	chy	qoypchol	chy	0	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1816	GDT800-O1816	f36r	f36r	f36r.4	7	8	1	1	INTERNAL	PENULTIMATE	fcho{l|m}	fcho	m	dchy	dar	dchy	dar	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1817	GDT800-O1817	f36r	f36r	f36r.5	3	10	7	5	INTERNAL	EARLIER	cho{l|m}	cho	l	qor	ctholy	qor	ctholy	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1818	GDT800-O1818	f36r	f36r	f36r.7	1	7	6	5	FIRST	EARLIER	qoto{l|m}	qoto	l	NONE	cthol	NONE	NONE	1	0	CACHE_REST_3749	2	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1819	GDT800-O1819	f36r	f36r	f36r.7	2	7	5	5	INTERNAL	EARLIER	ctho{l|m}	ctho	l	qotol	okol	NONE	NONE	1	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1820	GDT800-O1820	f36r	f36r	f36r.7	3	7	4	4	INTERNAL	EARLIER	oko{l|m}	oko	l	cthol	dy	NONE	dy	1	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1821	GDT800-O1821	f36r	f36r	f36r.8	2	4	2	2	INTERNAL	EARLIER	ctho{l|m}	ctho	l	ytchor	chaiin	ytchor	chaiin	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1822	GDT800-O1822	f36v	f36v	f36v.13	3	4	1	1	INTERNAL	PENULTIMATE	ctho{l|m}	ctho	l	she	oty	she	oty	0	0	CACHE_REST_3749	3	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1823	GDT800-O1823	f36v	f36v	f36v.2	2	10	8	5	INTERNAL	EARLIER	cho{l|m}	cho	l	qotor	daiin	qotor	daiin	0	0	CACHE_REST_3749	3	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1824	GDT800-O1824	f36v	f36v	f36v.2	10	10	0	0	FINAL	FINAL	do{l|m}	do	m	ckhor	NONE	ckhor	NONE	0	0	CACHE_REST_3749	3	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1825	GDT800-O1825	f36v	f36v	f36v.6	4	5	1	1	INTERNAL	PENULTIMATE	da{l|m}	da	l	daiin	dys	daiin	dys	0	0	CACHE_REST_3749	3	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1826	GDT800-O1826	f36v	f36v	f36v.7	2	7	5	5	INTERNAL	EARLIER	keo{l|m}	keo	l	qoky	okchor	qoky	okchor	0	0	CACHE_REST_3749	3	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1827	GDT800-O1827	f36v	f36v	f36v.8	3	6	3	3	INTERNAL	EARLIER	do{l|m}	do	l	ytchy	y	ytchy	y	0	0	CACHE_REST_3749	3	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1828	GDT800-O1828	f37r	f37r	f37r.10	9	10	1	1	INTERNAL	PENULTIMATE	ko{l|m}	ko	l	ychey	daiir	ychey	daiir	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1829	GDT800-O1829	f37r	f37r	f37r.3	4	8	4	4	INTERNAL	EARLIER	ctho{l|m}	ctho	l	qokaiin	dy	qokaiin	dy	0	0	CACHE_REST_3749	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1830	GDT800-O1830	f37r	f37r	f37r.4	4	6	2	2	INTERNAL	EARLIER	cho{l|m}	cho	l	cfholdar	daiin	cfholdar	daiin	0	0	CACHE_REST_3749	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1831	GDT800-O1831	f37r	f37r	f37r.6	2	6	4	4	INTERNAL	EARLIER	sho{l|m}	sho	l	shor	qokchy	shor	qokchy	0	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1832	GDT800-O1832	f37r	f37r	f37r.6	5	6	1	1	INTERNAL	PENULTIMATE	dcho{l|m}	dcho	l	qotomody	daiin	qotomody	daiin	0	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1833	GDT800-O1833	f37r	f37r	f37r.8	5	8	3	3	INTERNAL	EARLIER	ota{l|m}	ota	l	ory	shor	ory	shor	0	0	CACHE_REST_3749	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1834	GDT800-O1834	f37v	f37v	f37v.1	5	5	0	0	FINAL	FINAL	so{l|m}	so	l	chopdain	NONE	chopdain	NONE	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1835	GDT800-O1835	f37v	f37v	f37v.10	6	6	0	0	FINAL	FINAL	to{l|m}	to	m	chey	NONE	chey	NONE	0	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1836	GDT800-O1836	f37v	f37v	f37v.11	3	4	1	1	INTERNAL	PENULTIMATE	ctho{l|m}	ctho	l	choror	daiin	choror	daiin	0	0	CACHE_REST_3749	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1837	GDT800-O1837	f37v	f37v	f37v.19	3	4	1	1	INTERNAL	PENULTIMATE	qota{l|m}	qota	l	qkaiin	daiin	qkaiin	daiin	0	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1838	GDT800-O1838	f37v	f37v	f37v.2	2	5	3	3	INTERNAL	EARLIER	cho{l|m}	cho	l	dor	cthor	dor	cthor	0	0	CACHE_REST_3749	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1839	GDT800-O1839	f37v	f37v	f37v.22	1	3	2	2	FIRST	EARLIER	qoto{l|m}	qoto	l	NONE	ytoiin	NONE	ytoiin	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1840	GDT800-O1840	f37v	f37v	f37v.23	2	3	1	1	INTERNAL	PENULTIMATE	cho{l|m}	cho	l	yto	daiin	yto	daiin	0	0	CACHE_REST_3749	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1841	GDT800-O1841	f37v	f37v	f37v.5	2	4	2	2	INTERNAL	EARLIER	qoto{l|m}	qoto	l	dchor	ykchon	dchor	ykchon	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1842	GDT800-O1842	f38r	f38r	f38r.3	5	6	1	1	INTERNAL	PENULTIMATE	kcho{l|m}	kcho	l	qo	chokokor	qo	chokokor	0	0	CACHE_REST_3749	1	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1843	GDT800-O1843	f38v	f38v	f38v.1	2	10	8	5	INTERNAL	EARLIER	cho{l|m}	cho	l	okchop	shotol	okchop	shotol	0	0	CACHE_REST_3749	3	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1844	GDT800-O1844	f38v	f38v	f38v.1	4	10	6	5	INTERNAL	EARLIER	oteo{l|m}	oteo	l	shotol	okeea	shotol	okeea	0	0	CACHE_REST_3749	3	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1845	GDT800-O1845	f38v	f38v	f38v.2	7	11	4	4	INTERNAL	EARLIER	cho{l|m}	cho	l	s	ldy	s	ldy	0	0	CACHE_REST_3749	3	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1846	GDT800-O1846	f38v	f38v	f38v.2	11	11	0	0	FINAL	FINAL	ko{l|m}	ko	m	o	NONE	o	NONE	0	0	CACHE_REST_3749	3	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1847	GDT800-O1847	f38v	f38v	f38v.5	3	7	4	4	INTERNAL	EARLIER	cho{l|m}	cho	l	daiin	oteeol	daiin	oteeol	0	0	CACHE_REST_3749	3	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1848	GDT800-O1848	f39r	f39r	f39r.11	7	12	5	5	INTERNAL	EARLIER	yka{l|m}	yka	l	chdy	olkaiin	chdy	olkaiin	0	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1849	GDT800-O1849	f39r	f39r	f39r.11	10	12	2	2	INTERNAL	EARLIER	cheo{l|m}	cheo	l	qokaldar	dar	qokaldar	dar	0	0	CACHE_REST_3749	1	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1850	GDT800-O1850	f39r	f39r	f39r.12	11	11	0	0	FINAL	FINAL	da{l|m}	da	l	aiin	NONE	aiin	NONE	0	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1851	GDT800-O1851	f39r	f39r	f39r.14	4	11	7	5	INTERNAL	EARLIER	o{l|m}	o	l	chekl	daiin	chekl	daiin	0	0	CACHE_REST_3749	1	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1852	GDT800-O1852	f39r	f39r	f39r.14	9	11	2	2	INTERNAL	EARLIER	ota{l|m}	ota	l	daiin	chdam	daiin	NONE	1	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1853	GDT800-O1853	f39r	f39r	f39r.14	10	11	1	1	INTERNAL	PENULTIMATE	chda{l|m}	chda	m	otal	qokam	NONE	NONE	1	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1854	GDT800-O1854	f39r	f39r	f39r.14	11	11	0	0	FINAL	FINAL	qoka{l|m}	qoka	m	chdam	NONE	NONE	NONE	1	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1855	GDT800-O1855	f39r	f39r	f39r.15	2	11	9	5	INTERNAL	EARLIER	o{l|m}	o	l	qolkain	cheol	qolkain	NONE	1	0	CACHE_REST_3749	1	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1856	GDT800-O1856	f39r	f39r	f39r.15	3	11	8	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	ol	daiin	NONE	daiin	1	0	CACHE_REST_3749	1	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1857	GDT800-O1857	f39r	f39r	f39r.15	6	11	5	5	INTERNAL	EARLIER	o{l|m}	o	l	dar	dld	dar	dld	0	0	CACHE_REST_3749	1	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1858	GDT800-O1858	f39r	f39r	f39r.16	1	5	4	4	FIRST	EARLIER	oteo{l|m}	oteo	l	NONE	cholkal	NONE	cholkal	0	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1859	GDT800-O1859	f39r	f39r	f39r.16	3	5	2	2	INTERNAL	EARLIER	qoka{l|m}	qoka	l	cholkal	dar	cholkal	dar	0	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1860	GDT800-O1860	f39r	f39r	f39r.4	6	11	5	5	INTERNAL	EARLIER	cho{l|m}	cho	l	shckhdchy	or	shckhdchy	or	0	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1861	GDT800-O1861	f39r	f39r	f39r.6	3	11	8	5	INTERNAL	EARLIER	da{l|m}	da	m	she	qofchedy	she	qofchedy	0	0	CACHE_REST_3749	1	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1862	GDT800-O1862	f39r	f39r	f39r.7	9	13	4	4	INTERNAL	EARLIER	a{l|m}	a	l	ar	ydy	ar	ydy	0	0	CACHE_REST_3749	1	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1863	GDT800-O1863	f39r	f39r	f39r.8	6	10	4	4	INTERNAL	EARLIER	oka{l|m}	oka	m	fchedy	chy	fchedy	chy	0	0	CACHE_REST_3749	1	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1864	GDT800-O1864	f39r	f39r	f39r.9	2	5	3	3	INTERNAL	EARLIER	sho{l|m}	sho	l	tchedy	odal	tchedy	NONE	1	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1865	GDT800-O1865	f39r	f39r	f39r.9	3	5	2	2	INTERNAL	EARLIER	oda{l|m}	oda	l	shol	qokaiin	NONE	qokaiin	1	0	CACHE_REST_3749	1	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1866	GDT800-O1866	f39v	f39v	f39v.11	3	9	6	5	INTERNAL	EARLIER	sheka{l|m}	sheka	m	chedy	qokar	chedy	qokar	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1867	GDT800-O1867	f39v	f39v	f39v.11	5	9	4	4	INTERNAL	EARLIER	ch{l|m}	ch	l	qokar	ykeedy	qokar	ykeedy	0	0	CACHE_REST_3749	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1868	GDT800-O1868	f39v	f39v	f39v.12	3	9	6	5	INTERNAL	EARLIER	ota{l|m}	ota	l	alaiin	chd	alaiin	chd	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1869	GDT800-O1869	f39v	f39v	f39v.12	6	9	3	3	INTERNAL	EARLIER	a{l|m}	a	m	okar	okar	okar	okar	0	0	CACHE_REST_3749	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1870	GDT800-O1870	f39v	f39v	f39v.12	8	9	1	1	INTERNAL	PENULTIMATE	cheoda{l|m}	cheoda	l	okar	ockhy	okar	ockhy	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1871	GDT800-O1871	f39v	f39v	f39v.2	4	13	9	5	INTERNAL	EARLIER	cho{l|m}	cho	l	kar	qoty	kar	qoty	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1872	GDT800-O1872	f39v	f39v	f39v.3	11	11	0	0	FINAL	FINAL	oka{l|m}	oka	m	ytodaiin	NONE	ytodaiin	NONE	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1873	GDT800-O1873	f39v	f39v	f39v.4	7	14	7	5	INTERNAL	EARLIER	choda{l|m}	choda	l	okody	ykedy	okody	ykedy	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1874	GDT800-O1874	f39v	f39v	f39v.4	10	14	4	4	INTERNAL	EARLIER	da{l|m}	da	l	qokedy	o	qokedy	o	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1875	GDT800-O1875	f39v	f39v	f39v.5	10	14	4	4	INTERNAL	EARLIER	o{l|m}	o	l	ckhol	kor	ckhol	kor	0	0	CACHE_REST_3749	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1876	GDT800-O1876	f39v	f39v	f39v.9	3	13	10	5	INTERNAL	EARLIER	da{l|m}	da	l	aiin	ar	aiin	ar	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1877	GDT800-O1877	f39v	f39v	f39v.9	7	13	6	5	INTERNAL	EARLIER	yda{l|m}	yda	m	cheor	shody	cheor	shody	0	0	CACHE_REST_3749	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1878	GDT800-O1878	f39v	f39v	f39v.9	9	13	4	4	INTERNAL	EARLIER	oka{l|m}	oka	l	shody	shd	shody	shd	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1879	GDT800-O1879	f3r	f3r	f3r.1	2	5	3	3	INTERNAL	EARLIER	qopa{l|m}	qopa	l	tsheos	chol	tsheos	NONE	1	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1880	GDT800-O1880	f3r	f3r	f3r.1	3	5	2	2	INTERNAL	EARLIER	cho{l|m}	cho	l	qopal	cthol	NONE	NONE	1	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1881	GDT800-O1881	f3r	f3r	f3r.1	4	5	1	1	INTERNAL	PENULTIMATE	ctho{l|m}	ctho	l	chol	daimg	NONE	daimg	1	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1882	GDT800-O1882	f3r	f3r	f3r.11	2	5	3	3	INTERNAL	EARLIER	sho{l|m}	sho	l	pcheol	sols	pcheol	sols	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1883	GDT800-O1883	f3r	f3r	f3r.11	4	5	1	1	INTERNAL	PENULTIMATE	sheo{l|m}	sheo	l	sols	shey	sols	shey	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1884	GDT800-O1884	f3r	f3r	f3r.15	6	8	2	2	INTERNAL	EARLIER	cho{l|m}	cho	m	olchsy	otchom	olchsy	NONE	1	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1885	GDT800-O1885	f3r	f3r	f3r.15	7	8	1	1	INTERNAL	PENULTIMATE	otcho{l|m}	otcho	m	chom	oporar	NONE	oporar	1	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1886	GDT800-O1886	f3r	f3r	f3r.16	1	9	8	5	FIRST	EARLIER	oteo{l|m}	oteo	l	NONE	chol	NONE	NONE	1	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
1887	GDT800-O1887	f3r	f3r	f3r.16	2	9	7	5	INTERNAL	EARLIER	cho{l|m}	cho	l	oteol	s	NONE	s	1	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
