construction_span_id	rule_id	family	page	physical_folio	locus	left_token_ordinal	right_token_ordinal	line_token_count	span_line_position	paragraph_first_span	paragraph_last_span	section	language	hand	left_surface	right_surface	exact_span_eva	fused_counterpart_surface	fused_counterpart_reader_exact_occurrences	value_label	immediate_left_context	immediate_right_context	written_line_eva	exact_pair_global_count	left_exact_right_contexts	pair_conditional_rate	right_surface_global_pair_baseline	descriptive_lift	primary_render_de	alternate_1_de	alternate_2_de	working_confidence	rationale	claim_scope	reader_exact_left	reader_exact_right	exact_span_render_once	confirmed_plaintext	component_export_credit
G759-S0100	Q11	QUANTITY_VALUE	f86v3	f86	f86v3.4	6	7	9	MIDDLE	0	0	C	B	2	ar	aiin	ar aiin	araiin	4	III	yteeey	ar	ykaiin qoeedy qar aiin yteeey ar aiin ar am	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0101	Q07	QUANTITY_VALUE	f86v5	f86	f86v5.13	8	9	11	MIDDLE	0	0	T	B	2	or	aiin	or aiin	oraiin	21	III	cthy	otar	daiin shar otam ytaiin otal teody cthy or aiin otar aiiin	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0102	Q11	QUANTITY_VALUE	f86v5	f86	f86v5.14	5	6	11	MIDDLE	0	0	T	B	2	ar	aiin	ar aiin	araiin	4	III	ody	qokeeey	qoar aiiin al ody ar aiin qokeeey cheey qotaiin ykar acthy	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0103	Q11	QUANTITY_VALUE	f86v5	f86	f86v5.20	2	3	10	MIDDLE	0	0	T	B	2	ar	aiin	ar aiin	araiin	4	III	ychor	ytaly	ychor ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiil	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0104	Q11	QUANTITY_VALUE	f86v5	f86	f86v5.21	2	3	11	MIDDLE	0	0	T	B	2	ar	aiin	ar aiin	araiin	4	III	oar	okaiin	oar ar aiin okaiin yteey ytaiin qokees aiin yteey qotey lkey	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0105	Q07	QUANTITY_VALUE	f86v5	f86	f86v5.23	2	3	11	MIDDLE	0	0	T	B	2	or	aiin	or aiin	oraiin	21	III	ykaiin	okol	ykaiin or aiin okol chokar sheol qokar cheey or aiin ody	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0106	Q07	QUANTITY_VALUE	f86v5	f86	f86v5.32	6	7	12	MIDDLE	0	0	T	B	2	or	aiin	or aiin	oraiin	21	III	shdy	chody	dshey ytchy dy qotal shdy or aiin chody chey ol teody aiin	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0107	Q07	QUANTITY_VALUE	f86v5	f86	f86v5.35	2	3	11	MIDDLE	0	0	T	B	2	or	aiin	or aiin	oraiin	21	III	ychey	ytair	ychey or aiin ytair ytaim otal shod qokchy qoody s aim	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0108	Q07	QUANTITY_VALUE	f86v6	f86	f86v6.17	2	3	13	MIDDLE	0	0	T	B	2	or	aiin	or aiin	oraiin	21	III	par	dar	par or aiin dar aiiin qckhear shoy qotedy opchdy olain ar alkar am	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0109	Q08	QUANTITY_VALUE	f86v6	f86	f86v6.19	4	5	7	MIDDLE	0	0	T	B	2	or	aiiin	or aiiin	oraiiin	1	IV	pchecfhey	qokaiin	pol sheopchey pchecfhey or aiiin qokaiin cholkar	7	181	0.038674	0.002161	17.894260	vier Portionen	vier Anteile	Wertstufe IV	C1_RECURRENT_PAIR	Sieben getrennte Vorkommen erweitern die Portionsreihe auf Wert IV.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0110	Q08	QUANTITY_VALUE	f86v6	f86	f86v6.34	5	6	12	MIDDLE	0	0	T	B	2	or	aiiin	or aiiin	oraiiin	1	IV	qoteody	oeey	soraiin ar shey qoteody or aiiin oeey ldaiiin or oro ol kaiiin	7	181	0.038674	0.002161	17.894260	vier Portionen	vier Anteile	Wertstufe IV	C1_RECURRENT_PAIR	Sieben getrennte Vorkommen erweitern die Portionsreihe auf Wert IV.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0111	Q08	QUANTITY_VALUE	f86v6	f86	f86v6.44	8	9	10	MIDDLE	0	0	T	B	2	or	aiiin	or aiiin	oraiiin	1	IV	qoaiin	ykedy	shor qoky chorolk chokaiin qoal kaiin qoaiin or aiiin ykedy	7	181	0.038674	0.002161	17.894260	vier Portionen	vier Anteile	Wertstufe IV	C1_RECURRENT_PAIR	Sieben getrennte Vorkommen erweitern die Portionsreihe auf Wert IV.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0112	Q07	QUANTITY_VALUE	f86v6	f86	f86v6.7	4	5	15	MIDDLE	0	0	T	B	2	or	aiin	or aiin	oraiin	21	III	lchedor	ol	qokaiin y lchedor or aiin ol or olkal or shedy qokal s ar archey dy	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0113	Q12	QUANTITY_VALUE	f86v6	f86	f86v6.9	8	9	11	MIDDLE	0	0	T	B	2	ar	aiiin	ar aiiin	araiiin	0	IV	otar	qoteeos	dshor ykaiin dar sheey qokol cheol otar ar aiiin qoteeos aiin	6	176	0.034091	0.002161	15.773674	vier Anteile	vier Portionen	Wertstufe IV	C1_RECURRENT_PAIR	Sechs getrennte Vorkommen tragen die Anteil-plus-Wert-IV-Lesung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0114	Q03	QUANTITY_VALUE	f88v	f88	f88v.9	4	5	9	MIDDLE	0	0	P	A	1	s	aiin	s aiin	saiin	89	III	y	chody	choeey keeod y s aiin chody okearcheol archeey sairal	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0115	Q03	QUANTITY_VALUE	f94v	f94	f94v.9	9	10	11	MIDDLE	0	0	H	B	3	s	aiin	s aiin	saiin	89	III	ol	oly	ytar okedy okeedy qokshey otaiin y ypchdair ol s aiin oly	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0116	Q07	QUANTITY_VALUE	f95v1	f95	f95v1.11	5	6	10	MIDDLE	0	0	H	B	3	or	aiin	or aiin	oraiin	21	III	qotches	shekaiin	pshedar shedy kshedy qotches or aiin shekaiin otain tshes qokain	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0117	Q03	QUANTITY_VALUE	f95v1	f95	f95v1.12	2	3	10	MIDDLE	0	0	H	B	3	s	aiin	s aiin	saiin	89	III	shotshey	ody	shotshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0118	Q07	QUANTITY_VALUE	f95v2	f95	f95v2.3	4	5	9	MIDDLE	0	0	H	B	3	or	aiin	or aiin	oraiin	21	III	okar	chckhy	archytaiin shekoiin okar or aiin chckhy okal otain okalody	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0119	Q03	QUANTITY_VALUE	f96r	f96	f96r.11	5	6	7	MIDDLE	0	0	H	A	1	s	aiin	s aiin	saiin	89	III	qokchod	chokey	teol cheody shodol qokchod s aiin chokey	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0120	Q03	QUANTITY_VALUE	f99r	f99	f99r.43	9	10	11	MIDDLE	0	0	P	A	1	s	aiin	s aiin	saiin	89	III	okeeey	ols	daiin cheeokeey checkhey dor oldy sheey keody okeeey s aiin ols	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0121	Q07	QUANTITY_VALUE	f99v	f99	f99v.34	9	10	11	MIDDLE	0	0	P	A	1	or	aiin	or aiin	oraiin	21	III	qokeeor	doldam	yoiin ol ol olaiin qockhey qokol olshy qokeeor or aiin doldam	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0122	Q07	QUANTITY_VALUE	f99v	f99	f99v.40	1	2	7	FIRST	0	0	P	A	1	or	aiin	or aiin	oraiin	21	III	LINE_EDGE	okeody	or aiin okeody okol odaiin qoky olaldy	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
