group_serial	page	locus	visible_owner	namespace_id	visible_surface	exact_prose_card_id	exact_prose_value_de	is_herbal_bio_bridge_card	astro_local_reading_de	cross_register_rule
172	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	ykchey	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
173	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	qokeochy	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest q/eochy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
174	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	oaiin	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest o.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
175	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	okol	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
176	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	ar	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
177	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	olar	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
178	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	yshey	NONE	NONE	NO	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: abgelesener oder freigegebener Wert; lokaler Namensrest y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
179	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	qokeeody	NONE	NONE	NO	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest q/ody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
180	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	cheos	NONE	NONE	NO	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: sekundärer Ablesewert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
181	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	oeeos	NONE	NONE	NO	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: lange oder volle Diagrammstufe; lokaler Namensrest o/os.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
182	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	qockhy	NONE	NONE	NO	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest qo/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
183	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	chos	NONE	NONE	NO	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
184	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	aiin	MC039	Sollwert	YES	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
185	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	okeeody	NONE	NONE	NO	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
186	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	qokoaiin	NONE	NONE	NO	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest q/o.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
187	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	odain	NONE	NONE	NO	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest od.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
188	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	ar	NONE	NONE	NO	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
189	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	air	NONE	NONE	NO	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Himmels-, Ring- oder Zeigerlauf.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
190	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	ay	NONE	NONE	NO	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: aktueller Hauptwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
191	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	shokchy	NONE	NONE	NO	Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest s/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
192	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	chteey	NONE	NONE	NO	Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe; lokaler Namensrest cht/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
193	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	choteey	NONE	NONE	NO	Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ch/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
194	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	cphol	NONE	NONE	NO	Sternplatz A2_LEFT_PANEL_HEADER: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest cph.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
195	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	cheor	NONE	NONE	NO	Sternplatz A2_LEFT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
196	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	opcheeol	NONE	NONE	NO	Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
197	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	otor	NONE	NONE	NO	Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
198	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	choctheeey	NONE	NONE	NO	Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/cth/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
199	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	okchoal	NONE	NONE	NO	Sternplatz A2_LEFT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Himmelsobjekt oder Eingangsbedingung + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest c.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
200	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	tochso	NONE	NONE	NO	A2_MIDDLE_PANEL_HEADER: Grundzustand dieses Platzes.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
201	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	otchl	NONE	NONE	NO	Sternplatz A2_MIDDLE_PANEL_HEADER: naechster Platz oder folgende Bedingung; lokaler Namensrest chl.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
202	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	qokeeedy	MC140	Volleinsatz; Schluss	NO	Sternplatz A2_MIDDLE_PANEL_HEADER: vollstaendig setzen und den Eintrag schliessen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
203	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	cheey	MC119	Freigabewert	YES	Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
204	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	cheeteey	NONE	NONE	NO	Sternplatz A2_MIDDLE_PANEL_HEADER: lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; lokaler Namensrest ch/t/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
205	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	yteody	NONE	NONE	NO	A2_MIDDLE_PANEL_HEADER: Phasenplatz fest eingetragen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
206	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	chpor	NONE	NONE	NO	Sternplatz A2_MIDDLE_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest chp.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
207	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	cheokorchey	NONE	NONE	NO	Sternplatz A2_MIDDLE_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che/chey.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
208	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	chod	NONE	NONE	NO	Sternplatz A2_MIDDLE_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/d.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
209	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	ykor	NONE	NONE	NO	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
210	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	shey	MC119	Freigabewert	YES	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
211	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	qocheey	NONE	NONE	NO	Sektorplatz A2_RIGHT_PANEL_HEADER: abgelesener oder freigegebener Wert; lokaler Namensrest qo.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
212	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	chokal	NONE	NONE	NO	Sektorplatz A2_RIGHT_PANEL_HEADER: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ch.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
213	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	okeey	MC002	lange einwirken	NO	Sektorplatz A2_RIGHT_PANEL_HEADER: in langer Stufe setzen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
214	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	ror	NONE	NONE	NO	Sektorplatz A2_RIGHT_PANEL_HEADER: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest r.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
215	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	eckhear	NONE	NONE	NO	Sektorplatz A2_RIGHT_PANEL_HEADER: durch Sektor, Ring oder Pruefweg fuehren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
216	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	daram	NONE	NONE	NO	Sektorplatz A2_RIGHT_PANEL_HEADER: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/am.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
217	f68r1	f68r1.4	A2_MULTIPANEL_HEADER_FRAGMENT_04	F68_MULTIPANEL_HEADER_QUARANTINE_NS	dchor	NONE	NONE	NO	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
218	f68r1	f68r1.4	A2_MULTIPANEL_HEADER_FRAGMENT_04	F68_MULTIPANEL_HEADER_QUARANTINE_NS	okaiiin	NONE	NONE	NO	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_04: Diagrammposten setzen oder aktivieren + Grad- oder Bedingungsstufe; lokaler Namensrest ai.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
219	f68r1	f68r1.5	A2_MULTIPANEL_HEADER_FRAGMENT_05	F68_MULTIPANEL_HEADER_QUARANTINE_NS	yky	NONE	NONE	NO	A2_MULTIPANEL_HEADER_FRAGMENT_05: aktuelles Haus.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
220	f68r1	f68r1.6	A2_MULTIPANEL_HEADER_FRAGMENT_06	F68_MULTIPANEL_HEADER_QUARANTINE_NS	dary	NONE	NONE	NO	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_06: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
221	f68r1	f68r1.7	A2_MULTIPANEL_HEADER_FRAGMENT_07	F68_MULTIPANEL_HEADER_QUARANTINE_NS	chkchykoly	NONE	NONE	NO	Tafelkopf A2_MULTIPANEL_HEADER_FRAGMENT_07: Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/yk/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
222	f68r1	f68r1.8	A2_CENTRE_KEY_UNRESOLVED	F68_CENTRE_KEY_QUARANTINE_NS	okodaly	NONE	NONE	NO	Zentrumsmarke A2_CENTRE_KEY_UNRESOLVED: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
223	f68r1	f68r1.9	A2_STAR_STATION_01	F68_LOCAL_STAR_SLOT_NS	odchecthy	NONE	NONE	NO	A2_STAR_STATION_01: feste abgeleitete Bedingung.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
224	f68r1	f68r1.10	A2_STAR_STATION_02	F68_LOCAL_STAR_SLOT_NS	otcheody	NONE	NONE	NO	Sternplatz A2_STAR_STATION_02: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
225	f68r1	f68r1.11	A2_STAR_STATION_03	F68_LOCAL_STAR_SLOT_NS	okoaly	NONE	NONE	NO	Sternplatz A2_STAR_STATION_03: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
226	f68r1	f68r1.12	A2_STAR_STATION_04	F68_LOCAL_STAR_SLOT_NS	chocfhy	NONE	NONE	NO	Sternplatz A2_STAR_STATION_04: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
227	f68r1	f68r1.13	A2_STAR_STATION_05	F68_LOCAL_STAR_SLOT_NS	octhey	NONE	NONE	NO	A2_STAR_STATION_05: ausgewählte Grundbedingung.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
228	f68r1	f68r1.14	A2_STAR_STATION_06	F68_LOCAL_STAR_SLOT_NS	otshey	NONE	NONE	NO	Sternplatz A2_STAR_STATION_06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
229	f68r1	f68r1.15	A2_STAR_STATION_07	F68_LOCAL_STAR_SLOT_NS	otydy	NONE	NONE	NO	Sternplatz A2_STAR_STATION_07: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
230	f68r1	f68r1.16	A2_STAR_STATION_08	F68_LOCAL_STAR_SLOT_NS	okear	NONE	NONE	NO	Sternplatz A2_STAR_STATION_08: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest e.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
231	f68r1	f68r1.17	A2_STAR_STATION_09	F68_LOCAL_STAR_SLOT_NS	cphocthy	NONE	NONE	NO	Sternplatz A2_STAR_STATION_09: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
232	f68r1	f68r1.18	A2_STAR_STATION_10	F68_LOCAL_STAR_SLOT_NS	ytchody	NONE	NONE	NO	Sternplatz A2_STAR_STATION_10: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
233	f68r1	f68r1.19	A2_STAR_STATION_11	F68_LOCAL_STAR_SLOT_NS	otys	NONE	NONE	NO	Sternplatz A2_STAR_STATION_11: Teilsektor oder Untereintrag; lokaler Namensrest o/s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
234	f68r1	f68r1.20	A2_STAR_STATION_12	F68_LOCAL_STAR_SLOT_NS	olor	MC157	derselbe Ansatz	YES	Sternplatz A2_STAR_STATION_12: fortgesetzter Bedingungs- oder Tabellensatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
235	f68r1	f68r1.21	A2_STAR_STATION_13	F68_LOCAL_STAR_SLOT_NS	ockhy	NONE	NONE	NO	Sternplatz A2_STAR_STATION_13: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
236	f68r1	f68r1.22	A2_STAR_STATION_14	F68_LOCAL_STAR_SLOT_NS	ofcheor	NONE	NONE	NO	Sternplatz A2_STAR_STATION_14: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest ofche.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
237	f68r1	f68r1.23	A2_STAR_STATION_15	F68_LOCAL_STAR_SLOT_NS	otchdy	MC067	Nachtransfer; Schluss	NO	Sternplatz A2_STAR_STATION_15: den folgenden Platz uebertragen und den Eintrag schliessen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
238	f68r1	f68r1.24	A2_STAR_STATION_16	F68_LOCAL_STAR_SLOT_NS	otykchs	NONE	NONE	NO	Sternplatz A2_STAR_STATION_16: Teilsektor oder Untereintrag + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest o/s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
239	f68r1	f68r1.25	A2_STAR_STATION_17	F68_LOCAL_STAR_SLOT_NS	otol	MC053	Fortgang	NO	Sternplatz A2_STAR_STATION_17: danach im selben Ring oder Band fortsetzen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
240	f68r1	f68r1.26	A2_STAR_STATION_18	F68_LOCAL_STAR_SLOT_NS	otor	NONE	NONE	NO	Sternplatz A2_STAR_STATION_18: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
241	f68r1	f68r1.27	A2_STAR_STATION_19	F68_LOCAL_STAR_SLOT_NS	oiinar	NONE	NONE	NO	Sternplatz A2_STAR_STATION_19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
242	f68r1	f68r1.28	A2_STAR_STATION_20	F68_LOCAL_STAR_SLOT_NS	okoldy	NONE	NONE	NO	Sternplatz A2_STAR_STATION_20: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
243	f68r1	f68r1.29	A2_STAR_STATION_21	F68_LOCAL_STAR_SLOT_NS	ykchdy	NONE	NONE	NO	Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
244	f68r1	f68r1.30	A2_STAR_STATION_22	F68_LOCAL_STAR_SLOT_NS	oeeody	NONE	NONE	NO	Sternplatz A2_STAR_STATION_22: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
245	f68r1	f68r1.31	A2_STAR_STATION_23	F68_LOCAL_STAR_SLOT_NS	ocphy	NONE	NONE	NO	A2_STAR_STATION_23: Grundauswahl.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
246	f68r1	f68r1.32	A2_STAR_STATION_24	F68_LOCAL_STAR_SLOT_NS	okeeodal	NONE	NONE	NO	Sternplatz A2_STAR_STATION_24: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
247	f68r1	f68r1.33	A2_STAR_STATION_25	F68_LOCAL_STAR_SLOT_NS	okshor	NONE	NONE	NO	Sternplatz A2_STAR_STATION_25: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten + Bedingungs-, Tabellen- oder Wahlansatz.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
248	f68r1	f68r1.34	A2_STAR_STATION_26	F68_LOCAL_STAR_SLOT_NS	osdaiin	NONE	NONE	NO	Sternplatz A2_STAR_STATION_26: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest osd.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
249	f68r1	f68r1.35	A2_STAR_STATION_27	F68_LOCAL_STAR_SLOT_NS	otochedy	NONE	NONE	NO	Sternplatz A2_STAR_STATION_27: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
250	f68r1	f68r1.36	A2_STAR_STATION_28	F68_LOCAL_STAR_SLOT_NS	dolchedy	NONE	NONE	NO	Sternplatz A2_STAR_STATION_28: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
251	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	oky	MC026	einsetzen	YES	Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: diesen Diagrammposten setzen.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
