complete_assignment_id	label_id	source_event_id	physical_page	locus	surface	content_class	gdt466_hybrid_status	assignment_mode	transferable	complete_template_id	surface_template_id	component_template_id	topology_id	surface_template	component_template	meaning_template_de	slot_topology	source_recipe	source_reading_de	cold_route	cold_recipe	template_familiarity_state	template_familiarity_rank	runtime_exact_label_rank	exact_package_dependency
G472-A089	G466-L089	P1008-E1090	f89r	f89r1.11	ykyd	DRUG_OR_INGREDIENT_OBJECT	FULL_FUNCTION_FORMULA	EXACT_PACKAGE_ONLY_ZERO_NAME_CARD	NO	G472-X01	NONE	NONE	NONE	EXACT_PACKAGE[ykyd]	Y+K+Y+D_ADDR	POSTEN · GEBEN · POSTEN · HIER	EXACT_PACKAGE_ONLY	Y+K+Y+D_ADDR	POSTEN · GEBEN · POSTEN · HIER	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	Y+K+Y	EXACT_PACKAGE_ONLY	0	0	GENERAL_READER_RECOVERS_YKY_BUT_FINAL_D_BELONGS_TO_THE_EXACT_YKY_PLUS_D_PACKAGE
G472-A090	G466-L090	P1008-E1093	f89r	f89r1.13	otorain	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T043	G472-T043	G472-C037	G472-P12	ot{NAME_1}ain	OT · {NAME_1} · AIN	DANACH · {NAME_1} · ANTEIL	PREFIX · {NAME_1} · SUFFIX	OT+AIN	DANACH · [DROGENNAME:or] · ANTEIL	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT+AIN	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A091	G466-L091	P1008-E1175	f89r	f89r1.24	ykocfhy	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T072	G472-T072	G472-C072	G472-P20	{NAME_1}cfhy	{NAME_1} · CH+LOCAL_CHAR_F+Y	{NAME_1} · NEHMEN · HIER · POSTEN	{NAME_1} · SUFFIX	CH+LOCAL_CHAR_F+Y	[DROGENNAME:yko] · NEHMEN · HIER · POSTEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CH+LOCAL_CHAR_F+Y	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A092	G466-L092	P1008-E1176	f89r	f89r1.25	saldam	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T062	G472-T062	G472-C060	G472-P19	{NAME_1}al{NAME_2}am	{NAME_1} · AL · {NAME_2} · AM_ADDR	{NAME_1} · ZIELORT · {NAME_2} · HIER	{NAME_1} · INTERNAL · {NAME_2} · SUFFIX	AL+AM_ADDR	[DROGENNAME:s] · ZIELORT · [DROGENNAME:d] · HIER	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AL+AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A093	G466-L093	P1008-E1177	f89r	f89r1.26	sydarary	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T076	G472-T076	G472-C075	G472-P15	{NAME_1}darar{NAME_2}	{NAME_1} · D_ADDR+AR · AR · {NAME_2}	{NAME_1} · HIER · AUSGANG · AUSGANG · {NAME_2}	{NAME_1} · INTERNAL · INTERNAL · {NAME_2}	D_ADDR+AR+AR	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	D_ADDR+AR+AR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A094	G466-L094	P1008-E1178	f89r	f89r1.27	yddy	DRUG_OR_INGREDIENT_OBJECT	FULL_FUNCTION_FORMULA	EXACT_PACKAGE_ONLY_ZERO_NAME_CARD	NO	G472-X02	NONE	NONE	NONE	EXACT_PACKAGE[yddy]	Y+D_ADDR+Y	POSTEN · HIER · POSTEN	EXACT_PACKAGE_ONLY	Y+D_ADDR+Y	POSTEN · HIER · POSTEN	WHOLE_LEARNED_OWNER_NAME	NONE	EXACT_PACKAGE_ONLY	0	0	OVERLAPPING_Y_PLUS_D_PLUS_DY_ARMS_ARE_AN_EXACT_WHOLE_PACKAGE_NOT_FREE_DIRECTIONAL_CHANNELS
G472-A095	G466-L095	P1008-E1179	f89r	f89r2.1	odory	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T084	G472-T084	G472-C082	G472-P20	{NAME_1}ory	{NAME_1} · OR+Y	{NAME_1} · EINHEIT · POSTEN	{NAME_1} · SUFFIX	OR+Y	[DROGENNAME:od] · EINHEIT · POSTEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OR+Y	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A096	G466-L096	P1008-E1180	f89r	f89r2.2	doly	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T082	G472-T082	G472-C080	G472-P20	{NAME_1}oly	{NAME_1} · OL+Y	{NAME_1} · FORTSETZEN · POSTEN	{NAME_1} · SUFFIX	OL+Y	[DROGENNAME:d] · FORTSETZEN · POSTEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OL+Y	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A097	G466-L097	P1008-E1181	f89r	f89r2.3	opchosam	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T064	G472-T064	G472-C064	G472-P20	{NAME_1}am	{NAME_1} · AM_ADDR	{NAME_1} · HIER	{NAME_1} · SUFFIX	AM_ADDR	[DROGENNAME:opchos] · HIER	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A098	G466-L098	P1008-E1182	f89r	f89r2.4	saloiinsheol	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T063	G472-T063	G472-C061	G472-P18	{NAME_1}al{NAME_2}sh{NAME_3}ol	{NAME_1} · AL · {NAME_2} · SH · {NAME_3} · OL	{NAME_1} · ZIELORT · {NAME_2} · HALTEN · {NAME_3} · FORTSETZEN	{NAME_1} · INTERNAL · {NAME_2} · INTERNAL · {NAME_3} · SUFFIX	AL+SH+OL	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AL+SH+OL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A099	G466-L099	P1008-E1228	f89r	f89r2.9	otold	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T041	G472-T041	G472-C048	G472-P08	otol{NAME_1}	OT+OL · {NAME_1}	DANACH · FORTSETZEN · {NAME_1}	PREFIX · {NAME_1}	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:d]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT+OL	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A100	G466-L100	P1008-E1233	f89r	f89r2.11	opchoroiin	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T078	G472-T078	G472-C077	G472-P20	{NAME_1}oiin	{NAME_1} · O+IIN	{NAME_1} · AUSFÜHRUNG · STUFE	{NAME_1} · SUFFIX	O+IIN	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	O+IIN	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A101	G466-L101	P1008-E1296	f89r	f89r2.16	korainy	DRUG_OR_INGREDIENT_OBJECT	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T006	G472-T006	G472-C006	G472-P07	korainy	K+OR · AIN+Y	GEBEN · EINHEIT · ANTEIL · POSTEN	PREFIX · SUFFIX	K+OR+AIN+Y	GEBEN · EINHEIT · ANTEIL · POSTEN	CALIBRATED_FULL_FUNCTION_FORMULA	K+OR+AIN+Y	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A102	G466-L102	P1008-E1300	f89r	f89r2.20	oporain	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T053	G472-T053	G472-C053	G472-P20	{NAME_1}ain	{NAME_1} · AIN	{NAME_1} · ANTEIL	{NAME_1} · SUFFIX	AIN	[DROGENNAME:opor] · ANTEIL	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AIN	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A103	G466-L103	P1008-E1301	f89r	f89r2.21	okshdchos	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T020	G472-T020	G472-C020	G472-P05	oksh{NAME_1}	OK · SH · {NAME_1}	SETZEN · HALTEN · {NAME_1}	PREFIX · INTERNAL · {NAME_1}	OK+SH	SETZEN · HALTEN · [DROGENNAME:dchos]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OK+SH	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A104	G466-L104	P1008-E1409	f89r	f89r2.30	yorain	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T053	G472-T053	G472-C053	G472-P20	{NAME_1}ain	{NAME_1} · AIN	{NAME_1} · ANTEIL	{NAME_1} · SUFFIX	AIN	[DROGENNAME:yor] · ANTEIL	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AIN	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A105	G466-L105	P1008-E1410	f89r	f89r2.31	ofakal	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T011	G472-T011	G472-C011	G472-P12	of{NAME_1}al	O+LOCAL_CHAR_F · {NAME_1} · AL	AUSFÜHRUNG · HIER · {NAME_1} · ZIELORT	PREFIX · {NAME_1} · SUFFIX	O+LOCAL_CHAR_F+AL	AUSFÜHRUNG · HIER · [DROGENNAME:ak] · ZIELORT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	O+LOCAL_CHAR_F+AL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A106	G466-L106	P1008-E1412	f89r	f89r2.33	ytarem	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T069	G472-T069	G472-C069	G472-P17	{NAME_1}ar{NAME_2}	{NAME_1} · AR · {NAME_2}	{NAME_1} · AUSGANG · {NAME_2}	{NAME_1} · INTERNAL · {NAME_2}	AR	[DROGENNAME:yt] · AUSGANG · [DROGENNAME:em]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AR	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	0	NONE
G472-A107	G466-L107	P1008-E1413	f89r	f89r2.34	otolarol	DRUG_OR_INGREDIENT_OBJECT	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T040	G472-T040	G472-C047	G472-P04	otolarol	OT+OL · AR · OL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	PREFIX · INTERNAL · SUFFIX	OT+OL+AR+OL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	CALIBRATED_FULL_FUNCTION_FORMULA	OT+OL+AR+OL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
