event_serial	event_id	statement_id	record_unit_id	page	surface	master_card_id	semantic_atoms	atomic_default_de	syntactic_role	selected_host_event	selected_direction	selection_rule	was_equal_distance
296	E296	B3-S029	B3	f83r	cheeety	MC094	EEE+TY	vollständig+Teil	ARGUMENT_OR_MODIFIER	E295	BACKWARD	SOURCE_QUANTITY_TARGET_OR_FINAL_RESULT_MODIFIES_COMPLETED_ACTION	YES
297	E297	B3-S029	B3	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	ACTION_HEAD	E297	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
298	E298	B3-S030	B3	f83r	qoky	MC026	OK+Y	ansetzen+Posten	ACTION_HEAD	E298	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
299	E299	B3-S030	B3	f83r	saiin	MC039	AIIN	Sollmaß	ARGUMENT_OR_MODIFIER	E298	BACKWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
300	E300	B3-S030	B3	f83r	schedair	MC116	AIR	Lauf	ARGUMENT_OR_MODIFIER	E301	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
301	E301	B3-S030	B3	f83r	otchedy	MC057	OT+CHD+CLOSE	danach+umsetzen+Schluss	ACTION_HEAD	E301	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
302	E302	B3-S031	B3	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	ACTION_HEAD	E302	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
303	E303	B3-S032	B3	f83r	chedain	MC145	CHD+AIN	umsetzen+Anteil	ACTION_HEAD	E303	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
304	E304	B3-S032	B3	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	ACTION_HEAD	E304	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
305	E305	B3-S032	B3	f83r	qotedaiin	MC018	OT+E+AIIN	danach+kurz+Sollmaß	ORDER_MARKER	E304	BACKWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
306	E306	B3-S032	B3	f83r	otaiin	MC060	OT+AIIN	danach+Sollmaß	ORDER_MARKER	E304	BACKWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
307	E307	B3-S032	B3	f83r	otedy	MC135	OT+E+CLOSE	danach+kurz+Schluss	ORDER_MARKER	E304	BACKWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
308	E308	B3-S033	B3	f83r	ldy	MC004	L+CLOSE	abführen+Schluss	ACTION_HEAD	E308	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
309	E309	B3-S034	B3	f83r	soiiin	MC033	IIN	Stufe	ARGUMENT_OR_MODIFIER	E310	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
310	E310	B3-S034	B3	f83r	checthy	MC161	CTH+Y	bereit+Posten	ACTION_HEAD	E310	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
311	E311	B3-S034	B3	f83r	chety	MC086	PARTITION+TY	teilen+Teil	ACTION_HEAD	E311	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
312	E312	B3-S034	B3	f83r	otaiin	MC060	OT+AIIN	danach+Sollmaß	ORDER_MARKER	E314	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
313	E313	B3-S034	B3	f83r	olsaly	MC078	AL+Y	Ziel+Posten	ARGUMENT_OR_MODIFIER	E314	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
314	E314	B3-S034	B3	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	ACTION_HEAD	E314	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
315	E315	B4-S001	B4	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	ACTION_HEAD	E315	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
316	E316	B4-S002	B4	f83r	qolchey	MC162	OL+Y	weiter+Posten	ACTION_HEAD	E316	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
317	E317	B4-S002	B4	f83r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	ACTION_HEAD	E317	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
318	E318	B4-S002	B4	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	ACTION_HEAD	E318	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
319	E319	B4-S003	B4	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	ACTION_HEAD	E319	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
320	E320	B4-S003	B4	f83r	otal	MC093	OT+AL	danach+Ziel	ORDER_MARKER	E322	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
321	E321	B4-S003	B4	f83r	otchey	MC171	OT+Y	danach+Posten	ORDER_MARKER	E322	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
322	E322	B4-S003	B4	f83r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	ACTION_HEAD	E322	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
323	E323	B4-S003	B4	f83r	qoky	MC026	OK+Y	ansetzen+Posten	ACTION_HEAD	E323	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
324	E324	B4-S003	B4	f83r	tol	MC153	OL	weiter	ACTION_HEAD	E324	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
325	E325	B4-S003	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	ACTION_HEAD	E325	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
326	E326	B4-S004	B4	f83r	qokylddy	MC164	OK+Y+LDDY	ansetzen+Posten+festbinden	ACTION_HEAD	E326	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
327	E327	B4-S005	B4	f83r	dain	MC059	DAIN	Tuch	CONTENT_OR_STATE	E328	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
328	E328	B4-S005	B4	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	ACTION_HEAD	E328	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
329	E329	B4-S005	B4	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	ACTION_HEAD	E329	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
330	E330	B4-S006	B4	f83r	shckhedy	MC143	CKHE+CLOSE	trennen+Schluss	ACTION_HEAD	E330	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
331	E331	B4-S007	B4	f83r	shckhedy	MC143	CKHE+CLOSE	trennen+Schluss	ACTION_HEAD	E331	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
332	E332	B4-S008	B4	f83r	saiin	MC039	AIIN	Sollmaß	ARGUMENT_OR_MODIFIER	E333	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
333	E333	B4-S008	B4	f83r	cheeky	MC032	CHK+EE+Y	wärmen+länger+Posten	ACTION_HEAD	E333	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
334	E334	B4-S008	B4	f83r	sheey	MC095	SH+EE+Y	halten+länger+Posten	ACTION_HEAD	E334	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
335	E335	B4-S008	B4	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	ACTION_HEAD	E335	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
336	E336	B4-S009	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	ACTION_HEAD	E336	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
337	E337	B4-S010	B4	f83r	oldy	MC019	OL+CLOSE	weiter+Schluss	ACTION_HEAD	E337	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
338	E338	B4-S011	B4	f83r	saiin	MC039	AIIN	Sollmaß	ARGUMENT_OR_MODIFIER	E339	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
339	E339	B4-S011	B4	f83r	cheky	MC147	CHK+E+Y	wärmen+kurz+Posten	ACTION_HEAD	E339	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
340	E340	B4-S011	B4	f83r	okeeol	MC150	OK+EE+OL	ansetzen+länger+weiter	ACTION_HEAD	E340	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
341	E341	B4-S011	B4	f83r	okain	MC017	OK+AIN	ansetzen+Anteil	ACTION_HEAD	E341	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
342	E342	B4-S011	B4	f83r	chdy	MC074	CHD+Y	umsetzen+Posten	ACTION_HEAD	E342	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
343	E343	B4-S011	B4	f83r	sol	MC153	OL	weiter	ACTION_HEAD	E343	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
344	E344	B4-S011	B4	f83r	lkedy	MC124	L+E+CLOSE	abführen+kurz+Schluss	ACTION_HEAD	E344	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
345	E345	B4-S012	B4	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	ACTION_HEAD	E345	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
346	E346	B4-S013	B4	f83r	qokol	MC024	OK+OL	ansetzen+weiter	ACTION_HEAD	E346	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
347	E347	B4-S013	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	ACTION_HEAD	E347	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
348	E348	B4-S014	B4	f83r	or	MC080	OR	Ansatz	CONTENT_OR_STATE	E350	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
349	E349	B4-S014	B4	f83r	chey	MC123	Y	Posten	ARGUMENT_OR_MODIFIER	E350	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
350	E350	B4-S014	B4	f83r	qockhey	MC165	OK+CKH+E+Y	ansetzen+Durchlass+kurz+Posten	ACTION_HEAD	E350	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
351	E351	B4-S014	B4	f83r	dairydy	MC091	AIR+Y+CLOSE	Lauf+Posten+Schluss	ENDPOINT_ONLY	E350	BACKWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
352	E352	B4-S015	B4	f83r	qokain	MC017	OK+AIN	ansetzen+Anteil	ACTION_HEAD	E352	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
353	E353	B4-S015	B4	f83r	shey	MC119	CHEEY	Ergebnis	CONTENT_OR_STATE	E352	BACKWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
354	E354	B4-S015	B4	f83r	kain	MC105	AIN	Anteil	ARGUMENT_OR_MODIFIER	E355	FORWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
355	E355	B4-S015	B4	f83r	chckhal	MC022	CKH+AL	Durchlass+Ziel	ACTION_HEAD	E355	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
356	E356	B4-S015	B4	f83r	solkey	MC050	SOLK+E+Y	sammeln+kurz+Posten	ACTION_HEAD	E356	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
357	E357	B4-S015	B4	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	ACTION_HEAD	E357	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
358	E358	B4-S016	B4	f83r	qolkain	MC097	OL+AIN	weiter+Anteil	ACTION_HEAD	E358	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
359	E359	B4-S016	B4	f83r	dal	MC154	AL	Ziel	ARGUMENT_OR_MODIFIER	E358	BACKWARD	SOURCE_QUANTITY_TARGET_OR_FINAL_RESULT_MODIFIES_COMPLETED_ACTION	YES
360	E360	B4-S016	B4	f83r	skar	MC089	SK+AR	ausgießen+Quelle	ACTION_HEAD	E360	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
361	E361	B4-S016	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	ACTION_HEAD	E361	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
362	E362	B5-S001	B5	f83r	otchdy	MC067	OT+CHD+CLOSE	danach+umsetzen+Schluss	ACTION_HEAD	E362	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
363	E363	B5-S002	B5	f83r	qokchdy	MC088	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	ACTION_HEAD	E363	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
364	E364	B5-S003	B5	f83r	shedal	MC113	SHED+AL	absetzen+Ziel	ACTION_HEAD	E364	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
365	E365	B5-S003	B5	f83r	dal	MC154	AL	Ziel	ARGUMENT_OR_MODIFIER	E364	BACKWARD	SOURCE_QUANTITY_TARGET_OR_FINAL_RESULT_MODIFIES_COMPLETED_ACTION	YES
366	E366	B5-S003	B5	f83r	cheol	MC153	OL	weiter	ACTION_HEAD	E366	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
367	E367	B5-S003	B5	f83r	lol	MC092	L+OL	abführen+weiter	ACTION_HEAD	E367	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
368	E368	B5-S003	B5	f83r	chdal	MC001	CHD+AL	umsetzen+Ziel	ACTION_HEAD	E368	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
369	E369	B5-S003	B5	f83r	aiin	MC039	AIIN	Sollmaß	ARGUMENT_OR_MODIFIER	E368	BACKWARD	SOURCE_QUANTITY_TARGET_OR_FINAL_RESULT_MODIFIES_COMPLETED_ACTION	YES
370	E370	B5-S003	B5	f83r	sol	MC153	OL	weiter	ACTION_HEAD	E370	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
371	E371	B5-S003	B5	f83r	daiiin	MC172	IIN	Stufe	ARGUMENT_OR_MODIFIER	E370	BACKWARD	SOURCE_QUANTITY_TARGET_OR_FINAL_RESULT_MODIFIES_COMPLETED_ACTION	YES
372	E372	B5-S003	B5	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	ACTION_HEAD	E372	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
373	E373	B6-S001	B6	f83r	solkeey	MC020	SOLK+EE+Y	sammeln+länger+Posten	ACTION_HEAD	E373	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
374	E374	B6-S001	B6	f83r	qekey	MC052	KCH+E+Y	bearbeiten+kurz+Posten	ACTION_HEAD	E374	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
375	E375	B6-S001	B6	f83r	raly	MC046	AL+Y	Ziel+Posten	ARGUMENT_OR_MODIFIER	E374	BACKWARD	SOURCE_QUANTITY_TARGET_OR_FINAL_RESULT_MODIFIES_COMPLETED_ACTION	YES
376	E376	B6-S001	B6	f83r	ol	MC153	OL	weiter	ACTION_HEAD	E376	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
377	E377	B6-S001	B6	f83r	daiin	MC039	AIIN	Sollmaß	ARGUMENT_OR_MODIFIER	E376	BACKWARD	SOURCE_QUANTITY_TARGET_OR_FINAL_RESULT_MODIFIES_COMPLETED_ACTION	YES
378	E378	B6-S001	B6	f83r	ol	MC153	OL	weiter	ACTION_HEAD	E378	SELF	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
379	E379	B6-S001	B6	f83r	dain	MC059	DAIN	Tuch	CONTENT_OR_STATE	E378	BACKWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
380	E380	B6-S001	B6	f83r	chey	MC123	Y	Posten	ARGUMENT_OR_MODIFIER	E378	BACKWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
381	E381	B6-S001	B6	f83r	ldalor	MC101	AL	Ziel	ARGUMENT_OR_MODIFIER	E378	BACKWARD	KEEP_UNAMBIGUOUS_ATTACHMENT	NO
