identity	surface_forms	component_recipe	slot_signature	atomic_root_reading_de	dictionary_value_de	local_fluent_expansions_de	primary_card_pattern	apprentice_action	functional_allographs	marks	orders	pages	sections	owners_or_handles_de
PROC096	dsheol	SH+E+OL	STATE>GRADE>ORDER	HALTEN · KURZ · FORTSETZEN	HALTEN · KURZ · FORTSETZEN	KURZ WEITERHALTEN	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC097	oiiin	O+IIN	PROCESS>STATE	ARBEITSGANG · STUFE	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	STATE_OR_GRADE	READ_SHARED_CORE	NONE	2	WH01 | WH03	f81v | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | sichtbares Figurenpaar mit gemeinsamem Bogen in B3
PROC098	olkeedy	SOLK+EE+DY	OPERATION>GRADE>ENDPOINT	SAMMELN · LANG · SCHLIESSEN	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	NONE	3	WH01 | WH03	f81v | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | obere offene Fächerstation am Rand | sichtbares Figurenpaar mit gemeinsamem Bogen in B3
PROC099	shckhedy	SH+CKH+E+DY	STATE>PATH>GRADE>ENDPOINT	HALTEN · DURCHLASS · KURZ · SCHLIESSEN	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	NONE	3	WH01 | WH04	f81v | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | sichtbares Figurenpaar mit gemeinsamem Bogen in B4
PROC100	qokeedy	OK+EE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	NONE	10	WH02 | WH03 | WH04	f82r | f83r	HOW	kleine Randstationen des unteren Beckens | mittlere Randfigur im runden Gefäß | mittlere rechte unklare Station | oberes Beckenpaar mit Zylinder | sichtbares Figurenpaar mit gemeinsamem Bogen in B3 | sichtbares Figurenpaar mit gemeinsamem Bogen in B4 | unverbundener Zwischenbereich
PROC101	lcheckhy	L+CKH+Y	PATH>PATH>REFERENT	LEITEN · DURCHLASS · POSTEN	LEITEN · DURCHLASS · POSTEN	DURCH DEN DURCHLASS LEITEN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	oberes Beckenpaar mit Zylinder
PROC102	lched	L+CHD	PATH>OPERATION	LEITEN · UMSETZEN	LEITEN · UMSETZEN	LEITEN UND UMSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	oberes Beckenpaar mit Zylinder
PROC103	lcheckhedy	L+CKH+E+DY	PATH>PATH>GRADE>ENDPOINT	LEITEN · DURCHLASS · KURZ · SCHLIESSEN	LEITEN · DURCHLASS · KURZ · SCHLIESSEN	KURZ DURCHLEITEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	oberes Beckenpaar mit Zylinder
PROC104	qokaly	OK+AL+Y	OPERATION>ADDRESS>REFERENT	ANSETZEN · ZIELSTELLE · POSTEN	ANSETZEN · ZIELSTELLE · POSTEN	POSTEN AN DER ZIELSTELLE ANSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	oberes Beckenpaar mit Zylinder
PROC105	solkaiin	SOLK+AIIN	OPERATION>ARGUMENT	SAMMELN · MASS	SAMMELN · MASS	NACH SOLLMASS SAMMELN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	oberes Beckenpaar mit Zylinder
PROC106	octheol	O+CTH+E+OL	PROCESS>STATE>GRADE>ORDER	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	KURZ BIS BEREIT WEITERARBEITEN	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	oberes Beckenpaar mit Zylinder
PROC107	chkeey	CHK+EE+Y	OPERATION>GRADE>REFERENT	WAERMEN · LANG · POSTEN	WAERMEN · LANG · POSTEN	LANG ERWAERMEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	APPARATUS_LONG_WARM->chkeey	1	WH02	f82r	HOW	oberes Beckenpaar mit Zylinder
PROC108	ldy	L+DY	PATH>ENDPOINT	LEITEN · SCHLIESSEN	LEITEN · SCHLUSS	LEITEN · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	NONE	2	WH02 | WH03	f82r | f83r	HOW	oberes Beckenpaar mit Zylinder | sichtbares Figurenpaar mit gemeinsamem Bogen in B3
PROC109	oteey	OT+EE+Y	ORDER>GRADE>REFERENT	DANACH · LANG · POSTEN	DANACH LANG HALTEN	DANACH LANG HALTEN	WHOLE_LEXICON	READ_FUSED_WHOLE_WORD	NONE	2	WH02	f82r	HOW	kleine Randstationen des unteren Beckens | oberes Beckenpaar mit Zylinder
PROC110	sheckhy	SH+E+CKH+Y	STATE>GRADE>PATH>REFERENT	HALTEN · KURZ · DURCHLASS · POSTEN	HALTEN · KURZ · DURCHLASS · POSTEN	KURZ IM DURCHLASS HALTEN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	oberes Beckenpaar mit Zylinder
PROC111	dshedy	SH+E+DY	STATE>GRADE>ENDPOINT	HALTEN · KURZ · SCHLIESSEN	HALTEN · KURZ · SCHLIESSEN	KURZ HALTEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	mittleres linkes Handgerät mit Inline-Knoten
PROC112	otaiin	OT+AIIN	ORDER>ARGUMENT	DANACH · MASS	DANACH · EIN KLEINER SCHOEPFBECHER	DANACH · EIN KLEINER SCHOEPFBECHER	ORDERED_INSTRUCTION	READ_SHARED_CORE	NONE	3	WH02 | WH03	f82r | f83r	HOW	mittleres linkes Handgerät mit Inline-Knoten | sichtbares Figurenpaar mit gemeinsamem Bogen in B3
PROC113	qokar	OK+AR	OPERATION>ADDRESS	ANSETZEN · QUELLE	ANSETZEN · QUELLE	AUS DER QUELLE ANSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	mittleres linkes Handgerät mit Inline-Knoten
PROC114	solshedy	OL+SH+E+DY	ORDER>STATE>GRADE>ENDPOINT	FORTSETZEN · HALTEN · KURZ · SCHLIESSEN	FORTSETZEN · HALTEN · KURZ · SCHLIESSEN	KURZ WEITERHALTEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	mittleres linkes Handgerät mit Inline-Knoten
PROC115	ls	OL	ORDER	FORTSETZEN	FORTSETZEN	WEITERARBEITEN	ORDERED_INSTRUCTION	READ_ROOT_COMPOSITION	TRANSFER_CONTINUATION->ls	1	WH02	f82r	HOW	mittleres linkes Handgerät mit Inline-Knoten
PROC116	lchy	L+CH+Y	PATH>OPERATION>REFERENT	LEITEN · ENTNEHMEN · POSTEN	LEITEN · ENTNEHMEN · POSTEN	POSTEN LEITEN UND ENTNEHMEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	mittlere rechte unklare Station
PROC117	qcthey	CTH+E+Y	STATE>GRADE>REFERENT	BEREIT · KURZ · POSTEN	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	STATE_OR_GRADE	READ_SHARED_CORE	NONE	2	WH02 | WH03	f82r | f83r	HOW	untere Randfigur im korbartigen Gefäß | unteres grünes Mehrfigurenbecken
PROC118	lcheey	L+EE+Y	PATH>GRADE>REFERENT	LEITEN · LANG · POSTEN	LEITEN · LANG · POSTEN	LAENGER LEITEN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	unteres grünes Mehrfigurenbecken
PROC119	qokeeedy	OK+EEE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · VOLLSTAENDIG · SCHLIESSEN	ANSETZEN · VOLLSTAENDIG · SCHLIESSEN	VOLLSTAENDIG ANSETZEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	unteres grünes Mehrfigurenbecken
PROC120	lchedy	L+CHD+DY	PATH>OPERATION>ENDPOINT	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	NONE	8	WH02 | WH03 | WH04	f82r | f83r	HOW	linke Hauptstation mit offenem Fransenlauf | mittlere Randfigur im runden Gefäß | obere offene Fächerstation am Rand | rechte Hauptstation mit S-Lauf und Mehrarmknoten | untere Randfigur im korbartigen Gefäß | unteres grünes Mehrfigurenbecken | unverbundener Zwischenbereich
PROC121	lar	L+AR	PATH>ADDRESS	LEITEN · QUELLE	LEITEN · QUELLE	AUS DER QUELLE LEITEN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	unteres grünes Mehrfigurenbecken
PROC122	tshey	SH+E+Y	STATE>GRADE>REFERENT	HALTEN · KURZ · POSTEN	HALTEN · KURZ · POSTEN	KURZ HALTEN	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	kleine Randstationen des unteren Beckens
PROC123	lchedar	L+CHD+AR	PATH>OPERATION>ADDRESS	LEITEN · UMSETZEN · QUELLE	LEITEN · UMSETZEN · QUELLE	AUS DER QUELLE LEITEN UND UMSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	kleine Randstationen des unteren Beckens
PROC124	ches	CH+E+S	OPERATION>GRADE>OPERATION	ENTNEHMEN · KURZ · PROBE	ENTNEHMEN · KURZ · PROBE	KURZE PROBE ENTNEHMEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	kleine Randstationen des unteren Beckens
PROC125	pchedy	P+CHD+DY	OPERATION>OPERATION>ENDPOINT	EINBRINGEN · UMSETZEN · SCHLIESSEN	EINBRINGEN · UMSETZEN · SCHLIESSEN	EINBRINGEN UMSETZEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	kleine Randstationen des unteren Beckens
PROC126	rsheal	R+SH+E+AL	STATE>STATE>GRADE>ADDRESS	KUEHL · HALTEN · KURZ · ZIELSTELLE	KUEHL · HALTEN · KURZ · ZIELSTELLE	AN DER ZIELSTELLE KURZ KUEHL HALTEN	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	kleine Randstationen des unteren Beckens
PROC127	daldy	AL+DY	ADDRESS>ENDPOINT	ZIELSTELLE · SCHLIESSEN	ZIELSTELLE · SCHLIESSEN	AN DER ZIELSTELLE SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	kleine Randstationen des unteren Beckens
PROC128	rshedy	R+SHED+DY	STATE>STATE>ENDPOINT	KUEHL · RUHEN · SCHLIESSEN	KUEHL · RUHEN · SCHLIESSEN	KUEHL RUHEN LASSEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	kleine Randstationen des unteren Beckens
PROC129	qoteedy	OT+EE+DY	ORDER>GRADE>ENDPOINT	DANACH · LANG · SCHLIESSEN	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	NONE	2	WH02 | WH03	f82r | f83r	HOW	kleine Randstationen des unteren Beckens | sichtbares Figurenpaar mit gemeinsamem Bogen in B3
PROC130	lochedy	L+O+CHD+DY	PATH>PROCESS>OPERATION>ENDPOINT	LEITEN · ARBEITSGANG · UMSETZEN · SCHLIESSEN	LEITEN · ARBEITSGANG · UMSETZEN · SCHLIESSEN	DURCHLEITEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f82r	HOW	kleine Randstationen des unteren Beckens
PROC131	qotal	OT+AL	ORDER>ADDRESS	DANACH · ZIELSTELLE	DANACH · ZIELSTELLE	DANACH · ZIELSTELLE	ORDERED_INSTRUCTION	READ_SHARED_CORE	NONE	3	WH03 | WH04	f83r	HOW	obere offene Fächerstation am Rand | sichtbares Figurenpaar mit gemeinsamem Bogen in B4
PROC132	chkeedy	CHK+EE+DY	OPERATION>GRADE>ENDPOINT	WAERMEN · LANG · SCHLIESSEN	WAERMEN · LANG · SCHLIESSEN	LANG ERWAERMEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	obere offene Fächerstation am Rand
PROC133	chedchy	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	POSTEN UMSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	MARKED_STATION_OPEN_TRANSFER->chedchy	1	WH03	f83r	HOW	mittlere Randfigur im runden Gefäß
PROC134	pchedal	P+CHD+AL	OPERATION>OPERATION>ADDRESS	EINBRINGEN · UMSETZEN · ZIELSTELLE	EINBRINGEN · UMSETZEN · ZIELSTELLE	AN DER ZIELSTELLE EINBRINGEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	untere Randfigur im korbartigen Gefäß
PROC135	otedy	OT+E+DY	ORDER>GRADE>ENDPOINT	DANACH · KURZ · SCHLIESSEN	DANACH · KURZ · SCHLIESSEN	KURZEN FOLGESCHRITT SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	2	WH03	f83r	HOW	sichtbares Figurenpaar mit gemeinsamem Bogen in B3 | untere Randfigur im korbartigen Gefäß
PROC136	shecthedchy	SH+E+CTH+CHD+Y	STATE>GRADE>STATE>OPERATION>REFERENT	HALTEN · KURZ · BEREIT · UMSETZEN · POSTEN	HALTEN · KURZ · BEREIT · UMSETZEN · POSTEN	KURZ BEREITHALTEN UND UMSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	untere Randfigur im korbartigen Gefäß
PROC137	chary	AR+Y	ADDRESS>REFERENT	QUELLE · POSTEN	QUELLE · POSTEN	AUS DER QUELLE NEHMEN	ARGUMENT_OR_ADDRESS	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	untere Randfigur im korbartigen Gefäß
PROC138	okair	OK+AIR	OPERATION>PATH	ANSETZEN · LAUF	ANSETZEN · LAUF	WASSER ANSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	untere Randfigur im korbartigen Gefäß
PROC139	sheedy	SH+EE+DY	STATE>GRADE>ENDPOINT	HALTEN · LANG · SCHLIESSEN	HALTEN · LANG · SCHLIESSEN	LAENGER HALTEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	untere Randfigur im korbartigen Gefäß
PROC140	lo	L+O	PATH>PROCESS	LEITEN · ARBEITSGANG	LEITEN · ARBEITSGANG	IM ARBEITSGANG LEITEN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	untere Randfigur im korbartigen Gefäß
PROC141	qokshedy	OK+SH+E+DY	OPERATION>STATE>GRADE>ENDPOINT	ANSETZEN · HALTEN · KURZ · SCHLIESSEN	ANSETZEN · HALTEN · KURZ · SCHLIESSEN	KURZ ANSETZEN UND HALTEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	unverbundener Zwischenbereich
PROC142	shedal	SHED+AL	STATE>ADDRESS	RUHEN · ZIELSTELLE	STEHENLASSEN · ZIELSTELLE	STEHENLASSEN · ZIELSTELLE	STATE_OR_GRADE	READ_SHARED_CORE	NONE	2	WH03 | WH05	f83r	HOW	linke Fransenstation im B5-Nachtrag | unverbundener Zwischenbereich
PROC143	shecthy	SH+E+CTH+Y	STATE>GRADE>STATE>REFERENT	HALTEN · KURZ · BEREIT · POSTEN	HALTEN · KURZ · BEREIT · POSTEN	KURZ BEREITHALTEN	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	unverbundener Zwischenbereich
PROC144	dalchdy	AL+CHD+DY	ADDRESS>OPERATION>ENDPOINT	ZIELSTELLE · UMSETZEN · SCHLIESSEN	ZIELSTELLE · UMSETZEN · SCHLIESSEN	AN DER ZIELSTELLE UMSETZEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	unverbundener Zwischenbereich
PROC145	otchedy | qotchedy	OT+CHD+DY	ORDER>OPERATION>ENDPOINT	DANACH · UMSETZEN · SCHLIESSEN	DANACH · UMSETZEN · SCHLIESSEN	DANACH UMSETZEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	CHAIN_FINAL_FOLLOW_CLOSE->otchedy | STANDALONE_FOLLOW_CLOSE->qotchedy	2	WH03	f83r	HOW	sichtbares Figurenpaar mit gemeinsamem Bogen in B3 | unverbundener Zwischenbereich
PROC146	cheedar	EE+AR	GRADE>ADDRESS	LANG · QUELLE	LANG · QUELLE	LAENGER AUS DER QUELLE ARBEITEN	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	unverbundener Zwischenbereich
PROC147	chldaiin	L+AIIN	PATH>ARGUMENT	LEITEN · MASS	LEITEN · MASS	NACH SOLLMASS LEITEN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	unverbundener Zwischenbereich
PROC148	chealror	AL+R+OR	ADDRESS>STATE>MATERIAL	ZIELSTELLE · KUEHL · ANSATZ	ZIELSTELLE · KUEHL · ANSATZ	ZIELANSATZ KUEHLEN	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	unverbundener Zwischenbereich
PROC149	cheeety	EEE+T+Y	GRADE>OPERATION>REFERENT	VOLLSTAENDIG · BEARBEITEN · POSTEN	VOLLSTAENDIG · BEARBEITEN · POSTEN	VOLLSTAENDIG DURCHARBEITEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
PROC150	schedair	CHD+AIR	OPERATION>PATH	UMSETZEN · LAUF	UMSETZEN · LAUF	WASSER UMSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
PROC151	chedain	CHD+AIN	OPERATION>ARGUMENT	UMSETZEN · PORTION	UMSETZEN · PORTION	EINE PORTION UMSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
PROC152	qotedaiin	OT+E+AIIN	ORDER>GRADE>ARGUMENT	DANACH · KURZ · MASS	DANACH · KURZ · MASS	DANACH KURZ NACH SOLLMASS	ORDERED_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
PROC153	olsaly	OL+AL+Y	ORDER>ADDRESS>REFERENT	FORTSETZEN · ZIELSTELLE · POSTEN	FORTSETZEN · ZIELSTELLE · POSTEN	AN DER ZIELSTELLE WEITERFUEHREN	ORDERED_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH03	f83r	HOW	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
PROC154	qolchey	OL+Y	ORDER>REFERENT	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN	POSTEN WEITERFUEHREN	ORDERED_INSTRUCTION	READ_ROOT_COMPOSITION	APPLICATION_CURRENT_CONTINUATION->qolchey	1	WH04	f83r	HOW	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
PROC155	qokylddy	OK+Y+LD+DY	OPERATION>REFERENT>OPERATION>ENDPOINT	ANSETZEN · POSTEN · FESTBINDEN · SCHLIESSEN	ANSETZEN · POSTEN · FESTBINDEN · SCHLIESSEN	ANSETZEN UND FESTBINDEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f83r	HOW	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
PROC156	dain	AIN	ARGUMENT	PORTION	EIN ABGEGRENZTER TEIL	EIN ABGEGRENZTER TEIL	ARGUMENT_OR_ADDRESS	READ_SHARED_CORE	NONE	2	WH04 | WH06	f83r	HOW	rechter S-Lauf im B6-Nachtrag | sichtbares Figurenpaar mit gemeinsamem Bogen in B4
PROC157	sheey	SH+EE+Y	STATE>GRADE>REFERENT	HALTEN · LANG · POSTEN	LANG HALTEN	LANG HALTEN	WHOLE_LEXICON	READ_FUSED_WHOLE_WORD	MARKED_LONG_HOLD->sheey	1	WH04	f83r	HOW	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
PROC158	okeeol	OK+EE+OL	OPERATION>GRADE>ORDER	ANSETZEN · LANG · FORTSETZEN	ANSETZEN · LANG · FORTSETZEN	LAENGER WEITERANSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f83r	HOW	linke Hauptstation mit offenem Fransenlauf
PROC159	lkedy	L+K+E+DY	PATH>OPERATION>GRADE>ENDPOINT	LEITEN · ZUGEBEN · KURZ · SCHLIESSEN	LEITEN · ZUGEBEN · KURZ · SCHLIESSEN	KURZ WEITERLEITEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f83r	HOW	linke Hauptstation mit offenem Fransenlauf
PROC160	qokol	OK+OL	OPERATION>ORDER	ANSETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	WEITERANSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	APPLICATION_CONTINUATION_START->qokol	1	WH04	f83r	HOW	linke Hauptstation mit offenem Fransenlauf
PROC161	qockhey	O+CKH+E+Y	PROCESS>PATH>GRADE>REFERENT	ARBEITSGANG · DURCHLASS · KURZ · POSTEN	ARBEITSGANG · DURCHLASS · KURZ · POSTEN	KURZ DURCH DEN DURCHLASS FUEHREN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	1	WH04	f83r	HOW	linke Hauptstation mit offenem Fransenlauf
PROC162	dairydy	AIR+Y+DY	PATH>REFERENT>ENDPOINT	LAUF · POSTEN · SCHLIESSEN	LAUF · POSTEN · SCHLIESSEN	WASSERPOSTEN SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f83r	HOW	linke Hauptstation mit offenem Fransenlauf
PROC163	chckhal	CH+CKH+AL	OPERATION>PATH>ADDRESS	ENTNEHMEN · DURCHLASS · ZIELSTELLE	ENTNEHMEN · DURCHLASS · ZIELSTELLE	AM ZIELDURCHLASS ENTNEHMEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f83r	HOW	linke Hauptstation mit offenem Fransenlauf
PROC164	solkey	SOLK+E+Y	OPERATION>GRADE>REFERENT	SAMMELN · KURZ · POSTEN	SAMMELN · KURZ · POSTEN	KURZ SAMMELN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f83r	HOW	rechte Hauptstation mit S-Lauf und Mehrarmknoten
PROC165	skar	K+AR	OPERATION>ADDRESS	ZUGEBEN · QUELLE	ZUGEBEN · QUELLE	AUS DER QUELLE ZUGEBEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f83r	HOW	rechte Hauptstation mit S-Lauf und Mehrarmknoten
PROC166	otchdy	OT+CHD+DY	ORDER>OPERATION>ENDPOINT	DANACH · UMSETZEN · SCHLIESSEN	DANACH · UMSETZEN · SCHLIESSEN	DANACH UMSETZEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	COMPACT_FOLLOW_CLOSE->otchdy	1	WH05	f83r	HOW	linke Fransenstation im B5-Nachtrag
PROC167	lol	L+OL	PATH>ORDER	LEITEN · FORTSETZEN	LEITEN · FORTSETZEN	VON DORT WEITERLEITEN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	1	WH05	f83r	HOW	linke Fransenstation im B5-Nachtrag
PROC168	chdal	CHD+AL	OPERATION>ADDRESS	UMSETZEN · ZIELSTELLE	UMSETZEN · ZIELSTELLE	AN DER ZIELSTELLE UMSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH05	f83r	HOW	linke Fransenstation im B5-Nachtrag
PROC169	daiiin	DA+IIN	GRADE>STATE	ZWEITE · STUFE	ZWEITE · STUFE	BIS ZUR ZWEITEN STUFE	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH05	f83r	HOW	linke Fransenstation im B5-Nachtrag
PROC170	solkeey	SOLK+EE+Y	OPERATION>GRADE>REFERENT	SAMMELN · LANG · POSTEN	SAMMELN · LANG · POSTEN	LANG SAMMELN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH06	f83r	HOW	rechter S-Lauf im B6-Nachtrag
PROC171	qekey	E+K+E+Y	GRADE>OPERATION>GRADE>REFERENT	KURZ · ZUGEBEN · KURZ · POSTEN	KURZ · ZUGEBEN · KURZ · POSTEN	KURZ ZUGEBEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH06	f83r	HOW	rechter S-Lauf im B6-Nachtrag
PROC172	raly	R+AL+Y	STATE>ADDRESS>REFERENT	KUEHL · ZIELSTELLE · POSTEN	KUEHL · ZIELSTELLE · POSTEN	AN DER ZIELSTELLE KUEHLEN	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH06	f83r	HOW	rechter S-Lauf im B6-Nachtrag
PROC173	ldalor	L+AL+OR	PATH>ADDRESS>MATERIAL	LEITEN · ZIELSTELLE · ANSATZ	LEITEN · ZIELSTELLE · ANSATZ	ANSATZ ZUR ZIELSTELLE LEITEN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	1	WH06	f83r	HOW	rechter S-Lauf im B6-Nachtrag
