order_mark_id	order_id	page	unit	section	surface	identity	component_recipe	slot_signature	atomic_root_reading_de	dictionary_value_de	local_fluent_expansion_de	functional_allograph	microfunction_trigger_de	owner_or_handle_de	unit_fluent_instruction_de	renderer_skeleton	predicted_surface	reading_action
WH03-R024	WH03	f83r	B3-S004	HOW	char	PROC003	AR	ADDRESS	QUELLE	QUELLE	QUELLE	ACTIVE_SOURCE	die aktiv benutzte Quelle einer Prosaoperation	obere offene Fächerstation am Rand	An der oberen offenen Faecherstation: Nach Sollmass ansetzen; danach zur Zielstelle wechseln und aus der Quelle weiterarbeiten.	ar	char	READ_SHARED_CORE
WH03-R025	WH03	f83r	B3-S005	HOW	schedy	PROC076	CHD+DY	OPERATION>ENDPOINT	UMSETZEN · SCHLIESSEN	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	DEFAULT_TRANSFER_CLOSE	den gewöhnlichen Umsetzschritt schließen	mittlere Randfigur im runden Gefäß	Am runden Mittelgefaess: Umsetzen; den Schritt schliessen.	chd/ched-dy	schedy	READ_SHARED_CORE
WH03-R026	WH03	f83r	B3-S006	HOW	chedchy	PROC133	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	POSTEN UMSETZEN	MARKED_STATION_OPEN_TRANSFER	den Posten an einer markierten Station umsetzen	mittlere Randfigur im runden Gefäß	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zur Zielstelle ansetzen; dann weiter umsetzen; den Schritt schliessen.	chd/ched-y/chy/chey/dy/shy/sy	chedchy	READ_ROOT_COMPOSITION
WH03-R027	WH03	f83r	B3-S006	HOW	qokal	PROC048	OK+AL	OPERATION>ADDRESS	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	mittlere Randfigur im runden Gefäß	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zur Zielstelle ansetzen; dann weiter umsetzen; den Schritt schliessen.	qok/ok/chok-al	qokal	READ_SHARED_CORE
WH03-R028	WH03	f83r	B3-S006	HOW	qolchedy	PROC079	OL+CHD+DY	ORDER>OPERATION>ENDPOINT	FORTSETZEN · UMSETZEN · SCHLIESSEN	WEITER · UMSETZEN · SCHLUSS	WEITER · UMSETZEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	mittlere Randfigur im runden Gefäß	Am runden Mittelgefaess: Den laufenden Posten umsetzen; dann zur Zielstelle ansetzen; dann weiter umsetzen; den Schritt schliessen.	ol/chol/qol/ls/sol-chd/ched-dy	qolchedy	READ_SHARED_CORE
WH03-R029	WH03	f83r	B3-S007	HOW	qokaiin	PROC038	OK+AIIN	OPERATION>ARGUMENT	ANSETZEN · MASS	ANSETZEN · EIN KLEINER SCHOEPFBECHER	ANSETZEN · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	mittlere Randfigur im runden Gefäß	Am runden Mittelgefaess: Nach Sollmass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	qok/ok/chok-aiin	qokaiin	READ_SHARED_CORE
WH03-R030	WH03	f83r	B3-S007	HOW	chedy	PROC042	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	UMSETZEN · POSTEN	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	mittlere Randfigur im runden Gefäß	Am runden Mittelgefaess: Nach Sollmass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	chd/ched-y/chy/chey/dy/shy/sy	chedy	READ_SHARED_CORE
WH03-R031	WH03	f83r	B3-S007	HOW	qokeedy	PROC100	OK+EE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	mittlere Randfigur im runden Gefäß	Am runden Mittelgefaess: Nach Sollmass ansetzen; dann den laufenden Posten umsetzen; dann laenger ansetzen; den Schritt schliessen.	qok/ok/chok-ee-dy	qokeedy	READ_SHARED_CORE
WH03-R032	WH03	f83r	B3-S008	HOW	lchedy	PROC120	L+CHD+DY	PATH>OPERATION>ENDPOINT	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	mittlere Randfigur im runden Gefäß	Am runden Mittelgefaess: Leiten und umsetzen; den Schritt schliessen.	l-chd/ched-dy	lchedy	READ_SHARED_CORE
WH03-R033	WH03	f83r	B3-S009	HOW	qoky	PROC008	OK+Y	OPERATION>REFERENT	ANSETZEN · POSTEN	ANSETZEN · POSTEN	ANSETZEN · POSTEN	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	mittlere Randfigur im runden Gefäß	Am runden Mittelgefaess: Den laufenden Posten ansetzen.	qok/ok/chok-y/chy/chey/dy/shy/sy	qoky	READ_SHARED_CORE
WH03-R034	WH03	f83r	B3-S010	HOW	pchedal	PROC134	P+CHD+AL	OPERATION>OPERATION>ADDRESS	EINBRINGEN · UMSETZEN · ZIELSTELLE	EINBRINGEN · UMSETZEN · ZIELSTELLE	AN DER ZIELSTELLE EINBRINGEN	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: An der Zielstelle einbringen und umsetzen; danach den kurzen Folgeschritt schliessen.	p-chd/ched-al	pchedal	READ_ROOT_COMPOSITION
WH03-R035	WH03	f83r	B3-S010	HOW	otedy	PROC135	OT+E+DY	ORDER>GRADE>ENDPOINT	DANACH · KURZ · SCHLIESSEN	DANACH · KURZ · SCHLIESSEN	KURZEN FOLGESCHRITT SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: An der Zielstelle einbringen und umsetzen; danach den kurzen Folgeschritt schliessen.	qot/ot-e-dy	otedy	READ_ROOT_COMPOSITION
WH03-R036	WH03	f83r	B3-S011	HOW	shecthedchy	PROC136	SH+E+CTH+CHD+Y	STATE>GRADE>STATE>OPERATION>REFERENT	HALTEN · KURZ · BEREIT · UMSETZEN · POSTEN	HALTEN · KURZ · BEREIT · UMSETZEN · POSTEN	KURZ BEREITHALTEN UND UMSETZEN	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	sh-e-cth-chd/ched-y/chy/chey/dy/shy/sy	shecthedchy	READ_ROOT_COMPOSITION
WH03-R037	WH03	f83r	B3-S011	HOW	qoky	PROC008	OK+Y	OPERATION>REFERENT	ANSETZEN · POSTEN	ANSETZEN · POSTEN	ANSETZEN · POSTEN	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	qok/ok/chok-y/chy/chey/dy/shy/sy	qoky	READ_SHARED_CORE
WH03-R038	WH03	f83r	B3-S011	HOW	chedy	PROC042	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	UMSETZEN · POSTEN	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	chd/ched-y/chy/chey/dy/shy/sy	chedy	READ_SHARED_CORE
WH03-R039	WH03	f83r	B3-S011	HOW	chary	PROC137	AR+Y	ADDRESS>REFERENT	QUELLE · POSTEN	QUELLE · POSTEN	AUS DER QUELLE NEHMEN	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Kurz bis bereit den laufenden Posten halten und umsetzen; dann ihn ansetzen; dann ihn umsetzen; dann ihn aus der Quelle.	ar-y/chy/chey/dy/shy/sy	chary	READ_ROOT_COMPOSITION
WH03-R040	WH03	f83r	B3-S012	HOW	or	PROC016	OR	MATERIAL	ANSATZ	ANSATZ	ANSATZ	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Den Ansatz stehen lassen und den Schritt schliessen.	or	or	READ_SHARED_CORE
WH03-R041	WH03	f83r	B3-S012	HOW	shedy	PROC078	SHED+DY	STATE>ENDPOINT	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	STEHENLASSEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Den Ansatz stehen lassen und den Schritt schliessen.	shed-dy	shedy	READ_SHARED_CORE
WH03-R042	WH03	f83r	B3-S013	HOW	qokaiin	PROC038	OK+AIIN	OPERATION>ARGUMENT	ANSETZEN · MASS	ANSETZEN · EIN KLEINER SCHOEPFBECHER	ANSETZEN · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Nach Sollmass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	qok/ok/chok-aiin	qokaiin	READ_SHARED_CORE
WH03-R043	WH03	f83r	B3-S013	HOW	kain	PROC069	K+AIN	OPERATION>ARGUMENT	ZUGEBEN · PORTION	ZUGEBEN · EIN ABGEGRENZTER TEIL	ZUGEBEN · EIN ABGEGRENZTER TEIL	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Nach Sollmass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	k-ain	kain	READ_SHARED_CORE
WH03-R044	WH03	f83r	B3-S013	HOW	qcthey	PROC117	CTH+E+Y	STATE>GRADE>REFERENT	BEREIT · KURZ · POSTEN	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Nach Sollmass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	cth-e-y/chy/chey/dy/shy/sy	qcthey	READ_SHARED_CORE
WH03-R045	WH03	f83r	B3-S013	HOW	qokedy	PROC067	OK+E+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Nach Sollmass ansetzen; dann als Portion zugeben; dann kurz den laufenden Posten bereitet halten; dann kurz ansetzen; den Schritt schliessen.	qok/ok/chok-e-dy	qokedy	READ_SHARED_CORE
WH03-R046	WH03	f83r	B3-S014	HOW	okair	PROC138	OK+AIR	OPERATION>PATH	ANSETZEN · LAUF	ANSETZEN · LAUF	WASSER ANSETZEN	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Das laufende Wasser ansetzen; dann laenger halten; den Schritt schliessen.	qok/ok/chok-air	okair	READ_ROOT_COMPOSITION
WH03-R047	WH03	f83r	B3-S014	HOW	sheedy	PROC139	SH+EE+DY	STATE>GRADE>ENDPOINT	HALTEN · LANG · SCHLIESSEN	HALTEN · LANG · SCHLIESSEN	LAENGER HALTEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Das laufende Wasser ansetzen; dann laenger halten; den Schritt schliessen.	sh-ee-dy	sheedy	READ_ROOT_COMPOSITION
WH03-R048	WH03	f83r	B3-S015	HOW	lchedy	PROC120	L+CHD+DY	PATH>OPERATION>ENDPOINT	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess: Leiten und umsetzen; den Schritt schliessen.	l-chd/ched-dy	lchedy	READ_SHARED_CORE
WH03-R049	WH03	f83r	B3-S016	HOW	lo	PROC140	L+O	PATH>PROCESS	LEITEN · ARBEITSGANG	LEITEN · ARBEITSGANG	IM ARBEITSGANG LEITEN	NOT_APPLICABLE	NOT_APPLICABLE	untere Randfigur im korbartigen Gefäß	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Arbeitsgang leiten; dann ansetzen und umsetzen; den Schritt schliessen.	l-o	lo	READ_ROOT_COMPOSITION
WH03-R050	WH03	f83r	B3-S016	HOW	okchedy	PROC091	OK+CHD+DY	OPERATION>OPERATION>ENDPOINT	ANSETZEN · UMSETZEN · SCHLIESSEN	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	CHAIN_FINAL_TRANSFER_CLOSE	den letzten Umsetzschritt einer Kette schließen	unverbundener Zwischenbereich	Am unteren Korbgefaess und im bildlich unverbundenen Zwischenabschnitt: Im Arbeitsgang leiten; dann ansetzen und umsetzen; den Schritt schliessen.	qok/ok/chok-chd/ched-dy	okchedy	READ_SHARED_CORE
WH03-R051	WH03	f83r	B3-S017	HOW	qokeedy	PROC100	OK+EE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	qok/ok/chok-ee-dy	qokeedy	READ_SHARED_CORE
WH03-R052	WH03	f83r	B3-S018	HOW	shedy	PROC078	SHED+DY	STATE>ENDPOINT	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	STEHENLASSEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Stehen lassen; den Schritt schliessen.	shed-dy	shedy	READ_SHARED_CORE
WH03-R053	WH03	f83r	B3-S019	HOW	qokshedy	PROC141	OK+SH+E+DY	OPERATION>STATE>GRADE>ENDPOINT	ANSETZEN · HALTEN · KURZ · SCHLIESSEN	ANSETZEN · HALTEN · KURZ · SCHLIESSEN	KURZ ANSETZEN UND HALTEN	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	qok/ok/chok-sh-e-dy	qokshedy	READ_ROOT_COMPOSITION
WH03-R054	WH03	f83r	B3-S020	HOW	dal	PROC055	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: An der Zielstelle leiten, umsetzen und den Schritt schliessen.	al	dal	READ_SHARED_CORE
WH03-R055	WH03	f83r	B3-S020	HOW	lchedy	PROC120	L+CHD+DY	PATH>OPERATION>ENDPOINT	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: An der Zielstelle leiten, umsetzen und den Schritt schliessen.	l-chd/ched-dy	lchedy	READ_SHARED_CORE
WH03-R056	WH03	f83r	B3-S021	HOW	qokaiin	PROC038	OK+AIIN	OPERATION>ARGUMENT	ANSETZEN · MASS	ANSETZEN · EIN KLEINER SCHOEPFBECHER	ANSETZEN · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	qok/ok/chok-aiin	qokaiin	READ_SHARED_CORE
WH03-R057	WH03	f83r	B3-S021	HOW	checthy	PROC014	CTH+Y	STATE>REFERENT	BEREIT · POSTEN	BEREITEN · POSTEN	BEREITEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	cth-y/chy/chey/dy/shy/sy	checthy	READ_SHARED_CORE
WH03-R058	WH03	f83r	B3-S021	HOW	dal	PROC055	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	al	dal	READ_SHARED_CORE
WH03-R059	WH03	f83r	B3-S021	HOW	chey	PROC019	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	y/chy/chey/dy/shy/sy	chey	READ_SHARED_CORE
WH03-R060	WH03	f83r	B3-S021	HOW	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	aiin	daiin	READ_SHARED_CORE
WH03-R061	WH03	f83r	B3-S021	HOW	shedal	PROC142	SHED+AL	STATE>ADDRESS	RUHEN · ZIELSTELLE	STEHENLASSEN · ZIELSTELLE	STEHENLASSEN · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	shed-al	shedal	READ_SHARED_CORE
WH03-R062	WH03	f83r	B3-S021	HOW	shecthy	PROC143	SH+E+CTH+Y	STATE>GRADE>STATE>REFERENT	HALTEN · KURZ · BEREIT · POSTEN	HALTEN · KURZ · BEREIT · POSTEN	KURZ BEREITHALTEN	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	sh-e-cth-y/chy/chey/dy/shy/sy	shecthy	READ_ROOT_COMPOSITION
WH03-R063	WH03	f83r	B3-S021	HOW	chey	PROC019	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	y/chy/chey/dy/shy/sy	chey	READ_SHARED_CORE
WH03-R064	WH03	f83r	B3-S021	HOW	dal	PROC055	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	al	dal	READ_SHARED_CORE
WH03-R065	WH03	f83r	B3-S021	HOW	checthy	PROC014	CTH+Y	STATE>REFERENT	BEREIT · POSTEN	BEREITEN · POSTEN	BEREITEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	cth-y/chy/chey/dy/shy/sy	checthy	READ_SHARED_CORE
WH03-R066	WH03	f83r	B3-S021	HOW	dalchdy	PROC144	AL+CHD+DY	ADDRESS>OPERATION>ENDPOINT	ZIELSTELLE · UMSETZEN · SCHLIESSEN	ZIELSTELLE · UMSETZEN · SCHLIESSEN	AN DER ZIELSTELLE UMSETZEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Nach Sollmass ansetzen und den Posten bereitet halten. An der Zielstelle nach Sollmass stehen lassen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, an der Zielstelle erneut bereitet halten, umsetzen und schliessen.	al-chd/ched-dy	dalchdy	READ_ROOT_COMPOSITION
WH03-R067	WH03	f83r	B3-S022	HOW	qotchedy	PROC145	OT+CHD+DY	ORDER>OPERATION>ENDPOINT	DANACH · UMSETZEN · SCHLIESSEN	DANACH · UMSETZEN · SCHLIESSEN	DANACH UMSETZEN UND SCHLIESSEN	STANDALONE_FOLLOW_CLOSE	einen alleinstehenden Folgeschritt umsetzen und schließen	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	qot/ot-chd/ched-dy	qotchedy	READ_ROOT_COMPOSITION
WH03-R068	WH03	f83r	B3-S023	HOW	lchedy	PROC120	L+CHD+DY	PATH>OPERATION>ENDPOINT	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Leiten und umsetzen; den Schritt schliessen.	l-chd/ched-dy	lchedy	READ_SHARED_CORE
WH03-R069	WH03	f83r	B3-S024	HOW	schedy	PROC076	CHD+DY	OPERATION>ENDPOINT	UMSETZEN · SCHLIESSEN	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	DEFAULT_TRANSFER_CLOSE	den gewöhnlichen Umsetzschritt schließen	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	chd/ched-dy	schedy	READ_SHARED_CORE
WH03-R070	WH03	f83r	B3-S025	HOW	qokchdy	PROC082	OK+CHD+DY	OPERATION>OPERATION>ENDPOINT	ANSETZEN · UMSETZEN · SCHLIESSEN	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	STANDALONE_TRANSFER_CLOSE	einen alleinstehenden Umsetzschritt ansetzen und schließen	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	qok/ok/chok-chd/ched-dy	qokchdy	READ_SHARED_CORE
WH03-R071	WH03	f83r	B3-S026	HOW	cheedar	PROC146	EE+AR	GRADE>ADDRESS	LANG · QUELLE	LANG · QUELLE	LAENGER AUS DER QUELLE ARBEITEN	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger sammeln und schliessen.	ee-ar	cheedar	READ_ROOT_COMPOSITION
WH03-R072	WH03	f83r	B3-S026	HOW	chldaiin	PROC147	L+AIIN	PATH>ARGUMENT	LEITEN · MASS	LEITEN · MASS	NACH SOLLMASS LEITEN	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger sammeln und schliessen.	l-aiin	chldaiin	READ_ROOT_COMPOSITION
WH03-R073	WH03	f83r	B3-S026	HOW	chedy	PROC042	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	UMSETZEN · POSTEN	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger sammeln und schliessen.	chd/ched-y/chy/chey/dy/shy/sy	chedy	READ_SHARED_CORE
WH03-R074	WH03	f83r	B3-S026	HOW	qokain	PROC080	OK+AIN	OPERATION>ARGUMENT	ANSETZEN · PORTION	ANSETZEN · EIN ABGEGRENZTER TEIL	ANSETZEN · EIN ABGEGRENZTER TEIL	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger sammeln und schliessen.	qok/ok/chok-ain	qokain	READ_SHARED_CORE
WH03-R075	WH03	f83r	B3-S026	HOW	checthy	PROC014	CTH+Y	STATE>REFERENT	BEREIT · POSTEN	BEREITEN · POSTEN	BEREITEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	unverbundener Zwischenbereich	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger sammeln und schliessen.	cth-y/chy/chey/dy/shy/sy	checthy	READ_SHARED_CORE
