analogy_id	candidate_surface	known_neighbor_surface	levenshtein_distance	within_closest_layer	selected_radius	known_neighbor_reading_ids	known_neighbor_levels	known_neighbor_max_score_not_probability	known_neighbor_occurrences	known_neighbor_pages	known_neighbor_core_axes	known_neighbor_union_axes	known_neighbor_best_gloss_de	known_neighbor_all_glosses_de	candidate_consensus_axes	candidate_analogy_confidence_level	relation_scope	literal_identity_credit	component_export_credit
G745-A0130	oteeol	oteol	1	1	1	oteol#GLOBAL	W3_SOLID_WORKING_THEORY	76	26	24	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	COLD|MATERIAL|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0131	oteeos	oteeo	1	1	1	oteeo#GLOBAL	W3_SOLID_WORKING_THEORY	61	6	6	COLD|PREPARATION|PASS	COLD|PREPARATION|PASS	zweiter Kaltansatz	zweiter Kaltansatz	COLD|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0132	oteeos	oteos	1	1	1	oteos#GLOBAL	W3_SOLID_WORKING_THEORY	61	5	5	COLD|AMOUNT|PREPARATION|MIDDLE_STAGE	COLD|AMOUNT|PREPARATION|MIDDLE_STAGE	Kaltansatz-Charge auf mittlerer Stufe	Kaltansatz-Charge auf mittlerer Stufe	COLD|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0133	qochey	qochy	1	1	1	qochy#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	DRY|MATERIAL	DRY|MATERIAL	nimm leicht getrocknete Droge	nimm leicht getrocknete Droge	DRY|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0134	qochey	qockhey	1	1	1	qockhey#GLOBAL	W3_SOLID_WORKING_THEORY	68	14	13	PREPARATION|MIDDLE_STAGE	PREPARATION|MIDDLE_STAGE	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	DRY|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0135	qochey	qokchey	1	1	1	qokchey#GLOBAL	W3_SOLID_WORKING_THEORY	71	25	16	HOT|DRY|MIDDLE_STAGE	HOT|DRY|MIDDLE_STAGE	heiß und trocken in der Mitte des Grades	heiß und trocken in der Mitte des Grades	DRY|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0136	qochey	qolchey	1	1	1	qolchey#GLOBAL	W3_SOLID_WORKING_THEORY	73	9	6	DRY|MATERIAL|MIDDLE_STAGE	DRY|MATERIAL|MIDDLE_STAGE	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	DRY|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0137	qochey	qotchey	1	1	1	qotchey#GLOBAL	W3_SOLID_WORKING_THEORY	71	18	15	COLD|DRY|MIDDLE_STAGE	COLD|DRY|MIDDLE_STAGE	kalt und trocken in der Mitte des Grades	kalt und trocken in der Mitte des Grades	DRY|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0138	qoeechdy	qokechdy	1	1	2	qokechdy#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|DRY|PROCESS|CLOSE	HOT|DRY|PROCESS|CLOSE	erhitze und trockne bis zum Abschluss	erhitze und trockne bis zum Abschluss	HOT|DRY	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0139	qoeechdy	qoeedy	2	0	2	qoeedy#1	W2_PROVISIONAL_WORKING	54	1	1	AMOUNT	AMOUNT	nimm die Endportion hinzu	nimm die Endportion hinzu	HOT|DRY	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0140	qoeechdy	qokchdy	2	0	2	qokchdy#1	W2_PROVISIONAL_WORKING	54	1	1	HOT|DRY|BEGIN_STAGE	HOT|DRY|BEGIN_STAGE	heiß-trockene Anfangsstufe erreicht	heiß-trockene Anfangsstufe erreicht	HOT|DRY	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0141	qoeechdy	qokechedy	2	0	2	qokechedy#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	HOT|DRY|PROCESS|MIDDLE_STAGE	HOT|DRY|PROCESS|MIDDLE_STAGE	erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab	erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab	HOT|DRY	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0142	qoeechdy	qotchdy	2	0	2	qotchdy#GLOBAL	W3_SOLID_WORKING_THEORY	71	21	17	COLD|DRY|CLOSE|BEGIN_STAGE|END_STAGE	COLD|DRY|CLOSE|BEGIN_STAGE|END_STAGE	kalt und trocken am Anfang des Grades, abgeschlossen	kalt und trocken am Anfang des Grades, abgeschlossen	HOT|DRY	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0143	qoeedaiin	oeedaiin	1	1	2	oeedaiin#GLOBAL	W2_PROVISIONAL_WORKING	40	2	2	AMOUNT|PREPARATION|END_STAGE	AMOUNT|PREPARATION|END_STAGE	drei Portionen vollständig bereiteten Ansatzes	drei Portionen vollständig bereiteten Ansatzes	AMOUNT|PROCESS|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0144	qoeedaiin	oteedaiin	2	0	2	oteedaiin#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	AMOUNT|PREPARATION|PROCESS|END_STAGE	AMOUNT|PREPARATION|PROCESS|END_STAGE	drei Portionen vollständig gekühlten Ansatzes abmessen	drei Portionen vollständig gekühlten Ansatzes abmessen	AMOUNT|PROCESS|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0145	qoeedaiin	qokeeaiin	2	0	2	qokeeaiin#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	HOT|PART|PROCESS|END_STAGE	HOT|PART|PROCESS|END_STAGE	erhitze drei Teile bis zur Endstufe	erhitze drei Teile bis zur Endstufe	AMOUNT|PROCESS|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0146	qoeedaiin	qokeedain	2	0	2	qokeedain#GLOBAL	W2_PROVISIONAL_WORKING	45	2	1	HOT|AMOUNT|PROCESS|END_STAGE	HOT|AMOUNT|PROCESS|END_STAGE	vollständig erhitzen und zwei Portionen abmessen	vollständig erhitzen und zwei Portionen abmessen	AMOUNT|PROCESS|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0147	qokeain	qokain	1	1	2	qokain#1	W3_SOLID_WORKING_THEORY	61	5	5	HOT|LEVEL_II	HOT|LEVEL_II	heiß, Grad II	heiß, Grad II	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0148	qokeain	okain	2	0	2	okain#1	W3_SOLID_WORKING_THEORY	69	3	3	HOT|PREPARATION|LEVEL_II	HOT|PREPARATION|LEVEL_II	heißer Ansatz, Grad II	heißer Ansatz, Grad II	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0149	qokeain	qoain	2	0	2	qoain#GLOBAL	W3_SOLID_WORKING_THEORY	71	5	5	PART	PART	nimm zwei Teile	nimm zwei Teile	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0150	qokeain	qodain	2	0	2	qodain#GLOBAL	W2_PROVISIONAL_WORKING	55	10	6	LEVEL_II	LEVEL_II	Qualitätsgrad II	Qualitätsgrad II	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0151	qokeain	qokaiin	2	0	2	qokaiin#1	W3_SOLID_WORKING_THEORY	61	7	6	HOT|LEVEL_III	HOT|LEVEL_III	heiß, Grad III	heiß, Grad III	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0152	qokeain	qokair	2	0	2	qokair#GLOBAL	W3_SOLID_WORKING_THEORY	76	21	12	HOT|PART|PROCESS	HOT|PART|PROCESS	erhitze die zweite Fraktion	erhitze die zweite Fraktion	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0153	qokeain	qokan	2	0	2	qokan#GLOBAL	W2_PROVISIONAL_WORKING	59	8	8	HOT	HOT	heiß im qo-Rahmen, Grad I	heiß im qo-Rahmen, Grad I	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0154	qokeain	qokeal	2	0	2	qokeal#GLOBAL	W2_PROVISIONAL_WORKING	56	4	4	HOT|MATERIAL|MIDDLE_STAGE	HOT|MATERIAL|MIDDLE_STAGE	Rohstoffklasse I, heiß in der Gradmitte	Rohstoffklasse I, heiß in der Gradmitte	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0155	qokeain	qokeeaiin	2	0	2	qokeeaiin#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	HOT|PART|PROCESS|END_STAGE	HOT|PART|PROCESS|END_STAGE	erhitze drei Teile bis zur Endstufe	erhitze drei Teile bis zur Endstufe	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0156	qokeain	qokeedain	2	0	2	qokeedain#GLOBAL	W2_PROVISIONAL_WORKING	45	2	1	HOT|AMOUNT|PROCESS|END_STAGE	HOT|AMOUNT|PROCESS|END_STAGE	vollständig erhitzen und zwei Portionen abmessen	vollständig erhitzen und zwei Portionen abmessen	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0157	qokeain	qolain	2	0	2	qolain#GLOBAL	W2_PROVISIONAL_WORKING	53	3	2	PART|MATERIAL	PART|MATERIAL	gib zwei Teile Drogenstoff hinzu	gib zwei Teile Drogenstoff hinzu	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0158	qokeain	qotain	2	0	2	qotain#1	W2_PROVISIONAL_WORKING	44	1	1	COLD|PREPARATION|LEVEL_II	COLD|PREPARATION|LEVEL_II	kalter Ansatz, Grad II	kalter Ansatz, Grad II	HOT	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0159	qokeechy	okeeshy	2	1	2	okeeshy#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	HOT|MOIST|PREPARATION|END_STAGE	HOT|MOIST|PREPARATION|END_STAGE	heißer, vollständig angefeuchteter Ansatz	heißer, vollständig angefeuchteter Ansatz	HOT|END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0160	qokeechy	qokechdy	2	1	2	qokechdy#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|DRY|PROCESS|CLOSE	HOT|DRY|PROCESS|CLOSE	erhitze und trockne bis zum Abschluss	erhitze und trockne bis zum Abschluss	HOT|END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0161	qokeechy	qokeedy	2	1	2	qokeedy#1	W2_PROVISIONAL_WORKING	54	1	1	HOT|END_STAGE	HOT|END_STAGE	heiß am Ende des Grades	heiß am Ende des Grades	HOT|END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0162	qokeechy	qokeeedy	2	1	2	qokeeedy#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	HOT|LEVEL_III	HOT|LEVEL_III	heißer Zustand, Bindungsstufe III	heißer Zustand, Bindungsstufe III	HOT|END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0163	qokeechy	qokeeody	2	1	2	qokeeody#GLOBAL	W3_SOLID_WORKING_THEORY	68	13	11	HOT|PREPARATION|END_STAGE	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	vollständig ausgekochter Ansatz	HOT|END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0164	qokeechy	qokeey	2	1	2	qokeey#GLOBAL	W3_SOLID_WORKING_THEORY	71	280	70	HOT|END_STAGE	HOT|END_STAGE	heiß am Ende des Grades	heiß am Ende des Grades	HOT|END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0165	qototeeey	qotoeey	2	1	2	qotoeey#GLOBAL	W2_PROVISIONAL_WORKING	40	2	2	PREPARATION|END_STAGE	PREPARATION|END_STAGE	kühle den Ansatz vollständig	kühle den Ansatz vollständig	NONE	A1_SINGLE_NEIGHBOR_LEAD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0166	sheees	chees	2	1	2	chees#GLOBAL	W3_SOLID_WORKING_THEORY	76	32	27	DRY|PREPARATION|END_STAGE	DRY|PREPARATION|END_STAGE	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0167	sheees	oeees	2	1	2	oeees#GLOBAL	W3_SOLID_WORKING_THEORY	63	6	6	PREPARATION	PREPARATION	Ansatzcharge der letzten Stufe	Ansatzcharge der letzten Stufe	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0168	sheees	qoeees	2	1	2	qoeees#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	AMOUNT	AMOUNT	nimm eine Charge der letzten Stufe	nimm eine Charge der letzten Stufe	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0169	sheees	shee	2	1	2	shee#GLOBAL	W3_SOLID_WORKING_THEORY	73	11	8	MOIST|END_STAGE	MOIST|END_STAGE	vollständig anfeuchten	vollständig anfeuchten	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0170	sheees	sheeal	2	1	2	sheeal#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	MOIST|MATERIAL|END_STAGE	MOIST|MATERIAL|END_STAGE	Rohstoffklasse I, feucht am Gradende	Rohstoffklasse I, feucht am Gradende	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0171	sheees	sheed	2	1	2	sheed#GLOBAL	W3_SOLID_WORKING_THEORY	61	5	5	MOIST|CLOSE|END_STAGE	MOIST|CLOSE|END_STAGE	Einweichung vollständig abgeschlossen	Einweichung vollständig abgeschlossen	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0172	sheees	sheedy	2	1	2	sheedy#1	W2_PROVISIONAL_WORKING	54	1	1	MOIST|END_STAGE	MOIST|END_STAGE	feucht am Ende des Grades	feucht am Ende des Grades	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0173	sheees	sheeky	2	1	2	sheeky#1	W2_PROVISIONAL_WORKING	50	1	1	HOT|MOIST|PROCESS|END_STAGE	HOT|MOIST|PROCESS|END_STAGE	vollständig einweichen, erhitzen und abschließen	vollständig einweichen, erhitzen und abschließen	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0174	sheees	sheeo	2	1	2	sheeo#GLOBAL	W2_PROVISIONAL_WORKING	53	8	8	PREPARATION|END_STAGE	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	vollständig eingeweichter Ansatz	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0175	sheees	sheeod	2	1	2	sheeod#GLOBAL	W2_PROVISIONAL_WORKING	40	2	2	PREPARATION|END_STAGE	PREPARATION|END_STAGE	vollständig eingeweichten Ansatz abschließen	vollständig eingeweichten Ansatz abschließen	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0176	sheees	sheety	2	1	2	sheety#GLOBAL	W3_SOLID_WORKING_THEORY	61	7	5	MOIST|END_STAGE	MOIST|END_STAGE	vollständig angefeuchtet und gekühlt	vollständig angefeuchtet und gekühlt	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0177	sheees	shes	2	1	2	shes#GLOBAL	W3_SOLID_WORKING_THEORY	61	5	5	MOIST|MATERIAL|MIDDLE_STAGE	MOIST|MATERIAL|MIDDLE_STAGE	feuchtes Drogenmaterial, Mittelstufe	feuchtes Drogenmaterial, Mittelstufe	END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0178	sheeol	cheeol	1	1	1	cheeol#GLOBAL	W3_SOLID_WORKING_THEORY	76	9	9	DRY|MATERIAL|END_STAGE	DRY|MATERIAL|END_STAGE	vollständig getrockneter Drogenstoff	vollständig getrockneter Drogenstoff	MATERIAL|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0179	sheeol	sheeal	1	1	1	sheeal#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	MOIST|MATERIAL|END_STAGE	MOIST|MATERIAL|END_STAGE	Rohstoffklasse I, feucht am Gradende	Rohstoffklasse I, feucht am Gradende	MATERIAL|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0180	sheeol	sheeo	1	1	1	sheeo#GLOBAL	W2_PROVISIONAL_WORKING	53	8	8	PREPARATION|END_STAGE	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	vollständig eingeweichter Ansatz	MATERIAL|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0181	sheeol	sheeod	1	1	1	sheeod#GLOBAL	W2_PROVISIONAL_WORKING	40	2	2	PREPARATION|END_STAGE	PREPARATION|END_STAGE	vollständig eingeweichten Ansatz abschließen	vollständig eingeweichten Ansatz abschließen	MATERIAL|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0182	sheeol	sheol	1	1	1	sheol#GLOBAL	W3_SOLID_WORKING_THEORY	76	90	52	MOIST|MATERIAL	MOIST|MATERIAL	feuchtes Material	feuchtes Material	MATERIAL|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0183	shoda	shody	1	1	2	shody#GLOBAL	W3_SOLID_WORKING_THEORY	68	46	32	PREPARATION|END_STAGE	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	vollständig eingeweichter Ansatz	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0184	shoda	chod	2	0	2	chod#GLOBAL	W3_SOLID_WORKING_THEORY	71	8	8	DRY|PREPARATION	DRY|PREPARATION	Trockenansatz abschließen	Trockenansatz abschließen	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0185	shoda	shdal	2	0	2	shdal#1	W2_PROVISIONAL_WORKING	46	2	2	MOIST|MATERIAL|BEGIN_STAGE	MOIST|MATERIAL|BEGIN_STAGE	feuchtes, abgemessenes Material I, Anfangsstufe	feuchtes, abgemessenes Material I, Anfangsstufe	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0186	shoda	shdy	2	0	2	shdy#1	W2_PROVISIONAL_WORKING	54	1	1	MOIST|BEGIN_STAGE	MOIST|BEGIN_STAGE	feuchte Anfangsstufe erreicht	feuchte Anfangsstufe erreicht	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0187	shoda	shed	2	0	2	shed#GLOBAL	W3_SOLID_WORKING_THEORY	76	18	16	MOIST|PROCESS|MIDDLE_STAGE	MOIST|PROCESS|MIDDLE_STAGE	Einweichen bis zur mittleren Stufe abschließen	Einweichen bis zur mittleren Stufe abschließen	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0188	shoda	shedy	2	0	2	shedy#1	W3_SOLID_WORKING_THEORY	76	5	4	MOIST|MIDDLE_STAGE	MOIST|MIDDLE_STAGE	mittlere Feuchtstufe erreicht	mittlere Feuchtstufe erreicht	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0189	shoda	sho	2	0	2	sho#GLOBAL	W3_SOLID_WORKING_THEORY	76	106	65	MOIST|PREPARATION	MOIST|PREPARATION	feuchter Ansatz	feuchter Ansatz	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0190	shoda	shokal	2	0	2	shokal#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|MOIST|MATERIAL|PREPARATION|BEGIN_STAGE	HOT|MOIST|MATERIAL|PREPARATION|BEGIN_STAGE	Feuchtansatz aus heißem Rohstoff Klasse I am Gradanfang	Feuchtansatz aus heißem Rohstoff Klasse I am Gradanfang	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0191	shoda	shoko	2	0	2	shoko#V84_1	W2_PROVISIONAL_WORKING	44	1	1	HOT|MOIST|PREPARATION	HOT|MOIST|PREPARATION	erhitzte Feuchtzubereitung	erhitzte Feuchtzubereitung	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0192	shoda	shoky	2	0	2	shoky#GLOBAL	W3_SOLID_WORKING_THEORY	66	6	6	HOT|MOIST|PREPARATION|BEGIN_STAGE	HOT|MOIST|PREPARATION|BEGIN_STAGE	heiß-feuchter Ansatz am Gradanfang	heiß-feuchter Ansatz am Gradanfang	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0193	shoda	shol	2	0	2	shol#1	W2_PROVISIONAL_WORKING	44	1	1	MOIST	MOIST	feucht	feucht	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0194	shoda	sholdy	2	0	2	sholdy#GLOBAL	W3_SOLID_WORKING_THEORY	71	6	6	MATERIAL|END_STAGE	MATERIAL|END_STAGE	vollständig eingeweichte Droge	vollständig eingeweichte Droge	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0195	shoda	shoral	2	0	2	shoral#1	W2_PROVISIONAL_WORKING	44	1	1	MATERIAL	MATERIAL	Blütenrohdroge I	Blütenrohdroge I	MOIST	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0196	tarairy	taraiin	2	1	2	taraiin#GLOBAL	W2_PROVISIONAL_WORKING	58	2	2	PART|MATERIAL	PART|MATERIAL	drei Teile der ersten gekühlten Drogenfraktion	drei Teile der ersten gekühlten Drogenfraktion	NONE	A1_SINGLE_NEIGHBOR_LEAD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0197	ykeeey	ykeedy	1	1	1	ykeedy#GLOBAL	W2_PROVISIONAL_WORKING	54	26	24	HOT|CLOSE|END_STAGE	HOT|CLOSE|END_STAGE	Eintrag: heiß am Gradende, abgeschlossen	Eintrag: heiß am Gradende, abgeschlossen	HOT|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0198	ykeeey	ykeey	1	1	1	ykeey#GLOBAL	W3_SOLID_WORKING_THEORY	76	49	40	HOT|PROCESS|END_STAGE	HOT|PROCESS|END_STAGE	erhitze hiervon bis zur Endstufe und schließe ab	erhitze hiervon bis zur Endstufe und schließe ab	HOT|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
